,ALLGO FP Equity_DX_SI_QTY,ALLGO FP Equity_DX_SHORT_INTEREST_VALUE,ALLGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLGO FP Equity_DX_SI_MV,ALLGO FP Equity_DX_DSS,ALLGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLGO FP Equity_DX_SUPPLY_SI_QTY,ALLGO FP Equity_DX_BROKER_SI_QTY,ALLGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLGO FP Equity_DX_BROKER_SI_MV_INC_x,ALLGO FP Equity_DX_BROKER_SI_QTY_ADD,ALLGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALLGO FP Equity_DX_BROKER_SI_QTY_INC,ALLGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLGO FP Equity_DX_BROKER_SI_MV_INC_y,ALLGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLGO FP Equity_DX_BROKER_SI_MV_ADD,ALLGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLGO FP Equity_DX_BROKER_SI_QTY_DEC,ALLGO FP Equity_DX_SUPPLY_SI_MV,ALLGO FP Equity_DX_BROKER_SI_MV_DEC,ALLGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLGO FP Equity_DX_UTILIZATION_QUANTITY,ALLGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLGO FP Equity_DX_BROKER_SI_CON_RATIO,ALLGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLGO FP Equity_PX_LAST
2023-09-18,88.0,154.44,0.01,0.03,0.0,0.0,0.0,77.22,44.0,44.0,77.22,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.755
2023-09-19,88.0,154.88,0.01,0.03,0.0,0.0,0.0,77.44,44.0,44.0,77.44,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.76
2023-09-20,88.0,154.44,0.01,0.03,0.0,0.0,0.0,77.22,44.0,44.0,77.22,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.755
2023-09-21,88.0,153.56,0.01,0.03,0.0,0.0,0.0,76.78,44.0,44.0,76.78,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.745
2023-09-22,88.0,151.36,0.01,0.03,0.0,0.0,0.0,75.68,44.0,44.0,75.68,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.72
2023-09-25,88.0,149.6,0.01,0.03,0.0,0.0,0.0,74.8,44.0,44.0,74.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.7
2023-09-26,88.0,149.16,0.01,0.03,0.0,0.0,0.0,74.58,44.0,44.0,74.58,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.695
2023-09-27,88.0,141.68,0.01,0.03,0.0,0.0,0.0,70.84,44.0,44.0,70.84,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.61
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,44.0,,,,,44.0,0.0,0.0,0.0,0.0,44.0,68.64,0.0,0.0,,0.0,100.0,0.0,1.56
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,44.0,68.86,0.0,0.0,,0.0,,0.0,1.565
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.515
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.695
2023-10-23,80.0,137.2,0.01,0.03,0.0,0.0,0.0,68.6,40.0,40.0,68.6,,,40.0,,,,,,0.0,40.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.715
2023-10-24,80.0,131.2,0.01,0.03,0.0,0.0,0.0,65.6,40.0,40.0,65.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.64
2023-10-25,80.0,130.4,0.01,0.03,0.0,0.0,0.0,65.2,40.0,40.0,65.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.63
2023-10-26,80.0,128.8,0.01,0.03,0.0,0.0,0.0,64.4,40.0,40.0,64.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.61
2023-10-27,80.0,129.6,0.01,0.03,0.0,0.0,0.0,64.8,40.0,40.0,64.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.62
2023-10-30,80.0,130.0,0.01,0.03,0.0,0.0,0.0,65.0,40.0,40.0,65.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.625
2023-10-31,80.0,130.8,0.01,0.03,0.0,0.0,0.0,65.4,40.0,40.0,65.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.635
2023-11-01,80.0,132.4,0.01,0.03,0.0,0.0,0.0,66.2,40.0,40.0,66.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.655
2023-11-02,80.0,131.6,0.01,0.03,0.0,0.0,0.0,65.8,40.0,40.0,65.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.645
2023-11-03,80.0,143.2,0.01,0.03,0.0,0.0,0.0,71.6,40.0,40.0,71.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.79
2023-11-06,80.0,152.0,0.01,0.02,0.0,0.0,0.0,76.0,40.0,40.0,76.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.9
2023-11-07,80.0,153.6,0.01,0.02,0.0,0.0,0.0,76.8,40.0,40.0,76.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.92
2023-11-08,80.0,153.6,0.01,0.02,0.0,0.0,0.0,76.8,40.0,40.0,76.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.92
2023-11-09,80.0,153.6,0.01,0.02,0.0,0.0,0.0,76.8,40.0,40.0,76.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.92
2023-11-10,80.0,154.4,0.01,0.02,0.0,0.0,0.0,77.2,40.0,40.0,77.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.93
2023-11-13,146.0,277.4,0.02,0.04,0.0,0.0,0.0,138.7,73.0,73.0,138.7,33.0,0.0,,,33.0,,0.0,33.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.9
2023-11-14,146.0,279.59,0.02,0.04,0.0,0.0,0.0,139.79,73.0,73.0,139.79,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.915
2023-11-15,66.0,125.4,0.01,0.02,0.0,0.0,0.0,62.7,33.0,33.0,62.7,,,,0.0,,40.0,,,,,40.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.9
2023-11-16,66.0,125.4,0.01,0.02,0.0,0.0,0.0,62.7,33.0,33.0,62.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.9
2023-11-17,66.0,125.4,0.01,0.02,0.0,0.0,0.0,62.7,33.0,33.0,62.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.9
2023-11-20,66.0,126.06,0.01,0.02,0.0,0.0,0.0,63.03,33.0,33.0,63.03,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.91
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.905
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.655
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.695
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.765
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.675
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.795
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.685
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.915
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2024-02-27,168.0,467.04,0.02,0.02,0.0,0.0,0.0,233.52,84.0,84.0,233.52,,,84.0,,,,,,0.0,84.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.78
2024-02-28,168.0,470.4,0.02,0.02,0.0,0.0,0.0,235.2,84.0,84.0,235.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.8
2024-02-29,168.0,473.76,0.02,0.02,0.0,0.0,0.0,236.88,84.0,84.0,236.88,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.82
2024-03-01,168.0,453.6,0.02,0.02,0.0,0.0,0.0,226.8,84.0,84.0,226.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.7
2024-03-04,418.0,1024.1,0.05,0.04,0.01,0.0,0.0,512.05,209.0,209.0,512.05,125.0,0.0,,,125.0,,0.0,125.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.45
2024-03-05,334.0,835.0,0.04,0.03,0.01,0.0,0.0,312.5,209.0,125.0,522.5,,,,,,,,,,,84.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.5981,2.5
2024-03-06,250.0,630.0,0.03,0.02,0.01,0.0,0.0,315.0,125.0,125.0,315.0,,,,0.0,,84.0,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.52
2024-03-07,250.0,620.0,0.03,0.02,0.01,0.0,0.0,310.0,125.0,125.0,310.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.48
2024-03-08,250.0,637.5,0.03,0.03,0.01,0.0,0.0,318.75,125.0,125.0,318.75,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.55
2024-03-11,125.0,316.25,0.02,0.01,0.0,0.0,0.0,0.0,125.0,0.0,316.25,,,,,,,,,,,125.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,2.53
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,125.0,,,,,,0.0,,0.0,0.0,100.0,254.0,0.0,0.0,,0.0,,0.0,2.54
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,260.0,0.0,0.0,,0.0,,0.0,2.6
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,265.0,0.0,0.0,,0.0,,0.0,2.65
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,255.0,0.0,0.0,,0.0,,0.0,2.55
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,222.0,0.0,0.0,,0.0,,0.0,2.22
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,217.0,0.0,0.0,,0.0,,0.0,2.17
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,230.0,0.0,0.0,,0.0,,0.0,2.3
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,220.0,0.0,0.0,,0.0,,0.0,2.2
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,220.0,0.0,0.0,,0.0,,0.0,2.2
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,218.0,0.0,0.0,,0.0,,0.0,2.18
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,212.0,0.0,0.0,,0.0,,0.0,2.12
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,212.0,0.0,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,212.0,0.0,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,230.0,0.0,0.0,,0.0,,0.0,2.3
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,228.0,0.0,0.0,,0.0,,0.0,2.28
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,227.0,0.0,0.0,,0.0,,0.0,2.27
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,223.0,0.0,0.0,,0.0,,0.0,2.23
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,257.0,0.0,0.0,,0.0,,0.0,2.57
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,269.0,0.0,0.0,,0.0,,0.0,2.69
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,241.0,0.0,0.0,,0.0,,0.0,2.41
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,239.0,0.0,0.0,,0.0,,0.0,2.39
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,203.0,0.0,0.0,,0.0,,0.0,2.03
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
