,ALLGO FP Equity_DX_SI_QTY,ALLGO FP Equity_DX_SHORT_INTEREST_VALUE,ALLGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLGO FP Equity_DX_SI_MV,ALLGO FP Equity_DX_DSS,ALLGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLGO FP Equity_DX_SUPPLY_SI_QTY,ALLGO FP Equity_DX_BROKER_SI_QTY,ALLGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLGO FP Equity_DX_BROKER_SI_MV_INC_x,ALLGO FP Equity_DX_BROKER_SI_QTY_ADD,ALLGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALLGO FP Equity_DX_BROKER_SI_QTY_INC,ALLGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLGO FP Equity_DX_BROKER_SI_MV_INC_y,ALLGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLGO FP Equity_DX_BROKER_SI_MV_ADD,ALLGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLGO FP Equity_DX_BROKER_SI_QTY_DEC,ALLGO FP Equity_DX_SUPPLY_SI_MV,ALLGO FP Equity_DX_BROKER_SI_MV_DEC,ALLGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLGO FP Equity_DX_UTILIZATION_QUANTITY,ALLGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLGO FP Equity_DX_BROKER_SI_CON_RATIO,ALLGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLGO FP Equity_PX_LAST
2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53191.0,517016.52,0.52,0.0,,0.0,,0.0,9.72
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50799.0,488686.38,0.49,0.0,,0.0,,0.0,9.62
2021-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,49900.0,483481.1,0.48,0.0,,0.0,,0.0,9.689
2021-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,48552.0,462603.46,0.47,0.0,,0.0,,0.0,9.528
2021-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47861.0,457072.55,0.46,0.0,,0.0,,0.0,9.55
2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47861.0,457024.69,0.46,0.0,,0.0,,0.0,9.549
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45191.0,426151.13,0.43,0.0,,0.0,,0.0,9.43
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45191.0,429133.74,0.43,0.0,,0.0,,0.0,9.496
2021-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37814.0,359233.0,0.36,0.0,,0.0,,0.0,9.5
2021-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,36096.0,329195.52,0.34,0.0,,0.0,,0.0,9.12
2021-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35840.0,327936.0,0.33,0.0,,0.0,,0.0,9.15
2021-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34302.0,317293.5,0.31,0.0,,0.0,,0.0,9.25
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34302.0,315578.4,0.32,0.0,,0.0,,0.0,9.2
2021-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29135.0,265128.5,0.27,0.0,,0.0,,0.0,9.1
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29135.0,263089.05,0.27,0.0,,0.0,,0.0,9.03
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19910.0,181439.83,0.18,0.0,,0.0,,0.0,9.113
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12725.0,115797.5,0.12,0.0,,0.0,,0.0,9.1
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7308.0,64675.8,0.07,0.0,,0.0,,0.0,8.85
2021-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7308.0,64390.79,0.06,0.0,,0.0,,0.0,8.811
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6358.0,56274.66,0.06,0.0,,0.0,,0.0,8.851
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.191
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.232
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.251
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.209
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.209
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.985
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.905
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.699
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.519
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.281
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.251
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.299
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.101
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.032
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.139
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.899
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.161
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.162
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.449
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.952
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.514
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.721
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.859
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.946
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.861
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.999
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.994
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.995
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.751
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.399
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.335
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.399
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.318
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.849
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.899
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.889
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.887
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.499
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.901
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.299
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.499
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.599
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.502
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.989
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.989
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.819
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.337
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
