,GLUX FP Equity_DX_DSS,GLUX FP Equity_PX_LAST
2013-09-23,,71.82
2013-09-24,,72.1
2013-09-25,,72.16
2013-09-26,,71.97
2013-09-27,,71.85
2013-09-30,,71.24
2013-10-01,,72.14
2013-10-02,,71.76
2013-10-03,,71.59
2013-10-04,,71.93
2013-10-07,,71.98
2013-10-08,,71.14
2013-10-09,,71.12
2013-10-10,,72.87
2013-10-11,,72.92
2013-10-14,,73.21
2013-10-15,,73.99
2013-10-16,,74.52
2013-10-17,,74.9
2013-10-18,,75.82
2013-10-21,,75.53
2013-10-22,,76.12
2013-10-23,,76.08
2013-10-24,,76.41
2013-10-25,,76.03
2013-10-28,,75.64
2013-10-29,,76.28
2013-10-30,,75.95
2013-10-31,,76.7
2013-11-01,,76.55
2013-11-04,,76.84
2013-11-05,,76.18
2013-11-06,,76.45
2013-11-07,,76.26
2013-11-08,,76.68
2013-11-11,,77.02
2013-11-12,,76.71
2013-11-13,,76.24
2013-11-14,,77.07
2013-11-15,,77.2
2013-11-18,,77.53
2013-11-19,,77.07
2013-11-20,,77.11
2013-11-21,,77.22
2013-11-22,,77.36
2013-11-25,,77.48
2013-11-26,,77.12
2013-11-27,,77.82
2013-11-28,,78.2
2013-11-29,,78.21
2013-12-02,,77.86
2013-12-03,,76.26
2013-12-04,,75.9
2013-12-05,,75.11
2013-12-06,,75.8
2013-12-09,,76.1
2013-12-10,,75.83
2013-12-11,,75.25
2013-12-12,,74.43
2013-12-13,,74.76
2013-12-16,,75.63
2013-12-17,,75.23
2013-12-18,,76.15
2013-12-19,,77.8
2013-12-20,,78.44
2013-12-23,,79.09
2013-12-27,,79.95
2013-12-30,,79.87
2014-01-02,,79.11
2014-01-03,,79.03
2014-01-06,,79.12
2014-01-07,,80.05
2014-01-08,,80.22
2014-01-09,,80.14
2014-01-10,,80.46
2014-01-13,,80.32
2014-01-14,,80.25
2014-01-15,,81.54
2014-01-16,,81.03
2014-01-17,,81.64
2014-01-20,,81.07
2014-01-21,,81.09
2014-01-22,,80.71
2014-01-23,,79.57
2014-01-24,,77.64
2014-01-27,,76.96
2014-01-28,,78.32
2014-01-29,,77.53
2014-01-30,,78.07
2014-01-31,,77.56
2014-02-03,,76.06
2014-02-04,,76.64
2014-02-05,,76.6
2014-02-06,,77.84
2014-02-07,,78.47
2014-02-10,,78.57
2014-02-11,,79.57
2014-02-12,,80.4
2014-02-13,,80.6
2014-02-14,,80.99
2014-02-17,,80.92
2014-02-18,,80.75
2014-02-19,,80.79
2014-02-20,,80.99
2014-02-21,,81.29
2014-02-24,,81.97
2014-02-25,,82.41
2014-02-26,,82.79
2014-02-27,,82.5
2014-02-28,,82.31
2014-03-03,,81.03
2014-03-04,,82.61
2014-03-05,,82.42
2014-03-06,,82.31
2014-03-07,,81.84
2014-03-10,,81.1
2014-03-11,,81.39
2014-03-12,,80.27
2014-03-13,,79.65
2014-03-14,,79.0
2014-03-17,,79.55
2014-03-18,,80.16
2014-03-19,,80.12
2014-03-20,,80.18
2014-03-21,,80.17
2014-03-24,,79.02
2014-03-25,,79.29
2014-03-26,,79.86
2014-03-27,,79.52
2014-03-28,,80.41
2014-03-31,,80.32
2014-04-01,,81.39
2014-04-02,,81.7
2014-04-03,,81.72
2014-04-04,,81.92
2014-04-07,,80.07
2014-04-08,,79.96
2014-04-09,,80.58
2014-04-10,,80.76
2014-04-11,,79.77
2014-04-14,,80.38
2014-04-15,,79.41
2014-04-16,,80.28
2014-04-17,,80.57
2014-04-22,,81.63
2014-04-23,,81.35
2014-04-24,,81.27
2014-04-25,,80.61
2014-04-28,,80.13
2014-04-29,,80.49
2014-04-30,,80.31
2014-05-02,,80.81
2014-05-05,,80.53
2014-05-06,,79.98
2014-05-07,,79.1
2014-05-08,,79.68
2014-05-09,,79.68
2014-05-12,,80.66
2014-05-13,,80.99
2014-05-14,,80.7
2014-05-15,,80.23
2014-05-16,,80.93
2014-05-19,,81.17
2014-05-20,,81.21
2014-05-21,,81.56
2014-05-22,,82.53
2014-05-23,,82.63
2014-05-26,,83.3
2014-05-27,,83.43
2014-05-28,,83.05
2014-05-29,,83.28
2014-05-30,,83.63
2014-06-02,,83.43
2014-06-03,,83.06
2014-06-04,,83.01
2014-06-05,,83.06
2014-06-06,,82.86
2014-06-09,,83.08
2014-06-10,,82.86
2014-06-11,,82.94
2014-06-12,,82.91
2014-06-13,,82.5
2014-06-16,,82.04
2014-06-17,,82.6
2014-06-18,,82.39
2014-06-19,,82.74
2014-06-20,,82.88
2014-06-23,,82.48
2014-06-24,,83.01
2014-06-25,,82.34
2014-06-26,,82.57
2014-06-27,,82.81
2014-06-30,,82.72
2014-07-01,,83.34
2014-07-02,,83.57
2014-07-03,,84.22
2014-07-04,,84.21
2014-07-07,,83.47
2014-07-08,,82.39
2014-07-09,,82.5
2014-07-10,,82.04
2014-07-11,,81.96
2014-07-14,,82.57
2014-07-15,,82.1
2014-07-16,,82.47
2014-07-17,,81.91
2014-07-18,,81.81
2014-07-21,,81.42
2014-07-22,,82.21
2014-07-23,,82.38
2014-07-24,,82.83
2014-07-25,,81.67
2014-07-28,,81.34
2014-07-29,,81.76
2014-07-30,,81.52
2014-07-31,,80.36
2014-08-01,,79.44
2014-08-04,,79.54
2014-08-05,,80.04
2014-08-06,,79.66
2014-08-07,,78.74
2014-08-08,,78.36
2014-08-11,,79.54
2014-08-12,,79.28
2014-08-13,,79.74
2014-08-14,,79.92
2014-08-15,,79.37
2014-08-18,,80.55
2014-08-19,,81.25
2014-08-20,,81.23
2014-08-21,,81.49
2014-08-22,,81.31
2014-08-25,,82.33
2014-08-26,,82.38
2014-08-27,,82.1
2014-08-28,,81.72
2014-08-29,,81.78
2014-09-01,,81.68
2014-09-02,,81.7
2014-09-03,,82.02
2014-09-04,,83.56
2014-09-05,,83.21
2014-09-08,,83.3
2014-09-09,,83.24
2014-09-10,,82.68
2014-09-11,,82.7
2014-09-12,,82.42
2014-09-15,,82.16
2014-09-16,,81.86
2014-09-17,,81.63
2014-09-18,,82.29
2014-09-19,,82.4
2014-09-22,,81.41
2014-09-23,,80.5
2014-09-24,,81.22
2014-09-25,,80.5
2014-09-26,,81.41
2014-09-29,,80.82
2014-09-30,,81.03
2014-10-01,,80.18
2014-10-02,,79.09
2014-10-03,,80.53
2014-10-06,,80.73
2014-10-07,,79.74
2014-10-08,,79.0
2014-10-09,,79.43
2014-10-10,,77.8
2014-10-13,,77.01
2014-10-14,,77.02
2014-10-15,,75.65
2014-10-16,,76.26
2014-10-17,,78.08
2014-10-20,,77.87
2014-10-21,,79.67
2014-10-22,,80.56
2014-10-23,,80.82
2014-10-24,,80.24
2014-10-27,,79.96
2014-10-28,,80.31
2014-10-29,,81.0
2014-10-30,,81.83
2014-10-31,,83.09
2014-11-03,,83.43
2014-11-04,,81.61
2014-11-05,,82.25
2014-11-06,,83.05
2014-11-07,,83.12
2014-11-10,,83.72
2014-11-11,,83.97
2014-11-12,,83.63
2014-11-13,,84.26
2014-11-14,,84.27
2014-11-17,,84.2
2014-11-18,,84.33
2014-11-19,,84.26
2014-11-20,,84.83
2014-11-21,,86.6
2014-11-24,,86.79
2014-11-25,,86.76
2014-11-26,,86.71
2014-11-27,,87.18
2014-11-28,,88.3
2014-12-01,,87.07
2014-12-02,,87.26
2014-12-03,,87.39
2014-12-04,,86.38
2014-12-05,,87.9
2014-12-08,,87.33
2014-12-09,,85.27
2014-12-10,,85.23
2014-12-11,,85.48
2014-12-12,,83.92
2014-12-15,,82.77
2014-12-16,,83.02
2014-12-17,,82.24
2014-12-18,,84.9
2014-12-19,,85.22
2014-12-22,,85.53
2014-12-23,,86.59
2014-12-29,,87.28
2014-12-30,,86.66
2015-01-02,,86.21
2015-01-05,,85.08
2015-01-06,,83.91
2015-01-07,,85.52
2015-01-08,,87.54
2015-01-09,,86.61
2015-01-12,,86.82
2015-01-13,,88.05
2015-01-14,,86.09
2015-01-15,,87.83
2015-01-16,,87.92
2015-01-19,,87.81
2015-01-20,,87.96
2015-01-21,,88.84
2015-01-22,,90.48
2015-01-23,,92.59
2015-01-26,,93.28
2015-01-27,,92.46
2015-01-28,,92.77
2015-01-29,,92.93
2015-01-30,,92.13
2015-02-02,,91.76
2015-02-03,,92.09
2015-02-04,,93.21
2015-02-05,,93.24
2015-02-06,,93.8
2015-02-09,,92.51
2015-02-10,,93.72
2015-02-11,,93.84
2015-02-12,,93.88
2015-02-13,,94.41
2015-02-16,,94.42
2015-02-17,,94.38
2015-02-18,,94.98
2015-02-19,,95.69
2015-02-20,,95.92
2015-02-23,,96.39
2015-02-24,,96.23
2015-02-25,,95.9
2015-02-26,,97.14
2015-02-27,,97.23
2015-03-02,,97.65
2015-03-03,,96.75
2015-03-04,,97.66
2015-03-05,,98.65
2015-03-06,,99.09
2015-03-09,,98.23
2015-03-10,,97.82
2015-03-11,,99.4
2015-03-12,,99.67
2015-03-13,,99.91
2015-03-16,,100.69
2015-03-17,,99.99
2015-03-18,,99.31
2015-03-19,,100.26
2015-03-20,,100.26
2015-03-23,,99.13
2015-03-24,,99.12
2015-03-25,,97.79
2015-03-26,,97.67
2015-03-27,,98.06
2015-03-30,,99.52
2015-03-31,,99.7
2015-04-01,,98.97
2015-04-02,,99.08
2015-04-07,,100.06
2015-04-08,,100.58
2015-04-09,,102.66
2015-04-10,,103.7
2015-04-13,,103.26
2015-04-14,,101.68
2015-04-15,,102.45
2015-04-16,,101.22
2015-04-17,,99.42
2015-04-20,,99.98
2015-04-21,,100.21
2015-04-22,,100.1
2015-04-23,,99.63
2015-04-24,,99.85
2015-04-27,,100.62
2015-04-28,,99.02
2015-04-29,,96.28
2015-04-30,,95.72
2015-05-04,,96.75
2015-05-05,,95.54
2015-05-06,,94.09
2015-05-07,,94.51
2015-05-08,,96.78
2015-05-11,,97.14
2015-05-12,,95.58
2015-05-13,,94.48
2015-05-14,,95.4
2015-05-15,,95.07
2015-05-18,,95.94
2015-05-19,,98.27
2015-05-20,,98.55
2015-05-21,,98.44
2015-05-22,,98.7
2015-05-26,,98.56
2015-05-27,,98.56
2015-05-28,,98.14
2015-05-29,,96.2
2015-06-01,,96.62
2015-06-02,,95.31
2015-06-03,,95.14
2015-06-04,,94.89
2015-06-05,,94.76
2015-06-08,,94.42
2015-06-09,,93.5
2015-06-10,,94.88
2015-06-11,,95.44
2015-06-12,,94.96
2015-06-15,,94.02
2015-06-16,,94.47
2015-06-17,,94.43
2015-06-18,,94.68
2015-06-19,,95.02
2015-06-22,,96.13
2015-06-23,,97.79
2015-06-24,,97.69
2015-06-25,,97.24
2015-06-26,,97.79
2015-06-29,,95.35
2015-06-30,,94.51
2015-07-01,,96.72
2015-07-02,,96.65
2015-07-03,,96.42
2015-07-06,,96.06
2015-07-07,,94.58
2015-07-08,,93.99
2015-07-09,,95.25
2015-07-10,,96.04
2015-07-13,,98.16
2015-07-14,,98.75
2015-07-15,,98.65
2015-07-16,,99.61
2015-07-17,,99.76
2015-07-20,,100.06
2015-07-21,,99.45
2015-07-22,,99.44
2015-07-23,,99.33
2015-07-24,,97.98
2015-07-27,,95.23
2015-07-28,,96.58
2015-07-29,,97.83
2015-07-30,,98.25
2015-07-31,,98.86
2015-08-03,,99.25
2015-08-04,,99.19
2015-08-05,,101.04
2015-08-06,,99.75
2015-08-07,,99.37
2015-08-10,,100.13
2015-08-11,,97.16
2015-08-12,,93.85
2015-08-13,,95.2
2015-08-14,,95.33
2015-08-17,,96.03
2015-08-18,,95.69
2015-08-19,,94.11
2015-08-20,,91.69
2015-08-21,,88.01
2015-08-24,,83.11
2015-08-25,,86.65
2015-08-26,,84.98
2015-08-27,,88.89
2015-08-28,,89.84
2015-08-31,,88.99
2015-09-01,,86.42
2015-09-02,,86.68
2015-09-03,,89.21
2015-09-04,,87.27
2015-09-07,,87.44
2015-09-08,,88.3
2015-09-09,,89.63
2015-09-10,,87.87
2015-09-11,,87.07
2015-09-14,,87.42
2015-09-15,,88.39
2015-09-16,,90.31
2015-09-17,,90.58
2015-09-18,,89.11
2015-09-21,,90.1
2015-09-22,,87.02
2015-09-23,,86.93
2015-09-24,,84.79
2015-09-25,,88.06
2015-09-28,,85.33
2015-09-29,,84.05
2015-09-30,,86.3
2015-10-01,,85.81
2015-10-02,,86.03
2015-10-05,,89.1
2015-10-06,,89.61
2015-10-07,,89.83
2015-10-08,,90.68
2015-10-09,,91.16
2015-10-12,,91.46
2015-10-13,,90.84
2015-10-14,,89.45
2015-10-15,,90.65
2015-10-16,,90.71
2015-10-19,,91.35
2015-10-20,,90.7
2015-10-21,,90.44
2015-10-22,,92.63
2015-10-23,,94.14
2015-10-26,,94.16
2015-10-27,,93.34
2015-10-28,,94.1
2015-10-29,,94.73
2015-10-30,,94.7
2015-11-02,,94.79
2015-11-03,,95.57
2015-11-04,,96.38
2015-11-05,,96.73
2015-11-06,,96.87
2015-11-09,,95.12
2015-11-10,,95.49
2015-11-11,,95.4
2015-11-12,,94.28
2015-11-13,,92.27
2015-11-16,,91.78
2015-11-17,,93.71
2015-11-18,,93.36
2015-11-19,,93.57
2015-11-20,,94.82
2015-11-23,,95.0
2015-11-24,,93.92
2015-11-25,,95.09
2015-11-26,,95.84
2015-11-27,,95.28
2015-11-30,,95.53
2015-12-01,,95.35
2015-12-02,,95.91
2015-12-03,,92.19
2015-12-04,,91.84
2015-12-07,,92.48
2015-12-08,,90.98
2015-12-09,,90.16
2015-12-10,,89.95
2015-12-11,,87.77
2015-12-14,,86.71
2015-12-15,,89.05
2015-12-16,,89.48
2015-12-17,,90.34
2015-12-18,,89.23
2015-12-21,,88.64
2015-12-22,,88.61
2015-12-23,,90.78
2015-12-28,,89.27
2015-12-29,,90.99
2015-12-30,,90.69
2016-01-04,,87.61
2016-01-05,,88.49
2016-01-06,,87.08
2016-01-07,,84.83
2016-01-08,,83.1
2016-01-11,,82.71
2016-01-12,,83.81
2016-01-13,,83.66
2016-01-14,,81.24
2016-01-15,,79.83
2016-01-18,,80.18
2016-01-19,,81.26
2016-01-20,,78.61
2016-01-21,,81.23
2016-01-22,,83.14
2016-01-25,,82.48
2016-01-26,,82.53
2016-01-27,,83.13
2016-01-28,,81.58
2016-01-29,,83.89
2016-02-01,,84.2
2016-02-02,,83.23
2016-02-03,,81.86
2016-02-04,,80.59
2016-02-05,,79.85
2016-02-08,,77.43
2016-02-09,,76.6
2016-02-10,,77.64
2016-02-11,,74.92
2016-02-12,,77.34
2016-02-15,,79.84
2016-02-16,,79.69
2016-02-17,,81.99
2016-02-18,,82.35
2016-02-19,,81.67
2016-02-22,,83.78
2016-02-23,,82.92
2016-02-24,,81.24
2016-02-25,,82.77
2016-02-26,,84.52
2016-02-29,,85.43
2016-03-01,,86.42
2016-03-02,,86.9
2016-03-03,,86.39
2016-03-04,,86.91
2016-03-07,,86.76
2016-03-08,,85.97
2016-03-09,,85.84
2016-03-10,,83.99
2016-03-11,,86.19
2016-03-14,,87.25
2016-03-15,,86.55
2016-03-16,,87.0
2016-03-17,,86.44
2016-03-18,,87.82
2016-03-21,,87.7
2016-03-22,,87.37
2016-03-23,,87.17
2016-03-24,,85.84
2016-03-29,,86.73
2016-03-30,,87.63
2016-03-31,,86.93
2016-04-01,,86.03
2016-04-04,,85.78
2016-04-05,,84.37
2016-04-06,,84.68
2016-04-07,,83.92
2016-04-08,,84.13
2016-04-11,,83.92
2016-04-12,,84.09
2016-04-13,,86.72
2016-04-14,,87.0
2016-04-15,,86.49
2016-04-18,,86.54
2016-04-19,,87.3
2016-04-20,,87.96
2016-04-21,,87.09
2016-04-22,,85.85
2016-04-25,,85.67
2016-04-26,,85.59
2016-04-27,,85.64
2016-04-28,,85.91
2016-04-29,,83.43
2016-05-02,,83.98
2016-05-03,,82.96
2016-05-04,,82.36
2016-05-05,,82.39
2016-05-06,,81.77
2016-05-09,,82.55
2016-05-10,,83.31
2016-05-11,,81.92
2016-05-12,,81.48
2016-05-13,,81.99
2016-05-16,,81.58
2016-05-17,,81.36
2016-05-18,,81.16
2016-05-19,,80.99
2016-05-20,,81.58
2016-05-23,,81.27
2016-05-24,,82.44
2016-05-25,,82.83
2016-05-26,,82.8
2016-05-27,,83.36
2016-05-30,,83.86
2016-05-31,,83.24
2016-06-01,,82.56
2016-06-02,,82.9
2016-06-03,,81.73
2016-06-06,,81.81
2016-06-07,,82.88
2016-06-08,,82.7
2016-06-09,,82.44
2016-06-10,,81.31
2016-06-13,,80.27
2016-06-14,,79.01
2016-06-15,,80.18
2016-06-16,,79.63
2016-06-17,,79.84
2016-06-20,,82.05
2016-06-21,,82.12
2016-06-22,,82.13
2016-06-23,,82.13
2016-06-24,,79.35
2016-06-27,,76.99
2016-06-28,,77.91
2016-06-29,,79.57
2016-06-30,,80.01
2016-07-01,,81.21
2016-07-04,,81.39
2016-07-05,,80.09
2016-07-06,,79.75
2016-07-07,,80.44
2016-07-08,,81.71
2016-07-11,,82.9
2016-07-12,,84.3
2016-07-13,,83.62
2016-07-14,,84.29
2016-07-15,,83.93
2016-07-18,,84.15
2016-07-19,,83.79
2016-07-20,,84.69
2016-07-21,,84.97
2016-07-22,,84.76
2016-07-25,,85.25
2016-07-26,,85.82
2016-07-27,,86.33
2016-07-28,,85.6
2016-07-29,,85.72
2016-08-01,,85.85
2016-08-02,,83.82
2016-08-03,,83.85
2016-08-04,,84.61
2016-08-05,,86.2
2016-08-08,,86.15
2016-08-09,,86.3
2016-08-10,,86.13
2016-08-11,,86.99
2016-08-12,,87.31
2016-08-15,,87.78
2016-08-16,,86.86
2016-08-17,,86.26
2016-08-18,,86.53
2016-08-19,,86.32
2016-08-22,,86.09
2016-08-23,,86.83
2016-08-24,,86.84
2016-08-25,,86.23
2016-08-26,,86.24
2016-08-29,,86.06
2016-08-30,,86.03
2016-08-31,,85.24
2016-09-01,,85.55
2016-09-02,,86.61
2016-09-05,,86.41
2016-09-06,,86.04
2016-09-07,,86.31
2016-09-08,,85.88
2016-09-09,,85.04
2016-09-12,,84.48
2016-09-13,,84.11
2016-09-14,,83.71
2016-09-15,,84.45
2016-09-16,,84.16
2016-09-19,,84.85
2016-09-20,,84.95
2016-09-21,,85.18
2016-09-22,,86.42
2016-09-23,,86.46
2016-09-26,,84.76
2016-09-27,,85.56
2016-09-28,,85.55
2016-09-29,,85.28
2016-09-30,,85.43
2016-10-03,,86.1
2016-10-04,,86.78
2016-10-05,,86.34
2016-10-06,,86.07
2016-10-07,,85.54
2016-10-10,,86.35
2016-10-11,,86.79
2016-10-12,,86.92
2016-10-13,,86.05
2016-10-14,,86.86
2016-10-17,,85.91
2016-10-18,,86.74
2016-10-19,,87.61
2016-10-20,,87.79
2016-10-21,,87.79
2016-10-24,,88.19
2016-10-25,,87.6
2016-10-26,,88.12
2016-10-27,,87.7
2016-10-28,,87.83
2016-10-31,,87.3
2016-11-01,,86.56
2016-11-02,,85.13
2016-11-03,,84.77
2016-11-04,,85.29
2016-11-07,,86.79
2016-11-08,,87.05
2016-11-09,,87.05
2016-11-10,,87.62
2016-11-11,,87.7
2016-11-14,,88.7
2016-11-15,,88.73
2016-11-16,,88.68
2016-11-17,,89.82
2016-11-18,,90.34
2016-11-21,,90.56
2016-11-22,,90.84
2016-11-23,,91.12
2016-11-24,,91.36
2016-11-25,,91.45
2016-11-28,,90.93
2016-11-29,,91.25
2016-11-30,,91.05
2016-12-01,,90.07
2016-12-02,,89.57
2016-12-05,,90.66
2016-12-06,,90.62
2016-12-07,,91.65
2016-12-08,,93.55
2016-12-09,,93.39
2016-12-12,,92.43
2016-12-13,,93.22
2016-12-14,,92.73
2016-12-15,,93.35
2016-12-16,,93.09
2016-12-19,,92.83
2016-12-20,,93.54
2016-12-21,,93.46
2016-12-22,,92.71
2016-12-23,,92.69
2016-12-27,,92.91
2016-12-28,,93.15
2016-12-29,,92.35
2016-12-30,,92.22
2017-01-02,,92.88
2017-01-03,,93.3
2017-01-04,,93.52
2017-01-05,,92.68
2017-01-06,,93.33
2017-01-09,,93.64
2017-01-10,,94.05
2017-01-11,,94.55
2017-01-12,,93.88
2017-01-13,,94.78
2017-01-16,,94.56
2017-01-17,,94.21
2017-01-18,,94.47
2017-01-19,,94.99
2017-01-20,,94.76
2017-01-23,,94.48
2017-01-24,,95.06
2017-01-25,,96.3
2017-01-26,,96.58
2017-01-27,,95.82
2017-01-30,,94.83
2017-01-31,,94.12
2017-02-01,,94.27
2017-02-02,,93.78
2017-02-03,,93.9
2017-02-06,,93.44
2017-02-07,,93.41
2017-02-08,,93.38
2017-02-09,,94.79
2017-02-10,,95.12
2017-02-13,,96.25
2017-02-14,,96.49
2017-02-15,,96.5
2017-02-16,,95.81
2017-02-17,,95.66
2017-02-20,,96.21
2017-02-21,,97.06
2017-02-22,,97.57
2017-02-23,,97.36
2017-02-24,,96.81
2017-02-27,,96.59
2017-02-28,,96.44
2017-03-01,,97.95
2017-03-02,,97.92
2017-03-03,,97.11
2017-03-06,,96.66
2017-03-07,,96.5
2017-03-08,,97.04
2017-03-09,,96.77
2017-03-10,,96.91
2017-03-13,,97.32
2017-03-14,,97.71
2017-03-15,,97.95
2017-03-16,,98.44
2017-03-17,,98.74
2017-03-20,,98.61
2017-03-21,,97.68
2017-03-22,,97.08
2017-03-23,,98.23
2017-03-24,,98.29
2017-03-27,,97.89
2017-03-28,,98.84
2017-03-29,,100.0
2017-03-30,,100.25
2017-03-31,,100.34
2017-04-03,,100.38
2017-04-04,,100.1
2017-04-05,,100.0
2017-04-06,,100.3
2017-04-07,,100.4
2017-04-10,,100.6
2017-04-11,,100.45
2017-04-12,,100.9
2017-04-13,,100.7
2017-04-18,,99.92
2017-04-19,,99.99
2017-04-20,,100.15
2017-04-21,,100.41
2017-04-24,,100.75
2017-04-25,,101.39
2017-04-26,,103.05
2017-04-27,,102.85
2017-04-28,,102.61
2017-05-02,,103.01
2017-05-03,,102.76
2017-05-04,,103.11
2017-05-05,,103.25
2017-05-08,,103.67
2017-05-09,,104.59
2017-05-10,,104.77
2017-05-11,,104.35
2017-05-12,,103.7
2017-05-15,,103.47
2017-05-16,,102.66
2017-05-17,,101.07
2017-05-18,,101.11
2017-05-19,,101.34
2017-05-22,,101.38
2017-05-23,,101.72
2017-05-24,,101.39
2017-05-25,,101.65
2017-05-26,,101.75
2017-05-29,,101.79
2017-05-30,,101.87
2017-05-31,,101.67
2017-06-01,,102.78
2017-06-02,,103.25
2017-06-05,,103.1
2017-06-06,,102.62
2017-06-07,,102.84
2017-06-08,,103.13
2017-06-09,,103.6
2017-06-12,,103.05
2017-06-13,,103.85
2017-06-14,,103.9
2017-06-15,,103.6
2017-06-16,,103.76
2017-06-19,,104.66
2017-06-20,,104.86
2017-06-21,,104.6
2017-06-22,,104.72
2017-06-23,,104.25
2017-06-26,,104.58
2017-06-27,,103.73
2017-06-28,,103.2
2017-06-29,,101.39
2017-06-30,,101.92
2017-07-03,,102.65
2017-07-04,,102.18
2017-07-05,,101.74
2017-07-06,,100.32
2017-07-07,,100.34
2017-07-10,,100.47
2017-07-11,,99.88
2017-07-12,,101.16
2017-07-13,,101.45
2017-07-14,,101.49
2017-07-17,,101.59
2017-07-18,,100.47
2017-07-19,,101.33
2017-07-20,,101.2
2017-07-21,,100.81
2017-07-24,,100.44
2017-07-25,,100.73
2017-07-26,,100.85
2017-07-27,,100.99
2017-07-28,,100.49
2017-07-31,,99.9
2017-08-01,,100.37
2017-08-02,,99.67
2017-08-03,,100.54
2017-08-04,,101.88
2017-08-07,,101.98
2017-08-08,,102.8
2017-08-09,,102.1
2017-08-10,,101.43
2017-08-11,,100.41
2017-08-14,,101.74
2017-08-15,,101.97
2017-08-16,,102.42
2017-08-17,,102.15
2017-08-18,,100.92
2017-08-21,,100.16
2017-08-22,,101.05
2017-08-23,,100.57
2017-08-24,,101.26
2017-08-25,,101.0
2017-08-28,,100.16
2017-08-29,,99.41
2017-08-30,,100.56
2017-08-31,,101.26
2017-09-01,,102.21
2017-09-04,,101.79
2017-09-05,,101.45
2017-09-06,,101.6
2017-09-07,,101.74
2017-09-08,,101.69
2017-09-11,,102.91
2017-09-12,,103.57
2017-09-13,,104.05
2017-09-14,,103.87
2017-09-15,,103.4
2017-09-18,,103.98
2017-09-19,,103.45
2017-09-20,,103.14
2017-09-21,,103.34
2017-09-22,,102.98
2017-09-25,,103.27
2017-09-26,,103.76
2017-09-27,,103.94
2017-09-28,,103.82
2017-09-29,,104.45
2017-10-02,,104.79
2017-10-03,,105.03
2017-10-04,,105.96
2017-10-05,,106.29
2017-10-06,,105.89
2017-10-09,,105.72
2017-10-10,,105.94
2017-10-11,,105.72
2017-10-12,,105.65
2017-10-13,,105.83
2017-10-16,,105.99
2017-10-17,,106.5
2017-10-18,,106.7
2017-10-19,,105.87
2017-10-20,,106.42
2017-10-23,,107.3
2017-10-24,,107.3
2017-10-25,,106.92
2017-10-26,,108.86
2017-10-27,,109.93
2017-10-30,,109.42
2017-10-31,,109.99
2017-11-01,,110.7
2017-11-02,,109.84
2017-11-03,,110.49
2017-11-06,,111.01
2017-11-07,,110.72
2017-11-08,,110.54
2017-11-09,,109.75
2017-11-10,,109.27
2017-11-13,,109.3
2017-11-14,,108.57
2017-11-15,,107.91
2017-11-16,,108.92
2017-11-17,,109.15
2017-11-20,,110.37
2017-11-21,,110.95
2017-11-22,,110.36
2017-11-23,,110.26
2017-11-24,,109.9
2017-11-27,,109.63
2017-11-28,,110.08
2017-11-29,,110.21
2017-11-30,,109.49
2017-12-01,,108.92
2017-12-04,,110.46
2017-12-05,,110.56
2017-12-06,,110.72
2017-12-07,,111.25
2017-12-08,,112.17
2017-12-11,,112.16
2017-12-12,,112.87
2017-12-13,,113.14
2017-12-14,,113.19
2017-12-15,,113.39
2017-12-18,,114.66
2017-12-19,,114.03
2017-12-20,,112.99
2017-12-21,,113.67
2017-12-22,,113.28
2017-12-27,,113.53
2017-12-28,,112.98
2017-12-29,,112.51
2018-01-02,,111.68
2018-01-03,,112.46
2018-01-04,,112.35
2018-01-05,,113.22
2018-01-08,,113.9
2018-01-09,,114.69
2018-01-10,,114.04
2018-01-11,,113.64
2018-01-12,,113.77
2018-01-15,,113.42
2018-01-16,,114.03
2018-01-17,,114.18
2018-01-18,,114.06
2018-01-19,,115.35
2018-01-22,,115.86
2018-01-23,,116.67
2018-01-24,,116.12
2018-01-25,,114.58
2018-01-26,,115.98
2018-01-29,,115.66
2018-01-30,,115.0
2018-01-31,,115.05
2018-02-01,,114.4554
2018-02-02,,113.2699
2018-02-05,,112.2087
2018-02-06,,109.1003
2018-02-07,,112.1568
2018-02-08,,110.6985
2018-02-09,,108.8938
2018-02-12,,110.6722
2018-02-13,,110.3865
2018-02-14,,111.4968
2018-02-15,,112.2204
2018-02-16,,113.45
2018-02-19,,112.5889
2018-02-20,,112.7359
2018-02-21,,113.6023
2018-02-22,,112.9808
2018-02-23,,113.2215
2018-02-26,,114.1178
2018-02-27,,113.7902
2018-02-28,,112.8888
2018-03-01,,111.4078
2018-03-02,,108.9811
2018-03-05,,109.6034
2018-03-06,,109.6292
2018-03-07,,109.6569
2018-03-08,,111.1602
2018-03-09,,112.0534
2018-03-12,,112.6746
2018-03-13,,111.8343
2018-03-14,,111.2021
2018-03-15,,112.0827
2018-03-16,,112.2777
2018-03-19,,111.3188
2018-03-20,,112.4517
2018-03-21,,112.5962
2018-03-22,,110.6897
2018-03-23,,109.4581
2018-03-26,,108.7804
2018-03-27,,110.3692
2018-03-28,,109.1163
2018-03-29,,110.9773
2018-04-03,,111.2033
2018-04-04,,111.6117
2018-04-05,,114.5653
2018-04-06,,113.8268
2018-04-09,,113.8931
2018-04-10,,114.9445
2018-04-11,,114.3513
2018-04-12,,115.1238
2018-04-13,,115.0637
2018-04-16,,114.8076
