,STW FP Equity_DX_SI_QTY,STW FP Equity_DX_SHORT_INTEREST_VALUE,STW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STW FP Equity_DX_SI_MV,STW FP Equity_DX_DSS,STW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY,STW FP Equity_DX_BROKER_SI_QTY,STW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STW FP Equity_DX_BROKER_SI_MV_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_INC_x,STW FP Equity_DX_BROKER_SI_MV_INC_x,STW FP Equity_DX_SUPPLY_SI_MV_NEW,STW FP Equity_DX_BROKER_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_NEW,STW FP Equity_DX_SUPPLY_SI_MV_DEC,STW FP Equity_DX_BROKER_SI_QTY_INC,STW FP Equity_DX_SUPPLY_SI_QTY_DEC,STW FP Equity_DX_BROKER_SI_MV_NEW_y,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STW FP Equity_DX_BROKER_SI_MV_INC_y,STW FP Equity_DX_SUPPLY_SI_QTY_INC_y,STW FP Equity_DX_BROKER_SI_MV_ADD,STW FP Equity_DX_SUPPLY_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_DEC,STW FP Equity_DX_SUPPLY_SI_MV,STW FP Equity_DX_BROKER_SI_MV_DEC,STW FP Equity_DX_SUPPLY_SI_MV_RMV,STW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STW FP Equity_DX_UTILIZATION_QUANTITY,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STW FP Equity_DX_ACTIVE_UTILIZATION_MV,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STW FP Equity_DX_BROKER_SI_CON_RATIO,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STW FP Equity_DX_DEMAND_SUPPLY_RATIO,STW FP Equity_PX_LAST
2008-04-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,349086.0,,0.35,0.0,,0.0,,0.0,47.82
2008-05-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,349086.0,,0.35,0.0,,0.0,,0.0,
2008-05-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,352225.0,,0.35,0.0,,0.0,,0.0,48.25
2008-05-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,351203.0,,0.35,0.0,,0.0,,0.0,48.11
2008-05-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,347553.0,,0.35,0.0,,0.0,,0.0,47.61
2008-05-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,349451.0,,0.35,0.0,,0.0,,0.0,47.87
2008-05-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,348648.0,,0.35,0.0,,0.0,,0.0,47.76
2008-05-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,342297.0,,0.35,0.0,,0.0,,0.0,46.89
2008-05-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,343319.0,,0.34,0.0,,0.0,,0.0,47.03
2008-05-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,342735.0,,0.34,0.0,,0.0,,0.0,46.95
2008-05-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,343830.0,,0.34,0.0,,0.0,,0.0,47.1
2008-05-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,348940.0,,0.34,0.0,,0.0,,0.0,47.8
2008-05-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7300.0,350619.0,,0.35,0.0,,0.0,,0.0,48.03
2008-05-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,371184.0,,0.37,0.0,,0.0,,0.0,48.84
2008-05-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,372400.0,,0.37,0.0,,0.0,,0.0,49.0
2008-05-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,367764.0,,0.37,0.0,,0.0,,0.0,48.39
2008-05-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,367080.0,,0.37,0.0,,0.0,,0.0,48.3
2008-05-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,363508.0,,0.37,0.0,,0.0,,0.0,47.83
2008-05-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,360848.0,,0.36,0.0,,0.0,,0.0,47.48
2008-05-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,363584.0,,0.36,0.0,,0.0,,0.0,47.84
2008-05-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7600.0,363204.0,,0.36,0.0,,0.0,,0.0,47.79
2008-05-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24900.0,1202670.0,,1.19,0.0,,0.0,,0.0,48.3
2008-05-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1213083.0,,1.21,0.0,,0.0,,0.0,48.33
2008-06-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1223625.0,,1.21,0.0,,0.0,,0.0,48.75
2008-06-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1222370.0,,1.22,0.0,,0.0,,0.0,48.7
2008-06-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1209067.0,,1.22,0.0,,0.0,,0.0,48.17
2008-06-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1205553.0,,1.21,0.0,,0.0,,0.0,48.03
2008-06-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1193254.0,,1.2,0.0,,0.0,,0.0,47.54
2008-06-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1177500.0,,1.19,0.0,,0.0,,0.0,47.1
2008-06-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1173750.0,,1.18,0.0,,0.0,,0.0,46.95
2008-06-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1170000.0,,1.18,0.0,,0.0,,0.0,46.8
2008-06-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1164500.0,,1.17,0.0,,0.0,,0.0,46.58
2008-06-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1167250.0,,1.16,0.0,,0.0,,0.0,46.69
2008-06-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1175000.0,,1.17,0.0,,0.0,,0.0,47.0
2008-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1161500.0,,1.17,0.0,,0.0,,0.0,46.46
2008-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1164750.0,,1.16,0.0,,0.0,,0.0,46.59
2008-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1173000.0,,1.17,0.0,,0.0,,0.0,46.92
2008-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1169750.0,,1.17,0.0,,0.0,,0.0,46.79
2008-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1170000.0,,1.17,0.0,,0.0,,0.0,46.8
2008-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1183750.0,,1.17,0.0,,0.0,,0.0,47.35
2008-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25000.0,1182500.0,,1.18,0.0,,0.0,,0.0,47.3
2008-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1194258.0,,1.19,0.0,,0.0,,0.0,47.58
2008-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1185975.0,,1.19,0.0,,0.0,,0.0,47.25
2008-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25100.0,1200533.0,,1.19,0.0,,0.0,,0.0,47.83
2008-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24900.0,1182999.0,,1.19,0.0,,0.0,,0.0,47.51
2008-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24900.0,1202172.0,,1.18,0.0,,0.0,,0.0,48.28
2008-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24900.0,1225578.0,,1.2,0.0,,0.0,,0.0,49.22
2008-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1204619.0,,1.22,0.0,,0.0,,0.0,48.77
2008-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1206595.0,,1.2,0.0,,0.0,,0.0,48.85
2008-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1214005.0,,1.21,0.0,,0.0,,0.0,49.15
2008-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1241669.0,,1.22,0.0,,0.0,,0.0,50.27
2008-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1244386.0,,1.24,0.0,,0.0,,0.0,50.38
2008-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1204125.0,,1.24,0.0,,0.0,,0.0,48.75
2008-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1203631.0,,1.23,0.0,,0.0,,0.0,48.73
2008-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,24700.0,1194245.0,,1.2,0.0,,0.0,,0.0,48.35
2008-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27200.0,1312944.0,,1.32,0.0,,0.0,,0.0,48.27
2008-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27200.0,1314304.0,,1.31,0.0,,0.0,,0.0,48.32
2008-07-18,5000.0,241800.0,0.73,0.36,0.24,0.0,0.0,5000.0,0.0,241800.0,,,,,,,,,,,,,,,,5000.0,,0.24,,,100.0,18.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1838,48.36
2008-07-21,17000.0,827730.0,2.45,1.23,0.82,0.0,827730.0,5000.0,17000.0,243450.0,,,,,,17000.0,,,,,,,,,0.82,,,0.24,,,100.0,18.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.625,48.69
2008-07-22,17000.0,831300.0,2.47,1.23,0.82,0.0,831300.0,5000.0,17000.0,244500.0,,,,,,,,,,,,,,,,,,0.24,,,100.0,18.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.625,48.9
2008-07-23,17000.0,842520.0,2.47,1.23,0.82,0.0,842520.0,5000.0,17000.0,247800.0,,,,,,,,,,,,,,,,,,0.24,,,100.0,18.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.625,49.56
2008-07-24,17000.0,842520.0,2.42,1.23,0.83,0.0,842520.0,5000.0,17000.0,247800.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,18.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.625,49.56
2008-07-25,17000.0,842520.0,2.42,1.23,0.83,0.0,842520.0,5000.0,17000.0,247800.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,18.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.625,
2008-07-28,17000.0,847450.0,2.42,1.23,0.83,0.0,847450.0,5000.0,17000.0,249250.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,18.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6273,49.85
2008-07-29,17000.0,837930.0,2.35,1.23,0.83,0.0,837930.0,5000.0,17000.0,246450.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,18.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6273,49.29
2008-07-30,17000.0,848300.0,2.34,1.23,0.83,0.0,848300.0,0.0,17000.0,0.0,,,,,,,,0.25,,5000.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6273,49.9
2008-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,17000.0,0.0,0.83,,0.0,0.0,27100.0,1355271.0,,1.35,0.0,,0.0,,0.0,50.01
2008-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,26900.0,1346883.0,,1.35,0.0,,0.0,,0.0,50.07
2008-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30600.0,1541934.0,,1.53,0.0,,0.0,,0.0,50.39
2008-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30600.0,1560294.0,,1.54,0.0,,0.0,,0.0,50.99
2008-08-06,10000.0,508500.0,1.13,0.72,0.5,0.0,508500.0,10000.0,10000.0,508500.0,,,,,,10000.0,,,,,,,,,0.5,10000.0,,0.5,,,100.0,32.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3268,50.85
2008-08-07,30000.0,1513800.0,2.71,2.17,1.53,1.0,1513800.0,10000.0,30000.0,504600.0,,,,1.03,,,,,20000.0,,,,1.03,,,,,0.51,,,100.0,32.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9804,50.46
2008-08-08,45000.0,2289600.0,3.45,3.14,2.33,1.0,2289600.0,10000.0,45000.0,508800.0,,,,,,15000.0,,,,,,,,,0.8,,,0.5,,,100.0,32.68,0.0,0.0,,0.0,100.0,34.4,0.5487,65.6,1.4706,50.88
2008-08-11,45000.0,2305800.0,3.47,3.14,2.32,1.0,2305800.0,10000.0,45000.0,512400.0,,,,,,,,,,,,,,,,,,0.51,,,100.0,75.19,0.0,0.0,,0.0,100.0,34.45,0.5483,65.55,3.3835,51.24
2008-08-12,47000.0,2406400.0,3.61,3.16,2.43,1.0,2406400.0,10000.0,47000.0,512000.0,,,,0.11,,,,,2000.0,,,,0.11,,,,,0.51,,,100.0,75.19,0.0,0.0,,0.0,100.0,32.9,0.5585,67.1,3.5338,51.2
2008-08-13,47000.0,2395590.0,3.6,3.16,2.44,1.0,2395590.0,10000.0,47000.0,509700.0,,,,,,,,,,,,,,,,,,0.51,,,100.0,80.0,0.0,0.0,,0.0,100.0,32.88,0.5586,67.12,3.76,50.97
2008-08-14,47000.0,2392770.0,3.63,3.16,2.43,1.0,2392770.0,0.0,47000.0,0.0,,,,,,,,0.51,,10000.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.91,0.5584,67.09,3.76,50.91
2008-08-15,47000.0,2410630.0,3.18,3.16,2.43,1.0,2410630.0,0.0,47000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.93,0.5583,67.07,3.76,51.29
2008-08-18,37000.0,1903650.0,2.52,2.49,1.92,1.0,1903650.0,0.0,37000.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.51,,0.0,0.0,0.0,0.0,,0.0,0.0,41.66,0.5139,58.34,2.96,51.45
2008-08-19,37000.0,1884410.0,2.19,2.49,1.92,1.0,1884410.0,0.0,37000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.66,0.5139,58.34,3.0081,50.93
2008-08-20,37000.0,1870350.0,2.16,2.49,1.92,1.0,1870350.0,0.0,37000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.66,0.5139,58.34,3.0081,50.55
2008-08-21,38500.0,1923845.0,2.25,2.59,2.0,1.0,1923845.0,1500.0,38500.0,74955.0,,,,,,1500.0,,,,,,,,,0.08,1500.0,,0.07,,,100.0,13.16,0.0,0.0,,0.0,100.0,40.0,0.4754,56.02,3.3772,49.97
2008-08-22,38500.0,1920765.0,2.2,2.59,2.0,1.0,1920765.0,1500.0,38500.0,74835.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,13.16,0.0,0.0,,0.0,100.0,40.02,0.4758,56.05,3.3772,49.89
2008-08-25,38500.0,1935395.0,2.13,2.59,2.0,1.0,1935395.0,1500.0,38500.0,75405.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,13.16,0.0,0.0,,0.0,100.0,40.02,0.4759,56.05,3.3766,50.27
2008-08-26,38500.0,1954260.0,2.2,2.59,2.0,1.0,1954260.0,1500.0,38500.0,76140.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,13.16,0.0,0.0,,0.0,100.0,40.01,0.4756,56.03,3.3766,50.76
2008-08-27,38500.0,1926155.0,2.19,2.59,2.0,1.0,1926155.0,1500.0,38500.0,75045.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,13.16,0.0,0.0,,0.0,100.0,40.0,0.4753,56.01,3.3769,50.03
2008-08-28,38500.0,1963500.0,2.96,2.59,2.0,1.0,1963500.0,1500.0,38500.0,76500.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,13.16,0.0,0.0,,0.0,100.0,40.02,0.4758,56.04,3.3772,51.0
2008-08-29,38500.0,1971200.0,2.93,2.59,2.0,1.0,1971200.0,1500.0,38500.0,76800.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,13.16,0.0,0.0,,0.0,100.0,39.99,0.4751,56.0,3.3769,51.2
2008-09-01,26500.0,1356800.0,2.04,1.78,1.39,1.0,1356800.0,1500.0,26500.0,76800.0,,,,,,,,,,,,,,,,,12000.0,0.08,0.61,,100.0,13.16,0.0,0.0,,0.0,100.0,36.65,0.469,57.56,2.3246,51.2
2008-09-02,16000.0,827200.0,1.23,1.08,0.83,0.0,827200.0,1500.0,16000.0,77550.0,,,,,,,,,,,,,,,,,10500.0,0.08,0.56,,100.0,13.16,0.0,0.0,,0.0,100.0,28.92,0.4697,61.37,1.4033,51.7
2008-09-03,16000.0,819040.0,1.23,1.08,0.83,0.0,819040.0,1500.0,16000.0,76785.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,13.16,0.0,0.0,,0.0,100.0,28.89,0.469,61.32,1.4034,51.19
2008-09-04,16000.0,815200.0,1.22,1.08,0.83,0.0,815200.0,1500.0,16000.0,76425.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,13.15,0.0,0.0,,0.0,100.0,28.92,0.4697,61.38,1.4028,50.95
2008-09-05,21582.0,1093992.0,1.65,1.45,1.12,0.0,1093992.0,1500.0,21582.0,76035.0,,,,0.29,,,,,5582.0,,,,0.29,,,,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.53,0.5597,71.28,2.036,50.69
2008-09-08,21582.0,1082553.0,1.63,1.45,1.12,0.0,1082553.0,1500.0,21582.0,75240.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.53,0.56,71.31,2.0358,50.16
2008-09-09,21582.0,1101545.0,1.66,1.45,1.11,0.0,1101545.0,1500.0,21582.0,76560.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.55,0.5607,71.36,2.0355,51.04
2008-09-10,21582.0,1108452.0,1.59,1.45,1.12,0.0,1108452.0,1500.0,21582.0,77040.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.52,0.5595,71.28,2.0355,51.36
2008-09-11,21582.0,1109746.0,1.65,1.45,1.12,0.0,1109746.0,1500.0,21582.0,77130.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.51,0.5591,71.24,2.036,51.42
2008-09-12,21582.0,1099819.0,1.62,1.45,1.12,0.0,1099819.0,1500.0,21582.0,76440.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.51,0.559,71.24,2.036,50.96
2008-09-15,21582.0,1087517.0,1.7,1.45,1.12,0.0,1087517.0,1500.0,21582.0,75585.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.53,0.5596,71.28,2.0357,50.39
2008-09-16,21582.0,1080395.0,1.73,1.45,1.12,0.0,1080395.0,1500.0,21582.0,75090.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,14.15,0.0,0.0,,0.0,100.0,21.53,0.5596,71.28,2.036,50.06
2008-09-17,21582.0,1087733.0,1.73,1.45,1.11,0.0,1087733.0,0.0,21582.0,0.0,,,,,,,,0.07,,1500.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.55,0.5609,71.37,2.036,50.4
2008-09-18,6082.0,302153.8,0.59,0.41,0.32,0.0,302153.8,0.0,6082.0,0.0,,,,,,,,,,,,,,,,,15500.0,0.0,0.79,,0.0,0.0,0.0,0.0,,0.0,0.0,25.12,0.6238,74.88,0.5738,49.68
2008-09-19,6082.0,304100.0,0.73,0.41,0.32,0.0,304100.0,0.0,6082.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.12,0.6238,74.88,0.5738,50.0
2008-09-22,1582.0,77470.54,0.19,0.11,0.08,0.0,77470.54,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,4500.0,0.0,0.24,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1388,48.97
2008-09-23,1582.0,77992.6,0.18,0.11,0.08,0.0,77992.6,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2055,49.3
2008-09-24,1582.0,77992.6,0.18,0.11,0.08,0.0,77992.6,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2055,
2008-09-25,1582.0,78403.92,0.18,0.11,0.08,0.0,78403.92,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1631,49.56
2008-09-26,1582.0,79005.08,0.23,0.11,0.08,0.0,79005.08,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1631,49.94
2008-09-29,1582.0,77011.76,0.22,0.11,0.08,0.0,77011.76,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1631,48.68
2008-09-30,1582.0,77454.72,0.3,0.11,0.08,0.0,77454.72,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1631,48.96
2008-10-01,1582.0,79036.72,0.3,0.11,0.08,0.0,79036.72,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1631,49.96
