,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-04-29,53018.0,6855227.4,0.19,1.66,0.15,6.83,0.0,5849273.4,15376.0,45238.0,1988116.8,,,,0.17,,6026.0,,0.18,1000.0,1423.0,,,0.17,,0.75,6026.0,,1.98,,,,0.18,0.18,8720233.0,1127526126.9,,1122.33,0.18,20.65,0.2868,44.46,0.0061
2022-05-02,42444.0,5267300.4,0.16,1.39,0.12,5.5,0.0,4866209.2,9350.0,39212.0,1160335.0,,,,,,,,0.78,,6026.0,,,,,,,6026.0,1.21,0.75,,,0.11,0.11,8722339.0,1082442269.9,,1124.25,0.11,24.51,0.3897,56.18,0.0049
2022-05-03,21899.0,2726425.5,0.08,0.72,0.06,2.79,0.0,2324041.5,9350.0,18667.0,1164075.0,,,,,,,,,,,,,,,,,20545.0,1.16,2.66,,,0.11,0.11,8722255.0,1085920747.5,,1082.74,0.11,20.32,0.3303,51.4,0.0025
2022-05-04,34773.0,4263169.8,0.13,1.17,0.1,4.34,0.0,3866926.6,9350.0,31541.0,1146310.0,,,,1.6,,,,,12874.0,,,,1.6,,,,,1.16,,,,0.11,0.11,8709173.0,1067744609.8,,1077.27,0.11,30.35,0.3222,45.68,0.004
2022-05-05,35056.0,4301371.2,0.13,1.18,0.1,4.33,0.0,3904804.8,10950.0,31824.0,1343565.0,,,,0.2,,,,,1600.0,,,,0.2,,,1600.0,1317.0,1.34,0.19,,,0.13,0.13,8703800.0,1067956260.0,,1067.55,0.13,29.97,0.2852,41.06,0.004
2022-05-06,35056.0,4234764.8,0.13,1.18,0.1,4.32,0.0,3844339.2,10950.0,31824.0,1322760.0,,,,,,,,,,,,,,,,,,1.34,,,,0.13,0.13,8669999.0,1047335879.2,,1060.31,0.13,30.08,0.2867,41.2,0.004
2022-05-09,48845.0,5573214.5,0.18,1.63,0.14,5.8,0.0,5204443.3,22739.0,45613.0,2594519.9,,,,,,13789.0,,,,,,,,,1.57,11789.0,,2.74,,,,0.26,0.26,8660638.0,988178795.8,,1039.69,0.26,24.61,0.209,29.51,0.0056
2022-05-10,72635.0,8338498.0,0.27,2.39,0.21,8.33,0.0,7051704.8,44544.0,61426.0,5113651.2,,,930.0,1.65,,785.0,,,15028.0,,,,1.65,930.0,0.09,20875.0,,5.09,,,,0.51,0.51,8621197.0,989713415.6,,983.47,0.52,34.17,0.2623,34.58,0.0084
2022-05-11,71047.0,8369336.6,0.26,2.26,0.21,8.29,0.0,7048916.4,45038.0,59838.0,5305476.4,,,494.0,0.22,,,,,1177.0,,,,0.22,494.0,,,2765.0,5.23,0.31,,,0.52,0.52,8657627.0,1019868460.6,,997.19,0.52,30.69,0.2612,37.46,0.0082
2022-05-12,87934.0,10226724.2,0.32,2.68,0.26,10.39,0.0,8923117.5,66725.0,76725.0,7760117.5,,,7453.0,0.97,,13406.0,,,8281.0,,,,0.97,7453.0,1.59,14234.0,4800.0,7.88,0.53,,,0.77,0.77,8645826.0,1005509563.8,,1028.05,0.76,19.3,0.2268,38.33,0.0101
2022-05-13,96891.0,11626920.0,0.36,2.95,0.28,11.42,0.0,10281840.0,74682.0,85682.0,8961840.0,,,7256.0,1.05,,,,,8957.0,,,,1.05,7256.0,,701.0,,8.78,,,,0.86,0.86,8648917.0,1037870040.0,,1007.52,0.86,19.23,0.2307,38.36,0.0111
2022-05-16,118733.0,14271706.6,0.44,3.58,0.34,14.27,0.0,11440876.4,85017.0,95182.0,10219043.4,,,835.0,1.31,,,,0.43,10285.0,4207.0,,,1.31,835.0,,13707.0,785.0,10.2,0.09,,,0.97,0.97,8646529.0,1039312785.8,,1035.24,0.98,30.85,0.2455,34.55,0.0136
2022-05-17,125598.0,15498793.2,0.46,3.85,0.36,15.19,0.0,12517079.0,81280.0,101435.0,10029952.0,,,5697.0,2.18,,,,1.79,17457.0,14829.0,,,2.18,5697.0,,5395.0,11204.0,9.79,1.35,,,0.93,0.93,8645917.0,1066906157.8,,1031.84,0.94,24.56,0.229,32.37,0.0144
2022-05-18,132518.0,16061181.6,0.49,3.99,0.38,16.37,0.0,15669463.2,96386.0,129286.0,11681983.2,,,13405.0,3.51,,,,3.41,27851.0,28307.0,,,3.51,13405.0,,30008.0,,11.88,,,,1.11,1.11,8624152.0,1045247222.4,,1067.82,1.1,30.27,0.242,33.4,0.0152
2022-05-19,122279.0,14795759.0,0.45,3.67,0.36,14.82,0.0,14311638.0,108035.0,118278.0,13072235.0,,,11162.0,1.01,,,,0.1,10017.0,828.0,,,1.01,11162.0,,1315.0,21025.0,13.05,2.6,,,1.24,1.24,8603504.0,1041023984.0,,1038.44,1.24,36.88,0.3064,39.89,0.014
2022-05-20,122887.0,15065946.2,0.45,3.7,0.36,15.01,0.0,14025440.0,103485.0,114400.0,12687261.0,,,7183.0,0.97,,,,2.11,7316.0,17494.0,,,0.97,7183.0,,5761.0,11194.0,12.57,1.34,,,1.18,1.18,8647095.0,1060133847.0,,1049.72,1.18,29.6,0.2961,44.3,0.014
2022-05-23,140041.0,17589149.6,0.51,4.21,0.41,17.25,0.0,15613587.2,118555.0,124312.0,14890508.0,,,25434.0,1.58,,,,1.26,12681.0,10364.0,,,1.58,25434.0,,,2769.0,14.52,0.34,,,1.35,1.35,8639724.0,1085149334.4,,1054.19,1.36,38.52,0.3096,38.92,0.016
2022-05-24,138742.0,16635165.8,0.51,4.16,0.4,17.22,0.0,14887983.0,119098.0,124170.0,14279850.2,,,5054.0,0.88,,,,0.48,6367.0,4511.0,,,0.88,5054.0,,,6509.0,14.73,0.86,,,1.36,1.36,8620550.0,1033603945.0,,1071.95,1.36,34.34,0.2895,39.9,0.0159
2022-05-25,109163.0,13219639.3,0.4,3.22,0.32,13.23,0.0,11992290.8,84682.0,99028.0,10254990.2,,,,,,,,4.49,,34416.0,,,,,,,25142.0,10.21,3.24,,,0.97,0.97,8651562.0,1047704158.2,,1042.28,0.97,27.91,0.2923,44.37,0.0125
2022-05-26,121054.0,14853325.8,0.44,3.61,0.35,14.75,0.0,13475527.5,106189.0,109825.0,13029390.3,,,20413.0,2.68,,,,0.02,21653.0,146.0,,,2.68,20413.0,,1240.0,10856.0,12.91,1.31,,,1.21,1.21,8640527.0,1060192662.9,,1045.46,1.22,36.72,0.344,44.59,0.0138
2022-05-27,107434.0,13407763.2,0.39,3.3,0.31,13.29,0.0,12892464.0,96594.0,103305.0,12054931.2,,,939.0,,,818.0,,2.14,,18069.0,,,,939.0,0.1,7535.0,7338.0,11.92,0.84,,,1.1,1.1,8648527.0,1079336169.6,,1063.45,1.11,37.51,0.3233,41.2,0.0123
2022-05-30,62322.0,7759089.0,0.23,1.94,0.18,7.79,0.0,7322965.5,50647.0,58819.0,6305551.5,,,655.0,0.1,,,,5.85,761.0,47322.0,,,0.1,655.0,,720.0,45247.0,6.29,5.55,,,0.59,0.59,8480829.0,1055863210.5,,1053.43,0.59,27.81,0.2249,32.82,0.0073
2022-05-31,54326.0,6736424.0,0.2,1.7,0.16,6.79,0.0,5373664.0,48681.0,43336.0,6036444.0,,,5815.0,0.01,,,,0.96,109.0,7781.0,,,0.01,5815.0,,,15592.0,6.06,1.95,,,0.57,0.57,8460269.0,1049073356.0,,1055.27,0.57,23.29,0.2101,32.16,0.0064
2022-06-01,43817.0,5371964.2,0.16,1.35,0.13,5.45,0.0,4942496.4,32779.0,40314.0,4018705.4,,,,0.07,,,,1.99,551.0,15902.0,,,0.07,,,,3573.0,4.06,0.46,,,0.39,0.39,8473921.0,1038902714.6,,1052.87,0.38,25.48,0.2319,38.14,0.0052
2022-06-02,42978.0,5312080.8,0.16,1.35,0.12,5.28,0.0,4968102.0,31940.0,40195.0,3947784.0,,,,,,,,0.1,,839.0,,,,,,,119.0,3.9,0.02,,,0.38,0.38,8445094.0,1043813618.4,,1031.96,0.38,25.99,0.2407,38.87,0.0051
2022-06-03,74930.0,9276334.0,0.27,2.39,0.22,9.26,0.0,8477576.4,60277.0,68478.0,7462292.6,,,26323.0,3.5,,,,0.11,28361.0,856.0,,,3.5,26323.0,,2870.0,78.0,7.42,0.01,,,0.71,0.71,8411489.0,1041342338.2,,1040.03,0.71,14.7,0.4085,61.35,0.0088
2022-06-06,79102.0,9808648.0,0.29,2.55,0.23,9.81,0.0,8613040.0,61259.0,69460.0,7596116.0,,,3190.0,0.15,,,,0.25,982.0,2208.0,,,0.15,3190.0,,,,7.58,,,,0.71,0.71,8578424.0,1063724576.0,,1063.89,0.71,13.87,0.4316,63.48,0.0092
2022-06-07,69922.0,8628374.8,0.26,2.28,0.2,8.7,0.0,7853916.4,55136.0,63646.0,6803782.4,,,644.0,0.11,,,,0.8,953.0,6767.0,,,0.11,644.0,,,6767.0,6.85,0.8,,,0.64,0.64,8583083.0,1059152442.2,,1064.33,0.64,15.71,0.3763,58.1,0.0081
2022-06-08,77894.0,9386227.0,0.29,2.58,0.23,9.62,0.0,7929502.5,60860.0,65805.0,7333630.0,,,,0.73,,,,1.84,6214.0,14582.0,,,0.73,,,20306.0,4055.0,7.5,0.51,,,0.7,0.7,8581108.0,1034023514.0,,1056.6,0.7,14.11,0.3985,60.19,0.009
2022-06-09,52051.0,6209684.3,0.19,1.72,0.15,6.33,0.0,5877672.4,40268.0,49268.0,4803972.4,,,,,,,,3.51,,28474.0,,,,,,7882.0,16537.0,4.86,2.09,,,0.47,0.47,8593709.0,1025229483.7,,1041.97,0.46,21.17,0.3695,55.97,0.006
2022-06-10,50465.0,5818614.5,0.18,1.66,0.15,6.04,0.0,5497734.6,36682.0,47682.0,4229434.6,,,996.0,0.11,,2000.0,,0.56,996.0,4582.0,,,0.11,996.0,0.23,,4582.0,4.38,0.6,,,0.42,0.42,8595476.0,991058382.8,,1031.19,0.42,22.01,0.2993,48.52,0.0058
2022-06-13,49346.0,5344171.8,0.18,1.62,0.14,5.74,0.0,5042772.9,35563.0,46563.0,3851472.9,,,,,,,,2.69,,22539.0,,,,,,21420.0,1119.0,4.09,0.17,,,0.41,0.41,8597131.0,931069287.3,,990.2,0.41,22.39,0.2959,47.98,0.0057
2022-06-14,49346.0,5181330.0,0.18,1.57,0.14,5.33,0.0,4889115.0,35563.0,46563.0,3734115.0,,,,,,,,,,,,,,,,,,3.84,,,,0.41,0.41,8560024.0,898802520.0,,923.5,0.41,22.66,0.2893,47.09,0.0057
2022-06-15,83991.0,9003835.2,0.31,2.62,0.24,9.17,0.0,7440537.6,70208.0,69408.0,7526297.6,,,1951.0,2.47,,1656.0,,2.44,21189.0,22487.0,,,2.47,1951.0,0.19,55181.0,,7.37,,,,0.82,0.82,8525582.0,913942390.4,,895.87,0.82,13.79,0.3361,54.38,0.0098
2022-06-16,74415.0,7776367.5,0.27,2.22,0.22,8.15,0.0,7488052.0,62632.0,71656.0,6545044.0,,,,,,25800.0,,2.25,,21576.0,,,,,2.85,14000.0,23552.0,6.7,2.65,,,0.73,0.73,8478275.0,885979737.5,,897.98,0.74,33.16,0.2648,35.83,0.0087
2022-06-17,57283.0,6026171.6,0.21,1.67,0.17,6.14,0.0,5107565.2,44825.0,48551.0,4715590.0,,,,0.23,,,,2.55,2275.0,23780.0,,,0.23,,,5973.0,25380.0,4.69,2.81,,,0.53,0.53,8466131.0,890636981.2,,885.98,0.53,18.85,0.2893,47.49,0.0067
2022-06-20,57898.0,6154557.4,0.21,1.65,0.17,6.24,0.0,5226345.8,46115.0,49166.0,4902024.5,,,515.0,0.01,,515.0,,0.16,100.0,1500.0,,,0.01,515.0,0.06,2275.0,,4.85,,,,0.54,0.54,8447143.0,897931300.9,,887.47,0.54,18.68,0.2826,46.89,0.0068
2022-06-21,57530.0,6247758.0,0.21,1.66,0.17,6.28,0.0,5299462.8,45747.0,48798.0,4968124.2,,,,,,,,0.04,,368.0,,,,,,,368.0,4.86,0.04,,,0.54,0.54,8428885.0,915376911.0,,898.69,0.54,18.74,0.2864,47.24,0.0068
2022-06-22,80838.0,8746671.6,0.3,2.37,0.23,9.08,0.0,8055922.8,43399.0,74454.0,4695771.8,,,,,,26207.0,,0.25,,2348.0,,,,,2.99,,551.0,4.71,0.06,,,0.5,0.5,8648170.0,935731994.0,,938.35,0.5,33.09,0.2537,34.22,0.0093
2022-06-23,86243.0,9031919.78,0.32,2.59,0.25,9.66,0.0,8027698.23,46604.0,76654.0,4880669.61,,,,0.24,,,,,2200.0,,,,0.24,,,3205.0,,5.05,,,,0.54,0.54,8639722.0,904807068.46,,935.83,0.54,31.03,0.2329,32.21,0.0099
2022-06-24,78664.0,8409179.79,0.29,2.33,0.23,8.64,0.0,7160053.56,48225.0,66979.0,5155251.39,,,,,,1000.0,,0.17,,1579.0,,,,,0.11,3200.0,10675.0,5.11,1.16,,,0.56,0.56,8601570.0,919507635.16,,913.15,0.56,34.37,0.2672,35.52,0.0091
2022-06-27,73425.0,7819762.5,0.27,2.11,0.21,8.21,0.0,6692034.0,42986.0,62836.0,4578009.0,,,,,,,,0.56,,5239.0,,,,,,,4143.0,4.65,0.46,,,0.5,0.5,8581578.0,913938057.0,,924.46,0.5,36.98,0.302,38.18,0.0085
2022-06-28,73425.0,7966612.5,0.27,2.08,0.21,8.14,0.0,6817706.0,42986.0,62836.0,4663981.0,,,,,,,,,,,,,,,,,,4.58,,,,0.5,0.5,8559433.0,928698480.5,,917.89,0.5,36.89,0.3024,38.32,0.0085
2022-06-29,73675.0,7757977.5,0.27,2.07,0.21,8.31,0.0,6642955.8,43236.0,63086.0,4552750.8,,,,0.03,,,,,250.0,,,,0.03,,,250.0,,4.7,,,,0.5,0.5,8590230.0,904551219.0,,931.87,0.5,36.78,0.3003,38.17,0.0085
2022-06-30,75278.0,7813856.4,0.28,2.11,0.22,8.21,0.0,6610918.2,43839.0,63689.0,4550488.2,,,,0.1,,,,0.05,1000.0,397.0,,,0.1,,,1000.0,397.0,4.63,0.04,,,0.51,0.51,8500573.0,882359477.4,,893.44,0.52,35.99,0.2896,37.24,0.0088
2022-07-01,72228.0,7338364.8,0.26,1.95,0.21,7.78,0.0,6421831.2,41271.0,63207.0,4193133.6,,,,,,,,0.28,,2568.0,,,,,,,482.0,4.28,0.05,,,0.48,0.48,8495976.0,863191161.6,,883.42,0.48,37.57,0.3042,38.23,0.0085
2022-07-04,71578.0,7100537.6,0.26,1.83,0.21,7.64,0.0,6369334.4,39621.0,64207.0,3930403.2,,,,0.09,,,,0.18,1000.0,1650.0,,,0.09,,,,,4.02,,,,0.46,0.46,8488295.0,842038864.0,,858.34,0.47,37.83,0.312,38.98,0.0084
2022-07-05,49010.0,4881396.0,0.18,1.23,0.14,5.02,0.0,3784800.0,43260.0,38000.0,4308696.0,,,,,,,,0.06,,637.0,,,,,,4276.0,26207.0,4.3,2.87,,,0.51,0.51,8483923.0,844998730.8,,850.13,0.5,15.2,0.382,57.04,0.0057
2022-07-06,35053.0,3663038.5,0.13,0.86,0.1,3.59,0.0,2769250.0,26803.0,26500.0,2800913.5,,,,,,2500.0,,1.63,,16457.0,,,,,0.26,,14000.0,2.68,1.45,,,0.32,0.32,8478104.0,885961868.0,,849.44,0.31,19.46,0.2394,37.87,0.0041
2022-07-07,22726.0,2456680.6,0.08,0.54,0.07,2.39,0.0,1589070.0,14476.0,14700.0,1564855.6,,,,,,,,1.23,,12327.0,,,,,,,11800.0,1.52,1.26,,,0.17,0.17,8498237.0,918659419.7,,891.59,0.17,28.74,0.2504,32.2,0.0027
2022-07-08,28894.0,3218791.6,0.11,0.67,0.08,3.16,0.0,2324695.2,14733.0,20868.0,1641256.2,,,,,,6168.0,,,,,,,,,0.69,257.0,,1.6,,,,0.17,0.17,8513411.0,948393985.4,,921.36,0.17,24.04,0.2022,24.39,0.0034
2022-07-11,29279.0,3238257.4,0.11,0.66,0.09,3.26,0.0,2308000.8,21029.0,20868.0,2325807.4,,,,,,,,,,,,,,,,6296.0,,2.34,,,,0.25,0.25,8523747.0,942726418.2,,956.81,0.24,23.07,0.2016,24.59,0.0034
2022-07-12,37408.0,4193436.8,0.14,0.84,0.11,4.17,0.0,3302914.4,29158.0,29464.0,3268611.8,,,,,,8596.0,,0.15,,1385.0,,,,,0.96,9514.0,,3.24,,,,0.34,0.34,8544783.0,957870174.3,,948.53,0.34,18.0,0.1739,24.24,0.0044
2022-07-13,37632.0,4188441.6,0.14,0.85,0.11,4.2,0.0,3433493.7,30382.0,30849.0,3381516.6,,,2385.0,0.26,,,,0.12,2385.0,1161.0,,,0.26,2385.0,,,1000.0,3.4,0.11,,,0.35,0.35,8567257.0,953535704.1,,959.43,0.35,18.05,0.1984,30.51,0.0044
2022-07-14,35569.0,3948159.0,0.13,0.8,0.1,3.96,0.0,3051834.0,32052.0,27494.0,3557772.0,,,378.0,,,378.0,,,,,,,,378.0,0.04,1292.0,3733.0,3.57,0.42,,,0.37,0.37,8574285.0,951745635.0,,959.22,0.37,19.13,0.1747,21.37,0.0041
2022-07-15,40233.0,4650934.8,0.15,0.89,0.12,4.57,0.0,3717464.8,32983.0,32158.0,3812834.8,,,4664.0,0.55,,,,0.42,4664.0,3733.0,,,0.55,4664.0,,,,3.69,,,,0.38,0.38,8602318.0,994427960.8,,952.47,0.39,16.28,0.152,19.14,0.0047
2022-07-18,40941.0,4831038.0,0.15,0.89,0.12,4.76,0.0,4506538.0,33691.0,38191.0,3975538.0,,,3757.0,0.68,,5481.0,,0.93,5594.0,8530.0,,,0.68,3757.0,0.61,5481.0,5042.0,3.91,0.59,,,0.38,0.38,8729376.0,1030066368.0,,1008.11,0.39,16.29,0.2061,33.25,0.0047
2022-07-19,89492.0,10694294.0,0.33,1.9,0.26,10.46,0.0,10246169.0,81242.0,85742.0,9708419.0,,,38950.0,5.28,,2224.0,,,45327.0,,,,5.28,38950.0,0.27,8601.0,,9.59,,,,0.93,0.93,8658597.0,1034702341.5,,1021.16,0.93,22.1,0.3075,48.84,0.0102
2022-07-20,101473.0,12156465.4,0.37,2.12,0.29,11.97,0.0,11303609.2,89332.0,94354.0,10701973.6,,,4721.0,1.06,,,,,8612.0,,,,1.06,4721.0,,3369.0,,10.67,,,,1.02,1.02,8659387.0,1037394562.6,,1038.02,1.02,26.3,0.3106,47.47,0.0116
2022-07-21,93468.0,11599378.8,0.34,1.94,0.27,11.09,0.0,10715910.9,84349.0,86349.0,10467710.9,,,,,,,,0.58,,4983.0,,,,,,,8005.0,10.15,0.89,,,0.93,0.93,9021239.0,1119535759.9,,1084.42,0.93,26.21,0.3472,51.11,0.0103
2022-07-22,95539.0,11904159.4,0.35,1.97,0.28,11.45,0.0,11017132.0,86420.0,88420.0,10767932.0,,,2071.0,0.27,,,,,2071.0,,,,0.27,2071.0,,,,10.74,,,,0.95,0.95,9034779.0,1125733463.4,,1119.62,0.95,27.91,0.3409,49.59,0.0105
2022-07-25,91377.0,11239371.0,0.33,1.87,0.27,10.99,0.0,10363734.0,82415.0,84258.0,10137045.0,,,1476.0,0.13,,,,0.66,1319.0,5481.0,,,0.13,1476.0,,,5481.0,10.28,0.59,,,0.9,0.9,9043768.0,1112383464.0,,1125.33,0.91,30.31,0.3242,46.24,0.01
2022-07-26,51580.0,6205074.0,0.19,1.07,0.15,6.26,0.0,5549439.0,43722.0,46130.0,5259756.6,,,1178.0,0.11,,,,5.08,1000.0,40571.0,,,0.11,1178.0,,700.0,39128.0,5.39,4.59,,,0.48,0.48,9079584.0,1092273955.2,,1119.99,0.48,17.76,0.2658,43.86,0.0057
2022-07-27,51583.0,6251859.6,0.19,1.09,0.15,6.22,0.0,5202025.2,43878.0,42921.0,5318013.6,,,4450.0,,,,,0.55,,4294.0,,,,4450.0,,,3209.0,5.27,0.37,,,0.48,0.48,9080680.0,1100578416.0,,1089.24,0.48,17.53,0.2686,44.33,0.0057
2022-07-28,50071.0,6414095.1,0.18,1.08,0.15,6.22,0.0,5715950.1,40441.0,44621.0,5180492.1,,,4425.0,0.87,,,,1.25,7036.0,10473.0,,,0.87,4425.0,,2611.0,5336.0,4.94,0.55,,,0.44,0.44,9092198.0,1164710563.8,,1105.05,0.45,23.84,0.2059,28.77,0.0055
2022-07-29,51971.0,6839383.6,0.19,1.13,0.15,6.65,0.0,6122163.6,42341.0,46521.0,5572075.6,,,380.0,0.1,,1520.0,,,380.0,,,,0.1,380.0,0.19,1520.0,,5.44,,,,0.46,0.46,9093150.0,1196658540.0,,1163.89,0.47,22.24,0.1947,28.41,0.0057
2022-08-01,53721.0,7048195.2,0.2,1.18,0.16,6.95,0.0,6189753.6,42213.0,47178.0,5538345.6,,,,0.3,,,,0.16,2093.0,1221.0,,,0.3,,,1093.0,1436.0,5.54,0.19,,,0.44,0.44,9636681.0,1264332547.2,,1261.87,0.44,23.41,0.1826,24.3,0.0056
2022-08-02,59607.0,7689303.0,0.22,1.31,0.17,7.62,0.0,6501471.0,48099.0,50399.0,6204771.0,,,5316.0,0.4,,,,,3221.0,,,,0.4,5316.0,,570.0,,6.26,,,,0.5,0.5,9639423.0,1243485567.0,,1269.07,0.49,24.81,0.1951,27.78,0.0062
2022-08-03,54848.0,7223481.6,0.2,1.24,0.16,7.06,0.0,6361768.5,43944.0,48305.0,5787424.8,,,,,,,,0.48,,4155.0,,,,,,,2094.0,5.7,0.24,,,0.45,0.45,9642264.0,1269886168.8,,1248.7,0.45,25.26,0.1995,26.78,0.0057
2022-08-04,53545.0,7158966.5,0.2,1.22,0.16,6.97,0.0,6008611.7,45975.0,44941.0,6146857.5,,,2139.0,,,,,0.01,,108.0,,,,2139.0,,,3364.0,6.06,0.42,,,0.47,0.47,9642909.0,1289256933.3,,1263.3,0.48,23.63,0.1969,27.02,0.0055
2022-08-05,45947.0,6023651.7,0.17,1.07,0.13,5.96,0.0,5165864.4,37104.0,39404.0,4864334.4,,,,0.14,,,,1.3,1063.0,9934.0,,,0.14,,,1063.0,6600.0,4.95,0.89,,,0.38,0.38,9664409.0,1267004019.9,,1290.57,0.38,22.72,0.2178,34.16,0.0047
2022-08-08,49569.0,6553021.8,0.18,1.19,0.14,6.41,0.0,5487622.0,39210.0,41510.0,5183562.0,,,2106.0,0.2,,590.0,,,1516.0,,,,0.2,2106.0,0.08,,,5.16,,,,0.4,0.4,9669556.0,1278315303.2,,1266.56,0.41,20.69,0.1985,31.63,0.0051
2022-08-09,54484.0,7104713.6,0.2,1.33,0.16,7.05,0.0,5914552.8,43057.0,45357.0,5614632.8,,,3349.0,0.49,,,,0.07,3847.0,570.0,,,0.49,3349.0,,1068.0,,5.7,,,,0.44,0.44,9664836.0,1260294614.4,,1275.49,0.44,18.87,0.1893,29.6,0.0056
2022-08-10,57925.0,7761950.0,0.21,1.45,0.17,7.53,0.0,6328686.0,44929.0,47229.0,6020486.0,,,2872.0,0.41,,,,0.13,2872.0,1000.0,,,0.41,2872.0,,,1000.0,5.9,0.14,,,0.46,0.46,9672309.0,1296089406.0,,1258.77,0.47,27.13,0.1974,27.66,0.006
2022-08-11,49530.0,6686550.0,0.18,1.25,0.14,6.51,0.0,5447250.0,38050.0,40350.0,5136750.0,,,,,,,,0.87,,6879.0,,,,,,,6879.0,5.13,0.91,,,0.39,0.39,9663179.0,1304529165.0,,1298.3,0.39,18.48,0.1882,29.55,0.0051
2022-08-12,48366.0,6529410.0,0.18,1.27,0.14,6.35,0.0,5636925.0,39378.0,41755.0,5316030.0,,,,0.51,,,,0.36,3917.0,2589.0,,,0.51,,,3917.0,2512.0,5.34,0.34,,,0.41,0.41,9673446.0,1305915210.0,,1312.99,0.4,17.02,0.2271,38.74,0.005
2022-08-15,52517.0,7084543.3,0.19,1.47,0.15,6.92,0.0,6042440.8,40492.0,44792.0,5462370.8,,,77.0,0.15,,2000.0,,,1037.0,,,,0.15,77.0,0.27,1037.0,,5.49,,,,0.42,0.42,9674331.0,1305067251.9,,1312.7,0.42,15.61,0.2103,37.65,0.0054
2022-08-16,59463.0,7878847.5,0.22,1.72,0.17,7.82,0.0,6480840.0,46393.0,48912.0,6147072.5,,,3129.0,0.4,,1122.0,,,2998.0,,,,0.4,3129.0,0.15,2772.0,,6.25,,,,0.48,0.48,9684788.0,1283234410.0,,1305.29,0.48,13.77,0.1917,36.44,0.0061
2022-08-17,63091.0,8220757.3,0.23,1.89,0.18,8.2,0.0,6654681.6,48939.0,51072.0,6376751.7,,,1541.0,0.27,,,,0.01,2160.0,77.0,,,0.27,1541.0,,1082.0,,6.47,,,,0.5,0.5,9683755.0,1261793276.5,,1280.34,0.5,13.02,0.1825,34.53,0.0065
2022-08-18,62581.0,8298240.6,0.23,1.94,0.18,8.12,0.0,6602817.0,48429.0,49795.0,6421685.4,,,,,,,,0.07,,510.0,,,,,,,1277.0,6.35,0.15,,,0.5,0.5,9686333.0,1284407755.8,,1270.45,0.5,12.8,0.1815,34.86,0.0064
2022-08-19,62172.0,8088577.2,0.23,1.97,0.18,8.09,0.0,6549364.1,48031.0,50341.0,6248833.1,,,1853.0,0.13,,1853.0,,0.4,1082.0,3110.0,,,0.13,1853.0,0.25,859.0,2389.0,6.37,0.31,,,0.49,0.49,9686763.0,1260247866.3,,1288.05,0.49,14.16,0.1633,31.12,0.0064
