,ALSEN FP Equity_DX_SI_QTY,ALSEN FP Equity_DX_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSEN FP Equity_DX_SI_MV,ALSEN FP Equity_DX_DSS,ALSEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY,ALSEN FP Equity_DX_BROKER_SI_QTY,ALSEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_x,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSEN FP Equity_DX_BROKER_SI_MV_INC_x,ALSEN FP Equity_DX_BROKER_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_NEW,ALSEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALSEN FP Equity_DX_BROKER_SI_QTY_INC,ALSEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_y,ALSEN FP Equity_DX_BROKER_SI_MV_INC_y,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSEN FP Equity_DX_BROKER_SI_MV_ADD,ALSEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV,ALSEN FP Equity_DX_BROKER_SI_MV_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV_RMV,ALSEN FP Equity_DX_BROKER_SI_MV_RMV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSEN FP Equity_DX_BROKER_SI_CON_RATIO,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSEN FP Equity_PX_LAST
2019-02-25,1000.0,1010.0,0.02,0.03,0.01,0.0,0.0,1010.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.01
2019-02-26,1000.0,1000.0,0.02,0.04,0.01,0.0,0.0,1000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.0
2019-02-27,1000.0,1000.0,0.02,0.04,0.01,0.0,0.0,1000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.0
2019-02-28,1000.0,1006.0,0.02,0.04,0.01,0.0,0.0,1006.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.006
2019-03-01,1000.0,1000.0,0.02,0.04,0.01,0.0,0.0,1000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.0
2019-03-04,1000.0,1064.0,0.02,0.04,0.01,0.0,0.0,1064.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.064
2019-03-05,1000.0,1024.0,0.02,0.04,0.01,0.0,0.0,1024.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.024
2019-03-06,1000.0,1030.0,0.02,0.04,0.01,0.0,0.0,1030.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.03
2019-03-07,1000.0,989.0,0.02,0.04,0.01,0.0,0.0,989.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,0.989
2019-03-08,1000.0,994.0,0.02,0.04,0.01,0.0,0.0,994.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,0.994
2019-03-11,1000.0,1086.0,0.02,0.04,0.01,0.0,0.0,1086.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.086
2019-03-12,1000.0,1052.0,0.02,0.04,0.01,0.0,0.0,1052.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.052
2019-03-13,1000.0,1060.0,0.02,0.04,0.01,0.0,0.0,1060.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.06
2019-03-14,1000.0,1272.0,0.02,0.04,0.01,0.0,0.0,1272.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.272
2019-03-15,1000.0,1210.0,0.02,0.03,0.01,0.0,0.0,1210.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.21
2019-03-18,1000.0,1182.0,0.02,0.02,0.01,0.0,0.0,1182.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.182
2019-03-19,1000.0,1196.0,0.02,0.02,0.01,0.0,0.0,1196.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.196
2019-03-20,1000.0,1160.0,0.02,0.02,0.01,0.0,0.0,1160.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.16
2019-03-21,1000.0,1180.0,0.02,0.02,0.01,0.0,0.0,1180.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.18
2019-03-22,1000.0,1168.0,0.02,0.02,0.01,0.0,0.0,1168.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.168
2019-03-25,1000.0,1104.0,0.02,0.02,0.01,0.0,0.0,1104.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.104
2019-03-26,1000.0,1148.0,0.02,0.02,0.01,0.0,0.0,1148.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.148
2019-03-27,1000.0,1150.0,0.02,0.02,0.01,0.0,0.0,1150.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.15
2019-03-28,1000.0,1260.0,0.02,0.02,0.01,0.0,0.0,1260.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.26
2019-03-29,1000.0,1288.0,0.02,0.02,0.01,0.0,0.0,1288.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.288
2019-04-01,1000.0,1296.0,0.02,0.02,0.01,0.0,0.0,1296.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.296
2019-04-02,1000.0,1340.0,0.02,0.02,0.01,0.0,0.0,1340.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.34
2019-04-03,1000.0,1330.0,0.02,0.02,0.01,0.0,0.0,1330.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.33
2019-04-04,1000.0,1330.0,0.02,0.02,0.01,0.0,0.0,1330.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.33
2019-04-05,1000.0,1414.0,0.02,0.02,0.01,0.0,0.0,1414.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1111,1.414
2019-04-08,1179.0,1662.39,0.03,0.02,0.01,0.0,0.0,1662.39,0.0,1179.0,0.0,,,0.0,,,,179.0,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.41
2019-04-09,1179.0,1579.86,0.03,0.02,0.01,0.0,0.0,1579.86,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.34
2019-04-10,1179.0,1532.7,0.03,0.02,0.01,0.0,0.0,1532.7,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.3
2019-04-11,1179.0,1603.44,0.03,0.01,0.01,0.0,0.0,1603.44,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.36
2019-04-12,1179.0,1565.71,0.03,0.01,0.01,0.0,0.0,1565.71,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.328
2019-04-15,1179.0,1518.55,0.03,0.01,0.01,0.0,0.0,1518.55,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.288
2019-04-16,1179.0,1511.48,0.03,0.01,0.01,0.0,0.0,1511.48,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.282
2019-04-17,1179.0,1511.48,0.03,0.01,0.01,0.0,0.0,1511.48,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.282
2019-04-18,1179.0,1506.76,0.02,0.01,0.01,0.0,0.0,1506.76,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,1.278
2019-04-19,1179.0,1506.76,0.02,0.01,0.01,0.0,0.0,1506.76,0.0,1179.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.31,
2019-04-22,1175.0,1501.65,0.02,0.01,0.01,0.0,0.0,1501.65,0.0,1175.0,0.0,,,,,,,,,,,,,,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,
2019-04-23,1175.0,1480.5,0.02,0.01,0.01,0.0,0.0,1480.5,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.26
2019-04-24,1175.0,1534.55,0.02,0.01,0.01,0.0,0.0,1534.55,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.306
2019-04-25,1175.0,1588.6,0.02,0.01,0.01,0.0,0.0,1588.6,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.352
2019-04-26,1175.0,1574.5,0.02,0.01,0.01,0.0,0.0,1574.5,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.34
2019-04-29,1175.0,1562.75,0.02,0.01,0.01,0.0,0.0,1562.75,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.33
2019-04-30,1175.0,1637.95,0.02,0.02,0.01,0.0,0.0,1637.95,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.394
2019-05-01,1175.0,1637.95,0.02,0.02,0.01,0.0,0.0,1637.95,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,
2019-05-02,1175.0,1703.75,0.02,0.02,0.01,0.0,0.0,1703.75,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.45
2019-05-03,1175.0,1560.4,0.02,0.02,0.01,0.0,0.0,1560.4,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.328
2019-05-06,1175.0,1553.35,0.02,0.01,0.01,0.0,0.0,1553.35,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.322
2019-05-07,1175.0,1551.0,0.02,0.01,0.01,0.0,0.0,1551.0,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.32
2019-05-08,1175.0,1539.25,0.02,0.01,0.01,0.0,0.0,1539.25,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.31
2019-05-09,1175.0,1551.0,0.02,0.01,0.01,0.0,0.0,1551.0,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.32
2019-05-10,1175.0,1548.65,0.02,0.01,0.01,0.0,0.0,1548.65,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.318
2019-05-13,1175.0,1551.0,0.02,0.01,0.01,0.0,0.0,1551.0,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.32
2019-05-14,1175.0,1515.75,0.02,0.01,0.01,0.0,0.0,1515.75,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.29
2019-05-15,1175.0,1539.25,0.02,0.02,0.01,0.0,0.0,1539.25,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.31
2019-05-16,1175.0,1433.5,0.02,0.02,0.01,0.0,0.0,1433.5,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.22
2019-05-17,1175.0,1410.0,0.02,0.02,0.01,0.0,0.0,1410.0,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.2
2019-05-20,1175.0,1395.9,0.02,0.02,0.01,0.0,0.0,1395.9,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.188
2019-05-21,1175.0,1410.0,0.02,0.02,0.01,0.0,0.0,1410.0,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.2
2019-05-22,1175.0,1384.15,0.02,0.02,0.01,0.0,0.0,1384.15,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.178
2019-05-23,1175.0,1393.55,0.02,0.02,0.01,0.0,0.0,1393.55,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.186
2019-05-24,1175.0,1400.6,0.02,0.02,0.01,0.0,0.0,1400.6,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.192
2019-05-27,1175.0,1473.45,0.02,0.02,0.01,0.0,0.0,1473.45,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.254
2019-05-28,1175.0,1574.5,0.02,0.02,0.01,0.0,0.0,1574.5,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.34
2019-05-29,1175.0,1605.05,0.02,0.02,0.01,0.0,0.0,1605.05,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.366
2019-05-30,1175.0,1609.75,0.02,0.02,0.01,0.0,0.0,1609.75,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3056,1.37
2019-05-31,1175.0,1621.5,0.02,0.02,0.01,0.0,0.0,1621.5,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0487,1.38
2019-06-03,1175.0,1659.1,0.02,0.02,0.01,0.0,0.0,1659.1,0.0,1175.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0284,1.412
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1175.0,0.0,0.0,,,0.0,0.0,56299.0,81858.75,,0.08,0.0,,0.0,100.0,0.0,1.454
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71342.0,104159.32,,0.1,0.0,,0.0,,0.0,1.46
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,84900.0,120048.6,,0.12,0.0,,0.0,,0.0,1.414
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,84900.0,120048.6,,0.12,0.0,,0.0,,0.0,1.414
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,84900.0,118860.0,,0.12,0.0,,0.0,,0.0,1.4
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,84900.0,123105.0,,0.12,0.0,,0.0,,0.0,1.45
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85901.0,123869.24,,0.12,0.0,,0.0,,0.0,1.442
2019-06-13,750.0,1140.0,0.01,0.01,0.01,0.0,0.0,0.0,750.0,0.0,1140.0,,,,,,,,,,,,,750.0,,0.0,,,,100.0,0.87,0.0,0.0,,0.0,100.0,,0.0,,0.0087,1.52
2019-06-14,750.0,1162.5,0.01,0.02,0.01,0.0,0.0,1162.5,0.0,750.0,0.0,,,,,,0.0,,750.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0086,1.55
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,750.0,0.0,0.0,,,0.0,0.0,86905.0,134702.75,,0.13,0.0,,0.0,,0.0,1.55
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,142350.39,,0.13,0.0,,0.0,,0.0,1.638
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,145652.78,,0.14,0.0,,0.0,,0.0,1.676
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,140786.1,,0.15,0.0,,0.0,,0.0,1.62
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,132964.65,,0.14,0.0,,0.0,,0.0,1.53
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,126881.3,,0.13,0.0,,0.0,,0.0,1.46
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,122709.86,,0.13,0.0,,0.0,,0.0,1.412
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86005.0,126427.35,,0.12,0.0,,0.0,,0.0,1.47
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,134702.75,,0.13,0.0,,0.0,,0.0,1.55
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,137831.33,,0.13,0.0,,0.0,,0.0,1.586
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,132790.84,,0.14,0.0,,0.0,,0.0,1.528
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,125664.63,,0.13,0.0,,0.0,,0.0,1.446
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,127402.73,,0.13,0.0,,0.0,,0.0,1.466
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,134528.94,,0.13,0.0,,0.0,,0.0,1.548
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,128619.4,,0.13,0.0,,0.0,,0.0,1.48
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,128793.21,,0.13,0.0,,0.0,,0.0,1.482
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,130357.5,,0.13,0.0,,0.0,,0.0,1.5
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,129836.07,,0.13,0.0,,0.0,,0.0,1.494
2019-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,133833.7,,0.13,0.0,,0.0,,0.0,1.54
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,132095.6,,0.13,0.0,,0.0,,0.0,1.52
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,133312.27,,0.13,0.0,,0.0,,0.0,1.534
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,129488.45,,0.13,0.0,,0.0,,0.0,1.49
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,128271.78,,0.13,0.0,,0.0,,0.0,1.476
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,127924.16,,0.13,0.0,,0.0,,0.0,1.472
2019-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,126881.3,,0.13,0.0,,0.0,,0.0,1.46
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,119928.9,,0.13,0.0,,0.0,,0.0,1.38
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86905.0,121319.38,,0.12,0.0,,0.0,,0.0,1.396
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100900.0,137627.6,,0.14,0.0,,0.0,,0.0,1.364
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,100900.0,141260.0,,0.14,0.0,,0.0,,0.0,1.4
