,GTT FP Equity_DX_SI_QTY,GTT FP Equity_DX_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GTT FP Equity_DX_SI_MV,GTT FP Equity_DX_DSS,GTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY,GTT FP Equity_DX_BROKER_SI_QTY,GTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GTT FP Equity_DX_BROKER_SI_MV_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GTT FP Equity_DX_BROKER_SI_MV_INC_x,GTT FP Equity_DX_SUPPLY_SI_MV_NEW,GTT FP Equity_DX_BROKER_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_NEW,GTT FP Equity_DX_SUPPLY_SI_MV_DEC,GTT FP Equity_DX_BROKER_SI_QTY_INC,GTT FP Equity_DX_SUPPLY_SI_QTY_DEC,GTT FP Equity_DX_BROKER_SI_MV_NEW_y,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GTT FP Equity_DX_BROKER_SI_MV_INC_y,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GTT FP Equity_DX_BROKER_SI_MV_ADD,GTT FP Equity_DX_SUPPLY_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_DEC,GTT FP Equity_DX_SUPPLY_SI_MV,GTT FP Equity_DX_BROKER_SI_MV_DEC,GTT FP Equity_DX_SUPPLY_SI_MV_RMV,GTT FP Equity_DX_BROKER_SI_MV_RMV,GTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GTT FP Equity_DX_UTILIZATION_QUANTITY,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GTT FP Equity_DX_ACTIVE_UTILIZATION_MV,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GTT FP Equity_DX_BROKER_SI_CON_RATIO,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GTT FP Equity_DX_DEMAND_SUPPLY_RATIO,GTT FP Equity_PX_LAST
2017-01-20,787099.0,28733839.74,4.33,11.11,2.12,30.93,1.0,24367685.08,458961.0,667498.0,16754832.39,,,700.0,,,,,0.31,,8000.0,,,,700.0,,,48288.0,17.85,1.88,,,18.12,18.12,2074511.0,75732108.18,,80.52,18.15,16.65,0.4433,62.97,0.3107,39.0
2017-01-23,786648.0,28548016.65,4.32,11.46,2.12,30.82,1.0,24207611.11,460430.0,667047.0,16709332.9,,,,,,,,0.04,,1131.0,,,,,,2600.0,451.0,17.92,0.02,,,17.82,17.82,2123154.0,77050772.07,,82.46,17.85,16.65,0.4434,62.97,0.3045,38.77
2017-01-24,786508.0,28712264.69,4.32,11.79,2.12,30.94,1.0,24241228.28,462670.0,664034.0,16890233.16,,,2873.0,0.08,,,,0.02,1987.0,633.0,,,0.08,2873.0,,,5000.0,17.96,0.16,,,18.07,18.07,2097475.0,76570432.07,,81.46,18.07,16.07,0.4432,63.05,0.3072,39.0
2017-01-25,786508.0,28933128.27,4.32,11.9,2.12,31.14,1.0,24427699.27,462670.0,664034.0,17020158.03,,,,,,,,,,,,,,,,,,18.06,,,,18.39,18.39,2052971.0,75522274.75,,80.19,18.38,16.08,0.4433,63.06,0.3126,39.3
2017-01-26,783536.0,28618437.45,4.31,11.87,2.11,31.0,1.0,24040318.76,465539.0,658193.0,17003684.26,,,2869.0,,,,,,,,,,,2869.0,,,5841.0,18.29,0.26,,,18.14,18.14,2100305.0,76713063.93,,82.63,18.13,15.46,0.4467,63.41,0.3054,39.02
2017-01-27,777880.0,28506511.23,4.28,11.84,2.1,30.71,1.0,23913139.97,459042.0,652537.0,16822242.42,,,,,,,,0.25,,6497.0,,,,,,,5656.0,17.92,0.23,,,17.89,17.89,2107100.0,77217655.45,,82.22,17.9,15.61,0.4539,63.94,0.3031,39.15
2017-01-30,777880.0,27916721.35,4.28,11.94,2.1,30.33,1.0,23418385.35,459042.0,652537.0,16474196.02,,,,,,,,,,,,,,,,,,17.92,,,,17.84,17.84,2114706.0,75893014.52,,82.52,17.84,15.44,0.4532,63.87,0.3022,38.34
2017-01-31,769799.0,27522225.86,4.23,11.88,2.08,29.68,1.0,23079550.78,450961.0,645537.0,16122975.6,,,,,,,,0.38,,8081.0,,,,,,,7000.0,17.25,0.28,,,17.53,17.53,2121244.0,75839740.59,,80.98,17.56,14.83,0.4594,64.52,0.2993,38.195
2017-02-01,771386.0,27719766.15,4.24,11.89,2.08,29.88,1.0,23254409.53,445548.0,647124.0,16010773.3,,,,0.1,,,,0.25,1587.0,6533.0,,,0.1,,,1120.0,,17.04,,,,17.34,17.34,2123810.0,76319140.55,,81.31,17.33,15.06,0.459,64.47,0.3002,38.39
2017-02-02,776386.0,28033887.6,4.27,12.29,2.09,30.23,1.0,23547012.59,445548.0,652124.0,16087928.63,,,,0.22,,,,,5000.0,,,,0.22,,,,,17.13,,,,16.23,16.23,2298868.0,83007945.95,,88.4,16.24,15.63,0.4549,64.04,0.2829,38.575
2017-02-03,779286.0,28915467.45,4.28,13.19,2.1,30.87,1.0,24197111.58,448448.0,652124.0,16639697.81,,,2900.0,,,,,,,,,,,2900.0,,,,17.37,,,,16.32,16.32,2298580.0,85288989.11,,89.33,16.28,15.64,0.4536,63.9,0.2837,39.64
2017-02-06,779286.0,28000005.5,4.28,13.08,2.1,30.46,1.0,23431032.49,448448.0,652124.0,16112885.98,,,,,,,,,,,,,,,,,,17.7,,,,16.29,16.29,2305222.0,82827394.15,,90.78,16.32,15.38,0.4502,63.57,0.283,38.385
2017-02-07,779286.0,27938002.1,4.28,13.36,2.1,30.21,1.0,23379146.66,448448.0,652124.0,16077205.5,,,,,,,,,,,,,,,,,,17.23,,,,16.3,16.3,2302008.0,82528756.25,,88.5,16.29,15.48,0.4528,63.83,0.2833,38.3
2017-02-08,789864.0,27511336.43,4.34,13.67,2.13,30.01,1.0,23082223.87,450426.0,662702.0,15688550.46,,,,0.25,,,,,10578.0,,,,0.25,,,1978.0,,17.18,,,,16.34,16.34,2305387.0,80297718.8,,87.68,16.38,16.45,0.4438,62.86,0.2866,37.21
2017-02-09,782864.0,27853763.88,4.3,13.5,2.11,29.87,1.0,23329427.18,450426.0,655702.0,16025847.97,,,,,,,,,,,,,,,,,7000.0,16.82,0.14,,,16.32,16.32,2309385.0,82166333.48,,86.61,16.27,16.03,0.4504,63.56,0.2837,38.01
2017-02-10,785964.0,28324554.07,4.32,13.4,2.12,30.42,1.0,23741892.6,480426.0,658802.0,17313582.07,,,23915.0,0.17,,,,0.01,3100.0,267.0,,,0.17,23915.0,,6352.0,,18.3,,,,17.42,17.42,2276729.0,82048711.74,,86.85,17.4,16.3,0.4479,63.29,0.2851,38.5
2017-02-13,779977.0,28232911.45,4.29,13.17,2.1,30.44,1.0,23630014.84,480426.0,652815.0,17390031.65,,,,0.04,,,,,1000.0,,,,0.04,,,,6987.0,18.52,0.14,,,17.45,17.45,2272903.0,82272514.62,,87.67,17.44,16.43,0.4429,62.81,0.2833,38.67
2017-02-14,800731.0,29021622.49,4.4,13.55,2.16,31.31,1.0,23660568.26,501180.0,652815.0,18164722.94,,,20754.0,,,,,,,,,,,20754.0,,,,19.39,,,,18.2,18.2,2252262.0,81630781.77,,87.19,18.19,16.48,0.4277,61.14,0.2908,38.72
2017-02-15,804986.0,29876603.02,4.42,14.57,2.17,31.88,1.0,23941410.55,503180.0,645070.0,18675242.94,,,,0.01,,2000.0,,0.36,255.0,10000.0,,,0.01,,0.08,12000.0,10000.0,19.52,0.32,,,18.26,18.26,2252479.0,83599492.29,,87.61,18.22,17.74,0.428,61.13,0.2921,39.65
2017-02-16,804986.0,30117725.67,4.42,14.67,2.17,32.3,1.0,24134632.53,503180.0,645070.0,18825963.69,,,,,,,,,,,,,,,,,,19.93,,,,18.25,18.25,2253931.0,84328516.94,,89.26,18.25,17.93,0.4271,61.01,0.292,39.97
2017-02-17,808021.0,29157261.24,4.44,14.61,2.18,31.92,1.0,23386727.32,506215.0,648105.0,18266657.67,,,3035.0,0.0,,,,,3035.0,,,,0.0,3035.0,,,,20.18,,,,18.26,18.26,2266655.0,81791750.42,,90.01,18.31,18.3,0.4232,60.56,0.2914,38.55
2017-02-20,843021.0,30885804.07,4.63,15.22,2.27,33.19,1.0,23927841.74,536215.0,653105.0,19645336.75,,,30000.0,0.22,,,,,5000.0,,,,0.22,30000.0,,,,20.71,,,,19.32,19.32,2238599.0,82015667.59,,87.09,19.21,20.51,0.4049,58.38,0.3038,39.14
2017-02-21,820267.0,29940831.84,4.51,15.1,2.21,32.36,1.0,23766194.81,515461.0,651105.0,18815009.16,,,,,,,,0.8,,20754.0,,,,,,,2000.0,20.19,0.08,,,18.58,18.58,2259425.0,82472004.83,,88.56,18.57,18.76,0.4146,59.7,0.2956,38.995
2017-02-22,817067.0,29575462.17,4.49,15.27,2.2,31.96,1.0,23821497.54,512261.0,658105.0,18542366.57,,,7000.0,0.21,,,,0.42,7000.0,10200.0,,,0.21,7000.0,,,,19.94,,,,18.48,18.48,2260045.0,81807092.21,,87.85,18.5,17.66,0.4153,59.88,0.2947,38.67
2017-02-23,834435.0,30079161.69,4.59,15.75,2.25,32.48,1.0,23678524.01,530861.0,656873.0,19136126.67,,,18600.0,,,,,,,,,,,18600.0,,,1232.0,20.51,0.13,,,19.15,19.15,2241543.0,80801661.41,,86.5,19.17,17.22,0.3968,58.48,0.301,38.51
2017-02-24,769190.0,25322448.43,4.23,14.54,2.07,28.35,1.0,20567316.7,475472.0,624749.0,15652979.37,,,,,,,,2.15,,55389.0,,,,,,,32124.0,18.11,2.3,,,17.17,17.17,2293596.0,75507308.25,,86.55,17.31,19.31,0.3968,57.72,0.2778,35.17
2017-02-27,781923.0,24918220.47,4.3,12.28,2.11,27.29,1.0,19909419.88,488205.0,624749.0,15558053.45,,,283.0,,,,,,,,,,,283.0,,12450.0,,17.1,,,,17.57,17.57,2289751.0,72969487.07,,79.87,17.64,18.63,0.3983,57.99,0.2815,34.045
2017-02-28,836058.0,27245984.42,4.59,12.72,2.25,29.23,1.0,21551251.77,531322.0,661312.0,17315055.81,,,36481.0,1.5,,,,1.11,36563.0,33000.0,,,1.5,36481.0,,39636.0,,18.14,,,,19.08,19.08,2253387.0,73434794.11,,77.27,19.01,18.23,0.3728,55.97,0.3002,34.815
2017-03-01,774329.0,25006005.21,4.26,11.52,2.09,27.16,1.0,21356259.83,469593.0,661312.0,15164929.9,,,214.0,,,,,1.99,,61943.0,,,,214.0,,,,16.37,,,,16.91,16.91,2307283.0,74510874.21,,80.34,16.93,19.43,0.4134,60.39,0.2788,34.5
2017-03-02,788781.0,25550240.47,4.34,11.83,2.13,27.64,1.0,22069098.32,482789.0,681312.0,15638529.64,,,18745.0,0.72,,,,0.25,20000.0,6804.0,,,0.72,18745.0,,1255.0,,16.69,,,,17.01,17.01,2356212.0,76322557.48,,81.48,17.0,21.75,0.4076,59.25,0.2778,34.605
2017-03-03,762209.0,25153272.11,4.19,11.29,2.06,26.99,1.0,22384629.82,460473.0,678312.0,15195835.62,,,10000.0,,,,,1.12,,32316.0,,,,10000.0,,,3000.0,15.92,0.03,,,16.17,16.17,2387894.0,78801677.17,,82.81,16.13,22.06,0.4314,61.01,0.2676,35.255
2017-03-06,775009.0,25397943.59,4.26,11.2,2.09,27.55,1.0,22556782.37,463273.0,688312.0,15181993.4,,,2800.0,0.36,,,,,10000.0,,,,0.36,2800.0,,,,16.32,,,,16.25,16.25,2388054.0,78259298.64,,84.0,16.27,21.58,0.4175,59.94,0.2718,35.01
2017-03-07,776465.0,25529241.68,4.27,11.09,2.09,27.63,1.0,22113232.43,463729.0,672568.0,15246855.58,,,20000.0,0.08,,2800.0,,0.68,2000.0,19544.0,,,0.08,20000.0,0.1,,20544.0,16.25,0.71,,,16.16,16.16,2405747.0,79098087.59,,84.36,16.16,19.05,0.4116,59.85,0.2706,35.125
2017-03-08,776418.0,25436850.48,4.27,11.07,2.09,27.59,1.0,22032997.85,466282.0,672521.0,15276237.18,,,2553.0,,,,,,,,,,,2553.0,,,47.0,16.39,0.0,,,16.22,16.22,2409163.0,78928514.04,,84.65,16.22,19.03,0.4114,59.83,0.27,35.0
2017-03-09,779009.0,25047761.2,4.28,11.16,2.1,27.27,1.0,21707122.97,466273.0,675112.0,14992246.25,,,,0.09,,,,0.0,2591.0,9.0,,,0.09,,,,,16.27,,,,16.22,16.22,2408501.0,77441413.25,,83.83,16.26,18.84,0.408,59.59,0.271,34.35
2017-03-10,781742.0,25914950.84,4.3,11.0,2.11,27.7,1.0,22362999.89,469006.0,674595.0,15547671.01,,,,,,,,0.01,,517.0,,,,,,3250.0,517.0,16.12,0.02,,,16.29,16.29,2410313.0,79902503.5,,83.21,16.23,19.02,0.4075,59.49,0.2715,35.415
2017-03-13,792658.0,26325047.04,4.36,10.94,2.14,28.48,1.0,22434465.87,481822.0,675511.0,16001840.41,,,2816.0,0.04,,,,,1000.0,,,,0.04,2816.0,,10000.0,84.0,17.08,0.0,,,16.72,16.72,2399611.0,79693729.77,,85.04,16.72,18.67,0.396,58.6,0.2751,35.48
2017-03-14,795558.0,25929868.34,4.37,11.01,2.15,28.29,1.0,22111659.88,483222.0,678411.0,15749804.34,,,1400.0,0.11,,,,,2900.0,,,,0.11,1400.0,,,,17.13,,,,16.77,16.77,2398007.0,78158985.0,,84.87,16.8,18.48,0.3926,58.35,0.2761,34.82
2017-03-15,794921.0,26043042.05,4.37,11.09,2.14,28.03,1.0,22205095.58,480903.0,677774.0,15755247.44,,,1624.0,,,,,0.14,,3943.0,,,,1624.0,,,637.0,16.7,0.03,,,16.69,16.69,2400588.0,78647581.61,,83.42,16.68,18.52,0.3935,58.44,0.2759,35.0
2017-03-16,794921.0,26281149.86,4.37,11.05,2.14,28.28,1.0,22408113.59,482403.0,677774.0,15948887.42,,,1500.0,,,,,,,,,,,1500.0,,,,16.86,,,,16.79,16.79,2390905.0,79046512.3,,83.51,16.8,18.65,0.393,58.36,0.2767,35.32
2017-03-17,793403.0,26334935.99,4.36,11.19,2.14,28.44,1.0,22446547.94,482403.0,676256.0,16012104.98,,,,,,,,,,,,,,,,,1518.0,17.05,0.05,,,16.9,16.9,2371326.0,78709960.04,,83.83,16.9,18.67,0.3949,58.51,0.278,35.46
2017-03-20,792827.0,26252736.4,4.36,11.54,2.14,28.4,1.0,22373669.07,483265.0,675680.0,16002266.14,,,4201.0,,,,,0.12,,3339.0,,,,4201.0,,,576.0,17.1,0.02,,,16.93,16.93,2371313.0,78520856.52,,83.98,16.92,18.67,0.3954,58.54,0.2777,35.375
2017-03-21,789865.0,25810856.51,4.34,11.55,2.13,28.03,1.0,21982779.04,478698.0,672718.0,15642679.94,,,,,,,,0.16,,4567.0,,,,,,,2962.0,16.88,0.26,,,16.77,16.77,2376523.0,77658959.63,,83.64,16.79,18.63,0.395,58.49,0.2766,34.91
2017-03-22,799158.0,26024762.67,4.39,11.92,2.16,28.16,1.0,22209843.87,475229.0,682011.0,15475940.85,,,,0.39,,,,0.12,12762.0,3469.0,,,0.39,,,,3469.0,16.59,0.2,,,16.61,16.61,2386357.0,77712260.36,,83.27,16.61,18.51,0.383,57.5,0.2793,34.79
2017-03-23,783629.0,25453040.71,4.31,11.92,2.11,27.54,1.0,21647990.92,472953.0,666482.0,15361978.64,,,,,,,,0.08,,2276.0,,,,,,,15529.0,16.46,0.58,,,16.56,16.56,2382520.0,77386593.07,,82.88,16.57,18.88,0.3761,56.71,0.2744,34.7
2017-03-24,800105.0,25988197.39,4.4,12.44,2.16,28.09,1.0,22183147.6,475814.0,682958.0,15454906.74,,,5014.0,0.67,,,,0.12,19400.0,3408.0,,,0.67,5014.0,,1255.0,2924.0,16.49,0.11,,,16.65,16.65,2381352.0,77348655.28,,82.58,16.65,18.51,0.3804,57.22,0.28,34.7
2017-03-27,795090.0,25583425.6,4.37,12.6,2.14,27.73,1.0,21852626.01,474228.0,679143.0,15259123.82,,,1867.0,,,,,0.13,,3595.0,,,,1867.0,,142.0,3815.0,16.42,0.18,,,16.59,16.59,2383972.0,76708511.35,,82.4,16.61,18.42,0.3831,57.46,0.2782,34.375
2017-03-28,795090.0,25829026.48,4.37,12.75,2.14,27.89,1.0,22062411.22,474228.0,679143.0,15405611.4,,,500.0,,,,,0.02,,500.0,,,,500.0,,,,16.36,,,,16.4,16.4,2417391.0,78530551.46,,83.53,16.37,18.52,0.3837,57.52,0.275,34.705
2017-03-29,791090.0,25747216.39,4.35,12.63,2.13,27.84,1.0,21973546.52,470228.0,675143.0,15304278.99,,,,,,,,0.14,,4000.0,,,,,,,4000.0,16.35,0.15,,,16.29,16.29,2415861.0,78627837.45,,84.13,16.27,18.0,0.386,57.85,0.2741,34.77
2017-03-30,791090.0,26428477.22,4.35,12.94,2.13,28.39,1.0,22554957.58,470228.0,675143.0,15709223.96,,,,,,,,,,,,,,,,,,16.44,,,,16.31,16.31,2412241.0,80587362.14,,84.71,16.26,18.24,0.3856,57.78,0.2744,35.69
2017-03-31,791090.0,26098954.32,4.35,13.23,2.13,28.37,1.0,22273731.58,470228.0,675143.0,15513353.84,,,358.0,,,,,0.03,,500.0,,,,358.0,,142.0,,16.79,,,,16.33,16.33,2409533.0,79493220.36,,85.96,16.34,17.98,0.3856,57.79,0.2747,35.245
2017-04-03,791090.0,26435882.23,4.35,13.42,2.13,28.45,1.0,22561277.27,470228.0,675143.0,15713625.54,,,,,,,,,,,,,,,,,,16.61,,,,16.35,16.35,2405330.0,80378996.82,,85.13,16.32,18.09,0.3856,57.79,0.2751,35.7
2017-04-04,789090.0,26369048.16,4.34,13.16,2.13,28.46,1.0,22494443.2,467580.0,673143.0,15625137.23,,,,,,,,0.09,,2648.0,,,,,,,2000.0,16.68,0.08,,,16.3,16.3,2401887.0,80263941.97,,85.67,16.3,17.8,0.3863,57.92,0.275,35.7
2017-04-05,766090.0,25625554.84,4.21,12.66,2.07,27.69,1.0,21747151.25,466784.0,650143.0,15613829.95,,,1372.0,,,,,0.08,,2168.0,,,,1372.0,,,23000.0,16.67,0.8,,,16.4,16.4,2379753.0,79602254.31,,84.98,16.4,18.13,0.4081,59.64,0.2691,35.735
2017-04-06,762590.0,25483496.73,4.19,12.44,2.06,27.57,1.0,21608891.77,463759.0,646643.0,15497450.74,,,475.0,,,,,0.13,,3500.0,,,,475.0,,,3500.0,16.58,0.13,,,16.39,16.39,2365781.0,79057386.51,,84.57,16.39,17.74,0.4103,59.93,0.2695,35.7
2017-04-07,763532.0,25514975.58,4.2,12.45,2.06,27.62,1.0,21748975.98,415556.0,650835.0,13886649.4,,,855.0,0.15,,,,1.75,4192.0,49058.0,,,0.15,855.0,,,,14.86,,,,14.84,14.84,2384143.0,79670990.1,,85.3,14.83,18.26,0.4105,59.88,0.2727,35.7
2017-04-10,753539.0,25128137.8,4.14,15.04,2.03,27.18,1.0,21370049.97,399796.0,640842.0,13331929.71,,,570.0,0.54,,,,0.59,16685.0,16330.0,,,0.54,570.0,,,26678.0,14.27,0.97,,,14.36,14.36,2383404.0,79478970.77,,85.09,14.36,14.93,0.4369,62.88,0.2707,35.625
2017-04-11,679624.0,21709062.28,3.74,14.46,1.83,23.87,1.0,18109209.73,389631.0,566927.0,12445887.21,,,1642.0,,,,,0.42,,11807.0,,,,1642.0,,,73915.0,13.85,3.04,,,13.97,13.97,2398594.0,76617698.22,,84.54,14.07,16.34,0.3967,58.79,0.2437,34.125
2017-04-12,679624.0,21565925.61,3.74,14.35,1.83,23.37,1.0,17989808.35,389916.0,566927.0,12372870.07,,,1421.0,,,,,0.06,,1673.0,,,,1421.0,,537.0,,13.29,,,,14.1,14.1,2375530.0,75380656.45,,80.82,14.12,16.51,0.3971,58.83,0.2458,33.9
2017-04-13,679624.0,21298737.15,3.74,14.57,1.83,23.17,1.0,17766925.76,390011.0,566927.0,12222555.08,,,974.0,,,,,0.03,,879.0,,,,974.0,,,,13.21,,,,14.12,14.12,2371479.0,74319782.52,,80.16,14.15,16.5,0.3971,58.83,0.2461,33.48
2017-04-14,679624.0,21298737.15,3.74,14.46,1.83,23.14,1.0,17766925.76,390011.0,566927.0,12222555.08,,,,,,,,,,,,,,,,,,13.06,,,,14.06,14.06,2384520.0,74728474.43,,79.96,14.04,16.52,0.3984,58.96,0.245,
2017-04-17,679624.0,21298737.15,3.74,14.46,1.83,23.06,1.0,17766925.76,390011.0,566927.0,12222555.08,,,,,,,,,,,,,,,,,,13.05,,,,14.06,14.06,2384750.0,74735682.4,,79.94,14.04,16.58,0.3972,58.84,0.2449,
2017-04-18,685676.0,21186741.63,3.77,14.59,1.85,23.03,1.0,17704510.63,400455.0,572979.0,12373681.77,,,2150.0,,,11183.0,,0.1,,2889.0,,,,2150.0,0.38,11183.0,5131.0,13.37,0.23,,,14.89,14.89,2289398.0,70740238.71,,76.23,14.92,15.59,0.3874,58.25,0.2549,33.01
2017-04-19,691479.0,21482555.64,3.8,14.47,1.86,23.22,1.0,17981336.41,400455.0,578782.0,12441154.13,,,,0.19,,,,,5803.0,,,,0.19,,,,,13.22,,,,14.74,14.74,2315469.0,71935939.66,,76.5,14.74,15.57,0.3818,57.82,0.2546,33.19
2017-04-20,684338.0,21219064.88,3.76,14.24,1.85,23.01,1.0,18214484.39,388394.0,587437.0,12042817.27,,,35.0,0.14,,4555.0,,0.54,4100.0,16651.0,,,0.14,35.0,0.15,4555.0,,12.89,,,,14.27,14.27,2332688.0,72328963.2,,77.41,14.28,15.7,0.3844,58.41,0.2515,33.125
2017-04-21,684338.0,21286325.31,3.76,14.08,1.85,23.03,1.0,18272220.87,388774.0,587437.0,12092810.62,,,,0.16,,,,,5000.0,,,,0.16,,,380.0,5000.0,12.88,0.17,,,14.34,14.34,2321905.0,72222827.28,,77.05,14.32,15.69,0.3851,58.44,0.2525,33.23
2017-04-24,678803.0,21606589.94,3.73,14.0,1.83,23.13,1.0,18522189.65,383239.0,581902.0,12198661.35,,,,,,,,0.18,,5535.0,,,,,,,5535.0,12.7,0.1,,,14.09,14.09,2335933.0,74353746.9,,77.64,14.06,15.18,0.3883,58.84,0.2496,34.005
2017-04-25,671803.0,21632169.59,3.69,13.81,1.81,23.3,1.0,18511941.09,383239.0,574902.0,12340360.26,,,,,,,,,,,,,,,,,7000.0,13.02,0.2,,,14.09,14.09,2337432.0,75265703.53,,79.55,14.06,14.19,0.3937,59.5,0.2469,34.4
2017-04-26,717934.0,23010071.85,3.95,14.74,1.94,24.95,1.0,19904356.04,383834.0,621033.0,12302033.22,,,595.0,1.56,,,,,46131.0,,,,1.56,595.0,,,,13.21,,,,14.15,14.15,2329373.0,74657336.32,,80.08,14.16,19.47,0.3653,55.67,0.2646,34.24
2017-04-27,741549.0,23770412.68,4.08,15.15,2.0,25.73,1.0,20664243.36,383834.0,644648.0,12303829.66,,,,0.81,,,,,23615.0,,,,0.81,,,,,13.15,,,,14.22,14.22,2316041.0,74240880.05,,79.31,14.22,18.89,0.3447,53.89,0.2747,34.245
2017-04-28,745894.0,23927146.89,4.1,15.12,2.01,25.85,1.0,20818709.95,378848.0,648993.0,12152868.56,,,,,,8900.0,,0.17,,4986.0,,,,,0.3,,4555.0,12.97,0.16,,,14.05,14.05,2316677.0,74315480.3,,79.26,14.06,18.82,0.3403,53.51,0.2767,34.27
2017-05-01,745894.0,23927146.89,4.1,15.33,2.01,25.86,1.0,20818709.95,378848.0,648993.0,12152868.56,,,,,,,,,,,,,,,,,,12.98,,,,14.05,14.05,2317139.0,74330300.56,,79.39,14.05,18.8,0.3404,53.53,0.2767,
2017-05-02,744986.0,24096763.0,4.1,15.31,2.01,25.95,1.0,21053818.34,377940.0,650909.0,12224566.11,,,,0.06,,,,0.1,1916.0,2824.0,,,0.06,,,1916.0,,12.95,,,,14.06,14.06,2310291.0,74726954.19,,79.29,14.04,18.88,0.3409,53.61,0.2771,34.555
2017-05-03,744986.0,24264125.85,4.1,15.04,2.01,26.18,1.0,21200046.57,377940.0,650909.0,12309471.22,,,,,,,,,,,,,,,,,,13.07,,,,13.96,13.96,2330026.0,75888733.61,,80.69,13.94,18.87,0.3412,53.64,0.2751,34.795
2017-05-04,748987.0,24117507.37,4.12,15.0,2.02,26.13,1.0,21088212.15,377940.0,654910.0,12169731.57,,,,0.14,,,,,4001.0,,,,0.14,,,,,13.12,,,,14.21,14.21,2281131.0,73452801.86,,78.97,14.25,18.65,0.3369,53.26,0.2817,34.4
2017-05-05,740260.0,23850354.93,4.07,14.56,2.0,25.76,1.0,20917920.51,374879.0,649244.0,12078184.97,,,,0.11,,,,0.11,3334.0,3061.0,,,0.11,,,,9000.0,12.89,0.31,,,13.88,13.88,2325863.0,74936722.33,,79.88,13.89,17.72,0.3406,53.93,0.2741,34.42
2017-05-08,744385.0,23864804.8,4.1,14.43,2.01,25.88,1.0,20946853.65,374879.0,653369.0,12018530.95,,,,0.14,,,,,4125.0,,,,0.14,,,,,12.92,,,,13.8,13.8,2341499.0,75067897.1,,80.68,13.8,17.57,0.3378,53.68,0.274,34.25
2017-05-09,706208.0,23229191.15,3.89,13.61,1.9,24.93,1.0,21375514.8,340218.0,649853.0,11190738.36,,,,,,,,1.21,,34661.0,,,,,,,3516.0,11.68,0.13,,,12.54,12.54,2371932.0,78019594.54,,81.86,12.49,18.72,0.3682,56.61,0.2604,35.14
2017-05-10,706636.0,23712897.09,3.89,13.37,1.91,25.47,1.0,21816062.65,340646.0,650111.0,11431208.63,,,3446.0,0.04,,,,0.0,258.0,3018.0,,,0.04,3446.0,,,,11.98,,,,12.5,12.5,2383502.0,79984231.84,,84.19,12.46,18.7,0.3675,56.56,0.2594,35.85
2017-05-11,696264.0,23136730.69,3.83,12.8,1.88,25.11,1.0,21154039.96,344274.0,636598.0,11440164.68,,,3628.0,0.04,,,,,487.0,,,,0.04,3628.0,,,14000.0,12.34,0.54,,,12.7,12.7,2366552.0,78640108.18,,84.7,12.71,16.77,0.3714,57.39,0.2568,35.5
2017-05-12,845706.0,28221405.8,4.65,15.38,2.28,30.38,1.0,21384746.17,491362.0,640833.0,16396864.15,,,147088.0,0.14,,,,,4235.0,,,,0.14,147088.0,,,,17.45,,,,18.45,18.45,2171980.0,72479477.46,,76.98,18.48,21.9,0.2975,47.19,0.3175,35.65
2017-05-15,1100452.0,36567827.08,6.06,20.0,2.97,39.47,1.0,26317223.67,591211.0,791976.0,19645837.91,,79902.0,76000.0,5.67,2.85,,,,160000.0,,,79902.0,5.67,76000.0,,23849.0,8857.0,21.04,0.24,0.14,,21.8,21.8,2120784.0,70473280.61,3902.0,75.42,21.81,25.79,0.2466,36.06,0.4058,35.5
2017-05-16,1187552.0,39456586.77,6.53,21.27,3.2,42.49,1.0,26017813.23,684462.0,783076.0,22741348.84,,,82312.0,,,,,0.11,,2749.0,,,,82312.0,,13688.0,8900.0,24.27,0.3,,,25.24,25.24,2027784.0,67373416.36,,71.6,25.31,23.56,0.2171,33.38,0.4378,35.495
2017-05-17,1022204.0,33403126.82,5.62,18.13,2.76,36.21,1.0,20271324.81,679114.0,620344.0,22191784.68,,,,,,,,0.19,,5348.0,,,,,,,162732.0,23.99,5.88,,,25.02,25.02,2034896.0,66495424.75,,71.81,25.04,27.18,0.2519,38.81,0.3766,34.91
