,74SW FP Equity_DX_SI_QTY,74SW FP Equity_DX_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,74SW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,74SW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,74SW FP Equity_DX_SI_MV,74SW FP Equity_DX_DSS,74SW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY,74SW FP Equity_DX_BROKER_SI_QTY,74SW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,74SW FP Equity_DX_BROKER_SI_MV_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_x,74SW FP Equity_DX_BROKER_SI_MV_INC_x,74SW FP Equity_DX_SUPPLY_SI_MV_NEW,74SW FP Equity_DX_BROKER_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_NEW,74SW FP Equity_DX_SUPPLY_SI_MV_DEC,74SW FP Equity_DX_BROKER_SI_QTY_INC,74SW FP Equity_DX_SUPPLY_SI_QTY_DEC,74SW FP Equity_DX_BROKER_SI_MV_NEW_y,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,74SW FP Equity_DX_BROKER_SI_MV_INC_y,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_y,74SW FP Equity_DX_BROKER_SI_MV_ADD,74SW FP Equity_DX_SUPPLY_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_DEC,74SW FP Equity_DX_SUPPLY_SI_MV,74SW FP Equity_DX_BROKER_SI_MV_DEC,74SW FP Equity_DX_SUPPLY_SI_MV_RMV,74SW FP Equity_DX_BROKER_SI_MV_RMV,74SW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,74SW FP Equity_DX_UTILIZATION_QUANTITY,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,74SW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,74SW FP Equity_DX_ACTIVE_UTILIZATION_MV,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,74SW FP Equity_DX_BROKER_SI_CON_RATIO,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,74SW FP Equity_DX_DEMAND_SUPPLY_RATIO,74SW FP Equity_PX_LAST
2023-01-05,4728.0,80612.4,0.07,0.61,0.02,0.08,0.0,60288.8,3726.0,3536.0,63528.3,,,,,,,,,,,,,,,,,,0.06,,,,2.54,2.54,142809.0,2434893.45,,2.44,2.56,21.2,0.3791,53.73,0.0323,17.05
2023-01-06,4728.0,80612.4,0.07,0.61,0.02,0.08,0.0,60288.8,3726.0,3536.0,63528.3,,,,,,,,,,,,,,,,,,0.06,,,,2.54,2.54,142809.0,2434893.45,,2.43,2.52,21.16,0.3787,53.62,0.0323,17.05
2023-01-09,4724.0,80780.4,0.07,0.61,0.02,0.08,0.0,60431.4,3724.0,3534.0,63680.4,,,,,,,,0.0,,2.0,,,,,,,2.0,0.06,0.0,,,2.54,2.54,142809.0,2442033.9,,2.43,2.53,21.18,0.3793,53.67,0.0322,17.1
2023-01-10,4724.0,80544.2,0.07,0.64,0.02,0.08,0.0,60254.7,3724.0,3534.0,63494.2,,,,,,,,,,,,,,,,,,0.06,,,,2.54,2.54,142809.0,2434893.45,,2.44,2.54,21.17,0.379,53.64,0.0322,17.05
2023-01-11,5648.0,96580.8,0.08,0.84,0.03,0.1,0.0,68331.6,4186.0,3996.0,71580.6,,,,,,462.0,,,,,,,,,0.01,462.0,,0.07,,,,2.85,2.85,142809.0,2442033.9,,2.44,2.84,17.71,0.2919,44.87,0.0384,17.1
2023-01-12,5648.0,96580.8,0.08,0.86,0.03,0.1,0.0,68331.6,4186.0,3996.0,71580.6,,,,,,,,,,,,,,,,,,0.07,,,,2.85,2.85,142809.0,2442033.9,,2.44,2.83,17.71,0.292,44.88,0.0384,17.1
2023-01-13,5648.0,96580.8,0.08,0.87,0.03,0.1,0.0,68331.6,4186.0,3996.0,71580.6,,,,,,,,,,,,,,,,,,0.07,,,,2.85,2.85,142809.0,2442033.9,,2.44,2.85,17.71,0.2919,44.87,0.0384,17.1
2023-01-16,5648.0,97428.0,0.08,0.9,0.03,0.1,0.0,68931.0,4186.0,3996.0,72208.5,,,,,,,,,,,,,,,,,,0.07,,,,2.84,2.84,143462.0,2474719.5,,2.45,2.83,17.71,0.2919,44.87,0.0383,17.25
2023-01-17,5648.0,98557.6,0.08,0.94,0.03,0.1,0.0,69730.2,4186.0,3996.0,73045.7,,,,,,,,,,,,,,,,,,0.07,,,,2.84,2.84,143462.0,2503411.9,,2.48,2.84,17.7,0.2918,44.86,0.0383,17.45
2023-01-18,5648.0,99404.8,0.08,1.36,0.03,0.1,0.0,70329.6,4186.0,3996.0,73673.6,,,,,,,,,,,,,,,,,,0.07,,,,2.84,2.84,143462.0,2524931.2,,2.51,2.83,17.71,0.2919,44.87,0.0383,17.6
2023-01-19,4724.0,83614.8,0.07,1.14,0.02,0.08,0.0,62551.8,3724.0,3534.0,65914.8,,,,,,,,0.01,,462.0,,,,,,,462.0,0.07,0.01,,,2.53,2.53,143462.0,2539277.4,,2.53,2.52,21.17,0.379,53.64,0.0321,17.7
2023-01-20,4724.0,85032.0,0.07,1.3,0.02,0.08,0.0,63612.0,3724.0,3534.0,67032.0,,,,,,,,,,,,,,,,,,0.07,,,,2.53,2.53,143462.0,2582316.0,,2.54,2.52,21.17,0.3791,53.65,0.0321,18.0
2023-01-23,4724.0,85976.8,0.07,1.28,0.02,0.09,0.0,64318.8,3724.0,3534.0,67776.8,,,,,,,,,,,,,,,,,,0.07,,,,2.53,2.53,143462.0,2611008.4,,2.57,2.53,21.13,0.3824,54.14,0.0321,18.2
2023-01-24,9793.0,180191.2,0.14,2.69,0.05,0.18,0.0,65025.6,8793.0,3534.0,161791.2,,,4453.0,,,,,,,,,,,4453.0,,616.0,,0.16,,,,5.97,5.97,138393.0,2546431.2,,2.52,5.95,25.91,0.3757,53.63,0.0665,18.4
2023-01-25,9603.0,175254.75,0.13,2.85,0.04,0.18,0.0,64495.5,8603.0,3534.0,157004.75,,,,,,,,0.0,,190.0,,,,,,,,0.16,,,,5.84,5.84,138583.0,2529139.75,,2.55,5.83,26.43,0.3695,52.71,0.0652,18.25
2023-01-26,9603.0,176695.2,0.13,2.96,0.04,0.18,0.0,65025.6,8603.0,3534.0,158295.2,,,,,,,,,,,,,,,,,,0.16,,,,5.84,5.84,138583.0,2549927.2,,2.53,5.85,26.52,0.3698,52.72,0.0652,18.4
2023-01-27,9603.0,204543.9,0.13,2.95,0.04,0.18,0.0,75274.2,8603.0,3534.0,183243.9,,,,,,,,,,,,,,,,,,0.16,,,,5.84,5.84,138583.0,2951817.9,,2.59,5.77,26.37,0.3701,52.81,0.0652,21.3
2023-01-30,9603.0,212226.3,0.13,2.28,0.04,0.2,0.0,78101.4,8603.0,3534.0,190126.3,,,,,,,,,,,,,,,,,,0.18,,,,5.84,5.84,138583.0,3062684.3,,2.85,5.96,26.75,0.3781,53.58,0.0652,22.1
2023-01-31,9603.0,212226.3,0.13,2.12,0.04,0.21,0.0,78101.4,8603.0,3534.0,190126.3,,,,,,,,,,,,,,,,,,0.19,,,,5.84,5.84,138583.0,3062684.3,,3.06,5.84,26.41,0.3697,52.74,0.0652,22.1
2023-02-01,5473.0,121500.6,0.08,1.2,0.03,0.12,0.0,78454.8,4473.0,3534.0,99300.6,,,,,,,,0.09,,4130.0,,,,,,,,0.1,,,,3.04,3.04,142713.0,3168228.6,,3.15,3.01,18.31,0.3111,46.39,0.0372,22.2
2023-02-02,5473.0,120406.0,0.08,1.3,0.03,0.12,0.0,77748.0,4473.0,3534.0,98406.0,,,,,,,,,,,,,,,,,,0.1,,,,3.04,3.04,142713.0,3139686.0,,3.17,3.06,18.25,0.3103,46.25,0.0372,22.0
2023-02-03,5473.0,121500.6,0.08,1.31,0.03,0.12,0.0,78454.8,4473.0,3534.0,99300.6,,,,,,,,,,,,,,,,,,0.1,,,,3.04,3.04,142517.0,3163877.4,,3.14,3.06,18.32,0.3098,46.17,0.0372,22.2
2023-02-06,6256.0,139508.8,0.09,1.57,0.03,0.14,0.0,78808.2,5256.0,3534.0,117208.8,,,,,,,,0.02,,939.0,,,,,,1722.0,,0.12,,,,3.58,3.58,141734.0,3160668.2,,3.15,3.6,27.77,0.2908,40.36,0.0426,22.3
2023-02-07,6256.0,141385.6,0.09,1.52,0.03,0.14,0.0,79868.4,5256.0,3534.0,118785.6,,,,,,,,,,,,,,,,,,0.12,,,,3.57,3.57,142076.0,3210917.6,,3.17,3.56,27.4,0.2923,40.83,0.0425,22.6
2023-02-08,6256.0,142011.2,0.09,1.47,0.03,0.14,0.0,80221.8,5256.0,3534.0,119311.2,,,,,,,,,,,,,,,,,,0.12,,,,3.57,3.57,142076.0,3225125.2,,3.21,3.56,27.48,0.291,40.53,0.0425,22.7
2023-02-09,8357.0,189703.9,0.12,1.92,0.04,0.19,0.0,80221.8,7357.0,3534.0,167003.9,,,1485.0,,,,,,,,,,,1485.0,,616.0,,0.17,,,,4.99,4.99,139975.0,3177432.5,,3.17,5.0,25.16,0.2264,30.33,0.0567,22.7
2023-02-10,6394.0,146422.6,0.09,1.45,0.03,0.15,0.0,84088.8,5394.0,3672.0,123522.6,,,,,,138.0,,0.04,,1963.0,,,,,0.0,,,0.12,,,,3.64,3.64,142686.0,3267509.4,,3.24,3.66,26.96,0.2791,39.71,0.0432,22.9
2023-02-13,6394.0,147701.4,0.09,1.48,0.03,0.15,0.0,84823.2,5394.0,3672.0,124601.4,,,,,,,,,,,,,,,,,,0.12,,,,3.64,3.64,142686.0,3296046.6,,3.26,3.63,26.85,0.2787,39.68,0.0432,23.1
2023-02-14,6256.0,144513.6,0.09,1.43,0.03,0.14,0.0,81635.4,5256.0,3534.0,121413.6,,,,,,,,0.0,,138.0,,,,,,,138.0,0.12,0.0,,,3.55,3.55,142824.0,3299234.4,,3.3,3.54,27.49,0.2909,40.52,0.0422,23.1
2023-02-15,6256.0,143888.0,0.09,1.41,0.03,0.14,0.0,81282.0,5256.0,3534.0,120888.0,,,,,,,,,,,,,,,,,,0.12,,,,3.54,3.54,143317.0,3296291.0,,3.31,3.55,27.63,0.2905,40.37,0.0421,23.0
2023-02-16,6412.0,146834.8,0.09,1.42,0.03,0.15,0.0,84501.0,5412.0,3690.0,123934.8,,,,,,156.0,,,,,,,,,0.0,156.0,,0.12,,,,100.0,3.62,0.0,0.0,,0.0,100.0,26.86,0.2764,39.36,0.0429,22.9
2023-02-17,6412.0,147476.0,0.09,1.4,0.03,0.15,0.0,84870.0,5412.0,3690.0,124476.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,3.62,0.0,0.0,,0.0,100.0,26.75,0.2767,39.46,0.0429,23.0
2023-02-20,6412.0,147476.0,0.09,1.39,0.03,0.15,0.0,84870.0,5412.0,3690.0,124476.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,3.62,0.0,0.0,,0.0,100.0,26.79,0.277,39.5,0.0429,23.0
2023-02-21,10512.0,239673.6,0.15,2.27,0.05,0.25,0.0,177612.0,9512.0,7790.0,216873.6,,,2676.0,,,4100.0,,,,,,,,2676.0,0.1,1424.0,,0.22,,,,6.36,6.36,140072.0,3193641.6,,3.22,6.38,23.68,0.2594,39.94,0.0703,22.8
2023-02-22,10512.0,234417.6,0.15,1.69,0.05,0.24,0.0,173717.0,9512.0,7790.0,212117.6,,,,,,,,,,,,,,,,,,0.22,,,,6.36,6.36,140072.0,3123605.6,,3.19,6.39,23.68,0.2591,39.88,0.0703,22.3
2023-02-23,10512.0,236520.0,0.15,1.67,0.05,0.24,0.0,175275.0,9512.0,7790.0,214020.0,,,,,,,,,,,,,,,,,,0.21,,,,6.36,6.36,140072.0,3151620.0,,3.13,6.36,23.69,0.2593,39.92,0.0703,22.5
2023-02-24,8892.0,200959.2,0.12,1.4,0.04,0.2,0.0,176054.0,7892.0,7790.0,178359.2,,,,,,,,0.04,,1620.0,,,,,,,,0.18,,,,5.28,5.28,141692.0,3202239.2,,3.19,5.3,27.91,0.3247,47.12,0.0594,22.6
2023-02-27,8736.0,196560.0,0.12,1.37,0.04,0.2,0.0,171765.0,7736.0,7634.0,174060.0,,,,,,,,0.0,,156.0,,,,,,,156.0,0.17,0.0,,,9.44,9.44,74211.0,1669747.5,,1.68,9.41,28.57,0.335,47.73,0.1066,22.5
2023-02-28,8736.0,196560.0,0.12,1.34,0.04,0.2,0.0,171765.0,7736.0,7634.0,174060.0,,,,,,,,,,,,,,,,,,0.17,,,,9.44,9.44,74211.0,1669747.5,,1.67,9.46,28.46,0.3361,47.93,0.1066,22.5
2023-03-01,9736.0,219060.0,0.13,1.48,0.05,0.22,0.0,194265.0,7736.0,8634.0,174060.0,,,,0.01,,500.0,,,500.0,,,,0.01,,0.01,,,0.17,,,,9.44,9.44,74211.0,1669747.5,,1.67,9.38,25.61,0.285,42.82,0.1188,22.5
2023-03-02,9736.0,218086.4,0.13,1.47,0.05,0.22,0.0,193401.6,7736.0,8634.0,173286.4,,,,,,,,,,,,,,,,,,0.18,,,,9.44,9.44,74211.0,1662326.4,,1.67,9.48,25.46,0.2862,43.08,0.1188,22.4
2023-03-03,9736.0,219060.0,0.13,1.46,0.05,0.22,0.0,194265.0,8236.0,8634.0,185310.0,,,,,,,,,,,,,,,,500.0,,0.18,,,,10.05,10.05,73711.0,1658497.5,,1.65,10.01,25.58,0.2853,42.87,0.1188,22.5
2023-03-06,9736.0,219060.0,0.13,1.49,0.05,0.22,0.0,194265.0,8236.0,8634.0,185310.0,,,,,,,,,,,,,,,,,,0.18,,,,9.96,9.96,74414.0,1674315.0,,1.67,9.94,25.63,0.2848,42.78,0.1178,22.5
2023-03-07,9736.0,220033.6,0.13,1.43,0.05,0.22,0.0,195128.4,8236.0,8634.0,186133.6,,,,,,,,,,,,,,,,,,0.19,,,,9.95,9.95,74539.0,1684581.4,,1.68,10.02,25.47,0.2867,43.17,0.1176,22.6
2023-03-08,9736.0,219060.0,0.13,1.4,0.05,0.22,0.0,194265.0,8236.0,8634.0,185310.0,,,,,,,,,,,,,,,,,,0.19,,,,9.95,9.95,74539.0,1677127.5,,1.68,9.95,25.41,0.2861,43.08,0.1176,22.5
2023-03-09,9736.0,217112.8,0.13,1.38,0.05,0.22,0.0,192538.2,8236.0,8634.0,183662.8,,,,,,,,,,,,,,,,,,0.18,,,,9.95,9.95,74539.0,1662219.7,,1.67,9.93,25.56,0.2855,42.92,0.1176,22.3
2023-03-10,9736.0,216139.2,0.13,1.37,0.05,0.22,0.0,191674.8,8236.0,8634.0,182839.2,,,,,,,,,,,,,,,,,,0.18,,,,5.44,5.44,143066.0,3176065.2,,3.19,5.42,25.63,0.2848,42.78,0.0643,22.2
2023-03-13,37801.0,786260.8,0.52,6.02,0.17,0.87,0.0,763339.2,36301.0,36699.0,755060.8,,,3341.0,,,28065.0,,,,,,,,3341.0,0.65,24724.0,,0.8,,,,23.99,23.99,115001.0,2392020.8,,2.54,24.01,10.85,0.5757,74.66,0.2498,20.8
2023-03-14,37801.0,793821.0,0.52,6.17,0.17,0.82,0.0,770679.0,36301.0,36699.0,762321.0,,,,,,,,,,,,,,,,,,0.76,,,,23.88,23.88,115706.0,2429826.0,,2.46,23.5,10.84,0.5743,74.57,0.2487,21.0
2023-03-15,15941.0,334761.0,0.22,2.56,0.07,0.34,0.0,181314.0,14441.0,8634.0,303261.0,,,658.0,,,,,0.56,,26997.0,,,,658.0,,4479.0,28065.0,0.31,0.61,,,9.46,9.46,138174.0,2901654.0,,2.9,9.54,26.62,0.2564,38.42,0.1045,21.0
2023-03-16,14215.0,298515.0,0.2,2.27,0.07,0.31,0.0,275373.0,12715.0,13113.0,267015.0,,,,,,4479.0,,0.04,,1726.0,,,,,0.1,,,0.27,,,,8.33,8.33,139900.0,2937900.0,,2.94,8.32,29.06,0.2343,32.07,0.0931,21.0
2023-03-17,14113.0,296373.0,0.19,2.2,0.07,0.3,0.0,275373.0,12613.0,13113.0,264873.0,,,,,,,,0.0,,102.0,,,,,,,,0.26,,,,8.26,8.26,140002.0,2940042.0,,2.94,8.25,29.27,0.2378,32.35,0.0925,21.0
2023-03-20,14113.0,294961.7,0.19,2.21,0.07,0.3,0.0,274061.7,12613.0,13113.0,263611.7,,,,,,,,,,,,,,,,,,0.26,,,,8.21,8.21,141046.0,2947861.4,,2.96,8.2,29.27,0.2376,32.3,0.0918,20.9
2023-03-21,17093.0,357243.7,0.24,2.73,0.08,0.36,0.0,232282.6,12613.0,11114.0,263611.7,,,,,,,,,,,,,,,,,1999.0,0.26,0.05,,,8.21,8.21,141053.0,2948007.7,,2.95,8.19,14.64,0.3305,52.93,0.1112,20.9
2023-03-22,10013.0,210273.0,0.14,1.63,0.05,0.21,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,0.09,,4100.0,,,,,,,2101.0,0.18,0.04,,,5.55,5.55,144903.0,3042963.0,,3.03,5.54,24.77,0.3034,45.63,0.0653,21.0
2023-03-23,10013.0,210273.0,0.14,1.67,0.05,0.22,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,,,,,,,,,,,0.18,,,,5.52,5.52,145625.0,3058125.0,,3.06,5.53,24.73,0.3039,45.73,0.065,21.0
2023-03-24,12470.0,263117.0,0.17,2.09,0.06,0.27,0.0,190174.3,10970.0,9013.0,231467.0,,,,,,,,,,,,,,,,2457.0,,0.23,,,,7.12,7.12,143168.0,3020844.8,,3.01,7.14,27.22,0.2667,37.16,0.0809,21.1
2023-03-27,14927.0,316452.4,0.21,2.51,0.07,0.32,0.0,243164.0,10970.0,11470.0,232564.0,,,,,,2457.0,,,,,,,,,0.05,,,0.23,,,,7.12,7.12,143168.0,3035161.6,,3.02,7.11,31.21,0.2865,38.78,0.0968,21.2
2023-03-28,14927.0,314959.7,0.21,2.49,0.07,0.32,0.0,242017.0,10970.0,11470.0,231467.0,,,,,,,,,,,,,,,,,,0.23,,,,7.09,7.09,143750.0,3033125.0,,3.05,7.08,30.9,0.2865,38.99,0.0965,21.1
2023-03-29,14927.0,316452.4,0.21,2.5,0.07,0.32,0.0,243164.0,10970.0,11470.0,232564.0,,,,,,,,,,,,,,,,,,0.23,,,,7.09,7.09,143750.0,3047500.0,,3.03,7.09,30.93,0.2867,38.98,0.0965,21.2
2023-03-30,12470.0,264364.0,0.17,2.11,0.06,0.27,0.0,243164.0,8513.0,11470.0,180475.6,,,,,,,,0.05,,2457.0,,,,,,,,0.18,,,,5.5,5.5,146207.0,3099588.4,,3.1,5.5,27.18,0.2655,36.87,0.0806,21.2
2023-03-31,12470.0,263117.0,0.17,2.15,0.06,0.27,0.0,242017.0,8513.0,11470.0,179624.3,,,,,,,,,,,,,,,,,,0.18,,,,5.5,5.5,146207.0,3084967.7,,3.1,5.51,27.13,0.2664,37.15,0.0806,21.1
2023-04-03,10013.0,209271.7,0.14,1.33,0.05,0.22,0.0,188371.7,8513.0,9013.0,177921.7,,,,,,,,,,,,,,,,,2457.0,0.18,0.05,,,5.5,5.5,146207.0,3055726.3,,3.08,5.5,24.74,0.3041,45.75,0.0647,20.9
2023-04-04,10013.0,210273.0,0.14,1.29,0.05,0.21,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,,,,,,,,,,,0.18,,,,5.5,5.5,146207.0,3070347.0,,3.06,5.49,24.76,0.3038,45.7,0.0647,21.0
2023-04-05,10013.0,212275.6,0.14,1.62,0.05,0.22,0.0,191075.6,8513.0,9013.0,180475.6,,,,,,,,,,,,,,,,,,0.18,,,,5.46,5.46,147508.0,3127169.6,,3.1,5.46,24.62,0.3052,45.97,0.0642,21.2
2023-04-06,10013.0,210273.0,0.14,1.62,0.05,0.22,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,,,,,,,,,,,0.18,,,,5.46,5.46,147508.0,3097668.0,,3.12,5.46,24.53,0.3047,45.92,0.0642,21.0
2023-04-07,10013.0,210273.0,0.14,1.58,0.05,0.22,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,,,,,,,,,,,0.18,,,,5.46,5.46,147508.0,3097668.0,,3.1,5.46,24.61,0.3055,46.01,0.0642,
2023-04-10,10013.0,210273.0,0.14,1.58,0.05,0.22,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,,,,,,,,,,,0.18,,,,5.46,5.46,147508.0,3097668.0,,3.1,5.46,24.61,0.3051,45.96,0.0642,
2023-04-11,10013.0,211274.3,0.14,1.58,0.05,0.21,0.0,190174.3,8513.0,9013.0,179624.3,,,,,,,,,,,,,,,,,,0.18,,,,5.44,5.44,147949.0,3121723.9,,3.11,5.43,24.77,0.3037,45.67,0.064,21.1
2023-04-12,10013.0,210273.0,0.14,1.57,0.05,0.22,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,,,,,,,,,,,0.18,,,,5.44,5.44,147949.0,3106929.0,,3.12,5.43,24.69,0.3038,45.73,0.064,21.0
2023-04-13,10013.0,208270.4,0.14,1.58,0.05,0.21,0.0,187470.4,8513.0,9013.0,177070.4,,,,,,,,,,,,,,,,,,0.18,,,,5.43,5.43,148316.0,3084972.8,,3.11,5.42,24.76,0.3036,45.67,0.0638,20.8
2023-04-14,10013.0,210273.0,0.14,1.57,0.05,0.21,0.0,189273.0,8513.0,9013.0,178773.0,,,,,,,,,,,,,,,,,,0.18,,,,5.43,5.43,148316.0,3114636.0,,3.09,5.43,24.81,0.3048,45.83,0.0638,21.0
2023-04-17,10013.0,210273.0,0.14,1.57,0.05,0.22,0.0,136059.0,8513.0,6479.0,178773.0,,,,,,,,,,,,,,,,,2534.0,0.18,0.05,,,5.4,5.4,149096.0,3131016.0,,3.13,5.41,24.72,0.3052,45.93,0.0635,21.0
2023-04-18,10013.0,209271.7,0.14,1.56,0.05,0.21,0.0,188371.7,8513.0,9013.0,177921.7,,,,,,2534.0,,,,,,,,,0.05,,,0.18,,,,5.4,5.4,149096.0,3116106.4,,3.13,5.4,24.76,0.3038,45.71,0.0635,20.9
2023-04-19,10013.0,209271.7,0.14,1.54,0.05,0.21,0.0,188371.7,8513.0,9013.0,177921.7,,,,,,,,,,,,,,,,,,0.18,,,,5.4,5.4,149096.0,3116106.4,,3.12,5.4,24.68,0.3045,45.84,0.0635,20.9
2023-04-20,5534.0,116214.0,0.08,0.89,0.03,0.12,0.0,95214.0,4034.0,4534.0,84714.0,,,,,,,,0.09,,4479.0,,,,,,,4479.0,0.08,0.1,,,2.56,2.56,153575.0,3225075.0,,3.21,2.56,27.02,0.3224,45.65,0.0351,21.0
2023-04-21,5534.0,116214.0,0.08,0.91,0.03,0.12,0.0,95214.0,4034.0,4534.0,84714.0,,,,,,,,,,,,,,,,,,0.08,,,,2.56,2.56,153575.0,3225075.0,,3.23,2.56,26.99,0.322,45.59,0.0351,21.0
2023-04-24,5534.0,115660.6,0.08,0.92,0.03,0.12,0.0,94760.6,4034.0,4534.0,84310.6,,,,,,,,,,,,,,,,,,0.08,,,,2.56,2.56,153565.0,3209508.5,,3.22,2.55,27.0,0.3221,45.61,0.0351,20.9
2023-04-25,5534.0,110680.0,0.08,0.92,0.03,0.12,0.0,90680.0,4034.0,4534.0,80680.0,,,,,,,,,,,,,,,,,,0.08,,,,2.56,2.56,153304.0,3066080.0,,3.19,2.57,26.97,0.3216,45.56,0.0352,20.0
2023-04-26,5534.0,110126.6,0.08,0.9,0.03,0.11,0.0,90226.6,4034.0,4534.0,80276.6,,,,,,,,,,,,,,,,,,0.08,,,,2.56,2.56,153772.0,3060062.8,,3.07,2.55,26.96,0.3217,45.55,0.0351,19.9
2023-04-27,5534.0,117320.8,0.08,0.9,0.03,0.12,0.0,96120.8,4034.0,4534.0,85520.8,,,,,,,,,,,,,,,,,,0.08,,,,2.56,2.56,153772.0,3259966.4,,3.08,2.56,27.44,0.3279,46.36,0.0351,21.2
2023-04-28,5534.0,117874.2,0.08,0.93,0.03,0.12,0.0,96574.2,4034.0,4534.0,85924.2,,,,,,,,,,,,,,,,,,0.09,,,,2.56,2.56,153772.0,3275343.6,,3.26,2.56,26.93,0.3225,45.7,0.0351,21.3
2023-05-01,5534.0,117874.2,0.08,0.93,0.03,0.12,0.0,96574.2,4034.0,4534.0,85924.2,,,,,,,,,,,,,,,,,,0.09,,,,2.56,2.56,153772.0,3275343.6,,3.27,2.56,27.01,0.3221,45.62,0.0351,
2023-05-02,5534.0,115107.2,0.08,0.93,0.03,0.12,0.0,94307.2,4034.0,4534.0,83907.2,,,,,,,,,,,,,,,,,,0.09,,,,2.56,2.56,153772.0,3198457.6,,3.27,2.55,26.52,0.3227,45.88,0.0351,20.8
2023-05-03,5534.0,116214.0,0.08,0.95,0.03,0.12,0.0,95214.0,4034.0,4534.0,84714.0,,,,,,,,,,,,,,,,,,0.08,,,,2.51,2.51,156966.0,3296286.0,,3.27,2.5,27.0,0.3221,45.61,0.0344,21.0
2023-05-04,5534.0,117874.2,0.08,0.93,0.03,0.12,0.0,96574.2,4034.0,4534.0,85924.2,,,,,,,,,,,,,,,,,,0.09,,,,2.55,2.55,154241.0,3285333.3,,3.24,2.55,26.97,0.3217,45.57,0.035,21.3
2023-05-05,5534.0,121194.6,0.08,0.92,0.03,0.12,0.0,99294.6,4034.0,4534.0,88344.6,,,,,,,,,,,,,,,,,,0.09,,,,2.55,2.55,154241.0,3377877.9,,3.3,2.55,26.99,0.322,45.59,0.035,21.9
2023-05-08,5534.0,121748.0,0.08,0.93,0.03,0.12,0.0,99748.0,4034.0,4534.0,88748.0,,,,,,,,,,,,,,,,,,0.09,,,,2.56,2.56,153394.0,3374668.0,,3.36,2.57,26.98,0.3218,45.58,0.0352,22.0
2023-05-09,5534.0,121748.0,0.08,0.93,0.03,0.12,0.0,99748.0,4034.0,4534.0,88748.0,,,,,,,,,,,,,,,,,,0.09,,,,2.56,2.56,153394.0,3374668.0,,3.38,2.57,26.98,0.3217,45.57,0.0352,22.0
2023-05-10,5534.0,120641.2,0.08,0.92,0.03,0.12,0.0,98841.2,4034.0,4534.0,87941.2,,,,,,,,,,,,,,,,,,0.09,,,,2.56,2.56,153824.0,3353363.2,,3.38,2.55,26.99,0.322,45.59,0.0351,21.8
2023-05-11,5534.0,121748.0,0.08,0.92,0.03,0.12,0.0,99748.0,4034.0,4534.0,88748.0,,,,,,,,,,,,,,,,,,0.09,,,,2.55,2.55,154254.0,3393588.0,,3.37,2.56,26.86,0.3227,45.79,0.035,22.0
2023-05-12,5534.0,120641.2,0.08,0.93,0.03,0.12,0.0,98841.2,4034.0,4534.0,87941.2,,,,,,,,,,,,,,,,,,0.09,,,,2.55,2.55,154254.0,3362737.2,,3.39,2.56,27.08,0.3205,45.33,0.035,21.8
2023-05-15,5534.0,120641.2,0.08,0.94,0.03,0.12,0.0,98841.2,4034.0,4534.0,87941.2,,,,,,,,,,,,,,,,,,0.09,,,,2.55,2.55,154254.0,3362737.2,,3.36,2.55,26.99,0.322,45.59,0.035,21.8
2023-05-16,5534.0,121748.0,0.08,0.95,0.03,0.12,0.0,99748.0,4034.0,4534.0,88748.0,,,,,,,,,,,,,,,,,,0.09,,,,2.55,2.55,154254.0,3393588.0,,3.37,2.55,26.98,0.3218,45.58,0.035,22.0
2023-05-17,5534.0,120641.2,0.08,0.96,0.03,0.12,0.0,98841.2,4034.0,4534.0,87941.2,,,,,,,,,,,,,,,,,,0.09,,,,2.53,2.53,155296.0,3385452.8,,3.41,2.54,26.98,0.3218,45.58,0.0347,21.8
