,ARG FP Equity_DX_SI_QTY,ARG FP Equity_DX_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ARG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ARG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ARG FP Equity_DX_SI_MV,ARG FP Equity_DX_DSS,ARG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY,ARG FP Equity_DX_BROKER_SI_QTY,ARG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ARG FP Equity_DX_BROKER_SI_MV_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ARG FP Equity_DX_BROKER_SI_MV_INC_x,ARG FP Equity_DX_SUPPLY_SI_MV_NEW,ARG FP Equity_DX_BROKER_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_NEW,ARG FP Equity_DX_SUPPLY_SI_MV_DEC,ARG FP Equity_DX_BROKER_SI_QTY_INC,ARG FP Equity_DX_SUPPLY_SI_QTY_DEC,ARG FP Equity_DX_BROKER_SI_MV_NEW_y,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ARG FP Equity_DX_BROKER_SI_MV_INC_y,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ARG FP Equity_DX_BROKER_SI_MV_ADD,ARG FP Equity_DX_SUPPLY_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_DEC,ARG FP Equity_DX_SUPPLY_SI_MV,ARG FP Equity_DX_BROKER_SI_MV_DEC,ARG FP Equity_DX_SUPPLY_SI_MV_RMV,ARG FP Equity_DX_BROKER_SI_MV_RMV,ARG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ARG FP Equity_DX_UTILIZATION_QUANTITY,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ARG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ARG FP Equity_DX_ACTIVE_UTILIZATION_MV,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ARG FP Equity_DX_BROKER_SI_CON_RATIO,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ARG FP Equity_DX_DEMAND_SUPPLY_RATIO,ARG FP Equity_PX_LAST
2014-01-21,911.0,11282.45,0.01,0.13,0.01,0.01,0.0,11282.45,911.0,911.0,11282.45,,,,,,377.0,,,,,,,,,0.01,,,0.01,,,,1.44,0.19,62252.0,770971.7,,0.93,1.44,40.17,0.5193,59.83,0.0019,14.9
2014-01-22,847.0,10426.47,0.01,0.12,0.01,0.01,0.0,10426.47,847.0,847.0,10426.47,,,,,,,,0.0,,64.0,,,,,,,64.0,0.01,0.0,,,1.34,0.17,62316.0,767102.66,,0.93,1.34,43.3,0.509,56.7,0.0017,14.81
2014-01-23,847.0,10708.08,0.01,0.11,0.01,0.01,0.0,10708.08,847.0,847.0,10708.08,,,,,,,,,,,,,,,,,,0.01,,,,1.34,0.17,62316.0,787821.16,,0.91,1.34,43.3,0.509,56.7,0.0017,15.21
2014-01-24,470.0,5859.87,0.01,0.06,0.0,0.01,0.0,5859.87,470.0,470.0,5859.87,,,,,,,,0.01,,377.0,,,,,,,377.0,0.01,0.01,,,100.0,0.1,0.0,0.0,,0.0,100.0,42.22,1.0,100.0,0.001,15.0
2014-01-27,710.0,8852.14,0.01,0.09,0.01,0.01,0.0,8852.14,710.0,710.0,8852.14,,,240.0,,,240.0,,,,,,,,240.0,0.0,,,0.01,,,,1.12,0.15,62453.0,778652.04,,0.94,1.12,32.21,0.5633,67.79,0.0015,15.0
2014-01-28,710.0,8999.68,0.01,0.09,0.01,0.01,0.0,8999.68,710.0,710.0,8999.68,,,,,,,,,,,,,,,,,,0.01,,,,1.12,0.15,62453.0,791629.57,,0.94,1.12,32.71,0.5598,67.29,0.0015,15.25
2014-01-29,710.0,8999.68,0.01,0.09,0.01,0.01,0.0,8999.68,710.0,710.0,8999.68,,,,,,,,,,,,,,,,,,0.01,,,,1.12,0.15,62453.0,791629.57,,0.95,1.12,32.7,0.5598,67.3,0.0015,15.25
2014-01-30,710.0,8917.06,0.01,0.11,0.01,0.01,0.0,8917.06,710.0,710.0,8917.06,,,,,,,,,,,,,,,,,,0.01,,,,1.12,0.15,62610.0,786333.95,,0.96,1.12,32.72,0.5597,67.28,0.0015,15.11
2014-01-31,739.0,9336.56,0.01,0.13,0.01,0.01,0.0,9336.56,739.0,739.0,9336.56,,,29.0,0.0,,,,,29.0,,,,0.0,29.0,,,,0.01,,,,1.16,0.15,62746.0,792735.84,,0.95,1.16,35.24,0.5436,64.76,0.0015,15.2
2014-02-03,551.0,6920.14,0.01,0.09,0.0,0.01,0.0,6920.14,551.0,551.0,6920.14,,,,,,,,0.0,,188.0,,,,,,,188.0,0.01,0.0,,,0.87,0.11,63077.0,792199.12,,0.96,0.87,47.57,0.5012,52.43,0.0011,15.11
2014-02-04,551.0,6943.04,0.01,0.09,0.0,0.01,0.0,6577.62,551.0,522.0,6943.04,,,,,,,,,,,,,,,,,29.0,0.01,0.0,,,0.86,0.11,63185.0,796181.44,,0.95,0.86,47.6,0.5011,52.4,0.0011,15.16
2014-02-05,282.0,3539.36,0.0,0.05,0.0,0.0,0.0,3539.36,282.0,282.0,3539.36,,,,,,,,0.0,,269.0,,,,,,,240.0,0.0,0.0,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,15.1
2014-02-06,282.0,3576.86,0.0,0.05,0.0,0.0,0.0,3576.86,282.0,282.0,3576.86,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,15.26
2014-02-07,282.0,3597.96,0.0,0.05,0.0,0.0,0.0,3597.96,282.0,282.0,3597.96,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,15.35
2014-02-10,282.0,3604.99,0.0,0.05,0.0,0.0,0.0,3604.99,282.0,282.0,3604.99,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,15.38
2014-02-11,345.0,4416.1,0.01,0.06,0.0,0.01,0.0,4416.1,345.0,345.0,4416.1,,,63.0,,,63.0,,,,,,,,63.0,0.0,,,0.01,,,,0.53,0.07,64265.0,822610.2,,0.99,0.53,17.46,0.7118,82.54,0.0007,15.4
2014-02-12,462.0,5963.65,0.01,0.08,0.0,0.01,0.0,5963.65,462.0,462.0,5963.65,,,117.0,,,117.0,,,,,,,,117.0,0.0,,,0.01,,,,0.71,0.09,64416.0,831503.48,,1.0,0.71,24.57,0.4655,62.28,0.0009,15.53
2014-02-13,529.0,6828.51,0.01,0.09,0.0,0.01,0.0,6828.51,529.0,529.0,6828.51,,,67.0,0.0,,,,,67.0,,,,0.0,67.0,,,,0.01,,,,0.82,0.11,64349.0,830638.62,,0.99,0.82,23.96,0.4011,54.53,0.0011,15.53
2014-02-14,466.0,6042.4,0.01,0.08,0.0,0.01,0.0,6042.4,466.0,466.0,6042.4,,,,,,,,0.0,,63.0,,,,,,,63.0,0.01,0.0,,,0.72,0.1,64412.0,835199.53,,1.0,0.72,24.34,0.4592,61.68,0.001,15.6
2014-02-17,466.0,6023.03,0.01,0.08,0.0,0.01,0.0,6023.03,466.0,466.0,6023.03,,,,,,,,,,,,,,,,,,0.01,,,,0.69,0.09,67484.0,872228.09,,1.05,0.69,24.29,0.4589,61.66,0.0009,15.55
2014-02-18,559.0,7248.29,0.01,0.09,0.0,0.01,0.0,7248.29,559.0,559.0,7248.29,,,93.0,0.0,,,,,93.0,,,,0.0,93.0,,,,0.01,,,,0.82,0.11,67391.0,873826.8,,1.04,0.82,36.6,0.4147,51.67,0.0011,15.6
2014-02-19,565.0,7326.08,0.01,0.11,0.0,0.01,0.0,7326.08,565.0,565.0,7326.08,,,6.0,0.0,,,,,6.0,,,,0.0,6.0,,,,0.01,,,,0.82,0.11,68209.0,884433.41,,1.07,0.82,37.28,0.4141,51.17,0.0011,15.6
2014-02-20,565.0,7326.08,0.01,0.11,0.0,0.01,0.0,4603.11,565.0,355.0,7326.08,,,,,,,,,,,,,,,,,210.0,0.01,0.0,,,0.82,0.11,68209.0,884433.41,,1.07,0.82,37.29,0.4142,51.17,0.0011,15.6
2014-02-21,355.0,4626.72,0.01,0.07,0.0,0.01,0.0,4626.72,355.0,355.0,4626.72,,,,,,,,0.0,,210.0,,,,,,,,0.01,,,,0.52,0.07,68419.0,891705.9,,1.07,0.52,18.15,0.6768,80.23,0.0007,15.68
2014-02-24,355.0,4606.07,0.01,0.06,0.0,0.01,0.0,4606.07,355.0,355.0,4606.07,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.07,68419.0,887725.07,,1.07,0.52,18.13,0.6771,80.25,0.0007,15.61
2014-02-25,355.0,4632.62,0.01,0.07,0.0,0.01,0.0,4632.62,355.0,355.0,4632.62,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.07,68419.0,892843.28,,1.07,0.52,18.17,0.6765,80.2,0.0007,15.7
2014-02-26,355.0,4603.11,0.01,0.07,0.0,0.01,0.0,4603.11,355.0,355.0,4603.11,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.07,68419.0,887156.38,,1.08,0.52,18.1,0.6775,80.28,0.0007,15.6
2014-02-27,355.0,4721.14,0.01,0.07,0.0,0.01,0.0,4721.14,355.0,355.0,4721.14,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.07,68419.0,909903.98,,1.06,0.52,18.19,0.6763,80.19,0.0007,16.0
2014-02-28,355.0,4691.64,0.01,0.07,0.0,0.01,0.0,4691.64,355.0,355.0,4691.64,,,,,,,,,,,,,,,,,,0.01,,,,0.52,0.07,68419.0,904217.08,,1.08,0.52,18.28,0.6753,80.1,0.0007,15.9
2014-03-03,355.0,4620.82,0.01,0.06,0.0,0.01,0.0,4542.72,355.0,349.0,4620.82,,,,,,,,,,,,,,,,,6.0,0.01,0.0,,,0.52,0.07,68419.0,890568.52,,1.09,0.52,18.05,0.6781,80.33,0.0007,15.66
2014-03-04,349.0,4583.33,0.01,0.06,0.0,0.01,0.0,4583.33,349.0,349.0,4583.33,,,,,,,,0.0,,6.0,,,,,,,,0.01,,,,0.51,0.07,68425.0,898608.98,,1.07,0.51,18.42,0.6995,81.58,0.0007,15.8
2014-03-05,349.0,4583.33,0.01,0.05,0.0,0.01,0.0,4583.33,349.0,349.0,4583.33,,,,,,,,,,,,,,,,,,0.01,,,,0.51,0.07,68425.0,898608.98,,1.08,0.51,18.44,0.6992,81.56,0.0007,15.8
2014-03-06,437.0,5666.37,0.01,0.06,0.0,0.01,0.0,5666.37,437.0,437.0,5666.37,,,88.0,0.0,,,,,88.0,,,,0.0,88.0,,,,0.01,,,,0.64,0.09,68337.0,886093.13,,1.07,0.64,34.48,0.5482,65.52,0.0009,15.6
2014-03-07,437.0,5702.69,0.01,0.07,0.0,0.01,0.0,5702.69,437.0,437.0,5702.69,,,,,,,,,,,,,,,,,,0.01,,,,0.64,0.09,68337.0,891773.21,,1.06,0.64,34.28,0.5494,65.72,0.0009,15.7
2014-03-10,155.0,2013.68,0.0,0.02,0.0,0.0,0.0,2013.68,155.0,155.0,2013.68,,,,,,,,0.0,,282.0,,,,,,,282.0,0.0,0.0,,,0.23,0.03,68619.0,891460.74,,1.08,0.23,,1.0,100.0,0.0003,15.63
2014-03-11,46.0,598.37,0.0,0.01,0.0,0.0,0.0,598.37,46.0,46.0,598.37,,,,,,,,0.0,,109.0,,,,,,,109.0,0.0,0.0,,,0.07,0.01,68728.0,894019.33,,1.08,0.07,,1.0,100.0,0.0001,15.65
2014-03-12,46.0,595.7,0.0,0.01,0.0,0.0,0.0,595.7,46.0,46.0,595.7,,,,,,,,,,,,,,,,,,0.0,,,,0.07,0.01,68728.0,890020.52,,1.07,0.07,,1.0,100.0,0.0001,15.58
2014-03-13,46.0,606.4,0.0,0.01,0.0,0.0,0.0,606.4,46.0,46.0,606.4,,,,,,,,,,,,,,,,,,0.0,,,,0.07,0.01,68728.0,906015.75,,1.07,0.07,,1.0,100.0,0.0001,15.86
2014-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,46.0,,,,,,,46.0,0.0,0.0,,,0.0,0.0,508306.0,6705034.59,,8.07,0.0,,0.0,,0.0,15.87
2014-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,508306.0,6717709.51,,8.07,0.0,,0.0,,0.0,15.9
2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,508306.0,6641659.97,,8.08,0.0,,0.0,,0.0,15.72
2014-03-19,84.0,1122.7,0.0,0.01,0.0,0.0,0.0,1122.7,84.0,84.0,1122.7,,,,,,84.0,,,,,,,,,0.0,84.0,,0.0,,,,0.12,0.02,68690.0,918075.55,,1.09,0.12,,1.0,100.0,0.0002,16.08
2014-03-20,84.0,1121.3,0.0,0.01,0.0,0.0,0.0,1121.3,84.0,84.0,1121.3,,,,,,,,,,,,,,,,,,0.0,,,,0.12,0.02,68690.0,916933.66,,1.11,0.12,,1.0,100.0,0.0002,16.06
2014-03-21,84.0,1096.17,0.0,0.01,0.0,0.0,0.0,1096.17,84.0,84.0,1096.17,,,,,,,,,,,,,,,,,,0.0,,,,0.12,0.02,68690.0,896379.73,,1.1,0.12,,1.0,100.0,0.0002,15.7
2014-03-24,84.0,1116.42,0.0,0.01,0.0,0.0,0.0,1116.42,84.0,84.0,1116.42,,,,,,,,,,,,,,,,,,0.0,,,,0.12,0.02,68690.0,912937.07,,1.07,0.12,,1.0,100.0,0.0002,15.99
2014-03-25,192.0,2553.41,0.0,0.02,0.0,0.0,0.0,2553.41,192.0,192.0,2553.41,,,108.0,,,108.0,,,,,,,,108.0,0.0,,,0.0,,,,0.28,0.04,68582.0,912071.72,,1.09,0.28,44.96,0.5051,55.04,0.0004,16.0
2014-03-26,192.0,2553.41,0.0,0.02,0.0,0.0,0.0,2553.41,192.0,192.0,2553.41,,,,,,,,,,,,,,,,,,0.0,,,,0.28,0.04,68582.0,912071.72,,1.1,0.28,44.96,0.5051,55.04,0.0004,16.0
2014-03-27,192.0,2539.04,0.0,0.02,0.0,0.0,0.0,2539.04,192.0,192.0,2539.04,,,,,,,,,,,,,,,,,,0.0,,,,0.28,0.04,68582.0,906941.31,,1.1,0.28,44.99,0.505,55.01,0.0004,15.91
2014-03-28,382.0,5080.22,0.01,0.05,0.0,0.01,0.0,5080.22,382.0,382.0,5080.22,,,190.0,0.0,,,,,190.0,,,,0.0,190.0,,,,0.01,,,,0.55,0.07,68793.0,914877.8,,1.09,0.55,22.87,0.6472,77.13,0.0007,16.0
2014-03-31,382.0,5067.52,0.01,0.05,0.0,0.01,0.0,5067.52,382.0,382.0,5067.52,,,,,,,,,,,,,,,,,,0.01,,,,0.55,0.07,68793.0,912590.61,,1.1,0.55,22.88,0.6471,77.12,0.0007,15.96
2014-04-01,434.0,5861.95,0.01,0.05,0.0,0.01,0.0,5861.95,434.0,434.0,5861.95,,,52.0,0.0,,,,,52.0,,,,0.0,52.0,,,,0.01,,,,0.63,0.08,68741.0,928470.42,,1.1,0.63,20.13,0.6785,79.87,0.0009,16.25
2014-04-02,434.0,5876.38,0.01,0.05,0.0,0.01,0.0,5876.38,434.0,434.0,5876.38,,,,,,,,,,,,,,,,,,0.01,,,,0.62,0.08,69239.0,937498.82,,1.13,0.62,20.13,0.6784,79.87,0.0008,16.29
2014-04-03,244.0,3338.25,0.0,0.03,0.0,0.0,0.0,3338.25,244.0,244.0,3338.25,,,,,,,,0.0,,190.0,,,,,,,190.0,0.0,0.0,,,0.35,0.05,69429.0,949881.87,,1.13,0.35,35.53,0.5419,64.47,0.0005,16.46
2014-04-04,244.0,3326.08,0.0,0.03,0.0,0.0,0.0,3326.08,244.0,244.0,3326.08,,,,,,,,,,,,,,,,,,0.0,,,,0.35,0.05,69429.0,946419.36,,1.14,0.35,35.58,0.5416,64.42,0.0005,16.4
2014-04-07,244.0,3326.08,0.0,0.03,0.0,0.0,0.0,3326.08,244.0,244.0,3326.08,,,,,,,,,,,,,,,,,,0.0,,,,0.35,0.05,69429.0,946419.36,,1.13,0.35,35.55,0.5417,64.45,0.0005,16.4
2014-04-08,315.0,4288.68,0.0,0.04,0.0,0.01,0.0,3580.7,315.0,263.0,4288.68,,,71.0,0.0,,,,,71.0,,,,0.0,71.0,,,52.0,0.01,0.0,,,0.45,0.06,69358.0,944298.54,,1.13,0.45,49.54,0.5,50.46,0.0006,16.38
2014-04-09,155.0,2148.95,0.0,0.02,0.0,0.0,0.0,2148.95,155.0,155.0,2148.95,,,,,,,,0.0,,160.0,,,,,,,108.0,0.0,0.0,,,0.22,0.03,69518.0,963811.66,,1.13,0.22,,1.0,100.0,0.0003,16.68
2014-04-10,155.0,2164.41,0.0,0.02,0.0,0.0,0.0,2164.41,155.0,155.0,2164.41,,,,,,,,,,,,,,,,,,0.0,,,,0.22,0.03,69518.0,970745.56,,1.15,0.22,,1.0,100.0,0.0003,16.8
2014-04-11,155.0,2174.72,0.0,0.02,0.0,0.0,0.0,2174.72,155.0,155.0,2174.72,,,,,,,,,,,,,,,,,,0.0,,,,0.22,0.03,69518.0,975368.15,,1.17,0.22,,1.0,100.0,0.0003,16.88
2014-04-14,211.0,3045.22,0.0,0.03,0.0,0.0,0.0,2237.01,211.0,155.0,3045.22,,,56.0,,,,,,,,,,,56.0,,,,0.0,,,,0.29,0.04,71443.0,1031087.42,,1.21,0.29,25.57,0.6193,74.43,0.0004,16.52
2014-04-15,711.0,10255.16,0.01,0.09,0.01,0.01,0.0,10255.16,211.0,711.0,3043.37,,,,,,556.0,,,,,,,,,0.01,,,0.0,,,,0.29,0.04,71443.0,1030463.27,,1.18,0.29,21.91,0.6579,78.1,0.0014,16.51
2014-04-16,711.0,10037.76,0.01,0.1,0.01,0.01,0.0,10037.76,211.0,711.0,2978.86,,,,,,,,,,,,,,,,,,0.0,,,,0.29,0.04,71838.0,1014194.73,,1.19,0.29,21.91,0.6578,78.09,0.0014,16.16
2014-04-17,711.0,10075.03,0.01,0.11,0.01,0.01,0.0,10075.03,211.0,711.0,2989.92,,,,,,,,,,,,,,,,,,0.0,,,,0.29,0.04,72136.0,1022183.03,,1.16,0.29,21.52,0.6622,78.48,0.0014,16.22
2014-04-18,711.0,10075.03,0.01,0.12,0.01,0.01,0.0,10075.03,211.0,711.0,2989.92,,,,,,,,,,,,,,,,,,0.0,,,,0.29,0.04,72136.0,1022183.03,,1.17,0.29,21.51,0.6624,78.49,0.0014,
2014-04-21,711.0,10075.03,0.01,0.12,0.01,0.01,0.0,10075.03,211.0,711.0,2989.92,,,,,,,,,,,,,,,,,,0.0,,,,0.29,0.04,72136.0,1022183.03,,1.17,0.29,21.96,0.6573,78.04,0.0014,
2014-04-22,711.0,9944.59,0.01,0.12,0.01,0.01,0.0,9944.59,211.0,711.0,2951.21,,,,,,,,,,,,,,,,,,0.0,,,,0.29,0.04,72392.0,1012529.46,,1.17,0.29,21.94,0.6574,78.06,0.0014,16.01
2014-04-23,509.0,7145.94,0.01,0.08,0.0,0.01,0.0,7145.94,65.0,509.0,912.55,,,,,,,,0.0,,146.0,,,,,,,202.0,0.0,0.0,,,0.09,0.01,72538.0,1018373.8,,1.16,0.09,1.79,0.9647,98.21,0.001,16.07
2014-04-24,509.0,7194.86,0.01,0.08,0.0,0.01,0.0,7194.86,9.0,509.0,127.22,,,,,,,,0.0,,56.0,,,,,,,,0.0,,,,0.01,0.0,72594.0,1026136.19,,1.17,0.01,1.77,0.9653,98.23,0.001,16.18
2014-04-25,509.0,7181.51,0.01,0.09,0.0,0.01,0.0,7181.51,9.0,509.0,126.98,,,,,,,,,,,,,,,,,,0.0,,,,0.01,0.0,73006.0,1030046.53,,1.18,0.01,1.77,0.9653,98.23,0.001,16.15
2014-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,9.0,,,,,,,509.0,0.0,0.01,,,0.0,0.0,514576.0,7242205.25,,8.3,0.0,,0.0,,0.0,16.11
2014-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514705.0,7208048.02,,8.31,0.0,,0.0,,0.0,16.03
2014-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514853.0,7196626.97,,8.22,0.0,,0.0,,0.0,16.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514853.0,7196626.97,,8.24,0.0,,0.0,,0.0,
2014-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514853.0,7061690.21,,8.23,0.0,,0.0,,0.0,15.7
2014-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514853.0,7196626.97,,8.08,0.0,,0.0,,0.0,16.0
2014-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514853.0,7196626.97,,8.21,0.0,,0.0,,0.0,16.0
2014-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514853.0,7106669.13,,8.25,0.0,,0.0,,0.0,15.8
2014-05-08,500.0,6897.28,0.01,0.07,0.0,0.01,0.0,6897.28,0.0,500.0,0.0,,,,,,500.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.79
2014-05-09,500.0,6853.6,0.01,0.07,0.0,0.01,0.0,6853.6,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.69
2014-05-12,500.0,6975.91,0.01,0.08,0.0,0.01,0.0,6975.91,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.97
2014-05-13,500.0,7032.69,0.01,0.08,0.0,0.01,0.0,7032.69,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,16.1
2014-05-14,500.0,6989.01,0.01,0.08,0.0,0.01,0.0,6989.01,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,16.0
2014-05-15,500.0,6967.17,0.01,0.07,0.0,0.01,0.0,6967.17,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.95
2014-05-16,500.0,6919.12,0.01,0.07,0.0,0.01,0.0,6919.12,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.84
2014-05-19,500.0,6901.65,0.01,0.07,0.0,0.01,0.0,6901.65,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.8
2014-05-20,500.0,6923.49,0.01,0.07,0.0,0.01,0.0,6923.49,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.85
2014-05-21,500.0,6967.17,0.01,0.08,0.0,0.01,0.0,6967.17,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.95
2014-05-22,500.0,6967.17,0.01,0.08,0.0,0.01,0.0,6967.17,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.95
2014-05-23,500.0,6984.64,0.01,0.08,0.0,0.01,0.0,6984.64,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.99
2014-05-26,500.0,6989.01,0.01,0.07,0.0,0.01,0.0,6989.01,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,16.0
2014-05-27,500.0,7019.59,0.01,0.07,0.0,0.01,0.0,7019.59,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,16.07
2014-05-28,500.0,6984.64,0.01,0.06,0.0,0.01,0.0,6984.64,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.99
2014-05-29,500.0,6945.33,0.01,0.05,0.0,0.01,0.0,6945.33,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.9
2014-05-30,500.0,6962.8,0.01,0.05,0.0,0.01,0.0,6962.8,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.001,15.94
2014-06-02,500.0,6967.17,0.01,0.05,0.0,0.01,0.0,6967.17,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009,15.95
2014-06-03,500.0,6971.54,0.01,0.05,0.0,0.01,0.0,6971.54,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009,15.96
2014-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.01,,,0.0,0.0,545257.0,7573979.68,,8.71,0.0,,0.0,100.0,0.0,15.9
2014-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,545257.0,7573979.68,,8.64,0.0,,0.0,,0.0,15.9
2014-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,545257.0,7683540.39,,8.65,0.0,,0.0,,0.0,16.13
2014-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,545257.0,7812155.14,,8.82,0.0,,0.0,,0.0,16.4
