,ELIS FP Equity_DX_SI_QTY,ELIS FP Equity_DX_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ELIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ELIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ELIS FP Equity_DX_SI_MV,ELIS FP Equity_DX_DSS,ELIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY,ELIS FP Equity_DX_BROKER_SI_QTY,ELIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ELIS FP Equity_DX_BROKER_SI_MV_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ELIS FP Equity_DX_BROKER_SI_MV_INC_x,ELIS FP Equity_DX_SUPPLY_SI_MV_NEW,ELIS FP Equity_DX_BROKER_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_NEW,ELIS FP Equity_DX_SUPPLY_SI_MV_DEC,ELIS FP Equity_DX_BROKER_SI_QTY_INC,ELIS FP Equity_DX_SUPPLY_SI_QTY_DEC,ELIS FP Equity_DX_BROKER_SI_MV_NEW_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ELIS FP Equity_DX_BROKER_SI_MV_INC_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ELIS FP Equity_DX_BROKER_SI_MV_ADD,ELIS FP Equity_DX_SUPPLY_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV,ELIS FP Equity_DX_BROKER_SI_MV_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV_RMV,ELIS FP Equity_DX_BROKER_SI_MV_RMV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ELIS FP Equity_DX_UTILIZATION_QUANTITY,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ELIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_MV,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ELIS FP Equity_DX_BROKER_SI_CON_RATIO,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ELIS FP Equity_DX_DEMAND_SUPPLY_RATIO,ELIS FP Equity_PX_LAST
2018-03-15,740937.0,15500402.04,0.41,1.54,0.34,15.44,0.0,14910478.96,509888.0,712738.0,10666856.96,,,,,,30514.0,,,,,,,,,0.63,15000.0,133614.0,10.59,2.79,,,2.23,2.23,22385216.0,468298718.72,,465.94,2.22,21.8,0.316,50.52,0.0324,20.92
2018-03-16,846580.0,17439548.0,0.47,1.8,0.39,17.71,0.0,16858648.6,557764.0,818381.0,11489938.4,,,1176.0,2.24,,,,,105643.0,,,,2.24,1176.0,,46700.0,,11.67,,,,2.44,2.44,22300416.0,459388569.6,,465.84,2.44,31.91,0.3063,44.12,0.037,20.6
2018-03-19,788226.0,16347807.24,0.44,1.43,0.36,16.3,0.0,15762959.98,550394.0,760027.0,11415171.56,,,,,,,,0.53,,24152.0,,,,,,16782.0,58354.0,11.34,1.28,,,2.4,2.4,22420336.0,464997768.64,,462.31,2.39,26.62,0.3078,47.48,0.0343,20.74
2018-03-20,881799.0,18306147.24,0.49,1.61,0.4,18.34,0.0,17492583.6,787176.0,842610.0,16341773.76,,,125315.0,,,114000.0,,2.43,,118614.0,,,,125315.0,2.37,230081.0,31417.0,16.36,0.62,,,3.38,3.38,22515636.0,467424603.36,,468.09,3.38,20.92,0.2492,42.31,0.0378,20.76
2018-03-21,944563.0,19269085.2,0.53,1.78,0.43,19.52,0.0,18469629.6,787176.0,905374.0,16058390.4,,,,1.46,,,,,71490.0,,,,1.46,,,,8726.0,16.31,0.24,,,3.32,3.32,22931872.0,467810188.8,,473.94,3.33,19.64,0.2845,47.36,0.0398,20.4
2018-03-22,1010457.0,20289976.56,0.56,1.91,0.46,20.55,0.0,19503061.44,772176.0,971268.0,15505294.08,,,,1.49,,,,0.31,76794.0,15000.0,,,1.49,,,,10900.0,15.75,0.23,,,3.26,3.26,22886756.0,459566060.48,,465.32,3.27,24.18,0.2727,44.06,0.0427,20.08
2018-03-23,1132170.0,22518861.3,0.63,2.16,0.52,22.69,0.0,19732491.09,991573.0,992081.0,19722386.97,,,118497.0,0.33,,,,,20813.0,,,,0.33,118497.0,,100900.0,,19.81,,,,4.12,4.12,23060740.0,458678118.6,,462.44,4.11,22.73,0.2317,39.15,0.0471,19.89
2018-03-26,1292504.0,25384778.56,0.72,2.48,0.59,25.54,0.0,22097258.6,1078203.0,1125115.0,21175906.92,,,27300.0,1.88,,28272.0,,,104762.0,,,,1.88,27300.0,0.56,59330.0,,21.41,,,,4.47,4.47,23044912.0,452602071.68,,458.83,4.46,20.0,0.2435,42.21,0.0536,19.64
2018-03-27,1458587.0,28967537.82,0.81,2.78,0.66,28.64,1.0,23924368.86,1177483.0,1204651.0,23384812.38,,,88927.0,1.52,,,,0.8,84108.0,40317.0,,,1.52,88927.0,,50670.0,4572.0,23.14,0.1,,,4.87,4.87,23011964.0,457017605.04,,455.5,4.83,21.33,0.2102,37.51,0.0603,19.86
2018-03-28,1509460.0,30249578.4,0.84,2.93,0.69,30.16,1.0,25857491.76,1209269.0,1290294.0,24233750.76,,,61563.0,0.2,,186136.0,,0.99,6542.0,50456.0,,,0.2,61563.0,3.74,20679.0,107035.0,24.06,1.93,,,4.96,4.96,23194576.0,464819303.04,,462.31,4.95,21.67,0.1989,34.65,0.0619,20.04
2018-03-29,1596880.0,32097288.0,0.89,3.09,0.73,32.04,1.0,24897950.4,1205813.0,1238704.0,24236841.3,,,,0.24,,,,3.05,10876.0,153456.0,,,0.24,,,150000.0,62466.0,24.04,1.26,,,4.97,4.97,23076940.0,463846494.0,,462.22,4.94,20.48,0.1839,32.68,0.0658,20.1
2018-03-30,1596880.0,32097288.0,0.89,3.09,0.73,32.02,1.0,24897950.4,1205813.0,1238704.0,24236841.3,,,,,,,,,,,,,,,,,,24.02,,,,4.95,4.95,23143220.0,465178722.0,,464.5,4.92,20.53,0.1838,32.64,0.0656,
2018-04-02,1546946.0,31093614.6,0.86,2.99,0.71,31.2,1.0,23693277.0,1183279.0,1178770.0,23783907.9,,,12396.0,1.06,,,,0.55,52600.0,34930.0,,,1.06,12396.0,,,102534.0,23.79,1.94,,0.2,4.62,4.62,24431260.0,491068326.0,,490.99,4.62,21.11,0.1792,32.24,0.0604,
2018-04-03,1539661.0,30562270.85,0.86,2.98,0.7,31.02,0.0,23253977.25,1205233.0,1171485.0,23923875.05,,,16936.0,0.77,,,,1.17,35809.0,58054.0,,,0.77,16936.0,,63072.0,43094.0,24.16,0.91,,,4.76,4.76,24113248.0,478647972.8,,484.32,4.75,20.09,0.1793,32.52,0.0608,19.85
2018-04-04,1644845.0,31942889.9,0.92,3.11,0.75,32.79,0.0,23888600.26,1385328.0,1230103.0,26903069.76,,,,2.82,,,,1.02,138929.0,50323.0,,,2.82,,,230418.0,80311.0,27.5,1.75,,,5.41,5.41,24205968.0,470079898.56,,479.93,5.42,18.69,0.1665,31.15,0.0643,19.42
2018-04-05,1975215.0,39089504.85,1.1,3.72,0.9,38.76,0.0,30534228.48,1390456.0,1542912.0,27517124.24,,,35619.0,5.93,,11000.0,,0.95,319550.0,46038.0,,,5.93,35619.0,0.22,15547.0,17741.0,27.08,0.4,,,5.4,5.4,24349600.0,481878584.0,,476.42,5.38,18.83,0.1673,29.45,0.0767,19.79
2018-04-06,2141150.0,42180655.0,1.19,4.04,0.98,42.43,0.0,33664285.9,1533699.0,1708847.0,30213870.3,,,67096.0,5.12,,,,0.35,244335.0,17741.0,,,5.12,67096.0,,93888.0,78400.0,30.32,1.54,,,5.96,5.96,24209896.0,476934951.2,,478.21,5.96,23.55,0.1858,27.9,0.0832,19.7
2018-04-09,2273745.0,44747301.6,1.27,4.28,1.04,44.86,1.0,36141178.56,1640321.0,1836442.0,32281517.28,,,76861.0,3.24,,,,,171091.0,,,,3.24,76861.0,,29761.0,43496.0,32.28,0.86,,,6.36,6.36,24162908.0,475526029.44,,475.25,6.36,22.66,0.1873,29.2,0.0881,19.68
2018-04-10,2506846.0,49309660.82,1.4,4.74,1.14,49.46,1.0,40576515.21,1614720.0,2062863.0,31761542.4,,,21000.0,5.57,,,,1.73,281769.0,87816.0,,,5.57,21000.0,,41215.0,55348.0,31.76,1.09,,,6.28,6.28,24096260.0,473973434.2,,474.2,6.28,24.07,0.1987,31.09,0.0975,19.67
2018-04-11,2550275.0,49398826.75,1.42,4.62,1.16,50.09,1.0,41675077.99,1496797.0,2151527.0,28992957.89,,,,2.04,,,,2.32,103045.0,117923.0,,,2.04,,,,14381.0,29.39,0.28,,,5.83,5.83,24192488.0,468608492.56,,474.8,5.83,22.96,0.2036,32.59,0.0993,19.37
2018-04-12,3387208.0,64018231.2,1.89,6.09,1.54,65.61,1.0,53180914.5,1950979.0,2813805.0,36873503.1,,,290984.0,12.69,,,,0.22,687310.0,10990.0,,,12.69,290984.0,,174188.0,25032.0,37.86,0.5,,,7.6,7.6,23715696.0,448226654.4,,458.6,7.63,20.22,0.2217,36.2,0.132,18.9
2018-04-13,3835121.0,72368733.27,2.14,6.73,1.75,73.18,1.0,61548618.66,1486438.0,3261718.0,28049085.06,,,76134.0,15.29,,,,10.63,819369.0,540675.0,,,15.29,76134.0,,,371456.0,28.28,7.58,,,5.73,5.73,24443408.0,461247108.96,,461.71,5.77,21.3,0.2016,29.61,0.1479,18.87
2018-04-16,3662464.0,69037446.4,2.04,6.42,1.67,69.49,1.0,59814650.35,1624941.0,3173191.0,30630137.85,,,35914.0,0.65,,,,4.68,35914.0,236823.0,,,0.65,35914.0,,339412.0,124441.0,30.62,2.53,,,6.54,6.54,23215632.0,437614663.2,,437.38,6.54,22.07,0.2172,30.99,0.1474,18.85
2018-04-17,4014611.0,74992933.48,2.24,7.12,1.83,76.91,1.0,66549069.12,1652926.0,3562584.0,30876657.68,,,113439.0,9.21,,,,1.64,438982.0,86835.0,,,9.21,113439.0,,1381.0,49589.0,31.13,1.05,,,6.39,6.39,24220926.0,452446897.68,,455.96,6.39,21.65,0.2499,38.68,0.1552,18.68
2018-04-18,4216534.0,79523831.24,2.35,7.43,1.92,80.1,1.0,70998602.02,1685533.0,3764507.0,31789152.38,,,47275.0,4.71,,,,3.23,279678.0,170620.0,,,4.71,47275.0,,155952.0,77755.0,31.5,1.49,,,6.53,6.53,24125868.0,455013870.48,,450.96,6.53,20.34,0.2533,39.24,0.1634,18.86
2018-04-19,4281050.0,82196160.0,2.38,7.51,1.95,82.27,1.0,73517241.6,1726851.0,3829023.0,33155539.2,,,25582.0,4.95,,,,0.04,250962.0,2588.0,,,4.95,25582.0,,18324.0,186446.0,32.64,3.21,,,6.62,6.62,24376856.0,468035635.2,,461.26,6.61,24.93,0.2607,38.58,0.164,19.2
2018-04-20,4595665.0,93291999.5,2.56,8.25,2.09,90.52,1.0,85161748.0,1890971.0,4195160.0,38386711.3,,,123390.0,4.9,,161202.0,,1.14,205733.0,62512.0,,,4.9,123390.0,3.31,103242.0,798.0,36.34,0.0,,,7.23,7.23,24248516.0,492244874.8,,469.02,7.19,26.57,0.2418,35.76,0.1758,20.3
2018-04-23,4657921.0,94276321.04,2.59,8.21,2.12,95.55,1.0,85895382.32,1979794.0,4243843.0,40071030.56,,,109833.0,4.51,,9318.0,,0.34,164659.0,21010.0,,,4.51,109833.0,0.19,,125294.0,40.28,0.28,,,7.54,7.54,24261078.0,491044218.72,,493.26,7.55,30.05,0.2498,35.2,0.1775,20.24
2018-04-24,4736344.0,95389968.16,2.64,8.33,2.16,96.92,1.0,86823680.98,2257052.0,4311007.0,45457027.28,,,274903.0,8.45,,61738.0,,0.18,419433.0,7782.0,,,8.45,274903.0,1.24,10137.0,414007.0,45.66,8.48,,,8.45,8.45,24458786.0,492599950.04,,494.96,8.45,30.5,0.2654,34.48,0.1773,20.14
2018-04-25,4949493.0,97900971.54,2.76,8.67,2.26,101.5,1.0,89625098.66,2250111.0,4531097.0,44507195.58,,,,5.15,,,,0.14,229408.0,6941.0,,,5.15,,,,9318.0,45.35,0.2,,,8.47,8.47,24327432.0,481196604.96,,490.18,8.47,30.67,0.2668,32.74,0.1862,19.78
2018-04-26,5285978.0,105613840.44,2.94,9.15,2.41,106.62,1.0,95914809.18,2592445.0,4800541.0,51797051.1,,,300600.0,5.39,,,,0.35,297306.0,15038.0,,,5.39,300600.0,,56772.0,27862.0,51.41,1.55,,,9.76,9.76,23968964.0,478899900.72,,476.97,9.73,30.38,0.2488,31.24,0.199,19.98
2018-04-27,5492981.0,109200462.28,3.06,9.55,2.5,111.2,1.0,99947574.72,2576641.0,5027544.0,51223623.08,,,4350.0,4.77,,,,0.6,227003.0,30154.0,,,4.77,4350.0,,10000.0,,51.29,,,,9.64,9.64,24140512.0,479913378.56,,481.46,9.63,29.75,0.2385,30.13,0.2056,19.88
2018-04-30,5652020.0,112023036.4,3.15,9.88,2.58,114.15,1.0,102271556.76,2765241.0,5160018.0,54807076.62,,,220290.0,3.3,,,,2.7,169951.0,134600.0,,,3.3,220290.0,,102910.0,37477.0,55.02,0.75,,,10.35,10.35,23954204.0,474772323.28,,477.05,10.34,28.74,0.2296,29.22,0.2115,19.82
2018-05-01,5662963.0,112239926.66,3.15,9.96,2.58,114.18,1.0,102488447.02,2765241.0,5170961.0,54807076.62,,,,0.14,,,,,10943.0,,,,0.14,,,,,54.94,,,,10.35,10.35,23946168.0,474613049.76,,476.7,10.33,28.87,0.2298,29.16,0.212,
2018-05-02,5439402.0,108352887.84,3.03,9.57,2.48,109.78,1.0,98552208.0,2804967.0,4947400.0,55874942.64,,,61068.0,1.14,,,,0.43,54337.0,21342.0,,,1.14,61068.0,,,277898.0,55.63,5.57,,,10.49,10.49,23940080.0,476886393.6,,476.03,10.46,30.09,0.2288,30.16,0.2034,19.92
2018-05-03,5853458.0,120230027.32,3.26,12.25,2.67,117.82,1.0,110124306.24,2776871.0,5361456.0,57036930.34,,,22631.0,7.91,,,,1.29,436641.0,65500.0,,,7.91,22631.0,,14773.0,22585.0,55.38,0.26,,,10.38,10.38,23979336.0,492535561.44,,479.65,10.35,28.23,0.2289,28.53,0.2188,20.54
2018-05-04,5825206.0,120465260.08,3.24,11.86,2.66,121.92,1.0,110290658.72,2604865.0,5333204.0,53868608.2,,,13407.0,3.63,,12500.0,,3.49,62218.0,185413.0,,,3.63,13407.0,0.26,,102970.0,53.3,1.07,,,9.7,9.7,24241204.0,501308098.72,,497.24,9.68,27.77,0.2313,28.17,0.217,20.68
2018-05-07,5460735.0,114238576.2,3.04,10.93,2.49,115.36,1.0,103845687.56,2486386.0,4963943.0,52015195.12,,,28954.0,0.29,,,,3.74,581.0,194156.0,,,0.29,28954.0,,46723.0,369842.0,51.49,7.19,,,9.22,9.22,24468590.0,511882902.8,,506.28,9.23,27.51,0.2304,30.12,0.2026,20.92
2018-05-08,6459128.0,134995775.2,3.6,12.86,2.94,136.87,1.0,108798732.9,3578068.0,5205681.0,74781621.2,,,1165409.0,5.21,,,,1.51,241738.0,73727.0,,,5.21,1165409.0,,,,74.92,,,,13.1,13.1,23741000.0,496186900.0,,496.39,13.11,23.17,0.1931,25.8,0.2364,20.9
2018-05-09,6630467.0,136587620.2,3.69,13.29,3.02,139.99,1.0,110800890.4,3803909.0,5378684.0,78360525.4,,,228376.0,4.26,,,,0.06,216067.0,2535.0,,,4.26,228376.0,,,43064.0,79.47,0.95,,,13.84,13.84,23672348.0,487650368.8,,493.08,13.88,23.85,0.1894,25.16,0.2413,20.6
2018-05-10,8269224.0,170346014.4,4.6,16.59,3.77,171.92,1.0,134259284.6,4597004.0,6517441.0,94698282.4,,,793095.0,23.18,,,,,1143650.0,,,,23.18,793095.0,,,4893.0,94.87,0.1,,,16.33,16.33,23548464.0,485098358.4,,483.69,16.4,19.03,0.1528,19.98,0.2938,20.6
2018-05-11,8221297.0,169687570.08,4.58,16.89,3.75,171.13,1.0,133530768.96,4734875.0,6469514.0,97727820.0,,,227520.0,1.06,,,,1.84,41722.0,89649.0,,,1.06,227520.0,,,89649.0,98.04,1.84,,,16.66,16.66,23686508.0,488889525.12,,486.53,16.77,19.11,0.1554,20.44,0.2893,20.64
2018-05-14,7428134.0,151385370.92,4.14,15.23,3.39,154.59,1.0,116384860.82,4434682.0,5710739.0,90378819.16,,,51874.0,1.42,,,,7.48,81699.0,364095.0,,,1.42,51874.0,,12028.0,840474.0,91.96,17.37,,,15.72,15.72,23767238.0,484376310.44,,489.37,15.82,20.14,0.1583,22.81,0.2634,20.38
2018-05-15,7233244.0,141771582.4,4.03,14.97,3.3,147.79,1.0,108110640.4,4448474.0,5515849.0,87190090.4,,,162322.0,0.7,,,,4.04,45454.0,168804.0,,,0.7,162322.0,,20274.0,240344.0,91.16,5.91,,,15.84,15.84,23642580.0,463394568.0,,481.55,15.92,20.53,0.1599,23.26,0.2575,19.6
2018-05-16,7072041.0,136136789.25,3.94,14.45,3.22,139.76,1.0,103076935.5,4398776.0,5354646.0,84676438.0,,,207721.0,0.9,,,,7.03,82043.0,273181.0,,,0.9,207721.0,,15762.0,243246.0,86.87,6.53,,,15.81,15.81,23419072.0,450817136.0,,461.14,15.85,20.9,0.1644,23.56,0.2542,19.25
2018-05-17,7507760.0,143998836.8,4.18,15.34,3.42,146.94,1.0,106118701.22,4344269.0,5532779.0,83323079.42,,,99410.0,2.11,,38628.0,,9.26,139505.0,425698.0,,,2.11,99410.0,0.74,271781.0,,83.71,,,,15.84,15.84,23074444.0,442567835.92,,447.06,15.77,19.93,0.1496,22.02,0.2738,19.18
2018-05-18,7846317.0,150100044.21,4.37,16.12,3.58,152.26,1.0,113153510.01,4492847.0,5914977.0,85948163.11,,,23219.0,6.91,,,,0.93,382198.0,43641.0,,,6.91,23219.0,,169000.0,,86.19,,,,16.47,16.47,22786684.0,435909264.92,,439.1,16.41,20.94,0.1486,21.28,0.2876,19.13
2018-05-21,8050818.0,156024852.84,4.48,16.5,3.67,156.31,1.0,121810199.28,4560725.0,6285356.0,88386850.5,,,126063.0,7.93,,,,1.12,395318.0,58185.0,,,7.93,126063.0,,,24939.0,87.25,0.48,,,16.7,16.7,22742396.0,440747634.48,,437.14,16.64,20.31,0.1461,20.62,0.2949,19.38
2018-05-22,6774566.0,133255713.22,3.77,13.98,3.09,132.32,1.0,93958043.06,4175080.0,4776718.0,82123823.6,,,474641.0,2.48,,,,36.51,122000.0,1929645.0,,,2.48,474641.0,,1069359.0,1630638.0,80.92,32.38,,,15.44,15.44,22864854.0,449751678.18,,445.01,15.39,21.5,0.1635,24.22,0.2505,19.67
2018-05-23,7425813.0,143615223.42,4.13,15.24,3.39,146.94,1.0,122358726.12,4186960.0,6326718.0,80975806.4,,,21000.0,10.07,,1040000.0,,0.16,510000.0,9120.0,,,10.07,21000.0,21.64,,,82.41,,,,15.53,15.53,22766464.0,440303413.76,,448.86,15.51,23.88,0.1738,24.06,0.2755,19.34
2018-05-24,7364625.0,142431847.5,4.1,15.61,3.36,143.92,1.0,122483797.9,4172427.0,6333185.0,80694738.18,,,,0.0,,,,0.3,6467.0,14533.0,,,0.0,,,,,80.68,,,,15.49,15.49,22771996.0,440410402.64,,441.86,15.44,23.17,0.172,23.98,0.2733,19.34
2018-05-25,7254954.0,140270728.37,4.04,15.24,3.31,142.76,1.0,116994630.35,4012761.0,6051089.0,77584628.14,,,38856.0,2.13,,,,4.76,106999.0,246230.0,,,2.13,38856.0,,47708.0,389095.0,77.74,7.56,,,14.89,14.89,22943672.0,443603857.85,,447.47,14.8,22.98,0.1819,25.6,0.2691,19.71
2018-05-28,6808576.0,129703375.86,3.79,14.5,3.1,134.69,1.0,116726153.61,3490115.0,6127357.0,66486692.32,,,1354.0,,,86500.0,,10.13,,524000.0,,,,1354.0,1.68,,10232.0,68.1,0.0,,,12.87,12.87,23630084.0,450153110.83,,464.21,12.79,24.42,0.1983,27.42,0.2511,19.42
2018-05-29,6353305.0,120331596.7,3.54,13.71,2.9,125.76,1.0,111463112.16,2993836.0,5885064.0,56703253.84,,,175017.0,7.25,,54000.0,,23.38,352772.0,1189655.0,,,7.25,175017.0,1.02,518359.0,649065.0,58.09,12.72,,,10.83,10.83,24643554.0,466748912.76,,479.92,10.8,26.52,0.2005,30.51,0.2299,18.94
2018-05-30,6573530.0,122201922.7,3.66,13.98,3.0,127.05,1.0,113590272.51,3654328.0,6110289.0,67933957.52,,,792185.0,6.89,,245000.0,,3.68,403072.0,187581.0,,,6.89,792185.0,4.54,55888.0,422847.0,69.12,8.9,,,13.2,13.2,24033084.0,446775031.56,,454.82,13.19,24.85,0.1926,29.66,0.2374,18.59
2018-05-31,7093365.0,131014451.55,3.95,15.39,3.23,135.73,1.0,118032202.54,4019045.0,6390482.0,74231761.15,,,80479.0,4.63,,,,,280193.0,,,,4.63,80479.0,,284238.0,,74.65,,,,14.38,14.38,23932216.0,442028029.52,,446.2,14.33,23.29,0.1782,27.76,0.2538,18.47
2018-06-01,7179149.0,133603962.89,4.0,14.81,3.27,137.24,1.0,120523310.26,4019045.0,6476266.0,74794427.45,,,,1.46,,,,,85784.0,,,,1.46,,,,,74.34,,,,14.36,14.36,23970380.0,446088771.8,,446.62,14.27,22.93,0.1769,27.46,0.2565,18.61
2018-06-04,8233153.0,155194934.05,4.58,17.08,3.75,157.71,1.0,151109366.2,4142282.0,8016412.0,78082015.7,,,6910.0,10.47,,1099194.0,,10.25,527452.0,568950.0,,,10.47,6910.0,20.46,685277.0,86500.0,77.11,1.68,,,14.56,14.56,24308110.0,458207873.5,,455.88,14.47,20.17,0.1685,23.89,0.2894,18.85
2018-06-05,8910030.0,166617561.0,4.96,19.28,4.06,171.28,1.0,156221595.2,4364817.0,8354096.0,81622077.9,,,111840.0,8.84,,,,2.77,441076.0,149176.0,,,8.84,111840.0,,259871.0,103392.0,82.25,2.04,,,15.31,15.31,24145812.0,451526684.4,,456.85,15.26,21.42,0.1659,21.81,0.3125,18.7
2018-06-06,10291860.0,196471607.4,5.73,22.34,4.69,196.97,1.0,183911780.97,4451556.0,9633933.0,84980204.04,,,25000.0,25.18,,,,0.02,1333837.0,90.0,,,25.18,25000.0,,61829.0,54000.0,83.28,1.01,,,15.56,15.56,24158808.0,461191644.72,,454.48,15.49,18.89,0.1877,31.02,0.3597,19.09
2018-06-07,7751351.0,146733074.43,4.32,16.87,3.53,150.04,1.0,134278516.32,4525791.0,7093424.0,85673223.63,,,40346.0,7.7,,,,0.2,336833.0,10765.0,,,7.7,40346.0,,44654.0,2877342.0,86.35,55.27,,,15.8,15.8,24118732.0,456567596.76,,461.67,15.76,24.94,0.1901,26.86,0.2706,18.93
2018-06-08,7685438.0,144639943.16,4.28,16.97,3.5,147.88,1.0,132257757.02,4423227.0,7027511.0,83245132.14,,,107467.0,3.64,,11196.0,,6.52,209535.0,338764.0,,,3.64,107467.0,0.21,128733.0,286644.0,83.75,5.7,,,15.42,15.42,24262352.0,456617464.64,,462.09,15.34,23.35,0.1822,25.19,0.2679,18.82
2018-06-11,7436732.0,140702969.44,4.14,16.52,3.39,142.71,1.0,131925470.6,4584953.0,6972805.0,86747310.76,,,53372.0,2.46,,,,4.1,139294.0,207886.0,,,2.46,53372.0,,316240.0,194000.0,86.29,3.64,,,15.87,15.87,24300304.0,459761751.68,,457.42,15.87,24.35,0.1899,25.89,0.2575,18.92
2018-06-12,7520714.0,147405994.4,4.19,16.75,3.43,146.22,1.0,138313025.2,4544532.0,7056787.0,89072827.2,,,103282.0,6.0,,,,3.09,266866.0,163977.0,,,6.0,103282.0,,20274.0,182884.0,86.16,3.21,,,15.72,15.72,24373068.0,477712132.8,,464.53,15.65,21.62,0.1794,25.25,0.2601,19.6
2018-06-13,7534891.0,148060608.15,4.19,16.51,3.43,150.11,1.0,138944442.6,4430394.0,7070964.0,87057242.1,,,,0.65,,,,2.22,25592.0,117400.0,,,0.65,,,3262.0,11415.0,86.82,0.0,,,15.32,15.32,24493954.0,481306196.1,,480.17,15.31,21.66,0.1806,25.4,0.2605,19.65
2018-06-14,7587975.0,151076582.25,4.22,16.44,3.46,153.06,1.0,141839795.68,4389581.0,7124048.0,87396557.71,,,13886.0,1.99,,,,1.46,59406.0,78214.0,,,1.99,13886.0,,23515.0,6322.0,86.5,0.0,,,15.12,15.12,24645452.0,490690949.32,,488.45,15.05,21.55,0.1803,25.32,0.2613,19.91
2018-06-15,7642583.0,151475995.06,4.25,16.55,3.48,154.72,1.0,142280961.92,4399530.0,7178656.0,87198684.6,,,32288.0,2.64,,,,1.77,113211.0,108909.0,,,2.64,32288.0,,86570.0,58603.0,87.59,0.98,,,15.0,15.0,24932850.0,494169087.0,,496.25,15.0,22.59,0.1822,25.14,0.2606,19.82
2018-06-18,7759156.0,153088147.88,4.32,16.71,3.54,156.21,1.0,143934868.17,4415664.0,7295229.0,87121050.72,,,32690.0,1.73,,7671.0,,0.46,108902.0,23009.0,,,1.73,32690.0,0.15,6453.0,,87.49,,,,15.04,15.04,24951292.0,492288991.16,,494.19,15.04,22.42,0.1813,24.72,0.2642,19.73
2018-06-19,7849508.0,154242832.2,4.37,16.77,3.58,157.44,1.0,145126666.65,4478658.0,7385581.0,88005629.7,,,103815.0,2.93,,,,0.87,167522.0,43988.0,,,2.93,103815.0,,3167.0,77170.0,88.37,1.49,,,15.24,15.24,24899672.0,489278554.8,,491.35,15.24,22.4,0.1836,24.48,0.2672,19.65
2018-06-20,8151929.0,159044134.79,4.53,17.28,3.71,162.61,1.0,150324452.45,4650461.0,7704995.0,90730494.11,,,32763.0,7.38,,,,0.13,396051.0,5912.0,,,7.38,32763.0,,144952.0,76637.0,91.36,1.61,,,15.82,15.82,24742660.0,482729296.6,,485.66,15.83,23.5,0.1877,24.27,0.2773,19.51
2018-06-21,8351984.0,164868164.16,4.64,17.58,3.8,166.02,1.0,150129273.42,4978972.0,7605333.0,98284907.28,,,88225.0,4.33,,,,1.74,232402.0,87272.0,,,4.33,88225.0,,327558.0,332064.0,97.15,6.59,,,16.86,16.86,24555912.0,484733702.88,,479.49,16.85,22.89,0.184,24.85,0.2828,19.74
2018-06-22,7909723.0,158036265.54,4.39,16.25,3.6,158.33,1.0,149054136.66,4547642.0,7460167.0,90861887.16,,,25765.0,1.12,,13641.0,,8.91,38227.0,457095.0,,,1.12,25765.0,0.27,,197034.0,89.48,3.54,,,15.43,15.43,24926066.0,498022798.68,,489.75,15.45,24.09,0.2015,26.18,0.2684,19.98
2018-06-25,8162937.0,164401551.18,4.53,16.6,3.71,165.55,1.0,155025253.34,4675462.0,7697381.0,94163804.68,,,18597.0,5.9,,,,0.36,226953.0,33194.0,,,5.9,18597.0,,128776.0,,93.35,,,,15.95,15.95,24637226.0,496193731.64,,490.05,16.0,23.46,0.1944,26.01,0.2785,20.14
2018-06-26,8104521.0,158686521.18,4.5,16.36,3.69,164.74,1.0,149884214.7,4707293.0,7654965.0,92168796.94,,,42103.0,1.09,,,,0.35,32721.0,17911.0,,,1.09,42103.0,,7639.0,75137.0,94.53,0.99,,,16.03,16.03,24661428.0,482870760.24,,492.09,16.11,24.15,0.1961,25.46,0.276,19.58
