,CI2 FP Equity_DX_SI_QTY,CI2 FP Equity_DX_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CI2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CI2 FP Equity_DX_SI_MV,CI2 FP Equity_DX_DSS,CI2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SUPPLY_SI_QTY,CI2 FP Equity_DX_BROKER_SI_QTY,CI2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CI2 FP Equity_DX_BROKER_SI_MV_NEW_x,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CI2 FP Equity_DX_BROKER_SI_MV_INC_x,CI2 FP Equity_DX_BROKER_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_NEW,CI2 FP Equity_DX_SUPPLY_SI_MV_DEC,CI2 FP Equity_DX_BROKER_SI_QTY_INC,CI2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CI2 FP Equity_DX_BROKER_SI_MV_NEW_y,CI2 FP Equity_DX_BROKER_SI_MV_INC_y,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CI2 FP Equity_DX_BROKER_SI_MV_ADD,CI2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_DEC,CI2 FP Equity_DX_SUPPLY_SI_MV,CI2 FP Equity_DX_BROKER_SI_MV_DEC,CI2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CI2 FP Equity_DX_UTILIZATION_QUANTITY,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CI2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CI2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CI2 FP Equity_DX_BROKER_SI_CON_RATIO,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CI2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CI2 FP Equity_PX_LAST
2013-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3398700.0,3.39,0.0,,0.0,,0.0,339.87
2013-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3409600.0,3.4,0.0,,0.0,,0.0,340.96
2013-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3374000.0,3.41,0.0,,0.0,,0.0,337.4
2013-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3326000.0,3.32,0.0,,0.0,,0.0,332.6
2013-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3391400.0,3.33,0.0,,0.0,,0.0,339.14
2013-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3395600.0,3.38,0.0,,0.0,,0.0,339.56
2013-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3380200.0,3.4,0.0,,0.0,,0.0,338.02
2013-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3415300.0,3.38,0.0,,0.0,,0.0,341.53
2013-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3449400.0,3.44,0.0,,0.0,,0.0,344.94
2013-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3474400.0,3.45,0.0,,0.0,,0.0,347.44
2013-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3458300.0,3.48,0.0,,0.0,,0.0,345.83
2013-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3462400.0,3.46,0.0,,0.0,,0.0,346.24
2013-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3419500.0,3.42,0.0,,0.0,,0.0,341.95
2013-01-25,1000.0,340200.0,1.48,0.5,0.34,,340200.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,0.34,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,340.2
2013-01-28,1000.0,340370.0,1.39,0.5,0.34,,340370.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,340.37
2013-01-29,1000.0,341660.0,1.45,0.5,0.34,,341660.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,341.66
2013-01-30,1000.0,341530.0,1.55,0.5,0.34,,341530.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,341.53
2013-01-31,1000.0,339160.0,1.52,0.5,0.34,,339160.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,339.16
2013-02-01,1000.0,336370.0,1.59,0.5,0.34,,336370.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,336.37
2013-02-04,1000.0,337190.0,1.59,0.5,0.34,,337190.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,337.19
2013-02-05,1000.0,336300.0,1.44,0.5,0.34,,336300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,336.3
2013-02-06,1000.0,337740.0,1.4,0.5,0.34,,337740.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,337.74
2013-02-07,1000.0,337550.0,1.41,0.5,0.34,,337550.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,337.55
2013-02-08,1000.0,337810.0,1.32,0.5,0.34,,337810.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,337.81
2013-02-11,1000.0,333690.0,1.34,0.5,0.33,,333690.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,333.69
2013-02-12,1000.0,334660.0,1.32,0.5,0.33,,334660.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,334.66
2013-02-13,1000.0,335000.0,1.26,0.5,0.34,,335000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,335.0
2013-02-14,1000.0,334500.0,1.38,0.5,0.34,,334500.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,334.5
2013-02-15,1000.0,331620.0,1.44,0.5,0.33,,331620.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,331.62
2013-02-18,1000.0,332500.0,1.49,0.5,0.33,,332500.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,332.5
2013-02-19,1000.0,334860.0,1.49,0.5,0.33,,334860.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,334.86
2013-02-20,1000.0,335380.0,1.48,0.5,0.33,,335380.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,335.38
2013-02-21,1000.0,329000.0,1.58,0.5,0.33,,329000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,329.0
2013-02-22,1000.0,332600.0,1.58,0.5,0.33,,332600.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,332.6
2013-02-25,1000.0,336030.0,1.59,0.5,0.33,,336030.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,336.03
2013-02-26,1000.0,332050.0,1.57,0.5,0.34,,332050.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,332.05
2013-02-27,1000.0,336770.0,1.56,0.5,0.34,,336770.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,336.77
2013-02-28,1000.0,327480.0,1.58,0.5,0.33,,327480.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,327.48
2013-03-01,1000.0,327460.0,1.49,0.5,0.33,,327460.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,327.46
2013-03-04,1000.0,326240.0,1.41,0.56,0.33,,326240.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,326.24
2013-03-05,1000.0,332840.0,1.36,0.56,0.33,,332840.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,332.84
2013-03-06,1000.0,333730.0,1.51,0.56,0.33,,333730.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,333.73
2013-03-07,1000.0,337320.0,1.44,0.56,0.34,,337320.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,337.32
2013-03-08,1000.0,345070.0,1.44,0.56,0.35,,345070.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,345.07
2013-03-11,1000.0,344930.0,1.54,0.56,0.35,,344930.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,344.93
2013-03-12,1000.0,341190.0,1.49,0.56,0.34,,341190.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,341.19
2013-03-13,1000.0,338660.0,1.34,0.56,0.34,,338660.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,338.66
2013-03-14,1000.0,342460.0,1.4,0.56,0.34,,342460.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,342.46
2013-03-15,1000.0,340320.0,1.4,0.56,0.34,,340320.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,340.32
2013-03-18,1000.0,340430.0,1.39,0.56,0.34,,340430.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,340.43
2013-03-19,1000.0,331860.0,1.56,0.56,0.33,,331860.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,331.86
2013-03-20,1000.0,330330.0,1.47,0.56,0.33,,330330.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,330.33
2013-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.33,0.0,0.0,10000.0,3287000.0,3.3,0.0,,0.0,,0.0,328.7
2013-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3262700.0,3.29,0.0,,0.0,,0.0,326.27
2013-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3273300.0,3.26,0.0,,0.0,,0.0,327.33
2013-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3298100.0,3.28,0.0,,0.0,,0.0,329.81
2013-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3311900.0,3.3,0.0,,0.0,,0.0,331.19
2013-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3324700.0,3.31,0.0,,0.0,,0.0,332.47
2013-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3324700.0,3.34,0.0,,0.0,,0.0,
2013-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3324700.0,3.32,0.0,,0.0,,0.0,
2013-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3355900.0,3.32,0.0,,0.0,,0.0,335.59
2013-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3297600.0,3.36,0.0,,0.0,,0.0,329.76
2013-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3226600.0,3.24,0.0,,0.0,,0.0,322.66
2013-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3168000.0,3.16,0.0,,0.0,,0.0,316.8
2013-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3195300.0,3.17,0.0,,0.0,,0.0,319.53
2013-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3168200.0,3.2,0.0,,0.0,,0.0,316.82
2013-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3230400.0,3.17,0.0,,0.0,,0.0,323.04
2013-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3227200.0,3.23,0.0,,0.0,,0.0,322.72
2013-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3129600.0,3.13,0.0,,0.0,,0.0,312.96
2013-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3165800.0,3.12,0.0,,0.0,,0.0,316.58
2013-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3244900.0,3.17,0.0,,0.0,,0.0,324.49
2013-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3251300.0,3.25,0.0,,0.0,,0.0,325.13
2013-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3297400.0,3.24,0.0,,0.0,,0.0,329.74
2013-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3324800.0,3.32,0.0,,0.0,,0.0,332.48
2013-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3335700.0,3.33,0.0,,0.0,,0.0,333.57
2013-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3369900.0,3.33,0.0,,0.0,,0.0,336.99
2013-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3394600.0,3.37,0.0,,0.0,,0.0,339.46
2013-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3394200.0,3.4,0.0,,0.0,,0.0,339.42
2013-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3337100.0,3.35,0.0,,0.0,,0.0,333.71
2013-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3359900.0,3.34,0.0,,0.0,,0.0,335.99
2013-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3388700.0,3.33,0.0,,0.0,,0.0,338.87
2013-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3388700.0,3.39,0.0,,0.0,,0.0,
2013-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3465700.0,3.39,0.0,,0.0,,0.0,346.57
2013-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3460100.0,3.44,0.0,,0.0,,0.0,346.01
2013-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3441200.0,3.46,0.0,,0.0,,0.0,344.12
2013-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3476700.0,3.44,0.0,,0.0,,0.0,347.67
2013-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3467100.0,3.47,0.0,,0.0,,0.0,346.71
2013-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3458600.0,3.45,0.0,,0.0,,0.0,345.86
2013-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3470800.0,3.47,0.0,,0.0,,0.0,347.08
2013-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3414600.0,3.47,0.0,,0.0,,0.0,341.46
2013-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3444800.0,3.41,0.0,,0.0,,0.0,344.48
2013-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3534900.0,3.45,0.0,,0.0,,0.0,353.49
2013-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3543500.0,3.53,0.0,,0.0,,0.0,354.35
2013-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3552000.0,3.59,0.0,,0.0,,0.0,355.2
2013-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3534600.0,3.55,0.0,,0.0,,0.0,353.46
2013-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3488000.0,3.53,0.0,,0.0,,0.0,348.8
2013-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3490000.0,3.49,0.0,,0.0,,0.0,349.0
2013-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3369000.0,3.49,0.0,,0.0,,0.0,336.9
2013-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3354200.0,3.36,0.0,,0.0,,0.0,335.42
2013-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3438300.0,3.36,0.0,,0.0,,0.0,343.83
2013-05-28,1600.0,551680.0,1.1,1.33,0.54,,551680.0,0.0,1600.0,0.0,,,,1600.0,,,,,,,,0.54,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.16,344.8
2013-05-29,1600.0,541744.0,1.09,1.33,0.54,,541744.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.16,338.59
2013-05-30,3200.0,1079520.0,2.16,2.66,1.08,,1079520.0,0.0,3200.0,0.0,,,,1600.0,,,,,,,,0.54,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.76,0.5,50.24,0.32,337.35
2013-05-31,3200.0,1059808.0,2.26,2.66,1.08,,1059808.0,0.0,3200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.5,50.14,0.32,331.19
2013-06-03,3200.0,1038912.0,2.14,2.66,1.07,,1038912.0,0.0,3200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.68,0.5,50.32,0.32,324.66
2013-06-04,3200.0,1039904.0,2.2,2.66,1.06,,1039904.0,0.0,3200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.18,0.5001,50.82,0.32,324.97
2013-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3200.0,0.0,1.06,0.0,0.0,10000.0,3219800.0,3.25,0.0,,0.0,,0.0,321.98
2013-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3188900.0,3.22,0.0,,0.0,,0.0,318.89
2013-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3191400.0,3.18,0.0,,0.0,,0.0,319.14
2013-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,3125900.0,3.2,0.0,,0.0,,0.0,312.59
2013-06-11,26000.0,7936500.0,17.04,21.58,8.23,,7936500.0,0.0,26000.0,0.0,,,,26000.0,,,,,,,,8.23,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.49,0.5001,50.51,2.6,305.25
2013-06-12,26000.0,7893080.0,16.08,21.58,8.11,,7893080.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.9,0.5002,51.1,2.6,303.58
2013-06-13,26000.0,7836400.0,15.07,21.58,8.12,,7836400.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.76,0.5003,51.24,2.6,301.4
2013-06-14,26000.0,7931040.0,14.4,24.42,8.08,,7931040.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.58,0.5004,51.42,2.6,305.04
2013-06-17,26000.0,8015540.0,14.29,24.42,8.13,,8015540.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.88,0.5003,51.12,2.6,308.29
2013-06-18,3000.0,904050.0,1.71,2.82,0.92,,904050.0,0.0,3000.0,0.0,,,,,,,,,,,,,,23000.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.5571,66.9,0.3,301.35
2013-06-19,3000.0,906180.0,1.74,2.82,0.9,,906180.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.5538,66.4,0.3,302.06
2013-06-20,1000.0,290470.0,0.59,0.94,0.3,,290470.0,0.0,1000.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,290.47
2013-06-21,1000.0,290870.0,0.58,0.94,0.29,,290870.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,290.87
2013-06-24,1000.0,288900.0,0.56,0.94,0.29,,288900.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1,288.9
