,ALBON FP Equity_DX_SI_QTY,ALBON FP Equity_DX_SHORT_INTEREST_VALUE,ALBON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBON FP Equity_DX_SI_MV,ALBON FP Equity_DX_DSS,ALBON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBON FP Equity_DX_SUPPLY_SI_QTY,ALBON FP Equity_DX_BROKER_SI_QTY,ALBON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBON FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBON FP Equity_DX_BROKER_SI_MV_INC_x,ALBON FP Equity_DX_BROKER_SI_QTY_ADD,ALBON FP Equity_DX_SUPPLY_SI_MV_DEC,ALBON FP Equity_DX_BROKER_SI_QTY_INC,ALBON FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBON FP Equity_DX_BROKER_SI_MV_INC_y,ALBON FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBON FP Equity_DX_BROKER_SI_MV_ADD,ALBON FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBON FP Equity_DX_BROKER_SI_QTY_DEC,ALBON FP Equity_DX_SUPPLY_SI_MV,ALBON FP Equity_DX_BROKER_SI_MV_DEC,ALBON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBON FP Equity_DX_UTILIZATION_QUANTITY,ALBON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBON FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBON FP Equity_DX_BROKER_SI_CON_RATIO,ALBON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBON FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBON FP Equity_PX_LAST
2006-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1098.0,78795.98,0.11,0.0,,0.0,,0.0,99.5
2006-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5
2006-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5
2006-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5
2006-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2006-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1100.0,78146.15,0.11,0.0,,0.0,,0.0,98.5
2006-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1099.0,79264.07,0.11,0.0,,0.0,,0.0,100.0
2006-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2006-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2
2006-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3
2006-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6
2006-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2095.0,158805.45,0.22,0.0,,0.0,,0.0,105.1
2006-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4
2006-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0
2006-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8
2006-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4
2006-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2096.0,161753.51,0.23,0.0,,0.0,,0.0,107.0
2006-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7
2006-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6
2006-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1
2006-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2507.0,201065.6,0.27,0.0,,0.0,,0.0,111.2
2006-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2
2006-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9
2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2006-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.9
2006-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2504.0,195407.06,0.27,0.0,,0.0,,0.0,108.2
2006-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4
2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1
2006-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2502.0,193085.54,0.27,0.0,,0.0,,0.0,107.0
2006-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.4
2006-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2006-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2006-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.8
2006-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2495.0,197943.8,0.27,0.0,,0.0,,0.0,110.0
2006-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2006-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7
2006-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3
2006-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,196537.38,0.27,0.0,,0.0,,0.0,109.0
2006-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2006-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2006-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2006-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2006-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2499.0,194836.63,0.27,0.0,,0.0,,0.0,108.1
2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2006-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1
2006-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2006-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2006-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2496.0,194422.71,0.27,0.0,,0.0,,0.0,108.0
2006-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
2006-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2006-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2006-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.4
2006-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2497.0,191979.3,0.27,0.0,,0.0,,0.0,106.6
2006-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5
2006-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5
2006-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5
2006-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2495.0,191645.59,0.27,0.0,,0.0,,0.0,106.5
2006-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2006-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1
2006-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1
2006-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5
2006-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2503.0,187385.88,0.26,0.0,,0.0,,0.0,103.8
2006-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5
2006-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2006-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8
2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5
2006-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2502.0,179803.75,0.25,0.0,,0.0,,0.0,97.0
2006-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2006-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2006-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6
2006-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5
2006-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,184475.66,0.25,0.0,,0.0,,0.0,99.6
2006-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2006-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5
2006-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2006-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2006-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2497.0,186844.21,0.25,0.0,,0.0,,0.0,101.0
2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7
2006-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2491.0,191193.53,0.25,0.0,,0.0,,0.0,103.6
2006-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2498.0,194321.77,0.26,0.0,,0.0,,0.0,105.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2496.0,194351.1,0.26,0.0,,0.0,,0.0,105.1
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2499.0,192733.28,0.26,0.0,,0.0,,0.0,104.1
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,192439.97,0.26,0.0,,0.0,,0.0,103.9
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2496.0,194166.18,0.26,0.0,,0.0,,0.0,105.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2499.0,194399.56,0.26,0.0,,0.0,,0.0,105.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2497.0,193504.0,0.26,0.0,,0.0,,0.0,104.6
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2498.0,193766.56,0.26,0.0,,0.0,,0.0,104.7
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2499.0,192918.42,0.26,0.0,,0.0,,0.0,104.2
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2495.0,191315.7,0.26,0.0,,0.0,,0.0,103.5
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2498.0,191545.74,0.26,0.0,,0.0,,0.0,103.5
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2499.0,190696.71,0.26,0.0,,0.0,,0.0,103.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2499.0,192548.13,0.26,0.0,,0.0,,0.0,104.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2498.0,193396.42,0.26,0.0,,0.0,,0.0,104.5
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2497.0,193873.99,0.26,0.0,,0.0,,0.0,104.8
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2497.0,196093.92,0.26,0.0,,0.0,,0.0,106.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,200033.84,0.26,0.0,,0.0,,0.0,108.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,201145.14,0.27,0.0,,0.0,,0.0,108.6
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2442.0,197202.25,0.27,0.0,,0.0,,0.0,109.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2298.0,185573.62,0.25,0.0,,0.0,,0.0,109.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2299.0,185654.37,0.25,0.0,,0.0,,0.0,109.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2299.0,184802.75,0.25,0.0,,0.0,,0.0,108.5
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2298.0,183190.11,0.25,0.0,,0.0,,0.0,107.6
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2300.0,182497.54,0.25,0.0,,0.0,,0.0,107.1
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2297.0,183791.1,0.25,0.0,,0.0,,0.0,108.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2298.0,183190.11,0.25,0.0,,0.0,,0.0,107.6
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2298.0,182168.6,0.25,0.0,,0.0,,0.0,107.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2297.0,182940.21,0.25,0.0,,0.0,,0.0,107.5
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2298.0,182168.6,0.25,0.0,,0.0,,0.0,107.0
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2297.0,182089.33,0.25,0.0,,0.0,,0.0,107.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2299.0,182247.87,0.25,0.0,,0.0,,0.0,107.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2299.0,182247.87,0.25,0.0,,0.0,,0.0,107.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2298.0,181828.1,0.25,0.0,,0.0,,0.0,106.8
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2296.0,183030.67,0.25,0.0,,0.0,,0.0,107.6
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3628.0,290289.11,0.39,0.0,,0.0,,0.0,108.0
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3627.0,289671.68,0.39,0.0,,0.0,,0.0,107.8
2006-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3628.0,288945.18,0.39,0.0,,0.0,,0.0,107.5
2006-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3625.0,292734.71,0.39,0.0,,0.0,,0.0,109.0
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3628.0,292976.98,0.4,0.0,,0.0,,0.0,109.0
2006-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3630.0,290718.08,0.39,0.0,,0.0,,0.0,108.1
2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3627.0,293164.93,0.39,0.0,,0.0,,0.0,109.1
2006-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4032.0,327692.78,0.44,0.0,,0.0,,0.0,109.7
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4031.0,328507.43,0.44,0.0,,0.0,,0.0,110.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4032.0,328588.93,0.44,0.0,,0.0,,0.0,110.0
2006-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4033.0,327475.26,0.44,0.0,,0.0,,0.0,109.6
2006-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4031.0,329104.72,0.44,0.0,,0.0,,0.0,110.2
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4031.0,330896.58,0.45,0.0,,0.0,,0.0,110.8
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4028.0,337215.57,0.45,0.0,,0.0,,0.0,113.0
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4033.0,334646.25,0.45,0.0,,0.0,,0.0,112.0
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4032.0,334563.27,0.45,0.0,,0.0,,0.0,112.0
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4033.0,332554.71,0.45,0.0,,0.0,,0.0,111.3
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4032.0,331576.1,0.45,0.0,,0.0,,0.0,111.0
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4034.0,328751.92,0.45,0.0,,0.0,,0.0,110.0
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4031.0,328806.08,0.44,0.0,,0.0,,0.0,110.1
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4029.0,335806.82,0.45,0.0,,0.0,,0.0,112.5
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4032.0,335459.42,0.45,0.0,,0.0,,0.0,112.3
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4035.0,330328.11,0.45,0.0,,0.0,,0.0,110.5
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4032.0,331576.1,0.45,0.0,,0.0,,0.0,111.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4030.0,334397.32,0.45,0.0,,0.0,,0.0,112.0
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4033.0,331658.34,0.45,0.0,,0.0,,0.0,111.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4030.0,334397.32,0.45,0.0,,0.0,,0.0,112.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4031.0,337765.37,0.45,0.0,,0.0,,0.0,113.1
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4029.0,343269.19,0.46,0.0,,0.0,,0.0,115.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4028.0,348257.14,0.47,0.0,,0.0,,0.0,116.7
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4034.0,346683.84,0.47,0.0,,0.0,,0.0,116.0
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4032.0,346511.96,0.47,0.0,,0.0,,0.0,116.0
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4373.0,375817.66,0.51,0.0,,0.0,,0.0,116.0
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4372.0,377351.25,0.51,0.0,,0.0,,0.0,116.5
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4372.0,377351.25,0.51,0.0,,0.0,,0.0,116.5
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4376.0,370564.03,0.51,0.0,,0.0,,0.0,114.3
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4371.0,372407.45,0.5,0.0,,0.0,,0.0,115.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4374.0,369422.5,0.5,0.0,,0.0,,0.0,114.0
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4373.0,369338.04,0.5,0.0,,0.0,,0.0,114.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4370.0,371998.49,0.5,0.0,,0.0,,0.0,114.9
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4373.0,372577.85,0.5,0.0,,0.0,,0.0,115.0
