,EQUA FP Equity_DX_SI_QTY,EQUA FP Equity_DX_SHORT_INTEREST_VALUE,EQUA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EQUA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EQUA FP Equity_DX_SI_MV,EQUA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EQUA FP Equity_DX_SUPPLY_SI_QTY,EQUA FP Equity_DX_BROKER_SI_QTY,EQUA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EQUA FP Equity_DX_SUPPLY_SI_MV,EQUA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EQUA FP Equity_DX_UTILIZATION_QUANTITY,EQUA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EQUA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EQUA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EQUA FP Equity_DX_ACTIVE_UTILIZATION_MV,EQUA FP Equity_DX_BROKER_SI_CON_RATIO,EQUA FP Equity_DX_DEMAND_SUPPLY_RATIO,EQUA FP Equity_PX_LAST
2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36120.0,0.04,0.0,0.0,0.0,120.4
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36432.0,0.04,0.0,0.0,0.0,121.44
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36330.0,0.04,0.0,0.0,0.0,121.1
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36090.0,0.04,0.0,0.0,0.0,120.3
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36096.0,0.04,0.0,0.0,0.0,120.32
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35868.0,0.04,0.0,0.0,0.0,119.56
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36156.0,0.04,0.0,0.0,0.0,120.52
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36300.0,0.04,0.0,0.0,0.0,121.0
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36342.0,0.04,0.0,0.0,0.0,121.14
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35844.0,0.04,0.0,0.0,0.0,119.48
2019-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34830.0,0.03,0.0,0.0,0.0,116.1
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34842.0,0.03,0.0,0.0,0.0,116.14
2019-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35178.0,0.04,0.0,0.0,0.0,117.26
2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35382.0,0.04,0.0,0.0,0.0,117.94
2019-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35100.0,0.04,0.0,0.0,0.0,117.0
2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35106.0,0.04,0.0,0.0,0.0,117.02
2019-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35250.0,0.04,0.0,0.0,0.0,117.5
2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35880.0,0.04,0.0,0.0,0.0,119.6
2019-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35574.0,0.04,0.0,0.0,0.0,118.58
2019-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35910.0,0.04,0.0,0.0,0.0,119.7
2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35712.0,0.04,0.0,0.0,0.0,119.04
2019-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35574.0,0.04,0.0,0.0,0.0,118.58
2019-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35340.0,0.04,0.0,0.0,0.0,117.8
2019-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35550.0,0.04,0.0,0.0,0.0,118.5
2019-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35688.0,0.04,0.0,0.0,0.0,118.96
2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35952.0,0.04,0.0,0.0,0.0,119.84
2019-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36150.0,0.04,0.0,0.0,0.0,120.5
2019-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36114.0,0.04,0.0,0.0,0.0,120.38
2019-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36294.0,0.04,0.0,0.0,0.0,120.98
2019-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36222.0,0.04,0.0,0.0,0.0,120.74
2019-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36414.0,0.04,0.0,0.0,0.0,121.38
2019-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36396.0,0.04,0.0,0.0,0.0,121.32
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36468.0,0.04,0.0,0.0,0.0,121.56
2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36648.0,0.04,0.0,0.0,0.0,122.16
2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36456.0,0.04,0.0,0.0,0.0,121.52
2019-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36438.0,0.04,0.0,0.0,0.0,121.46
2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36690.0,0.04,0.0,0.0,0.0,122.3
2019-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36600.0,0.04,0.0,0.0,0.0,122.0
2019-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36540.0,0.04,0.0,0.0,0.0,121.8
2019-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36660.0,0.04,0.0,0.0,0.0,122.2
2019-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36636.0,0.04,0.0,0.0,0.0,122.12
2019-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36498.0,0.04,0.0,0.0,0.0,121.66
2019-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36606.0,0.04,0.0,0.0,0.0,122.02
2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36708.0,0.04,0.0,0.0,0.0,122.36
2019-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36690.0,0.04,0.0,0.0,0.0,122.3
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36762.0,0.04,0.0,0.0,0.0,122.54
2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36510.0,0.04,0.0,0.0,0.0,121.7
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36774.0,0.04,0.0,0.0,0.0,122.58
2019-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37260.0,0.04,0.0,0.0,0.0,124.2
2019-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37308.0,0.04,0.0,0.0,0.0,124.36
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37548.0,0.04,0.0,0.0,0.0,125.16
2019-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37494.0,0.04,0.0,0.0,0.0,124.98
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37356.0,0.04,0.0,0.0,0.0,124.52
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36744.0,0.04,0.0,0.0,0.0,122.48
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36546.0,0.04,0.0,0.0,0.0,121.82
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36906.0,0.04,0.0,0.0,0.0,123.02
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36942.0,0.04,0.0,0.0,0.0,123.14
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37362.0,0.04,0.0,0.0,0.0,124.54
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37074.0,0.04,0.0,0.0,0.0,123.58
2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37008.0,0.04,0.0,0.0,0.0,123.36
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,36948.0,0.04,0.0,0.0,0.0,123.16
2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37014.0,0.04,0.0,0.0,0.0,123.38
2019-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37344.0,0.04,0.0,0.0,0.0,124.48
2019-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37902.0,0.04,0.0,0.0,0.0,126.34
2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37680.0,0.04,0.0,0.0,0.0,125.6
2019-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37632.0,0.04,0.0,0.0,0.0,125.44
2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37728.0,0.04,0.0,0.0,0.0,125.76
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38040.0,0.04,0.0,0.0,0.0,126.8
2019-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38028.0,0.04,0.0,0.0,0.0,126.76
2019-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38076.0,0.04,0.0,0.0,0.0,126.92
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38076.0,0.04,0.0,0.0,0.0,
2019-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38076.0,0.04,0.0,0.0,0.0,
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38214.0,0.04,0.0,0.0,0.0,127.38
2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37896.0,0.04,0.0,0.0,0.0,126.32
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37782.0,0.04,0.0,0.0,0.0,125.94
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37782.0,0.04,0.0,0.0,0.0,
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38052.0,0.04,0.0,0.0,0.0,126.84
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37884.0,0.04,0.0,0.0,0.0,126.28
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37818.0,0.04,0.0,0.0,0.0,126.06
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37794.0,0.04,0.0,0.0,0.0,125.98
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,37968.0,0.04,0.0,0.0,0.0,126.56
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38172.0,0.04,0.0,0.0,0.0,127.24
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38160.0,0.04,0.0,0.0,0.0,127.2
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,38190.0,0.04,0.0,0.0,0.0,127.3
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,19152.0,0.02,0.0,0.0,0.0,127.68
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,19287.0,0.02,0.0,0.0,0.0,128.58
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,19329.0,0.02,0.0,0.0,0.0,128.86
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,19530.0,0.02,0.0,0.0,0.0,130.2
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,19458.0,0.02,0.0,0.0,0.0,129.72
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6485.0,0.01,0.0,0.0,0.0,129.7
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6519.0,0.01,0.0,0.0,0.0,130.38
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6476.0,0.01,0.0,0.0,0.0,129.52
2020-01-24,,,,,,,,,,,,,,,,,,,130.88
2020-01-27,,,,,,,,,,,,,,,,,,,128.06
2020-01-28,,,,,,,,,,,,,,,,,,,129.24
2020-01-29,,,,,,,,,,,,,,,,,,,129.84
2020-01-30,,,,,,,,,,,,,,,,,,,128.58
2020-01-31,,,,,,,,,,,,,,,,,,,126.72
2020-02-03,,,,,,,,,,,,,,,,,,,126.84
2020-02-04,,,,,,,,,,,,,,,,,,,128.48
2020-02-05,,,,,,,,,,,,,,,,,,,129.98
2020-02-06,,,,,,,,,,,,,,,,,,,130.2
2020-02-07,,,,,,,,,,,,,,,,,,,129.48
2020-02-10,,,,,,,,,,,,,,,,,,,130.02
2020-02-11,,,,,,,,,,,,,,,,,,,130.94
2020-02-12,,,,,,,,,,,,,,,,,,,131.58
2020-02-13,,,,,,,,,,,,,,,,,,,131.58
2020-02-14,,,,,,,,,,,,,,,,,,,131.68
2020-02-17,,,,,,,,,,,,,,,,,,,131.82
2020-02-18,,,,,,,,,,,,,,,,,,,131.96
2020-02-19,,,,,,,,,,,,,,,,,,,133.1
2020-02-20,,,,,,,,,,,,,,,,,,,131.94
2020-02-21,,,,,,,,,,,,,,,,,,,131.18
2020-02-24,,,,,,,,,,,,,,,,,,,126.26
2020-02-25,,,,,,,,,,,,,,,,,,,124.14
2020-02-26,,,,,,,,,,,,,,,,,,,124.52
2020-02-27,,,,,,,,,,,,,,,,,,,120.1
2020-02-28,,,,,,,,,,,,,,,,,,,116.9
2020-03-02,,,,,,,,,,,,,,,,,,,116.9
2020-03-03,,,,,,,,,,,,,,,,,,,118.6
2020-03-04,,,,,,,,,,,,,,,,,,,120.1
2020-03-05,,,,,,,,,,,,,,,,,,,117.64
2020-03-06,,,,,,,,,,,,,,,,,,,113.92
2020-03-09,,,,,,,,,,,,,,,,,,,105.14
2020-03-10,,,,,,,,,,,,,,,,,,,103.54
2020-03-11,,,,,,,,,,,,,,,,,,,102.34
2020-03-12,,,,,,,,,,,,,,,,,,,91.73
2020-03-13,,,,,,,,,,,,,,,,,,,93.74
2020-03-16,,,,,,,,,,,,,,,,,,,89.97
2020-03-17,,,,,,,,,,,,,,,,,,,92.64
2020-03-18,,,,,,,,,,,,,,,,,,,90.79
2020-03-19,,,,,,,,,,,,,,,,,,,92.75
2020-03-20,,,,,,,,,,,,,,,,,,,93.04
2020-03-23,,,,,,,,,,,,,,,,,,,88.55
2020-03-24,,,,,,,,,,,,,,,,,,,94.89
2020-03-25,,,,,,,,,,,,,,,,,,,98.15
2020-03-26,,,,,,,,,,,,,,,,,,,99.7
2020-03-27,,,,,,,,,,,,,,,,,,,98.17
2020-03-30,,,,,,,,,,,,,,,,,,,99.08
2020-03-31,,,,,,,,,,,,,,,,,,,101.16
2020-04-01,,,,,,,,,,,,,,,,,,,98.47
2020-04-02,,,,,,,,,,,,,,,,,,,99.06
2020-04-03,,,,,,,,,,,,,,,,,,,98.03
2020-04-06,,,,,,,,,,,,,,,,,,,100.78
2020-04-07,,,,,,,,,,,,,,,,,,,103.34
2020-04-08,,,,,,,,,,,,,,,,,,,103.38
2020-04-09,,,,,,,,,,,,,,,,,,,104.86
2020-04-14,,,,,,,,,,,,,,,,,,,105.44
2020-04-15,,,,,,,,,,,,,,,,,,,102.84
2020-04-16,,,,,,,,,,,,,,,,,,,103.0
2020-04-17,,,,,,,,,,,,,,,,,,,105.42
2020-04-20,,,,,,,,,,,,,,,,,,,105.92
2020-04-21,,,,,,,,,,,,,,,,,,,102.96
2020-04-22,,,,,,,,,,,,,,,,,,,104.78
2020-04-23,,,,,,,,,,,,,,,,,,,105.3
2020-04-24,,,,,,,,,,,,,,,,,,,104.76
2020-04-27,,,,,,,,,,,,,,,,,,,106.12
2020-04-28,,,,,,,,,,,,,,,,,,,108.18
2020-04-29,,,,,,,,,,,,,,,,,,,109.7
2020-04-30,,,,,,,,,,,,,,,,,,,108.14
2020-05-04,,,,,,,,,,,,,,,,,,,105.42
2020-05-05,,,,,,,,,,,,,,,,,,,106.96
2020-05-06,,,,,,,,,,,,,,,,,,,106.62
2020-05-07,,,,,,,,,,,,,,,,,,,108.2
2020-05-08,,,,,,,,,,,,,,,,,,,109.74
2020-05-11,,,,,,,,,,,,,,,,,,,109.2
2020-05-12,,,,,,,,,,,,,,,,,,,109.36
2020-05-13,,,,,,,,,,,,,,,,,,,107.56
2020-05-14,,,,,,,,,,,,,,,,,,,105.46
2020-05-15,,,,,,,,,,,,,,,,,,,106.06
2020-05-18,,,,,,,,,,,,,,,,,,,109.04
2020-05-19,,,,,,,,,,,,,,,,,,,108.88
2020-05-20,,,,,,,,,,,,,,,,,,,110.04
2020-05-21,,,,,,,,,,,,,,,,,,,109.46
2020-05-22,,,,,,,,,,,,,,,,,,,109.78
2020-05-25,,,,,,,,,,,,,,,,,,,111.28
2020-05-26,,,,,,,,,,,,,,,,,,,112.16
2020-05-27,,,,,,,,,,,,,,,,,,,112.26
2020-05-28,,,,,,,,,,,,,,,,,,,114.18
2020-05-29,,,,,,,,,,,,,,,,,,,112.72
2020-06-01,,,,,,,,,,,,,,,,,,,114.22
2020-06-02,,,,,,,,,,,,,,,,,,,115.14
2020-06-03,,,,,,,,,,,,,,,,,,,117.24
2020-06-04,,,,,,,,,,,,,,,,,,,116.64
2020-06-05,,,,,,,,,,,,,,,,,,,117.72
2020-06-08,,,,,,,,,,,,,,,,,,,116.94
2020-06-09,,,,,,,,,,,,,,,,,,,115.9
2020-06-10,,,,,,,,,,,,,,,,,,,115.9
2020-06-11,,,,,,,,,,,,,,,,,,,112.24
2020-06-12,,,,,,,,,,,,,,,,,,,112.54
2020-06-15,,,,,,,,,,,,,,,,,,,111.98
2020-06-16,,,,,,,,,,,,,,,,,,,114.78
2020-06-17,,,,,,,,,,,,,,,,,,,115.76
2020-06-18,,,,,,,,,,,,,,,,,,,115.44
2020-06-19,,,,,,,,,,,,,,,,,,,116.58
2020-06-22,,,,,,,,,,,,,,,,,,,115.44
2020-06-23,,,,,,,,,,,,,,,,,,,116.32
2020-06-24,,,,,,,,,,,,,,,,,,,113.76
2020-06-25,,,,,,,,,,,,,,,,,,,114.08
2020-06-26,,,,,,,,,,,,,,,,,,,114.1
2020-06-29,,,,,,,,,,,,,,,,,,,114.52
2020-06-30,,,,,,,,,,,,,,,,,,,114.72
2020-07-01,,,,,,,,,,,,,,,,,,,115.18
2020-07-02,,,,,,,,,,,,,,,,,,,116.66
2020-07-03,,,,,,,,,,,,,,,,,,,115.8
2020-07-06,,,,,,,,,,,,,,,,,,,116.9
2020-07-07,,,,,,,,,,,,,,,,,,,116.64
2020-07-08,,,,,,,,,,,,,,,,,,,116.18
2020-07-09,,,,,,,,,,,,,,,,,,,115.42
2020-07-10,,,,,,,,,,,,,,,,,,,116.14
2020-07-13,,,,,,,,,,,,,,,,,,,116.92
2020-07-14,,,,,,,,,,,,,,,,,,,116.42
2020-07-15,,,,,,,,,,,,,,,,,,,117.54
2020-07-16,,,,,,,,,,,,,,,,,,,117.24
2020-07-17,,,,,,,,,,,,,,,,,,,117.5
2020-07-20,,,,,,,,,,,,,,,,,,,118.6
2020-07-21,,,,,,,,,,,,,,,,,,,118.72
2020-07-22,,,,,,,,,,,,,,,,,,,118.18
2020-07-23,,,,,,,,,,,,,,,,,,,118.16
2020-07-24,,,,,,,,,,,,,,,,,,,116.76
2020-07-27,,,,,,,,,,,,,,,,,,,116.22
2020-07-28,,,,,,,,,,,,,,,,,,,117.12
2020-07-29,,,,,,,,,,,,,,,,,,,117.14
2020-07-30,,,,,,,,,,,,,,,,,,,115.0
2020-07-31,,,,,,,,,,,,,,,,,,,114.04
2020-08-03,,,,,,,,,,,,,,,,,,,115.84
2020-08-04,,,,,,,,,,,,,,,,,,,115.78
2020-08-05,,,,,,,,,,,,,,,,,,,117.1
2020-08-06,,,,,,,,,,,,,,,,,,,116.2
2020-08-07,,,,,,,,,,,,,,,,,,,117.06
2020-08-10,,,,,,,,,,,,,,,,,,,117.44
2020-08-11,,,,,,,,,,,,,,,,,,,118.84
2020-08-12,,,,,,,,,,,,,,,,,,,121.18
2020-08-13,,,,,,,,,,,,,,,,,,,120.82
2020-08-14,,,,,,,,,,,,,,,,,,,119.96
2020-08-17,,,,,,,,,,,,,,,,,,,119.9
2020-08-18,,,,,,,,,,,,,,,,,,,118.8
2020-08-19,,,,,,,,,,,,,,,,,,,119.5
2020-08-20,,,,,,,,,,,,,,,,,,,118.7
2020-08-21,,,,,,,,,,,,,,,,,,,119.08
2020-08-24,,,,,,,,,,,,,,,,,,,120.24
2020-08-25,,,,,,,,,,,,,,,,,,,120.0
2020-08-26,,,,,,,,,,,,,,,,,,,121.12
2020-08-27,,,,,,,,,,,,,,,,,,,120.46
2020-08-28,,,,,,,,,,,,,,,,,,,120.04
2020-08-31,,,,,,,,,,,,,,,,,,,119.18
2020-09-01,,,,,,,,,,,,,,,,,,,119.28
2020-09-02,,,,,,,,,,,,,,,,,,,121.3
2020-09-03,,,,,,,,,,,,,,,,,,,119.72
2020-09-04,,,,,,,,,,,,,,,,,,,118.42
2020-09-07,,,,,,,,,,,,,,,,,,,120.52
2020-09-08,,,,,,,,,,,,,,,,,,,119.88
2020-09-09,,,,,,,,,,,,,,,,,,,121.7
2020-09-10,,,,,,,,,,,,,,,,,,,121.28
2020-09-11,,,,,,,,,,,,,,,,,,,121.58
2020-09-14,,,,,,,,,,,,,,,,,,,121.36
2020-09-15,,,,,,,,,,,,,,,,,,,121.94
2020-09-16,,,,,,,,,,,,,,,,,,,123.04
2020-09-17,,,,,,,,,,,,,,,,,,,122.56
2020-09-18,,,,,,,,,,,,,,,,,,,121.62
2020-09-21,,,,,,,,,,,,,,,,,,,118.3
2020-09-22,,,,,,,,,,,,,,,,,,,118.1
2020-09-23,,,,,,,,,,,,,,,,,,,118.4
2020-09-24,,,,,,,,,,,,,,,,,,,117.36
2020-09-25,,,,,,,,,,,,,,,,,,,117.46
2020-09-28,,,,,,,,,,,,,,,,,,,119.36
2020-09-29,,,,,,,,,,,,,,,,,,,118.68
2020-09-30,,,,,,,,,,,,,,,,,,,119.2
2020-10-01,,,,,,,,,,,,,,,,,,,119.2
2020-10-02,,,,,,,,,,,,,,,,,,,119.94
2020-10-05,,,,,,,,,,,,,,,,,,,120.7
2020-10-06,,,,,,,,,,,,,,,,,,,120.54
2020-10-07,,,,,,,,,,,,,,,,,,,120.0
2020-10-08,,,,,,,,,,,,,,,,,,,120.98
2020-10-09,,,,,,,,,,,,,,,,,,,122.16
2020-10-12,,,,,,,,,,,,,,,,,,,123.0
2020-10-13,,,,,,,,,,,,,,,,,,,122.66
2020-10-14,,,,,,,,,,,,,,,,,,,122.84
2020-10-15,,,,,,,,,,,,,,,,,,,120.56
2020-10-16,,,,,,,,,,,,,,,,,,,121.34
2020-10-19,,,,,,,,,,,,,,,,,,,121.94
2020-10-20,,,,,,,,,,,,,,,,,,,120.78
2020-10-21,,,,,,,,,,,,,,,,,,,119.46
2020-10-22,,,,,,,,,,,,,,,,,,,119.2
2020-10-23,,,,,,,,,,,,,,,,,,,120.0
2020-10-26,,,,,,,,,,,,,,,,,,,118.02
2020-10-27,,,,,,,,,,,,,,,,,,,117.18
2020-10-28,,,,,,,,,,,,,,,,,,,114.3
