,EQUA FP Equity_DX_SI_QTY,EQUA FP Equity_DX_SHORT_INTEREST_VALUE,EQUA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EQUA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EQUA FP Equity_DX_SI_MV,EQUA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EQUA FP Equity_DX_SUPPLY_SI_QTY,EQUA FP Equity_DX_BROKER_SI_QTY,EQUA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EQUA FP Equity_DX_SUPPLY_SI_MV,EQUA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EQUA FP Equity_DX_UTILIZATION_QUANTITY,EQUA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EQUA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EQUA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EQUA FP Equity_DX_ACTIVE_UTILIZATION_MV,EQUA FP Equity_DX_BROKER_SI_CON_RATIO,EQUA FP Equity_DX_DEMAND_SUPPLY_RATIO,EQUA FP Equity_PX_LAST
2018-03-06,,,,,,,,,,,,,,,,,,,108.7
2018-03-07,,,,,,,,,,,,,,,,,,,108.9
2018-03-08,,,,,,,,,,,,,,,,,,,109.78
2018-03-09,,,,,,,,,,,,,,,,,,,110.64
2018-03-12,,,,,,,,,,,,,,,,,,,110.98
2018-03-13,,,,,,,,,,,,,,,,,,,109.98
2018-03-14,,,,,,,,,,,,,,,,,,,109.56
2018-03-15,,,,,,,,,,,,,,,,,,,110.14
2018-03-16,,,,,,,,,,,,,,,,,,,110.38
2018-03-19,,,,,,,,,,,,,,,,,,,109.64
2018-03-20,,,,,,,,,,,,,,,,,,,110.08
2018-03-21,,,,,,,,,,,,,,,,,,,110.48
2018-03-22,,,,,,,,,,,,,,,,,,,108.88
2018-03-23,,,,,,,,,,,,,,,,,,,108.74
2018-03-26,,,,,,,,,,,,,,,,,,,108.06
2018-03-27,,,,,,,,,,,,,,,,,,,109.04
2018-03-28,,,,,,,,,,,,,,,,,,,109.3
2018-03-29,,,,,,,,,,,,,,,,,,,109.52
2018-04-03,,,,,,,,,,,,,,,,,,,108.98
2018-04-04,,,,,,,,,,,,,,,,,,,108.36
2018-04-05,,,,,,,,,,,,,,,,,,,110.7
2018-04-06,,,,,,,,,,,,,,,,,,,110.66
2018-04-09,,,,,,,,,,,,,,,,,,,110.68
2018-04-10,,,,,,,,,,,,,,,,,,,111.74
2018-04-11,,,,,,,,,,,,,,,,,,,111.52
2018-04-12,,,,,,,,,,,,,,,,,,,112.12
2018-04-13,,,,,,,,,,,,,,,,,,,112.22
2018-04-16,,,,,,,,,,,,,,,,,,,111.94
2018-04-17,,,,,,,,,,,,,,,,,,,113.2
2018-04-18,,,,,,,,,,,,,,,,,,,113.88
2018-04-19,,,,,,,,,,,,,,,,,,,114.0
2018-04-20,,,,,,,,,,,,,,,,,,,113.96
2018-04-23,,,,,,,,,,,,,,,,,,,114.42
2018-04-24,,,,,,,,,,,,,,,,,,,114.4
2018-04-25,,,,,,,,,,,,,,,,,,,113.66
2018-04-26,,,,,,,,,,,,,,,,,,,115.14
2018-04-27,,,,,,,,,,,,,,,,,,,115.32
2018-04-30,,,,,,,,,,,,,,,,,,,115.38
2018-05-02,,,,,,,,,,,,,,,,,,,116.74
2018-05-03,,,,,,,,,,,,,,,,,,,116.48
2018-05-04,,,,,,,,,,,,,,,,,,,116.96
2018-05-07,,,,,,,,,,,,,,,,,,,118.42
2018-05-08,,,,,,,,,,,,,,,,,,,118.9
2018-05-09,,,,,,,,,,,,,,,,,,,119.42
2018-05-10,,,,,,,,,,,,,,,,,,,119.5
2018-05-11,,,,,,,,,,,,,,,,,,,119.76
2018-05-14,,,,,,,,,,,,,,,,,,,119.7
2018-05-15,,,,,,,,,,,,,,,,,,,119.8
2018-05-16,,,,,,,,,,,,,,,,,,,120.34
2018-05-17,,,,,,,,,,,,,,,,,,,121.16
2018-05-18,,,,,,,,,,,,,,,,,,,121.44
2018-05-21,,,,,,,,,,,,,,,,,,,121.46
2018-05-22,,,,,,,,,,,,,,,,,,,121.66
2018-05-23,,,,,,,,,,,,,,,,,,,120.04
2018-05-24,,,,,,,,,,,,,,,,,,,120.04
2018-05-25,,,,,,,,,,,,,,,,,,,119.92
2018-05-28,,,,,,,,,,,,,,,,,,,119.34
2018-05-29,,,,,,,,,,,,,,,,,,,118.38
2018-05-30,,,,,,,,,,,,,,,,,,,118.98
2018-05-31,,,,,,,,,,,,,,,,,,,118.98
2018-06-01,,,,,,,,,,,,,,,,,,,120.28
2018-06-04,,,,,,,,,,,,,,,,,,,120.38
2018-06-05,,,,,,,,,,,,,,,,,,,120.68
2018-06-06,,,,,,,,,,,,,,,,,,,121.28
2018-06-07,,,,,,,,,,,,,,,,,,,120.76
2018-06-08,,,,,,,,,,,,,,,,,,,120.02
2018-06-11,,,,,,,,,,,,,,,,,,,120.74
2018-06-12,,,,,,,,,,,,,,,,,,,120.98
2018-06-13,,,,,,,,,,,,,,,,,,,121.38
2018-06-14,,,,,,,,,,,,,,,,,,,122.98
2018-06-15,,,,,,,,,,,,,,,,,,,121.36
2018-06-18,,,,,,,,,,,,,,,,,,,120.88
2018-06-19,,,,,,,,,,,,,,,,,,,120.06
2018-06-20,,,,,,,,,,,,,,,,,,,119.9
2018-06-21,,,,,,,,,,,,,,,,,,,119.14
2018-06-22,,,,,,,,,,,,,,,,,,,120.5
2018-06-25,,,,,,,,,,,,,,,,,,,117.82
2018-06-26,,,,,,,,,,,,,,,,,,,117.88
2018-06-27,,,,,,,,,,,,,,,,,,,118.9
2018-06-28,,,,,,,,,,,,,,,,,,,117.52
2018-06-29,,,,,,,,,,,,,,,,,,,118.36
2018-07-02,,,,,,,,,,,,,,,,,,,117.2
2018-07-03,,,,,,,,,,,,,,,,,,,117.76
2018-07-04,,,,,,,,,,,,,,,,,,,117.56
2018-07-05,,,,,,,,,,,,,,,,,,,117.86
2018-07-06,,,,,,,,,,,,,,,,,,,118.1
2018-07-09,,,,,,,,,,,,,,,,,,,119.0
2018-07-10,,,,,,,,,,,,,,,,,,,119.92
2018-07-11,,,,,,,,,,,,,,,,,,,118.36
2018-07-12,,,,,,,,,,,,,,,,,,,119.32
2018-07-13,,,,,,,,,,,,,,,,,,,119.58
2018-07-16,,,,,,,,,,,,,,,,,,,119.04
2018-07-17,,,,,,,,,,,,,,,,,,,119.34
2018-07-18,,,,,,,,,,,,,,,,,,,119.66
2018-07-19,,,,,,,,,,,,,,,,,,,119.1
2018-07-20,,,,,,,,,,,,,,,,,,,119.48
2018-07-23,,,,,,,,,,,,,,,,,,,118.94
2018-07-24,,,,,,,,,,,,,,,,,,,119.88
2018-07-25,,,,,,,,,,,,,,,,,,,119.86
2018-07-26,,,,,,,,,,,,,,,,,,,120.6
2018-07-27,,,,,,,,,,,,,,,,,,,120.64
2018-07-30,,,,,,,,,,,,,,,,,,,119.92
2018-07-31,,,,,,,,,,,,,,,,,,,119.96
2018-08-01,,,,,,,,,,,,,,,,,,,119.12
2018-08-02,,,,,,,,,,,,,,,,,,,117.74
2018-08-03,,,,,,,,,,,,,,,,,,,119.04
2018-08-06,,,,,,,,,,,,,,,,,,,119.04
2018-08-07,,,,,,,,,,,,,,,,,,,119.36
2018-08-08,,,,,,,,,,,,,,,,,,,119.02
2018-08-09,,,,,,,,,,,,,,,,,,,119.48
2018-08-10,,,,,,,,,,,,,,,,,,,118.44
2018-08-13,,,,,,,,,,,,,,,,,,,118.4
2018-08-14,,,,,,,,,,,,,,,,,,,118.2
2018-08-15,,,,,,,,,,,,,,,,,,,116.6
2018-08-16,,,,,,,,,,,,,,,,,,,117.16
2018-08-17,,,,,,,,,,,,,,,,,,,116.76
2018-08-20,,,,,,,,,,,,,,,,,,,117.28
2018-08-21,,,,,,,,,,,,,,,,,,,117.72
2018-08-22,,,,,,,,,,,,,,,,,,,117.98
2018-08-23,,,,,,,,,,,,,,,,,,,117.74
2018-08-24,,,,,,,,,,,,,,,,,,,117.96
2018-08-27,,,,,,,,,,,,,,,,,,,118.44
2018-08-28,,,,,,,,,,,,,,,,,,,118.62
2018-08-29,,,,,,,,,,,,,,,,,,,118.86
2018-08-30,,,,,,,,,,,,,,,,,,,118.68
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35304.0,0.04,0.0,0.0,0.0,117.68
2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35418.0,0.04,0.0,0.0,0.0,118.06
2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35082.0,0.04,0.0,0.0,0.0,116.94
2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34542.0,0.03,0.0,0.0,0.0,115.14
2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34320.0,0.03,0.0,0.0,0.0,114.4
2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34320.0,0.03,0.0,0.0,0.0,114.4
2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34560.0,0.03,0.0,0.0,0.0,115.2
2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34536.0,0.03,0.0,0.0,0.0,115.12
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34722.0,0.03,0.0,0.0,0.0,115.74
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34620.0,0.03,0.0,0.0,0.0,115.4
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34782.0,0.03,0.0,0.0,0.0,115.94
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34770.0,0.03,0.0,0.0,0.0,115.9
2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34776.0,0.03,0.0,0.0,0.0,115.92
2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34698.0,0.03,0.0,0.0,0.0,115.66
2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34872.0,0.03,0.0,0.0,0.0,116.24
2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35058.0,0.04,0.0,0.0,0.0,116.86
2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35034.0,0.04,0.0,0.0,0.0,116.78
2018-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35298.0,0.04,0.0,0.0,0.0,117.66
2018-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35232.0,0.04,0.0,0.0,0.0,117.44
2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35442.0,0.04,0.0,0.0,0.0,118.14
2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35136.0,0.04,0.0,0.0,0.0,117.12
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35394.0,0.04,0.0,0.0,0.0,117.98
2018-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35388.0,0.04,0.0,0.0,0.0,117.96
2018-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,35574.0,0.04,0.0,0.0,0.0,118.58
2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34872.0,0.03,0.0,0.0,0.0,116.24
2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,34386.0,0.03,0.0,0.0,0.0,114.62
2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33876.0,0.03,0.0,0.0,0.0,112.92
2018-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33936.0,0.03,0.0,0.0,0.0,113.12
2018-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32994.0,0.03,0.0,0.0,0.0,109.98
2018-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32580.0,0.03,0.0,0.0,0.0,108.6
2018-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32796.0,0.03,0.0,0.0,0.0,109.32
2018-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32820.0,0.03,0.0,0.0,0.0,109.4
2018-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33456.0,0.03,0.0,0.0,0.0,111.52
2018-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,922794.0,0.92,0.0,0.0,0.0,111.18
2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,920138.0,0.92,0.0,0.0,0.0,110.86
2018-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,910012.0,0.92,0.0,0.0,0.0,109.64
2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,909348.0,0.91,0.0,0.0,0.0,109.56
2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,887270.0,0.91,0.0,0.0,0.0,106.9
2018-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,888266.0,0.89,0.0,0.0,0.0,107.02
2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,889926.0,0.89,0.0,0.0,0.0,107.22
2018-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,883784.0,0.89,0.0,0.0,0.0,106.48
2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300.0,888432.0,0.88,0.0,0.0,0.0,107.04
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32202.0,0.03,0.0,0.0,0.0,107.34
2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32892.0,0.03,0.0,0.0,0.0,109.64
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33060.0,0.03,0.0,0.0,0.0,110.2
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33300.0,0.03,0.0,0.0,0.0,111.0
2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33072.0,0.03,0.0,0.0,0.0,110.24
2018-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33072.0,0.03,0.0,0.0,0.0,110.24
2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33342.0,0.03,0.0,0.0,0.0,111.14
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33198.0,0.03,0.0,0.0,0.0,110.66
2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32982.0,0.03,0.0,0.0,0.0,109.94
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32658.0,0.03,0.0,0.0,0.0,108.86
2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32910.0,0.03,0.0,0.0,0.0,109.7
2018-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32634.0,0.03,0.0,0.0,0.0,108.78
2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32262.0,0.03,0.0,0.0,0.0,107.54
2018-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32274.0,0.03,0.0,0.0,0.0,107.58
2018-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31926.0,0.03,0.0,0.0,0.0,106.42
2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31476.0,0.03,0.0,0.0,0.0,104.92
2018-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31908.0,0.03,0.0,0.0,0.0,106.36
2018-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31758.0,0.03,0.0,0.0,0.0,105.86
2018-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31938.0,0.03,0.0,0.0,0.0,106.46
2018-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32328.0,0.03,0.0,0.0,0.0,107.76
2018-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32262.0,0.03,0.0,0.0,0.0,107.54
2018-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32340.0,0.03,0.0,0.0,0.0,107.8
2018-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32478.0,0.03,0.0,0.0,0.0,108.26
2018-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32466.0,0.03,0.0,0.0,0.0,108.22
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33048.0,0.03,0.0,0.0,0.0,110.16
2018-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32778.0,0.03,0.0,0.0,0.0,109.26
2018-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32382.0,0.03,0.0,0.0,0.0,107.94
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31470.0,0.03,0.0,0.0,0.0,104.9
2018-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31818.0,0.03,0.0,0.0,0.0,106.06
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31170.0,0.03,0.0,0.0,0.0,103.9
2018-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31644.0,0.03,0.0,0.0,0.0,105.48
2018-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32184.0,0.03,0.0,0.0,0.0,107.28
2018-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32166.0,0.03,0.0,0.0,0.0,107.22
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31992.0,0.03,0.0,0.0,0.0,106.64
2018-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31596.0,0.03,0.0,0.0,0.0,105.32
2018-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31224.0,0.03,0.0,0.0,0.0,104.08
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31416.0,0.03,0.0,0.0,0.0,104.72
2018-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30834.0,0.03,0.0,0.0,0.0,102.78
2018-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30966.0,0.03,0.0,0.0,0.0,103.22
2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30966.0,0.03,0.0,0.0,0.0,103.22
2018-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30966.0,0.03,0.0,0.0,0.0,
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30966.0,0.03,0.0,0.0,0.0,
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30474.0,0.03,0.0,0.0,0.0,101.58
2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30894.0,0.03,0.0,0.0,0.0,102.98
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31572.0,0.03,0.0,0.0,0.0,105.24
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31572.0,0.03,0.0,0.0,0.0,
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31260.0,0.03,0.0,0.0,0.0,104.2
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30810.0,0.03,0.0,0.0,0.0,102.7
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,31842.0,0.03,0.0,0.0,0.0,106.14
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32028.0,0.03,0.0,0.0,0.0,106.76
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32286.0,0.03,0.0,0.0,0.0,107.62
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32442.0,0.03,0.0,0.0,0.0,108.14
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32490.0,0.03,0.0,0.0,0.0,108.3
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32592.0,0.03,0.0,0.0,0.0,108.64
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32286.0,0.03,0.0,0.0,0.0,107.62
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32346.0,0.03,0.0,0.0,0.0,107.82
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32538.0,0.03,0.0,0.0,0.0,108.46
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,32580.0,0.03,0.0,0.0,0.0,108.6
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33180.0,0.03,0.0,0.0,0.0,110.6
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18235896.0,18.29,0.0,0.0,0.0,110.32
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18235896.0,18.21,0.0,0.0,0.0,110.32
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18292098.0,18.22,0.0,0.0,0.0,110.66
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18447480.0,18.25,0.0,0.0,0.0,111.6
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18483846.0,18.3,0.0,0.0,0.0,111.82
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18295404.0,18.2,0.0,0.0,0.0,110.68
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18483846.0,18.49,0.0,0.0,0.0,111.82
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18526824.0,18.4,0.0,0.0,0.0,112.08
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18497070.0,18.52,0.0,0.0,0.0,111.9
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18546660.0,18.48,0.0,0.0,0.0,112.2
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18589638.0,18.47,0.0,0.0,0.0,112.46
2019-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18926850.0,18.53,0.0,0.0,0.0,114.5
2019-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18860730.0,18.57,0.0,0.0,0.0,114.1
2019-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18662370.0,18.85,0.0,0.0,0.0,112.9
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0,18599556.0,18.85,0.0,0.0,0.0,112.52
