,EVOE FP Equity_DX_SI_QTY,EVOE FP Equity_DX_SHORT_INTEREST_VALUE,EVOE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EVOE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EVOE FP Equity_DX_SI_MV,EVOE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EVOE FP Equity_DX_SUPPLY_SI_QTY,EVOE FP Equity_DX_BROKER_SI_QTY,EVOE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EVOE FP Equity_DX_SUPPLY_SI_MV,EVOE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EVOE FP Equity_DX_UTILIZATION_QUANTITY,EVOE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EVOE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EVOE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EVOE FP Equity_DX_ACTIVE_UTILIZATION_MV,EVOE FP Equity_DX_BROKER_SI_CON_RATIO,EVOE FP Equity_DX_DEMAND_SUPPLY_RATIO,EVOE FP Equity_PX_LAST
2018-03-05,,,,,,,,,,,,,,,,,,,107.82
2018-03-06,,,,,,,,,,,,,,,,,,,107.88
2018-03-07,,,,,,,,,,,,,,,,,,,108.26
2018-03-08,,,,,,,,,,,,,,,,,,,109.48
2018-03-09,,,,,,,,,,,,,,,,,,,110.3
2018-03-12,,,,,,,,,,,,,,,,,,,110.6
2018-03-13,,,,,,,,,,,,,,,,,,,109.42
2018-03-14,,,,,,,,,,,,,,,,,,,109.14
2018-03-15,,,,,,,,,,,,,,,,,,,109.4
2018-03-16,,,,,,,,,,,,,,,,,,,109.54
2018-03-19,,,,,,,,,,,,,,,,,,,108.64
2018-03-20,,,,,,,,,,,,,,,,,,,108.78
2018-03-21,,,,,,,,,,,,,,,,,,,108.82
2018-03-22,,,,,,,,,,,,,,,,,,,107.68
2018-03-23,,,,,,,,,,,,,,,,,,,107.16
2018-03-26,,,,,,,,,,,,,,,,,,,106.44
2018-03-27,,,,,,,,,,,,,,,,,,,107.82
2018-03-28,,,,,,,,,,,,,,,,,,,109.0
2018-03-29,,,,,,,,,,,,,,,,,,,109.02
2018-04-03,,,,,,,,,,,,,,,,,,,108.02
2018-04-04,,,,,,,,,,,,,,,,,,,107.76
2018-04-05,,,,,,,,,,,,,,,,,,,110.02
2018-04-06,,,,,,,,,,,,,,,,,,,110.02
2018-04-09,,,,,,,,,,,,,,,,,,,110.56
2018-04-10,,,,,,,,,,,,,,,,,,,110.84
2018-04-11,,,,,,,,,,,,,,,,,,,110.16
2018-04-12,,,,,,,,,,,,,,,,,,,110.58
2018-04-13,,,,,,,,,,,,,,,,,,,110.78
2018-04-16,,,,,,,,,,,,,,,,,,,110.32
2018-04-17,,,,,,,,,,,,,,,,,,,110.98
2018-04-18,,,,,,,,,,,,,,,,,,,111.2
2018-04-19,,,,,,,,,,,,,,,,,,,111.32
2018-04-20,,,,,,,,,,,,,,,,,,,111.68
2018-04-23,,,,,,,,,,,,,,,,,,,112.0
2018-04-24,,,,,,,,,,,,,,,,,,,112.12
2018-04-25,,,,,,,,,,,,,,,,,,,111.0
2018-04-26,,,,,,,,,,,,,,,,,,,112.48
2018-04-27,,,,,,,,,,,,,,,,,,,113.28
2018-04-30,,,,,,,,,,,,,,,,,,,113.32
2018-05-02,,,,,,,,,,,,,,,,,,,113.46
2018-05-03,,,,,,,,,,,,,,,,,,,113.18
2018-05-04,,,,,,,,,,,,,,,,,,,113.64
2018-05-07,,,,,,,,,,,,,,,,,,,114.64
2018-05-08,,,,,,,,,,,,,,,,,,,114.92
2018-05-09,,,,,,,,,,,,,,,,,,,115.28
2018-05-10,,,,,,,,,,,,,,,,,,,115.46
2018-05-11,,,,,,,,,,,,,,,,,,,115.34
2018-05-14,,,,,,,,,,,,,,,,,,,115.34
2018-05-15,,,,,,,,,,,,,,,,,,,115.24
2018-05-16,,,,,,,,,,,,,,,,,,,115.66
2018-05-17,,,,,,,,,,,,,,,,,,,116.32
2018-05-18,,,,,,,,,,,,,,,,,,,116.5
2018-05-21,,,,,,,,,,,,,,,,,,,117.06
2018-05-22,,,,,,,,,,,,,,,,,,,116.94
2018-05-23,,,,,,,,,,,,,,,,,,,115.92
2018-05-24,,,,,,,,,,,,,,,,,,,115.96
2018-05-25,,,,,,,,,,,,,,,,,,,116.38
2018-05-28,,,,,,,,,,,,,,,,,,,116.36
2018-05-29,,,,,,,,,,,,,,,,,,,115.44
2018-05-30,,,,,,,,,,,,,,,,,,,115.5
2018-05-31,,,,,,,,,,,,,,,,,,,115.1
2018-06-01,,,,,,,,,,,,,,,,,,,116.0
2018-06-04,,,,,,,,,,,,,,,,,,,116.5
2018-06-05,,,,,,,,,,,,,,,,,,,116.52
2018-06-06,,,,,,,,,,,,,,,,,,,116.4
2018-06-07,,,,,,,,,,,,,,,,,,,116.18
2018-06-08,,,,,,,,,,,,,,,,,,,116.3
2018-06-11,,,,,,,,,,,,,,,,,,,116.96
2018-06-12,,,,,,,,,,,,,,,,,,,117.12
2018-06-13,,,,,,,,,,,,,,,,,,,117.14
2018-06-14,,,,,,,,,,,,,,,,,,,118.66
2018-06-15,,,,,,,,,,,,,,,,,,,117.76
2018-06-18,,,,,,,,,,,,,,,,,,,116.9
2018-06-19,,,,,,,,,,,,,,,,,,,115.98
2018-06-20,,,,,,,,,,,,,,,,,,,116.34
2018-06-21,,,,,,,,,,,,,,,,,,,115.64
2018-06-22,,,,,,,,,,,,,,,,,,,117.2
2018-06-25,,,,,,,,,,,,,,,,,,,115.24
2018-06-26,,,,,,,,,,,,,,,,,,,115.4
2018-06-27,,,,,,,,,,,,,,,,,,,116.3
2018-06-28,,,,,,,,,,,,,,,,,,,115.58
2018-06-29,,,,,,,,,,,,,,,,,,,116.32
2018-07-02,,,,,,,,,,,,,,,,,,,115.56
2018-07-03,,,,,,,,,,,,,,,,,,,116.8
2018-07-04,,,,,,,,,,,,,,,,,,,116.84
2018-07-05,,,,,,,,,,,,,,,,,,,117.0
2018-07-06,,,,,,,,,,,,,,,,,,,117.52
2018-07-09,,,,,,,,,,,,,,,,,,,118.0
2018-07-10,,,,,,,,,,,,,,,,,,,118.64
2018-07-11,,,,,,,,,,,,,,,,,,,117.6
2018-07-12,,,,,,,,,,,,,,,,,,,118.44
2018-07-13,,,,,,,,,,,,,,,,,,,118.34
2018-07-16,,,,,,,,,,,,,,,,,,,118.1
2018-07-17,,,,,,,,,,,,,,,,,,,118.28
2018-07-18,,,,,,,,,,,,,,,,,,,118.42
2018-07-19,,,,,,,,,,,,,,,,,,,117.92
2018-07-20,,,,,,,,,,,,,,,,,,,118.06
2018-07-23,,,,,,,,,,,,,,,,,,,117.8
2018-07-24,,,,,,,,,,,,,,,,,,,117.98
2018-07-25,,,,,,,,,,,,,,,,,,,117.8
2018-07-26,,,,,,,,,,,,,,,,,,,118.96
2018-07-27,,,,,,,,,,,,,,,,,,,119.5
2018-07-30,,,,,,,,,,,,,,,,,,,119.0
2018-07-31,,,,,,,,,,,,,,,,,,,119.02
2018-08-01,,,,,,,,,,,,,,,,,,,118.48
2018-08-02,,,,,,,,,,,,,,,,,,,118.8
2018-08-03,,,,,,,,,,,,,,,,,,,119.58
2018-08-06,,,,,,,,,,,,,,,,,,,119.6
2018-08-07,,,,,,,,,,,,,,,,,,,119.48
2018-08-08,,,,,,,,,,,,,,,,,,,119.54
2018-08-09,,,,,,,,,,,,,,,,,,,119.8
2018-08-10,,,,,,,,,,,,,,,,,,,119.26
2018-08-13,,,,,,,,,,,,,,,,,,,119.2
2018-08-14,,,,,,,,,,,,,,,,,,,119.5
2018-08-15,,,,,,,,,,,,,,,,,,,118.36
2018-08-16,,,,,,,,,,,,,,,,,,,118.78
2018-08-17,,,,,,,,,,,,,,,,,,,118.74
2018-08-20,,,,,,,,,,,,,,,,,,,119.1
2018-08-21,,,,,,,,,,,,,,,,,,,119.12
2018-08-22,,,,,,,,,,,,,,,,,,,119.22
2018-08-23,,,,,,,,,,,,,,,,,,,119.06
2018-08-24,,,,,,,,,,,,,,,,,,,118.98
2018-08-27,,,,,,,,,,,,,,,,,,,119.38
2018-08-28,,,,,,,,,,,,,,,,,,,119.16
2018-08-29,,,,,,,,,,,,,,,,,,,119.68
2018-08-30,,,,,,,,,,,,,,,,,,,119.6
2018-08-31,,,,,,,,,,,,,,,,,,,118.88
2018-09-03,,,,,,,,,,,,,,,,,,,119.1
2018-09-04,,,,,,,,,,,,,,,,,,,118.32
2018-09-05,,,,,,,,,,,,,,,,,,,116.78
2018-09-06,,,,,,,,,,,,,,,,,,,116.36
2018-09-07,,,,,,,,,,,,,,,,,,,116.88
2018-09-10,,,,,,,,,,,,,,,,,,,117.36
2018-09-11,,,,,,,,,,,,,,,,,,,117.56
2018-09-12,,,,,,,,,,,,,,,,,,,117.86
2018-09-13,,,,,,,,,,,,,,,,,,,117.74
2018-09-14,,,,,,,,,,,,,,,,,,,118.06
2018-09-17,,,,,,,,,,,,,,,,,,,118.16
2018-09-18,,,,,,,,,,,,,,,,,,,118.54
2018-09-19,,,,,,,,,,,,,,,,,,,117.92
2018-09-20,,,,,,,,,,,,,,,,,,,118.32
2018-09-21,,,,,,,,,,,,,,,,,,,118.72
2018-09-24,,,,,,,,,,,,,,,,,,,118.1
2018-09-25,,,,,,,,,,,,,,,,,,,118.84
2018-09-26,,,,,,,,,,,,,,,,,,,119.28
2018-09-27,,,,,,,,,,,,,,,,,,,119.78
2018-09-28,,,,,,,,,,,,,,,,,,,119.64
2018-10-01,,,,,,,,,,,,,,,,,,,120.1
2018-10-02,,,,,,,,,,,,,,,,,,,119.66
2018-10-03,,,,,,,,,,,,,,,,,,,120.18
2018-10-04,,,,,,,,,,,,,,,,,,,118.26
2018-10-05,,,,,,,,,,,,,,,,,,,117.62
2018-10-08,,,,,,,,,,,,,,,,,,,116.42
2018-10-09,,,,,,,,,,,,,,,,,,,116.76
2018-10-10,,,,,,,,,,,,,,,,,,,115.02
2018-10-11,,,,,,,,,,,,,,,,,,,112.96
2018-10-12,,,,,,,,,,,,,,,,,,,112.44
2018-10-15,,,,,,,,,,,,,,,,,,,112.62
2018-10-16,,,,,,,,,,,,,,,,,,,114.52
2018-10-17,,,,,,,,,,,,,,,,,,,113.98
2018-10-18,,,,,,,,,,,,,,,,,,,113.86
2018-10-19,,,,,,,,,,,,,,,,,,,114.2
2018-10-22,,,,,,,,,,,,,,,,,,,113.68
2018-10-23,,,,,,,,,,,,,,,,,,,111.38
2018-10-24,,,,,,,,,,,,,,,,,,,111.56
2018-10-25,,,,,,,,,,,,,,,,,,,112.44
2018-10-26,,,,,,,,,,,,,,,,,,,111.78
2018-10-29,,,,,,,,,,,,,,,,,,,112.46
2018-10-30,,,,,,,,,,,,,,,,,,,112.6
2018-10-31,,,,,,,,,,,,,,,,,,,114.24
2018-11-01,,,,,,,,,,,,,,,,,,,114.28
2018-11-02,,,,,,,,,,,,,,,,,,,114.16
2018-11-05,,,,,,,,,,,,,,,,,,,114.28
2018-11-06,,,,,,,,,,,,,,,,,,,114.12
2018-11-07,,,,,,,,,,,,,,,,,,,115.34
2018-11-08,,,,,,,,,,,,,,,,,,,115.4
2018-11-09,,,,,,,,,,,,,,,,,,,115.8
2018-11-12,,,,,,,,,,,,,,,,,,,115.32
2018-11-13,,,,,,,,,,,,,,,,,,,115.96
2018-11-14,,,,,,,,,,,,,,,,,,,115.52
2018-11-15,,,,,,,,,,,,,,,,,,,114.84
2018-11-16,,,,,,,,,,,,,,,,,,,114.66
2018-11-19,,,,,,,,,,,,,,,,,,,113.86
2018-11-20,,,,,,,,,,,,,,,,,,,113.22
2018-11-21,,,,,,,,,,,,,,,,,,,114.24
2018-11-22,,,,,,,,,,,,,,,,,,,113.68
2018-11-23,,,,,,,,,,,,,,,,,,,114.32
2018-11-26,,,,,,,,,,,,,,,,,,,115.5
2018-11-27,,,,,,,,,,,,,,,,,,,115.68
2018-11-28,,,,,,,,,,,,,,,,,,,115.82
2018-11-29,,,,,,,,,,,,,,,,,,,115.86
2018-11-30,,,,,,,,,,,,,,,,,,,115.96
2018-12-03,,,,,,,,,,,,,,,,,,,116.28
2018-12-04,,,,,,,,,,,,,,,,,,,116.26
2018-12-05,,,,,,,,,,,,,,,,,,,115.12
2018-12-06,,,,,,,,,,,,,,,,,,,112.36
2018-12-07,,,,,,,,,,,,,,,,,,,113.32
2018-12-10,,,,,,,,,,,,,,,,,,,111.58
2018-12-11,,,,,,,,,,,,,,,,,,,113.26
2018-12-12,,,,,,,,,,,,,,,,,,,114.94
2018-12-13,,,,,,,,,,,,,,,,,,,114.82
2018-12-14,,,,,,,,,,,,,,,,,,,114.32
2018-12-17,,,,,,,,,,,,,,,,,,,113.16
2018-12-18,,,,,,,,,,,,,,,,,,,111.44
2018-12-19,,,,,,,,,,,,,,,,,,,112.2
2018-12-20,,,,,,,,,,,,,,,,,,,111.04
2018-12-21,,,,,,,,,,,,,,,,,,,110.88
2018-12-24,,,,,,,,,,,,,,,,,,,109.84
2018-12-27,,,,,,,,,,,,,,,,,,,108.86
2018-12-28,,,,,,,,,,,,,,,,,,,110.72
2018-12-31,,,,,,,,,,,,,,,,,,,111.52
2019-01-02,,,,,,,,,,,,,,,,,,,111.12
2019-01-03,,,,,,,,,,,,,,,,,,,109.96
2019-01-04,,,,,,,,,,,,,,,,,,,112.32
2019-01-07,,,,,,,,,,,,,,,,,,,112.02
2019-01-08,,,,,,,,,,,,,,,,,,,112.58
2019-01-09,,,,,,,,,,,,,,,,,,,112.84
2019-01-10,,,,,,,,,,,,,,,,,,,113.4
2019-01-11,,,,,,,,,,,,,,,,,,,113.62
2019-01-14,,,,,,,,,,,,,,,,,,,112.5
2019-01-15,,,,,,,,,,,,,,,,,,,113.14
2019-01-16,,,,,,,,,,,,,,,,,,,113.32
2019-01-17,,,,,,,,,,,,,,,,,,,114.04
2019-01-18,,,,,,,,,,,,,,,,,,,115.66
2019-01-21,,,,,,,,,,,,,,,,,,,115.1
2019-01-22,,,,,,,,,,,,,,,,,,,114.84
2019-01-23,,,,,,,,,,,,,,,,,,,114.92
2019-01-24,,,,,,,,,,,,,,,,,,,115.02
2019-01-25,,,,,,,,,,,,,,,,,,,114.5
2019-01-28,,,,,,,,,,,,,,,,,,,113.92
2019-01-29,,,,,,,,,,,,,,,,,,,114.84
2019-01-30,,,,,,,,,,,,,,,,,,,115.18
2019-01-31,,,,,,,,,,,,,,,,,,,115.46
2019-02-01,,,,,,,,,,,,,,,,,,,115.5
2019-02-04,,,,,,,,,,,,,,,,,,,115.9
2019-02-05,,,,,,,,,,,,,,,,,,,117.54
2019-02-06,,,,,,,,,,,,,,,,,,,117.66
2019-02-07,,,,,,,,,,,,,,,,,,,116.9
2019-02-08,,,,,,,,,,,,,,,,,,,116.72
2019-02-11,,,,,,,,,,,,,,,,,,,117.56
2019-02-12,,,,,,,,,,,,,,,,,,,117.52
2019-02-13,,,,,,,,,,,,,,,,,,,118.1
2019-02-14,,,,,,,,,,,,,,,,,,,118.22
2019-02-15,,,,,,,,,,,,,,,,,,,118.96
2019-02-18,,,,,,,,,,,,,,,,,,,119.12
2019-02-19,,,,,,,,,,,,,,,,,,,119.08
2019-02-20,,,,,,,,,,,,,,,,,,,119.68
2019-02-21,,,,,,,,,,,,,,,,,,,120.1
2019-02-22,,,,,,,,,,,,,,,,,,,120.44
2019-02-25,,,,,,,,,,,,,,,,,,,120.14
2019-02-26,,,,,,,,,,,,,,,,,,,120.56
2019-02-27,,,,,,,,,,,,,,,,,,,119.6
2019-02-28,,,,,,,,,,,,,,,,,,,119.76
2019-03-01,,,,,,,,,,,,,,,,,,,119.84
2019-03-04,,,,,,,,,,,,,,,,,,,120.24
2019-03-05,,,,,,,,,,,,,,,,,,,120.66
2019-03-06,,,,,,,,,,,,,,,,,,,120.6
2019-03-07,,,,,,,,,,,,,,,,,,,121.28
2019-03-08,,,,,,,,,,,,,,,,,,,120.76
2019-03-11,,,,,,,,,,,,,,,,,,,121.2
2019-03-12,,,,,,,,,,,,,,,,,,,121.14
2019-03-13,,,,,,,,,,,,,,,,,,,121.8
2019-03-14,,,,,,,,,,,,,,,,,,,122.9
2019-03-15,,,,,,,,,,,,,,,,,,,123.72
2019-03-18,,,,,,,,,,,,,,,,,,,123.62
2019-03-19,,,,,,,,,,,,,,,,,,,124.38
2019-03-20,,,,,,,,,,,,,,,,,,,123.92
2019-03-21,,,,,,,,,,,,,,,,,,,124.04
2019-03-22,,,,,,,,,,,,,,,,,,,123.42
2019-03-25,,,,,,,,,,,,,,,,,,,122.84
2019-03-26,,,,,,,,,,,,,,,,,,,124.02
2019-03-27,,,,,,,,,,,,,,,,,,,123.86
2019-03-28,,,,,,,,,,,,,,,,,,,123.98
2019-03-29,,,,,,,,,,,,,,,,,,,124.62
2019-04-01,,,,,,,,,,,,,,,,,,,124.94
2019-04-02,,,,,,,,,,,,,,,,,,,125.28
2019-04-03,,,,,,,,,,,,,,,,,,,126.04
2019-04-04,,,,,,,,,,,,,,,,,,,125.54
2019-04-05,,,,,,,,,,,,,,,,,,,125.62
2019-04-08,,,,,,,,,,,,,,,,,,,125.6
2019-04-09,,,,,,,,,,,,,,,,,,,125.0
2019-04-10,,,,,,,,,,,,,,,,,,,125.44
2019-04-11,,,,,,,,,,,,,,,,,,,125.08
2019-04-12,,,,,,,,,,,,,,,,,,,124.66
2019-04-15,,,,,,,,,,,,,,,,,,,125.0
2019-04-16,,,,,,,,,,,,,,,,,,,124.98
2019-04-17,,,,,,,,,,,,,,,,,,,124.4
2019-04-18,,,,,,,,,,,,,,,,,,,124.82
2019-04-23,,,,,,,,,,,,,,,,,,,125.56
2019-04-24,,,,,,,,,,,,,,,,,,,125.64
2019-04-25,,,,,,,,,,,,,,,,,,,126.02
2019-04-26,,,,,,,,,,,,,,,,,,,126.32
2019-04-29,,,,,,,,,,,,,,,,,,,126.02
2019-04-30,,,,,,,,,,,,,,,,,,,126.34
2019-05-02,,,,,,,,,,,,,,,,,,,125.66
2019-05-03,,,,,,,,,,,,,,,,,,,126.28
2019-05-06,,,,,,,,,,,,,,,,,,,125.28
2019-05-07,,,,,,,,,,,,,,,,,,,124.4
2019-05-08,,,,,,,,,,,,,,,,,,,124.74
2019-05-09,,,,,,,,,,,,,,,,,,,123.5
2019-05-10,,,,,,,,,,,,,,,,,,,123.76
2019-05-13,,,,,,,,,,,,,,,,,,,123.06
2019-05-14,,,,,,,,,,,,,,,,,,,123.9
2019-05-15,,,,,,,,,,,,,,,,,,,124.68
2019-05-16,,,,,,,,,,,,,,,,,,,126.28
2019-05-17,,,,,,,,,,,,,,,,,,,126.26
2019-05-20,,,,,,,,,,,,,,,,,,,125.68
2019-05-21,,,,,,,,,,,,,,,,,,,126.2
2019-05-22,,,,,,,,,,,,,,,,,,,126.72
2019-05-23,,,,,,,,,,,,,,,,,,,125.3
2019-05-24,,,,,,,,,,,,,,,,,,,126.1
2019-05-27,,,,,,,,,,,,,,,,,,,126.36
2019-05-28,,,,,,,,,,,,,,,,,,,125.82
2019-05-29,,,,,,,,,,,,,,,,,,,124.42
2019-05-30,,,,,,,,,,,,,,,,,,,125.06
2019-05-31,,,,,,,,,,,,,,,,,,,124.58
2019-06-03,,,,,,,,,,,,,,,,,,,124.86
2019-06-04,,,,,,,,,,,,,,,,,,,124.52
2019-06-05,,,,,,,,,,,,,,,,,,,125.66
2019-06-06,,,,,,,,,,,,,,,,,,,126.14
2019-06-07,,,,,,,,,,,,,,,,,,,127.7
2019-06-10,,,,,,,,,,,,,,,,,,,127.8
2019-06-11,,,,,,,,,,,,,,,,,,,127.78
2019-06-12,,,,,,,,,,,,,,,,,,,128.06
2019-06-13,,,,,,,,,,,,,,,,,,,128.38
2019-06-14,,,,,,,,,,,,,,,,,,,128.2
2019-06-17,,,,,,,,,,,,,,,,,,,127.94
2019-06-18,,,,,,,,,,,,,,,,,,,129.82
2019-06-19,,,,,,,,,,,,,,,,,,,129.28
2019-06-20,,,,,,,,,,,,,,,,,,,129.98
2019-06-21,,,,,,,,,,,,,,,,,,,129.6
2019-06-24,,,,,,,,,,,,,,,,,,,129.58
2019-06-25,,,,,,,,,,,,,,,,,,,129.38
2019-06-26,,,,,,,,,,,,,,,,,,,128.88
2019-06-27,,,,,,,,,,,,,,,,,,,128.14
2019-06-28,,,,,,,,,,,,,,,,,,,128.7
2019-07-01,,,,,,,,,,,,,,,,,,,129.36
2019-07-02,,,,,,,,,,,,,,,,,,,129.9
2019-07-03,,,,,,,,,,,,,,,,,,,131.12
2019-07-04,,,,,,,,,,,,,,,,,,,130.8
2019-07-05,,,,,,,,,,,,,,,,,,,129.52
2019-07-08,,,,,,,,,,,,,,,,,,,129.38
2019-07-09,,,,,,,,,,,,,,,,,,,129.18
2019-07-10,,,,,,,,,,,,,,,,,,,128.72
2019-07-11,,,,,,,,,,,,,,,,,,,128.44
2019-07-12,,,,,,,,,,,,,,,,,,,128.56
2019-07-15,,,,,,,,,,,,,,,,,,,128.94
2019-07-16,,,,,,,,,,,,,,,,,,,128.8
2019-07-17,,,,,,,,,,,,,,,,,,,128.98
2019-07-18,,,,,,,,,,,,,,,,,,,128.46
2019-07-19,,,,,,,,,,,,,,,,,,,128.56
2019-07-22,,,,,,,,,,,,,,,,,,,128.68
2019-07-23,,,,,,,,,,,,,,,,,,,129.34
2019-07-24,,,,,,,,,,,,,,,,,,,129.84
2019-07-25,,,,,,,,,,,,,,,,,,,129.08
2019-07-26,,,,,,,,,,,,,,,,,,,129.92
2019-07-29,,,,,,,,,,,,,,,,,,,130.26
2019-07-30,,,,,,,,,,,,,,,,,,,128.82
2019-07-31,,,,,,,,,,,,,,,,,,,129.28
2019-08-01,,,,,,,,,,,,,,,,,,,129.92
2019-08-02,,,,,,,,,,,,,,,,,,,127.74
2019-08-05,,,,,,,,,,,,,,,,,,,125.22
2019-08-06,,,,,,,,,,,,,,,,,,,124.3
2019-08-07,,,,,,,,,,,,,,,,,,,125.04
2019-08-08,,,,,,,,,,,,,,,,,,,127.08
2019-08-09,,,,,,,,,,,,,,,,,,,126.36
2019-08-12,,,,,,,,,,,,,,,,,,,126.6
2019-08-13,,,,,,,,,,,,,,,,,,,126.78
2019-08-14,,,,,,,,,,,,,,,,,,,125.18
2019-08-15,,,,,,,,,,,,,,,,,,,125.3
2019-08-16,,,,,,,,,,,,,,,,,,,126.86
2019-08-19,,,,,,,,,,,,,,,,,,,127.8
2019-08-20,,,,,,,,,,,,,,,,,,,127.1
2019-08-21,,,,,,,,,,,,,,,,,,,128.46
2019-08-22,,,,,,,,,,,,,,,,,,,127.62
2019-08-23,,,,,,,,,,,,,,,,,,,126.88
2019-08-26,,,,,,,,,,,,,,,,,,,127.32
2019-08-27,,,,,,,,,,,,,,,,,,,128.24
2019-08-28,,,,,,,,,,,,,,,,,,,128.14
2019-08-29,,,,,,,,,,,,,,,,,,,129.14
2019-08-30,,,,,,,,,,,,,,,,,,,130.02
2019-09-02,,,,,,,,,,,,,,,,,,,130.62
2019-09-03,,,,,,,,,,,,,,,,,,,130.52
2019-09-04,,,,,,,,,,,,,,,,,,,131.24
2019-09-05,,,,,,,,,,,,,,,,,,,131.3
2019-09-06,,,,,,,,,,,,,,,,,,,131.5
2019-09-09,,,,,,,,,,,,,,,,,,,130.36
2019-09-10,,,,,,,,,,,,,,,,,,,129.78
2019-09-11,,,,,,,,,,,,,,,,,,,130.68
2019-09-12,,,,,,,,,,,,,,,,,,,131.12
2019-09-13,,,,,,,,,,,,,,,,,,,130.6
2019-09-16,,,,,,,,,,,,,,,,,,,130.14
2019-09-17,,,,,,,,,,,,,,,,,,,130.8
2019-09-18,,,,,,,,,,,,,,,,,,,131.14
2019-09-19,,,,,,,,,,,,,,,,,,,131.7
2019-09-20,,,,,,,,,,,,,,,,,,,132.16
2019-09-23,,,,,,,,,,,,,,,,,,,131.56
2019-09-24,,,,,,,,,,,,,,,,,,,131.88
2019-09-25,,,,,,,,,,,,,,,,,,,130.94
2019-09-26,,,,,,,,,,,,,,,,,,,132.26
2019-09-27,,,,,,,,,,,,,,,,,,,132.74
2019-09-30,,,,,,,,,,,,,,,,,,,133.22
2019-10-01,,,,,,,,,,,,,,,,,,,131.9
2019-10-02,,,,,,,,,,,,,,,,,,,128.74
2019-10-03,,,,,,,,,,,,,,,,,,,128.84
2019-10-04,,,,,,,,,,,,,,,,,,,130.28
2019-10-07,,,,,,,,,,,,,,,,,,,131.18
2019-10-08,,,,,,,,,,,,,,,,,,,130.04
2019-10-09,,,,,,,,,,,,,,,,,,,130.56
2019-10-10,,,,,,,,,,,,,,,,,,,130.96
2019-10-11,,,,,,,,,,,,,,,,,,,132.76
2019-10-14,,,,,,,,,,,,,,,,,,,132.12
2019-10-15,,,,,,,,,,,,,,,,,,,133.02
2019-10-16,,,,,,,,,,,,,,,,,,,132.84
2019-10-17,,,,,,,,,,,,,,,,,,,132.62
2019-10-18,,,,,,,,,,,,,,,,,,,131.84
2019-10-21,,,,,,,,,,,,,,,,,,,131.98
2019-10-22,,,,,,,,,,,,,,,,,,,132.48
2019-10-23,,,,,,,,,,,,,,,,,,,132.86
2019-10-24,,,,,,,,,,,,,,,,,,,133.46
2019-10-25,,,,,,,,,,,,,,,,,,,133.48
2019-10-28,,,,,,,,,,,,,,,,,,,133.58
2019-10-29,,,,,,,,,,,,,,,,,,,133.46
2019-10-30,,,,,,,,,,,,,,,,,,,133.7
2019-10-31,,,,,,,,,,,,,,,,,,,133.78
2019-11-01,,,,,,,,,,,,,,,,,,,133.88
2019-11-04,,,,,,,,,,,,,,,,,,,134.42
2019-11-05,,,,,,,,,,,,,,,,,,,134.5
2019-11-06,,,,,,,,,,,,,,,,,,,135.14
2019-11-07,,,,,,,,,,,,,,,,,,,135.2
2019-11-08,,,,,,,,,,,,,,,,,,,135.14
2019-11-11,,,,,,,,,,,,,,,,,,,135.28
2019-11-12,,,,,,,,,,,,,,,,,,,135.64
2019-11-13,,,,,,,,,,,,,,,,,,,135.66
2019-11-14,,,,,,,,,,,,,,,,,,,135.1
2019-11-15,,,,,,,,,,,,,,,,,,,135.5
2019-11-18,,,,,,,,,,,,,,,,,,,135.94
2019-11-19,,,,,,,,,,,,,,,,,,,135.82
2019-11-20,,,,,,,,,,,,,,,,,,,135.48
2019-11-21,,,,,,,,,,,,,,,,,,,134.72
2019-11-22,,,,,,,,,,,,,,,,,,,135.38
2019-11-25,,,,,,,,,,,,,,,,,,,136.5
2019-11-26,,,,,,,,,,,,,,,,,,,136.36
2019-11-27,,,,,,,,,,,,,,,,,,,136.96
2019-11-28,,,,,,,,,,,,,,,,,,,136.74
2019-11-29,,,,,,,,,,,,,,,,,,,136.48
2019-12-02,,,,,,,,,,,,,,,,,,,134.06
2019-12-03,,,,,,,,,,,,,,,,,,,133.74
2019-12-04,,,,,,,,,,,,,,,,,,,134.72
2019-12-05,,,,,,,,,,,,,,,,,,,134.6
2019-12-06,,,,,,,,,,,,,,,,,,,136.2
2019-12-09,,,,,,,,,,,,,,,,,,,135.74
2019-12-10,,,,,,,,,,,,,,,,,,,135.64
2019-12-11,,,,,,,,,,,,,,,,,,,135.66
2019-12-12,,,,,,,,,,,,,,,,,,,135.86
2019-12-13,,,,,,,,,,,,,,,,,,,136.32
2019-12-16,,,,,,,,,,,,,,,,,,,137.62
2019-12-17,,,,,,,,,,,,,,,,,,,137.38
2019-12-18,,,,,,,,,,,,,,,,,,,137.64
2019-12-19,,,,,,,,,,,,,,,,,,,137.98
2019-12-20,,,,,,,,,,,,,,,,,,,138.94
2019-12-23,,,,,,,,,,,,,,,,,,,139.1
2019-12-24,,,,,,,,,,,,,,,,,,,139.32
