,EVOE FP Equity_DX_SI_QTY,EVOE FP Equity_DX_SHORT_INTEREST_VALUE,EVOE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EVOE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EVOE FP Equity_DX_SI_MV,EVOE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EVOE FP Equity_DX_SUPPLY_SI_QTY,EVOE FP Equity_DX_BROKER_SI_QTY,EVOE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EVOE FP Equity_DX_SUPPLY_SI_MV,EVOE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EVOE FP Equity_DX_UTILIZATION_QUANTITY,EVOE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EVOE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EVOE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EVOE FP Equity_DX_ACTIVE_UTILIZATION_MV,EVOE FP Equity_DX_BROKER_SI_CON_RATIO,EVOE FP Equity_DX_DEMAND_SUPPLY_RATIO,EVOE FP Equity_PX_LAST
2019-12-27,,,,,,,,,,,,,,,,,,,139.64
2019-12-30,,,,,,,,,,,,,,,,,,,138.34
2019-12-31,,,,,,,,,,,,,,,,,,,137.94
2020-01-02,,,,,,,,,,,,,,,,,,,139.06
2020-01-03,,,,,,,,,,,,,,,,,,,138.88
2020-01-06,,,,,,,,,,,,,,,,,,,138.56
2020-01-07,,,,,,,,,,,,,,,,,,,138.58
2020-01-08,,,,,,,,,,,,,,,,,,,138.62
2020-01-09,,,,,,,,,,,,,,,,,,,139.04
2020-01-10,,,,,,,,,,,,,,,,,,,138.88
2020-01-13,,,,,,,,,,,,,,,,,,,138.94
2020-01-14,,,,,,,,,,,,,,,,,,,139.38
2020-01-15,,,,,,,,,,,,,,,,,,,139.76
2020-01-16,,,,,,,,,,,,,,,,,,,140.14
2020-01-17,,,,,,,,,,,,,,,,,,,141.6
2020-01-20,,,,,,,,,,,,,,,,,,,141.5
2020-01-21,,,,,,,,,,,,,,,,,,,141.44
2020-01-22,,,,,,,,,,,,,,,,,,,141.66
2020-01-23,,,,,,,,,,,,,,,,,,,141.18
2020-01-24,,,,,,,,,,,,,,,,,,,142.44
2020-01-27,,,,,,,,,,,,,,,,,,,139.7
2020-01-28,,,,,,,,,,,,,,,,,,,140.74
2020-01-29,,,,,,,,,,,,,,,,,,,141.24
2020-01-30,,,,,,,,,,,,,,,,,,,139.84
2020-01-31,,,,,,,,,,,,,,,,,,,138.56
2020-02-03,,,,,,,,,,,,,,,,,,,139.02
2020-02-04,,,,,,,,,,,,,,,,,,,140.3
2020-02-05,,,,,,,,,,,,,,,,,,,141.64
2020-02-06,,,,,,,,,,,,,,,,,,,141.96
2020-02-07,,,,,,,,,,,,,,,,,,,141.5
2020-02-10,,,,,,,,,,,,,,,,,,,141.88
2020-02-11,,,,,,,,,,,,,,,,,,,142.66
2020-02-12,,,,,,,,,,,,,,,,,,,143.26
2020-02-13,,,,,,,,,,,,,,,,,,,143.56
2020-02-14,,,,,,,,,,,,,,,,,,,143.92
2020-02-17,,,,,,,,,,,,,,,,,,,144.12
2020-02-18,,,,,,,,,,,,,,,,,,,144.42
2020-02-19,,,,,,,,,,,,,,,,,,,145.76
2020-02-20,,,,,,,,,,,,,,,,,,,144.78
2020-02-21,,,,,,,,,,,,,,,,,,,144.1
2020-02-24,,,,,,,,,,,,,,,,,,,139.42
2020-02-25,,,,,,,,,,,,,,,,,,,136.94
2020-02-26,,,,,,,,,,,,,,,,,,,137.04
2020-02-27,,,,,,,,,,,,,,,,,,,132.8
2020-02-28,,,,,,,,,,,,,,,,,,,128.4
2020-03-02,,,,,,,,,,,,,,,,,,,128.66
2020-03-03,,,,,,,,,,,,,,,,,,,130.46
2020-03-04,,,,,,,,,,,,,,,,,,,132.2
2020-03-05,,,,,,,,,,,,,,,,,,,130.56
2020-03-06,,,,,,,,,,,,,,,,,,,125.9
2020-03-09,,,,,,,,,,,,,,,,,,,117.46
2020-03-10,,,,,,,,,,,,,,,,,,,115.58
2020-03-11,,,,,,,,,,,,,,,,,,,114.52
2020-03-12,,,,,,,,,,,,,,,,,,,101.7
2020-03-13,,,,,,,,,,,,,,,,,,,103.1
2020-03-16,,,,,,,,,,,,,,,,,,,99.72
2020-03-17,,,,,,,,,,,,,,,,,,,101.64
2020-03-18,,,,,,,,,,,,,,,,,,,99.14
2020-03-19,,,,,,,,,,,,,,,,,,,102.32
2020-03-20,,,,,,,,,,,,,,,,,,,103.7
2020-03-23,,,,,,,,,,,,,,,,,,,99.27
2020-03-24,,,,,,,,,,,,,,,,,,,106.92
2020-03-25,,,,,,,,,,,,,,,,,,,109.74
2020-03-26,,,,,,,,,,,,,,,,,,,111.56
2020-03-27,,,,,,,,,,,,,,,,,,,108.66
2020-03-30,,,,,,,,,,,,,,,,,,,110.82
2020-03-31,,,,,,,,,,,,,,,,,,,113.24
2020-04-01,,,,,,,,,,,,,,,,,,,109.94
2020-04-02,,,,,,,,,,,,,,,,,,,110.72
2020-04-03,,,,,,,,,,,,,,,,,,,109.24
2020-04-06,,,,,,,,,,,,,,,,,,,112.42
2020-04-07,,,,,,,,,,,,,,,,,,,114.28
2020-04-08,,,,,,,,,,,,,,,,,,,114.52
2020-04-09,,,,,,,,,,,,,,,,,,,115.86
2020-04-14,,,,,,,,,,,,,,,,,,,116.46
2020-04-15,,,,,,,,,,,,,,,,,,,113.22
2020-04-16,,,,,,,,,,,,,,,,,,,113.6
2020-04-17,,,,,,,,,,,,,,,,,,,116.16
2020-04-20,,,,,,,,,,,,,,,,,,,116.58
2020-04-21,,,,,,,,,,,,,,,,,,,112.78
2020-04-22,,,,,,,,,,,,,,,,,,,114.72
2020-04-23,,,,,,,,,,,,,,,,,,,115.42
2020-04-24,,,,,,,,,,,,,,,,,,,114.66
2020-04-27,,,,,,,,,,,,,,,,,,,116.32
2020-04-28,,,,,,,,,,,,,,,,,,,118.0
2020-04-29,,,,,,,,,,,,,,,,,,,119.66
2020-04-30,,,,,,,,,,,,,,,,,,,117.56
2020-05-04,,,,,,,,,,,,,,,,,,,114.38
2020-05-05,,,,,,,,,,,,,,,,,,,116.04
2020-05-06,,,,,,,,,,,,,,,,,,,115.72
2020-05-07,,,,,,,,,,,,,,,,,,,116.74
2020-05-08,,,,,,,,,,,,,,,,,,,117.98
2020-05-11,,,,,,,,,,,,,,,,,,,117.34
2020-05-12,,,,,,,,,,,,,,,,,,,117.52
2020-05-13,,,,,,,,,,,,,,,,,,,115.72
2020-05-14,,,,,,,,,,,,,,,,,,,113.34
2020-05-15,,,,,,,,,,,,,,,,,,,113.8
2020-05-18,,,,,,,,,,,,,,,,,,,117.56
2020-05-19,,,,,,,,,,,,,,,,,,,116.94
2020-05-20,,,,,,,,,,,,,,,,,,,118.02
2020-05-21,,,,,,,,,,,,,,,,,,,117.06
2020-05-22,,,,,,,,,,,,,,,,,,,117.16
2020-05-25,,,,,,,,,,,,,,,,,,,118.94
2020-05-26,,,,,,,,,,,,,,,,,,,119.56
2020-05-27,,,,,,,,,,,,,,,,,,,120.24
2020-05-28,,,,,,,,,,,,,,,,,,,122.0
2020-05-29,,,,,,,,,,,,,,,,,,,120.58
2020-06-01,,,,,,,,,,,,,,,,,,,122.38
2020-06-02,,,,,,,,,,,,,,,,,,,123.84
2020-06-03,,,,,,,,,,,,,,,,,,,126.0
2020-06-04,,,,,,,,,,,,,,,,,,,125.46
2020-06-05,,,,,,,,,,,,,,,,,,,127.46
2020-06-08,,,,,,,,,,,,,,,,,,,126.34
2020-06-09,,,,,,,,,,,,,,,,,,,124.92
2020-06-10,,,,,,,,,,,,,,,,,,,124.9
2020-06-11,,,,,,,,,,,,,,,,,,,120.46
2020-06-12,,,,,,,,,,,,,,,,,,,120.8
2020-06-15,,,,,,,,,,,,,,,,,,,121.04
2020-06-16,,,,,,,,,,,,,,,,,,,123.76
2020-06-17,,,,,,,,,,,,,,,,,,,124.66
2020-06-18,,,,,,,,,,,,,,,,,,,124.06
2020-06-19,,,,,,,,,,,,,,,,,,,125.36
2020-06-22,,,,,,,,,,,,,,,,,,,124.2
2020-06-23,,,,,,,,,,,,,,,,,,,125.16
2020-06-24,,,,,,,,,,,,,,,,,,,122.26
2020-06-25,,,,,,,,,,,,,,,,,,,122.96
2020-06-26,,,,,,,,,,,,,,,,,,,123.08
2020-06-29,,,,,,,,,,,,,,,,,,,123.42
2020-06-30,,,,,,,,,,,,,,,,,,,124.06
2020-07-01,,,,,,,,,,,,,,,,,,,124.4
2020-07-02,,,,,,,,,,,,,,,,,,,126.42
2020-07-03,,,,,,,,,,,,,,,,,,,125.76
2020-07-06,,,,,,,,,,,,,,,,,,,127.66
2020-07-07,,,,,,,,,,,,,,,,,,,126.68
2020-07-08,,,,,,,,,,,,,,,,,,,126.06
2020-07-09,,,,,,,,,,,,,,,,,,,125.82
2020-07-10,,,,,,,,,,,,,,,,,,,126.26
2020-07-13,,,,,,,,,,,,,,,,,,,127.36
2020-07-14,,,,,,,,,,,,,,,,,,,126.58
2020-07-15,,,,,,,,,,,,,,,,,,,127.8
2020-07-16,,,,,,,,,,,,,,,,,,,127.6
2020-07-17,,,,,,,,,,,,,,,,,,,127.76
2020-07-20,,,,,,,,,,,,,,,,,,,129.0
2020-07-21,,,,,,,,,,,,,,,,,,,129.28
2020-07-22,,,,,,,,,,,,,,,,,,,128.4
2020-07-23,,,,,,,,,,,,,,,,,,,128.28
2020-07-24,,,,,,,,,,,,,,,,,,,126.36
2020-07-27,,,,,,,,,,,,,,,,,,,125.84
2020-07-28,,,,,,,,,,,,,,,,,,,126.42
2020-07-29,,,,,,,,,,,,,,,,,,,126.78
2020-07-30,,,,,,,,,,,,,,,,,,,124.6
2020-07-31,,,,,,,,,,,,,,,,,,,123.6
2020-08-03,,,,,,,,,,,,,,,,,,,125.78
2020-08-04,,,,,,,,,,,,,,,,,,,125.34
2020-08-05,,,,,,,,,,,,,,,,,,,125.78
2020-08-06,,,,,,,,,,,,,,,,,,,124.94
2020-08-07,,,,,,,,,,,,,,,,,,,125.64
2020-08-10,,,,,,,,,,,,,,,,,,,125.8
2020-08-11,,,,,,,,,,,,,,,,,,,127.2
2020-08-12,,,,,,,,,,,,,,,,,,,128.98
2020-08-13,,,,,,,,,,,,,,,,,,,129.24
2020-08-14,,,,,,,,,,,,,,,,,,,127.84
2020-08-17,,,,,,,,,,,,,,,,,,,128.18
2020-08-18,,,,,,,,,,,,,,,,,,,127.6
2020-08-19,,,,,,,,,,,,,,,,,,,128.14
2020-08-20,,,,,,,,,,,,,,,,,,,127.76
2020-08-21,,,,,,,,,,,,,,,,,,,127.68
2020-08-24,,,,,,,,,,,,,,,,,,,129.0
2020-08-25,,,,,,,,,,,,,,,,,,,128.7
2020-08-26,,,,,,,,,,,,,,,,,,,129.78
2020-08-27,,,,,,,,,,,,,,,,,,,129.08
2020-08-28,,,,,,,,,,,,,,,,,,,128.24
2020-08-31,,,,,,,,,,,,,,,,,,,127.4
2020-09-01,,,,,,,,,,,,,,,,,,,127.38
2020-09-02,,,,,,,,,,,,,,,,,,,129.6
2020-09-03,,,,,,,,,,,,,,,,,,,127.98
2020-09-04,,,,,,,,,,,,,,,,,,,126.22
2020-09-07,,,,,,,,,,,,,,,,,,,128.14
2020-09-08,,,,,,,,,,,,,,,,,,,127.06
2020-09-09,,,,,,,,,,,,,,,,,,,129.4
2020-09-10,,,,,,,,,,,,,,,,,,,129.02
2020-09-11,,,,,,,,,,,,,,,,,,,129.28
2020-09-14,,,,,,,,,,,,,,,,,,,129.04
2020-09-15,,,,,,,,,,,,,,,,,,,129.86
2020-09-16,,,,,,,,,,,,,,,,,,,130.5
2020-09-17,,,,,,,,,,,,,,,,,,,130.24
2020-09-18,,,,,,,,,,,,,,,,,,,129.54
2020-09-21,,,,,,,,,,,,,,,,,,,126.32
2020-09-22,,,,,,,,,,,,,,,,,,,126.14
2020-09-23,,,,,,,,,,,,,,,,,,,126.8
2020-09-24,,,,,,,,,,,,,,,,,,,125.82
2020-09-25,,,,,,,,,,,,,,,,,,,125.74
2020-09-28,,,,,,,,,,,,,,,,,,,127.58
2020-09-29,,,,,,,,,,,,,,,,,,,127.04
2020-09-30,,,,,,,,,,,,,,,,,,,126.98
2020-10-01,,,,,,,,,,,,,,,,,,,127.48
2020-10-02,,,,,,,,,,,,,,,,,,,127.9
2020-10-05,,,,,,,,,,,,,,,,,,,128.52
2020-10-06,,,,,,,,,,,,,,,,,,,128.3
2020-10-07,,,,,,,,,,,,,,,,,,,127.8
2020-10-08,,,,,,,,,,,,,,,,,,,128.44
2020-10-09,,,,,,,,,,,,,,,,,,,129.18
2020-10-12,,,,,,,,,,,,,,,,,,,129.9
2020-10-13,,,,,,,,,,,,,,,,,,,129.92
2020-10-14,,,,,,,,,,,,,,,,,,,130.12
2020-10-15,,,,,,,,,,,,,,,,,,,127.7
2020-10-16,,,,,,,,,,,,,,,,,,,128.88
2020-10-19,,,,,,,,,,,,,,,,,,,127.744
2020-10-20,,,,,,,,,,,,,,,,,,,128.2
2020-10-21,,,,,,,,,,,,,,,,,,,126.7
2020-10-22,,,,,,,,,,,,,,,,,,,126.58
2020-10-23,,,,,,,,,,,,,,,,,,,127.16
2020-10-26,,,,,,,,,,,,,,,,,,,124.9
2020-10-27,,,,,,,,,,,,,,,,,,,124.32
2020-10-28,,,,,,,,,,,,,,,,,,,120.86
2020-10-29,,,,,,,,,,,,,,,,,,,120.78
2020-10-30,,,,,,,,,,,,,,,,,,,120.76
2020-11-02,,,,,,,,,,,,,,,,,,,122.38
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1865.7,0.0,0.0,0.0,0.0,124.38
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1905.9,0.0,0.0,0.0,0.0,127.06
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1914.9,0.0,0.0,0.0,0.0,127.66
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1919.4,0.0,0.0,0.0,0.0,127.96
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1953.6,0.0,0.0,0.0,0.0,130.24
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1955.4,0.0,0.0,0.0,0.0,130.36
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1980.9,0.0,0.0,0.0,0.0,132.06
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1964.1,0.0,0.0,0.0,0.0,130.94
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1961.1,0.0,0.0,0.0,0.0,130.74
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1965.3,0.0,0.0,0.0,0.0,131.02
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1962.0,0.0,0.0,0.0,0.0,130.8
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1964.7,0.0,0.0,0.0,0.0,130.98
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1956.9,0.0,0.0,0.0,0.0,130.46
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1962.9,0.0,0.0,0.0,0.0,130.86
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1953.6,0.0,0.0,0.0,0.0,130.24
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1956.9,0.0,0.0,0.0,0.0,130.46
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1960.2,0.0,0.0,0.0,0.0,130.68
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1959.6,0.0,0.0,0.0,0.0,130.64
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1964.1,0.0,0.0,0.0,0.0,130.94
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1952.1,0.0,0.0,0.0,0.0,130.14
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1953.3,0.0,0.0,0.0,0.0,130.22
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1947.6,0.0,0.0,0.0,0.0,129.84
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1940.1,0.0,0.0,0.0,0.0,129.34
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1944.9,0.0,0.0,0.0,0.0,129.66
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1934.1,0.0,0.0,0.0,0.0,128.94
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1940.1,0.0,0.0,0.0,0.0,129.34
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1955.4,0.0,0.0,0.0,0.0,130.36
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1953.0,0.0,0.0,0.0,0.0,130.2
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1941.6,0.0,0.0,0.0,0.0,129.44
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1949.7,0.0,0.0,0.0,0.0,129.98
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1944.0,0.0,0.0,0.0,0.0,129.6
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1962.6,0.0,0.0,0.0,0.0,130.84
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1962.6,0.0,0.0,0.0,0.0,130.84
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1959.6,0.0,0.0,0.0,0.0,130.64
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1914.3,0.0,0.0,0.0,0.0,127.62
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1931.4,0.0,0.0,0.0,0.0,128.76
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1948.2,0.0,0.0,0.0,0.0,129.88
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1954.2,0.0,0.0,0.0,0.0,130.28
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1954.2,0.0,0.0,0.0,0.0,
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1964.7,0.0,0.0,0.0,0.0,130.98
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1979.1,0.0,0.0,0.0,0.0,131.94
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1973.7,0.0,0.0,0.0,0.0,131.58
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1966.2,0.0,0.0,0.0,0.0,131.08
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1966.2,0.0,0.0,0.0,0.0,
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1977.6,0.0,0.0,0.0,0.0,131.84
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1967.1,0.0,0.0,0.0,0.0,131.14
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3964.8,0.0,0.0,0.0,0.0,132.16
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1983.9,0.0,0.0,0.0,0.0,132.26
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1995.3,0.0,0.0,0.0,0.0,133.02
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1990.8,0.0,0.0,0.0,0.0,132.72
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1986.0,0.0,0.0,0.0,0.0,132.4
2021-01-13,,,,,,,,,,,,,,,,,,,133.16
2021-01-14,,,,,,,,,,,,,,,,,,,133.3
2021-01-15,,,,,,,,,,,,,,,,,,,132.46
2021-01-18,,,,,,,,,,,,,,,,,,,132.4
2021-01-19,,,,,,,,,,,,,,,,,,,131.88
2021-01-20,,,,,,,,,,,,,,,,,,,132.24
2021-01-21,,,,,,,,,,,,,,,,,,,132.14
2021-01-22,,,,,,,,,,,,,,,,,,,131.88
2021-01-25,,,,,,,,,,,,,,,,,,,131.6
2021-01-26,,,,,,,,,,,,,,,,,,,132.44
2021-01-27,,,,,,,,,,,,,,,,,,,131.98
2021-01-28,,,,,,,,,,,,,,,,,,,131.64
2021-01-29,,,,,,,,,,,,,,,,,,,128.88
2021-02-01,,,,,,,,,,,,,,,,,,,130.46
2021-02-02,,,,,,,,,,,,,,,,,,,131.86
2021-02-03,,,,,,,,,,,,,,,,,,,131.7
2021-02-04,,,,,,,,,,,,,,,,,,,132.22
2021-02-05,,,,,,,,,,,,,,,,,,,131.86
2021-02-08,,,,,,,,,,,,,,,,,,,131.88
2021-02-09,,,,,,,,,,,,,,,,,,,132.06
2021-02-10,,,,,,,,,,,,,,,,,,,131.66
2021-02-11,,,,,,,,,,,,,,,,,,,131.7
2021-02-12,,,,,,,,,,,,,,,,,,,132.76
2021-02-15,,,,,,,,,,,,,,,,,,,134.36
2021-02-16,,,,,,,,,,,,,,,,,,,134.22
2021-02-17,,,,,,,,,,,,,,,,,,,133.2
2021-02-18,,,,,,,,,,,,,,,,,,,132.48
2021-02-19,,,,,,,,,,,,,,,,,,,132.42
2021-02-22,,,,,,,,,,,,,,,,,,,131.54
2021-02-23,,,,,,,,,,,,,,,,,,,131.36
2021-02-24,,,,,,,,,,,,,,,,,,,131.0
2021-02-25,,,,,,,,,,,,,,,,,,,130.46
2021-02-26,,,,,,,,,,,,,,,,,,,128.4
2021-03-01,,,,,,,,,,,,,,,,,,,130.38
2021-03-02,,,,,,,,,,,,,,,,,,,130.7
2021-03-03,,,,,,,,,,,,,,,,,,,130.28
2021-03-04,,,,,,,,,,,,,,,,,,,130.84
2021-03-05,,,,,,,,,,,,,,,,,,,130.26
2021-03-08,,,,,,,,,,,,,,,,,,,132.28
2021-03-09,,,,,,,,,,,,,,,,,,,133.62
2021-03-10,,,,,,,,,,,,,,,,,,,134.82
2021-03-11,,,,,,,,,,,,,,,,,,,135.16
2021-03-12,,,,,,,,,,,,,,,,,,,134.86
2021-03-15,,,,,,,,,,,,,,,,,,,135.1
2021-03-16,,,,,,,,,,,,,,,,,,,136.08
2021-03-17,,,,,,,,,,,,,,,,,,,135.52
2021-03-18,,,,,,,,,,,,,,,,,,,135.7
2021-03-19,,,,,,,,,,,,,,,,,,,135.34
2021-03-22,,,,,,,,,,,,,,,,,,,136.38
2021-03-23,,,,,,,,,,,,,,,,,,,137.2
2021-03-24,,,,,,,,,,,,,,,,,,,137.32
2021-03-25,,,,,,,,,,,,,,,,,,,137.48
2021-03-26,,,,,,,,,,,,,,,,,,,138.12
2021-03-29,,,,,,,,,,,,,,,,,,,138.96
2021-03-30,,,,,,,,,,,,,,,,,,,139.38
2021-03-31,,,,,,,,,,,,,,,,,,,139.2
2021-04-01,,,,,,,,,,,,,,,,,,,139.72
2021-04-06,,,,,,,,,,,,,,,,,,,140.46
2021-04-07,,,,,,,,,,,,,,,,,,,140.44
2021-04-08,,,,,,,,,,,,,,,,,,,141.58
2021-04-09,,,,,,,,,,,,,,,,,,,141.7
2021-04-12,,,,,,,,,,,,,,,,,,,141.12
2021-04-13,,,,,,,,,,,,,,,,,,,140.94
2021-04-14,,,,,,,,,,,,,,,,,,,140.94
2021-04-15,,,,,,,,,,,,,,,,,,,141.46
2021-04-16,,,,,,,,,,,,,,,,,,,142.32
2021-04-19,,,,,,,,,,,,,,,,,,,142.9
2021-04-20,,,,,,,,,,,,,,,,,,,141.32
2021-04-21,,,,,,,,,,,,,,,,,,,141.9
2021-04-22,,,,,,,,,,,,,,,,,,,142.72
2021-04-23,,,,,,,,,,,,,,,,,,,142.2
2021-04-26,,,,,,,,,,,,,,,,,,,142.2
2021-04-27,,,,,,,,,,,,,,,,,,,142.26
2021-04-28,,,,,,,,,,,,,,,,,,,141.84
2021-04-29,,,,,,,,,,,,,,,,,,,141.9
2021-04-30,,,,,,,,,,,,,,,,,,,140.86
2021-05-03,,,,,,,,,,,,,,,,,,,141.96
2021-05-04,,,,,,,,,,,,,,,,,,,140.74
2021-05-05,,,,,,,,,,,,,,,,,,,142.9
2021-05-06,,,,,,,,,,,,,,,,,,,142.88
2021-05-07,,,,,,,,,,,,,,,,,,,143.76
2021-05-10,,,,,,,,,,,,,,,,,,,144.02
2021-05-11,,,,,,,,,,,,,,,,,,,141.86
2021-05-12,,,,,,,,,,,,,,,,,,,141.98
2021-05-13,,,,,,,,,,,,,,,,,,,142.06
2021-05-14,,,,,,,,,,,,,,,,,,,143.56
2021-05-17,,,,,,,,,,,,,,,,,,,143.6
2021-05-18,,,,,,,,,,,,,,,,,,,144.1
2021-05-19,,,,,,,,,,,,,,,,,,,142.48
2021-05-20,,,,,,,,,,,,,,,,,,,144.24
2021-05-21,,,,,,,,,,,,,,,,,,,145.12
2021-05-24,,,,,,,,,,,,,,,,,,,145.3
2021-05-25,,,,,,,,,,,,,,,,,,,145.3
2021-05-26,,,,,,,,,,,,,,,,,,,145.76
2021-05-27,,,,,,,,,,,,,,,,,,,145.38
2021-05-28,,,,,,,,,,,,,,,,,,,146.02
2021-05-31,,,,,,,,,,,,,,,,,,,145.4
