,PTPXE FP Equity_DX_SI_QTY,PTPXE FP Equity_DX_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PTPXE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PTPXE FP Equity_DX_SI_MV,PTPXE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SUPPLY_SI_QTY,PTPXE FP Equity_DX_BROKER_SI_QTY,PTPXE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PTPXE FP Equity_DX_BROKER_SI_QTY_ADD,PTPXE FP Equity_DX_BROKER_SI_MV_ADD,PTPXE FP Equity_DX_SUPPLY_SI_QTY_ADD,PTPXE FP Equity_DX_SUPPLY_SI_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PTPXE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_MV,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PTPXE FP Equity_DX_BROKER_SI_CON_RATIO,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PTPXE FP Equity_DX_DEMAND_SUPPLY_RATIO,PTPXE FP Equity_PX_LAST
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,20.581
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,20.717
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,20.637
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,20.672
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,20.543
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,20.557
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,20.515
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,20.699
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,20.644
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,20.901
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,21.201
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,21.166
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,21.36
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,21.332
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,22.187
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,22.072
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,22.164
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,21.847
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,21.846
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,22.229
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,22.159
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,22.183
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,22.053
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,22.28
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,22.477
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,22.601
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,22.371
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,22.545
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,22.645
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,22.189
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,22.336
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,22.219
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,22.183
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,22.245
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,22.021
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,21.996
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,22.252
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,22.153
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,22.211
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,22.357
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,22.33
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,22.367
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,22.373
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,22.404
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,22.018
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,22.103
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,22.229
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,22.184
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,22.371
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,22.595
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,22.567
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,22.594
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,22.409
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,22.411
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,22.651
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,22.726
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,23.059
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,23.105
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,23.104
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,23.261
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,23.527
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,23.204
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,23.249
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,23.18
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,23.293
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,23.161
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,23.085
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,23.142
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,23.274
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,23.158
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,22.993
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,22.629
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,22.829
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,23.142
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,23.329
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,23.497
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,23.607
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,24.013
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,23.902
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,23.811
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,23.976
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,24.06
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,24.224
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,24.259
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,24.219
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,23.81
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,23.927
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,23.953
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,23.771
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,23.611
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,23.337
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,23.077
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,23.518
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,23.244
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,23.281
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,23.147
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,23.145
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,23.438
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,23.465
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,23.547
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,23.447
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,23.6
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,23.759
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,24.063
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,24.02
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,24.328
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,24.346
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,24.263
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,24.091
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,23.919
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,24.061
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,24.296
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,24.323
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,24.25
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,23.98
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,23.989
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,23.818
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,23.778
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,23.757
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,23.92
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,23.82
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,23.827
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,23.867
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,23.925
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,23.874
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,23.736
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,23.116
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,23.242
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,23.484
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,23.436
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,23.363
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,23.099
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,23.03
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,22.926
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,22.977
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,23.097
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,22.905
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,23.252
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,23.221
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,23.314
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,23.453
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,22.806
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,22.47
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,22.309
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,22.624
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,22.389
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,22.654
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,22.424
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,22.697
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,22.791
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,22.9
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,22.742
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,22.861
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,22.794
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,23.067
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,22.837
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,22.827
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,23.069
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,23.182
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,23.38
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,23.346
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,23.393
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,23.275
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,23.322
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,23.415
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,23.364
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,23.435
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,23.535
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,23.748
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,23.33
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,23.425
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,23.527
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,23.276
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,23.439
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,23.593
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,23.509
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,23.63
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,23.413
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,23.369
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,23.496
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,23.571
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,23.473
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,23.61
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,23.147
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,23.651
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,23.76
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,23.818
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,23.944
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,23.713
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,23.567
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,23.074
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,23.402
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,23.441
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,23.626
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,23.767
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,23.494
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,23.433
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,23.599
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,23.591
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,23.363
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,23.653
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,23.6
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,23.512
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,23.619
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,23.714
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,23.697
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,23.779
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,23.972
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,23.987
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,23.945
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,23.77
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,23.716
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,23.748
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,23.423
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,23.366
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,23.683
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,23.845
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,23.781
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,23.735
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,23.746
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,23.808
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,23.937
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,24.141
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,24.305
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,24.769
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,25.354
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,25.077
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,25.226
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,25.323
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,25.529
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,25.695
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,25.679
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,25.688
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,25.811
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,25.725
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,25.421
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,25.681
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,25.494
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,25.562
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,25.551
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,25.517
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,25.055
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,25.241
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,25.075
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,24.7
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,24.108
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,24.385
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,24.098
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,24.417
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,24.267
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,24.469
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,24.248
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,24.043
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,24.253
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,24.521
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,24.403
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,24.492
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,24.429
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,24.025
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,24.211
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,24.317
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,24.425
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,24.214
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,24.152
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,24.335
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,24.614
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,24.631
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,24.59
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,24.899
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,24.969
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,24.793
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,24.656
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,24.647
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,24.775
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,25.027
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,25.189
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,25.222
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,25.108
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,25.067
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,25.246
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,25.344
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,25.158
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,25.026
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,24.994
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,24.152
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,24.268
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,23.801
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,24.343
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,24.03
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,24.301
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,24.405
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,25.12
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,24.851
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,24.786
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,24.706
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,24.575
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,24.476
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,24.7
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,24.969
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,24.776
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,24.303
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,24.509
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,24.447
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,24.623
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,24.48
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,24.519
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,24.696
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,24.418
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,24.542
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,24.414
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,24.567
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,24.858
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,24.949
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,24.515
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,24.236
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,24.205
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,24.322
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,24.555
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,24.468
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,24.31
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,24.344
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,24.162
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,23.908
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,24.054
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,23.868
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,23.45
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,23.511
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,23.595
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,23.362
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,23.178
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,23.37
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,23.518
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,23.881
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,23.304
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,23.206
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,23.381
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,23.484
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,23.768
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,23.517
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,23.508
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,23.534
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,23.718
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,23.59
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,23.528
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,23.408
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,23.283
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,23.316
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,23.193
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,23.049
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,23.378
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,23.597
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,23.441
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,23.364
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,23.355
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,23.38
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,22.836
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,22.458
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,22.45
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,22.524
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,22.508
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,22.424
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,22.706
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,22.957
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,23.033
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,23.409
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,23.592
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,23.531
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,23.525
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,23.622
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,23.649
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,23.385
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,23.498
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,23.352
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,23.313
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,23.287
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,23.634
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,23.289
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,22.814
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,22.651
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,22.772
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,22.441
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,22.356
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,22.378
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,22.595
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,22.202
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,22.316
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,22.396
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,22.098
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,22.025
