,PTPXE FP Equity_DX_SI_QTY,PTPXE FP Equity_DX_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PTPXE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PTPXE FP Equity_DX_SI_MV,PTPXE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SUPPLY_SI_QTY,PTPXE FP Equity_DX_BROKER_SI_QTY,PTPXE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PTPXE FP Equity_DX_BROKER_SI_QTY_ADD,PTPXE FP Equity_DX_BROKER_SI_MV_ADD,PTPXE FP Equity_DX_SUPPLY_SI_QTY_ADD,PTPXE FP Equity_DX_SUPPLY_SI_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PTPXE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_MV,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PTPXE FP Equity_DX_BROKER_SI_CON_RATIO,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PTPXE FP Equity_DX_DEMAND_SUPPLY_RATIO,PTPXE FP Equity_PX_LAST
2025-05-06,,,,,,,,,,,,,,,,,,,,,,,,28.474
2025-05-07,,,,,,,,,,,,,,,,,,,,,,,,28.36
2025-05-08,,,,,,,,,,,,,,,,,,,,,,,,28.51
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,28.463
2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,29.188
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,28.759
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,28.469
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,28.787
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,28.946
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,100.0,2863.8,0.0,0.0,,0.0,,0.0,28.638
2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,28.849
2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,28.663
2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,28.666
2025-05-23,,,,,,,,,,,,,,,,,,,,,,,,28.672
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,28.967
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,29.378
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,29.054
2025-05-29,,,,,,,,,,,,,,,,,,,,,,,,28.958
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,29.033
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,29.166
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,29.147
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,28.955
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,28.717
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,28.949
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,,28.938
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,28.861
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,,28.763
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,28.651
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,28.537
2025-06-16,,,,,,,,,,,,,,,,,,,,,,,,28.579
2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,28.342
2025-06-18,,,,,,,,,,,,,,,,,,,,,,,,28.653
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,28.459
2025-06-20,,,,,,,,,,,,,,,,,,,,,,,,28.159
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,,28.034
2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,28.095
2025-06-25,,,,,,,,,,,,,,,,,,,,,,,,28.042
2025-06-26,,,,,,,,,,,,,,,,,,,,,,,,28.416
2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,28.941
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,28.714
2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,28.562
2025-07-02,,,,,,,,,,,,,,,,,,,,,,,,28.485
2025-07-03,,,,,,,,,,,,,,,,,,,,,,,,28.614
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,28.402
2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,28.199
2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,28.191
2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,28.132
2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,28.2
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,28.036
2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,28.068
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,,27.943
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,27.761
2025-07-17,,,,,,,,,,,,,,,,,,,,,,,,28.254
2025-07-18,,,,,,,,,,,,,,,,,,,,,,,,27.983
2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,28.218
2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,28.186
2025-07-23,,,,,,,,,,,,,,,,,,,,,,,,29.314
2025-07-24,,,,,,,,,,,,,,,,,,,,,,,,29.32
2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,29.004
2025-07-28,,,,,,,,,,,,,,,,,,,,,,,,28.882
2025-07-29,,,,,,,,,,,,,,,,,,,,,,,,28.947
2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,29.232
2025-07-31,,,,,,,,,,,,,,,,,,,,,,,,29.185
2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,28.98
2025-08-04,,,,,,,,,,,,,,,,,,,,,,,,29.441
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,29.365
2025-08-06,,,,,,,,,,,,,,,,,,,,,,,,29.595
2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,29.851
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,,30.283
2025-08-11,,,,,,,,,,,,,,,,,,,,,,,,30.414
2025-08-12,,,,,,,,,,,,,,,,,,,,,,,,30.567
2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,30.519
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,30.542
2025-08-15,,,,,,,,,,,,,,,,,,,,,,,,30.846
2025-08-18,,,,,,,,,,,,,,,,,,,,,,,,31.055
2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,31.022
2025-08-20,,,,,,,,,,,,,,,,,,,,,,,,30.835
2025-08-21,,,,,,,,,,,,,,,,,,,,,,,,30.725
2025-08-22,,,,,,,,,,,,,,,,,,,,,,,,30.897
2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,30.688
2025-08-26,,,,,,,,,,,,,,,,,,,,,,,,30.589
2025-08-27,,,,,,,,,,,,,,,,,,,,,,,,30.542
2025-08-28,,,,,,,,,,,,,,,,,,,,,,,,30.802
2025-08-29,360.0,10903.68,0.08,0.01,0.01,5451.84,180.0,180.0,5451.84,180.0,0.01,180.0,0.01,100.0,100.0,0.0,0.0,0.0,100.0,49.58,0.5,50.42,2.0,30.288
