,CDA FP Equity_DX_SI_QTY,CDA FP Equity_DX_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CDA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CDA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CDA FP Equity_DX_SI_MV,CDA FP Equity_DX_DSS,CDA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY,CDA FP Equity_DX_BROKER_SI_QTY,CDA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CDA FP Equity_DX_BROKER_SI_MV_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CDA FP Equity_DX_BROKER_SI_MV_INC_x,CDA FP Equity_DX_SUPPLY_SI_MV_NEW,CDA FP Equity_DX_BROKER_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_NEW,CDA FP Equity_DX_SUPPLY_SI_MV_DEC,CDA FP Equity_DX_BROKER_SI_QTY_INC,CDA FP Equity_DX_SUPPLY_SI_QTY_DEC,CDA FP Equity_DX_BROKER_SI_MV_NEW_y,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CDA FP Equity_DX_BROKER_SI_MV_INC_y,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CDA FP Equity_DX_BROKER_SI_MV_ADD,CDA FP Equity_DX_SUPPLY_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_DEC,CDA FP Equity_DX_SUPPLY_SI_MV,CDA FP Equity_DX_BROKER_SI_MV_DEC,CDA FP Equity_DX_SUPPLY_SI_MV_RMV,CDA FP Equity_DX_BROKER_SI_MV_RMV,CDA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CDA FP Equity_DX_UTILIZATION_QUANTITY,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CDA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CDA FP Equity_DX_ACTIVE_UTILIZATION_MV,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CDA FP Equity_DX_BROKER_SI_CON_RATIO,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CDA FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-11-30,153065.0,2158216.5,0.61,4.39,0.3,2.18,0.0,1510039.5,117114.0,107095.0,1651307.4,,,,,,,,,,,,,,,,,,1.68,,,,5.71,5.71,1934419.0,27275307.9,,27.45,5.76,23.31,0.3411,49.99,0.0746
2023-12-01,153065.0,2185768.2,0.61,4.56,0.3,2.19,0.0,1529316.6,117114.0,107095.0,1672387.92,,,,,,,,,,,,,,,,,,1.66,,,,5.71,5.71,1934419.0,27623503.32,,27.41,5.71,23.04,0.3424,50.27,0.0746
2023-12-04,153065.0,2158216.5,0.61,4.61,0.3,2.18,0.0,1510039.5,117114.0,107095.0,1651307.4,,,,,,,,,,,,,,,,,,1.67,,,,5.72,5.72,1931995.0,27241129.5,,27.45,5.75,23.32,0.3405,49.9,0.0747
2023-12-05,153065.0,2130664.8,0.61,4.64,0.3,2.15,0.0,1490762.4,117114.0,107095.0,1630226.88,,,,,,,,,,,,,,,,,,1.65,,,,5.69,5.69,1939453.0,26997185.76,,27.21,5.73,23.28,0.3408,49.95,0.0744
2023-12-06,153065.0,2103113.1,0.61,4.5,0.3,2.13,0.0,1471485.3,117114.0,107095.0,1609146.36,,,,,,,,,,,,,,,,,,1.64,,,,5.69,5.69,1939453.0,26648084.22,,26.88,5.75,23.51,0.3403,49.82,0.0744
2023-12-07,153065.0,2127603.5,0.61,4.44,0.3,2.13,0.0,1488620.5,117114.0,107095.0,1627884.6,,,,,,,,,,,,,,,,,,1.61,,,,5.69,5.69,1939519.0,26959314.1,,26.77,5.67,22.9,0.3432,50.4,0.0744
2023-12-08,153065.0,2149032.6,0.61,4.45,0.3,2.15,0.0,1503613.8,117114.0,107095.0,1644280.56,,,,,,,,,,,,,,,,,,1.63,,,,5.69,5.69,1939858.0,27235606.32,,27.07,5.67,22.8,0.3434,50.46,0.0744
2023-12-11,157849.0,2194101.1,0.62,4.55,0.31,2.21,0.0,1521869.3,119506.0,109487.0,1661133.4,,,,,,2392.0,,,,,,,,,0.03,2392.0,,1.68,,,,5.81,5.81,1938921.0,26951001.9,,27.12,5.82,22.43,0.3218,48.54,0.0767
2023-12-12,165748.0,2320472.0,0.66,4.8,0.33,2.32,0.0,1532818.0,127405.0,109487.0,1783670.0,,,,,,,,,,,,,,,,7899.0,,1.77,,,,6.18,6.18,1935011.0,27090154.0,,26.96,6.15,21.13,0.296,46.56,0.0804
2023-12-13,160964.0,2237399.6,0.64,4.74,0.32,2.24,0.0,1598416.6,117114.0,114994.0,1627884.6,,,,,,7899.0,,0.14,,10291.0,,,,,0.11,,2392.0,1.63,0.03,,,5.68,5.68,1945922.0,27048315.8,,27.15,5.66,21.91,0.3109,47.61,0.078
2023-12-14,160964.0,2259934.56,0.64,4.68,0.32,2.26,0.0,1614515.76,117114.0,114994.0,1644280.56,,,,,,,,,,,,,,,,,,1.61,,,,5.67,5.67,1949116.0,27365588.64,,27.16,5.61,21.79,0.3127,47.91,0.0779
2023-12-15,153065.0,2152093.9,0.61,4.49,0.3,2.16,0.0,1505755.7,117114.0,107095.0,1646622.84,,,,,,,,,,,,,,,,,7899.0,1.65,0.11,,,5.65,5.65,1957358.0,27520453.48,,27.52,5.67,23.02,0.3425,50.28,0.0738
2023-12-18,173518.0,2498659.2,0.69,4.93,0.34,2.48,0.0,1738915.2,130777.0,120758.0,1883188.8,,,,,,13663.0,,,,,,,,,0.2,13663.0,,1.84,,,,6.3,6.3,1944826.0,28005494.4,,27.61,6.24,19.95,0.282,44.7,0.0836
2023-12-19,172020.0,2470207.2,0.68,4.89,0.34,2.48,0.0,1712573.6,129279.0,119260.0,1856446.44,,,,,,,,0.02,,1498.0,,,,,,,1498.0,1.85,0.02,,,6.18,6.18,1962119.0,28176028.84,,28.21,6.16,20.47,0.2835,44.75,0.0823
2023-12-20,153065.0,2204136.0,0.61,4.38,0.3,2.21,0.0,1542168.0,117114.0,107095.0,1686441.6,,,,,,,,0.17,,12165.0,,,,,,,12165.0,1.68,0.17,,,5.6,5.6,1973826.0,28423094.4,,28.39,5.6,22.93,0.3429,50.36,0.0732
2023-12-21,153065.0,2194952.1,0.61,4.71,0.3,2.2,0.0,1535742.3,117114.0,107095.0,1679414.76,,,,,,,,,,,,,,,,,,1.68,,,,5.6,5.6,1973738.0,28303402.92,,28.37,5.59,23.01,0.3419,50.18,0.0732
2023-12-22,147203.0,2087338.54,0.58,4.56,0.29,2.11,0.0,1435483.94,117114.0,101233.0,1660676.52,,,,,,,,,,,,,,,,,5862.0,1.68,0.09,,,5.6,5.6,1975013.0,28005684.34,,28.23,5.61,24.1,0.3291,48.05,0.0704
2023-12-25,147203.0,2087338.54,0.58,4.6,0.29,2.1,0.0,1435483.94,117114.0,101233.0,1660676.52,,,,,,,,,,,,,,,,,,1.66,,,,5.61,5.61,1972033.0,27963427.94,,28.02,5.6,23.93,0.3299,48.24,0.0705
2023-12-26,147203.0,2087338.54,0.58,4.6,0.29,2.1,0.0,1435483.94,117114.0,101233.0,1660676.52,,,,,,,,,,,,,,,,,,1.66,,,,5.61,5.61,1971941.0,27962123.38,,27.99,5.6,23.92,0.33,48.23,0.0705
2023-12-27,147203.0,2078506.36,0.58,4.6,0.29,2.09,0.0,1429409.96,117114.0,101233.0,1653649.68,,,,,,,,,,,,,,,,,,1.66,,,,5.6,5.6,1973551.0,27866540.12,,27.94,5.6,24.04,0.3295,48.14,0.0704
2023-12-28,147203.0,2072618.24,0.58,4.64,0.29,2.09,0.0,1425360.64,117114.0,101233.0,1648965.12,,,,,,,,,,,,,,,,,,1.65,,,,5.6,5.6,1973051.0,27780558.08,,27.84,5.61,23.88,0.3304,48.32,0.0704
2023-12-29,141534.0,1998460.08,0.56,4.64,0.28,2.01,0.0,1349363.68,117114.0,95564.0,1653649.68,,,,,,,,,,,,,,,,,5669.0,1.65,0.08,,,5.6,5.6,1974747.0,27883427.64,,27.84,5.61,24.88,0.3186,46.23,0.0677
2024-01-01,141534.0,1998460.08,0.56,4.82,0.28,2.01,0.0,1349363.68,117114.0,95564.0,1653649.68,,,,,,,,,,,,,,,,,,1.65,,,,5.6,5.6,1975283.0,27890995.96,,27.89,5.6,24.93,0.3184,46.17,0.0676
2024-01-02,141534.0,2021105.52,0.56,4.82,0.28,2.02,0.0,1364653.92,117114.0,95564.0,1672387.92,,,,,,,,,,,,,,,,,,1.66,,,,5.61,5.61,1969768.0,28128287.04,,27.96,5.62,24.82,0.3191,46.34,0.0678
2024-01-03,142842.0,2042640.6,0.57,4.77,0.28,2.06,0.0,1375917.4,117768.0,96218.0,1684082.4,,,654.0,,,654.0,,,,,,,,654.0,0.01,,,1.69,,,,5.71,5.71,1945050.0,27814215.0,,27.79,5.73,24.85,0.3124,45.65,0.0692
2024-01-04,159626.0,2273074.24,0.63,5.2,0.32,2.29,0.0,1489646.4,126160.0,104610.0,1796518.4,,,8392.0,,,8392.0,,,,,,,,8392.0,0.12,,,1.8,,,,6.08,6.08,1947301.0,27729566.24,,27.79,6.08,22.1,0.2615,40.94,0.077
2024-01-05,159626.0,2266689.2,0.63,5.22,0.32,2.28,0.0,1485462.0,126160.0,104610.0,1791472.0,,,,,,,,,,,,,,,,,,1.8,,,,6.08,6.08,1947557.0,27655309.4,,27.7,6.1,22.15,0.2617,40.96,0.077
2024-01-08,159626.0,2311384.48,0.63,5.17,0.32,2.3,0.0,1514752.8,126160.0,104610.0,1826796.8,,,,,,,,,,,,,,,,,,1.8,,,,6.06,6.06,1955920.0,28321721.6,,28.0,6.03,21.94,0.2633,41.32,0.0767
2024-01-09,182028.0,2690373.84,0.72,5.86,0.36,2.68,0.0,1993230.8,148562.0,134860.0,2195746.36,,,,0.44,,1336.0,,0.11,28914.0,7848.0,,,0.44,,0.02,30250.0,,2.16,,,,7.14,7.14,1932461.0,28561773.58,,28.22,7.1,19.13,0.3367,52.12,0.0875
2024-01-10,150717.0,2239654.62,0.6,4.63,0.3,2.25,0.0,1538738.14,125099.0,103549.0,1858971.14,,,,,,,,0.34,,23463.0,,,,,,,31311.0,1.85,0.45,,,6.01,6.01,1957298.0,29085448.28,,28.98,5.99,23.39,0.3186,47.51,0.0724
2024-01-11,150889.0,2221086.08,0.6,4.63,0.3,2.24,0.0,1526773.12,125271.0,103721.0,1843989.12,,,,0.0,,,,,172.0,,,,0.0,,,172.0,,1.86,,,,6.01,6.01,1960010.0,28851347.2,,29.02,6.02,23.47,0.3163,47.2,0.0724
2024-01-12,148253.0,2194144.4,0.59,4.5,0.29,2.2,0.0,1513788.4,123289.0,102283.0,1824677.2,,,,,,,,0.03,,1982.0,,,,,,,1438.0,1.82,0.02,,,5.91,5.91,1963772.0,29063825.6,,28.97,5.91,23.81,0.329,48.29,0.071
2024-01-15,148253.0,2203039.58,0.59,4.52,0.29,2.21,0.0,1519925.38,123289.0,102283.0,1832074.54,,,,,,,,,,,,,,,,,,1.83,,,,5.91,5.91,1964435.0,29191504.1,,29.13,5.9,23.81,0.3284,48.19,0.071
2024-01-16,147709.0,2171322.3,0.59,4.55,0.29,2.19,0.0,1495563.3,123289.0,101739.0,1812348.3,,,,,,,,,,,,,,,,,544.0,1.84,0.01,,,5.89,5.89,1970923.0,28972568.1,,29.19,5.92,24.01,0.3302,48.25,0.0705
2024-01-17,147709.0,2162459.76,0.59,4.69,0.29,2.18,0.0,1489458.96,123289.0,101739.0,1804950.96,,,,,,,,,,,,,,,,,,1.81,,,,5.89,5.89,1970923.0,28854312.72,,28.93,5.9,24.06,0.3302,48.23,0.0705
2024-01-18,147709.0,2129963.78,0.59,4.69,0.29,2.16,0.0,1467076.38,123289.0,101739.0,1777827.38,,,,,,,,,,,,,,,,,,1.81,,,,5.88,5.88,1973112.0,28452275.04,,28.72,5.92,24.23,0.3292,48.03,0.0705
2024-01-19,152621.0,2228266.6,0.61,4.84,0.3,2.23,0.0,1521247.0,125745.0,104195.0,1835877.0,,,,,,2456.0,,,,,,,,,0.04,2456.0,,1.81,,,,6.0,6.0,1969251.0,28751064.6,,28.54,5.97,23.02,0.312,47.02,0.0729
2024-01-22,152621.0,2277105.32,0.61,5.07,0.3,2.27,0.0,1554589.4,125745.0,104195.0,1876115.4,,,,,,,,,,,,,,,,,,1.84,,,,6.0,6.0,1970222.0,29395712.24,,29.01,5.96,22.81,0.3133,47.27,0.0728
2024-01-23,148991.0,2228905.36,0.59,5.2,0.29,2.24,0.0,1531604.8,123930.0,102380.0,1853992.8,,,,,,,,0.03,,1815.0,,,,,,,1815.0,1.85,0.03,,,5.91,5.91,1974070.0,29532087.2,,29.49,5.91,23.7,0.3253,47.98,0.071
2024-01-24,182991.0,2774143.56,0.73,6.38,0.36,2.77,0.0,1809800.8,140930.0,119380.0,2136498.8,,,17000.0,0.25,,,,,17000.0,,,,0.25,17000.0,,,,2.11,,,,6.71,6.71,1959707.0,29709158.12,,29.46,6.68,19.2,0.254,39.37,0.0871
2024-01-25,182991.0,2755844.46,0.73,6.17,0.36,2.77,0.0,1797862.8,140930.0,119380.0,2122405.8,,,,,,,,,,,,,,,,,,2.14,,,,6.7,6.7,1963927.0,29576740.62,,29.71,6.71,19.32,0.2525,38.99,0.0869
2024-01-26,182991.0,2777803.38,0.73,6.17,0.36,2.78,0.0,1812188.4,140930.0,119380.0,2139317.4,,,,,,,,,,,,,,,,,,2.12,,,,6.7,6.7,1963176.0,29801011.68,,29.66,6.68,19.21,0.2537,39.3,0.087
2024-01-29,190391.0,2859672.82,0.76,6.42,0.38,2.89,0.0,1793087.6,148330.0,119380.0,2227916.6,,,400.0,,,,,,,,,,,400.0,,7000.0,,2.26,,,,7.06,7.06,1951370.0,29309577.4,,29.5,7.1,18.7,0.2341,37.3,0.0907
2024-01-30,163791.0,2479795.74,0.65,5.49,0.32,2.48,0.0,1662069.2,131330.0,109780.0,1988336.2,,,,,,7400.0,,0.27,,17000.0,,,,,0.11,,17000.0,1.97,0.26,,,6.25,6.25,1970326.0,29830735.64,,29.68,6.22,21.44,0.2783,43.82,0.0779
2024-01-31,163791.0,2473244.1,0.65,5.6,0.32,2.49,0.0,1657678.0,131330.0,109780.0,1983083.0,,,,,,,,,,,,,,,,,,1.99,,,,6.25,6.25,1970799.0,29759064.9,,29.82,6.26,21.55,0.2778,43.71,0.0779
2024-02-01,163791.0,2397900.24,0.65,5.84,0.32,2.44,0.0,1607179.2,131330.0,109780.0,1922671.2,,,,,,,,,,,,,,,,,,1.98,,,,6.28,6.28,1960421.0,28700563.44,,29.26,6.34,21.97,0.2743,43.0,0.0783
2024-02-02,157791.0,2281657.86,0.63,5.69,0.31,2.3,0.0,1544038.8,128330.0,106780.0,1855651.8,,,,,,,,0.05,,3000.0,,,,,,,3000.0,1.88,0.05,,,6.15,6.15,1956739.0,28294445.94,,28.52,6.18,22.51,0.2869,45.11,0.0757
2024-02-05,160938.0,2365788.6,0.64,5.67,0.32,2.36,0.0,1718826.9,131477.0,116927.0,1932711.9,,,2370.0,,,10147.0,,0.1,,7000.0,,,,2370.0,0.15,7777.0,,1.91,,,,6.39,6.39,1924845.0,28295221.5,,28.02,6.37,21.68,0.2765,44.76,0.0783
2024-02-06,163063.0,2357890.98,0.64,5.44,0.32,2.39,0.0,1727275.92,140602.0,119452.0,2033104.92,,,,,,9525.0,,0.0,,400.0,,,,,0.15,9525.0,7000.0,2.06,0.1,,,6.83,6.83,1917058.0,27720658.68,,28.0,6.86,21.75,0.267,43.45,0.0792
2024-02-07,186240.0,2644608.0,0.73,6.19,0.37,2.69,0.0,1864005.6,151963.0,131268.0,2157874.6,,,11361.0,0.18,,,,,12216.0,,,,0.18,11361.0,,,400.0,2.2,0.01,,,7.38,7.38,1908103.0,27095062.6,,27.4,7.42,19.15,0.2357,37.91,0.0904
2024-02-08,186240.0,2611084.8,0.73,6.0,0.37,2.64,0.0,1840377.36,151963.0,131268.0,2130521.26,,,,,,,,,,,,,,,,,,2.16,,,,7.36,7.36,1914047.0,26834938.94,,27.05,7.38,19.05,0.2362,38.07,0.0901
2024-02-09,186240.0,2570112.0,0.73,5.99,0.37,2.62,0.0,1811498.4,151963.0,131268.0,2097089.4,,,398.0,,,,,0.02,,1000.0,,,,398.0,,602.0,,2.13,,,,7.37,7.37,1911289.0,26375788.2,,26.64,7.4,18.95,0.2377,38.38,0.0903
2024-02-12,184958.0,2567217.04,0.72,5.79,0.37,2.58,0.0,1813102.76,151322.0,130627.0,2100349.36,,,,,,,,0.01,,641.0,,,,,,,641.0,2.09,0.01,,,7.34,7.34,1909977.0,26510480.76,,26.42,7.34,19.04,0.2384,38.67,0.0897
2024-02-13,193070.0,2637336.2,0.76,5.96,0.38,2.68,0.0,1922125.92,162262.0,140712.0,2216498.92,,,,,,10888.0,,0.03,,1973.0,,,,,0.15,12913.0,803.0,2.26,0.01,,,7.87,7.87,1899354.0,25945175.64,,26.22,7.93,18.39,0.2215,36.66,0.0937
2024-02-14,187475.0,2564658.0,0.73,5.77,0.37,2.58,0.0,1848400.56,156667.0,135117.0,2143204.56,,,,,,,,0.08,,5595.0,,,,,,,5595.0,2.14,0.08,,,7.62,7.62,1900164.0,25994243.52,,25.97,7.6,18.76,0.2146,35.15,0.0911
2024-02-15,190007.0,2652497.72,0.74,5.96,0.38,2.64,0.0,1921580.04,159199.0,137649.0,2222418.04,,,2532.0,0.03,,,,,2532.0,,,,0.03,2532.0,,,,2.17,,,,7.74,7.74,1897295.0,26486238.2,,26.15,7.68,18.37,0.2146,35.04,0.0924
2024-02-16,200689.0,2813659.78,0.79,6.25,0.4,2.82,0.0,2079600.62,169881.0,148331.0,2381731.62,,,13624.0,0.16,,,,0.04,11063.0,2942.0,,,0.16,13624.0,,,381.0,2.37,0.0,,,8.26,8.26,1887327.0,26460324.54,,26.39,8.23,17.44,0.2054,32.94,0.0976
2024-02-19,200222.0,2795099.12,0.78,6.27,0.4,2.82,0.0,2064181.44,169414.0,147864.0,2365019.44,,,,,,,,0.01,,467.0,,,,,,,467.0,2.37,0.01,,,8.24,8.24,1887719.0,26352557.24,,26.42,8.24,17.58,0.2055,32.92,0.0973
2024-02-20,209490.0,2957998.8,0.82,6.57,0.41,2.96,0.0,2228700.8,171090.0,157840.0,2415790.8,,,810.0,0.15,,,,0.01,10684.0,708.0,,,0.15,810.0,,1574.0,708.0,2.39,0.01,,,8.32,8.32,1885299.0,26620421.88,,26.43,8.29,20.2,0.2043,31.69,0.1019
2024-02-21,209490.0,2966378.4,0.82,6.8,0.41,2.98,0.0,2235014.4,171090.0,157840.0,2422634.4,,,,,,,,,,,,,,,,,,2.41,,,,8.32,8.32,1885520.0,26698963.2,,26.66,8.31,20.29,0.2038,31.49,0.1019
2024-02-22,205064.0,2907807.52,0.8,6.69,0.41,2.92,0.0,2188838.98,167611.0,154361.0,2376723.98,,,,,,,,0.05,,3479.0,,,,,,,3479.0,2.37,0.05,,,8.14,8.14,1891885.0,26826929.3,,26.8,8.13,20.76,0.2065,32.14,0.0996
2024-02-23,203308.0,2846312.0,0.8,6.58,0.4,2.88,0.0,2148762.0,166733.0,153483.0,2334262.0,,,,,,,,0.01,,878.0,,,,,,,878.0,2.36,0.01,,,8.12,8.12,1887133.0,26419862.0,,26.62,8.15,21.04,0.2073,32.18,0.099
2024-02-26,214909.0,2957147.84,0.84,6.81,0.43,3.01,0.0,2282508.8,179130.0,165880.0,2464828.8,,,10632.0,0.18,,,,0.01,13193.0,796.0,,,0.18,10632.0,,2561.0,796.0,2.51,0.01,,,8.81,8.81,1854245.0,25514411.2,,25.79,8.86,26.07,0.212,30.36,0.1057
2024-02-27,219786.0,2962715.28,0.86,6.88,0.43,3.02,0.0,2203926.08,184007.0,163496.0,2480414.36,,,4445.0,,,,,0.04,,2384.0,,,,4445.0,,2816.0,2384.0,2.53,0.04,,,9.06,9.06,1846182.0,24886533.36,,25.22,9.12,24.43,0.1982,29.63,0.1083
2024-02-28,237518.0,3206493.0,0.93,7.21,0.47,3.22,0.0,2481624.0,188739.0,183824.0,2547976.5,,,13365.0,0.28,,,,0.12,20523.0,8633.0,,,0.28,13365.0,,,195.0,2.55,0.01,,,9.28,9.28,1844672.0,24903072.0,,24.89,9.28,22.35,0.2009,27.77,0.1168
2024-02-29,230036.0,3041075.92,0.9,6.92,0.46,3.1,0.0,2411341.22,188280.0,182401.0,2489061.6,,,3420.0,0.12,,,,0.12,8600.0,9059.0,,,0.12,3420.0,,5180.0,10023.0,2.54,0.15,,,9.27,9.27,1842888.0,24362979.36,,24.74,9.32,26.62,0.2036,26.98,0.1133
2024-03-01,222789.0,2945270.58,0.87,6.64,0.44,2.96,0.0,2315535.88,180069.0,175154.0,2380512.18,,,,,,,,0.11,,8211.0,,,,,,,7247.0,2.38,0.1,,,8.9,8.9,1843406.0,24369827.32,,24.37,8.89,24.45,0.2004,27.8,0.1101
2024-03-04,266418.0,3511389.24,1.04,7.92,0.53,3.54,0.0,2883559.94,179198.0,218783.0,2361829.64,,,,0.59,,,,0.01,44500.0,871.0,,,0.59,,,,871.0,2.37,0.01,,,8.84,8.84,1847430.0,24349127.4,,24.39,8.86,23.23,0.2352,37.1,0.1315
2024-03-05,247094.0,3271524.56,0.97,7.3,0.49,3.28,0.0,2640837.16,159874.0,199459.0,2116731.76,,,2900.0,0.04,,,,0.3,2900.0,22224.0,,,0.04,2900.0,,,22224.0,2.11,0.3,,,7.87,7.87,1870454.0,24764810.96,,24.7,7.86,25.18,0.2132,30.96,0.1217
2024-03-06,236994.0,3137800.56,0.93,7.04,0.47,3.15,0.0,2507113.16,159074.0,189359.0,2106139.76,,,2100.0,0.03,,,,0.04,2100.0,2900.0,,,0.03,2100.0,,,12200.0,2.1,0.16,,,7.83,7.83,1871657.0,24780738.68,,24.78,7.83,26.17,0.2041,27.21,0.1167
2024-03-07,236994.0,3137800.56,0.93,7.26,0.47,3.15,0.0,2507113.16,159074.0,189359.0,2106139.76,,,,,,,,,,,,,,,,,,2.11,,,,7.8,7.8,1880033.0,24891636.92,,24.89,7.8,26.12,0.204,27.21,0.1162
2024-03-08,234628.0,3106474.72,0.92,7.25,0.46,3.13,0.0,2475787.32,155906.0,186993.0,2064195.44,,,,,,,,0.04,,3168.0,,,,,,,2366.0,2.07,0.03,,,7.64,7.64,1885054.0,24958114.96,,24.96,7.65,26.39,0.2026,26.42,0.115
2024-03-11,252284.0,3325103.12,0.99,7.84,0.5,3.36,0.0,2697273.82,154263.0,204649.0,2033186.34,,,461.0,,,20101.0,,0.03,,2245.0,,,,461.0,0.27,141.0,2445.0,2.05,0.03,,,7.57,7.57,1884853.0,24842362.54,,24.92,7.59,24.49,0.1787,24.64,0.1237
2024-03-12,250932.0,3302265.12,0.98,7.84,0.5,3.32,0.0,2675388.52,152911.0,203297.0,2012308.76,,,,,,,,0.02,,1352.0,,,,,,,1352.0,2.01,0.02,,,7.41,7.41,1911341.0,25153247.56,,25.18,7.4,24.67,0.1791,24.78,0.1216
2024-03-13,245002.0,3243826.48,0.96,7.56,0.48,3.24,0.0,2613139.08,146981.0,197367.0,1946028.44,,,154.0,0.03,,,,0.11,2397.0,8481.0,,,0.03,154.0,,2397.0,8327.0,1.93,0.11,,,7.15,7.15,1908788.0,25272353.12,,25.18,7.12,21.96,0.175,25.42,0.1192
2024-03-14,177751.0,2420968.62,0.7,5.42,0.35,2.37,0.0,1772179.92,82502.0,130116.0,1123677.24,,,,,,,,0.85,,64479.0,,,,,,,67251.0,1.1,0.9,,,4.16,4.16,1902419.0,25910946.78,,25.5,4.13,22.0,0.2063,30.23,0.0896
2024-03-15,158105.0,2185011.1,0.62,4.65,0.31,2.17,0.0,1591165.7,75856.0,115135.0,1048329.92,,,,0.19,,,,0.33,12980.0,24626.0,,,0.19,,,17980.0,27961.0,1.04,0.35,,,3.82,3.82,1909094.0,26383679.08,,26.15,3.81,22.14,0.1896,30.37,0.0797
2024-03-18,158684.0,2196186.56,0.62,4.52,0.31,2.21,0.0,1583752.72,75856.0,114433.0,1049847.04,,,,,,,,,,,,,,,,,702.0,1.05,0.01,,,3.82,3.82,1909048.0,26421224.32,,26.41,3.83,22.19,0.189,30.27,0.0799
2024-03-19,135784.0,1750255.81,0.53,3.79,0.27,1.89,0.0,1307729.21,52956.0,101453.0,682602.86,,,,,,,,0.32,,22900.0,,,,,,,12980.0,0.73,0.19,,,2.7,2.7,1911489.0,24639093.97,,26.43,2.7,18.72,0.2159,35.53,0.0691
2024-03-20,126284.0,1651794.72,0.49,3.43,0.25,1.75,0.0,1264875.24,48206.0,96703.0,630534.48,,,,,,,,0.07,,4750.0,,,,,,,4750.0,0.67,0.07,,,2.43,2.43,1936612.0,25330884.96,,26.17,2.48,20.19,0.2324,38.28,0.0636
2024-03-21,131887.0,1722444.22,0.52,3.53,0.26,1.73,0.0,1111118.68,53809.0,85078.0,702745.54,,,2795.0,,,,,,,,,,,2795.0,,2808.0,11625.0,0.71,0.17,,,2.71,2.71,1931417.0,25224306.02,,25.41,2.72,19.15,0.2141,36.6,0.0664
2024-03-22,177064.0,2287666.88,0.69,4.54,0.35,2.31,0.0,1580206.44,80653.0,122307.0,1042036.76,,,22094.0,,,37229.0,,,,,,,,22094.0,0.49,4750.0,,1.05,,,,4.06,4.06,1903622.0,24594796.24,,24.76,4.06,27.38,0.2228,32.95,0.0892
2024-03-25,142664.0,1868898.4,0.56,3.67,0.28,1.85,0.0,1151581.7,75653.0,87907.0,991054.3,,,,0.18,,,,0.07,14100.0,5000.0,,,0.18,,,,48500.0,0.98,0.63,,,3.62,3.62,2016029.0,26409979.9,,26.08,3.61,17.73,0.2514,40.88,0.0682
2024-03-26,153451.0,2034760.26,0.6,3.8,0.3,2.02,0.0,1308682.44,83440.0,98694.0,1106414.4,,,,0.15,,,,0.01,10787.0,1000.0,,,0.15,,,8787.0,,1.1,,,,3.99,3.99,2005568.0,26593831.68,,26.4,3.98,17.79,0.2268,37.96,0.0735
2024-03-27,170586.0,2285852.4,0.67,4.25,0.34,2.29,0.0,1552108.6,100575.0,115829.0,1347705.0,,,,0.24,,,,,17135.0,,,,0.24,,,17135.0,,1.34,,,,4.81,4.81,1990541.0,26673249.4,,26.5,4.8,15.94,0.202,35.59,0.0816
2024-03-28,143479.0,1936966.5,0.56,3.57,0.28,1.95,0.0,1197747.0,93254.0,88722.0,1258929.0,,,,,,,,0.1,,7321.0,,,,,,,27107.0,1.25,0.35,,,4.46,4.46,1998252.0,26976402.0,,26.84,4.47,18.88,0.2484,40.55,0.0686
2024-03-29,143479.0,1936966.5,0.56,3.58,0.28,1.96,0.0,1197747.0,93254.0,88722.0,1258929.0,,,,,,,,,,,,,,,,,,1.26,,,,4.46,4.46,1996521.0,26953033.5,,26.92,4.47,18.97,0.2484,40.53,0.0687
2024-04-01,163265.0,2204077.5,0.64,4.07,0.32,2.23,0.0,1464858.0,93254.0,108508.0,1258929.0,,,,0.27,,,,,19786.0,,,,0.27,,,,,1.26,,,,4.29,4.29,2081433.0,28099345.5,,28.13,4.29,16.67,0.2074,35.72,0.0751
2024-04-02,161573.0,2184466.96,0.63,4.03,0.32,2.2,0.0,1444152.32,90558.0,106816.0,1224344.16,,,,0.02,,,,0.04,1240.0,2696.0,,,0.02,,,,2932.0,1.22,0.04,,,4.18,4.18,2077552.0,28088503.04,,28.08,4.18,16.84,0.2049,35.17,0.0745
