,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_y,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity
2023-11-20,1881983.0,50060747.8,1.37,9.63,1.14,49.72,1.0,47583516.4,1700100.0,1788854.0,45222660.0,,,56473.0,1.64,,,,,60627.0,,,,1.64,56473.0,,27124.0,,45.68,,,,4.69,4.69,34515052.0,918100383.2,,923.31,4.71,3.94,0.7743,87.84,0.052
2023-11-21,1899944.0,50652507.04,1.39,9.75,1.15,50.34,1.0,48169687.9,1695091.0,1806815.0,45191126.06,,,,0.66,,,,0.17,17961.0,5009.0,,,0.66,,,,,45.2,,,,4.68,4.68,34521196.0,920335085.36,,919.46,4.69,3.87,0.7779,88.05,0.0525
2023-11-22,1870967.0,49580625.5,1.37,9.84,1.14,49.53,1.0,47112707.0,1660842.0,1777838.0,44012313.0,,,,,,,,0.89,,34249.0,,,,,,,28977.0,44.41,0.81,,,4.59,4.59,34529968.0,915044152.0,,920.31,4.6,3.94,0.7744,87.85,0.0517
2023-11-23,1887011.0,49515168.64,1.38,10.04,1.15,49.96,1.0,46835277.44,1682158.0,1784881.0,44139825.92,,,14273.0,0.19,,,,,7043.0,,,,0.19,14273.0,,7043.0,,44.6,,,,4.64,4.64,34538640.0,906293913.6,,912.07,4.66,3.9,0.7622,87.15,0.0521
2023-11-24,1475746.0,38930179.48,1.08,7.83,0.9,39.09,0.0,36377149.46,1270893.0,1378967.0,33526157.34,,,3650.0,,,7330.0,,11.14,,414915.0,,,,3650.0,0.2,,413244.0,33.4,10.89,,,3.5,3.5,35058588.0,924845551.44,,920.13,3.5,5.0,0.7036,83.62,0.0406
2023-11-27,1472066.0,38332598.64,1.07,7.94,0.89,38.99,0.0,35812473.48,1263563.0,1375287.0,32903180.52,,,,,,,,0.2,,7330.0,,,,,,,3680.0,33.33,0.1,,,3.51,3.51,34700256.0,903594666.24,,911.7,3.53,5.03,0.7072,83.84,0.0409
2023-11-28,1460172.0,39161813.04,1.07,7.88,0.89,38.67,0.0,36703465.02,1278528.0,1368511.0,34290120.96,,,20083.0,0.54,,,,0.48,20083.0,18165.0,,,0.54,20083.0,,13047.0,26859.0,33.34,0.7,,,3.56,3.56,34638260.0,928998133.2,,904.79,3.55,5.11,0.7182,84.52,0.0407
2023-11-29,1426296.0,38509992.0,1.04,7.65,0.87,37.94,0.0,36846414.0,1244652.0,1364682.0,33605604.0,,,,0.35,,,,0.82,13047.0,33876.0,,,0.35,,,,16876.0,33.45,0.4,,,3.45,3.45,34811108.0,939899916.0,,934.6,3.46,5.13,0.7126,84.18,0.0396
2023-11-30,1427666.0,38318555.44,1.04,7.72,0.87,38.1,0.0,36929451.24,1255776.0,1375911.0,33705027.84,,,20983.0,0.88,,,,0.26,29394.0,9859.0,,,0.88,20983.0,,,18165.0,34.0,0.49,,,3.48,3.48,34880764.0,936199705.76,,943.38,3.48,5.1,0.7403,85.83,0.0395
2023-12-01,1399098.0,38139411.48,1.02,7.15,0.85,37.54,0.0,36666390.12,1192340.0,1345062.0,32503188.4,,,5009.0,0.17,,,,2.11,5931.0,77778.0,,,0.17,5009.0,,9333.0,36780.0,32.16,0.99,,,3.29,3.29,35098320.0,956780203.2,,946.14,3.29,5.15,0.7686,87.45,0.0386
2023-12-04,1437484.0,38955816.4,1.05,7.29,0.87,38.6,0.0,36950091.2,1245801.0,1363472.0,33761207.1,,,31051.0,0.19,,11399.0,,0.02,7011.0,1000.0,,,0.19,31051.0,0.31,23410.0,,34.03,,,,3.46,3.46,34805000.0,943215500.0,,946.94,3.47,5.06,0.733,85.37,0.0399
2023-12-05,1442018.0,39309410.68,1.05,7.4,0.88,38.7,0.0,37334532.72,1345927.0,1369572.0,36689970.02,,,101692.0,,,6100.0,,0.04,,1566.0,,,,101692.0,0.17,,,36.53,,,,3.72,3.72,34830480.0,949478884.8,,945.3,3.72,5.04,0.7289,85.14,0.0399
2023-12-06,2395286.0,66397327.92,1.75,12.63,1.46,64.83,1.0,36707184.36,1382299.0,1324213.0,38317328.28,,,38361.0,,,,,0.02,,1989.0,,,,38361.0,,,45359.0,37.74,1.18,,,3.82,3.82,34789064.0,964352854.08,,953.1,3.81,1.57,0.8443,91.84,0.0662
2023-12-07,2368683.0,65849387.4,1.73,12.43,1.44,64.57,1.0,36537623.4,1349563.0,1314303.0,37517851.4,,,31748.0,0.69,,,,2.83,24733.0,111570.0,,,0.69,31748.0,,47086.0,34643.0,37.44,0.98,,,3.72,3.72,34910924.0,970523687.2,,968.06,3.72,3.13,0.8662,93.0,0.0653
2023-12-08,2377716.0,67432025.76,1.74,12.84,1.44,64.87,1.0,37468409.56,1358596.0,1321171.0,38529782.56,,,,0.21,,,,,6868.0,,,,0.21,,,9033.0,,37.8,,,,3.77,3.77,34667172.0,983160997.92,,968.51,3.76,3.12,0.8586,92.59,0.066
2023-12-11,1489038.0,42169556.16,1.09,8.1,0.9,40.2,0.0,41105941.92,1327809.0,1451481.0,37603550.88,,,5345.0,3.61,,,,1.0,130310.0,36132.0,,,3.61,5345.0,,,,37.68,,,,3.66,3.66,34916372.0,988831655.04,,989.6,3.67,2.64,0.8292,90.97,0.0411
2023-12-12,1548285.0,44033225.4,1.13,8.49,0.94,41.84,0.0,42861156.12,1353192.0,1507073.0,38484780.48,,,12287.0,1.84,,,,0.21,66991.0,7617.0,,,1.84,12287.0,,20713.0,11399.0,38.29,0.3,,,3.69,3.69,35307824.0,1004154514.56,,998.8,3.69,3.39,0.795,89.04,0.0422
2023-12-13,1622198.0,45778427.56,1.18,8.86,0.99,43.78,0.0,44615424.92,1451838.0,1580986.0,40970868.36,,,40838.0,2.4,,9000.0,,,89646.0,,,,2.4,40838.0,0.25,57808.0,24733.0,41.16,0.7,,,3.93,3.93,35453448.0,1000496302.56,,1002.3,3.94,3.24,0.8225,90.59,0.044
2023-12-14,1660796.0,46967310.88,1.21,8.98,1.01,44.8,1.0,45771123.44,1481380.0,1618498.0,41893426.4,,,7761.0,0.66,,28000.0,,,26046.0,,,,0.66,7761.0,0.82,21781.0,16534.0,41.61,0.46,,,4.01,4.01,35419996.0,1001677486.88,,992.47,4.02,3.12,0.7878,88.65,0.045
2023-12-15,1674645.0,47593410.9,1.22,9.17,1.02,45.39,1.0,46422165.86,1501177.0,1633433.0,42663450.34,,,23151.0,1.03,,967.0,,0.09,30968.0,3354.0,,,1.03,23151.0,0.03,,17000.0,42.63,0.48,,,4.05,4.05,35566032.0,1010786629.44,,1010.52,4.05,3.16,0.7952,89.07,0.0452
2023-12-18,1666632.0,46665696.0,1.2,9.25,1.0,45.0,1.0,45655008.0,1491380.0,1630536.0,41758640.0,,,26123.0,0.17,,49.0,,1.02,6074.0,35920.0,,,0.17,26123.0,0.0,,9020.0,42.35,0.38,,,4.02,4.02,35621228.0,997394384.0,,1008.1,4.03,3.17,0.7952,89.07,0.0449
2023-12-19,1667646.0,47027617.2,1.2,9.31,1.0,44.97,1.0,46087034.4,1506188.0,1634292.0,42474501.6,,,28728.0,0.87,,,,0.51,30728.0,16189.0,,,0.87,28728.0,,2269.0,26972.0,42.09,0.76,,,4.06,4.06,35555916.0,1002676831.2,,994.7,4.06,3.1,0.8232,90.65,0.045
2023-12-20,1661084.0,47274450.64,1.2,9.18,1.0,44.8,1.0,46325195.8,1499626.0,1627730.0,42679355.96,,,6858.0,,,,,0.37,,13420.0,,,,6858.0,,,6562.0,42.33,0.22,,,4.04,4.04,35590040.0,1012892538.4,,1007.29,4.03,3.17,0.8206,90.5,0.0448
2023-12-21,1684248.0,47933698.08,1.21,9.33,1.01,45.34,1.0,46256379.52,1511208.0,1625312.0,43008979.68,,,4000.0,0.12,,7582.0,,0.05,4000.0,4248.0,,,0.12,4000.0,0.21,11830.0,14000.0,42.91,0.42,,,4.07,4.07,35617984.0,1013687824.64,,1011.93,4.07,3.14,0.801,89.4,0.0454
2023-12-22,1640376.0,46652293.44,1.18,9.11,0.99,44.14,0.0,45589945.68,1504635.0,1603022.0,42791819.4,,,4969.0,0.47,,,,0.7,15009.0,24742.0,,,0.47,4969.0,,13200.0,37299.0,42.81,1.06,,,4.05,4.05,35632048.0,1013375445.12,,1012.96,4.05,3.24,0.8648,92.93,0.0442
2023-12-25,1640376.0,46652293.44,1.18,9.21,0.99,44.12,0.0,45589945.68,1504635.0,1603022.0,42791819.4,,,,,,,,,,,,,,,,,,42.78,,,,4.04,4.04,35745868.0,1016612485.92,,1015.58,4.04,3.24,0.8647,92.92,0.044
2023-12-26,1640376.0,46652293.44,1.18,9.21,0.99,44.06,0.0,45589945.68,1504635.0,1603022.0,42791819.4,,,,,,,,,,,,,,,,,,42.75,,,,4.04,4.04,35745916.0,1016613851.04,,1014.62,4.04,3.23,0.8648,92.93,0.044
2023-12-27,1598021.0,45415756.82,1.15,8.97,0.96,42.82,0.0,44410996.14,1457280.0,1562667.0,41415897.6,,,,,,,,1.37,,47404.0,,,,,,49.0,40355.0,41.38,1.16,,,3.91,3.91,35823316.0,1018098640.72,,1015.56,3.91,3.31,0.8613,92.74,0.0429
2023-12-28,1565133.0,44324566.56,1.13,8.74,0.94,41.97,0.0,43295021.28,1424492.0,1528779.0,40341613.44,,,28479.0,0.75,,,,1.75,26607.0,61395.0,,,0.75,28479.0,,128.0,60495.0,40.52,1.65,,,3.82,3.82,35871860.0,1015891075.2,,1019.98,3.82,3.42,0.8254,90.75,0.042
2023-12-29,1567754.0,44367438.2,1.13,8.84,0.94,42.15,0.0,43278878.7,1451002.0,1529289.0,41063356.6,,,44.0,0.13,,,,0.01,510.0,44.0,,,0.13,44.0,,26510.0,,41.2,,,,3.89,3.89,35882792.0,1015483013.6,,1018.02,3.89,3.39,0.8239,90.66,0.042
2024-01-01,1567754.0,44367438.2,1.13,9.0,0.94,42.12,0.0,43278878.7,1451002.0,1529289.0,41063356.6,,,,,,,,,,,,,,,,,,41.1,,,,3.89,3.89,35886360.0,1015583988.0,,1017.33,3.88,3.38,0.8241,90.68,0.042
2024-01-02,1611802.0,45420580.36,1.16,9.25,0.97,43.5,0.0,44336636.66,1468785.0,1573337.0,41390361.3,,,28572.0,1.02,,12074.0,,0.7,31974.0,26000.0,,,1.02,28572.0,0.35,15211.0,,41.72,,,,3.93,3.93,35931120.0,1012538961.6,,1019.38,3.93,3.3,0.8147,90.16,0.0431
2024-01-03,1586053.0,43553015.38,1.14,9.12,0.95,42.94,0.0,42430505.5,1458844.0,1545175.0,40059856.24,,,10844.0,0.53,,,,0.99,18371.0,34840.0,,,0.53,10844.0,,14055.0,46533.0,41.19,1.13,,,3.91,3.91,35815140.0,983483744.4,,1003.46,3.94,3.3,0.805,89.62,0.0426
2024-01-04,1586480.0,44421440.0,1.14,9.04,0.95,42.83,0.0,43216068.0,1434053.0,1543431.0,40153484.0,,,8584.0,0.33,,,,0.92,12639.0,33375.0,,,0.33,8584.0,,,14383.0,39.41,0.39,,,3.85,3.85,35818524.0,1002918672.0,,986.65,3.84,3.21,0.8024,89.48,0.0426
2024-01-05,1523186.0,42466425.68,1.1,8.59,0.92,41.2,0.0,41431575.84,1380040.0,1486068.0,38475515.2,,,,,,,,1.37,,54013.0,,,,,,,57363.0,38.7,1.5,,,3.71,3.71,35810280.0,998390606.4,,1001.64,3.72,2.54,0.8179,90.35,0.041
2024-01-08,1524986.0,42791107.16,1.1,8.66,0.92,41.28,0.0,41839368.08,1381840.0,1491068.0,38774430.4,,,22820.0,0.69,,,,0.59,22820.0,21020.0,,,0.69,22820.0,,,17820.0,38.62,0.5,,,3.71,3.71,35838392.0,1005625279.52,,1001.78,3.71,2.53,0.8358,91.35,0.041
2024-01-09,1512373.0,42558176.22,1.09,8.65,0.91,40.95,0.0,41603723.7,1382703.0,1478455.0,38909262.42,,,2497.0,0.09,,,,0.03,3000.0,1634.0,,,0.09,2497.0,,,15613.0,38.87,0.44,,,3.71,3.71,35854208.0,1008937413.12,,1007.74,3.71,2.57,0.83,91.02,0.0406
2024-01-10,1552197.0,43585691.76,1.12,8.8,0.93,42.0,0.0,42408634.32,1396954.0,1510279.0,39226468.32,,,14419.0,0.82,,,,0.0,31824.0,168.0,,,0.82,14419.0,,,,39.29,,,,3.75,3.75,35838352.0,1006340924.16,,1005.46,3.76,2.5,0.8129,90.07,0.0417
2024-01-11,1572660.0,44443371.6,1.13,8.66,0.94,42.61,0.0,43230508.92,1416417.0,1529742.0,40027944.42,,,12243.0,0.37,,7995.0,,0.02,12243.0,775.0,,,0.37,12243.0,0.22,7995.0,775.0,39.81,0.02,,,3.8,3.8,35850568.0,1013137051.68,,1007.48,3.8,2.46,0.8041,89.58,0.0422
2024-01-12,1582945.0,46601900.8,1.14,8.78,0.95,43.03,0.0,45338394.88,1429607.0,1540027.0,42087630.08,,,77379.0,2.18,,,,1.94,77379.0,71189.0,,,2.18,77379.0,,7000.0,67094.0,40.58,1.8,,,3.83,3.83,35865236.0,1055872547.84,,1023.19,3.81,5.62,0.7186,84.49,0.0424
2024-01-15,2197276.0,64424132.32,1.58,11.99,1.32,61.32,1.0,42977578.52,1396584.0,1465811.0,40947842.88,,,,,,,,0.87,,37754.0,,,,,,4731.0,74216.0,41.15,2.09,,,3.74,3.74,35909856.0,1052876977.92,,1055.68,3.75,3.93,0.7876,88.61,0.0589
2024-01-16,1676259.0,48544460.64,1.21,9.1,1.01,46.19,1.0,47627905.6,1545002.0,1644610.0,44743257.92,,,190945.0,6.29,,,,1.89,205947.0,63419.0,,,6.29,190945.0,,20892.0,27148.0,45.32,0.79,,,4.13,4.13,35828776.0,1037601352.96,,1049.34,4.14,11.21,0.6576,80.25,0.0449
2024-01-17,1767580.0,50835600.8,1.27,10.1,1.06,48.72,1.0,49925375.56,1566418.0,1735931.0,45050181.68,,,,3.81,,,,1.21,132112.0,39179.0,,,3.81,,,60595.0,40791.0,45.35,1.25,,,4.18,4.18,35864840.0,1031472798.4,,1036.04,4.19,8.75,0.5873,75.74,0.0472
2024-01-18,1919543.0,56549736.78,1.38,10.97,1.15,53.23,1.0,54399981.66,1778119.0,1846571.0,52383385.74,,,148865.0,3.78,,,,0.14,128214.0,4908.0,,,3.78,148865.0,,67744.0,17574.0,51.31,0.46,,,4.74,4.74,35719184.0,1052287160.64,,1031.75,4.74,11.41,0.5729,74.49,0.0512
2024-01-19,1794608.0,53299857.6,1.29,10.09,1.08,49.71,1.0,52267960.8,1600643.0,1759864.0,47539097.1,,,9095.0,2.58,,,,5.46,91395.0,186571.0,,,2.58,9095.0,,,178102.0,47.13,5.12,,,4.28,4.28,35799828.0,1063254891.6,,1053.07,4.28,5.74,0.7248,84.79,0.048
2024-01-22,1643252.0,49198964.88,1.18,9.2,0.99,45.81,0.0,47688432.0,1512143.0,1592800.0,45273561.42,,,6000.0,0.66,,9708.0,,3.47,21490.0,119698.0,,,0.66,6000.0,0.29,25198.0,198262.0,44.97,5.37,,,4.05,4.05,35842632.0,1073128402.08,,1065.92,4.05,7.29,0.6531,80.27,0.044
2024-01-23,1705812.0,50935546.32,1.23,9.69,1.02,47.77,1.0,47156225.84,1559778.0,1579244.0,46574971.08,,,5853.0,0.4,,,,1.06,10976.0,37601.0,,,0.4,5853.0,,93383.0,24532.0,46.81,0.76,0.41,,4.26,4.26,35080184.0,1047494294.24,14000.0,1050.11,4.27,6.56,0.6149,77.79,0.0466
2024-01-24,1736030.0,52358664.8,1.25,9.72,1.04,48.73,1.0,48692173.92,1589996.0,1614462.0,47954279.36,,,51417.0,2.04,,,,0.63,68285.0,21263.0,,,2.04,51417.0,,64.0,33067.0,47.47,0.89,,,4.29,4.29,35497996.0,1070619559.36,,1060.26,4.29,5.79,0.573,75.04,0.0468
2024-01-25,2515737.0,76679663.76,1.81,13.74,1.51,72.49,1.0,47905385.52,1524392.0,1571699.0,46463468.16,,,2899.0,1.64,,,,3.18,51031.0,113931.0,,,1.64,2899.0,,45428.0,93794.0,46.1,2.81,,,4.07,4.07,35910600.0,1094555088.0,,1087.32,4.07,8.84,0.7067,83.51,0.0672
2024-01-26,2512672.0,77490804.48,1.81,13.68,1.51,72.66,1.0,47493137.4,1486678.0,1539985.0,45849149.52,,,16681.0,1.15,,,,2.03,38415.0,70129.0,,,1.15,16681.0,,15734.0,70129.0,45.35,2.12,,,3.94,3.94,36241352.0,1117683295.68,,1106.34,3.94,8.86,0.7427,85.7,0.0666
2024-01-29,2733929.0,82783370.12,1.97,14.85,1.64,80.04,1.0,50097048.8,1641476.0,1654460.0,49703893.28,,,90158.0,2.92,,22577.0,,,91898.0,,,,2.92,90158.0,0.7,64640.0,,50.72,,,,4.35,4.35,36097236.0,1093024306.08,,1108.8,4.37,8.17,0.6655,81.03,0.0724
2024-01-30,2501536.0,76496970.88,1.8,13.68,1.5,72.28,1.0,45583557.14,1524778.0,1490633.0,46627711.24,,,,,,,,4.66,,138969.0,,,,,,22271.0,163827.0,46.14,4.95,,,4.05,4.05,36091984.0,1103692870.72,,1093.24,4.05,3.82,0.7538,86.63,0.0665
2024-01-31,1863345.0,57204691.5,1.34,10.41,1.12,53.2,1.0,53535673.1,1730899.0,1743833.0,53138599.3,,,150182.0,7.9,,22271.0,,1.45,255264.0,49143.0,,,7.9,150182.0,0.68,105082.0,24335.0,52.99,0.78,,,4.58,4.58,36057276.0,1106958373.2,,1104.21,4.58,15.75,0.5578,72.79,0.0493
2024-02-01,1736468.0,53552673.12,1.25,9.81,1.04,49.48,1.0,50512188.36,1511867.0,1637879.0,46625978.28,,,,1.84,,,,6.69,59800.0,219032.0,,,1.84,,,,165754.0,46.46,4.93,,,4.0,4.0,36276520.0,1118767876.8,,1113.86,4.0,10.33,0.5776,74.84,0.046
2024-02-02,1773007.0,54076713.5,1.28,9.92,1.07,50.62,1.0,50969129.5,1551406.0,1671119.0,47317883.0,,,27157.0,1.17,,,,0.02,37440.0,1200.0,,,1.17,27157.0,,13582.0,4200.0,47.87,0.12,,,4.11,4.11,36196256.0,1103985808.0,,1113.66,4.12,9.98,0.5533,73.22,0.047
2024-02-05,1817288.0,54809406.08,1.31,10.23,1.09,51.82,1.0,50569392.64,1588388.0,1676704.0,47905782.08,,,55874.0,1.23,,,,0.73,43025.0,19756.0,,,1.23,55874.0,,864.0,37440.0,48.49,1.17,,,4.2,4.2,36199348.0,1091772335.68,,1103.12,4.21,11.04,0.535,71.52,0.0481
2024-02-06,1853638.0,56276449.68,1.34,10.34,1.11,53.01,1.0,54427191.72,1636810.0,1792727.0,49693551.6,,,20702.0,6.95,,,,5.12,226899.0,162771.0,,,6.95,20702.0,,190491.0,110876.0,49.34,3.35,,,4.3,4.3,36463280.0,1107025180.8,,1099.86,4.29,13.69,0.5139,69.99,0.0487
2024-02-07,1774155.0,53756896.5,1.28,9.79,1.07,50.5,1.0,51012837.6,1628446.0,1683592.0,49341913.8,,,36052.0,0.64,,,,1.28,22184.0,44416.0,,,0.64,36052.0,,,131319.0,49.44,4.05,,,4.26,4.26,36567432.0,1107993189.6,,1107.9,4.27,13.7,0.5963,75.8,0.0464
2024-02-08,1467513.0,44671095.72,1.06,8.04,0.88,41.44,0.0,42361643.36,1306032.0,1391644.0,39755614.08,,,,0.7,,,,9.85,22535.0,322414.0,,,0.7,,,,314483.0,39.57,9.32,,,3.41,3.41,37033568.0,1127301809.92,,1121.79,3.41,3.13,0.7749,87.89,0.0383
2024-02-09,1460915.0,44441034.3,1.05,8.1,0.88,41.26,0.0,42233454.9,1351252.0,1388345.0,41105085.84,,,,,,,,0.25,,9266.0,,,,,,54486.0,3299.0,41.12,0.09,,,3.53,3.53,36969832.0,1124622289.44,,1123.96,3.53,2.9,0.7781,88.08,0.0381
2024-02-12,1541366.0,47134972.28,1.11,8.63,0.93,43.76,0.0,43080186.6,1383261.0,1408770.0,42300121.38,,,42896.0,1.14,,,,0.33,36100.0,10887.0,,,1.14,42896.0,,,15675.0,42.14,0.47,,,3.6,3.6,37093044.0,1134305285.52,,1130.02,3.6,5.08,0.7399,85.77,0.0401
2024-02-13,1636026.0,49767910.92,1.18,9.1,0.98,47.09,0.0,45995465.88,1480888.0,1512014.0,45048612.96,,,156002.0,4.16,,,,1.77,122729.0,58375.0,,,4.16,156002.0,,,19485.0,45.42,0.59,,,3.84,3.84,37036040.0,1126636336.8,,1133.27,3.85,4.74,0.7539,86.59,0.0425
2024-02-14,1578170.0,48449819.0,1.14,8.77,0.95,45.14,0.0,45785580.9,1460261.0,1491387.0,44830012.7,,,16602.0,0.52,,,,1.15,16602.0,37229.0,,,0.52,16602.0,,,37229.0,44.41,1.17,,,3.79,3.79,37085700.0,1138530990.0,,1129.21,3.78,4.8,0.7754,87.85,0.0409
2024-02-15,1591272.0,49233955.68,1.15,8.98,0.96,45.49,0.0,46548889.66,1473363.0,1504489.0,45585851.22,,,63092.0,1.86,,,,1.4,63092.0,49990.0,,,1.86,63092.0,,,49990.0,45.15,1.54,,,3.82,3.82,37055412.0,1146494447.28,,1136.86,3.82,4.8,0.8363,91.3,0.0413
2024-02-16,1597726.0,49721233.12,1.15,9.08,0.96,45.91,0.0,47020546.16,1459704.0,1510943.0,45425988.48,,,11950.0,0.39,,,,0.92,6454.0,32127.0,,,0.39,11950.0,,6518.0,,45.14,,,,3.78,3.78,37136384.0,1155684270.08,,1149.56,3.78,4.8,0.8365,91.31,0.0414
2024-02-19,1522195.0,46822718.2,1.1,8.6,0.91,43.92,0.0,44249736.48,1404286.0,1438548.0,43195837.36,,,,,,,,2.3,,75531.0,,,,,,20113.0,72395.0,43.7,1.9,,,3.63,3.63,37258104.0,1146059279.04,,1155.29,3.64,5.03,0.8297,90.92,0.0394
2024-02-20,1631229.0,50013481.14,1.18,9.22,0.98,47.23,0.0,47448864.12,1516876.0,1547582.0,46507418.16,,,19576.0,3.45,,,,,112170.0,,,,3.45,19576.0,,93014.0,3136.0,46.62,0.1,,,3.93,3.93,37121836.0,1138155491.76,,1139.09,3.93,4.63,0.8204,90.42,0.0422
2024-02-21,1598490.0,50000767.2,1.15,9.01,0.96,46.22,0.0,47384289.04,1484137.0,1514843.0,46423805.36,,,6183.0,0.22,,,,1.23,6183.0,38922.0,,,0.22,6183.0,,,38922.0,45.54,1.19,,,3.84,3.84,37156576.0,1162257697.28,,1144.19,3.83,4.71,0.8555,92.35,0.0414
2024-02-22,2114309.0,66220157.88,1.52,12.18,1.27,63.1,1.0,43898988.96,1393892.0,1401628.0,43656697.44,,,2656.0,,,,,2.56,,92901.0,,,,2656.0,,,113215.0,43.6,2.85,,,3.61,3.61,37248388.0,1166619512.16,,1163.94,3.61,3.51,0.8765,93.53,0.0547
2024-02-23,1538871.0,47951220.36,1.11,8.63,0.92,45.17,0.0,45344779.84,1424718.0,1455224.0,44394212.88,,,28111.0,1.74,,,,1.09,53596.0,35341.0,,,1.74,28111.0,,38056.0,,44.63,,,,3.69,3.69,37233040.0,1160181526.4,,1163.36,3.69,4.93,0.8031,89.42,0.0398
2024-02-26,1623559.0,50070559.56,1.17,9.35,0.98,47.84,0.0,47490886.08,1504949.0,1539912.0,46412627.16,,,132860.0,2.96,,,,1.73,92646.0,52629.0,,,2.96,132860.0,,,7958.0,46.86,0.25,,,3.89,3.89,37145944.0,1145580912.96,,1153.01,3.91,4.63,0.8237,90.6,0.042
2024-02-27,1577704.0,48940378.08,1.14,9.13,0.95,46.43,0.0,46345648.14,1463551.0,1494057.0,45399352.02,,,,,,,,1.33,,41398.0,,,,,,,45855.0,45.15,1.39,,,3.77,3.77,37322128.0,1157732410.56,,1152.37,3.77,4.72,0.8713,93.22,0.0407
2024-02-28,1543158.0,47436676.92,1.11,9.13,0.93,45.48,0.0,44867519.94,1458560.0,1459581.0,44836134.4,,,,,,,,0.17,,4991.0,,,,,,,34476.0,45.24,0.96,,,3.77,3.77,37249892.0,1145061680.08,,1152.94,3.78,4.85,0.8685,93.06,0.0399
2024-02-29,1637364.0,50398063.92,1.18,9.84,0.98,48.41,0.0,46716314.22,1552766.0,1517749.0,47794137.48,,,84556.0,1.85,,,,0.01,58168.0,429.0,,,1.85,84556.0,,10079.0,,47.8,,,,4.02,4.02,37107016.0,1142153952.48,,1142.24,4.02,4.51,0.8275,90.81,0.0424
2024-03-01,1641675.0,50563590.0,1.18,9.54,0.99,48.56,0.0,47989418.4,1577841.0,1558098.0,48597502.8,,,4311.0,0.03,,36038.0,,,4311.0,,,,0.03,4311.0,1.22,20764.0,,48.54,,,,4.08,4.08,37076092.0,1141943633.6,,1139.85,4.08,4.5,0.8238,90.6,0.0425
2024-03-04,1614960.0,50354452.8,1.16,9.42,0.97,47.95,0.0,47748521.94,1543178.0,1531383.0,48116290.04,,,,0.52,,,,1.06,15586.0,34663.0,,,0.52,,,,42301.0,47.55,1.14,,,3.97,3.97,37295664.0,1162878803.52,,1149.81,3.97,4.56,0.8024,89.37,0.0416
2024-03-05,1667055.0,51812069.4,1.2,9.75,1.0,49.56,1.0,48449866.08,1528370.0,1558876.0,47501739.6,,,42400.0,2.21,,,,1.7,70172.0,57208.0,,,2.21,42400.0,,,42679.0,47.69,1.41,,,3.95,3.95,37181680.0,1155606614.4,,1158.34,3.95,4.47,0.8303,90.95,0.0431
2024-03-06,1648815.0,50783502.0,1.19,9.81,0.99,48.86,1.0,47699374.8,1518175.0,1548681.0,46759790.0,,,,0.19,,,,0.54,6057.0,16252.0,,,0.19,,,6057.0,16252.0,47.14,0.63,,,3.92,3.92,37162184.0,1144595267.2,,1151.04,3.93,4.52,0.8406,91.54,0.0426
2024-03-07,1626580.0,53286760.8,1.17,9.67,0.98,48.25,0.0,50275625.4,1498834.0,1534665.0,49101801.84,,,,,,,,0.7,,19341.0,,,,,,,14016.0,46.26,0.36,,,3.89,3.89,37071656.0,1214467450.56,,1156.01,3.85,4.53,0.8587,92.54,0.0422
2024-03-08,2904664.0,95970098.56,2.09,16.49,1.74,89.96,1.0,59127227.6,1820736.0,1789565.0,60157117.44,,,286900.0,7.95,,,,0.66,254900.0,29392.0,,,7.95,286900.0,,64394.0,,59.69,,,,4.72,4.72,36752648.0,1214307489.92,,1205.22,4.72,4.93,0.8732,93.31,0.0753
2024-03-11,2786252.0,94231042.64,2.01,15.81,1.67,86.82,1.0,59685502.18,1731606.0,1764799.0,58562914.92,,,,,,64394.0,,2.75,,89130.0,,,,,2.13,,89160.0,57.38,2.54,,,4.46,4.46,37090376.0,1254396516.32,,1232.88,4.45,5.19,0.8793,93.63,0.0718
2024-03-12,2571710.0,89289771.2,1.85,13.74,1.54,81.13,1.0,53736074.56,1641404.0,1547698.0,56989546.88,,,,,,,,2.76,,90202.0,,,,,,,217101.0,55.56,6.52,,,4.23,4.23,37204356.0,1291735240.32,,1265.23,4.21,2.97,0.9173,95.73,0.0662
