,MTB FP Equity_DX_SI_QTY,MTB FP Equity_DX_SHORT_INTEREST_VALUE,MTB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTB FP Equity_DX_SI_MV,MTB FP Equity_DX_DSS,MTB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTB FP Equity_DX_SUPPLY_SI_QTY,MTB FP Equity_DX_BROKER_SI_QTY,MTB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTB FP Equity_DX_BROKER_SI_MV_NEW_x,MTB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTB FP Equity_DX_BROKER_SI_MV_INC_x,MTB FP Equity_DX_SUPPLY_SI_MV_NEW,MTB FP Equity_DX_BROKER_SI_QTY_ADD,MTB FP Equity_DX_BROKER_SI_QTY_NEW,MTB FP Equity_DX_SUPPLY_SI_MV_DEC,MTB FP Equity_DX_BROKER_SI_QTY_INC,MTB FP Equity_DX_SUPPLY_SI_QTY_DEC,MTB FP Equity_DX_BROKER_SI_MV_NEW_y,MTB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTB FP Equity_DX_BROKER_SI_MV_INC_y,MTB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTB FP Equity_DX_BROKER_SI_MV_ADD,MTB FP Equity_DX_SUPPLY_SI_QTY_ADD,MTB FP Equity_DX_BROKER_SI_QTY_DEC,MTB FP Equity_DX_SUPPLY_SI_MV,MTB FP Equity_DX_BROKER_SI_MV_DEC,MTB FP Equity_DX_SUPPLY_SI_MV_RMV,MTB FP Equity_DX_BROKER_SI_MV_RMV,MTB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTB FP Equity_DX_UTILIZATION_QUANTITY,MTB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTB FP Equity_DX_ACTIVE_UTILIZATION_MV,MTB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTB FP Equity_DX_BROKER_SI_CON_RATIO,MTB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTB FP Equity_DX_DEMAND_SUPPLY_RATIO,MTB FP Equity_PX_LAST
2014-04-10,300.0,43647.0,0.03,0.01,0.04,,43647.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.49
2014-04-11,300.0,43602.0,0.03,0.01,0.04,,43602.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.34
2014-04-14,300.0,43602.0,0.03,0.01,0.04,,43602.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.34
2014-04-15,300.0,43695.0,0.09,0.01,0.04,,43695.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.65
2014-04-16,300.0,43698.0,0.08,0.01,0.04,,43698.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.66
2014-04-17,300.0,43635.0,0.08,0.01,0.04,,43635.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.45
2014-04-18,300.0,43635.0,0.08,0.01,0.04,,43635.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,
2014-04-21,300.0,43635.0,0.08,0.01,0.04,,43635.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,
2014-04-22,300.0,43620.0,0.08,0.01,0.04,,43620.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.4
2014-04-23,300.0,43632.0,0.08,0.01,0.04,,43632.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.44
2014-04-24,300.0,43593.0,0.08,0.01,0.04,,43593.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.31
2014-04-25,300.0,43623.0,0.08,0.01,0.04,,43623.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.41
2014-04-28,300.0,43596.0,0.08,0.01,0.04,,43596.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.32
2014-04-29,300.0,43629.0,0.17,0.01,0.04,,43629.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.43
2014-04-30,300.0,43680.0,0.14,0.01,0.04,,43680.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.6
2014-05-01,300.0,43680.0,0.14,0.01,0.04,,43680.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,
2014-05-02,300.0,43722.0,0.14,0.01,0.04,,43722.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.74
2014-05-05,300.0,43728.0,0.13,0.01,0.04,,43728.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.76
2014-05-06,300.0,43737.0,0.13,0.01,0.04,,43737.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.79
2014-05-07,300.0,43713.0,0.14,0.01,0.04,,43713.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.71
2014-05-08,300.0,43797.0,0.13,0.01,0.04,,43797.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.99
2014-05-09,300.0,43788.0,0.13,0.01,0.04,,43788.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.96
2014-05-12,300.0,43758.0,0.11,0.01,0.04,,43758.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.86
2014-05-13,300.0,43812.0,0.11,0.01,0.04,,43812.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.04
2014-05-14,300.0,43881.0,0.11,0.01,0.04,,43881.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.27
2014-05-15,300.0,43857.0,0.11,0.01,0.04,,43857.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.19
2014-05-16,300.0,43854.0,0.11,0.01,0.04,,43854.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.18
2014-05-19,300.0,43812.0,0.11,0.01,0.04,,43812.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.04
2014-05-20,300.0,43731.0,0.11,0.01,0.04,,43731.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.77
2014-05-21,300.0,43755.0,0.1,0.01,0.04,,43755.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.85
2014-05-22,300.0,43758.0,0.11,0.01,0.04,,43758.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,145.86
2014-05-23,300.0,43815.0,0.11,0.01,0.04,,43815.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.05
2014-05-26,300.0,43887.0,0.11,0.01,0.04,,43887.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.29
2014-05-27,300.0,43917.0,0.11,0.01,0.04,,43917.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.39
2014-05-28,300.0,43977.0,0.11,0.01,0.04,,43977.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.59
2014-05-29,300.0,43956.0,0.11,0.01,0.04,,43956.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.52
2014-05-30,300.0,43935.0,0.11,0.01,0.04,,43935.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.45
2014-06-02,300.0,43944.0,0.12,0.01,0.04,,43944.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.48
2014-06-03,300.0,43908.0,0.14,0.01,0.04,,43908.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.36
2014-06-04,300.0,43887.0,0.13,0.01,0.04,,43887.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.29
2014-06-05,300.0,44010.0,0.13,0.01,0.04,,44010.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.7
2014-06-06,300.0,44205.0,0.13,0.01,0.04,,44205.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,147.35
2014-06-09,300.0,44196.0,0.11,0.01,0.04,,44196.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,147.32
2014-06-10,300.0,44091.0,0.12,0.01,0.04,,44091.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,,146.97
2014-06-11,300.0,44103.0,0.11,0.01,0.04,,44103.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.01
2014-06-12,300.0,44118.0,0.13,0.01,0.04,,44118.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.06
2014-06-13,300.0,44142.0,0.13,0.01,0.04,,44142.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.14
2014-06-16,300.0,44130.0,0.14,0.01,0.04,,44130.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.1
2014-06-17,300.0,44061.0,0.14,0.01,0.04,,44061.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.87
2014-06-18,300.0,44046.0,0.14,0.01,0.04,,44046.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.82
2014-06-19,300.0,44121.0,0.15,0.01,0.04,,44121.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.07
2014-06-20,300.0,44091.0,0.15,0.01,0.04,,44091.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,146.97
2014-06-23,300.0,44118.0,0.19,0.01,0.04,,44118.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.06
2014-06-24,300.0,44148.0,0.19,0.01,0.04,,44148.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.16
2014-06-25,300.0,44196.0,0.21,0.01,0.04,,44196.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.32
2014-06-26,300.0,44223.0,0.21,0.01,0.04,,44223.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.41
2014-06-27,300.0,44199.0,0.21,0.01,0.04,,44199.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.33
2014-06-30,300.0,44214.0,0.2,0.01,0.04,,44214.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.38
2014-07-01,300.0,44232.0,0.21,0.01,0.04,,44232.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.44
2014-07-02,300.0,44187.0,0.21,0.01,0.04,,44187.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.29
2014-07-03,300.0,44223.0,0.19,0.01,0.04,,44223.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.41
2014-07-04,300.0,44262.0,0.19,0.01,0.04,,44262.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.54
2014-07-07,300.0,44277.0,0.19,0.01,0.04,,44277.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.59
2014-07-08,300.0,44274.0,0.2,0.01,0.04,,44274.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.58
2014-07-09,300.0,44250.0,0.2,0.01,0.04,,44250.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.5
2014-07-10,300.0,44229.0,0.19,0.01,0.04,,44229.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.43
2014-07-11,300.0,44253.0,0.2,0.01,0.04,,44253.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,147.51
2014-07-14,300.0,44250.0,0.2,0.01,0.04,,44250.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.5
2014-07-15,300.0,44268.0,0.2,0.01,0.04,,44268.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.56
2014-07-16,300.0,44298.0,0.22,0.01,0.04,,44298.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.66
2014-07-17,300.0,44346.0,0.21,0.01,0.04,,44346.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.82
2014-07-18,300.0,44328.0,0.21,0.01,0.04,,44328.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.76
2014-07-21,300.0,44352.0,0.25,0.01,0.04,,44352.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.84
2014-07-22,300.0,44331.0,0.24,0.01,0.04,,44331.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.77
2014-07-23,300.0,44361.0,0.24,0.01,0.04,,44361.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.87
2014-07-24,300.0,44349.0,0.22,0.01,0.04,,44349.0,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3846,147.83
2014-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,300.0,0.0,0.04,,,0.0,0.0,780.0,115401.0,,0.12,0.0,,0.0,100.0,0.0,147.95
2014-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,780.0,115463.4,,0.12,0.0,,0.0,,0.0,148.03
2014-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,780.0,115533.6,,0.12,0.0,,0.0,,0.0,148.12
2014-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,780.0,115362.0,,0.12,0.0,,0.0,,0.0,147.9
2014-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,780.0,115393.2,,0.12,0.0,,0.0,,0.0,147.94
2014-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,780.0,115354.2,,0.11,0.0,,0.0,,0.0,147.89
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.03
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.84
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.84
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.85
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.93
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.03
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.15
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.25
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.39
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.51
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.36
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.47
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.49
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.57
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.92
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.93
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.95
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.76
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.78
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.85
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.68
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.72
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.19
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.43
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.29
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.02
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.92
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.76
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.69
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.79
2014-09-19,5000.0,745250.0,1.26,0.12,0.74,,745250.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.74,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.05
2014-09-22,5000.0,745350.1,1.24,0.12,0.75,,745350.1,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.07
2014-09-23,5000.0,744900.0,1.02,0.12,0.75,,744900.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,148.98
2014-09-24,5000.0,745150.0,1.02,0.12,0.74,,745150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.03
2014-09-25,5000.0,745750.0,1.02,0.12,0.75,,745750.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,149.15
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.1
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.04
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.2
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.37
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.27
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.23
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.17
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.09
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.1
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.18
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.19
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.12
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.25
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.18
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.59
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.71
2014-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1181.0,175461.2,,0.16,0.0,,0.0,,0.0,148.57
2014-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1181.0,175614.7,,0.16,0.0,,0.0,,0.0,148.7
2014-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1181.0,175579.3,,0.16,0.0,,0.0,,0.0,148.67
2014-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1181.0,175662.0,,0.16,0.0,,0.0,,0.0,148.74
