,VETO FP Equity_DX_SI_QTY,VETO FP Equity_DX_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VETO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VETO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VETO FP Equity_DX_SI_MV,VETO FP Equity_DX_DSS,VETO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY,VETO FP Equity_DX_BROKER_SI_QTY,VETO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VETO FP Equity_DX_BROKER_SI_MV_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_x,VETO FP Equity_DX_BROKER_SI_MV_INC_x,VETO FP Equity_DX_SUPPLY_SI_MV_NEW,VETO FP Equity_DX_BROKER_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_NEW,VETO FP Equity_DX_SUPPLY_SI_MV_DEC,VETO FP Equity_DX_BROKER_SI_QTY_INC,VETO FP Equity_DX_SUPPLY_SI_QTY_DEC,VETO FP Equity_DX_BROKER_SI_MV_NEW_y,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VETO FP Equity_DX_BROKER_SI_MV_INC_y,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_y,VETO FP Equity_DX_BROKER_SI_MV_ADD,VETO FP Equity_DX_SUPPLY_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_DEC,VETO FP Equity_DX_SUPPLY_SI_MV,VETO FP Equity_DX_BROKER_SI_MV_DEC,VETO FP Equity_DX_SUPPLY_SI_MV_RMV,VETO FP Equity_DX_BROKER_SI_MV_RMV,VETO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VETO FP Equity_DX_UTILIZATION_QUANTITY,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VETO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VETO FP Equity_DX_ACTIVE_UTILIZATION_MV,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VETO FP Equity_DX_BROKER_SI_CON_RATIO,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VETO FP Equity_DX_DEMAND_SUPPLY_RATIO,VETO FP Equity_PX_LAST
2010-09-20,200.0,5170.69,0.01,0.1,0.0,0.01,0.0,2585.35,100.0,100.0,2585.35,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0065,27.99
2010-09-21,200.0,5167.0,0.01,0.1,0.0,0.01,0.0,2583.5,100.0,100.0,2583.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0064,27.97
2010-09-22,200.0,5130.05,0.01,0.1,0.0,0.01,0.0,2565.03,100.0,100.0,2565.03,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,27.77
2010-09-23,200.0,5126.36,0.01,0.1,0.0,0.01,0.0,2563.18,100.0,100.0,2563.18,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,27.75
2010-09-24,200.0,5139.29,0.01,0.1,0.0,0.01,0.0,2569.64,100.0,100.0,2569.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,27.82
2010-09-27,200.0,5106.04,0.01,0.09,0.0,0.01,0.0,2553.02,100.0,100.0,2553.02,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,27.64
2010-09-28,200.0,5126.36,0.01,0.09,0.0,0.01,0.0,2563.18,100.0,100.0,2563.18,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,27.75
2010-09-29,200.0,5227.96,0.01,0.09,0.0,0.01,0.0,2613.98,100.0,100.0,2613.98,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,28.3
2010-09-30,200.0,5357.27,0.01,0.09,0.0,0.01,0.0,2678.64,100.0,100.0,2678.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,29.0
2010-10-01,200.0,5455.18,0.01,0.08,0.0,0.01,0.0,2727.59,100.0,100.0,2727.59,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,29.53
2010-10-04,200.0,5384.98,0.01,0.08,0.0,0.01,0.0,2692.49,100.0,100.0,2692.49,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,29.15
2010-10-05,200.0,5301.85,0.01,0.08,0.0,0.01,0.0,2650.93,100.0,100.0,2650.93,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063,28.7
2010-10-06,30200.0,797232.66,1.02,11.49,0.27,0.86,0.0,794592.81,100.0,30100.0,2639.84,,,,,,30000.0,,,,,,,,,0.86,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,0.9484,28.58
2010-10-07,30200.0,799185.29,1.02,11.47,0.27,0.87,0.0,796538.98,100.0,30100.0,2646.31,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,0.9484,28.65
2010-10-08,30200.0,810064.25,1.02,11.64,0.27,0.88,0.0,807381.92,100.0,30100.0,2682.33,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.33,0.9935,99.67,0.9484,29.04
2010-10-11,30200.0,805880.04,1.02,11.44,0.27,0.87,0.0,803211.56,100.0,30100.0,2668.48,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,0.9484,28.89
2010-10-12,30200.0,814527.42,1.02,12.05,0.27,0.88,0.0,811830.31,100.0,30100.0,2697.11,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,0.9484,29.2
2010-10-13,30200.0,814527.42,1.02,12.15,0.27,0.88,0.0,811830.31,100.0,30100.0,2697.11,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.33,0.9935,99.67,0.9484,29.2
2010-10-14,30200.0,833495.86,1.02,13.6,0.27,0.9,0.0,830735.94,100.0,30100.0,2759.92,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.32,0.9936,99.68,0.9484,29.88
2010-10-15,30200.0,843816.93,1.02,12.95,0.27,0.91,0.0,841022.84,100.0,30100.0,2794.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.32,0.9936,99.68,0.9484,30.25
2010-10-18,30200.0,875338.03,1.02,12.77,0.27,0.95,0.0,872439.56,100.0,30100.0,2898.47,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.31,0.0,0.0,,0.0,100.0,0.32,0.9936,99.68,0.9484,31.38
2010-10-19,30400.0,869060.78,1.03,12.0,0.27,0.94,0.0,860484.52,300.0,30100.0,8576.26,,,200.0,,,,,,,,,,,200.0,,,,0.01,,,,100.0,0.94,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,0.9547,30.95
2010-10-20,30400.0,852213.07,1.03,11.59,0.27,0.92,0.0,843803.08,300.0,30100.0,8410.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.94,0.0,0.0,,0.0,100.0,0.33,0.9933,99.67,0.9547,30.35
2010-10-21,30400.0,862040.9,1.03,10.5,0.27,0.93,0.0,853533.92,300.0,30100.0,8506.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.94,0.0,0.0,,0.0,100.0,0.33,0.9934,99.67,0.9547,30.7
2010-10-22,30600.0,862059.38,1.04,10.2,0.27,0.93,0.0,847973.44,500.0,30100.0,14085.94,,,,,,,,,,,,,,,,200.0,,0.02,,,,100.0,1.57,0.0,0.0,,0.0,100.0,0.67,0.9803,99.01,0.9609,30.5
2010-10-25,30600.0,860646.16,1.04,9.12,0.27,0.93,0.0,846583.32,500.0,30100.0,14062.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.57,0.0,0.0,,0.0,100.0,0.66,0.9803,99.01,0.9609,30.45
2010-10-26,30600.0,858385.02,1.04,7.82,0.27,0.93,0.0,844359.12,500.0,30100.0,14025.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.57,0.0,0.0,,0.0,100.0,0.67,0.9802,99.0,0.9609,30.37
2010-10-27,30600.0,858385.02,1.04,7.92,0.27,0.93,0.0,844359.12,500.0,30100.0,14025.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.57,0.0,0.0,,0.0,100.0,0.66,0.9801,99.0,0.9609,30.37
2010-10-28,31600.0,890231.25,1.07,8.18,0.28,0.96,0.0,847973.44,1500.0,30100.0,42257.81,,,1000.0,,,,,,,,,,,1000.0,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.65,0.9806,99.02,9.2533,30.5
2010-10-29,31600.0,889063.73,1.07,8.24,0.28,0.96,0.0,846861.34,1500.0,30100.0,42202.39,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.66,0.9805,99.02,9.2533,30.46
2010-11-01,31600.0,901906.41,1.07,8.34,0.28,0.98,0.0,859094.4,1500.0,30100.0,42812.01,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.65,0.9806,99.02,9.2533,30.9
2010-11-02,31600.0,883226.15,1.07,8.21,0.28,0.96,0.0,841300.86,1500.0,30100.0,41925.29,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.67,0.9802,99.0,9.2533,30.26
2010-11-03,31600.0,880015.48,1.07,8.25,0.28,0.95,0.0,838242.59,1500.0,30100.0,41772.89,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.66,0.9804,99.01,9.2533,30.15
2010-11-04,31600.0,878556.09,1.07,8.15,0.28,0.95,0.0,836852.47,1500.0,30100.0,41703.61,,,,,,,,,,,,,,,,,,0.04,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.65,0.9805,99.02,9.2533,30.1
2010-11-05,31600.0,890231.25,1.07,8.07,0.28,0.96,0.0,847973.44,1500.0,30100.0,42257.81,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.66,0.9804,99.01,9.2533,30.5
2010-11-08,31600.0,881766.76,1.07,8.35,0.28,0.96,0.0,839910.74,1500.0,30100.0,41856.02,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.67,0.98,98.99,9.2533,30.21
2010-11-09,31600.0,895485.07,1.07,8.38,0.28,0.97,0.0,852977.87,1500.0,30100.0,42507.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,0.65,0.9804,99.01,9.2533,30.68
2010-11-10,3600.0,102582.57,0.12,0.94,0.03,0.11,0.0,59839.83,1500.0,2100.0,42742.74,,,,,,2000.0,,,,,,,,,0.06,,30000.0,0.05,0.92,,,100.0,43.92,0.0,0.0,,0.0,100.0,8.73,0.7658,86.97,1.0542,30.85
2010-11-11,3600.0,101551.76,0.12,0.95,0.03,0.11,0.0,59238.53,1500.0,2100.0,42313.23,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,8.8,0.7631,86.8,1.0542,30.54
2010-11-12,2300.0,65029.0,0.08,0.62,0.02,0.07,0.0,59374.3,200.0,2100.0,5654.7,,,,,,,,0.04,,1300.0,,,,,,,,0.01,,,,100.0,5.86,0.0,0.0,,0.0,100.0,8.66,0.7651,86.93,0.6735,30.61
2010-11-15,3600.0,100587.45,0.12,0.99,0.03,0.11,0.0,58676.01,1500.0,2100.0,41911.44,,,,,,,,,,,,,,,,1300.0,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,8.85,0.7622,86.74,1.0542,30.25
2010-11-16,3600.0,100321.43,0.12,1.0,0.03,0.11,0.0,58520.84,1500.0,2100.0,41800.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,8.77,0.7625,86.77,1.0542,30.17
2010-11-17,3600.0,103048.1,0.12,1.02,0.03,0.11,0.0,60111.39,1500.0,2100.0,42936.71,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,8.51,0.7695,87.2,1.0542,30.99
2010-11-18,3600.0,102715.58,0.12,1.01,0.03,0.11,0.0,59917.42,1500.0,2100.0,42798.16,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,8.67,0.7677,87.08,1.0542,30.89
2010-11-19,3600.0,103147.86,0.12,1.02,0.03,0.11,0.0,60169.58,1500.0,2100.0,42978.27,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,8.62,0.7676,87.08,1.0542,31.02
2010-11-22,1600.0,46109.51,0.05,0.45,0.01,0.05,0.0,2881.84,1500.0,100.0,43227.66,,,,,,,,,,,,,,,,,2000.0,0.05,0.06,,,100.0,43.92,0.0,0.0,,0.0,100.0,33.19,0.5565,66.81,0.4685,31.2
2010-11-23,1600.0,46109.51,0.05,0.45,0.01,0.05,0.0,2881.84,1500.0,100.0,43227.66,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,33.31,0.5557,66.69,0.4685,31.2
2010-11-24,7000.0,203345.52,0.24,1.9,0.06,0.22,0.0,159771.48,1500.0,5500.0,43574.04,,,,,,5500.0,,,,,,,,,0.17,,100.0,0.05,0.0,,,100.0,43.92,0.0,0.0,,0.0,100.0,3.51,0.9323,96.49,2.0498,31.45
2010-11-25,7100.0,204610.94,0.24,1.93,0.06,0.22,0.0,161383.28,1500.0,5600.0,43227.66,,,,,,100.0,,,,,,,,,0.0,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,3.48,0.9001,94.79,2.0791,31.2
2010-11-26,7100.0,204479.78,0.24,2.03,0.06,0.22,0.0,161279.83,1500.0,5600.0,43199.95,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,3.48,0.8996,94.77,2.0791,31.18
2010-11-29,7100.0,204610.94,0.24,2.06,0.06,0.22,0.0,161383.28,1500.0,5600.0,43227.66,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,3.47,0.8998,94.78,2.0791,31.2
2010-11-30,7100.0,202250.05,0.24,2.13,0.06,0.22,0.0,159521.16,1500.0,5600.0,42728.88,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,3.51,0.8986,94.71,2.0791,30.84
2010-12-01,7100.0,198380.8,0.24,2.22,0.06,0.22,0.0,156469.36,1500.0,5600.0,41911.44,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,3.48,0.8992,94.75,2.0791,30.25
2010-12-02,7100.0,200085.89,0.24,2.42,0.06,0.22,0.0,157814.23,1500.0,5600.0,42271.67,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.92,0.0,0.0,,0.0,100.0,3.38,0.9021,94.91,2.0791,30.51
2010-12-03,5800.0,163664.74,0.2,2.01,0.05,0.18,0.0,158021.13,200.0,5600.0,5643.61,,,,,,,,0.04,,1300.0,,,,,,,,0.01,,,,100.0,5.87,0.0,0.0,,0.0,100.0,3.38,0.9028,94.94,1.7019,30.55
2010-12-06,5800.0,160718.24,0.2,2.31,0.05,0.17,0.0,155176.23,200.0,5600.0,5542.01,,,,,,,,,,,,,,,,,,0.01,,,,100.0,14.13,0.0,0.0,,0.0,100.0,3.53,0.899,94.73,4.0989,30.0
2010-12-07,5700.0,156894.25,0.19,3.51,0.05,0.17,0.0,151389.19,200.0,5500.0,5505.06,,,,,,,,,,,,,,,,,100.0,0.01,0.0,,,100.0,14.13,0.0,0.0,,0.0,100.0,3.54,0.9318,96.46,4.0283,29.8
2010-12-08,5700.0,157420.74,0.19,3.45,0.05,0.17,0.0,151897.21,200.0,5500.0,5523.53,,,,,,,,,,,,,,,,,,0.01,,,,100.0,14.13,0.0,0.0,,0.0,100.0,3.52,0.9321,96.48,4.0283,29.9
2010-12-09,200.0,5510.6,0.01,0.12,0.0,0.01,0.0,0.0,200.0,0.0,5510.6,,,,,,,,,,,,,,,,,5500.0,0.01,0.16,,,100.0,14.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1413,29.83
2010-12-10,200.0,5542.01,0.01,0.11,0.0,0.01,0.0,0.0,200.0,0.0,5542.01,,,,,,,,,,,,,,,,,,0.01,,,,100.0,14.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1413,30.0
2010-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,200.0,,,,,,,,0.0,,,,0.0,0.0,1415.0,39837.06,,0.04,0.0,,0.0,,0.0,30.48
2010-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39771.71,,0.04,0.0,,0.0,,0.0,30.43
2010-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39405.76,,0.04,0.0,,0.0,,0.0,30.15
2010-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39837.06,,0.04,0.0,,0.0,,0.0,30.48
2010-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39732.5,,0.04,0.0,,0.0,,0.0,30.4
2010-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39654.08,,0.04,0.0,,0.0,,0.0,30.34
2010-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39732.5,,0.04,0.0,,0.0,,0.0,30.4
2010-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39353.48,,0.04,0.0,,0.0,,0.0,30.11
2010-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39601.81,,0.04,0.0,,0.0,,0.0,30.3
2010-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39209.71,,0.04,0.0,,0.0,,0.0,30.0
2010-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39079.01,,0.04,0.0,,0.0,,0.0,29.9
2010-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,38686.91,,0.04,0.0,,0.0,,0.0,29.6
2010-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,38673.84,,0.04,0.0,,0.0,,0.0,29.59
2010-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,38673.84,,0.04,0.0,,0.0,,0.0,29.59
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,38673.84,,0.04,0.0,,0.0,,0.0,29.59
2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39079.01,,0.04,0.0,,0.0,,0.0,29.9
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39327.34,,0.04,0.0,,0.0,,0.0,30.09
2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39732.5,,0.04,0.0,,0.0,,0.0,30.4
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,169306.0,4780614.25,,5.18,0.0,,0.0,,0.0,30.57
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39863.2,,0.04,0.0,,0.0,,0.0,30.5
2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39732.5,,0.04,0.0,,0.0,,0.0,30.4
2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39510.32,,0.04,0.0,,0.0,,0.0,30.23
2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39510.32,,0.04,0.0,,0.0,,0.0,30.23
2011-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39863.2,,0.04,0.0,,0.0,,0.0,30.5
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39444.97,,0.04,0.0,,0.0,,0.0,30.18
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39209.71,,0.04,0.0,,0.0,,0.0,30.0
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,40124.6,,0.04,0.0,,0.0,,0.0,30.7
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39758.64,,0.04,0.0,,0.0,,0.0,30.42
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39601.81,,0.04,0.0,,0.0,,0.0,30.3
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39353.48,,0.04,0.0,,0.0,,0.0,30.11
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39719.43,,0.04,0.0,,0.0,,0.0,30.39
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39627.94,,0.04,0.0,,0.0,,0.0,30.32
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39850.13,,0.04,0.0,,0.0,,0.0,30.49
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39837.06,,0.04,0.0,,0.0,,0.0,30.48
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39810.92,,0.04,0.0,,0.0,,0.0,30.46
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39588.74,,0.04,0.0,,0.0,,0.0,30.29
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39797.85,,0.04,0.0,,0.0,,0.0,30.45
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39732.5,,0.04,0.0,,0.0,,0.0,30.4
2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39209.71,,0.04,0.0,,0.0,,0.0,30.0
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39327.34,,0.04,0.0,,0.0,,0.0,30.09
2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39405.76,,0.04,0.0,,0.0,,0.0,30.15
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39275.06,,0.04,0.0,,0.0,,0.0,30.05
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39340.41,,0.04,0.0,,0.0,,0.0,30.1
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1415.0,39275.06,,0.04,0.0,,0.0,,0.0,30.05
