,ALINT FP Equity_DX_SI_QTY,ALINT FP Equity_DX_SHORT_INTEREST_VALUE,ALINT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINT FP Equity_DX_SI_MV,ALINT FP Equity_DX_DSS,ALINT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINT FP Equity_DX_SUPPLY_SI_QTY,ALINT FP Equity_DX_BROKER_SI_QTY,ALINT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALINT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINT FP Equity_DX_BROKER_SI_MV_INC_x,ALINT FP Equity_DX_SUPPLY_SI_MV_NEW,ALINT FP Equity_DX_BROKER_SI_QTY_ADD,ALINT FP Equity_DX_SUPPLY_SI_MV_DEC,ALINT FP Equity_DX_BROKER_SI_QTY_INC,ALINT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALINT FP Equity_DX_BROKER_SI_MV_INC_y,ALINT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINT FP Equity_DX_BROKER_SI_MV_ADD,ALINT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINT FP Equity_DX_BROKER_SI_QTY_DEC,ALINT FP Equity_DX_SUPPLY_SI_MV,ALINT FP Equity_DX_BROKER_SI_MV_DEC,ALINT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINT FP Equity_DX_UTILIZATION_QUANTITY,ALINT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALINT FP Equity_DX_BROKER_SI_CON_RATIO,ALINT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINT FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-12-10,100000.0,104500.0,1.53,2.41,1.53,0.11,1.0,104500.0,55000.0,100000.0,57475.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.29,0.5001,50.71,0.1388
2018-12-11,100000.0,104500.0,1.53,2.74,1.53,0.1,1.0,104500.0,55000.0,100000.0,57475.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388
2018-12-12,100000.0,104000.0,1.53,2.88,1.53,0.1,1.0,104000.0,55000.0,100000.0,57200.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.1388
2018-12-13,100000.0,107000.0,1.53,3.01,1.53,0.11,1.0,107000.0,55000.0,100000.0,58850.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.29,0.5001,50.71,0.1388
2018-12-14,100000.0,105000.0,1.53,3.31,1.53,0.11,1.0,105000.0,55000.0,100000.0,57750.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.53,0.5,50.47,0.1388
2018-12-17,100000.0,107500.0,1.53,3.36,1.53,0.11,1.0,107500.0,55000.0,100000.0,59125.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.41,0.5001,50.59,0.1388
2018-12-18,100000.0,108000.0,1.53,3.4,1.53,0.11,1.0,108000.0,55000.0,100000.0,59400.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.1388
2018-12-19,100000.0,108000.0,1.53,3.43,1.53,0.11,1.0,108000.0,55000.0,100000.0,59400.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388
2018-12-20,100000.0,101000.0,1.53,3.46,1.53,0.1,1.0,101000.0,55000.0,100000.0,55550.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,48.33,0.5006,51.67,0.1388
2018-12-21,100000.0,104000.0,1.53,3.42,1.53,0.11,1.0,104000.0,55000.0,100000.0,57200.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.06,0.5002,50.94,0.1388
2018-12-24,100000.0,101000.0,1.53,3.47,1.53,0.1,1.0,101000.0,55000.0,100000.0,55550.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.27,0.5001,50.73,0.1388
2018-12-25,100000.0,101000.0,1.53,3.56,1.53,0.1,1.0,101000.0,55000.0,100000.0,55550.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.23,0.5001,50.77,0.1388
2018-12-26,100000.0,101000.0,1.53,3.56,1.53,0.1,1.0,101000.0,55000.0,100000.0,55550.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388
2018-12-27,100000.0,99000.0,1.53,3.56,1.53,0.1,1.0,99000.0,55000.0,100000.0,54450.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.5,0.5001,50.5,0.1388
2018-12-28,100000.0,103000.0,1.53,4.33,1.53,0.1,1.0,103000.0,55000.0,100000.0,56650.0,,,,,,,,,,,,,,,0.05,,100.0,7.63,0.0,0.0,0.0,100.0,49.01,0.5002,50.99,0.1388
2018-12-31,100000.0,111000.0,1.53,4.8,1.53,0.11,1.0,111000.0,55000.0,100000.0,61050.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,47.21,0.5016,52.79,0.1388
2019-01-01,100000.0,111000.0,1.53,5.72,1.53,0.11,1.0,111000.0,55000.0,100000.0,61050.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,47.21,0.5016,52.79,0.1388
2019-01-02,100000.0,110500.0,1.53,5.72,1.53,0.11,1.0,110500.0,55000.0,100000.0,60775.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.1388
2019-01-03,100000.0,110500.0,1.53,5.83,1.53,0.11,1.0,110500.0,55000.0,100000.0,60775.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388
2019-01-04,100000.0,111000.0,1.53,6.15,1.53,0.11,1.0,111000.0,55000.0,100000.0,61050.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.1388
2019-01-07,100000.0,108500.0,1.53,6.15,1.53,0.11,1.0,108500.0,55000.0,100000.0,59675.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.43,0.5001,50.57,0.1388
2019-01-08,100000.0,110000.0,1.53,6.92,1.53,0.11,1.0,110000.0,55000.0,100000.0,60500.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.66,0.5,50.34,0.1388
2019-01-09,100000.0,114000.0,1.53,7.45,1.53,0.11,1.0,114000.0,55000.0,100000.0,62700.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,49.11,0.5002,50.89,0.1388
2019-01-10,100000.0,127000.0,1.53,7.16,1.53,0.12,1.0,127000.0,55000.0,100000.0,69850.0,,,,,,,,,,,,,,,0.06,,100.0,7.63,0.0,0.0,0.0,100.0,47.3,0.5015,52.7,0.1388
2019-01-11,100000.0,166000.0,1.53,4.99,1.53,0.15,1.0,166000.0,55000.0,100000.0,91300.0,,,,,,,,,,,,,,,0.07,,100.0,7.63,0.0,0.0,0.0,100.0,43.34,0.5089,56.66,0.1388
2019-01-14,100000.0,180000.0,1.53,2.22,1.53,0.17,1.0,180000.0,50000.0,100000.0,90000.0,,,,,,0.0,,5000.0,,,,,,,0.08,,100.0,6.94,0.0,0.0,0.0,100.0,47.98,0.5008,52.02,0.1388
2019-01-15,100000.0,160000.0,1.53,1.68,1.53,0.16,1.0,160000.0,50000.0,100000.0,80000.0,,,,,,,,,,,,,,,0.09,,100.0,6.94,0.0,0.0,0.0,100.0,49.08,0.5002,50.92,0.1388
2019-01-16,100000.0,149000.0,1.53,1.52,1.53,0.15,1.0,149000.0,50000.0,100000.0,74500.0,,,,,,,,,,,,,,,0.08,,100.0,6.94,0.0,0.0,0.0,100.0,48.22,0.5006,51.78,0.1388
2019-01-17,100000.0,163000.0,1.53,1.39,1.53,0.16,1.0,163000.0,50000.0,100000.0,81500.0,,,,,,,,,,,,,,,0.07,,100.0,7.21,0.0,0.0,0.0,100.0,49.74,0.5,50.26,0.1442
2019-01-18,100000.0,157000.0,1.53,1.25,1.53,0.16,1.0,157000.0,50000.0,100000.0,78500.0,,,,,,,,,,,,,,,0.08,,100.0,7.55,0.0,0.0,0.0,100.0,49.06,0.5002,50.94,0.151
2019-01-21,100000.0,165500.0,1.53,1.23,1.53,0.16,1.0,165500.0,50000.0,100000.0,82750.0,,,,,,,,,,,,,,,0.08,,100.0,8.63,0.0,0.0,0.0,100.0,49.64,0.5,50.36,0.1727
2019-01-22,100000.0,163000.0,1.53,1.2,1.53,0.16,1.0,163000.0,50000.0,100000.0,81500.0,,,,,,,,,,,,,,,0.08,,100.0,8.63,0.0,0.0,0.0,100.0,49.06,0.5002,50.94,0.1727
2019-01-23,100000.0,160000.0,1.53,1.19,1.53,0.16,1.0,160000.0,50000.0,100000.0,80000.0,,,,,,,,,,,,,,,0.08,,100.0,8.63,0.0,0.0,0.0,100.0,49.54,0.5,50.46,0.1727
2019-01-24,100000.0,156500.0,1.53,1.16,1.53,0.16,1.0,156500.0,50000.0,100000.0,78250.0,,,,,,,,,,,,,,,0.08,,100.0,8.63,0.0,0.0,0.0,100.0,49.45,0.5001,50.55,0.1727
2019-01-25,100000.0,149000.0,1.53,1.15,1.53,0.15,1.0,149000.0,50000.0,100000.0,74500.0,,,,,,,,,,,,,,,0.08,,100.0,8.81,0.0,0.0,0.0,100.0,48.77,0.5003,51.23,0.1762
2019-01-28,100000.0,135000.0,1.53,1.12,1.53,0.14,1.0,135000.0,50000.0,100000.0,67500.0,,,,,,,,,,,,,,,0.07,,100.0,8.95,0.0,0.0,0.0,100.0,47.54,0.5012,52.46,0.1789
2019-01-29,100000.0,131500.0,1.53,1.05,1.53,0.13,1.0,131500.0,50000.0,100000.0,65750.0,,,,,,,,,,,,,,,0.07,,100.0,9.16,0.0,0.0,0.0,100.0,49.34,0.5001,50.66,0.1832
2019-01-30,100000.0,133000.0,1.53,1.02,1.53,0.13,1.0,133000.0,50000.0,100000.0,66500.0,,,,,,,,,,,,,,,0.07,,100.0,9.66,0.0,0.0,0.0,100.0,49.72,0.5,50.28,0.1932
2019-01-31,100000.0,130500.0,1.53,1.0,1.53,0.13,1.0,130500.0,50000.0,100000.0,65250.0,,,,,,,,,,,,,,,0.07,,100.0,9.86,0.0,0.0,0.0,100.0,49.81,0.5,50.19,0.1973
2019-02-01,100000.0,135000.0,1.53,1.0,1.53,0.13,1.0,135000.0,50000.0,100000.0,67500.0,,,,,,,,,,,,,,,0.07,,100.0,10.08,0.0,0.0,0.0,100.0,49.15,0.5001,50.85,0.2016
2019-02-04,60912.0,77662.8,0.93,0.61,0.93,0.08,1.0,77662.8,50000.0,60912.0,63750.0,,,,,,,,,,,,,,39088.0,0.07,0.05,100.0,10.12,0.0,0.0,0.0,100.0,17.09,0.7166,82.91,0.1233
2019-02-05,60912.0,76749.12,0.93,0.59,0.93,0.08,1.0,76749.12,50000.0,60912.0,63000.0,,,,,,,,,,,,,,,0.06,,100.0,10.24,0.0,0.0,0.0,100.0,17.74,0.7081,82.26,0.1247
2019-02-06,70912.0,89703.68,1.08,0.68,1.08,0.09,1.0,89703.68,60000.0,70912.0,75900.0,,10000.0,,,10000.0,,,,,,10000.0,0.01,,,0.08,,100.0,13.65,0.0,0.0,0.0,100.0,15.41,0.5389,70.35,0.1613
2019-02-07,70912.0,85094.4,1.08,0.68,1.08,0.09,1.0,85094.4,60000.0,70912.0,72000.0,,,,,,,,,,,,,,,0.08,,100.0,13.81,0.0,0.0,0.0,100.0,14.71,0.547,71.07,0.1632
2019-02-08,75912.0,85021.44,1.16,0.72,1.16,0.09,1.0,85021.44,65000.0,75912.0,72800.0,,5000.0,0.0,,,,5000.0,,,0.0,5000.0,,,,0.08,,100.0,15.16,0.0,0.0,0.0,100.0,19.84,0.5034,66.8,0.1771
2019-02-11,75912.0,89576.16,1.16,0.7,1.16,0.09,1.0,89576.16,65000.0,75912.0,76700.0,,,,,,,,,,,,,,,0.07,,100.0,15.39,0.0,0.0,0.0,100.0,21.84,0.4889,65.13,0.1797
2019-02-12,75912.0,88057.92,1.16,0.7,1.16,0.09,1.0,88057.92,65000.0,75912.0,75400.0,,,,,,,,,,,,,,,0.08,,100.0,15.97,0.0,0.0,0.0,100.0,20.68,0.4972,66.1,0.1865
2019-02-13,75912.0,91853.52,1.16,0.7,1.16,0.09,1.0,91853.52,65000.0,75912.0,78650.0,,,,,,,,,,,,,,,0.08,,100.0,16.46,0.0,0.0,0.0,100.0,21.67,0.4901,65.28,0.1922
2019-02-14,75837.0,89487.66,1.16,0.7,1.16,0.09,1.0,89487.66,66000.0,75837.0,77880.0,,1000.0,,,,,,,,,1000.0,,,75.0,0.08,0.0,100.0,17.02,0.0,0.0,0.0,100.0,20.47,0.4987,66.27,0.1956
2019-02-15,75837.0,89487.66,1.16,0.69,1.16,0.09,1.0,89487.66,66000.0,75837.0,77880.0,,,,,,,,,,,,,,,0.08,,100.0,17.32,0.0,0.0,0.0,100.0,20.88,0.4957,65.93,0.1991
2019-02-18,75837.0,88729.29,1.16,0.7,1.16,0.09,1.0,88729.29,66000.0,75837.0,77220.0,,,,,,,,,,,,,,,0.08,,100.0,17.92,0.0,0.0,0.0,100.0,20.73,0.497,66.08,0.2059
2019-02-19,75837.0,88729.29,1.16,0.69,1.16,0.09,1.0,88729.29,66000.0,75837.0,77220.0,,,,,,,,,,,,,,,0.08,,100.0,18.29,0.0,0.0,0.0,100.0,20.77,0.4975,66.12,0.2102
2019-02-20,75837.0,91004.4,1.16,0.69,1.16,0.09,1.0,91004.4,66000.0,75837.0,79200.0,,,,,,,,,,,,,,,0.08,,100.0,18.46,0.0,0.0,0.0,100.0,21.3,0.4927,65.58,0.2121
2019-02-21,75837.0,88729.29,1.16,0.68,1.16,0.09,1.0,88729.29,66000.0,75837.0,77220.0,,,,,,,,,,,,,,,0.08,,100.0,19.09,0.0,0.0,0.0,100.0,20.47,0.4987,66.28,0.2193
2019-02-22,75837.0,90246.03,1.16,0.72,1.16,0.09,1.0,90246.03,66000.0,75837.0,78540.0,,,,,,,,,,,,,,,0.08,,100.0,21.13,0.0,0.0,0.0,100.0,21.16,0.4937,65.7,0.2428
2019-02-25,75837.0,88350.11,1.16,0.94,1.16,0.09,1.0,88350.11,66000.0,75837.0,76890.0,,,,,,,,,,,,,,,0.08,,100.0,21.69,0.0,0.0,0.0,100.0,20.53,0.4982,66.22,0.2493
2019-02-26,75837.0,86454.18,1.16,1.14,1.16,0.09,1.0,86454.18,66000.0,75837.0,75240.0,,,,,,,,,,,,,,,0.08,,100.0,21.92,0.0,0.0,0.0,100.0,20.53,0.4983,66.23,0.2519
2019-02-27,75837.0,86454.18,1.16,1.27,1.16,0.09,1.0,86454.18,66000.0,75837.0,75240.0,,,,,,,,,,,,,,,0.08,,100.0,23.01,0.0,0.0,0.0,100.0,20.88,0.4957,65.93,0.2644
2019-02-28,75837.0,86833.37,1.16,1.44,1.16,0.09,1.0,86833.37,66000.0,75837.0,75570.0,,,,,,,,,,,,,,,0.08,,100.0,23.24,0.0,0.0,0.0,100.0,20.96,0.4952,65.87,0.2671
2019-03-01,75837.0,87212.55,1.16,1.7,1.16,0.09,1.0,87212.55,66000.0,75837.0,75900.0,,,,,,,,,,,,,,,0.08,,100.0,23.24,0.0,0.0,0.0,100.0,20.96,0.4952,65.87,0.2671
2019-03-04,75837.0,87212.55,1.16,1.74,1.16,0.09,1.0,87212.55,66000.0,75837.0,75900.0,,,,,,,,,,,,,,,0.08,,100.0,24.24,0.0,0.0,0.0,100.0,20.88,0.4957,65.93,0.2785
2019-03-05,75837.0,89487.66,1.16,1.79,1.16,0.09,1.0,89487.66,66000.0,75837.0,77880.0,,,,,,,,,,,,,,,0.08,,100.0,24.61,0.0,0.0,0.0,100.0,21.31,0.4926,65.57,0.2828
2019-03-06,75837.0,89108.48,1.16,1.57,1.16,0.09,1.0,89108.48,66000.0,75837.0,77550.0,,,,,,,,,,,,,,,0.08,,100.0,25.0,0.0,0.0,0.0,100.0,20.81,0.4962,65.99,0.2873
2019-03-07,75837.0,87212.55,1.16,1.61,1.16,0.09,1.0,87212.55,66000.0,75837.0,75900.0,,,,,,,,,,,,,,,0.08,,100.0,30.53,0.0,0.0,0.0,100.0,20.53,0.4983,66.23,0.3508
2019-03-08,201837.0,221011.52,3.08,4.33,3.08,0.23,1.0,83041.52,126000.0,75837.0,137970.0,,31731.0,,,,,,,,,31731.0,,28269.0,,0.14,,100.0,59.43,0.0,0.0,0.0,100.0,7.5,0.7742,87.53,0.952
2019-03-11,201837.0,220002.33,3.08,4.32,3.08,0.23,1.0,82662.33,126000.0,75837.0,137340.0,,,,,,,,,,,,,,,0.15,,100.0,59.43,0.0,0.0,0.0,100.0,7.43,0.7798,87.86,0.952
2019-03-12,201837.0,221011.52,3.08,4.85,3.08,0.22,1.0,83041.52,126000.0,75837.0,137970.0,,,,,,,,,,,,,,,0.14,,100.0,63.54,0.0,0.0,0.0,100.0,7.77,0.7712,87.34,1.0178
2019-03-13,201837.0,225048.26,3.08,5.13,3.08,0.22,1.0,84558.26,126000.0,75837.0,140490.0,,,,,,,,,,,,,,,0.14,,100.0,64.76,0.0,0.0,0.0,100.0,7.98,0.767,87.07,1.0374
2019-03-14,201837.0,230094.18,3.08,5.32,3.08,0.23,1.0,86454.18,126000.0,75837.0,143640.0,,,,,,,,,,,,,,,0.14,,100.0,65.46,0.0,0.0,0.0,100.0,8.01,0.7666,87.05,1.0486
2019-03-15,75837.0,92900.33,1.16,1.97,1.16,0.09,1.0,92900.33,66000.0,75837.0,80850.0,,,,,,0.07,,60000.0,,,,,,,0.08,,100.0,35.2,0.0,0.0,0.0,100.0,22.39,0.4829,64.45,0.4045
2019-03-18,153837.0,187681.14,2.35,3.6,2.35,0.19,1.0,92521.14,78000.0,75837.0,95160.0,,,,,,,,,,,,,12000.0,,0.1,,100.0,42.6,0.0,0.0,0.0,100.0,10.26,0.7076,83.24,0.8402
2019-03-19,75837.0,91004.4,1.16,1.83,1.16,0.09,1.0,91004.4,66000.0,75837.0,79200.0,,,,,,0.02,,12000.0,,,,,,,0.08,,100.0,82.99,0.0,0.0,0.0,100.0,20.61,0.4977,66.16,0.9536
2019-03-20,75837.0,90625.22,1.16,1.8,1.16,0.09,1.0,90625.22,26000.0,75837.0,31070.0,,,,,,0.05,,40000.0,,,,,,,0.03,,100.0,18.81,0.0,0.0,0.0,100.0,20.73,0.4974,66.12,0.5487
2019-03-21,75837.0,88729.29,1.16,1.82,1.16,0.09,1.0,88729.29,26000.0,75837.0,30420.0,,,,,,,,,,,,,,,0.03,,100.0,36.96,0.0,0.0,0.0,100.0,20.45,0.4995,66.36,1.078
2019-03-22,61837.0,72349.29,0.94,1.54,0.94,0.07,1.0,41929.29,26000.0,35837.0,30420.0,,,,,,,,,,,,,,40000.0,0.03,0.05,100.0,36.96,0.0,0.0,0.0,100.0,25.61,0.4307,58.22,0.879
2019-03-25,64337.0,74630.92,0.98,1.69,0.98,0.08,1.0,45630.92,25000.0,39337.0,29000.0,,,0.0,,,0.0,3500.0,1000.0,,0.0,,,,,0.03,,100.0,35.54,0.0,0.0,0.0,100.0,29.88,0.4109,54.53,0.9145
2019-03-26,48659.0,57174.33,0.74,1.3,0.74,0.06,0.0,30149.33,23000.0,25659.0,27025.0,,,,,,0.0,,2000.0,,,,,,13678.0,0.03,0.02,100.0,32.93,0.0,0.0,0.0,100.0,32.47,0.3688,47.07,0.6967
2019-03-27,48659.0,56444.44,0.74,1.32,0.74,0.06,0.0,29764.44,23000.0,25659.0,26680.0,,,,,,,,,,,,,,,0.03,,100.0,36.88,0.0,0.0,0.0,100.0,31.9,0.3696,47.46,0.7803
2019-03-28,48659.0,57660.92,0.74,1.34,0.74,0.06,0.0,30405.92,23000.0,25659.0,27255.0,,,,,,,,,,,,,,,0.03,,100.0,36.88,0.0,0.0,0.0,100.0,32.65,0.3686,46.94,0.7803
2019-03-29,28600.0,33319.0,0.44,0.8,0.44,0.03,0.0,19407.74,11941.0,16659.0,13911.27,,,0.0,,,0.01,1000.0,11059.0,,0.0,,,,10000.0,0.01,0.01,100.0,19.15,0.0,0.0,0.0,100.0,42.16,0.5123,57.84,0.4586
2019-04-01,24337.0,29204.4,0.37,0.69,0.37,0.03,0.0,17204.4,10000.0,14337.0,12000.0,,,,,,0.0,,1941.0,,,,,,2322.0,0.01,0.0,100.0,18.8,0.0,0.0,0.0,100.0,40.37,0.5186,59.63,0.4575
2019-04-02,24337.0,29204.4,0.37,0.65,0.37,0.03,0.0,17204.4,10000.0,14337.0,12000.0,,,,,,,,,,,,,,,0.01,,100.0,17.31,0.0,0.0,0.0,100.0,41.1,0.5158,58.9,0.4212
2019-04-03,22403.0,26883.6,0.34,0.59,0.34,0.03,0.0,26883.6,0.0,22403.0,0.0,,,,,10000.0,0.01,,10000.0,,,,0.01,,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.64,0.5057,55.36,1.6319
2019-04-04,13012.0,16134.88,0.2,0.35,0.2,0.02,0.0,16134.88,0.0,13012.0,0.0,,,0.0,,,,609.0,,,0.0,,,,10000.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-04-05,5109.0,6437.34,0.08,0.13,0.08,0.01,0.0,6437.34,0.0,5109.0,0.0,,,,,,,,,,,,,,7903.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2866
2019-04-08,5109.0,6284.07,0.08,0.13,0.08,0.01,0.0,6284.07,0.0,5109.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2866
2019-04-09,5109.0,6284.07,0.08,0.13,0.08,0.01,0.0,6284.07,0.0,5109.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2866
2019-04-10,7100.0,9762.5,0.11,0.19,0.11,0.01,0.0,9762.5,0.0,7100.0,0.0,,,0.0,,,,1991.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3983
2019-04-11,7100.0,10046.5,0.11,0.17,0.11,0.01,0.0,10046.5,0.0,7100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3983
2019-04-12,7100.0,10543.5,0.11,0.15,0.11,0.01,0.0,10543.5,0.0,7100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3983
2019-04-15,7100.0,10153.0,0.11,0.14,0.11,0.01,0.0,10153.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3983
2019-04-16,7100.0,10650.0,0.11,0.13,0.11,0.01,0.0,10650.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3983
2019-04-17,10100.0,14897.5,0.15,0.2,0.15,0.02,0.0,14897.5,0.0,10100.0,0.0,,,,,3000.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.08,0.5793,69.92,0.5666
2019-04-18,10100.0,14241.0,0.15,0.2,0.15,0.01,0.0,14241.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.78,0.5739,69.22,0.5666
2019-04-19,10100.0,14241.0,0.15,0.19,0.15,0.01,0.0,14241.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.73,0.5821,70.27,0.5666
2019-04-22,10100.0,14241.0,0.15,0.19,0.15,0.01,0.0,14241.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.73,0.5821,70.27,0.5666
2019-04-23,10100.0,15150.0,0.15,0.19,0.15,0.01,0.0,15150.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.54,0.5921,71.46,0.5666
2019-04-24,10100.0,14746.0,0.15,0.19,0.15,0.02,0.0,14746.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.36,0.5772,69.64,0.5666
2019-04-25,10100.0,14695.5,0.15,0.18,0.15,0.01,0.0,14695.5,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.88,0.5809,70.12,0.5666
2019-04-26,10100.0,14796.5,0.15,0.18,0.15,0.01,0.0,14796.5,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.59,0.5833,70.41,0.5666
2019-04-29,10100.0,15352.0,0.15,0.18,0.15,0.02,0.0,15352.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.97,0.5885,71.03,0.5666
2019-04-30,10100.0,15150.0,0.15,0.17,0.15,0.02,0.0,15150.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.94,0.5805,70.06,0.5666
2019-05-01,10100.0,15150.0,0.15,0.18,0.15,0.02,0.0,15150.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.72,0.5822,70.28,0.5666
2019-05-02,10100.0,15150.0,0.15,0.18,0.15,0.02,0.0,15150.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.82,0.5815,70.18,0.5666
2019-05-03,10100.0,16210.5,0.15,0.19,0.15,0.02,0.0,16210.5,0.0,10100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.32,0.594,71.68,0.5666
2019-05-06,15100.0,24084.5,0.23,0.25,0.23,0.02,0.0,24084.5,0.0,15100.0,0.0,,,0.01,,,,5000.0,,,0.01,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,46.81,0.502,53.19,0.847
2019-05-07,15100.0,23178.5,0.23,0.24,0.23,0.02,0.0,23178.5,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.99,0.5032,54.01,0.847
2019-05-08,15100.0,23707.0,0.23,0.23,0.23,0.02,0.0,23707.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.55,0.5012,52.45,0.847
