,PIG FP Equity_DX_SI_QTY,PIG FP Equity_DX_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PIG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PIG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PIG FP Equity_DX_SI_MV,PIG FP Equity_DX_DSS,PIG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY,PIG FP Equity_DX_BROKER_SI_QTY,PIG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PIG FP Equity_DX_BROKER_SI_MV_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_x,PIG FP Equity_DX_BROKER_SI_MV_INC_x,PIG FP Equity_DX_SUPPLY_SI_MV_NEW,PIG FP Equity_DX_BROKER_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_NEW,PIG FP Equity_DX_SUPPLY_SI_MV_DEC,PIG FP Equity_DX_BROKER_SI_QTY_INC,PIG FP Equity_DX_SUPPLY_SI_QTY_DEC,PIG FP Equity_DX_BROKER_SI_MV_NEW_y,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PIG FP Equity_DX_BROKER_SI_MV_INC_y,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_y,PIG FP Equity_DX_BROKER_SI_MV_ADD,PIG FP Equity_DX_SUPPLY_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_DEC,PIG FP Equity_DX_SUPPLY_SI_MV,PIG FP Equity_DX_BROKER_SI_MV_DEC,PIG FP Equity_DX_SUPPLY_SI_MV_RMV,PIG FP Equity_DX_BROKER_SI_MV_RMV,PIG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PIG FP Equity_DX_UTILIZATION_QUANTITY,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PIG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PIG FP Equity_DX_ACTIVE_UTILIZATION_MV,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PIG FP Equity_DX_BROKER_SI_CON_RATIO,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PIG FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-01-04,1747384.0,28706051.51,10.21,10.69,5.08,33.44,2.0,1834779.34,1645345.0,111686.0,27029753.24,,,,,,,,,,,,,,,,5340.0,,31.29,,,,43.88,43.88,2104564.0,34573810.11,,39.92,43.94,24.99,0.2666,40.97,0.466
2008-01-07,1725834.0,27341642.34,10.08,10.91,5.01,32.18,2.0,2053608.71,1608795.0,129626.0,25487444.04,,,18016.0,0.33,,,,1.45,17940.0,74000.0,,,0.33,18016.0,,19434.0,,29.77,,,,50.34,50.34,1587207.0,25145434.68,,29.01,50.64,27.61,0.2719,41.51,0.54
2008-01-08,1700848.0,27081585.04,9.94,11.26,4.94,30.67,1.0,2357502.64,1565373.0,148062.0,24924497.68,,,,0.35,,,,0.84,20000.0,45000.0,,,0.35,,,1578.0,1564.0,27.99,0.04,,,48.96,48.96,1631792.0,25982047.67,,29.27,48.88,28.1,0.2732,41.96,0.532
2008-01-09,1695355.0,24572923.38,9.9,11.26,4.92,30.01,1.0,2146049.75,1559880.0,148062.0,22609312.93,,,,,,,,0.09,,5493.0,,,,,,,,27.33,,,,48.87,48.87,1632000.0,23654639.26,,28.3,49.13,28.07,0.2741,42.21,0.5311
2008-01-10,1681938.0,23707076.59,9.83,10.83,4.88,28.7,1.0,1805046.11,1566463.0,128062.0,22079445.44,,,5128.0,0.27,,,,,20000.0,,,,0.27,5128.0,,1455.0,40000.0,26.48,0.73,,,49.1,49.1,1624111.0,22891999.5,,26.37,50.1,28.96,0.2874,43.18,0.5272
2008-01-11,1713193.0,24573127.49,10.01,10.86,4.98,27.65,1.0,1773842.24,1600339.0,123669.0,22954409.85,,,35648.0,,,,,0.05,,1772.0,,,,35648.0,,,4393.0,25.49,0.08,,,52.2,52.2,1465308.0,21017597.14,,23.48,52.05,29.86,0.2778,41.22,0.5588
2008-01-14,1701421.0,25007968.87,9.94,10.34,4.94,27.88,1.0,1644693.87,1600339.0,111897.0,23522236.94,,,,,,,,,,,,,,,,,11772.0,25.93,0.2,,,49.74,49.74,1617385.0,23772783.88,,26.4,49.55,30.13,0.2825,41.58,0.5288
2008-01-15,1696081.0,23530299.8,9.91,10.34,4.93,28.16,1.0,1552384.56,1594999.0,111897.0,22127955.36,,,,,,,,0.11,,5340.0,,,,,,,,26.19,,,,49.52,49.52,1626094.0,22559346.71,,26.3,49.9,30.32,0.2872,42.14,0.5266
2008-01-16,1640581.0,21843513.36,9.58,9.84,4.76,25.97,1.0,1416622.7,1540326.0,106397.0,20508668.31,,,,,,,,1.45,,54673.0,,,,,,,5500.0,24.1,0.12,,,48.74,48.74,1620129.0,21571205.24,,24.98,49.11,31.39,0.2799,40.3,0.5191
2008-01-17,1632456.0,21373318.85,9.54,9.9,4.74,24.81,1.0,1379241.4,1536874.0,105344.0,20121888.76,,,3620.0,,,,,0.11,,7072.0,,,,3620.0,,,1053.0,23.06,0.02,,,48.62,48.62,1623991.0,21262488.82,,24.26,48.72,31.59,0.2811,40.29,0.5165
2008-01-18,1639528.0,20506052.9,9.58,9.9,4.76,24.53,1.0,1317568.01,1543946.0,105344.0,19310581.07,,,,,,,,,,,,,,,,7072.0,,22.8,,,,48.89,48.89,1613857.0,20184978.25,,23.71,49.02,31.58,0.28,40.2,0.5192
2008-01-21,1648489.0,19082738.02,9.63,9.81,4.79,23.45,1.0,1219451.24,1552907.0,105344.0,17976290.68,,,8961.0,,,,,,,,,,,8961.0,,,,21.71,,,,50.27,50.27,1536495.0,17786307.07,,21.09,50.72,31.18,0.2767,40.12,0.5336
2008-01-22,1595689.0,20523922.98,9.32,9.19,4.63,21.35,1.0,675826.56,1551059.0,52544.0,19949887.14,,,,,,,,0.14,,1848.0,,,,,,,52800.0,20.37,0.78,,,50.5,50.5,1520212.0,19553129.72,,20.41,49.94,31.72,0.2863,40.62,0.5196
2008-01-23,1633223.0,20977714.57,9.54,9.02,4.74,23.66,1.0,1156994.83,1551059.0,90078.0,19922370.05,,,,,,37534.0,,,,,,,,,0.57,,,22.12,,,,50.51,50.51,1519662.0,19519095.48,,21.53,50.67,31.21,0.2781,40.27,0.5319
2008-01-24,1734047.0,23195638.35,10.13,9.4,5.04,25.39,2.0,2488447.32,1628465.0,186030.0,21783311.06,,,42406.0,0.53,,62800.0,,,35000.0,,,,0.53,42406.0,0.91,35000.0,1848.0,23.53,0.03,,,53.18,53.18,1433850.0,19180025.71,,21.03,52.8,29.61,0.2501,37.78,0.5663
2008-01-25,1660517.0,21799632.1,9.7,8.66,4.82,25.34,1.0,2598100.95,1538351.0,197902.0,20195810.01,,,2927.0,0.18,,,,1.35,11872.0,93041.0,,,0.18,2927.0,,,,23.15,,,,51.65,51.65,1439889.0,18903179.23,,21.49,51.86,29.9,0.2561,38.31,0.5576
2008-01-28,1718655.0,22059789.29,10.04,8.78,4.99,25.57,1.0,2867090.4,1575731.0,223372.0,20225288.86,,,16519.0,0.38,,,,,25470.0,,,,0.38,16519.0,,20861.0,,23.08,,,,53.18,53.18,1387436.0,17808429.15,,20.31,53.2,29.76,0.2473,37.31,0.58
2008-01-29,1706185.0,22353767.91,9.97,8.56,4.95,25.19,1.0,2940918.06,1562163.0,224470.0,20466848.05,,,2129.0,0.02,,,,0.24,1098.0,15697.0,,,0.02,2129.0,,,,22.75,,,,52.72,52.72,1401222.0,18358262.08,,20.48,52.63,29.88,0.2455,36.89,0.5758
2008-01-30,1702285.0,21879872.18,9.95,8.42,4.94,25.15,1.0,2835038.44,1559223.0,220570.0,20041062.42,,,340.0,,,,,0.04,,3280.0,,,,340.0,,,3900.0,22.76,0.06,,,52.69,52.69,1399771.0,17991588.11,,20.46,52.66,30.04,0.2487,37.24,0.5753
2008-01-31,1646305.0,20839072.86,9.62,8.19,4.78,23.83,1.0,2150988.82,1553883.0,169930.0,19669187.09,,,6526.0,,,,,0.19,,11866.0,,,,6526.0,,,50640.0,22.34,0.88,,,52.79,52.79,1389357.0,17586602.57,,19.99,52.77,31.28,0.2679,38.73,0.5594
2008-02-01,1689005.0,21918931.74,9.87,8.37,4.91,24.37,1.0,2759389.38,1553883.0,212630.0,20165396.43,,,642.0,,,42700.0,,0.01,,642.0,,,,642.0,0.71,,,22.15,,,,53.86,53.86,1331262.0,17276349.63,,19.0,53.83,30.26,0.2518,37.45,0.5854
2008-02-04,1699005.0,23284518.6,9.93,8.34,4.93,25.06,1.0,2914050.98,1563883.0,212630.0,21432699.02,,,25670.0,,,,,0.21,,15670.0,,,,25670.0,,,,22.82,,,,54.97,54.97,1281298.0,17559928.97,,18.9,54.7,29.96,0.2485,37.18,0.5972
2008-02-05,1681675.0,21764138.58,9.83,7.85,4.88,26.02,1.0,2515874.5,1547363.0,194397.0,20025880.61,,,29898.0,0.07,,,,0.63,4767.0,46418.0,,,0.07,29898.0,,,23000.0,23.75,0.31,,,55.48,55.48,1241574.0,16068377.42,,18.84,55.77,30.36,0.2553,38.08,0.603
2008-02-06,1660019.0,21189366.64,9.7,7.2,4.82,24.45,1.0,2204958.13,1547363.0,172741.0,19751365.45,,,54.0,0.07,,,,0.03,4767.0,2154.0,,,0.07,54.0,,2100.0,26423.0,22.57,0.44,,,56.09,56.09,1211497.0,15464192.95,,17.58,56.21,30.66,0.2591,38.3,0.6017
2008-02-07,1650728.0,20206855.1,9.65,7.0,4.79,24.12,1.0,2000820.53,1547363.0,163450.0,18941545.74,,,,,,,,,,,,,,,,,9291.0,22.42,0.15,,,56.45,56.45,1193531.0,14610225.29,,17.04,56.82,31.0,0.2634,38.69,0.6023
2008-02-08,1561469.0,19155772.45,9.12,6.46,4.53,21.83,1.0,1786607.2,1464146.0,145634.0,17961834.41,,18758.0,,,0.26,,,1.66,,101975.0,,18758.0,,,,,17816.0,20.2,0.27,,,53.04,53.04,1296194.0,15901434.68,,17.9,53.01,29.72,0.2635,39.51,0.5657
2008-02-11,1616469.0,19658435.77,9.45,6.65,4.69,22.54,1.0,2379172.4,1519146.0,195634.0,18474857.28,,,55000.0,0.69,,,,,50000.0,,,,0.69,55000.0,,,,20.94,,,,54.96,54.96,1245062.0,15141627.43,,17.15,54.97,28.83,0.2504,38.34,0.5848
2008-02-12,1827069.0,23029958.2,10.68,7.44,5.31,25.32,2.0,2818876.39,1701746.0,223634.0,21450278.69,,,,0.38,,,,,28000.0,,,,0.38,,,182600.0,,23.33,,,,61.56,61.56,1062469.0,13392278.37,,14.71,61.33,25.34,0.2432,38.56,0.661
2008-02-13,2359729.0,29095180.3,13.79,9.37,6.85,33.52,2.0,2757380.85,2234406.0,223634.0,27549962.49,,,309944.0,,,,,0.71,,75340.0,,,,309944.0,,298056.0,,31.54,,,,80.54,80.54,539822.0,6655941.6,,7.61,80.56,35.05,0.2705,35.32,0.8506
2008-02-14,2385729.0,29627381.39,13.94,9.35,6.93,33.33,2.0,2777218.12,2260406.0,223634.0,28071046.9,,,89000.0,,,,,1.18,,70000.0,,,,89000.0,,7000.0,,31.35,,,,81.81,81.81,502442.0,6239619.32,,7.0,81.75,32.71,0.2693,37.25,0.8635
2008-02-15,2397995.0,29056486.3,14.01,9.37,6.96,33.43,2.0,2715417.91,2272206.0,224100.0,27532301.99,,,10000.0,0.12,,,,,10000.0,,,,0.12,10000.0,,1800.0,9534.0,31.47,0.14,,,83.36,83.36,453441.0,5494340.98,,6.33,83.26,33.16,0.2705,37.09,0.8798
2008-02-18,2386493.0,29213485.35,13.94,9.3,6.93,32.95,2.0,2504520.51,2254832.0,204598.0,27601799.62,,,,0.08,,,,0.41,5872.0,25374.0,,,0.08,,,8000.0,25374.0,30.9,0.35,,,83.17,83.17,456215.0,5584608.97,,6.28,83.12,33.56,0.2741,37.2,0.8803
2008-02-19,2252626.0,28114302.46,13.16,8.73,6.54,31.35,2.0,2545197.39,2121632.0,203931.0,26479408.36,,,25000.0,,,,,2.25,,165000.0,,,,25000.0,,6800.0,667.0,29.34,0.01,,,81.3,81.3,487935.0,6089760.2,,6.79,81.22,34.34,0.2632,34.57,0.8632
2008-02-20,2252902.0,29636545.12,13.16,8.7,6.54,32.24,2.0,2747610.09,2116972.0,208867.0,27848408.94,,,5340.0,0.07,,,,0.14,4936.0,10000.0,,,0.07,5340.0,,,,30.18,,,,81.29,81.29,487299.0,6410336.0,,6.95,81.28,34.03,0.2599,34.25,0.8651
2008-02-21,2166535.0,28346657.25,12.66,8.44,6.29,31.97,2.0,2737498.38,2030245.0,209227.0,26563456.92,,,1000.0,0.0,,,,1.0,360.0,87727.0,,,0.0,1000.0,,,,29.89,,,,79.32,79.32,529227.0,6924336.04,,7.81,79.27,33.51,0.257,34.15,0.8465
2008-02-22,2158535.0,27188895.29,12.61,8.46,6.27,31.43,2.0,2534654.21,2030245.0,201227.0,25572955.14,,,,,,,,,,,,,,,,,8000.0,29.48,0.19,,,79.65,79.65,518615.0,6532471.76,,7.6,79.51,33.53,0.259,34.44,0.8469
2008-02-25,2183697.0,28977979.03,12.76,8.64,6.34,31.68,2.0,2869722.25,2040380.0,216254.0,27076141.45,,,54019.0,0.2,,,,0.75,15027.0,55688.0,,,0.2,54019.0,,11804.0,,29.55,,,,83.53,83.53,402268.0,5338155.28,,5.85,83.48,33.59,0.2579,34.16,0.894
2008-02-26,2186796.0,30066584.21,12.78,8.58,6.35,32.92,2.0,2978258.18,2049853.0,216614.0,28183734.49,,,22474.0,0.01,,,,0.08,360.0,13001.0,,,0.01,22474.0,,,,30.92,,,,87.58,87.58,290709.0,3997001.38,,4.45,87.42,33.65,0.2581,34.14,0.9343
2008-02-27,2140088.0,29538289.81,12.51,8.35,6.22,32.76,2.0,2704160.64,2023839.0,195920.0,27933777.92,,,,0.0,,,,0.37,306.0,26140.0,,,0.0,,,126.0,21000.0,31.04,0.31,,,86.47,86.47,316723.0,4371528.54,,4.97,86.2,33.79,0.2648,34.83,0.9143
2008-02-28,2135120.0,28333355.12,12.48,8.4,6.2,32.62,2.0,2602992.31,2018637.0,196154.0,26787608.65,,,734.0,0.0,,,,0.08,234.0,5936.0,,,0.0,734.0,,,,30.8,,,,86.28,86.28,320876.0,4258071.52,,4.95,86.16,33.74,0.2633,34.73,0.9126
2008-02-29,2143420.0,26808376.5,12.52,8.54,6.22,31.48,2.0,2569672.85,2021937.0,205454.0,25288953.34,,,,0.11,,,,0.02,9300.0,1000.0,,,0.11,,,4300.0,,29.57,,,,85.02,85.02,356261.0,4455859.8,,5.23,84.97,33.56,0.2598,34.43,0.9013
2008-03-03,2148760.0,26760803.03,12.56,8.35,6.24,30.41,2.0,2558738.07,2027277.0,205454.0,25247845.49,,,5340.0,,,,,,,,,,,5340.0,,,,28.56,,,,83.5,83.5,400740.0,4990843.19,,5.64,83.5,33.22,0.258,34.43,0.885
2008-03-04,2171800.0,26662449.24,12.69,8.62,6.31,30.56,2.0,2875120.01,2021577.0,234194.0,24818212.61,,,,0.41,,,,0.08,30000.0,5700.0,,,0.41,,,,1260.0,28.32,0.02,,,83.26,83.26,406408.0,4989332.66,,5.68,83.3,32.85,0.2534,34.04,0.8945
2008-03-05,2198066.0,26770432.56,12.84,8.84,6.38,30.5,2.0,2770254.66,2077843.0,227460.0,25306226.43,,,59766.0,,,,,0.05,,3500.0,,,,59766.0,,,6734.0,28.7,0.11,,,83.71,83.71,404275.0,4923699.57,,5.58,83.73,32.29,0.2577,35.34,0.8856
2008-03-06,2260066.0,27585679.02,13.21,9.19,6.56,31.19,2.0,2825130.45,2135843.0,231460.0,26069450.82,,,,0.06,,,,,4000.0,,,,0.06,,,58000.0,,29.34,,,,85.72,85.72,355829.0,4343140.68,,4.89,85.71,31.77,0.2534,34.43,0.907
2008-03-07,2282906.0,27236696.82,13.34,9.66,6.63,31.29,2.0,3059750.72,2133683.0,256460.0,25456360.0,,,23148.0,,,25000.0,,0.35,,25308.0,,,,23148.0,0.34,,,29.11,,,,87.54,87.54,303752.0,3623978.01,,4.15,87.52,31.58,0.2472,33.95,0.9366
2008-03-10,2282906.0,26102678.22,13.34,9.73,6.63,30.79,2.0,2932355.89,2133683.0,256460.0,24396466.95,,,5000.0,,,,,0.08,,5000.0,,,,5000.0,,,,28.63,,,,87.49,87.49,305123.0,3488767.16,,4.07,87.57,31.4,0.247,34.05,0.9361
2008-03-11,2282906.0,26325431.87,13.34,9.74,6.63,29.93,2.0,2957379.87,2138483.0,256460.0,24660011.64,,,,,,,,,,,,,,,,4800.0,,27.88,,,,86.72,86.72,327358.0,3774943.31,,4.26,86.75,31.32,0.2469,34.11,0.9258
2008-03-12,2354492.0,27944571.55,13.76,9.79,6.84,30.89,2.0,3465162.38,2190269.0,291960.0,25995471.12,,,67961.0,0.54,,,,0.22,39800.0,16175.0,,,0.54,67961.0,,,4300.0,28.57,0.06,,,88.82,88.82,275600.0,3270991.76,,3.68,88.6,30.66,0.2406,33.55,0.9548
2008-03-13,2372252.0,27923886.69,13.86,9.76,6.89,31.61,2.0,3440912.08,2207669.0,292320.0,25986572.68,,,9387.0,0.01,,,,,360.0,,,,0.01,9387.0,,8013.0,,29.29,,,,89.35,89.35,263255.0,3098786.63,,3.53,89.25,30.7,0.2386,33.18,0.9601
2008-03-14,2372252.0,29880873.48,13.86,9.73,6.89,31.75,2.0,3682061.15,2207669.0,292320.0,27807786.89,,,,,,,,,,,,,,,,,,29.4,,,,89.33,89.33,263612.0,3320455.34,,3.66,88.94,30.63,0.2381,33.0,0.9599
2008-03-17,2036392.0,24169163.43,11.9,8.13,5.91,28.22,2.0,3469435.09,1871809.0,292320.0,22215790.3,,,7621.0,,,,,4.87,,368481.0,,,,7621.0,,25000.0,,25.8,,,,100.0,75.92,0.0,0.0,,0.0,100.0,23.05,0.2174,34.51,0.8259
2008-03-18,2345200.0,28936842.35,13.7,9.54,6.81,32.13,2.0,3550870.87,2185155.0,287782.0,26962086.71,,,,,,,,,,,,,,,,313346.0,4538.0,29.79,0.08,,,100.0,90.57,0.0,0.0,,0.0,100.0,29.01,0.2347,34.06,0.9721
2008-03-19,2282158.0,26640705.43,13.34,9.9,6.63,31.2,2.0,2813026.37,2139581.0,240976.0,24976336.95,,,6353.0,0.13,,,,0.7,7500.0,53927.0,,,0.13,6353.0,,2000.0,,29.09,,,0.75,97.75,88.8,49304.0,575548.82,,0.69,97.67,29.29,0.2355,33.81,0.9472
2008-03-20,2279257.0,26950546.08,13.32,9.88,6.62,31.01,2.0,3463032.55,2109181.0,292875.0,24939521.84,0.77,,4400.0,,,,54306.0,0.49,,34800.0,0.77,,,4400.0,,,2407.0,28.51,0.04,,,100.0,87.48,0.0,0.0,,0.0,100.0,28.91,0.2288,33.01,0.9453
2008-03-21,2279257.0,26950546.08,13.32,10.0,6.62,30.96,2.0,3463032.55,2109181.0,292875.0,24939521.84,,,,,,,,,,,,,,,,,,28.46,,,,100.0,87.48,0.0,0.0,,0.0,100.0,28.9,0.2287,32.99,0.9453
2008-03-24,2273457.0,26881965.33,13.28,9.98,6.6,30.5,2.0,3463032.55,2103381.0,292875.0,24870941.09,,,1300.0,,,,,0.25,,11400.0,,,,1300.0,,4300.0,,28.02,,,,100.0,87.25,0.0,0.0,,0.0,100.0,28.32,0.2278,33.35,0.9431
2008-03-25,2283064.0,26934805.87,13.34,10.02,6.63,30.41,2.0,3563859.81,2103781.0,302082.0,24819686.54,,,5400.0,0.09,,,,0.09,9207.0,5000.0,,,0.09,5400.0,,,,27.85,,,,100.0,87.95,0.0,0.0,,0.0,100.0,28.26,0.2269,33.29,0.9544
2008-03-26,2235437.0,26670357.8,13.06,9.51,6.49,29.77,2.0,3632365.3,2067546.0,304455.0,24667298.42,,,23683.0,0.19,,,,0.8,13765.0,59918.0,,,0.19,23683.0,,,11392.0,27.4,0.17,,,100.0,87.19,0.0,0.0,,0.0,100.0,26.9,0.224,33.68,0.9427
2008-03-27,2231637.0,27080318.85,13.04,9.34,6.48,30.21,2.0,3654459.75,2067044.0,301157.0,25083026.76,,,9751.0,,,,,0.13,,10253.0,,,,9751.0,,,3298.0,27.85,0.04,,,100.0,92.64,0.0,0.0,,0.0,100.0,27.26,0.2239,33.35,1.0002
2008-03-28,2199537.0,27373672.42,12.85,9.17,6.39,30.06,2.0,3623506.37,2044944.0,291157.0,25449732.0,,,3615.0,,,,,0.42,,31615.0,,,,3615.0,,5900.0,10000.0,27.82,0.13,,,100.0,92.97,0.0,0.0,,0.0,100.0,26.43,0.225,33.99,1.0
2008-03-31,1961444.0,25071713.53,11.46,8.3,5.7,27.78,2.0,3771409.78,1748762.0,295050.0,22353154.06,,,,0.08,,,,3.39,5000.0,250459.0,,,0.08,,,,1107.0,24.8,0.01,0.61,,100.0,84.08,0.0,0.0,45723.0,0.0,100.0,23.23,0.2107,32.66,0.9431
2008-04-01,2000868.0,26250086.29,11.69,8.5,5.81,29.34,2.0,3799901.46,1818221.0,289641.0,23853876.49,,,3333.0,0.51,,6000.0,,0.12,31000.0,8500.0,,,0.51,3333.0,0.09,74626.0,42409.0,26.64,0.57,,,100.0,89.81,0.0,0.0,,0.0,100.0,25.38,0.2115,31.4,0.9883
2008-04-02,1950868.0,25767168.98,11.4,8.26,5.67,28.81,2.0,3825593.83,1743595.0,289641.0,23029496.1,,,,,,,,1.08,,74626.0,,,,,,,,25.71,,,,100.0,86.12,0.0,0.0,,0.0,100.0,23.39,0.2094,32.21,0.9636
2008-04-03,1946242.0,26448419.73,11.37,8.31,5.65,29.13,2.0,3805258.67,1748595.0,280015.0,23762499.48,,5000.0,800.0,,0.07,,,0.01,,800.0,,5000.0,,800.0,,,9626.0,26.1,0.1,,,100.0,87.9,0.0,0.0,,0.0,100.0,23.62,0.2103,32.19,0.9783
2008-04-04,1946042.0,26549275.08,11.37,8.26,5.65,29.46,2.0,3885646.76,1745195.0,284815.0,23809178.9,,,1600.0,0.07,,,,0.02,4800.0,1300.0,,,0.07,1600.0,,1300.0,,26.32,,0.07,,100.0,87.42,0.0,0.0,5000.0,0.0,100.0,23.47,0.2088,32.09,0.9748
2008-04-07,1938543.0,26722099.46,11.33,8.35,5.63,30.11,2.0,3802697.16,1748841.0,275865.0,24107127.43,,3000.0,2446.0,,0.05,1550.0,,0.1,,6800.0,,3000.0,,2446.0,0.02,5000.0,10500.0,27.05,0.06,,,100.0,86.33,0.0,0.0,,0.0,100.0,23.55,0.2113,32.54,0.957
2008-04-08,1932767.0,25665245.63,11.29,8.36,5.61,29.91,2.0,3583541.89,1749065.0,269865.0,23225863.67,,,224.0,,,,,,,,,,,224.0,,,6000.0,26.93,0.09,,,100.0,80.97,0.0,0.0,,0.0,100.0,23.62,0.2117,32.61,0.8948
2008-04-09,1897432.0,24994059.37,11.09,8.37,5.51,28.43,2.0,3258433.24,1742765.0,247365.0,22956697.2,,,,,,,,0.05,,3300.0,,,,,,,22500.0,26.0,0.37,0.05,,100.0,81.24,0.0,0.0,3000.0,0.0,100.0,24.06,0.2168,33.18,0.8845
2008-04-10,1880474.0,24120135.81,10.99,8.49,5.46,27.67,2.0,3108725.1,1730695.0,242365.0,22198976.67,,,,,,,,0.35,,15045.0,,,,,,2975.0,5000.0,25.32,0.07,,,100.0,80.44,0.0,0.0,,0.0,100.0,24.24,0.2174,33.4,0.874
2008-04-11,1881807.0,23552999.14,11.0,8.71,5.46,27.09,2.0,3008447.01,1734028.0,240365.0,21703373.4,,,3333.0,,,,,,,,,,,3333.0,,,2000.0,24.77,0.03,,,100.0,80.59,0.0,0.0,,0.0,100.0,24.19,0.2164,33.3,0.8746
2008-04-14,1936807.0,24189847.12,11.32,9.06,5.62,27.5,2.0,2814707.35,1804028.0,225365.0,22531497.21,,70000.0,,,0.99,,,,,,,70000.0,,,,,15000.0,25.46,0.24,,,81.19,81.19,418009.0,5220744.15,,5.87,81.28,27.22,0.2237,32.53,0.8716
2008-04-15,1924591.0,23934843.21,11.25,9.1,5.59,27.19,2.0,2641513.19,1779312.0,212403.0,22128106.05,,,746.0,0.09,,6000.0,,0.36,6500.0,25462.0,,,0.09,746.0,0.08,,25462.0,25.01,0.38,,,97.25,80.08,50300.0,625547.25,,0.71,97.24,27.47,0.226,32.69,0.8662
2008-04-16,1924591.0,24788439.62,11.25,9.6,5.59,27.39,2.0,2735718.36,1779312.0,212403.0,22917268.18,,,,,,,,,,,,,,,,,,25.26,,,,97.25,80.08,50300.0,647856.36,,0.7,97.31,27.41,0.2279,32.97,0.8662
2008-04-17,1924591.0,24754295.76,11.25,9.8,5.59,28.03,2.0,2731950.16,1779312.0,212403.0,22885701.69,,,,,,,,,,,,,,,,,,25.86,,,,97.25,80.01,50300.0,646963.99,,0.73,97.25,27.53,0.2274,32.85,0.8655
2008-04-18,1924591.0,26085906.16,11.25,10.13,5.59,28.39,2.0,2878910.23,1779312.0,212403.0,24116794.61,,,,,,,,,,,,,,,,,,26.16,,,,97.25,79.96,50300.0,681766.19,,0.73,97.27,27.44,0.227,32.75,0.8649
2008-04-21,1918758.0,25036695.02,11.21,10.21,5.57,28.73,2.0,2882427.61,1764979.0,220903.0,23030127.27,,,5535.0,0.13,,,,0.29,8500.0,19868.0,,,0.13,5535.0,,,,26.37,,,,100.0,79.67,0.0,0.0,,0.0,100.0,27.72,0.2243,32.13,0.8661
2008-04-22,1872969.0,21598225.16,10.94,10.08,5.44,26.25,2.0,1778613.88,1768312.0,154239.0,20391368.32,,,3333.0,0.0,,,,,360.0,,,,0.0,3333.0,,,32800.0,24.53,0.47,,0.52,100.0,87.4,0.0,0.0,,0.0,100.0,28.45,0.2303,32.39,0.9257
2008-04-23,1912811.0,22278241.6,11.18,9.32,5.56,25.6,2.0,2577019.15,1758672.0,221263.0,20483006.28,0.52,,,0.42,,,34224.0,0.25,32800.0,10000.0,0.52,,0.42,,,360.0,,23.18,,,,100.0,87.51,0.0,0.0,,0.0,100.0,26.74,0.2187,32.19,0.9518
2008-04-24,1909811.0,21464023.15,11.16,9.28,5.55,25.48,2.0,2453018.69,1758672.0,218263.0,19765399.05,,,,,,,,,,,,,,,,,3000.0,23.08,0.05,,,100.0,87.84,0.0,0.0,,0.0,100.0,26.85,0.2184,32.11,0.9538
2008-04-25,1913311.0,22029486.99,11.18,9.56,5.56,24.86,2.0,2484252.8,1764672.0,215763.0,20318086.74,,,9529.0,,,,,0.12,,3529.0,,,,9529.0,,,2500.0,22.58,0.05,,,100.0,88.24,0.0,0.0,,0.0,100.0,26.59,0.2171,31.92,0.9567
2008-04-28,1910311.0,22333850.75,11.16,9.7,5.55,25.1,2.0,2487457.32,1764672.0,212763.0,20631154.33,,,,0.02,,,,,1000.0,,,,0.02,,,,4000.0,23.04,0.05,,,88.3,88.3,233867.0,2734188.66,,3.07,88.23,26.85,0.2214,32.32,0.9559
2008-04-29,1910311.0,21808547.73,11.16,9.91,5.55,25.11,2.0,2428951.12,1764672.0,212763.0,20145899.56,,,,,,,,,,,,,,,,,,23.0,,,,100.0,88.57,0.0,0.0,,0.0,100.0,26.92,0.2197,31.98,0.9588
2008-04-30,1932257.0,22059088.29,11.29,10.61,5.61,25.07,2.0,2486032.26,1786618.0,217763.0,20396440.13,,,34032.0,,,5000.0,,0.17,,12086.0,,,,34032.0,0.06,,,22.98,,,,100.0,89.58,0.0,0.0,,0.0,100.0,26.48,0.2145,31.72,0.9688
