,PIG FP Equity_DX_SI_QTY,PIG FP Equity_DX_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PIG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PIG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PIG FP Equity_DX_SI_MV,PIG FP Equity_DX_DSS,PIG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY,PIG FP Equity_DX_BROKER_SI_QTY,PIG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PIG FP Equity_DX_BROKER_SI_MV_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_x,PIG FP Equity_DX_BROKER_SI_MV_INC_x,PIG FP Equity_DX_SUPPLY_SI_MV_NEW,PIG FP Equity_DX_BROKER_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_NEW,PIG FP Equity_DX_SUPPLY_SI_MV_DEC,PIG FP Equity_DX_BROKER_SI_QTY_INC,PIG FP Equity_DX_SUPPLY_SI_QTY_DEC,PIG FP Equity_DX_BROKER_SI_MV_NEW_y,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PIG FP Equity_DX_BROKER_SI_MV_INC_y,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_y,PIG FP Equity_DX_BROKER_SI_MV_ADD,PIG FP Equity_DX_SUPPLY_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_DEC,PIG FP Equity_DX_SUPPLY_SI_MV,PIG FP Equity_DX_BROKER_SI_MV_DEC,PIG FP Equity_DX_SUPPLY_SI_MV_RMV,PIG FP Equity_DX_BROKER_SI_MV_RMV,PIG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PIG FP Equity_DX_UTILIZATION_QUANTITY,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PIG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PIG FP Equity_DX_ACTIVE_UTILIZATION_MV,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PIG FP Equity_DX_BROKER_SI_CON_RATIO,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PIG FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-02-15,72257.0,982100.46,0.58,3.27,0.23,1.1,0.0,391578.87,54686.0,28810.0,743279.48,,,,,,,,,,,,,,,,,,0.83,,,,100.0,4.05,0.0,0.0,,0.0,100.0,21.89,0.3879,56.93,0.0535
2017-02-16,74957.0,1018798.23,0.6,2.84,0.24,1.04,0.0,428276.64,47386.0,31510.0,644059.57,,,,0.14,,,,0.11,10000.0,7300.0,,,0.14,,,,7300.0,0.65,0.12,,,100.0,3.51,0.0,0.0,,0.0,100.0,21.21,0.3859,55.18,0.0555
2017-02-17,92110.0,1251937.85,0.74,3.37,0.29,1.27,0.0,395139.91,64539.0,29072.0,877199.18,,,,,,,,0.13,,9776.0,,,,,,26929.0,2438.0,0.89,0.03,,,100.0,4.78,0.0,0.0,,0.0,100.0,36.94,0.37,46.59,0.0682
2017-02-20,93906.0,1268024.65,0.75,3.39,0.3,1.3,0.0,416814.53,66335.0,30868.0,895729.93,,,,,,1796.0,,,,,,,,,0.03,1796.0,,0.92,,,,100.0,4.89,0.0,0.0,,0.0,100.0,36.21,0.3555,45.62,0.0692
2017-02-21,93906.0,1262475.31,0.75,3.41,0.3,1.31,0.0,777024.74,66335.0,57797.0,891809.89,,,,0.39,,,,,26929.0,,,,0.39,,,,,0.91,,,,100.0,4.88,0.0,0.0,,0.0,100.0,35.66,0.3586,46.44,0.0691
2017-02-22,97291.0,1303192.21,0.78,3.46,0.31,1.35,0.0,819519.85,65720.0,61182.0,880305.39,,,,0.04,,,,0.01,3385.0,615.0,,,0.04,,,,,0.9,,,,100.0,4.83,0.0,0.0,,0.0,100.0,34.56,0.3425,44.73,0.0714
2017-02-23,97291.0,1292651.69,0.78,3.59,0.31,1.34,0.0,812891.38,65720.0,61182.0,873185.28,,,,,,,,,,,,,,,,,,0.89,,,,100.0,4.78,0.0,0.0,,0.0,100.0,34.57,0.3425,44.71,0.0708
2017-02-24,100291.0,1341401.02,0.8,3.62,0.32,1.37,0.0,858439.94,65720.0,64182.0,879010.83,,,,0.04,,,,,3000.0,,,,0.04,,,,,0.89,,,,100.0,4.71,0.0,0.0,,0.0,100.0,33.49,0.332,43.47,0.0718
2017-02-27,89809.0,1188819.8,0.72,3.2,0.29,1.24,0.0,826530.84,56885.0,62440.0,752998.19,,,,,,,,0.12,,8835.0,,,,,,,1742.0,0.77,0.02,,,100.0,4.03,0.0,0.0,,0.0,100.0,27.81,0.3437,48.43,0.0636
2017-02-28,97188.0,1287454.32,0.78,3.49,0.31,1.33,0.0,924895.8,56885.0,69819.0,753558.45,,,,,,7917.0,,,,,,,,,0.11,,538.0,0.77,0.01,,,100.0,4.0,0.0,0.0,,0.0,100.0,25.68,0.3005,44.85,0.0683
2017-03-01,91840.0,1224749.97,0.74,3.28,0.29,1.26,0.0,859765.41,56885.0,64471.0,758600.85,,,,,,,,,,,,,,,,,5348.0,0.77,0.07,,,100.0,3.98,0.0,0.0,,0.0,100.0,27.11,0.3298,47.47,0.0642
2017-03-02,91620.0,1243473.13,0.73,3.32,0.29,1.26,0.0,872019.12,56665.0,64251.0,769061.39,,,,,,,,0.0,,220.0,,,,,,,220.0,0.77,0.0,,,100.0,4.06,0.0,0.0,,0.0,100.0,27.19,0.3308,47.51,0.0657
2017-03-03,89452.0,1219335.01,0.72,3.27,0.29,1.25,0.0,846263.65,55850.0,62083.0,761300.59,,,,,,,,0.0,,815.0,,,,,,,2168.0,0.77,0.03,,,100.0,3.91,0.0,0.0,,0.0,100.0,27.99,0.34,48.54,0.0626
2017-03-06,88845.0,1215436.12,0.71,3.23,0.28,1.25,0.0,841016.95,55357.0,61476.0,757306.51,,,,,,,,0.01,,493.0,,,,,,,607.0,0.77,0.01,,,100.0,3.87,0.0,0.0,,0.0,100.0,28.13,0.3452,48.97,0.0621
2017-03-07,88845.0,1220686.38,0.71,3.22,0.28,1.25,0.0,844649.85,55357.0,61476.0,760577.81,,,,,,,,,,,,,,,,,,0.77,,,,100.0,3.92,0.0,0.0,,0.0,100.0,28.09,0.3456,49.04,0.063
2017-03-08,88845.0,1232937.0,0.71,3.07,0.28,1.26,0.0,853126.62,55357.0,61476.0,768210.85,,,,,,,,,,,,,,,,,,0.77,,,,100.0,3.86,0.0,0.0,,0.0,100.0,28.07,0.3454,49.03,0.062
2017-03-09,87786.0,1226022.36,0.7,3.03,0.28,1.26,0.0,843785.95,54298.0,60417.0,758327.78,,,,,,,,0.01,,1059.0,,,,,,,1059.0,0.76,0.02,,,100.0,3.79,0.0,0.0,,0.0,100.0,28.47,0.3498,49.55,0.0613
2017-03-10,87786.0,1223428.52,0.7,3.08,0.28,1.26,0.0,842000.78,54298.0,60417.0,756723.42,,,,,,,,,,,,,,,,,,0.77,,,,100.0,3.79,0.0,0.0,,0.0,100.0,28.56,0.3495,49.47,0.0612
2017-03-13,86913.0,1159901.03,0.7,3.14,0.28,1.25,0.0,806297.57,53425.0,60417.0,712985.55,,,,,,,,0.01,,873.0,,,,,,,,0.76,,,,100.0,3.72,0.0,0.0,,0.0,100.0,28.8,0.3583,50.2,0.0606
2017-03-14,87786.0,1168957.85,0.7,3.11,0.28,1.21,0.0,804512.41,54298.0,60417.0,723031.84,,,,,,,,,,,,,,,,873.0,,0.74,,,,100.0,3.78,0.0,0.0,,0.0,100.0,28.41,0.3509,49.7,0.0612
2017-03-15,87786.0,1116216.41,0.7,3.14,0.28,1.2,0.0,768214.14,54298.0,60417.0,690409.84,,,,,,,,,,,,,,,,,,0.73,,,,100.0,3.78,0.0,0.0,,0.0,100.0,28.6,0.3509,49.58,0.0612
2017-03-16,97786.0,1236626.66,0.78,2.8,0.31,1.27,0.0,827280.04,59298.0,65417.0,749897.61,,,,0.06,,,,,5000.0,,,,0.06,,,5000.0,,0.76,,,,100.0,4.13,0.0,0.0,,0.0,100.0,25.71,0.2907,44.46,0.0681
2017-03-17,109786.0,1384056.54,0.88,3.06,0.35,1.43,0.0,912950.85,74298.0,72417.0,936664.35,,,5000.0,0.09,,,,,7000.0,,,,0.09,5000.0,,10000.0,,0.95,,,,47.17,5.17,83219.0,1049130.14,,1.07,47.17,22.83,0.2566,39.79,0.0765
2017-03-20,113750.0,1400420.04,0.91,3.37,0.36,1.47,0.0,940355.9,73262.0,76381.0,901956.69,,,,0.06,,,,0.01,5000.0,1036.0,,,0.06,,,,1036.0,0.94,0.01,,,46.51,5.1,84255.0,1037295.74,,1.08,46.51,22.1,0.2448,38.53,0.0792
2017-03-21,114750.0,1400299.39,0.92,3.39,0.37,1.45,0.0,944283.81,73262.0,77381.0,894019.47,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.91,,,,46.51,5.1,84255.0,1028167.54,,1.05,46.56,21.92,0.2466,38.94,0.0799
2017-03-22,114750.0,1378825.87,0.92,3.38,0.37,1.44,0.0,929803.27,73262.0,77381.0,880309.73,,,,,,,,,,,,,,,,,,0.91,,,,46.51,5.07,84255.0,1012400.65,,1.05,46.5,21.88,0.247,39.03,0.0794
2017-03-23,114750.0,1421772.91,0.92,3.37,0.37,1.42,0.0,958764.35,73262.0,77381.0,907729.21,,,,,,,,,,,,,,,,,,0.89,,,,46.51,5.07,84255.0,1043934.44,,1.03,46.5,21.75,0.2453,38.81,0.0794
2017-03-24,114750.0,1471501.06,0.92,3.4,0.37,1.47,0.0,992298.24,73262.0,77381.0,939478.09,,,,,,,,,,,,,,,,,,0.92,,,,46.51,5.07,84255.0,1080447.25,,1.06,46.5,21.78,0.2454,38.79,0.0794
2017-03-27,113596.0,1466772.07,0.91,3.21,0.36,1.48,0.0,984256.79,72108.0,76227.0,931071.52,,,,,,,,0.01,,1154.0,,,,,,,1154.0,0.94,0.01,,,45.78,4.99,85409.0,1102816.43,,1.11,45.83,22.29,0.2452,38.72,0.0786
2017-03-28,112611.0,1459599.16,0.9,3.2,0.36,1.5,0.0,975243.62,71123.0,75242.0,921855.51,,,,,,,,0.01,,985.0,,,,,,,985.0,0.94,0.01,,,45.15,4.92,86394.0,1119789.45,,1.14,45.09,22.19,0.2499,39.72,0.0779
2017-03-29,113611.0,1516200.3,0.91,3.42,0.36,1.52,0.0,1017490.76,71123.0,76242.0,949174.94,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.94,,,,45.15,4.93,86394.0,1152974.7,,1.15,45.06,21.9,0.2473,39.27,0.0787
2017-03-30,113384.0,1500886.82,0.91,3.78,0.36,1.56,0.0,1006225.85,70896.0,76015.0,938464.61,,,,,,,,0.0,,227.0,,,,,,,227.0,0.96,0.0,,,45.01,4.91,86621.0,1146619.6,,1.18,44.94,22.07,0.249,39.51,0.0785
2017-03-31,112301.0,1507566.16,0.9,3.87,0.36,1.54,0.0,1005912.21,70813.0,74932.0,950617.38,,,,,,,,0.0,,83.0,,,,,,,1083.0,0.96,0.02,,,44.98,4.9,86621.0,1162829.25,,1.17,44.9,22.21,0.2501,39.78,0.0777
2017-04-03,112301.0,1514202.54,0.9,3.9,0.36,1.55,0.0,1010340.29,70813.0,74932.0,954802.05,,,,,,,,,,,,,,,,,,0.97,,,,44.98,4.9,86621.0,1167948.09,,1.18,44.96,22.29,0.2503,39.78,0.0777
2017-04-04,86932.0,1172141.44,0.7,3.03,0.28,1.21,0.0,1010340.29,45444.0,74932.0,612740.94,,,,,,,,0.35,,25369.0,,,,,,,,0.62,,,,34.41,3.15,86621.0,1167948.09,,1.18,34.41,18.71,0.3323,51.21,0.0602
2017-04-05,86932.0,1162723.21,0.7,3.06,0.28,1.21,0.0,1002222.14,45444.0,74932.0,607817.53,,,,,,,,,,,,,,,,,,0.62,,,,34.41,3.15,86621.0,1158563.56,,1.19,34.41,18.73,0.3329,51.28,0.0602
2017-04-06,87232.0,1166735.73,0.7,3.04,0.28,1.2,0.0,1006234.67,45444.0,75232.0,607817.53,,,,0.0,,,,,300.0,,,,0.0,,,,,0.62,,,,34.41,3.17,86621.0,1158563.56,,1.18,34.41,18.98,0.3315,51.05,0.0608
2017-04-07,92474.0,1225007.73,0.74,3.34,0.29,1.28,0.0,1066043.12,44858.0,80474.0,594236.18,,,,0.02,,4191.0,,0.01,1637.0,586.0,,,0.02,,0.06,,586.0,0.61,0.01,,,34.12,3.15,86621.0,1147472.74,,1.18,34.11,21.99,0.312,48.18,0.065
2017-04-10,92474.0,1207702.78,0.74,3.4,0.29,1.26,0.0,1050983.78,49049.0,80474.0,640575.88,,,,,,,,,,,,,,,,4191.0,,0.66,,,,36.15,3.45,86621.0,1131263.09,,1.17,36.15,21.97,0.3126,48.27,0.065
2017-04-11,92467.0,1197593.47,0.74,3.41,0.29,1.25,0.0,1042174.55,49042.0,80467.0,635171.24,,,,,,,,0.0,,7.0,,,,,,,7.0,0.65,0.0,,,36.15,3.43,86621.0,1121878.55,,1.15,36.15,22.02,0.3116,48.11,0.0647
2017-04-12,91554.0,1172242.8,0.73,3.4,0.29,1.22,0.0,1018596.72,48129.0,79554.0,616236.03,,,,,,,,0.01,,913.0,,,,,,,913.0,0.63,0.01,,,35.72,3.37,86621.0,1109081.46,,1.14,35.72,21.22,0.3137,48.64,0.064
2017-04-13,91554.0,1140682.42,0.73,3.37,0.29,1.21,0.0,991172.96,48129.0,79554.0,599645.06,,,,,,,,,,,,,,,,,,0.63,,,,35.72,3.37,86621.0,1079221.57,,1.13,35.72,21.15,0.3168,49.06,0.064
2017-04-14,91554.0,1140682.42,0.73,3.32,0.29,1.2,0.0,991172.96,48129.0,79554.0,599645.06,,,,,,,,,,,,,,,,,,0.61,,,,35.72,3.37,86621.0,1079221.57,,1.1,35.72,20.98,0.3192,49.4,0.064
2017-04-17,91554.0,1140682.42,0.73,3.32,0.29,1.18,0.0,991172.96,48129.0,79554.0,599645.06,,,,,,,,,,,,,,,,,,0.61,,,,100.0,3.37,0.0,0.0,,0.0,100.0,21.29,0.3127,48.48,0.064
2017-04-18,91321.0,1150371.47,0.73,3.31,0.29,1.17,0.0,999207.36,47896.0,79321.0,603346.35,,,,,,,,0.0,,233.0,,,,,,,233.0,0.6,0.01,,,100.0,3.39,0.0,0.0,,0.0,100.0,20.94,0.3126,48.56,0.0647
2017-04-19,90444.0,1158030.54,0.73,3.24,0.29,1.18,0.0,1004384.46,47019.0,78444.0,602023.77,,,,,,,,0.01,,877.0,,,,,,,877.0,0.6,0.01,,,100.0,3.28,0.0,0.0,,0.0,100.0,20.16,0.3144,48.99,0.0631
2017-04-20,90444.0,1143777.86,0.73,3.18,0.29,1.19,0.0,992022.8,47019.0,78444.0,594614.25,,,,,,,,,,,,,,,,,,0.61,,,,100.0,3.28,0.0,0.0,,0.0,100.0,20.26,0.3165,49.25,0.0631
2017-04-21,84444.0,1070395.42,0.68,3.04,0.27,1.11,0.0,956313.21,44019.0,75444.0,557976.13,,,,,,,,0.04,,3000.0,,,,,,,3000.0,0.57,0.04,,,100.0,3.07,0.0,0.0,,0.0,100.0,21.62,0.3451,52.58,0.059
2017-04-24,84444.0,1131109.38,0.68,3.01,0.27,1.11,0.0,1010556.3,44019.0,75444.0,589625.12,,,,,,,,,,,,,,,,,,0.56,,,,100.0,3.07,0.0,0.0,,0.0,100.0,21.46,0.34,52.01,0.0589
2017-04-25,84444.0,1126950.89,0.68,2.84,0.27,1.17,0.0,1006841.02,44019.0,75444.0,587457.38,,,,,,,,,,,,,,,,,,0.6,,,,100.0,3.07,0.0,0.0,,0.0,100.0,21.65,0.3451,52.57,0.0589
2017-04-26,84444.0,1131109.38,0.68,2.82,0.27,1.17,0.0,1010556.3,44019.0,75444.0,589625.12,,,,,,,,,,,,,,,,,,0.6,,,,100.0,3.07,0.0,0.0,,0.0,100.0,21.61,0.3449,52.56,0.0589
2017-04-27,84444.0,1130277.69,0.68,2.88,0.27,1.17,0.0,1009813.25,44019.0,75444.0,589191.58,,,,,,,,,,,,,,,,,,0.6,,,,100.0,3.07,0.0,0.0,,0.0,100.0,21.63,0.3452,52.58,0.059
2017-04-28,83571.0,1119415.73,0.67,2.89,0.27,1.16,0.0,1010556.3,43146.0,75444.0,577931.47,,,,,,,,0.01,,873.0,,,,,,,,0.58,,,,100.0,3.01,0.0,0.0,,0.0,100.0,21.85,0.3516,53.09,0.0584
2017-05-01,83571.0,1119415.73,0.67,3.91,0.27,1.16,0.0,1010556.3,43146.0,75444.0,577931.47,,,,,,,,,,,,,,,,,,0.59,,,,100.0,3.01,0.0,0.0,,0.0,100.0,21.85,0.3518,53.11,0.0584
2017-05-02,83571.0,1118592.63,0.67,3.91,0.27,1.16,0.0,1009813.25,43146.0,75444.0,577506.53,,,,,,,,,,,,,,,,,,0.59,,,,100.0,3.01,0.0,0.0,,0.0,100.0,21.83,0.352,53.13,0.0583
2017-05-03,79571.0,1086212.87,0.64,3.86,0.25,1.11,0.0,1002574.03,41146.0,73444.0,561678.44,,,,,,,,0.03,,2000.0,,,,,,,2000.0,0.56,0.03,,,100.0,2.85,0.0,0.0,,0.0,100.0,22.86,0.3767,55.59,0.0551
2017-05-04,79571.0,1119912.12,0.64,3.56,0.25,1.13,0.0,1033678.42,41146.0,73444.0,579104.25,,,,,,,,,,,,,,,,,,0.57,,,,100.0,2.94,0.0,0.0,,0.0,100.0,22.84,0.3754,55.45,0.0569
2017-05-05,78040.0,1102976.0,0.63,3.4,0.25,1.14,0.0,1004041.71,39615.0,71040.0,559897.41,,,,,,,,0.03,,2404.0,,,,,,873.0,2404.0,0.56,0.03,,,100.0,2.78,0.0,0.0,,0.0,100.0,20.35,0.3795,56.73,0.0548
2017-05-08,76070.0,1101355.82,0.61,3.08,0.24,1.12,0.0,1000008.5,37645.0,69070.0,545031.42,,,,,,,,0.03,,1970.0,,,,,,,1970.0,0.54,0.03,,,100.0,2.64,0.0,0.0,,0.0,100.0,18.23,0.3882,58.1,0.0533
2017-05-09,69137.0,1022768.55,0.55,2.83,0.22,1.05,0.0,919215.02,37645.0,62137.0,556896.05,,,,,,,,,,,,,,,,,6933.0,0.56,0.09,,,100.0,2.64,0.0,0.0,,0.0,100.0,20.0,0.353,54.04,0.0484
2017-05-10,69137.0,1020725.73,0.55,2.57,0.22,1.06,0.0,917379.04,37645.0,62137.0,555783.74,,,,,,,,,,,,,,,,,,0.57,,,,100.0,2.64,0.0,0.0,,0.0,100.0,20.09,0.3546,54.2,0.0484
2017-05-11,69137.0,1020044.79,0.55,2.69,0.22,1.06,0.0,916767.05,37645.0,62137.0,555412.97,,,,,,,,,,,,,,,,,,0.56,,,,100.0,3.07,0.0,0.0,,0.0,100.0,20.09,0.3544,54.18,0.0563
2017-05-12,76799.0,1116448.83,0.62,2.94,0.24,1.17,0.0,1014687.84,41223.0,69799.0,599270.43,,,,0.11,,,,,7662.0,,,,0.11,,,3578.0,,0.61,,,,100.0,3.33,0.0,0.0,,0.0,100.0,27.99,0.3341,48.92,0.0621
2017-05-15,76799.0,1116448.83,0.62,2.94,0.24,1.15,0.0,1014687.84,41223.0,69799.0,599270.43,,,,,,,,,,,,,,,,,,0.61,,,,100.0,3.33,0.0,0.0,,0.0,100.0,27.93,0.3331,48.82,0.0621
2017-05-16,92799.0,1360927.2,0.74,3.77,0.3,1.4,0.0,1258269.95,57223.0,85799.0,839193.71,,,,,,16000.0,,,,,,,,,0.25,16000.0,,0.84,,,,100.0,4.63,0.0,0.0,,0.0,100.0,22.99,0.2565,40.14,0.075
2017-05-17,82422.0,1184391.66,0.66,3.34,0.26,1.25,0.0,1083802.72,46846.0,75422.0,673169.93,,,,,,,,0.16,,10377.0,,,,,,,10377.0,0.69,0.16,,,100.0,3.79,0.0,0.0,,0.0,100.0,26.06,0.294,45.5,0.0666
2017-05-18,82422.0,1177085.61,0.66,3.33,0.26,1.23,0.0,1077117.16,46846.0,75422.0,669017.4,,,,,,,,,,,,,,,,,,0.69,,,,100.0,3.79,0.0,0.0,,0.0,100.0,25.98,0.2936,45.49,0.0666
2017-05-19,82422.0,1204686.24,0.66,3.29,0.26,1.22,0.0,1102373.7,46846.0,75422.0,684704.71,,,,,,,,,,,,,,,,,,0.68,,,,100.0,3.79,0.0,0.0,,0.0,100.0,25.89,0.2916,45.26,0.0666
2017-05-22,88422.0,1288028.31,0.71,3.52,0.28,1.34,0.0,1186060.49,51846.0,81422.0,755231.91,,,5000.0,0.01,,5000.0,,,1000.0,,,,0.01,5000.0,0.08,,,0.77,,,,100.0,4.19,0.0,0.0,,0.0,100.0,24.21,0.2587,42.32,0.0715
2017-05-23,86422.0,1252085.21,0.69,3.37,0.28,1.31,0.0,1179645.02,49846.0,81422.0,722170.74,,,,,,,,0.03,,2000.0,,,,,,,,0.74,,,,100.0,3.46,0.0,0.0,,0.0,100.0,24.71,0.27,43.3,0.06
2017-05-24,86422.0,1227401.0,0.69,3.21,0.28,1.3,0.0,1156388.93,49846.0,81422.0,707933.52,,,,,,,,,,,,,,,,,,0.73,,,,100.0,3.46,0.0,0.0,,0.0,100.0,24.79,0.2708,43.38,0.06
2017-05-25,86422.0,1217186.84,0.69,3.18,0.28,1.27,0.0,1146765.72,49846.0,81422.0,702042.25,,,,,,,,0.02,,1393.0,,,,,,1393.0,,0.72,,,,100.0,3.46,0.0,0.0,,0.0,100.0,24.75,0.27,43.28,0.06
2017-05-26,86422.0,1212079.77,0.69,3.18,0.28,1.26,0.0,1141954.12,49846.0,81422.0,699096.62,,,,,,,,,,,,,,,,,,0.71,,,,100.0,3.46,0.0,0.0,,0.0,100.0,24.77,0.2693,43.19,0.06
2017-05-29,89422.0,1268246.79,0.72,3.25,0.29,1.31,0.0,1197333.21,49846.0,84422.0,706951.64,,,,0.04,,,,,3000.0,,,,0.04,,,,,0.71,,,,100.0,3.46,0.0,0.0,,0.0,100.0,23.82,0.2576,41.88,0.062
2017-05-30,89422.0,1339585.67,0.72,3.15,0.29,1.31,0.0,1264683.2,49846.0,84422.0,746717.67,,,,,,,,0.0,,234.0,,,,,,234.0,,0.72,,,,100.0,3.46,0.0,0.0,,0.0,100.0,24.02,0.2512,40.83,0.062
2017-05-31,89422.0,1338704.94,0.72,3.08,0.29,1.39,0.0,1263851.72,47661.0,84422.0,713515.87,,,265.0,,,,,0.04,,2450.0,,,,265.0,,,,0.72,,,,100.0,3.31,0.0,0.0,,0.0,100.0,23.94,0.2572,41.76,0.0621
2017-06-01,89304.0,1349252.31,0.72,3.11,0.28,1.39,0.0,1273709.65,47543.0,84304.0,718304.92,,,158.0,,,,,0.0,,276.0,,,,158.0,,,118.0,0.73,0.0,,,100.0,3.3,0.0,0.0,,0.0,100.0,23.76,0.2573,41.87,0.0619
2017-06-02,87795.0,1362771.04,0.7,3.11,0.28,1.38,0.0,1285160.07,47543.0,82795.0,737971.68,,,176.0,,,,,0.0,,176.0,,,,176.0,,,1509.0,0.73,0.02,,,100.0,3.3,0.0,0.0,,0.0,100.0,24.15,0.2615,42.35,0.0609
2017-06-05,87795.0,1329912.35,0.7,3.05,0.28,1.41,0.0,1254172.71,47543.0,82795.0,720177.95,,,,,,,,,,,,,,,,,,0.75,,,,100.0,3.3,0.0,0.0,,0.0,100.0,24.28,0.2645,42.73,0.0609
2017-06-06,91325.0,1399574.99,0.73,3.21,0.29,1.44,0.0,1322948.93,55544.0,86325.0,851223.58,,,8620.0,0.12,,,,0.04,7386.0,2369.0,,,0.12,8620.0,,1750.0,3856.0,0.86,0.07,,,100.0,3.87,0.0,0.0,,0.0,100.0,19.08,0.2436,40.7,0.0636
2017-06-07,89147.0,1334588.01,0.71,3.28,0.28,1.42,0.0,1259734.79,51155.0,84147.0,765823.3,,,,,,,,0.07,,4389.0,,,,,,,2178.0,0.79,0.03,,,100.0,3.57,0.0,0.0,,0.0,100.0,19.0,0.2494,41.93,0.0622
2017-06-08,84147.0,1268851.3,0.67,2.83,0.27,1.32,0.0,1231153.84,48655.0,81647.0,733667.98,,,6502.0,,,,,0.18,,11530.0,,,,6502.0,,2528.0,2500.0,0.74,0.04,,,100.0,3.42,0.0,0.0,,0.0,100.0,20.05,0.2705,44.17,0.0591
2017-06-09,84573.0,1278606.82,0.68,2.79,0.27,1.33,0.0,1240810.87,48655.0,82073.0,735584.82,,,,0.04,,,,,2637.0,,,,0.04,,,,2211.0,0.75,0.04,,,100.0,3.43,0.0,0.0,,0.0,100.0,17.24,0.263,44.09,0.0596
2017-06-12,86784.0,1302631.36,0.7,2.81,0.28,1.36,0.0,1231919.06,50866.0,82073.0,763500.72,,,,,,,,,,,,,,,,2211.0,,0.78,,,,100.0,3.6,0.0,0.0,,0.0,100.0,19.34,0.2593,43.02,0.0614
2017-06-13,84573.0,1291101.35,0.68,2.75,0.27,1.33,0.0,1252936.05,48655.0,82073.0,742772.94,,,,,,,,0.03,,2211.0,,,,,,,,0.74,,,,100.0,3.47,0.0,0.0,,0.0,100.0,17.22,0.262,43.97,0.0603
2017-06-14,84573.0,1291101.35,0.68,2.77,0.27,1.35,0.0,1252936.05,48655.0,82073.0,742772.94,,,,,,,,,,,,,,,,,,0.75,,,,100.0,3.47,0.0,0.0,,0.0,100.0,17.26,0.2628,44.06,0.0604
2017-06-15,83243.0,1277356.37,0.67,2.92,0.27,1.34,0.0,1238994.09,47325.0,80743.0,726197.88,,,,,,,,0.02,,1330.0,,,,,,,1330.0,0.74,0.02,,,100.0,3.38,0.0,0.0,,0.0,100.0,17.46,0.2668,44.82,0.0595
2017-06-16,83243.0,1301952.44,0.67,3.0,0.27,1.33,0.0,1262851.49,47325.0,80743.0,740181.15,,,,,,,,,,,,,,,,,,0.74,,,,100.0,3.38,0.0,0.0,,0.0,100.0,17.52,0.2656,44.67,0.0595
2017-06-19,83243.0,1279815.97,0.67,3.01,0.27,1.36,0.0,1241379.83,47325.0,80743.0,727596.21,,,,,,,,,,,,,,,,,,0.75,,,,100.0,3.38,0.0,0.0,,0.0,100.0,17.55,0.2678,44.93,0.0595
2017-06-20,91807.0,1432279.82,0.74,3.39,0.29,1.48,0.0,1393277.35,55889.0,89307.0,871923.57,,,,0.14,,,,,8564.0,,,,0.14,,,8564.0,,0.88,,,,100.0,5.03,0.0,0.0,,0.0,100.0,22.44,0.2511,40.4,0.0826
2017-06-21,91807.0,1443130.42,0.74,3.72,0.29,1.49,0.0,1403832.48,55889.0,89307.0,878529.05,,,,,,,,,,,,,,,,,,0.88,,,,100.0,3.96,0.0,0.0,,0.0,100.0,22.31,0.2513,40.47,0.065
2017-06-22,91807.0,1434088.25,0.74,3.77,0.29,1.51,0.0,1395036.54,55889.0,89307.0,873024.48,,,,,,,,,,,,,,,,,,0.89,,,,100.0,3.97,0.0,0.0,,0.0,100.0,22.35,0.2521,40.56,0.0652
2017-06-23,86844.0,1356562.79,0.7,3.65,0.28,1.41,0.0,1317511.08,55426.0,84344.0,865792.1,,,,0.04,,,,0.01,3000.0,463.0,,,0.04,,,,7963.0,0.88,0.13,,,100.0,3.93,0.0,0.0,,0.0,100.0,23.03,0.2257,34.42,0.0617
2017-06-26,86453.0,1349603.62,0.69,3.65,0.28,1.41,0.0,1310576.53,55426.0,83953.0,865246.21,,,,,,,,,,,,,,,,,391.0,0.88,0.0,,,100.0,3.93,0.0,0.0,,0.0,100.0,23.14,0.226,34.57,0.0614
