,ALDNE FP Equity_DX_SI_QTY,ALDNE FP Equity_DX_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDNE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDNE FP Equity_DX_SI_MV,ALDNE FP Equity_DX_DSS,ALDNE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SUPPLY_SI_QTY,ALDNE FP Equity_DX_BROKER_SI_QTY,ALDNE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_x,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDNE FP Equity_DX_BROKER_SI_MV_INC_x,ALDNE FP Equity_DX_BROKER_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_NEW,ALDNE FP Equity_DX_SUPPLY_SI_MV_DEC,ALDNE FP Equity_DX_BROKER_SI_QTY_INC,ALDNE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_y,ALDNE FP Equity_DX_BROKER_SI_MV_INC_y,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDNE FP Equity_DX_BROKER_SI_MV_ADD,ALDNE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_DEC,ALDNE FP Equity_DX_SUPPLY_SI_MV,ALDNE FP Equity_DX_BROKER_SI_MV_DEC,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDNE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDNE FP Equity_DX_BROKER_SI_CON_RATIO,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDNE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDNE FP Equity_PX_LAST
2023-12-08,8572.0,43202.88,0.19,1.15,0.07,0.04,0.0,21601.44,4286.0,4286.0,21601.44,,,,,,,,,,,,,,,0.02,,100.0,1.54,0.0,0.0,0.0,100.0,6.51,0.8783,93.49,0.0308,5.04
2023-12-11,8572.0,43888.64,0.19,1.18,0.07,0.04,0.0,21944.32,4286.0,4286.0,21944.32,,,,,,,,,,,,,,,0.02,,100.0,1.55,0.0,0.0,0.0,100.0,6.37,0.8807,93.63,0.031,5.12
2023-12-12,8572.0,42431.4,0.19,1.15,0.07,0.04,0.0,21215.7,4286.0,4286.0,21215.7,,,,,,,,,,,,,,,0.02,,100.0,1.55,0.0,0.0,0.0,100.0,6.52,0.8781,93.48,0.031,4.95
2023-12-13,8572.0,40631.28,0.19,1.12,0.07,0.04,0.0,20315.64,4286.0,4286.0,20315.64,,,,,,,,,,,,,,,0.02,,100.0,1.56,0.0,0.0,0.0,100.0,6.55,0.8776,93.45,0.0311,4.74
2023-12-14,8572.0,42002.8,0.19,1.09,0.07,0.04,0.0,21001.4,4286.0,4286.0,21001.4,,,,,,,,,,,,,,,0.02,,100.0,1.56,0.0,0.0,0.0,100.0,6.32,0.8817,93.68,0.0311,4.9
2023-12-15,8572.0,39859.8,0.19,1.13,0.07,0.04,0.0,19929.9,4286.0,4286.0,19929.9,,,,,,,,,,,,,,,0.02,,100.0,1.57,0.0,0.0,0.0,100.0,6.57,0.8772,93.43,0.0314,4.65
2023-12-18,8572.0,39945.52,0.19,0.89,0.07,0.04,0.0,19972.76,4286.0,4286.0,19972.76,,,,,,,,,,,,,,,0.02,,100.0,1.59,0.0,0.0,0.0,100.0,6.41,0.88,93.59,0.0318,4.66
2023-12-19,8572.0,40116.96,0.19,0.89,0.07,0.04,0.0,20058.48,4286.0,4286.0,20058.48,,,,,,,,,,,,,,,0.02,,100.0,1.62,0.0,0.0,0.0,100.0,6.4,0.8801,93.6,0.0324,4.68
2023-12-20,8572.0,39345.48,0.19,0.86,0.07,0.04,0.0,19672.74,4286.0,4286.0,19672.74,,,,,,,,,,,,,,,0.02,,100.0,1.62,0.0,0.0,0.0,100.0,6.47,0.8789,93.53,0.0324,4.59
2023-12-21,8572.0,38659.72,0.19,0.83,0.07,0.04,0.0,19329.86,4286.0,4286.0,19329.86,,,,,,,,,,,,,,,0.02,,100.0,1.62,0.0,0.0,0.0,100.0,6.47,0.879,93.53,0.0325,4.51
2023-12-22,8572.0,37973.96,0.19,0.81,0.07,0.04,0.0,18986.98,4286.0,4286.0,18986.98,,,,,,,,,,,,,,,0.02,,100.0,1.64,0.0,0.0,0.0,100.0,6.47,0.879,93.53,0.0328,4.43
2023-12-25,8572.0,37973.96,0.19,0.77,0.07,0.04,0.0,18986.98,4286.0,4286.0,18986.98,,,,,,,,,,,,,,,0.02,,100.0,1.64,0.0,0.0,0.0,100.0,6.42,0.8799,93.58,0.0328,
2023-12-26,8572.0,37973.96,0.19,0.77,0.07,0.04,0.0,18986.98,4286.0,4286.0,18986.98,,,,,,,,,,,,,,,0.02,,100.0,1.63,0.0,0.0,0.0,100.0,6.42,0.8798,93.58,0.0326,
2023-12-27,8572.0,38574.0,0.19,0.77,0.07,0.04,0.0,19287.0,4286.0,4286.0,19287.0,,,,,,,,,,,,,,,0.02,,100.0,1.65,0.0,0.0,0.0,100.0,6.37,0.8807,93.63,0.0329,4.5
2023-12-28,8572.0,39859.8,0.19,0.74,0.07,0.04,0.0,19929.9,4286.0,4286.0,19929.9,,,,,,,,,,,,,,,0.02,,100.0,1.66,0.0,0.0,0.0,100.0,6.32,0.8816,93.68,0.0332,4.65
2023-12-29,8572.0,41488.48,0.19,0.64,0.07,0.04,0.0,20744.24,4286.0,4286.0,20744.24,,,,,,,,,,,,,,,0.02,,100.0,1.67,0.0,0.0,0.0,100.0,6.3,0.882,93.7,0.0334,4.84
2024-01-01,8572.0,41488.48,0.19,0.6,0.07,0.04,0.0,20744.24,4286.0,4286.0,20744.24,,,,,,,,,,,,,,,0.02,,100.0,1.67,0.0,0.0,0.0,100.0,6.42,0.8799,93.58,0.0334,
2024-01-02,8572.0,40545.56,0.19,0.6,0.07,0.04,0.0,20272.78,4286.0,4286.0,20272.78,,,,,,,,,,,,,,,0.02,,100.0,1.67,0.0,0.0,0.0,100.0,6.49,0.8787,93.51,0.0334,4.73
2024-01-03,8534.0,38146.98,0.19,0.58,0.07,0.04,0.0,19073.49,4267.0,4267.0,19073.49,,,,,,0.0,,19.0,,,,,,19.0,0.02,0.0,100.0,1.66,0.0,0.0,0.0,100.0,6.16,0.8844,93.84,0.0333,4.47
2024-01-04,8022.0,35056.14,0.18,0.54,0.06,0.04,0.0,17528.07,4011.0,4011.0,17528.07,,,,,,0.0,,256.0,,,,,,256.0,0.02,0.0,1.56,1.56,252384.0,1102918.08,1.12,1.58,,1.0,100.0,0.0313,4.37
2024-01-05,8022.0,36018.78,0.18,0.53,0.06,0.04,0.0,18009.39,4011.0,4011.0,18009.39,,,,,,,,,,,,,,,0.02,,1.56,1.56,252384.0,1133204.16,1.12,1.54,,1.0,100.0,0.0313,4.49
2024-01-08,8022.0,35938.56,0.18,0.5,0.06,0.04,0.0,17969.28,4011.0,4011.0,17969.28,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1129533.44,1.13,1.57,,1.0,100.0,0.0313,4.48
2024-01-09,8022.0,35938.56,0.18,0.5,0.06,0.04,0.0,17969.28,4011.0,4011.0,17969.28,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1129533.44,1.13,1.56,,1.0,100.0,0.0313,4.48
2024-01-10,8172.0,36610.56,0.18,0.5,0.06,0.04,0.0,18305.28,4086.0,4086.0,18305.28,,75.0,,75.0,,,,,,,75.0,0.0,,,0.02,,100.0,1.59,0.0,0.0,0.0,100.0,1.84,0.964,98.16,0.0319,4.48
2024-01-11,8854.0,38514.9,0.2,0.55,0.07,0.04,0.0,19257.45,4427.0,4427.0,19257.45,,341.0,0.0,,,,341.0,,,0.0,341.0,,,,0.02,,100.0,1.73,0.0,0.0,0.0,100.0,9.52,0.8277,90.48,0.0345,4.35
2024-01-12,8854.0,38160.74,0.2,0.55,0.07,0.04,0.0,19080.37,4427.0,4427.0,19080.37,,,,,,,,,,,,,,,0.02,,100.0,1.73,0.0,0.0,0.0,100.0,9.44,0.8291,90.56,0.0345,4.31
2024-01-15,8854.0,39046.14,0.2,0.55,0.07,0.04,0.0,19523.07,4427.0,4427.0,19523.07,,,,,,,,,,,,,,,0.02,,100.0,1.73,0.0,0.0,0.0,100.0,9.44,0.8291,90.56,0.0345,4.41
2024-01-16,8854.0,38957.6,0.2,0.54,0.07,0.04,0.0,19478.8,4427.0,4427.0,19478.8,,,,,,,,,,,,,,,0.02,,100.0,1.73,0.0,0.0,0.0,100.0,9.41,0.8296,90.59,0.0345,4.4
2024-01-17,8854.0,38514.9,0.2,0.53,0.07,0.04,0.0,19257.45,4427.0,4427.0,19257.45,,,,,,,,,,,,,,,0.02,,100.0,1.73,0.0,0.0,0.0,100.0,9.45,0.8289,90.55,0.0345,4.35
2024-01-18,8704.0,36382.72,0.19,0.51,0.07,0.04,0.0,18191.36,4352.0,4352.0,18191.36,,,,,,0.0,,75.0,,,,,,75.0,0.02,0.0,100.0,1.7,0.0,0.0,0.0,100.0,7.98,0.8532,92.02,0.0339,4.18
2024-01-19,8022.0,34093.5,0.18,0.47,0.06,0.03,0.0,17046.75,4011.0,4011.0,17046.75,,,,,,0.0,,341.0,,,,,,341.0,0.02,0.0,1.56,1.56,252469.0,1072993.25,1.09,1.52,,1.0,100.0,0.0313,4.25
2024-01-22,8022.0,33692.4,0.18,0.47,0.06,0.03,0.0,16846.2,4011.0,4011.0,16846.2,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1058937.6,1.07,1.57,,1.0,100.0,0.0313,4.2
2024-01-23,8022.0,36099.0,0.18,0.47,0.06,0.03,0.0,18049.5,4011.0,4011.0,18049.5,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1134576.0,1.1,1.51,,1.0,100.0,0.0313,4.5
2024-01-24,8022.0,37623.18,0.18,0.45,0.06,0.04,0.0,18811.59,4011.0,4011.0,18811.59,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1182480.32,1.16,1.54,,1.0,100.0,0.0313,4.69
2024-01-25,8022.0,36660.54,0.18,0.43,0.06,0.04,0.0,18330.27,4011.0,4011.0,18330.27,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1152224.96,1.17,1.58,,1.0,100.0,0.0313,4.57
2024-01-26,8022.0,36901.2,0.18,0.44,0.06,0.04,0.0,18450.6,4011.0,4011.0,18450.6,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1159788.8,1.16,1.56,,1.0,100.0,0.0313,4.6
2024-01-29,8022.0,36500.1,0.18,0.45,0.06,0.04,0.0,18250.05,4011.0,4011.0,18250.05,,,,,,,,,,,,,,,0.02,,1.57,1.57,252128.0,1147182.4,1.16,1.57,,1.0,100.0,0.0313,4.55
2024-01-30,7422.0,33027.9,0.16,0.42,0.06,0.03,0.0,15178.95,4011.0,3411.0,17848.95,,,,,,,,,,,,,,600.0,0.02,0.0,1.57,1.57,252128.0,1121969.6,1.14,1.58,,1.0,100.0,0.029,4.45
2024-01-31,6422.0,27743.04,0.14,0.36,0.05,0.03,0.0,13007.52,3411.0,3011.0,14735.52,,,,,,0.0,,600.0,,,,,,400.0,0.02,0.0,1.33,1.33,252128.0,1089192.96,1.11,1.35,,1.0,100.0,0.0251,4.32
2024-02-01,6022.0,25894.6,0.13,0.39,0.05,0.03,0.0,12947.3,3011.0,3011.0,12947.3,,,,,,0.0,,400.0,,,,,,,0.01,,1.18,1.18,252128.0,1084150.4,1.09,1.18,,1.0,100.0,0.0236,4.3
2024-02-02,6022.0,26255.92,0.13,0.39,0.05,0.03,0.0,13127.96,3011.0,3011.0,13127.96,,,,,,,,,,,,,,,0.01,,1.18,1.18,252128.0,1099278.08,1.09,1.17,,1.0,100.0,0.0236,4.36
2024-02-05,6022.0,26015.04,0.13,0.37,0.05,0.03,0.0,13007.52,3011.0,3011.0,13007.52,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1084224.96,1.09,1.19,,1.0,100.0,0.0237,4.32
2024-02-06,6022.0,26075.26,0.13,0.37,0.05,0.03,0.0,13037.63,3011.0,3011.0,13037.63,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1086734.74,1.09,1.18,,1.0,100.0,0.0237,4.33
2024-02-07,6022.0,25292.4,0.13,0.38,0.05,0.03,0.0,12646.2,3011.0,3011.0,12646.2,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1054107.6,1.07,1.2,,1.0,100.0,0.0237,4.2
2024-02-08,6022.0,25292.4,0.13,0.39,0.05,0.03,0.0,12646.2,3011.0,3011.0,12646.2,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1054107.6,1.05,1.18,,1.0,100.0,0.0237,4.2
2024-02-09,6022.0,24690.2,0.13,0.38,0.05,0.03,0.0,12345.1,3011.0,3011.0,12345.1,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1029009.8,1.04,1.2,,1.0,100.0,0.0237,4.1
2024-02-12,6022.0,25533.28,0.13,0.42,0.05,0.03,0.0,12766.64,3011.0,3011.0,12766.64,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1064146.72,1.05,1.17,,1.0,100.0,0.0237,4.24
2024-02-13,6022.0,26015.04,0.13,0.43,0.05,0.03,0.0,13007.52,3011.0,3011.0,13007.52,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1084224.96,1.07,1.17,,1.0,100.0,0.0237,4.32
2024-02-14,6022.0,26858.12,0.13,0.36,0.05,0.03,0.0,13429.06,3011.0,3011.0,13429.06,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1119361.88,1.1,1.17,,1.0,100.0,0.0237,4.46
2024-02-15,6022.0,26918.34,0.13,0.34,0.05,0.03,0.0,13459.17,3011.0,3011.0,13459.17,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1121871.66,1.1,1.2,,1.0,100.0,0.0237,4.47
2024-02-16,6022.0,26978.56,0.13,0.33,0.05,0.03,0.0,13489.28,3011.0,3011.0,13489.28,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1124381.44,1.12,1.18,,1.0,100.0,0.0237,4.48
2024-02-19,6022.0,26858.12,0.13,0.32,0.05,0.03,0.0,13429.06,3011.0,3011.0,13429.06,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1119361.88,1.12,1.19,,1.0,100.0,0.0237,4.46
2024-02-20,6022.0,26617.24,0.13,0.31,0.05,0.03,0.0,13308.62,3011.0,3011.0,13308.62,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1109322.76,1.12,1.19,,1.0,100.0,0.0237,4.42
2024-02-21,6022.0,25111.74,0.13,0.31,0.05,0.03,0.0,12555.87,3011.0,3011.0,12555.87,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1046578.26,1.08,1.22,,1.0,100.0,0.0237,4.17
2024-02-22,6022.0,24389.1,0.13,0.29,0.05,0.02,0.0,12194.55,3011.0,3011.0,12194.55,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,1016460.9,1.03,1.2,,1.0,100.0,0.0237,4.05
2024-02-23,6022.0,22582.5,0.13,0.29,0.05,0.02,0.0,11291.25,3011.0,3011.0,11291.25,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,941167.5,1.0,1.21,,1.0,100.0,0.0237,3.75
2024-02-26,6022.0,22823.38,0.13,0.28,0.05,0.02,0.0,11411.69,3011.0,3011.0,11411.69,,,,,,,,,,,,,,,0.01,,1.19,1.19,250978.0,951206.62,0.95,1.18,,1.0,100.0,0.0237,3.79
2024-02-27,6022.0,22281.4,0.13,0.28,0.05,0.02,0.0,11140.7,3011.0,3011.0,11140.7,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,927242.2,0.94,1.2,,1.0,100.0,0.0237,3.7
2024-02-28,6022.0,21077.0,0.13,0.28,0.05,0.02,0.0,10538.5,3011.0,3011.0,10538.5,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,877121.0,0.9,1.22,,1.0,100.0,0.0237,3.5
2024-02-29,6022.0,19993.04,0.13,0.26,0.05,0.02,0.0,9996.52,3011.0,3011.0,9996.52,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,832011.92,0.88,1.19,,1.0,100.0,0.0237,3.32
2024-03-01,6022.0,20053.26,0.13,0.26,0.05,0.02,0.0,10026.63,3011.0,3011.0,10026.63,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,834517.98,0.83,1.18,,1.0,100.0,0.0237,3.33
2024-03-04,6022.0,19872.6,0.13,0.25,0.05,0.02,0.0,9936.3,3011.0,3011.0,9936.3,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,826999.8,0.83,1.19,,1.0,100.0,0.0237,3.3
2024-03-05,6022.0,19812.38,0.13,0.25,0.05,0.02,0.0,9906.19,3011.0,3011.0,9906.19,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,824493.74,0.83,1.19,,1.0,100.0,0.0237,3.29
2024-03-06,6022.0,19691.94,0.13,0.26,0.05,0.02,0.0,9845.97,3011.0,3011.0,9845.97,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,819481.62,0.82,1.19,,1.0,100.0,0.0237,3.27
2024-03-07,6022.0,19691.94,0.13,0.25,0.05,0.02,0.0,9845.97,3011.0,3011.0,9845.97,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,819481.62,0.82,1.19,,1.0,100.0,0.0237,3.27
2024-03-08,6022.0,19872.6,0.13,0.25,0.05,0.02,0.0,9936.3,3011.0,3011.0,9936.3,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,826999.8,0.82,1.18,,1.0,100.0,0.0237,3.3
2024-03-11,6022.0,19872.6,0.13,0.24,0.05,0.02,0.0,9936.3,3011.0,3011.0,9936.3,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,826999.8,0.83,1.19,,1.0,100.0,0.0237,3.3
2024-03-12,6022.0,19270.4,0.13,0.24,0.05,0.02,0.0,9635.2,3011.0,3011.0,9635.2,,,,,,,,,,,,,,,0.01,,1.19,1.19,250606.0,801939.2,0.82,1.2,,1.0,100.0,0.0237,3.2
2024-03-13,7360.0,22374.4,0.16,0.26,0.06,0.02,0.0,11187.2,3680.0,3680.0,11187.2,,669.0,,669.0,,,,,,,669.0,0.0,,,0.01,,100.0,1.45,0.0,0.0,0.0,100.0,18.56,0.6977,81.44,0.029,3.04
2024-03-14,11818.0,35926.72,0.26,0.41,0.09,0.04,0.0,17963.36,5909.0,5909.0,17963.36,,2229.0,0.01,,,,2229.0,,,0.01,2229.0,,,,0.02,,100.0,2.3,0.0,0.0,0.0,100.0,49.04,0.5002,50.96,0.0461,3.04
2024-03-15,11818.0,36635.8,0.26,0.4,0.09,0.04,0.0,18317.9,5909.0,5909.0,18317.9,,,,,,,,,,,,,,,0.02,,100.0,2.3,0.0,0.0,0.0,100.0,48.8,0.5003,51.2,0.0461,3.1
2024-03-18,11818.0,35572.18,0.26,0.41,0.09,0.04,0.0,17786.09,5909.0,5909.0,17786.09,,,,,,,,,,,,,,,0.02,,100.0,2.31,0.0,0.0,0.0,100.0,49.41,0.5001,50.59,0.0463,3.01
2024-03-19,11818.0,35217.64,0.26,0.41,0.09,0.04,0.0,17608.82,5909.0,5909.0,17608.82,,,,,,,,,,,,,,,0.02,,100.0,2.31,0.0,0.0,0.0,100.0,49.17,0.5001,50.83,0.0463,2.98
2024-03-20,11818.0,34626.74,0.26,0.41,0.09,0.04,0.0,17313.37,5909.0,5909.0,17313.37,,,,,,,,,,,,,,,0.02,,100.0,2.31,0.0,0.0,0.0,100.0,49.25,0.5001,50.75,0.0463,2.93
2024-03-21,10480.0,29868.0,0.23,0.36,0.08,0.03,0.0,14934.0,5240.0,5240.0,14934.0,,,,,,0.0,,669.0,,,,,,669.0,0.02,0.0,100.0,2.06,0.0,0.0,0.0,100.0,42.87,0.5102,57.13,0.0412,2.85
2024-03-22,10480.0,31440.0,0.23,0.37,0.08,0.03,0.0,15720.0,5240.0,5240.0,15720.0,,,,,,,,,,,,,,,0.01,,100.0,2.06,0.0,0.0,0.0,100.0,41.9,0.5131,58.1,0.0412,3.0
2024-03-25,10180.0,31456.2,0.23,0.33,0.08,0.03,0.0,15264.6,5240.0,4940.0,16191.6,,,,,,,,,,,,,,300.0,0.02,0.0,100.0,2.06,0.0,0.0,0.0,100.0,43.44,0.5086,56.56,0.0401,3.09
2024-03-26,9880.0,31023.2,0.22,0.31,0.08,0.03,0.0,15511.6,4940.0,4940.0,15511.6,,,,,,0.0,,300.0,,,,,,,0.02,,100.0,1.95,0.0,0.0,0.0,100.0,44.92,0.5052,55.08,0.039,3.14
2024-03-27,9880.0,29640.0,0.22,0.34,0.08,0.03,0.0,14820.0,4940.0,4940.0,14820.0,,,,,,,,,,,,,,,0.02,,100.0,1.95,0.0,0.0,0.0,100.0,45.68,0.5037,54.32,0.0391,3.0
2024-03-28,9880.0,26676.0,0.22,0.36,0.08,0.03,0.0,13338.0,4940.0,4940.0,13338.0,,,,,,,,,,,,,,,0.01,,100.0,1.96,0.0,0.0,0.0,100.0,46.39,0.5026,53.61,0.0391,2.7
2024-03-29,9880.0,26676.0,0.22,0.32,0.08,0.03,0.0,13338.0,4940.0,4940.0,13338.0,,,,,,,,,,,,,,,0.01,,100.0,1.96,0.0,0.0,0.0,100.0,45.14,0.5047,54.86,0.0391,
2024-04-01,9880.0,26676.0,0.22,0.32,0.08,0.03,0.0,13338.0,4940.0,4940.0,13338.0,,,,,,,,,,,,,,,0.01,,100.0,1.96,0.0,0.0,0.0,100.0,45.14,0.5047,54.86,0.0391,
2024-04-02,7651.0,20581.19,0.17,0.25,0.06,0.02,0.0,7292.59,4940.0,2711.0,13288.6,,,,,,,,,,,,,,2229.0,0.01,0.01,100.0,1.96,0.0,0.0,0.0,100.0,29.17,0.5868,70.83,0.0303,2.69
2024-04-03,5422.0,14585.18,0.12,0.18,0.04,0.01,0.0,7292.59,2711.0,2711.0,7292.59,,,,,,0.01,,2229.0,,,,,,,0.01,,1.07,1.07,249966.0,672408.54,0.67,1.07,,1.0,100.0,0.0215,2.69
2024-04-04,5422.0,14585.18,0.12,0.18,0.04,0.01,0.0,7292.59,2711.0,2711.0,7292.59,,,,,,,,,,,,,,,0.01,,1.04,1.04,258167.0,694469.23,0.69,1.04,,1.0,100.0,0.0208,2.69
2024-04-05,5422.0,13717.66,0.12,0.18,0.04,0.01,0.0,6858.83,2711.0,2711.0,6858.83,,,,,,,,,,,,,,,0.01,,1.04,1.04,258167.0,653162.51,0.68,1.07,,1.0,100.0,0.0208,2.53
2024-04-08,5422.0,13555.0,0.12,0.19,0.04,0.01,0.0,6777.5,2711.0,2711.0,6777.5,,,,,,,,,,,,,,,0.01,,1.08,1.08,248978.0,622445.0,0.67,1.02,,1.0,100.0,0.0215,2.5
2024-04-09,5561.0,14569.82,0.12,0.19,0.04,0.01,0.0,3733.5,4136.0,1425.0,10836.32,,1425.0,,1425.0,,,,,,,1425.0,0.0,,2711.0,0.01,0.01,100.0,1.63,0.0,0.0,0.0,100.0,48.75,0.5003,51.25,0.022,2.62
2024-04-10,2850.0,7410.0,0.06,0.09,0.02,0.01,0.0,3705.0,1425.0,1425.0,3705.0,,,,,,0.01,,2711.0,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.6
2024-04-11,2850.0,7609.5,0.06,0.09,0.02,0.01,0.0,3804.75,1425.0,1425.0,3804.75,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.67
2024-04-12,2850.0,7410.0,0.06,0.09,0.02,0.01,0.0,3705.0,1425.0,1425.0,3705.0,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.6
2024-04-15,2850.0,7723.5,0.06,0.1,0.02,0.01,0.0,3861.75,1425.0,1425.0,3861.75,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.71
2024-04-16,2850.0,7524.0,0.06,0.1,0.02,0.01,0.0,3762.0,1425.0,1425.0,3762.0,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.64
2024-04-17,2850.0,7723.5,0.06,0.1,0.02,0.01,0.0,3861.75,1425.0,1425.0,3861.75,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.71
2024-04-18,2850.0,7980.0,0.06,0.1,0.02,0.01,0.0,3990.0,1425.0,1425.0,3990.0,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.8
2024-04-19,2850.0,7581.0,0.06,0.1,0.02,0.01,0.0,3790.5,1425.0,1425.0,3790.5,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.66
2024-04-22,2850.0,7980.0,0.06,0.1,0.02,0.01,0.0,3990.0,1425.0,1425.0,3990.0,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.8
2024-04-23,2850.0,8749.5,0.06,0.1,0.02,0.01,0.0,4374.75,1425.0,1425.0,4374.75,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,3.07
2024-04-24,2850.0,8607.0,0.06,0.09,0.02,0.01,0.0,4303.5,1425.0,1425.0,4303.5,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,3.02
2024-04-25,2850.0,8008.5,0.06,0.09,0.02,0.01,0.0,4004.25,1425.0,1425.0,4004.25,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.81
2024-04-26,2850.0,7980.0,0.06,0.1,0.02,0.01,0.0,3990.0,1425.0,1425.0,3990.0,,,,,,,,,,,,,,,0.0,,100.0,0.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0114,2.8
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,1425.0,,,,,,1425.0,0.0,0.0,0.0,0.0,248751.0,726352.92,0.71,0.0,,0.0,,0.0,2.92
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,238495.0,703560.25,0.7,0.0,,0.0,,0.0,2.95
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,238495.0,703560.25,0.7,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,238200.0,709836.0,0.71,0.0,,0.0,,0.0,2.98
