,AF FP Equity_DX_SI_QTY,AF FP Equity_DX_SHORT_INTEREST_VALUE,AF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AF FP Equity_DX_SI_MV,AF FP Equity_DX_DSS,AF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY,AF FP Equity_DX_BROKER_SI_QTY,AF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AF FP Equity_DX_BROKER_SI_MV_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_INC_x,AF FP Equity_DX_BROKER_SI_MV_INC_x,AF FP Equity_DX_SUPPLY_SI_MV_NEW,AF FP Equity_DX_BROKER_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_NEW,AF FP Equity_DX_SUPPLY_SI_MV_DEC,AF FP Equity_DX_BROKER_SI_QTY_INC,AF FP Equity_DX_SUPPLY_SI_QTY_DEC,AF FP Equity_DX_BROKER_SI_MV_NEW_y,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AF FP Equity_DX_BROKER_SI_MV_INC_y,AF FP Equity_DX_SUPPLY_SI_QTY_INC_y,AF FP Equity_DX_BROKER_SI_MV_ADD,AF FP Equity_DX_SUPPLY_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_DEC,AF FP Equity_DX_SUPPLY_SI_MV,AF FP Equity_DX_BROKER_SI_MV_DEC,AF FP Equity_DX_SUPPLY_SI_MV_RMV,AF FP Equity_DX_BROKER_SI_MV_RMV,AF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AF FP Equity_DX_UTILIZATION_QUANTITY,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AF FP Equity_DX_ACTIVE_UTILIZATION_MV,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AF FP Equity_DX_BROKER_SI_CON_RATIO,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AF FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-10-09,31011464.0,844330400.92,11.06,11.82,11.05,897.25,3.0,541005696.58,18855486.0,19870632.0,513366929.53,,,180879.0,4.81,,170000.0,,2.55,280041.0,75458.0,,,4.81,180879.0,4.81,36322.0,135000.0,538.07,4.31,,65.8,76.61,37.91,5756408.0,156726244.03,,161.4,76.93,21.12,0.153,28.91,0.6235
2007-10-10,32900776.0,909633033.09,11.73,12.51,11.73,948.34,3.0,608475956.34,18432578.0,22008140.0,509619646.47,62.78,,183165.0,7.14,,,2206000.0,17.99,250000.0,626785.0,62.78,,7.14,183165.0,,20711.0,318489.0,521.82,11.09,,,36.94,36.94,31471218.0,870108944.67,,902.14,36.65,19.76,0.1376,26.75,0.6593
2007-10-11,33342604.0,906521700.95,11.89,12.52,11.88,965.62,3.0,607402799.37,18491778.0,22340768.0,502756114.85,,,137769.0,12.51,,,,16.19,383627.0,573840.0,,,12.51,137769.0,,495272.0,51000.0,525.69,1.26,,,36.96,36.96,31533442.0,857334042.61,,899.24,36.89,19.76,0.1371,26.64,0.6665
2007-10-12,30984396.0,825196393.89,11.05,11.5,11.04,897.92,3.0,577566387.87,16783884.0,21686408.0,446999210.58,,,20133.0,,,,,2.66,,89920.0,,,,20133.0,,,654360.0,477.78,19.61,40.98,,71.79,35.37,6593980.0,175615123.09,1638106.0,183.71,72.23,20.29,0.1414,27.0,0.6529
2007-10-15,33014764.0,859984055.28,11.77,12.32,11.77,941.59,3.0,577104559.17,18275624.0,22155028.0,476052024.49,,1647700.0,20766.0,13.31,45.79,,,6.11,500272.0,186330.0,,1647700.0,13.31,20766.0,,9603.0,31652.0,508.97,4.4,,,74.14,36.86,6375100.0,166061594.47,,173.88,74.54,20.14,0.1372,26.36,0.6658
2007-10-16,33031372.0,840171570.17,11.78,12.29,11.77,929.82,3.0,565365942.27,18193382.0,22227380.0,462758928.74,,,25397.0,0.0,,,,5.43,88116.0,182639.0,,,0.0,25397.0,,75000.0,15763.0,496.86,0.48,,,74.11,36.84,6357040.0,161694896.55,,169.52,74.56,20.28,0.1366,26.1,0.6688
2007-10-17,32075840.0,826003977.68,11.44,11.79,11.43,890.54,3.0,547895528.53,18189048.0,21276180.0,468396961.64,,,3433.0,,,,,0.52,,7766.0,,,,3433.0,,,951200.0,487.63,29.18,,,73.07,36.64,6703778.0,172632962.8,,180.37,73.0,21.1,0.1298,23.69,0.6461
2007-10-18,32493186.0,828349559.68,11.59,11.85,11.58,905.29,3.0,549757871.13,18414530.0,21565032.0,469442049.09,,,141465.0,11.61,,,,5.04,395852.0,188983.0,,,11.61,141465.0,,273000.0,107000.0,496.4,2.58,,,37.27,37.27,30992666.0,790096767.81,,828.43,37.47,20.71,0.134,25.17,0.6577
2007-10-19,32594802.0,811274685.48,11.62,11.9,11.62,902.94,3.0,538120286.79,18468042.0,21620204.0,459663935.53,,,515719.0,1.9,,,,14.75,79022.0,543842.0,,,1.9,515719.0,,81634.0,23851.0,493.0,1.88,,,37.58,37.58,30674770.0,763485674.31,,804.61,37.99,20.79,0.1337,24.99,0.6633
2007-10-22,31635508.0,791033693.85,11.28,11.51,11.28,868.85,3.0,529079947.45,17529458.0,21159292.0,438317346.22,,,74554.0,1.97,,,,22.16,72156.0,830137.0,,,1.97,74554.0,,,533067.0,461.96,16.27,4.74,,36.45,36.45,30559254.0,764122377.08,183000.0,798.23,36.66,19.96,0.1333,25.62,0.6578
2007-10-23,31366576.0,774997171.25,11.18,11.4,11.18,858.44,3.0,518760425.36,17976506.0,20995868.0,444158817.3,,183000.0,541631.0,7.46,4.74,,,15.47,316165.0,594583.0,,183000.0,7.46,541631.0,,317000.0,479591.0,471.36,13.3,,,36.9,36.9,30735866.0,759413753.22,,797.69,37.14,19.32,0.1332,26.0,0.6439
2007-10-24,31354484.0,766891367.08,11.18,11.3,11.18,853.31,3.0,525075129.72,17968214.0,21467786.0,439479986.29,,,11223.0,13.75,,206000.0,,0.78,532661.0,19516.0,,,13.75,11223.0,5.51,,266742.0,467.64,8.6,,,37.02,37.02,30563098.0,747535057.74,,785.55,37.32,21.16,0.1301,23.87,0.6461
2007-10-25,32071202.0,787799869.73,11.44,11.6,11.43,866.48,3.0,548589658.84,17864882.0,22332994.0,438834556.69,,,5906.0,22.09,,,,4.32,882000.0,157236.0,,,22.09,5906.0,,48000.0,16793.0,461.2,1.83,,,36.66,36.66,30869658.0,758285035.62,,792.5,36.79,22.71,0.1328,23.19,0.6581
2007-10-26,32315680.0,799375812.3,11.52,11.75,11.52,874.92,3.0,552812238.89,18165348.0,22348066.0,449346565.3,,958819.0,157339.0,1.98,24.59,125000.0,,5.37,62915.0,209334.0,,958819.0,1.98,157339.0,3.23,407097.0,172842.0,470.38,4.69,25.88,,37.84,37.84,29840188.0,738140881.51,1013455.0,769.96,37.92,22.63,0.1315,23.04,0.6732
2007-10-29,31665756.0,774201438.29,11.29,11.56,11.29,860.46,3.0,543620831.01,17625838.0,22234736.0,430937102.23,,20548.0,171467.0,4.06,0.53,250000.0,,26.71,150124.0,1050437.0,,20548.0,4.06,171467.0,6.36,318911.0,513455.0,458.56,12.98,,,36.99,36.99,30021086.0,733990622.56,,771.1,37.29,22.1,0.1324,23.48,0.6646
2007-10-30,31270194.0,760936714.06,11.15,11.36,11.15,846.08,3.0,538001744.73,17783584.0,22108828.0,432750176.52,,,255080.0,11.06,,,,3.22,450554.0,119655.0,,,11.06,255080.0,,22320.0,576462.0,458.72,15.22,,,37.46,37.46,29683724.0,722331156.68,,757.21,37.73,22.18,0.1327,23.4,0.6588
2007-10-31,31233052.0,784858837.82,11.14,11.15,11.13,843.83,3.0,550961694.23,17710884.0,21925236.0,445058774.05,,,193050.0,5.31,,,,7.82,225517.0,302419.0,,,5.31,193050.0,,36669.0,409110.0,456.6,11.37,,,38.23,38.23,28621544.0,719233962.81,,744.18,38.03,22.82,0.1361,23.52,0.6741
2007-11-01,32328900.0,786699530.4,11.53,11.34,11.52,883.31,3.0,546165350.21,18284836.0,22444306.0,444947767.93,,,739089.0,20.66,,,,4.11,655071.0,216046.0,,,20.66,739089.0,,50910.0,136000.0,482.96,3.24,,,39.06,39.06,28524644.0,694125814.35,,737.42,39.57,23.02,0.1346,23.19,0.6906
2007-11-02,30712514.0,727659763.19,10.95,10.77,10.95,820.49,3.0,482314729.02,18278008.0,20357176.0,433053802.53,,,6103.0,,,,,0.95,,12931.0,,,,6103.0,,,2087129.0,466.58,62.56,,,39.91,39.91,27525500.0,652151068.18,,694.9,40.17,19.55,0.125,23.5,0.6705
2007-11-05,31035854.0,718676252.79,11.07,11.03,11.06,817.82,3.0,475643837.32,18270594.0,20540560.0,423079771.94,,,3929.0,10.26,,,,0.63,471341.0,12442.0,,,10.26,3929.0,,1100.0,287958.0,457.85,10.01,,,39.85,39.85,27580782.0,638669490.35,,683.95,40.1,19.14,0.1256,23.89,0.6769
2007-11-06,32526222.0,746334870.89,11.6,11.45,11.59,844.68,3.0,509044451.25,18868086.0,22184804.0,432940245.22,,,389223.0,40.4,,,,0.96,1654061.0,21118.0,,,40.4,389223.0,,229387.0,9816.0,460.61,0.29,,,40.66,40.66,27532114.0,631741883.44,,665.88,40.89,18.01,0.1339,26.89,0.701
2007-11-07,35323816.0,786847595.98,12.6,12.81,12.59,904.68,3.0,553579525.98,19267536.0,24851752.0,429189597.81,,,1376443.0,36.83,,1071000.0,,25.05,1595949.0,1020657.0,,,36.83,1376443.0,25.64,43664.0,,463.74,,,,41.55,41.55,27109284.0,603866664.47,,641.55,41.96,19.4,0.127,24.92,0.7617
2007-11-08,35261316.0,775662525.49,12.57,12.77,12.57,891.02,3.0,544747566.69,18452776.0,24764012.0,405915843.71,,8389.0,141403.0,1.41,0.21,,,23.69,102210.0,986662.0,,8389.0,1.41,141403.0,,22112.0,189952.0,435.75,7.13,,,40.14,40.14,27519528.0,605362164.84,,641.51,40.45,19.12,0.1263,24.91,0.767
2007-11-09,35088516.0,757748081.0,12.51,12.85,12.51,879.68,3.0,527025907.95,18213366.0,24404624.0,393323648.54,,,669.0,,,,,7.9,,330080.0,,,,669.0,,90000.0,359388.0,425.03,10.91,,,39.74,39.74,27622282.0,596512294.18,,634.56,40.11,19.03,0.1271,25.1,0.7655
2007-11-12,34323696.0,744189892.79,12.24,12.46,12.23,854.99,3.0,509235285.4,18327600.0,23487066.0,397370221.41,,,112707.0,0.74,,,,2.39,39815.0,52563.0,,,0.74,112707.0,,54090.0,957372.0,422.65,24.02,,,40.27,40.27,27183752.0,589385055.92,,617.86,40.62,19.25,0.1321,25.81,0.7542
2007-11-13,34578692.0,800715353.05,12.33,12.79,12.32,871.5,3.0,563114160.46,18745296.0,24317944.0,434072124.67,,,248294.0,23.46,,183000.0,,7.28,691379.0,408586.0,,,23.46,248294.0,4.42,577988.0,43501.0,438.84,1.39,,,41.46,41.46,26465720.0,612848754.77,,631.14,41.01,18.81,0.1261,25.04,0.7648
2007-11-14,35126996.0,834605175.58,12.53,13.0,12.52,912.76,3.0,591107335.6,18826244.0,24878620.0,447304992.41,,,49274.0,20.39,,,,9.86,569896.0,445188.0,,,20.39,49274.0,,476862.0,9221.0,462.93,0.44,,,41.73,41.73,26287212.0,624574990.32,,649.76,41.6,19.2,0.1258,24.8,0.7786
2007-11-15,35290808.0,829372169.9,12.58,13.01,12.58,930.06,3.0,588072179.15,18855534.0,25023196.0,443125449.22,,,44798.0,19.67,,,,0.22,721622.0,19934.0,,,19.67,44798.0,,4426.0,577045.0,472.56,9.89,,,41.96,41.96,26083734.0,612995969.57,,644.54,42.3,18.35,0.1193,24.11,0.7853
2007-11-16,34951068.0,793941372.47,12.46,13.03,12.46,914.67,3.0,560745359.89,18785402.0,24685260.0,426725382.08,,,443247.0,16.93,,,,20.01,752916.0,784384.0,,,16.93,443247.0,,271006.0,1090851.0,463.08,26.17,,,41.51,41.51,26465458.0,601183976.63,,636.19,42.13,18.87,0.1273,25.28,0.7724
2007-11-19,34744820.0,762637185.75,12.39,12.86,12.38,894.36,3.0,539206884.69,18502104.0,24565608.0,406114998.58,,,9471.0,1.28,,4400.0,,8.39,49400.0,293382.0,,,1.28,9471.0,0.1,612.0,173453.0,442.91,7.52,,,40.59,40.59,27085640.0,594520744.79,,631.16,41.24,18.63,0.1286,25.68,0.7622
2007-11-20,34132952.0,754436953.2,11.37,12.47,11.37,862.89,3.0,528424449.48,18456834.0,23907480.0,407949409.38,,,218559.0,0.03,,,,10.52,142464.0,391843.0,,,0.03,218559.0,,128014.0,800592.0,429.8,21.54,,,40.57,40.57,27034026.0,597530158.19,,625.02,40.75,18.77,0.126,24.87,0.7503
2007-11-21,33116300.0,701203134.49,11.04,12.05,11.03,834.71,3.0,491546143.54,17528090.0,23214656.0,371139035.75,,,8163.0,7.4,,,,22.99,320000.0,966907.0,,,7.4,8163.0,,30000.0,1012825.0,406.19,26.79,,,39.25,39.25,27130106.0,574451716.11,,621.61,39.52,19.6,0.1267,24.23,0.7416
2007-11-22,33087154.0,783604330.09,11.03,11.86,11.02,829.84,3.0,547776688.54,17149518.0,23129494.0,406152688.86,,,63301.0,0.0,,,,10.41,24839.0,441873.0,,,0.0,63301.0,,,110000.0,394.61,3.69,,,38.61,38.6,27273502.0,645919388.05,,651.29,37.73,19.71,0.1274,24.26,0.7448
2007-11-23,31753852.0,773922549.9,10.58,10.97,10.58,836.43,3.0,532043206.7,17049014.0,21829602.0,415528055.88,,8434.0,49996.0,5.88,0.21,,,2.6,211000.0,193728.0,,8434.0,5.88,49996.0,,34793.0,1510893.0,428.72,28.48,,,37.58,37.58,28323894.0,690325704.97,,715.62,37.46,16.82,0.1194,24.24,0.6998
2007-11-26,31781450.0,738072031.63,10.59,10.84,10.59,849.62,3.0,508533045.26,16995568.0,21897480.0,394694181.75,,,209353.0,14.69,,,,6.16,505224.0,269010.0,,,14.69,209353.0,,6211.0,437345.0,432.85,7.36,,,37.71,37.71,28073156.0,651952987.77,,695.71,38.35,16.67,0.1217,25.03,0.7052
2007-11-27,31624622.0,738972824.37,10.54,10.46,10.53,831.43,3.0,513995963.49,16490823.0,21996652.0,385341208.14,,,77259.0,4.8,,,,15.82,251468.0,608448.0,,,4.8,77259.0,,26445.0,152297.0,407.65,6.34,,,36.56,36.56,28610896.0,668551062.04,,698.97,36.84,16.58,0.125,25.79,0.7012
2007-11-28,32271334.0,764901336.01,10.75,10.49,10.75,847.97,3.0,528911367.77,16721301.0,22314872.0,396331477.18,,,404273.0,10.86,,,,5.3,434252.0,223465.0,,,10.86,404273.0,,49670.0,116032.0,416.19,3.48,,,37.28,37.28,28126324.0,666655515.53,,695.18,37.45,16.4,0.1262,26.24,0.7196
2007-11-29,30947670.0,713670487.75,10.31,10.0,10.31,815.99,3.0,484576174.81,16764624.0,21013204.0,386601556.34,,24020.0,53981.0,3.37,0.6,122315.0,,1.35,123228.0,55233.0,,24020.0,3.37,53981.0,3.04,36521.0,1547211.0,419.33,40.28,0.39,,37.63,37.63,27783812.0,640710162.08,15966.0,676.53,38.26,17.49,0.113,22.18,0.6947
2007-11-30,29680826.0,698668494.04,9.89,9.43,9.89,774.52,2.0,462304127.19,16589051.0,19639598.0,390496116.24,,,230929.0,8.48,,4100.0,,12.6,350000.0,500252.0,,,8.48,230929.0,0.1,93749.0,1605390.0,411.91,46.1,,3.04,37.71,37.71,27399580.0,644969358.19,,674.2,37.93,18.06,0.1095,21.07,0.6747
2007-12-03,28643674.0,649566648.57,9.54,9.07,9.54,749.15,2.0,425493039.66,16561167.0,18762792.0,375565709.36,3.02,,81033.0,2.2,,,122315.0,2.54,79081.0,108917.0,3.02,,2.2,81033.0,,,1078202.0,410.6,27.15,,,37.76,37.76,27300712.0,619111640.41,,656.66,38.47,18.88,0.1065,19.08,0.653
2007-12-04,27711742.0,607732703.5,9.23,8.73,9.23,707.55,2.0,406533059.0,16126482.0,18537326.0,353662014.6,,,33934.0,6.64,,,,13.94,423195.0,491919.0,,,6.64,33934.0,,23300.0,648660.0,385.19,17.42,,,36.6,36.6,27933918.0,612605137.03,,648.38,37.27,17.15,0.1023,19.15,0.6289
2007-12-05,27832480.0,619976051.8,9.27,8.66,9.27,703.03,2.0,413238676.76,15921679.0,18551454.0,354659724.34,,,134731.0,8.1,,,,8.39,338176.0,339534.0,,,8.1,134731.0,,,324047.0,375.12,9.54,,,36.48,36.48,27723736.0,617553749.67,,645.38,36.76,16.69,0.1041,20.46,0.6377
2007-12-06,27794788.0,633776394.17,9.26,8.68,9.26,698.06,2.0,418133534.08,15339210.0,18337592.0,349764466.75,,,50228.0,17.96,,,,15.02,760425.0,681710.0,,,17.96,50228.0,,49013.0,974287.0,365.18,28.88,,,35.1,35.1,28358030.0,646619430.92,,671.66,35.22,17.39,0.1151,22.69,0.6361
2007-12-07,27358672.0,647936472.41,9.12,8.32,9.11,695.59,2.0,426547526.62,15521557.0,18010676.0,367597626.41,,,327918.0,8.67,,,,6.64,307638.0,297269.0,,,8.67,327918.0,,151698.0,634555.0,377.95,15.41,,,35.51,35.51,28194176.0,667723745.51,,687.26,35.48,17.81,0.1163,22.91,0.6258
2007-12-10,26881534.0,663924489.52,8.96,8.08,8.95,694.45,2.0,421790671.25,15351734.0,17077816.0,379159617.87,,,51811.0,6.39,,,,4.17,162490.0,221634.0,,,6.39,51811.0,,,1095349.0,386.89,31.07,,,35.52,35.52,27864910.0,688212069.57,,710.74,35.25,18.26,0.1108,20.79,0.622
2007-12-11,27282024.0,659707265.52,9.09,8.11,9.09,720.29,2.0,426270531.34,15163953.0,17628308.0,366679904.98,,,127130.0,19.02,,,,7.32,618923.0,314911.0,,,19.02,127130.0,,,68433.0,394.5,1.23,,,35.35,35.34,27735956.0,670683805.91,,705.61,35.86,19.35,0.1141,20.92,0.6358
2007-12-12,27428900.0,651175745.51,9.14,8.28,9.14,717.06,2.0,418344989.73,15153012.0,17621576.0,359740051.03,,,67570.0,5.2,,,,2.63,226837.0,91471.0,,,5.2,67570.0,,12960.0,233568.0,386.94,6.36,,,35.41,35.41,27645240.0,656311764.85,,690.24,35.92,20.04,0.1149,20.49,0.6409
2007-12-13,26716758.0,619685299.14,8.9,8.07,8.9,691.27,2.0,399237186.5,14826859.0,17212484.0,343903498.87,,,70721.0,11.26,,,,7.92,450000.0,305717.0,,,11.26,70721.0,,23500.0,859092.0,371.59,23.63,2.89,,35.02,35.02,27512644.0,638145579.91,114657.0,671.61,35.62,19.49,0.1142,19.98,0.631
2007-12-14,26511316.0,611365696.37,8.83,7.99,8.83,673.96,2.0,398302851.6,14254302.0,17272040.0,328712134.42,,,27634.0,0.0,,,,15.15,143679.0,600190.0,,,0.0,27634.0,,,84121.0,352.87,2.53,,,33.84,33.84,27862390.0,642522214.47,,674.02,34.36,19.54,0.116,20.23,0.6295
2007-12-17,26429308.0,587707598.19,8.81,8.1,8.8,667.2,2.0,383883932.37,14151950.0,17263324.0,314696417.48,,,9372.0,0.26,,,,2.85,13642.0,115334.0,,,0.26,9372.0,,3609.0,22358.0,344.66,0.87,,,33.68,33.68,27866682.0,619670433.58,,657.26,34.4,19.69,0.1164,20.17,0.629
2007-12-18,25654558.0,573919093.12,8.55,7.94,8.55,629.87,2.0,367342377.49,14250940.0,16420444.0,318808320.96,,,196000.0,,,,,2.71,,97009.0,,,,196000.0,,,842881.0,338.18,28.94,,,34.12,34.12,27511708.0,615465466.43,,642.99,34.47,18.86,0.112,19.06,0.6143
2007-12-19,26114878.0,585217300.81,8.7,8.13,8.7,642.42,2.0,371858289.23,14451240.0,16593894.0,323842817.35,,,87000.0,8.67,,35000.0,,6.72,400000.0,289570.0,,,8.67,87000.0,0.82,402870.0,261550.0,343.95,4.79,,,34.51,34.51,27423700.0,614547144.06,,641.61,34.9,18.58,0.1167,20.29,0.6236
2007-12-20,25673108.0,576300973.4,8.55,8.07,8.55,632.96,2.0,372566225.87,13865267.0,16597114.0,311242677.3,,,4815.0,4.82,,,,13.78,200000.0,590789.0,,,4.82,4815.0,,,196780.0,331.12,4.66,,,33.22,33.22,27875084.0,625730162.58,,653.54,33.63,18.92,0.1203,20.19,0.6151
2007-12-21,25725348.0,585603600.33,8.57,8.16,8.57,634.39,2.0,376587577.85,14284102.0,16543352.0,325158732.89,,114657.0,318294.0,0.33,2.68,,,0.47,13900.0,20116.0,,114657.0,0.33,318294.0,,6000.0,67662.0,341.12,1.65,,,34.13,34.13,27572194.0,627644612.45,,652.94,34.32,18.88,0.1189,19.87,0.6146
2007-12-24,25443696.0,587233115.59,8.48,8.13,8.48,631.03,2.0,375232042.5,14287466.0,16258092.0,329750566.63,,,208.0,,,,,0.01,,453.0,,,,208.0,,3609.0,285260.0,344.17,5.05,,,33.81,33.81,27973902.0,645629535.38,,666.86,34.04,19.05,0.1197,19.93,0.6021
2007-12-25,24843696.0,573385289.82,8.28,8.14,8.28,619.97,2.0,375232042.5,13487398.0,16258092.0,311285229.5,,,3611.0,,,,,4.79,,213679.0,,,,3611.0,,10000.0,,329.11,,14.45,,35.52,35.52,24483554.0,565073317.03,600000.0,585.75,35.97,19.52,0.1231,20.44,0.6543
2007-12-26,25743196.0,594145488.63,8.58,8.43,8.57,644.45,2.0,377542783.03,14437166.0,16358212.0,333205599.16,,600000.0,245387.0,5.61,14.37,,,,177263.0,,,600000.0,5.61,245387.0,,104380.0,77143.0,350.92,0.81,,,34.23,34.23,27740726.0,640247901.01,,665.03,34.54,18.87,0.1173,19.56,0.6103
2007-12-27,25755660.0,578894030.18,8.58,8.44,8.58,643.74,2.0,368034647.77,14433543.0,16374284.0,324413813.39,,,433.0,0.81,,,,0.31,33536.0,12768.0,,,0.81,433.0,,8712.0,17464.0,349.46,0.23,,,34.41,34.41,27514692.0,618430703.82,,651.07,34.93,18.91,0.1173,19.49,0.614
2007-12-28,26013028.0,594145195.77,8.67,8.79,8.66,640.18,2.0,379871859.67,14433630.0,16631654.0,329668346.26,,,88.0,1.78,,153500.0,,,103870.0,,,,1.78,88.0,3.7,,,343.69,,,,34.32,34.32,27627146.0,631012124.73,,654.36,34.44,18.48,0.1161,19.69,0.6185
2007-12-31,26262482.0,604872926.65,8.75,9.11,8.75,652.31,2.0,385002474.76,14448576.0,16716107.0,332777094.38,,,15000.0,9.08,,,,0.0,372453.0,55.0,,,9.08,15000.0,,,288000.0,348.09,6.03,,,34.28,34.28,27696008.0,637889648.64,,662.69,34.44,18.56,0.119,20.91,0.6232
2008-01-01,26439388.0,608947394.93,8.81,9.43,8.81,658.88,2.0,385002474.76,14625456.0,16716107.0,336850963.83,,742962.0,,,17.87,,,0.0,,27.0,,742962.0,,,,,,354.54,,13.34,,33.7,33.7,28768160.0,662583267.4,566055.0,692.84,33.85,18.83,0.1189,20.68,0.6093
2008-01-02,26601570.0,602237839.3,8.86,9.49,8.86,662.76,2.0,385506546.12,14607521.0,17028288.0,330702356.46,,,,7.35,,45200.0,,0.44,276645.0,17935.0,,,7.35,,1.11,,9664.0,353.65,0.17,,,33.73,33.73,28694876.0,649628579.11,,681.7,34.16,18.8,0.1184,20.71,0.6143
2008-01-03,26919592.0,600156822.29,8.97,9.75,8.97,664.3,2.0,387394793.81,14577508.0,17376308.0,324997157.39,,,20000.0,8.82,,,,1.55,361921.0,50013.0,,,8.82,20000.0,,,13900.0,348.53,0.34,,,34.69,34.69,27447520.0,611926673.44,,641.75,35.19,18.43,0.1161,20.6,0.6406
2008-01-04,26986024.0,578378688.92,8.99,9.94,8.99,657.4,2.0,373470528.04,14619189.0,17425408.0,313326163.46,,,125009.0,4.76,,4300.0,,2.73,212681.0,83328.0,,,4.76,125009.0,0.11,,167881.0,342.62,5.35,,,34.9,34.9,27275188.0,584576204.17,,616.7,35.72,18.34,0.119,21.41,0.6441
2008-01-07,26508298.0,561793300.85,8.83,9.74,8.83,635.94,2.0,369081503.02,14151525.0,17415164.0,299914839.56,,,179272.0,0.0,,,,15.09,4216.0,668557.0,,,0.0,179272.0,,21621.0,14462.0,323.81,0.5,,,34.0,34.0,27470472.0,582184761.19,,611.67,34.61,18.89,0.1226,21.92,0.6369
2008-01-08,25772874.0,536828309.11,8.59,9.5,8.58,610.08,2.0,358737370.31,13800695.0,17222812.0,287457415.94,,,79366.0,2.47,,,,9.55,307649.0,430196.0,,,2.47,79366.0,,,500000.0,311.48,12.01,,,33.3,33.3,27636904.0,575654560.03,,605.29,33.98,18.83,0.1183,21.51,0.622
2008-01-09,25804786.0,506602607.59,8.6,9.95,8.6,603.92,2.0,343370301.09,13453455.0,17490232.0,264119818.09,,,85655.0,7.1,,,,1.36,312620.0,56856.0,,,7.1,85655.0,,56000.0,45200.0,296.39,1.24,9.55,,32.91,32.91,27426640.0,538443036.94,432039.0,577.21,33.93,18.69,0.1203,22.04,0.6312
2008-01-10,25835628.0,502754566.83,8.61,9.81,8.61,582.4,2.0,338036597.74,13552350.0,17371076.0,263725188.09,,,95030.0,0.84,,,,1.91,198843.0,74501.0,,,0.84,95030.0,,80265.0,318000.0,284.67,12.46,0.04,,33.25,33.25,27209590.0,529491508.16,1899.0,557.05,33.82,18.19,0.1216,22.8,0.6338
2008-01-11,26354972.0,521442198.67,8.78,10.12,8.78,591.22,2.0,353968082.27,13693252.0,17890418.0,270925707.3,,,160902.0,10.37,,,,0.79,537579.0,35000.0,,,10.37,160902.0,,15000.0,18236.0,287.08,0.64,,,36.67,36.67,23649288.0,467909308.79,,485.68,37.15,17.86,0.1234,23.74,0.7058
2008-01-14,26510950.0,535953142.8,8.83,10.2,8.83,598.45,2.0,364831235.86,13701180.0,18046396.0,276987074.44,,,23971.0,5.18,,,,0.53,240878.0,27053.0,,,5.18,23971.0,,11010.0,84900.0,291.25,1.81,,,33.62,33.62,27046140.0,546772700.85,,568.12,33.89,17.82,0.1223,23.49,0.6506
2008-01-15,26222652.0,511039327.62,8.74,10.13,8.73,599.61,2.0,348883888.39,13861545.0,17902068.0,270140283.16,,,343582.0,5.82,,,,6.36,185896.0,276698.0,,,5.82,343582.0,,93480.0,330223.0,298.69,6.85,,,34.38,34.38,26456556.0,515597758.36,,545.07,35.4,18.25,0.1223,23.1,0.6504
2008-01-16,25600758.0,493035502.31,8.53,9.93,8.53,574.29,2.0,329075584.49,13923309.0,17087176.0,268143843.5,,,56946.0,,,,,0.1,,2682.0,,,,56946.0,,7500.0,814893.0,292.78,21.57,,,34.56,34.56,26367872.0,507809066.29,,533.6,35.43,18.43,0.12,22.1,0.6354
2008-01-17,25466212.0,482884025.35,8.49,9.69,8.48,565.41,2.0,317788800.16,14116430.0,16759463.0,267672260.88,,,275001.0,,,,,1.9,,91880.0,,,,275001.0,,10000.0,327713.0,293.33,8.06,,,34.98,34.98,26236410.0,497488329.7,,524.0,35.89,18.48,0.1197,21.76,0.6311
2008-01-18,26024282.0,469291160.9,8.67,9.87,8.67,569.85,2.0,311203101.06,14149513.0,17257596.0,255155603.6,,,19385.0,8.3,,,,4.43,513132.0,210516.0,,,8.3,19385.0,,224213.0,15000.0,288.82,0.44,,,35.64,35.64,25556808.0,460861286.98,,499.12,36.65,18.34,0.1214,22.45,0.6554
2008-01-21,25771820.0,435615272.09,8.59,9.58,8.58,550.83,2.0,286419785.57,14149455.0,16945134.0,239165052.75,,,,0.17,,,,0.01,52000.0,58.0,,,0.17,,,,364461.0,273.69,10.67,,,36.4,36.4,24725032.0,417921650.17,,446.72,37.99,18.86,0.1236,23.0,0.6629
