,ALWEC FP Equity_DX_SI_QTY,ALWEC FP Equity_DX_SHORT_INTEREST_VALUE,ALWEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWEC FP Equity_DX_SI_MV,ALWEC FP Equity_DX_DSS,ALWEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWEC FP Equity_DX_SUPPLY_SI_QTY,ALWEC FP Equity_DX_BROKER_SI_QTY,ALWEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWEC FP Equity_DX_BROKER_SI_QTY_ADD,ALWEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALWEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWEC FP Equity_DX_BROKER_SI_MV_ADD,ALWEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWEC FP Equity_DX_BROKER_SI_QTY_DEC,ALWEC FP Equity_DX_SUPPLY_SI_MV,ALWEC FP Equity_DX_BROKER_SI_MV_DEC,ALWEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWEC FP Equity_DX_UTILIZATION_QUANTITY,ALWEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWEC FP Equity_DX_BROKER_SI_CON_RATIO,ALWEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWEC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALWEC FP Equity_PX_LAST
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27800.0,0.03,0.0,0.0,,0.0,13.9
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,28000.0,0.03,0.0,0.0,,0.0,14.0
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,28200.0,0.03,0.0,0.0,,0.0,14.1
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27800.0,0.03,0.0,0.0,,0.0,13.9
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,28200.0,0.03,0.0,0.0,,0.0,14.1
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1900.0,27170.0,0.03,0.0,0.0,,0.0,14.3
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1900.0,26980.0,0.03,0.0,0.0,,0.0,14.2
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,28000.0,0.03,0.0,0.0,,0.0,14.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,28000.0,0.03,0.0,0.0,,0.0,14.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27600.0,0.03,0.0,0.0,,0.0,13.8
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27000.0,0.03,0.0,0.0,,0.0,13.5
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27600.0,0.03,0.0,0.0,,0.0,13.8
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27600.0,0.03,0.0,0.0,,0.0,13.8
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27000.0,0.03,0.0,0.0,,0.0,13.5
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27600.0,0.03,0.0,0.0,,0.0,13.8
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,7980.0,0.01,0.0,0.0,,0.0,13.3
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1400.0,18900.0,0.02,0.0,0.0,,0.0,13.5
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1700.0,23120.0,0.02,0.0,0.0,,0.0,13.6
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1700.0,23290.0,0.02,0.0,0.0,,0.0,13.7
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27000.0,0.03,0.0,0.0,,0.0,13.5
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27200.0,0.03,0.0,0.0,,0.0,13.6
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27800.0,0.03,0.0,0.0,,0.0,13.9
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,26600.0,0.03,0.0,0.0,,0.0,13.3
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27200.0,0.03,0.0,0.0,,0.0,13.6
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27200.0,0.03,0.0,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,27200.0,0.03,0.0,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4140.0,0.0,0.0,0.0,,0.0,13.8
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4470.0,0.0,0.0,0.0,,0.0,14.9
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4470.0,0.0,0.0,0.0,,0.0,14.9
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4980.0,0.0,0.0,0.0,,0.0,16.6
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4800.0,0.01,0.0,0.0,,0.0,16.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5070.0,0.0,0.0,0.0,,0.0,16.9
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5190.0,0.01,0.0,0.0,,0.0,17.3
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5190.0,0.01,0.0,0.0,,0.0,17.3
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5100.0,0.01,0.0,0.0,,0.0,17.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4980.0,0.01,0.0,0.0,,0.0,16.6
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5100.0,0.01,0.0,0.0,,0.0,17.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5040.0,0.01,0.0,0.0,,0.0,16.8
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5010.0,0.01,0.0,0.0,,0.0,16.7
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5010.0,0.01,0.0,0.0,,0.0,16.7
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5040.0,0.01,0.0,0.0,,0.0,16.8
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4950.0,0.01,0.0,0.0,,0.0,16.5
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4920.0,0.01,0.0,0.0,,0.0,16.4
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4980.0,0.01,0.0,0.0,,0.0,16.6
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4950.0,0.01,0.0,0.0,,0.0,16.5
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,4980.0,0.0,0.0,0.0,,0.0,16.6
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5100.0,0.01,0.0,0.0,,0.0,17.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5070.0,0.01,0.0,0.0,,0.0,16.9
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5040.0,0.01,0.0,0.0,,0.0,16.8
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5040.0,0.01,0.0,0.0,,0.0,16.8
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5070.0,0.01,0.0,0.0,,0.0,16.9
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5130.0,0.01,0.0,0.0,,0.0,17.1
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5100.0,0.01,0.0,0.0,,0.0,17.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,5250.0,0.01,0.0,0.0,,0.0,17.5
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3
2024-03-19,808.0,13816.8,0.17,0.6,0.03,0.01,0.0,6908.4,404.0,404.0,6908.4,404.0,,,0.01,404.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,17.1
2024-03-20,808.0,13897.6,0.17,0.63,0.03,0.01,0.0,6948.8,404.0,404.0,6948.8,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,17.2
2024-03-21,808.0,13816.8,0.17,0.65,0.03,0.01,0.0,6908.4,404.0,404.0,6908.4,,,,,,,0.01,,100.0,16.83,0.0,0.0,0.0,100.0,1.0,100.0,0.3367,17.1
2024-03-22,808.0,13897.6,0.17,0.63,0.03,0.01,0.0,6948.8,404.0,404.0,6948.8,,,,,,,0.01,,100.0,16.83,0.0,0.0,0.0,100.0,1.0,100.0,0.3367,17.2
2024-03-25,808.0,13897.6,0.17,0.64,0.03,0.01,0.0,6948.8,404.0,404.0,6948.8,,,,,,,0.01,,100.0,16.83,0.0,0.0,0.0,100.0,1.0,100.0,0.3367,17.2
2024-03-26,808.0,13897.6,0.17,0.68,0.03,0.01,0.0,6948.8,404.0,404.0,6948.8,,,,,,,0.01,,100.0,16.83,0.0,0.0,0.0,100.0,1.0,100.0,0.3367,17.2
2024-03-27,808.0,14059.2,0.17,0.69,0.03,0.01,0.0,7029.6,404.0,404.0,7029.6,,,,,,,0.01,,100.0,16.83,0.0,0.0,0.0,100.0,1.0,100.0,0.3367,17.4
2024-03-28,808.0,14140.0,0.17,0.68,0.03,0.01,0.0,7070.0,404.0,404.0,7070.0,,,,,,,0.01,,100.0,16.83,0.0,0.0,0.0,100.0,1.0,100.0,0.3367,17.5
2024-03-29,808.0,14140.0,0.17,0.7,0.03,0.01,0.0,7070.0,404.0,404.0,7070.0,,,,,,,0.01,,100.0,16.83,0.0,0.0,0.0,100.0,1.0,100.0,0.3367,
2024-04-01,808.0,14140.0,0.17,0.7,0.03,0.01,0.0,7070.0,404.0,404.0,7070.0,,,,,,,0.01,,100.0,14.96,0.0,0.0,0.0,100.0,1.0,100.0,0.2993,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.01,404.0,,,404.0,0.0,0.01,0.0,0.0,2700.0,48600.0,0.05,0.0,0.0,,0.0,18.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2700.0,49680.0,0.05,0.0,0.0,,0.0,18.4
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2700.0,50490.0,0.05,0.0,0.0,,0.0,18.7
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2700.0,51570.0,0.05,0.0,0.0,,0.0,19.1
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2700.0,52650.0,0.05,0.0,0.0,,0.0,19.5
2024-04-09,240.0,4632.0,0.05,0.19,0.01,0.0,0.0,2316.0,120.0,120.0,2316.0,120.0,,,0.0,120.0,,0.0,,100.0,4.62,0.0,0.0,0.0,100.0,1.0,100.0,0.0923,19.3
2024-04-10,240.0,4608.0,0.05,0.19,0.01,0.0,0.0,2304.0,120.0,120.0,2304.0,,,,,,,0.0,,100.0,4.44,0.0,0.0,0.0,100.0,1.0,100.0,0.0889,19.2
2024-04-11,240.0,4632.0,0.05,0.19,0.01,0.0,0.0,2316.0,120.0,120.0,2316.0,,,,,,,0.0,,100.0,5.45,0.0,0.0,0.0,100.0,1.0,100.0,0.1091,19.3
2024-04-12,240.0,4608.0,0.05,0.19,0.01,0.0,0.0,2304.0,120.0,120.0,2304.0,,,,,,,0.0,,100.0,5.45,0.0,0.0,0.0,100.0,1.0,100.0,0.1091,19.2
2024-04-15,240.0,4560.0,0.05,0.17,0.01,0.0,0.0,2280.0,120.0,120.0,2280.0,,,,,,,0.0,,100.0,6.0,0.0,0.0,0.0,100.0,1.0,100.0,0.12,19.0
2024-04-16,240.0,4464.0,0.05,0.17,0.01,0.0,0.0,2232.0,120.0,120.0,2232.0,,,,,,,0.0,,100.0,6.0,0.0,0.0,0.0,100.0,1.0,100.0,0.12,18.6
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,120.0,,,120.0,0.0,0.0,0.0,0.0,2000.0,38000.0,0.04,0.0,0.0,,0.0,19.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,39400.0,0.04,0.0,0.0,,0.0,19.7
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,39200.0,0.04,0.0,0.0,,0.0,19.6
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,38200.0,0.04,0.0,0.0,,0.0,19.1
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2000.0,39200.0,0.04,0.0,0.0,,0.0,19.6
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,19500.0,0.02,0.0,0.0,,0.0,19.5
2024-04-25,2000.0,39000.0,0.41,1.0,0.07,0.04,0.0,19500.0,1000.0,1000.0,19500.0,1000.0,,,0.02,1000.0,,0.02,,100.0,62.5,0.0,0.0,0.0,100.0,1.0,100.0,1.25,19.5
2024-04-26,2000.0,39000.0,0.41,0.98,0.07,0.04,0.0,19500.0,1000.0,1000.0,19500.0,,,,,,,0.02,,100.0,62.5,0.0,0.0,0.0,100.0,1.0,100.0,1.25,19.5
2024-04-29,2000.0,39400.0,0.41,1.03,0.07,0.04,0.0,19700.0,1000.0,1000.0,19700.0,,,,,,,0.02,,100.0,52.63,0.0,0.0,0.0,100.0,1.0,100.0,1.0526,19.7
2024-04-30,2000.0,39400.0,0.41,1.06,0.07,0.04,0.0,19700.0,1000.0,1000.0,19700.0,,,,,,,0.02,,100.0,52.63,0.0,0.0,0.0,100.0,1.0,100.0,1.0526,19.7
2024-05-01,2000.0,39400.0,0.41,1.11,0.07,0.04,0.0,19700.0,1000.0,1000.0,19700.0,,,,,,,0.02,,100.0,52.63,0.0,0.0,0.0,100.0,1.0,100.0,1.0526,
2024-05-02,2000.0,39600.0,0.41,1.11,0.07,0.04,0.0,19800.0,1000.0,1000.0,19800.0,,,,,,,0.02,,100.0,52.63,0.0,0.0,0.0,100.0,1.0,100.0,1.0526,19.8
2024-05-03,2000.0,39600.0,0.41,1.11,0.07,0.04,0.0,19800.0,1000.0,1000.0,19800.0,,,,,,,0.02,,100.0,52.63,0.0,0.0,0.0,100.0,1.0,100.0,1.0526,19.8
2024-05-06,2000.0,39000.0,0.41,1.09,0.07,0.04,0.0,19500.0,1000.0,1000.0,19500.0,,,,,,,0.02,,100.0,52.63,0.0,0.0,0.0,100.0,1.0,100.0,1.0526,19.5
2024-05-07,2000.0,39200.0,0.41,1.06,0.07,0.04,0.0,19600.0,1000.0,1000.0,19600.0,,,,,,,0.02,,100.0,35.71,0.0,0.0,0.0,100.0,1.0,100.0,0.7143,19.6
2024-05-08,2000.0,39200.0,0.41,1.08,0.07,0.04,0.0,19600.0,1000.0,1000.0,19600.0,,,,,,,0.02,,100.0,35.71,0.0,0.0,0.0,100.0,1.0,100.0,0.7143,19.6
2024-05-09,2000.0,40800.0,0.41,1.07,0.07,0.04,0.0,20400.0,1000.0,1000.0,20400.0,,,,,,,0.02,,100.0,35.71,0.0,0.0,0.0,100.0,1.0,100.0,0.7143,20.4
2024-05-10,2000.0,39600.0,0.41,1.02,0.07,0.04,0.0,19800.0,1000.0,1000.0,19800.0,,,,,,,0.02,,100.0,35.71,0.0,0.0,0.0,100.0,1.0,100.0,0.7143,19.8
2024-05-13,2000.0,39400.0,0.41,1.0,0.07,0.04,0.0,19700.0,1000.0,1000.0,19700.0,,,,,,,0.02,,100.0,35.71,0.0,0.0,0.0,100.0,1.0,100.0,0.7143,19.7
2024-05-14,2000.0,39600.0,0.41,1.0,0.07,0.04,0.0,19800.0,1000.0,1000.0,19800.0,,,,,,,0.02,,100.0,35.71,0.0,0.0,0.0,100.0,1.0,100.0,0.7143,19.8
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.02,1000.0,,,1000.0,0.0,0.02,0.0,0.0,2900.0,58580.0,0.06,0.0,0.0,,0.0,20.2
2024-05-16,154.0,3049.2,0.03,0.08,0.01,0.0,0.0,1524.6,77.0,77.0,1524.6,77.0,,,0.0,77.0,,0.0,,100.0,2.75,0.0,0.0,0.0,100.0,1.0,100.0,0.055,19.8
2024-05-17,154.0,3033.8,0.03,0.08,0.01,0.0,0.0,1516.9,77.0,77.0,1516.9,,,,,,,0.0,,100.0,2.75,0.0,0.0,0.0,100.0,1.0,100.0,0.055,19.7
2024-05-20,154.0,3033.8,0.03,0.08,0.01,0.0,0.0,1516.9,77.0,77.0,1516.9,,,,,,,0.0,,100.0,2.66,0.0,0.0,0.0,100.0,1.0,100.0,0.0531,19.7
2024-05-21,154.0,3018.4,0.03,0.08,0.01,0.0,0.0,1509.2,77.0,77.0,1509.2,,,,,,,0.0,,100.0,2.33,0.0,0.0,0.0,100.0,1.0,100.0,0.0467,19.6
2024-05-22,154.0,3018.4,0.03,0.08,0.01,0.0,0.0,1509.2,77.0,77.0,1509.2,,,,,,,0.0,,100.0,2.33,0.0,0.0,0.0,100.0,1.0,100.0,0.0467,19.6
2024-05-23,154.0,3033.8,0.03,0.08,0.01,0.0,0.0,1516.9,77.0,77.0,1516.9,,,,,,,0.0,,100.0,2.66,0.0,0.0,0.0,100.0,1.0,100.0,0.0531,19.7
2024-05-24,154.0,3018.4,0.03,0.08,0.01,0.0,0.0,1509.2,77.0,77.0,1509.2,,,,,,,0.0,,100.0,2.66,0.0,0.0,0.0,100.0,1.0,100.0,0.0531,19.6
2024-05-27,154.0,3003.0,0.03,0.08,0.01,0.0,0.0,1501.5,77.0,77.0,1501.5,,,,,,,0.0,,100.0,2.57,0.0,0.0,0.0,100.0,1.0,100.0,0.0513,19.5
2024-05-28,154.0,2987.6,0.03,0.09,0.01,0.0,0.0,1493.8,77.0,77.0,1493.8,,,,,,,0.0,,100.0,2.41,0.0,0.0,0.0,100.0,1.0,100.0,0.0481,19.4
2024-05-29,154.0,2972.2,0.03,0.09,0.01,0.0,0.0,1486.1,77.0,77.0,1486.1,,,,,,,0.0,,100.0,2.66,0.0,0.0,0.0,100.0,1.0,100.0,0.0531,19.3
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,77.0,,,77.0,0.0,0.0,0.0,0.0,2900.0,56550.0,0.06,0.0,0.0,,0.0,19.5
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2900.0,55680.0,0.06,0.0,0.0,,0.0,19.2
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2900.0,56840.0,0.06,0.0,0.0,,0.0,19.6
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2900.0,55970.0,0.06,0.0,0.0,,0.0,19.3
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2900.0,55390.0,0.06,0.0,0.0,,0.0,19.1
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3400.0,65620.0,0.06,0.0,0.0,,0.0,19.3
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2900.0,54520.02,0.06,0.0,0.0,,0.0,19.2
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3100.0,57660.0,0.06,0.0,0.0,,0.0,18.6
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3200.0,59200.0,0.06,0.0,0.0,,0.0,18.5
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,54900.0,0.06,0.0,0.0,,0.0,18.3
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,52800.0,0.06,0.0,0.0,,0.0,17.6
