,CRLA FP Equity_DX_SI_QTY,CRLA FP Equity_DX_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRLA FP Equity_DX_SI_MV,CRLA FP Equity_DX_DSS,CRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SUPPLY_SI_QTY,CRLA FP Equity_DX_BROKER_SI_QTY,CRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRLA FP Equity_DX_BROKER_SI_MV_INC_x,CRLA FP Equity_DX_BROKER_SI_QTY_ADD,CRLA FP Equity_DX_SUPPLY_SI_MV_DEC,CRLA FP Equity_DX_BROKER_SI_QTY_INC,CRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CRLA FP Equity_DX_BROKER_SI_MV_INC_y,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRLA FP Equity_DX_BROKER_SI_MV_ADD,CRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CRLA FP Equity_DX_BROKER_SI_QTY_DEC,CRLA FP Equity_DX_SUPPLY_SI_MV,CRLA FP Equity_DX_BROKER_SI_MV_DEC,CRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRLA FP Equity_DX_UTILIZATION_QUANTITY,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRLA FP Equity_DX_BROKER_SI_CON_RATIO,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,CRLA FP Equity_PX_LAST
2013-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2690.0,118757.06,0.14,0.0,,0.0,,0.0,52.4
2013-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2690.0,119006.36,0.14,0.0,,0.0,,0.0,52.51
2013-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2690.0,118530.43,0.14,0.0,,0.0,,0.0,52.3
2013-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2696.0,119249.09,0.14,0.0,,0.0,,0.0,52.5
2013-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2696.0,118794.81,0.14,0.0,,0.0,,0.0,52.3
2013-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2696.0,118976.52,0.14,0.0,,0.0,,0.0,52.38
2013-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2696.0,119249.09,0.14,0.0,,0.0,,0.0,52.5
2013-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2831.0,123670.04,0.15,0.0,,0.0,,0.0,51.85
2013-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2831.0,124027.82,0.15,0.0,,0.0,,0.0,52.0
2013-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2831.0,124075.52,0.15,0.0,,0.0,,0.0,52.02
2013-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2831.0,124791.06,0.15,0.0,,0.0,,0.0,52.32
2013-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2831.0,125220.39,0.15,0.0,,0.0,,0.0,52.5
2013-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2897.0,128139.69,0.15,0.0,,0.0,,0.0,52.5
2013-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2897.0,128871.92,0.15,0.0,,0.0,,0.0,52.8
2013-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2932.0,129687.81,0.15,0.0,,0.0,,0.0,52.5
2013-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2932.0,129687.81,0.15,0.0,,0.0,,0.0,
2013-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2932.0,129687.81,0.15,0.0,,0.0,,0.0,
2013-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,130879.66,0.16,0.0,,0.0,,0.0,51.92
2013-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,130577.16,0.16,0.0,,0.0,,0.0,51.8
2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,133350.04,0.16,0.0,,0.0,,0.0,52.9
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,133350.04,0.16,0.0,,0.0,,0.0,
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,134610.44,0.16,0.0,,0.0,,0.0,53.4
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,137383.31,0.16,0.0,,0.0,,0.0,54.5
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,137383.31,0.16,0.0,,0.0,,0.0,54.5
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,137383.31,0.16,0.0,,0.0,,0.0,54.5
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,136627.07,0.16,0.0,,0.0,,0.0,54.2
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,139904.11,0.16,0.0,,0.0,,0.0,55.5
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,140130.98,0.17,0.0,,0.0,,0.0,55.59
2014-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,142172.82,0.17,0.0,,0.0,,0.0,56.4
2014-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,142929.06,0.17,0.0,,0.0,,0.0,56.7
2014-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,144693.61,0.17,0.0,,0.0,,0.0,57.4
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,145197.77,0.17,0.0,,0.0,,0.0,57.6
2014-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,145096.94,0.17,0.0,,0.0,,0.0,57.56
2014-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,145928.8,0.17,0.0,,0.0,,0.0,57.89
2014-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,147718.57,0.17,0.0,,0.0,,0.0,58.6
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,147718.57,0.18,0.0,,0.0,,0.0,58.6
2014-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,150491.44,0.17,0.0,,0.0,,0.0,59.7
2014-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,149483.12,0.18,0.0,,0.0,,0.0,59.3
2014-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,148726.89,0.18,0.0,,0.0,,0.0,59.0
2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,149004.17,0.18,0.0,,0.0,,0.0,59.11
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,147466.49,0.18,0.0,,0.0,,0.0,58.5
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,147718.57,0.18,0.0,,0.0,,0.0,58.6
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,147466.49,0.18,0.0,,0.0,,0.0,58.5
2014-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,146206.09,0.17,0.0,,0.0,,0.0,58.0
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,145651.52,0.17,0.0,,0.0,,0.0,57.78
2014-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2992.0,145500.27,0.17,0.0,,0.0,,0.0,57.72
2014-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3301.0,157690.11,0.19,0.0,,0.0,,0.0,56.7
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,173655.12,0.21,0.0,,0.0,,0.0,56.75
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,172369.92,0.21,0.0,,0.0,,0.0,56.33
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,171972.12,0.2,0.0,,0.0,,0.0,56.2
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,170748.12,0.2,0.0,,0.0,,0.0,55.8
2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,170839.92,0.2,0.0,,0.0,,0.0,55.83
2014-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,172584.12,0.2,0.0,,0.0,,0.0,56.4
2014-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,172278.12,0.2,0.0,,0.0,,0.0,56.3
2014-02-18,400.0,18838.56,0.02,0.25,0.02,0.02,0.0,0.0,400.0,0.0,18838.56,,,,,,,,,,400.0,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,55.9
2014-02-19,400.0,18771.16,0.02,0.27,0.02,0.02,0.0,0.0,400.0,0.0,18771.16,,,,,,,,,,,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,55.7
2014-02-20,400.0,18700.39,0.02,0.28,0.02,0.02,0.0,0.0,400.0,0.0,18700.39,,,,,,,,,,,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,55.49
2014-02-21,400.0,18548.74,0.02,0.29,0.02,0.02,0.0,0.0,400.0,0.0,18548.74,,,,,,,,,,,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,55.04
2014-02-24,400.0,18501.55,0.02,0.3,0.02,0.02,0.0,0.0,400.0,0.0,18501.55,,,,,,,,,,,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,54.9
2014-02-25,400.0,18548.74,0.02,0.31,0.02,0.02,0.0,0.0,400.0,0.0,18548.74,,,,,,,,,,,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,55.04
2014-02-26,400.0,18542.0,0.02,0.32,0.02,0.02,0.0,0.0,400.0,0.0,18542.0,,,,,,,,,,,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,55.02
2014-02-27,400.0,18366.75,0.02,0.32,0.02,0.02,0.0,0.0,400.0,0.0,18366.75,,,,,,,,,,,,0.02,,100.0,11.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.1101,54.5
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,400.0,,,,,,0.0,,0.0,0.0,3632.0,166464.11,0.2,0.0,,0.0,,0.0,54.4
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,164934.11,0.2,0.0,,0.0,,0.0,53.9
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,165821.51,0.2,0.0,,0.0,,0.0,54.19
2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,164322.11,0.2,0.0,,0.0,,0.0,53.7
2014-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,162180.11,0.19,0.0,,0.0,,0.0,53.0
2014-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3632.0,161812.91,0.19,0.0,,0.0,,0.0,52.88
2014-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3923.0,174513.13,0.21,0.0,,0.0,,0.0,52.8
2014-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3923.0,175174.17,0.21,0.0,,0.0,,0.0,53.0
2014-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3923.0,175174.17,0.21,0.0,,0.0,,0.0,53.0
2014-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4073.0,182043.71,0.22,0.0,,0.0,,0.0,53.05
2014-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,191772.24,0.23,0.0,,0.0,,0.0,53.9
2014-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,191772.24,0.23,0.0,,0.0,,0.0,53.9
2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,191452.02,0.23,0.0,,0.0,,0.0,53.81
2014-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,191843.39,0.23,0.0,,0.0,,0.0,53.92
2014-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,192128.03,0.23,0.0,,0.0,,0.0,54.0
2014-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,191772.24,0.23,0.0,,0.0,,0.0,53.9
2014-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,192128.03,0.23,0.0,,0.0,,0.0,54.0
2014-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,188249.89,0.23,0.0,,0.0,,0.0,52.91
2014-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,189459.58,0.22,0.0,,0.0,,0.0,53.25
2014-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,187218.09,0.22,0.0,,0.0,,0.0,52.62
2014-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,187894.1,0.22,0.0,,0.0,,0.0,52.81
2014-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,187111.35,0.22,0.0,,0.0,,0.0,52.59
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,187146.93,0.22,0.0,,0.0,,0.0,52.6
2014-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,184300.59,0.22,0.0,,0.0,,0.0,51.8
2014-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,180742.66,0.22,0.0,,0.0,,0.0,50.8
2014-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,178821.38,0.21,0.0,,0.0,,0.0,50.26
2014-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,181098.46,0.21,0.0,,0.0,,0.0,50.9
2014-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,179319.49,0.21,0.0,,0.0,,0.0,50.4
2014-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,177540.53,0.21,0.0,,0.0,,0.0,49.9
2014-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,177316.55,0.21,0.0,,0.0,,0.0,47.5
2014-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,176196.66,0.2,0.0,,0.0,,0.0,47.2
2014-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,174778.13,0.2,0.0,,0.0,,0.0,46.82
2014-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,172463.68,0.2,0.0,,0.0,,0.0,46.2
2014-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,171269.13,0.19,0.0,,0.0,,0.0,45.88
2014-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,171717.08,0.19,0.0,,0.0,,0.0,46.0
2014-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,171717.08,0.19,0.0,,0.0,,0.0,
2014-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,171717.08,0.19,0.0,,0.0,,0.0,
2014-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,173583.57,0.19,0.0,,0.0,,0.0,46.5
2014-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,173583.57,0.2,0.0,,0.0,,0.0,46.5
2014-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,172836.98,0.2,0.0,,0.0,,0.0,46.3
2014-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,173023.63,0.2,0.0,,0.0,,0.0,46.35
2014-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,173583.57,0.2,0.0,,0.0,,0.0,46.5
2014-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,174330.17,0.2,0.0,,0.0,,0.0,46.7
2014-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,175450.06,0.2,0.0,,0.0,,0.0,47.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,175450.06,0.2,0.0,,0.0,,0.0,
2014-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,174330.17,0.2,0.0,,0.0,,0.0,46.7
2014-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,183289.32,0.2,0.0,,0.0,,0.0,49.1
2014-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,181796.13,0.21,0.0,,0.0,,0.0,48.7
2014-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,183849.27,0.21,0.0,,0.0,,0.0,49.25
2014-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,185715.76,0.21,0.0,,0.0,,0.0,49.75
2014-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,187022.3,0.21,0.0,,0.0,,0.0,50.1
2014-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,188142.2,0.21,0.0,,0.0,,0.0,50.4
2014-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,189635.39,0.21,0.0,,0.0,,0.0,50.8
2014-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,191613.87,0.21,0.0,,0.0,,0.0,51.33
2014-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,194002.97,0.22,0.0,,0.0,,0.0,51.97
2014-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,193368.37,0.22,0.0,,0.0,,0.0,51.8
2014-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,192621.77,0.22,0.0,,0.0,,0.0,51.6
2014-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,194114.96,0.22,0.0,,0.0,,0.0,52.0
2014-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,194861.56,0.22,0.0,,0.0,,0.0,52.2
2014-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,194824.23,0.22,0.0,,0.0,,0.0,52.19
2014-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,193928.32,0.22,0.0,,0.0,,0.0,51.95
2014-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4223.0,194824.23,0.22,0.0,,0.0,,0.0,52.19
