,CSH FP Equity_DX_SI_QTY,CSH FP Equity_DX_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CSH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CSH FP Equity_DX_SI_MV,CSH FP Equity_DX_DSS,CSH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY,CSH FP Equity_DX_BROKER_SI_QTY,CSH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CSH FP Equity_DX_BROKER_SI_MV_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_x,CSH FP Equity_DX_BROKER_SI_MV_INC_x,CSH FP Equity_DX_SUPPLY_SI_MV_NEW,CSH FP Equity_DX_BROKER_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_NEW,CSH FP Equity_DX_SUPPLY_SI_MV_DEC,CSH FP Equity_DX_BROKER_SI_QTY_INC,CSH FP Equity_DX_SUPPLY_SI_QTY_DEC,CSH FP Equity_DX_BROKER_SI_MV_NEW_y,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CSH FP Equity_DX_BROKER_SI_MV_INC_y,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_y,CSH FP Equity_DX_BROKER_SI_MV_ADD,CSH FP Equity_DX_SUPPLY_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_DEC,CSH FP Equity_DX_SUPPLY_SI_MV,CSH FP Equity_DX_BROKER_SI_MV_DEC,CSH FP Equity_DX_SUPPLY_SI_MV_RMV,CSH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CSH FP Equity_DX_UTILIZATION_QUANTITY,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CSH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CSH FP Equity_DX_ACTIVE_UTILIZATION_MV,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CSH FP Equity_DX_BROKER_SI_CON_RATIO,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CSH FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-04-29,200.0,20498.0,0.0,0.0,0.02,0.0,20498.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0289
2008-04-30,200.0,20500.0,0.0,0.0,0.02,0.0,20500.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0289
2008-05-01,200.0,20500.0,0.0,0.0,0.02,0.0,20500.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0289
2008-05-02,200.0,20502.0,0.0,0.0,0.02,0.0,20502.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0289
2008-05-05,200.0,20506.0,0.0,0.0,0.02,0.0,20506.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0289
2008-05-06,200.0,20508.0,0.0,0.0,0.02,0.0,20508.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0289
2008-05-07,200.0,20514.0,0.0,0.0,0.02,0.0,20514.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-08,200.0,20516.0,0.0,0.0,0.02,0.0,20516.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-09,200.0,20518.0,0.0,0.0,0.02,0.0,20518.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-12,200.0,20520.0,0.0,0.0,0.02,0.0,20520.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-13,200.0,20524.0,0.0,0.0,0.02,0.0,20524.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-14,200.0,20530.0,0.0,0.0,0.02,0.0,20530.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-15,200.0,20532.0,0.0,0.0,0.02,0.0,20532.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-16,200.0,20534.0,0.0,0.0,0.02,0.0,20534.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-19,200.0,20536.0,0.0,0.0,0.02,0.0,20536.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-20,200.0,20538.0,0.0,0.0,0.02,0.0,20538.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-21,200.0,20544.0,0.0,0.0,0.02,0.0,20544.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-22,200.0,20548.0,0.0,0.0,0.02,0.0,20548.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-23,200.0,20550.0,0.01,0.0,0.02,0.0,20550.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-26,200.0,20552.0,0.01,0.0,0.02,0.0,20552.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-27,200.0,20552.0,0.01,0.0,0.02,0.0,20552.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-28,200.0,20560.0,0.01,0.0,0.02,0.0,20560.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-29,200.0,20564.0,0.0,0.0,0.02,0.0,20564.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-05-30,200.0,20566.0,0.0,0.0,0.02,0.0,20566.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-06-02,200.0,20568.0,0.0,0.0,0.02,0.0,20568.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-06-03,200.0,20570.0,0.0,0.0,0.02,0.0,20570.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-06-04,200.0,20576.0,0.0,0.0,0.02,0.0,20576.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-06-05,200.0,20578.0,0.0,0.0,0.02,0.0,20578.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2008-06-06,200.0,20582.0,0.0,0.0,0.02,0.0,20582.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024
2008-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,200.0,0.0,0.02,,0.0,0.0,83032.0,8545653.44,,8.54,0.0,,0.0,,0.0
2008-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8546483.76,,8.55,0.0,,0.0,,0.0
2008-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8548144.4,,8.55,0.0,,0.0,,0.0
2008-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8549805.04,,8.55,0.0,,0.0,,0.0
2008-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8550635.36,,8.55,0.0,,0.0,,0.0
2008-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8550635.36,,8.55,0.0,,0.0,,0.0
2008-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8553126.32,,8.55,0.0,,0.0,,0.0
2008-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8554786.96,,8.55,0.0,,0.0,,0.0
2008-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8555617.28,,8.56,0.0,,0.0,,0.0
2008-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8556447.6,,8.56,0.0,,0.0,,0.0
2008-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83032.0,8558108.24,,8.56,0.0,,0.0,,0.0
2008-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67426.0,6949934.95,,6.95,0.0,,0.0,,0.0
2008-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1015633.5,,1.02,0.0,,0.0,,0.0
2008-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1015732.0,,1.02,0.0,,0.0,,0.0
2008-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1015830.5,,1.02,0.0,,0.0,,0.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1015929.0,,1.02,0.0,,0.0,,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1016076.75,,1.02,0.0,,0.0,,0.0
2008-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1016421.5,,1.02,0.0,,0.0,,0.0
2008-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1016520.0,,1.02,0.0,,0.0,,0.0
2008-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1016569.25,,1.02,0.0,,0.0,,0.0
2008-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1016667.75,,1.02,0.0,,0.0,,0.0
2008-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1016864.75,,1.02,0.0,,0.0,,0.0
2008-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1017111.0,,1.02,0.0,,0.0,,0.0
2008-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1017209.5,,1.02,0.0,,0.0,,0.0
2008-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1017406.5,,1.02,0.0,,0.0,,0.0
2008-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1017505.0,,1.02,0.0,,0.0,,0.0
2008-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1017603.5,,1.02,0.0,,0.0,,0.0
2008-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1017948.25,,1.02,0.0,,0.0,,0.0
2008-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1018046.75,,1.02,0.0,,0.0,,0.0
2008-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1018293.0,,1.02,0.0,,0.0,,0.0
2008-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1018391.5,,1.02,0.0,,0.0,,0.0
2008-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1018736.25,,1.02,0.0,,0.0,,0.0
2008-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9850.0,1018884.0,,1.02,0.0,,0.0,,0.0
2008-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1072932.05,,1.07,0.0,,0.0,,0.0
2008-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1073087.6,,1.07,0.0,,0.0,,0.0
2008-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1073450.55,,1.07,0.0,,0.0,,0.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1073502.4,,1.07,0.0,,0.0,,0.0
2008-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1073813.5,,1.07,0.0,,0.0,,0.0
2008-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1073865.35,,1.07,0.0,,0.0,,0.0
2008-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1074280.15,,1.07,0.0,,0.0,,0.0
2008-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10370.0,1074435.7,,1.07,0.0,,0.0,,0.0
2008-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1076093.92,,1.08,0.0,,0.0,,0.0
2008-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1076249.68,,1.08,0.0,,0.0,,0.0
2008-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1076613.12,,1.08,0.0,,0.0,,0.0
2008-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1076768.88,,1.08,0.0,,0.0,,0.0
2008-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1077028.48,,1.08,0.0,,0.0,,0.0
2008-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1077132.32,,1.08,0.0,,0.0,,0.0
2008-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1077495.76,,1.08,0.0,,0.0,,0.0
2008-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1077599.6,,1.08,0.0,,0.0,,0.0
2008-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1077807.28,,1.08,0.0,,0.0,,0.0
2008-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10384.0,1079832.16,,1.08,0.0,,0.0,,0.0
2008-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9110529.54,,9.11,0.0,,0.0,,0.0
2008-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9111406.86,,9.11,0.0,,0.0,,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77348.0,8034136.76,,8.03,0.0,,0.0,,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9114038.82,,9.11,0.0,,0.0,,0.0
2008-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9114916.14,,9.11,0.0,,0.0,,0.0
2008-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9118425.42,,9.11,0.0,,0.0,,0.0
2008-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9119302.74,,9.12,0.0,,0.0,,0.0
2008-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9120618.72,,9.12,0.0,,0.0,,0.0
2008-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9121057.38,,9.12,0.0,,0.0,,0.0
2008-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9121934.7,,9.12,0.0,,0.0,,0.0
2008-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87732.0,9125443.98,,9.12,0.0,,0.0,,0.0
2008-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,88189.0,9173860.73,,9.17,0.0,,0.0,,0.0
2008-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,88189.0,9174742.62,,9.17,0.0,,0.0,,0.0
2008-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,88189.0,9176065.45,,9.17,0.0,,0.0,,0.0
2008-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10841.0,1128114.46,,1.13,0.0,,0.0,,0.0
2008-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10841.0,1128493.9,,1.13,0.0,,0.0,,0.0
2008-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10841.0,1128602.31,,1.13,0.0,,0.0,,0.0
2008-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10841.0,1128819.13,,1.13,0.0,,0.0,,0.0
2008-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10841.0,1128927.53,,1.13,0.0,,0.0,,0.0
2008-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15741.0,1639346.45,,1.64,0.0,,0.0,,0.0
2008-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15741.0,1639897.38,,1.64,0.0,,0.0,,0.0
2008-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15741.0,1640133.5,,1.64,0.0,,0.0,,0.0
2008-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15741.0,1640369.61,,1.64,0.0,,0.0,,0.0
2008-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15741.0,1640527.02,,1.64,0.0,,0.0,,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12961.0,1350860.23,,1.35,0.0,,0.0,,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12961.0,1351378.67,,1.35,0.0,,0.0,,0.0
2008-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12961.0,1351508.28,,1.35,0.0,,0.0,,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12961.0,1351702.69,,1.35,0.0,,0.0,,0.0
2008-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21121.0,2202920.3,,2.2,0.0,,0.0,,0.0
2008-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22511.0,2348122.41,,2.35,0.0,,0.0,,0.0
2008-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22511.0,2348910.3,,2.35,0.0,,0.0,,0.0
2008-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2426474.36,,2.43,0.0,,0.0,,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2426823.13,,2.43,0.0,,0.0,,0.0
2008-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2427055.63,,2.43,0.0,,0.0,,0.0
2008-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2427171.89,,2.43,0.0,,0.0,,0.0
2008-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2428101.93,,2.43,0.0,,0.0,,0.0
2008-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2428334.44,,2.43,0.0,,0.0,,0.0
2008-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2428566.95,,2.43,0.0,,0.0,,0.0
2008-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2428566.95,,2.43,0.0,,0.0,,0.0
2008-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23251.0,2428799.46,,2.41,0.0,,0.0,,0.0
