,CSH FP Equity_DX_SI_QTY,CSH FP Equity_DX_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CSH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CSH FP Equity_DX_SI_MV,CSH FP Equity_DX_DSS,CSH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY,CSH FP Equity_DX_BROKER_SI_QTY,CSH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CSH FP Equity_DX_BROKER_SI_MV_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_x,CSH FP Equity_DX_BROKER_SI_MV_INC_x,CSH FP Equity_DX_SUPPLY_SI_MV_NEW,CSH FP Equity_DX_BROKER_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_NEW,CSH FP Equity_DX_SUPPLY_SI_MV_DEC,CSH FP Equity_DX_BROKER_SI_QTY_INC,CSH FP Equity_DX_SUPPLY_SI_QTY_DEC,CSH FP Equity_DX_BROKER_SI_MV_NEW_y,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CSH FP Equity_DX_BROKER_SI_MV_INC_y,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_y,CSH FP Equity_DX_BROKER_SI_MV_ADD,CSH FP Equity_DX_SUPPLY_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_DEC,CSH FP Equity_DX_SUPPLY_SI_MV,CSH FP Equity_DX_BROKER_SI_MV_DEC,CSH FP Equity_DX_SUPPLY_SI_MV_RMV,CSH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CSH FP Equity_DX_UTILIZATION_QUANTITY,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CSH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CSH FP Equity_DX_ACTIVE_UTILIZATION_MV,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CSH FP Equity_DX_BROKER_SI_CON_RATIO,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CSH FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-10-28,2500.0,266707.5,0.03,0.02,0.27,,266707.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0029
2011-10-31,2500.0,266712.5,0.03,0.02,0.27,,266712.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0029
2011-11-01,2500.0,266732.5,0.03,0.02,0.27,,266732.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0029
2011-11-02,2500.0,266750.0,0.03,0.02,0.27,,266750.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0029
2011-11-03,2500.0,266730.0,0.03,0.02,0.27,,266730.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-04,2500.0,266760.0,0.02,0.02,0.27,,266760.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-07,2500.0,266752.5,0.02,0.02,0.27,,266752.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-08,2500.0,266770.0,0.03,0.02,0.27,,266770.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-09,2500.0,266795.0,0.03,0.02,0.27,,266795.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-10,2500.0,266800.0,0.03,0.02,0.27,,266800.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-11,2500.0,266780.0,0.03,0.02,0.27,,266780.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-14,2500.0,266782.5,0.03,0.02,0.27,,266782.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-15,2500.0,266810.0,0.03,0.02,0.27,,266810.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0025
2011-11-16,2500.0,266797.5,0.03,0.02,0.27,,266797.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0023
2011-11-17,2500.0,266830.0,0.03,0.02,0.27,,266830.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0023
2011-11-18,2500.0,266835.0,0.03,0.02,0.27,,266835.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0023
2011-11-21,2500.0,266837.5,0.03,0.02,0.27,,266837.5,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0023
2011-11-22,2500.0,266840.0,0.03,0.02,0.27,,266840.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0023
2011-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.27,,0.0,0.0,1068688.0,114067482.37,,113.85,0.0,,0.0,,0.0
2011-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114076031.87,,114.15,0.0,,0.0,,0.0
2011-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114072825.81,,114.14,0.0,,0.0,,0.0
2011-11-28,1000.0,106737.0,0.01,0.01,0.11,,106737.0,0.0,1000.0,0.0,,,,,,1000.0,,,,,,,,,0.11,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-11-29,1000.0,106739.0,0.01,0.01,0.11,,106739.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-11-30,1000.0,106744.0,0.01,0.01,0.11,,106744.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-01,1000.0,106755.0,0.01,0.01,0.11,,106755.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-02,1000.0,106751.0,0.01,0.01,0.11,,106751.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-05,1000.0,106754.0,0.01,0.01,0.11,,106754.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-06,1000.0,106750.0,0.01,0.01,0.11,,106750.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-07,1000.0,106761.0,0.01,0.01,0.11,,106761.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-08,1000.0,106764.0,0.01,0.01,0.11,,106764.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-09,1000.0,106770.0,0.01,0.01,0.11,,106770.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-12,1000.0,106771.0,0.01,0.01,0.11,,106771.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-13,1000.0,106768.0,0.01,0.01,0.11,,106768.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-14,1000.0,106781.0,0.01,0.01,0.11,,106781.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-15,1000.0,106783.0,0.01,0.01,0.11,,106783.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-16,1000.0,106774.0,0.01,0.01,0.11,,106774.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-19,1000.0,106779.0,0.01,0.01,0.11,,106779.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-20,1000.0,106776.0,0.01,0.01,0.11,,106776.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2011-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.11,,0.0,0.0,1068688.0,114121985.46,,113.92,0.0,,0.0,,0.0
2011-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114118779.39,,114.13,0.0,,0.0,,0.0
2011-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114125191.52,,113.46,0.0,,0.0,,0.0
2011-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114125191.52,,113.6,0.0,,0.0,,0.0
2011-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114124122.83,,114.09,0.0,,0.0,,0.0
2011-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114123054.14,,114.12,0.0,,0.0,,0.0
2011-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114133741.02,,114.29,0.0,,0.0,,0.0
2011-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114124122.83,,113.98,0.0,,0.0,,0.0
2012-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068688.0,114130534.96,,114.09,0.0,,0.0,,0.0
2012-01-03,700.0,74752.3,0.01,0.01,0.07,,74752.3,0.0,700.0,0.0,,,,,,700.0,,,,,,,,,0.07,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0007
2012-01-04,700.0,74755.1,0.01,0.01,0.07,,74755.1,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0005
2012-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,700.0,0.0,0.08,,0.0,0.0,1363688.0,145640514.71,,147.31,0.0,,0.0,,0.0
2012-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1363688.0,145641878.4,,145.69,0.0,,0.0,,0.0
2012-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1363688.0,145647333.15,,145.97,0.0,,0.0,,0.0
2012-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1363688.0,145635059.96,,145.61,0.0,,0.0,,0.0
2012-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1362238.0,145485656.16,,145.54,0.0,,0.0,,0.0
2012-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145115063.63,,145.01,0.0,,0.0,,0.0
2012-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145121857.47,,145.03,0.0,,0.0,,0.0
2012-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145128651.31,,145.05,0.0,,0.0,,0.0
2012-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145123216.24,,145.25,0.0,,0.0,,0.0
2012-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145134086.38,,145.24,0.0,,0.0,,0.0
2012-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145121857.47,,145.56,0.0,,0.0,,0.0
2012-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145128651.31,,145.18,0.0,,0.0,,0.0
2012-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145128651.31,,145.36,0.0,,0.0,,0.0
2012-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145136803.92,,145.15,0.0,,0.0,,0.0
2012-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145134086.38,,145.84,0.0,,0.0,,0.0
2012-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145134086.38,,144.62,0.0,,0.0,,0.0
2012-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1358768.0,145128651.31,,145.71,0.0,,0.0,,0.0
2012-01-30,1130.0,120699.82,0.02,0.01,0.12,,120699.82,0.0,1130.0,0.0,,,,,,1130.0,,,,,,,,,0.12,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2012-01-31,1130.0,120695.3,0.02,0.01,0.12,,120695.3,0.0,1130.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2012-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1130.0,0.0,0.12,,0.0,0.0,1358768.0,145132727.62,,144.87,0.0,,0.0,,0.0
2012-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1273768.0,136058802.69,,136.02,0.0,,0.0,,0.0
2012-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1273768.0,136056255.15,,136.1,0.0,,0.0,,0.0
2012-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1273768.0,136068992.83,,136.3,0.0,,0.0,,0.0
2012-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1273768.0,136062623.99,,136.15,0.0,,0.0,,0.0
2012-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1273768.0,136066445.3,,135.91,0.0,,0.0,,0.0
2012-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1273768.0,136067719.06,,135.96,0.0,,0.0,,0.0
2012-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1268768.0,135539947.9,,135.34,0.0,,0.0,,0.0
2012-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1267618.0,135417095.7,,135.27,0.0,,0.0,,0.0
2012-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1267618.0,135412025.23,,135.43,0.0,,0.0,,0.0
2012-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1267618.0,135409490.0,,135.5,0.0,,0.0,,0.0
2012-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1737618.0,185624518.09,,186.15,0.0,,0.0,,0.0
2012-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1737618.0,185626255.7,,185.6,0.0,,0.0,,0.0
2012-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1737618.0,185626255.7,,185.65,0.0,,0.0,,0.0
2012-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1893626.0,202301746.46,,202.29,0.0,,0.0,,0.0
2012-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1893626.0,202297959.21,,202.29,0.0,,0.0,,0.0
2012-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1893626.0,202299852.83,,203.14,0.0,,0.0,,0.0
2012-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1893626.0,202299852.83,,202.2,0.0,,0.0,,0.0
2012-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1893626.0,202290384.7,,202.15,0.0,,0.0,,0.0
2012-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1893626.0,202301746.46,,202.54,0.0,,0.0,,0.0
2012-02-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1893626.0,202307427.34,,201.89,0.0,,0.0,,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2057740.0,219840710.64,,219.81,0.0,,0.0,,0.0
2012-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2057740.0,219840710.64,,219.74,0.0,,0.0,,0.0
2012-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2057740.0,219842768.38,,219.68,0.0,,0.0,,0.0
2012-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2057740.0,219832479.68,,219.89,0.0,,0.0,,0.0
2012-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2139740.0,228620520.3,,228.72,0.0,,0.0,,0.0
2012-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2279740.0,243556022.9,,243.78,0.0,,0.0,,0.0
2012-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2279740.0,243569701.34,,243.48,0.0,,0.0,,0.0
2012-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2279740.0,243569701.34,,243.72,0.0,,0.0,,0.0
2012-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2279740.0,243569701.34,,243.07,0.0,,0.0,,0.0
2012-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2279720.0,243585802.28,,243.77,0.0,,0.0,,0.0
2012-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2273380.0,242887919.2,,242.11,0.0,,0.0,,0.0
2012-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2235328.0,238844796.8,,238.99,0.0,,0.0,,0.0
2012-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2235328.0,238822443.52,,238.88,0.0,,0.0,,0.0
2012-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2235328.0,238835855.49,,238.71,0.0,,0.0,,0.0
2012-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2235328.0,238851502.78,,239.11,0.0,,0.0,,0.0
2012-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2235328.0,238829149.5,,239.13,0.0,,0.0,,0.0
2012-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2235288.0,238840522.8,,239.0,0.0,,0.0,,0.0
2012-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2235288.0,238838287.51,,239.41,0.0,,0.0,,0.0
2012-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2433288.0,259984656.36,,259.56,0.0,,0.0,,0.0
2012-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2433288.0,260004122.66,,260.28,0.0,,0.0,,0.0
2012-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2419288.0,258508180.66,,259.04,0.0,,0.0,,0.0
2012-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2392500.0,255636232.5,,255.89,0.0,,0.0,,0.0
2012-04-02,950000.0,101506550.0,19.79,8.88,101.46,,0.0,950000.0,0.0,101506550.0,,,,,,,,,,,,,,,,950000.0,,101.46,,,39.71,39.71,1442500.0,154129682.5,,154.05,39.71,,1.0,100.0,0.3971
2012-04-03,1700000.0,181650100.0,40.25,15.89,180.36,,101510350.0,750000.0,950000.0,80139750.0,,,,,,950000.0,,21.36,,200000.0,,,,,100.78,,,79.58,,,34.68,34.68,1412500.0,150929862.5,,149.87,34.68,,1.0,100.0,0.7861
2012-04-04,1700000.0,181668800.0,43.68,15.89,181.67,,101520800.0,750000.0,950000.0,80148000.0,,,,,,,,,,,,,,,,,,80.16,,,34.68,34.68,1412500.0,150945400.0,,150.96,34.68,,1.0,100.0,0.7861
2012-04-05,1876000.0,200478740.0,44.65,17.53,200.52,,100239370.0,938000.0,938000.0,100239370.0,,,,,,,,,,,,,,,,188000.0,12000.0,100.27,1.84,,43.38,43.38,1224500.0,130856192.5,,130.9,43.38,,1.0,100.0,0.8675
2012-04-06,1876000.0,200478740.0,40.49,17.53,200.66,,100239370.0,938000.0,938000.0,100239370.0,,,,,,,,,,,,,,,,,,100.36,,,43.38,43.38,1224500.0,130856192.5,,131.01,43.38,,1.0,100.0,0.8675
2012-04-09,1876000.0,200478740.0,40.49,17.53,200.19,,100239370.0,938000.0,938000.0,100239370.0,,,,,,,,,,,,,,,,,,100.17,,,43.38,43.38,1224500.0,130856192.5,,130.74,43.38,,1.0,100.0,0.8675
