,AFLT FP Equity_DX_SI_QTY,AFLT FP Equity_DX_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AFLT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AFLT FP Equity_DX_SI_MV,AFLT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY,AFLT FP Equity_DX_BROKER_SI_QTY,AFLT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AFLT FP Equity_DX_BROKER_SI_MV_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_x,AFLT FP Equity_DX_BROKER_SI_MV_INC_x,AFLT FP Equity_DX_SUPPLY_SI_MV_NEW,AFLT FP Equity_DX_BROKER_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_NEW,AFLT FP Equity_DX_SUPPLY_SI_MV_DEC,AFLT FP Equity_DX_BROKER_SI_QTY_INC,AFLT FP Equity_DX_SUPPLY_SI_QTY_DEC,AFLT FP Equity_DX_BROKER_SI_MV_NEW_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AFLT FP Equity_DX_BROKER_SI_MV_INC_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_y,AFLT FP Equity_DX_BROKER_SI_MV_ADD,AFLT FP Equity_DX_SUPPLY_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV,AFLT FP Equity_DX_BROKER_SI_MV_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV_RMV,AFLT FP Equity_DX_BROKER_SI_MV_RMV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AFLT FP Equity_DX_UTILIZATION_QUANTITY,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AFLT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_MV,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AFLT FP Equity_DX_BROKER_SI_CON_RATIO,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AFLT FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165823.0,17124541.21,,16.84,0.0,,0.0,,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165823.0,17124541.21,,16.85,0.0,,0.0,,0.0
2017-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165049.0,17042959.74,,16.77,0.0,,0.0,,0.0
2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166110.0,17152518.6,,16.87,0.0,,0.0,,0.0
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166359.0,17184884.7,,16.9,0.0,,0.0,,0.0
2017-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166359.0,17196529.83,,16.91,0.0,,0.0,,0.0
2017-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166359.0,17183221.11,,16.92,0.0,,0.0,,0.0
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166396.0,17197026.6,,16.91,0.0,,0.0,,0.0
2017-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165556.0,17113523.72,,16.83,0.0,,0.0,,0.0
2017-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165556.0,17111868.16,,16.83,0.0,,0.0,,0.0
2017-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165556.0,17113523.72,,16.83,0.0,,0.0,,0.0
2017-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165556.0,17113523.72,,16.83,0.0,,0.0,,0.0
2017-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165556.0,17111868.16,,16.83,0.0,,0.0,,0.0
2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165556.0,17118490.4,,16.83,0.0,,0.0,,0.0
2017-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165556.0,17101934.8,,16.84,0.0,,0.0,,0.0
2017-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165717.0,17116908.93,,16.84,0.0,,0.0,,0.0
2017-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165717.0,17120223.27,,16.84,0.0,,0.0,,0.0
2017-05-23,28800.0,2977632.0,1.07,0.43,2.96,1985088.0,9600.0,19200.0,992544.0,,,,,,19200.0,,,,,,,,,1.97,9600.0,,0.99,,,,18.94,5.79,41089.0,4248191.71,,4.24,18.94,49.91,0.5,50.09,0.1738
2017-05-24,48900.0,5052348.0,1.6,0.73,5.05,3368232.0,16300.0,32600.0,1684116.0,,,6700.0,1.39,,,,,13400.0,,,,1.39,6700.0,,,,1.69,,,,32.16,9.84,34389.0,3553071.48,,3.56,32.16,49.99,0.5,50.01,0.2951
2017-05-25,48900.0,5052837.0,1.58,0.73,5.05,3368558.0,16300.0,32600.0,1684279.0,,,,,,,,,,,,,,,,,,1.68,,,,32.16,9.84,34378.0,3552278.74,,3.55,32.16,49.95,0.5,50.05,0.2951
2017-05-26,48900.0,5052348.0,1.57,0.73,5.05,3368232.0,16300.0,32600.0,1684116.0,,,,,,,,,,,,,,,,,,1.68,,,,32.16,9.84,34378.0,3551934.96,,3.55,32.16,49.88,0.5,50.12,0.2951
2017-05-29,48900.0,5052837.0,1.57,0.73,5.04,3368558.0,16300.0,32600.0,1684279.0,,,,,,,,,,,,,,,,,,1.68,,,,32.16,9.84,34378.0,3552278.74,,3.55,32.16,49.96,0.5,50.04,0.2951
2017-05-30,48900.0,5049903.0,1.56,0.73,5.05,3366602.0,16300.0,32600.0,1683301.0,,,,,,,,,,,,,,,,,,1.68,,,,32.16,9.84,34378.0,3550216.06,,3.55,32.16,49.96,0.5,50.04,0.2951
2017-05-31,48900.0,5051370.0,1.53,0.73,5.07,3367580.0,16300.0,32600.0,1683790.0,,,,,,,,,,,,,,,,,,1.68,,,,33.78,9.92,31960.0,3301468.0,,3.3,33.78,49.95,0.5,50.05,0.2975
2017-06-01,48900.0,5051859.0,1.55,0.72,5.04,3367906.0,16300.0,32600.0,1683953.0,,,,,,,,,,,,,,,,,,1.68,,,,33.78,9.91,31960.0,3301787.6,,3.3,33.78,49.97,0.5,50.03,0.2974
2017-06-02,48900.0,5052348.0,1.42,0.72,5.06,3368232.0,16300.0,32600.0,1684116.0,,,,,,,,,,,,,,,,,,1.68,,,,33.78,9.91,31960.0,3302107.2,,3.3,33.78,49.92,0.5,50.08,0.2974
2017-06-05,48900.0,5053326.0,1.56,0.72,5.04,3368884.0,16300.0,32600.0,1684442.0,,,,,,,,,,,,,,,,,,1.68,,,,33.78,9.91,31960.0,3302746.4,,3.3,33.78,49.92,0.5,50.08,0.2974
2017-06-06,32600.0,3369210.0,1.05,0.48,3.37,3369210.0,0.0,32600.0,0.0,,,,,,,,1.68,,16300.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.85,0.5,50.15,0.1977
2017-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,32600.0,0.0,3.37,,,0.0,0.0,164930.0,17032321.1,,16.77,0.0,,0.0,,0.0
2017-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164677.0,17007840.56,,16.73,0.0,,0.0,,0.0
2017-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,163601.0,16875443.15,,16.61,0.0,,0.0,,0.0
2017-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,163601.0,16896711.28,,16.6,0.0,,0.0,,0.0
2017-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,163454.0,16886432.74,,16.6,0.0,,0.0,,0.0
2017-06-14,8100.0,836568.0,0.32,0.12,0.84,278856.0,5400.0,2700.0,557712.0,,,,,,2700.0,,,,,,,,,0.28,5400.0,,0.56,,,,10.83,3.25,44443.0,4590073.04,,4.59,10.83,49.95,0.5,50.05,0.0487
2017-06-15,8100.0,836649.0,0.33,0.12,0.83,278883.0,5400.0,2700.0,557766.0,,,,,,,,,,,,,,,,,,0.56,,,,11.31,3.29,42336.0,4372885.44,,4.37,11.31,49.73,0.5,50.27,0.0493
2017-06-16,8100.0,836811.0,0.33,0.12,0.84,278937.0,5400.0,2700.0,557874.0,,,,,,,,,,,,,,,,,,0.56,,,,11.31,3.29,42336.0,4373732.16,,4.37,11.31,49.96,0.5,50.04,0.0493
2017-06-19,8100.0,836811.0,0.33,0.12,0.83,278937.0,5400.0,2700.0,557874.0,,,,,,,,,,,,,,,,,,0.56,,,,11.31,3.29,42336.0,4373732.16,,4.37,11.31,49.82,0.5,50.18,0.0493
2017-06-20,8100.0,837054.0,0.34,0.12,0.84,279018.0,5400.0,2700.0,558036.0,,,,,,,,,,,,,,,,,,0.56,,,,11.31,3.29,42336.0,4375002.24,,4.37,11.31,49.91,0.5,50.09,0.0493
2017-06-21,2700.0,278937.0,0.11,0.04,0.28,278937.0,0.0,2700.0,0.0,,,,,,,,0.56,,5400.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0164
2017-06-22,3600.0,371952.0,0.17,0.05,0.37,247968.0,1200.0,2400.0,123984.0,,,,,,1200.0,,,,,,,,,0.12,1200.0,1500.0,0.12,0.16,,,2.68,0.73,43534.0,4497932.88,,4.5,2.68,49.92,0.5,50.08,0.0219
2017-06-23,3600.0,371952.0,0.16,0.05,0.37,247968.0,1200.0,2400.0,123984.0,,,,,,,,,,,,,,,,,,0.12,,,,2.68,0.74,43534.0,4497932.88,,4.51,2.68,49.91,0.5,50.09,0.0223
2017-06-26,3600.0,371988.0,0.16,0.05,0.37,247992.0,1200.0,2400.0,123996.0,,1200.0,,,0.12,,,,,,,1200.0,,,,,,0.12,,0.12,,2.68,0.74,43534.0,4498368.22,1200.0,4.5,2.68,49.96,0.5,50.04,0.0223
2017-06-27,3600.0,372024.0,0.16,0.05,0.37,248016.0,1200.0,2400.0,124008.0,,,,,,,,,,,,,,,,,,0.12,,,,2.68,0.73,43534.0,4498803.56,,4.5,2.68,49.98,0.5,50.02,0.022
2017-06-28,48880.0,5054680.8,1.26,0.62,5.06,2909957.4,20740.0,28140.0,2144723.4,,,19540.0,2.66,,,,,25740.0,,,,2.66,19540.0,,,,2.14,,,,46.32,12.65,24035.0,2485459.35,,2.48,46.32,26.43,0.6111,73.57,0.2982
2017-06-29,53380.0,5520559.6,1.03,0.68,5.53,3220498.8,22240.0,31140.0,2300060.8,,,1500.0,0.32,,,,,3000.0,,,,0.32,1500.0,,,,2.3,,,,49.67,13.57,22535.0,2330569.7,,2.33,49.67,28.67,0.591,71.33,0.3257
2017-06-30,77380.0,8000318.2,1.49,0.99,7.99,4873804.6,30240.0,47140.0,3126513.6,,,8000.0,1.64,,,,,16000.0,,,,1.64,8000.0,,,,3.13,,,,67.54,18.45,14535.0,1502773.65,,1.5,67.54,35.91,0.5397,64.09,0.4721
2017-07-03,77380.0,8001092.0,1.47,0.97,7.96,4874276.0,30240.0,47140.0,3126816.0,,,,,,,,,,,,,,,,,,3.12,,,,67.54,18.45,14535.0,1502919.0,,1.5,67.54,35.94,0.5395,64.06,0.4721
2017-07-04,76180.0,7877012.0,1.41,0.96,7.86,4874276.0,29040.0,47140.0,3002736.0,,,,,,,,0.12,,1200.0,,,,,,,,3.0,,,,65.05,17.73,15602.0,1613246.8,,1.61,65.05,35.91,0.5397,64.09,0.4652
2017-07-05,67580.0,6991826.8,1.35,0.85,6.99,4628800.4,22840.0,44740.0,2363026.4,,,,,,,,0.64,,6200.0,,,,,,,2400.0,2.37,0.24,,,51.24,14.19,21732.0,2248392.72,,2.25,51.29,35.14,0.5442,64.86,0.4198
2017-07-06,55180.0,5708922.8,1.11,0.69,5.73,3345896.4,22840.0,32340.0,2363026.4,,,,,,,,,,,,,,,,,12400.0,2.36,1.26,,,51.05,14.17,21901.0,2265877.46,,2.27,51.05,29.4,0.5849,70.6,0.3424
2017-07-07,55180.0,5714992.6,1.12,0.69,5.71,3349453.8,22840.0,32340.0,2365538.8,,,,,,,,,,,,,,,,,,2.37,,,,51.05,14.16,21901.0,2268286.57,,2.27,51.05,29.45,0.5845,70.55,0.3421
2017-07-10,48500.0,5023630.0,0.93,0.61,5.02,1968020.0,29500.0,19000.0,3055610.0,,,,,,,,1.38,,13340.0,,,,,,20000.0,13340.0,3.06,1.38,,,46.3,18.41,34218.0,3544300.44,,3.54,46.3,24.38,0.3819,51.32,0.3026
2017-07-11,48500.0,5023145.0,0.92,0.61,5.03,1967830.0,29500.0,19000.0,3055315.0,,,,,,,,,,,,,,,,,,3.06,,,,45.99,18.41,34648.0,3588493.36,,3.59,45.99,24.44,0.381,51.16,0.3027
2017-07-12,39000.0,4040790.0,0.75,0.49,4.03,1968590.0,20000.0,19000.0,2072200.0,,,,,,,,0.98,,9500.0,,,,,,,,2.07,,,,100.0,12.48,0.0,0.0,,0.0,100.0,24.3,0.3823,51.4,0.2434
2017-07-13,36000.0,3729960.0,0.69,0.45,3.73,1657760.0,20000.0,16000.0,2072200.0,,,,,,,,,,,,,,,,,3000.0,2.07,0.3,,,100.0,12.48,0.0,0.0,,0.0,100.0,22.22,0.4076,55.58,0.2247
2017-07-14,20000.0,2071600.0,0.4,0.25,2.07,0.0,20000.0,0.0,2071600.0,,,,,,,,,,,,,,,,,16000.0,2.07,1.66,,,100.0,12.48,0.0,0.0,,0.0,100.0,28.8,1.0,100.0,0.1248
2017-07-17,20000.0,2072600.0,0.41,0.24,2.07,0.0,20000.0,0.0,2072600.0,,,,,,,,,,,,,,,,,,2.07,,,,100.0,12.59,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1259
2017-07-18,20000.0,2073000.0,0.41,0.24,2.07,0.0,20000.0,0.0,2073000.0,,,,,,,,,,,,,,,,,,2.07,,,,100.0,12.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1261
2017-07-19,20000.0,2073000.0,0.41,0.25,2.07,0.0,20000.0,0.0,2073000.0,,,,,,,,,,,,,,,,,,2.07,,,,100.0,10.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1052
2017-07-20,20000.0,2074200.0,0.4,0.24,2.07,0.0,20000.0,0.0,2074200.0,,,,,,,,,,,,,,,,,,2.07,,,,100.0,10.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1052
2017-07-21,20000.0,2073200.0,0.31,0.24,2.07,0.0,20000.0,0.0,2073200.0,,,,,,,,,,,,,,,,,,2.07,,,,100.0,10.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1052
2017-07-24,20000.0,2073400.0,0.31,0.24,2.07,0.0,20000.0,0.0,2073400.0,,,,,,,,,,,,,,,,,,2.07,,,,100.0,10.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1052
2017-07-25,32600.0,3379642.0,0.51,0.39,3.38,870828.0,24200.0,8400.0,2508814.0,,,,,,8400.0,,,,,,,,,0.87,4200.0,,2.51,,,,36.49,13.07,42128.0,4367409.76,,4.37,36.46,14.8,0.5397,70.43,0.176
2017-07-26,47300.0,4904064.0,0.74,0.56,4.92,1886976.0,29100.0,18200.0,3017088.0,,,4900.0,1.03,,,,,9800.0,,,,1.03,4900.0,,,,3.02,,,,43.87,15.72,37228.0,3859799.04,,3.86,43.85,23.92,0.3868,52.21,0.2555
2017-07-27,47300.0,4898861.0,0.74,0.56,4.9,1884974.0,29100.0,18200.0,3013887.0,1.88,,,,,,18200.0,,,,1.88,,,,,29100.0,,3.02,,,,43.87,15.72,37228.0,3855703.96,,3.86,43.87,23.84,0.3878,52.39,0.2555
2017-07-28,53600.0,5556176.0,0.81,0.63,5.56,2321984.0,31200.0,22400.0,3234192.0,,,2100.0,0.44,,,,,4200.0,,,,0.44,2100.0,,,,3.23,,,,45.85,16.7,36852.0,3820078.32,,3.82,45.83,26.51,0.3618,47.1,0.2869
2017-07-31,53600.0,5555104.0,0.79,0.63,5.57,2321536.0,31200.0,22400.0,3233568.0,,,,,,,,,,,,,,,,,,3.23,,,,45.85,16.7,36852.0,3819341.28,,3.82,45.85,26.53,0.3614,47.02,0.2869
2017-08-01,53600.0,5555104.0,0.79,0.63,5.55,2321536.0,31200.0,22400.0,3233568.0,,,,,,,,,,,,,,,,,,3.23,,,,45.85,16.7,36852.0,3819341.28,,3.82,45.85,26.44,0.3624,47.25,0.2869
2017-08-02,53600.0,5556176.0,0.79,0.63,5.56,2321984.0,31200.0,22400.0,3234192.0,,,,,,,,,,,,,,,,,,3.23,,,,45.85,16.7,36852.0,3820078.32,,3.82,45.85,26.49,0.3616,47.07,0.2869
2017-08-03,33600.0,3482640.0,0.49,0.39,3.49,2321760.0,11200.0,22400.0,1160880.0,,,,,,,,2.07,,20000.0,,,,,,,,1.16,,,,23.31,6.05,36852.0,3819709.8,,3.82,23.31,49.81,0.5,50.19,0.1815
2017-08-04,33600.0,3484992.0,0.46,0.39,3.47,2323328.0,11200.0,22400.0,1161664.0,,,,,,,,,,,,,,,,,,1.16,,,,23.31,6.76,36852.0,3822289.44,,3.82,23.31,49.72,0.5,50.28,0.2027
2017-08-07,33600.0,3483984.0,0.46,0.38,3.49,2322656.0,11200.0,22400.0,1161328.0,,,,,,,,,,,,,,,,,,1.16,,,,23.31,6.74,36852.0,3821183.88,,3.82,23.31,49.94,0.5,50.06,0.2023
2017-08-08,33600.0,3484320.0,0.42,0.38,3.47,2322880.0,11200.0,22400.0,1161440.0,,,,,,,,,,,,,,,,,,1.16,,,,23.24,6.02,36983.0,3835137.1,,3.83,23.24,49.95,0.5,50.05,0.1805
2017-08-09,33600.0,3484656.0,0.54,0.38,3.48,2323104.0,11200.0,22400.0,1161552.0,,,,,,,,,,,,,,,,,,1.16,,,,23.24,6.02,36983.0,3835506.93,,3.84,23.24,49.95,0.5,50.05,0.1805
2017-08-10,33600.0,3482976.0,0.69,0.38,3.48,2321984.0,11200.0,22400.0,1160992.0,,,,,,,,,,,,,,,,,,1.16,,,,23.24,6.02,36983.0,3833657.78,,3.83,23.24,49.89,0.5,50.11,0.1805
2017-08-11,38100.0,3949065.0,0.79,0.43,3.96,2632710.0,12700.0,25400.0,1316355.0,,,1500.0,0.32,,,,,3000.0,,,,0.32,1500.0,,,,1.32,,,,26.36,6.8,35483.0,3677812.95,,3.68,26.36,50.0,0.5,50.0,0.2039
2017-08-14,38100.0,3948303.0,0.79,0.43,3.94,2632202.0,12700.0,25400.0,1316101.0,,,,,,,,,,,,,,,,,,1.32,,,,26.36,6.82,35483.0,3677103.29,,3.68,26.36,49.91,0.5,50.09,0.2046
2017-08-15,38100.0,3948684.0,0.76,0.43,3.93,2632456.0,12700.0,25400.0,1316228.0,,,,,,,,,,,,,,,,,,1.32,,,,26.36,6.82,35483.0,3677458.12,,3.68,26.36,49.91,0.5,50.09,0.2046
2017-08-16,38100.0,3950208.0,0.76,0.43,3.95,2633472.0,12700.0,25400.0,1316736.0,,,,,,,,,,,,,,,,,,1.32,,,,26.36,6.82,35483.0,3678877.44,,3.68,26.35,49.98,0.5,50.02,0.2046
2017-08-17,38100.0,3950970.0,0.76,0.43,3.94,2633980.0,12700.0,25400.0,1316990.0,,,,,,,,,,,,,,,,,,1.32,,,,26.46,6.82,35298.0,3660402.6,,3.66,26.45,49.9,0.5,50.1,0.2046
2017-08-18,38100.0,3951351.0,0.74,0.43,3.96,2634234.0,12700.0,25400.0,1317117.0,,,,,,,,,,,,,,,,,,1.32,,,,26.39,6.82,35430.0,3674445.3,,3.67,26.39,49.97,0.5,50.03,0.2045
2017-08-21,38100.0,3949827.0,0.78,0.42,3.96,2633218.0,12700.0,25400.0,1316609.0,,,,,,,,,,,,,,,,,,1.32,,,,26.39,6.82,35430.0,3673028.1,,3.67,26.39,49.9,0.5,50.1,0.2045
2017-08-22,38100.0,3949827.0,0.78,0.42,3.94,2633218.0,12700.0,25400.0,1316609.0,,,,,,,,,,,,,,,,,,1.32,,,,26.39,6.9,35430.0,3673028.1,,3.67,26.39,49.97,0.5,50.03,0.207
2017-08-23,38100.0,3949446.0,0.75,0.42,3.96,2632964.0,12700.0,25400.0,1316482.0,,,,,,,,,,,,,,,,,,1.32,,,,26.39,6.9,35430.0,3672673.8,,3.67,26.39,49.94,0.5,50.06,0.207
2017-08-24,38100.0,3949827.0,0.77,0.42,3.94,2633218.0,12700.0,25400.0,1316609.0,,,,,,,,,,,,,,,,,,1.32,,,,26.39,6.9,35430.0,3673028.1,,3.67,26.39,49.94,0.5,50.06,0.207
2017-08-25,38100.0,3949827.0,0.79,0.42,3.96,2633218.0,12700.0,25400.0,1316609.0,,,,,,,,,,,,,,,,,,1.32,,,,26.39,6.9,35430.0,3673028.1,,3.67,26.39,49.85,0.5,50.15,0.207
2017-08-28,38100.0,3947541.0,0.78,0.42,3.96,2631694.0,12700.0,25400.0,1315847.0,,,,,,,,,,,,,,,,,,1.32,,,,26.45,6.9,35309.0,3658365.49,,3.66,26.45,49.92,0.5,50.08,0.2071
2017-08-29,38100.0,3949065.0,0.78,0.42,3.95,2632710.0,12700.0,25400.0,1316355.0,,,,,,,,,,,,,,,,,,1.32,,,,26.45,6.9,35309.0,3659777.85,,3.66,26.45,49.96,0.5,50.04,0.2071
2017-08-30,83100.0,8614146.0,1.69,0.92,8.57,4187864.0,42700.0,40400.0,4426282.0,,,15000.0,1.53,,,,,15000.0,,,,1.53,15000.0,,15000.0,,4.43,,,,67.77,21.46,20309.0,2105230.94,,2.11,67.77,27.28,0.3753,49.86,0.4177
2017-08-31,83100.0,8619963.0,1.62,0.92,8.61,4190692.0,42700.0,40400.0,4429271.0,,,,,,,,,,,,,,,,,,4.43,,,,67.77,21.46,20309.0,2106652.57,,2.11,67.77,27.07,0.3757,49.97,0.4177
2017-09-01,83100.0,8616639.0,2.18,0.92,8.6,4189076.0,42700.0,40400.0,4427563.0,,,,,,,,,,,,,,,,,,4.43,,,,67.77,21.46,20309.0,2105840.21,,2.11,67.77,27.14,0.3753,49.89,0.4177
2017-09-04,83100.0,8616639.0,2.2,0.91,8.62,4189076.0,42700.0,40400.0,4427563.0,,,,,,,,,,,,,,,,,,4.43,,,,67.77,21.46,20309.0,2105840.21,,2.11,67.77,27.05,0.3758,50.0,0.4177
2017-09-05,83100.0,8619963.0,2.17,0.91,8.62,4190692.0,42700.0,40400.0,4429271.0,,,,,,,,,,,,,,,,,,4.43,,,,67.77,21.46,20309.0,2106652.57,,2.11,67.77,27.07,0.3758,49.98,0.4177
2017-09-06,83100.0,8618301.0,2.16,0.91,8.61,4189884.0,42700.0,40400.0,4428417.0,,,,,,,,,,,,,,,,,,4.43,,,,67.77,21.21,20309.0,2106246.39,,2.11,67.76,27.09,0.3757,49.97,0.4127
2017-09-07,53100.0,5507001.0,1.28,0.58,5.53,4189884.0,12700.0,40400.0,1317117.0,,,,,,,,3.11,,30000.0,,,,,,,,1.32,,,,26.45,6.24,35309.0,3661896.39,,3.66,26.45,31.51,0.5684,68.49,0.2608
2017-09-08,38100.0,3951351.0,0.97,0.42,3.95,2634234.0,12700.0,25400.0,1317117.0,,,,,,,,,,,,,,,,,15000.0,1.32,1.57,,,26.45,6.73,35309.0,3661896.39,,3.66,26.45,49.96,0.5,50.04,0.202
2017-09-11,38100.0,3949446.0,1.03,0.42,3.93,2632964.0,12700.0,25400.0,1316482.0,,,,,,,,,,,,,,,,,,1.32,,,,100.0,6.72,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,0.2017
2017-09-12,38100.0,3949446.0,0.95,0.42,3.95,2632964.0,12700.0,25400.0,1316482.0,,,,,,,,,,,,,,,,,,1.32,,,,100.0,6.72,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,0.2017
2017-09-13,25400.0,2632202.0,0.62,0.27,2.61,2632202.0,0.0,25400.0,0.0,,,,,,,,1.32,,12700.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.95,0.5,50.05,0.1345
2017-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,25400.0,0.0,2.61,,,0.0,0.0,188912.0,19593952.64,,19.3,0.0,,0.0,,0.0
2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,188912.0,19590174.4,,19.31,0.0,,0.0,,0.0
2017-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,188722.0,19570471.4,,19.29,0.0,,0.0,,0.0
2017-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,186722.0,19366805.84,,19.08,0.0,,0.0,,0.0
2017-09-20,19800.0,2054646.0,0.53,0.21,2.04,1369764.0,6600.0,13200.0,684882.0,,,,,,13200.0,,,,,,,,,1.36,6600.0,,0.68,,,,15.3,3.59,36524.0,3790095.48,,3.79,15.3,49.93,0.5,50.07,0.1078
2017-09-21,19800.0,2054052.0,0.52,0.21,2.06,1369368.0,6600.0,13200.0,684684.0,,,,,,,,,,,,,,,,,,0.68,,,,15.26,3.59,36653.0,3802382.22,,3.8,15.26,49.95,0.5,50.05,0.1077
2017-09-22,42900.0,4451304.0,1.11,0.45,4.45,3081672.0,13200.0,29700.0,1369632.0,,,6591.0,1.02,,6600.0,,,9900.0,,,,1.02,6591.0,0.68,9.0,,1.37,,,,26.41,7.18,36772.0,3815462.72,,3.82,26.41,33.28,0.3582,44.51,0.2333
