,ALHGR FP Equity_DX_SI_QTY,ALHGR FP Equity_DX_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHGR FP Equity_DX_SI_MV,ALHGR FP Equity_DX_DSS,ALHGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY,ALHGR FP Equity_DX_BROKER_SI_QTY,ALHGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHGR FP Equity_DX_BROKER_SI_MV_INC_x,ALHGR FP Equity_DX_SUPPLY_SI_MV_NEW,ALHGR FP Equity_DX_BROKER_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_NEW,ALHGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALHGR FP Equity_DX_BROKER_SI_QTY_INC,ALHGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHGR FP Equity_DX_BROKER_SI_MV_INC_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHGR FP Equity_DX_BROKER_SI_MV_ADD,ALHGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV,ALHGR FP Equity_DX_BROKER_SI_MV_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV_RMV,ALHGR FP Equity_DX_BROKER_SI_MV_RMV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHGR FP Equity_DX_BROKER_SI_CON_RATIO,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHGR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHGR FP Equity_PX_LAST
2021-10-06,65683.0,1871965.5,1.74,10.32,0.48,1.87,0.0,863493.0,35385.0,30298.0,1008472.5,,,,0.01,,,,,265.0,,,,0.01,,,,,1.01,,,,100.0,36.51,0.0,0.0,,0.0,100.0,40.77,0.3417,40.77,0.6778,28.5
2021-10-07,65155.0,1843886.5,1.73,10.63,0.48,1.86,0.0,842491.0,35385.0,29770.0,1001395.5,,,,,,,,,,,,,,,,,528.0,1.01,0.02,,,100.0,36.51,0.0,0.0,,0.0,100.0,41.12,0.3466,41.12,0.6723,28.3
2021-10-08,86943.0,2477875.5,2.31,14.02,0.64,2.47,0.0,1167075.0,45993.0,40950.0,1310800.5,,,10608.0,0.32,,,,,11180.0,,,,0.32,10608.0,,,,1.3,,,,100.0,42.62,0.0,0.0,,0.0,100.0,30.54,0.2579,30.54,0.8056,28.5
2021-10-11,86398.0,2462343.0,2.29,14.03,0.64,2.46,0.0,1151542.5,45993.0,40405.0,1310800.5,,,,,,,,,,,,,,,,,545.0,1.31,0.01,,,100.0,42.62,0.0,0.0,,0.0,100.0,30.78,0.2609,30.78,0.8006,28.5
2021-10-12,66519.0,1902443.4,1.77,11.03,0.49,1.9,0.0,878992.4,35785.0,30734.0,1023451.0,,,,0.02,,,,0.29,537.0,10208.0,,,0.02,,,,10208.0,1.02,0.29,,,100.0,36.85,0.0,0.0,,0.0,100.0,40.25,0.3333,40.25,0.685,28.6
2021-10-13,78129.0,2234489.4,2.08,12.99,0.57,2.24,0.0,1037608.0,41849.0,36280.0,1196881.4,,,6064.0,0.17,,,,,6064.0,,,,0.17,6064.0,,,518.0,1.2,0.01,,,100.0,40.21,0.0,0.0,,0.0,100.0,34.12,0.2702,34.12,0.7507,28.6
2021-10-14,78649.0,2233631.6,2.09,14.11,0.58,2.25,0.0,1045120.0,41849.0,36800.0,1188511.6,,,,0.01,,,,,520.0,,,,0.01,,,,,1.2,,,,100.0,40.56,0.0,0.0,,0.0,100.0,33.91,0.2672,33.91,0.7623,28.4
2021-10-15,78291.0,2168660.7,2.08,13.86,0.58,2.22,0.0,1009443.4,41849.0,36442.0,1159217.3,,,,,,,,,,,,,,,,,358.0,1.19,0.01,,,100.0,40.01,0.0,0.0,,0.0,100.0,34.11,0.2695,34.11,0.7485,27.7
2021-10-18,78291.0,2184318.9,2.08,14.0,0.58,2.17,0.0,1016731.8,41849.0,36442.0,1167587.1,,,,,,,,,,,,,,,,,,1.16,,,,100.0,40.01,0.0,0.0,,0.0,100.0,33.98,0.2684,33.98,0.7485,27.9
2021-10-19,78206.0,2213229.8,2.08,14.8,0.57,2.19,0.0,1028903.1,41849.0,36357.0,1184326.7,,,,,,,,,,,,,,,,,85.0,1.17,0.0,,,100.0,40.01,0.0,0.0,,0.0,100.0,34.0,0.269,34.0,0.7476,28.3
2021-10-20,78709.0,2243206.5,2.09,15.26,0.58,2.23,0.0,1050510.0,41849.0,36860.0,1192696.5,,,,0.02,,,,,503.0,,,,0.02,,,,,1.19,,,,100.0,40.01,0.0,0.0,,0.0,100.0,33.83,0.2664,33.83,0.7524,28.5
2021-10-21,78291.0,2184318.9,2.08,15.56,0.58,2.23,0.0,1016731.8,41849.0,36442.0,1167587.1,,,,,,,,,,,,,,,,,418.0,1.19,0.01,,,100.0,40.01,0.0,0.0,,0.0,100.0,34.11,0.2695,34.11,0.7485,27.9
2021-10-22,78291.0,2270439.0,2.08,16.15,0.58,2.2,0.0,1056818.0,41849.0,36442.0,1213621.0,,,,,,,,,,,,,,,,,,1.17,,,,100.0,40.01,0.0,0.0,,0.0,100.0,33.9,0.2682,33.9,0.7485,29.0
2021-10-25,78291.0,2286097.2,2.08,16.25,0.58,2.27,0.0,1064106.4,41849.0,36442.0,1221990.8,,,,,,,,,,,,,,,,,,1.21,,,,100.0,40.01,0.0,0.0,,0.0,100.0,34.05,0.2694,34.05,0.7485,29.2
2021-10-26,78291.0,2254780.8,2.08,16.27,0.58,2.28,0.0,1049529.6,41849.0,36442.0,1205251.2,,,,,,,,,,,,,,,,,,1.22,,,,100.0,39.79,0.0,0.0,,0.0,100.0,34.12,0.2699,34.12,0.7444,28.8
2021-10-27,78060.0,2209098.0,2.07,16.44,0.57,2.25,0.0,1024771.3,41849.0,36211.0,1184326.7,,,,,,,,,,,,,,,,,231.0,1.21,0.01,,,100.0,39.79,0.0,0.0,,0.0,100.0,34.22,0.2711,34.22,0.7422,28.3
2021-10-28,77925.0,2189692.5,2.07,16.9,0.57,2.22,0.0,1013735.6,41849.0,36076.0,1175956.9,,,,,,,,,,,,,,,,,135.0,1.2,0.01,,,100.0,39.79,0.0,0.0,,0.0,100.0,33.94,0.2716,34.54,0.7409,28.1
2021-10-29,77925.0,2181900.0,2.07,17.22,0.57,2.19,0.0,1010128.0,41849.0,36076.0,1171772.0,,,,,,,,,,,,,,,,,,1.18,,,,100.0,39.79,0.0,0.0,,0.0,100.0,34.19,0.2711,34.19,0.7409,28.0
2021-11-01,78664.0,2202592.0,2.09,17.59,0.58,2.21,0.0,1030820.0,41849.0,36815.0,1171772.0,,,,0.02,,,,,739.0,,,,0.02,,,,,1.18,,,,100.0,39.79,0.0,0.0,,0.0,100.0,33.85,0.2666,33.85,0.7479,28.0
2021-11-02,78128.0,2195396.8,2.08,17.77,0.57,2.19,0.0,1036299.9,41249.0,36879.0,1159096.9,,,,,,64.0,,0.02,,600.0,,,,,0.0,,,1.16,,,,100.0,39.46,0.0,0.0,,0.0,100.0,33.81,0.2661,33.81,0.7474,28.1
2021-11-03,76972.0,2155216.0,2.04,17.36,0.57,2.17,0.0,1000244.0,41313.0,35723.0,1156764.0,,,64.0,,,,,,,,,,,64.0,,,1156.0,1.16,0.03,,,100.0,39.52,0.0,0.0,,0.0,100.0,34.35,0.2722,34.35,0.7363,28.0
2021-11-04,88267.0,2471476.0,2.34,20.04,0.65,2.48,0.0,1152620.0,47166.0,41165.0,1320648.0,,,5853.0,0.17,,,,,6153.0,,,,0.17,5853.0,,,711.0,1.32,0.02,,,100.0,42.73,0.0,0.0,,0.0,100.0,29.88,0.2669,29.88,0.7996,28.0
2021-11-05,88267.0,2462649.3,2.34,20.81,0.65,2.47,0.0,1148503.5,47166.0,41165.0,1315931.4,,,,,,,,,,,,,,,,,,1.32,,,,100.0,42.73,0.0,0.0,,0.0,100.0,29.9,0.2669,29.9,0.7996,27.9
2021-11-08,87471.0,2396705.4,2.32,20.81,0.64,2.44,0.0,1106110.6,47166.0,40369.0,1292348.4,,,,,,,,,,,,,,,,,796.0,1.32,0.02,,,100.0,42.73,0.0,0.0,,0.0,100.0,30.23,0.2712,30.23,0.7924,27.4
2021-11-09,86935.0,2382019.0,2.31,19.86,0.64,2.39,0.0,1091424.2,47166.0,39833.0,1292348.4,,,,0.14,,,,,5240.0,,,,0.14,,,,5776.0,1.3,0.16,,,100.0,42.73,0.0,0.0,,0.0,100.0,30.32,0.2453,30.32,0.7875,27.4
2021-11-10,82644.0,2289238.8,2.2,20.28,0.61,2.27,0.0,1144508.6,41390.0,41318.0,1146503.0,,,,0.04,,,,0.16,1485.0,5776.0,,,0.04,,,,,1.14,,,,100.0,39.56,0.0,0.0,,0.0,100.0,31.88,0.2462,31.88,0.79,27.7
2021-11-11,82027.0,2231134.4,2.18,21.26,0.6,2.27,0.0,1092678.4,41919.0,40172.0,1140196.8,,,529.0,0.01,,,,,529.0,,,,0.01,529.0,,,1675.0,1.17,0.04,,,100.0,39.87,0.0,0.0,,0.0,100.0,32.23,0.2513,32.23,0.7801,27.2
2021-11-12,86063.0,2306488.4,2.29,22.85,0.63,2.35,0.0,1184774.4,45378.0,44208.0,1216130.4,,,,0.11,,,,,4036.0,,,,0.11,,,3459.0,,1.24,,,,54.36,42.62,38092.0,1020865.6,,1.04,54.5,30.63,0.2372,30.63,0.8084,26.8
2021-11-15,87411.0,2360097.0,2.32,23.15,0.64,2.35,0.0,1230012.0,45378.0,45556.0,1225206.0,,,,0.03,,,,,1348.0,,,,0.03,,,,,1.22,,,,54.36,42.62,38092.0,1028484.0,,1.02,54.53,30.1,0.2336,30.1,0.8211,27.0
2021-11-16,41135.0,1114758.5,1.09,9.17,0.3,1.12,0.0,657988.0,20378.0,24280.0,552243.8,,,,0.1,,,,0.67,3724.0,25000.0,,,0.1,,,,25000.0,0.56,0.67,,,34.85,25.02,38092.0,1032293.2,,1.03,35.15,36.88,0.3088,39.32,0.505,27.1
2021-11-17,39039.0,1054053.0,1.04,8.26,0.29,1.06,0.0,598968.0,20314.0,22184.0,548478.0,,,,,,,,0.0,,64.0,,,,,,,2096.0,0.56,0.06,,,34.78,24.96,38092.0,1028484.0,,1.03,35.07,36.2,0.3022,38.84,0.4796,27.0
2021-11-18,39574.0,1040796.2,1.05,7.72,0.29,1.07,0.0,597509.7,20314.0,22719.0,534258.2,,,,0.01,,,,,535.0,,,,0.01,,,,,0.56,,,,34.78,24.96,38092.0,1001819.6,,1.03,35.08,37.24,0.3032,38.02,0.4862,26.3
2021-11-19,49539.0,1302875.7,1.32,9.56,0.36,1.32,0.0,728089.2,25314.0,27684.0,665758.2,,,5000.0,,,5000.0,,,,,,,,5000.0,0.14,,35.0,0.68,0.01,,,39.92,29.3,38092.0,1001819.6,,1.0,40.29,29.2,0.2634,30.29,0.5734,26.3
2021-11-22,54358.0,1320899.4,1.44,10.33,0.4,1.43,0.0,799542.9,24914.0,32903.0,605410.2,,,,0.15,,,,0.01,5619.0,400.0,,,0.15,,,,400.0,0.67,0.02,,,39.54,29.11,38092.0,925635.6,,1.0,39.9,25.65,0.2249,27.14,0.635,24.3
2021-11-23,54525.0,1275885.0,1.45,9.48,0.4,1.34,0.0,773838.0,24914.0,33070.0,582987.6,,,,0.0,,,,,167.0,,,,0.0,,,,,0.62,,,,39.54,29.11,38092.0,891352.8,,0.93,40.2,25.54,0.2238,27.07,0.637,23.4
2021-11-24,54525.0,1270432.5,1.45,9.22,0.4,1.3,0.0,770531.0,24914.0,33070.0,580496.2,,,,,,,,,,,,,,,,,,0.6,,,,39.54,29.24,38092.0,887543.6,,0.89,40.35,25.78,0.2232,26.87,0.64,23.3
2021-11-25,73936.0,1730102.4,1.96,11.72,0.54,1.74,0.0,760055.4,44914.0,32481.0,1050987.6,,,20000.0,,,,,,,,,,,20000.0,,,589.0,1.07,0.02,,,100.0,64.07,0.0,0.0,,0.0,100.0,19.02,0.1918,27.23,1.0548,23.4
2021-11-26,95476.0,2291424.0,2.54,14.81,0.7,2.26,0.0,1250040.0,46850.0,52085.0,1124400.0,,,,,,20000.0,,,,,,,,,0.47,1936.0,396.0,1.12,0.01,,,100.0,66.84,0.0,0.0,,0.0,100.0,14.85,0.2468,42.06,1.362,24.0
2021-11-29,79172.0,1781370.0,2.1,11.37,0.58,1.91,0.0,1239412.5,38041.0,55085.0,855922.5,,,696.0,0.08,,,,0.21,3000.0,9505.0,,,0.08,696.0,,,,0.93,,,,57.96,54.27,27597.0,620932.5,,0.66,58.43,21.05,0.1815,25.64,1.1294,22.5
2021-11-30,76173.0,1683423.3,2.02,9.58,0.56,1.74,0.0,1040600.6,44085.0,47086.0,974278.5,,,6044.0,0.05,,,,,3006.0,,,,0.05,6044.0,,,11005.0,1.01,0.29,,,100.0,62.89,0.0,0.0,,0.0,100.0,18.23,0.1697,25.9,1.0867,22.1
2021-12-01,78132.0,1890794.4,2.08,9.39,0.57,1.77,0.0,1186889.0,44085.0,49045.0,1066857.0,,,,0.03,,,,,1959.0,,,,0.03,,,,,1.0,,,,100.0,62.89,0.0,0.0,,0.0,100.0,18.6,0.1742,27.36,1.1146,24.2
2021-12-02,80224.0,1965488.0,2.13,8.65,0.59,1.89,0.0,1577457.0,49846.0,64386.0,1221227.0,,,8734.0,0.18,,11069.0,,0.02,4949.0,2973.0,,,0.18,8734.0,0.26,,677.0,1.19,0.01,,,100.0,64.04,0.0,0.0,,0.0,100.0,15.8,0.1756,28.65,1.0307,24.5
2021-12-03,65986.0,1550671.0,1.75,6.91,0.49,1.6,0.0,1178478.0,49577.0,50148.0,1165059.5,,,,,,,,0.01,,269.0,,,,,,,14238.0,1.23,0.34,,,100.0,63.7,0.0,0.0,,0.0,100.0,20.78,0.2184,34.01,0.8478,23.5
2021-12-06,105697.0,2748122.0,2.81,10.47,0.78,2.57,0.0,1615952.0,69527.0,62152.0,1807702.0,,,19950.0,0.74,,2000.0,,,27707.0,,,,0.74,19950.0,0.05,,17703.0,1.65,0.44,,,100.0,71.88,0.0,0.0,,0.0,100.0,13.01,0.4646,65.55,1.0927,26.0
2021-12-07,108909.0,2809852.2,2.89,9.23,0.8,2.82,0.0,1624600.2,62222.0,62969.0,1605327.6,,,,0.06,,,,0.18,817.0,8700.0,,,0.06,,,1395.0,,1.63,,,,64.66,62.29,34013.0,877535.4,,0.88,64.81,14.04,0.4388,63.24,1.0904,25.8
2021-12-08,113644.0,3000201.6,3.02,9.14,0.84,2.96,0.0,1691157.6,60376.0,64059.0,1593926.4,,,,0.05,,,,0.05,2033.0,1846.0,,,0.05,,,,943.0,1.58,0.02,,,63.97,60.45,34013.0,897943.2,,0.9,63.7,14.95,0.4081,60.6,1.1378,26.4
2021-12-09,109944.0,2869538.4,2.92,8.37,0.81,2.9,0.0,1575369.9,60376.0,60359.0,1575813.6,,,,,,,,,,,,,,,,,3700.0,1.6,0.09,,,63.97,60.45,34013.0,887739.3,,0.9,64.1,15.66,0.4313,62.37,1.1007,26.1
2021-12-10,114257.0,2970682.0,3.03,8.07,0.84,2.99,0.0,1616472.0,62876.0,62172.0,1634776.0,,,2500.0,0.07,,,,,2500.0,,,,0.07,2500.0,,,687.0,1.65,0.02,,,64.89,51.67,34013.0,884338.0,,0.89,65.04,14.39,0.4025,59.99,0.939,26.0
2021-12-13,55709.0,1426150.4,1.48,3.45,0.41,1.46,0.0,839961.6,35464.0,32811.0,907878.4,,,3693.0,0.05,,,,0.81,1826.0,31105.0,,,0.05,3693.0,,,31187.0,0.93,0.81,,,51.04,39.16,34013.0,870732.8,,0.88,51.34,24.76,0.1996,30.02,0.6152,25.6
2021-12-14,52057.0,1291013.6,1.38,3.04,0.38,1.35,0.0,743404.8,32049.0,29976.0,794815.2,,,,,,,,0.09,,3415.0,,,,,,,2835.0,0.83,0.08,,,48.51,35.46,34013.0,843522.4,,0.87,48.89,26.06,0.1901,26.14,0.5759,24.8
2021-12-15,42224.0,1013376.0,1.12,2.34,0.31,1.05,0.0,628512.0,24569.0,26188.0,589656.0,0.03,,1419.0,0.09,,,1294.0,0.23,3903.0,8899.0,0.03,,0.09,1419.0,,,7691.0,0.62,0.2,,0.03,36.41,27.18,42912.0,1029888.0,,1.06,36.97,17.42,0.19,32.82,0.4671,24.0
2021-12-16,40415.0,1006333.5,1.07,2.17,0.3,0.98,0.0,583083.3,25257.0,23417.0,628899.3,,,962.0,,,,,0.01,,274.0,,,,962.0,,,2771.0,0.62,0.08,,,37.43,28.16,42225.0,1051402.5,,1.01,38.09,15.27,0.1979,35.31,0.4505,24.9
2021-12-17,46645.0,1114815.5,1.24,2.51,0.34,1.17,0.0,564087.8,29838.0,23602.0,713128.2,,,6000.0,,,6000.0,,0.03,,1419.0,,,,6000.0,0.15,,5815.0,0.76,0.14,,,41.88,31.45,41405.0,989579.5,,1.03,42.37,20.04,0.1823,29.71,0.4916,23.9
2021-12-20,54623.0,1294565.1,1.45,2.92,0.4,1.33,0.0,673625.1,32200.0,28423.0,763140.0,,,4821.0,0.11,,,,0.06,4821.0,2459.0,,,0.11,4821.0,,,,0.79,,,,43.16,32.29,42405.0,1004998.5,,1.01,43.74,25.12,0.1943,28.13,0.5478,23.7
2021-12-21,55423.0,1429913.4,1.47,2.96,0.41,1.35,0.0,753953.4,33000.0,29223.0,851400.0,,,800.0,0.02,,,,,800.0,,,,0.02,800.0,,,,0.8,,,,43.76,32.83,42405.0,1094049.0,,1.0,44.36,24.55,0.1951,28.74,0.5514,25.8
2021-12-22,75642.0,1906178.4,2.01,3.99,0.56,1.95,0.0,967150.8,44063.0,38379.0,1110387.6,,,11063.0,0.14,,3578.0,,,5578.0,,,,0.14,11063.0,0.09,,,1.15,,,,52.79,42.5,39405.0,993006.0,,1.02,53.03,18.25,0.197,35.45,0.7295,25.2
2021-12-23,76302.0,1922810.4,2.03,3.99,0.56,1.94,0.0,984790.8,44723.0,39079.0,1127019.6,,,700.0,0.01,,,,0.0,700.0,40.0,,,0.01,700.0,,,,1.14,,,,54.17,42.57,37832.0,953366.4,,0.95,54.47,17.95,0.1959,35.29,0.7263,25.2
2021-12-24,75183.0,1864538.4,2.0,3.92,0.55,1.91,0.0,969159.2,43604.0,39079.0,1081379.2,,,,,,,,0.03,,1119.0,,,,,,,,1.11,,,,53.64,41.56,37686.0,934612.8,,0.95,53.95,18.28,0.2,35.64,0.7167,24.8
2021-12-27,81798.0,2061309.6,2.17,4.27,0.6,2.05,0.0,1115200.8,48719.0,44254.0,1227718.8,,,5175.0,0.12,,,,0.0,5175.0,60.0,,,0.12,5175.0,,,,1.22,,,,56.38,42.27,37686.0,949687.2,,0.93,56.69,16.77,0.1878,33.03,0.7097,25.2
2021-12-28,81798.0,2044950.0,2.17,4.39,0.6,2.07,0.0,1106350.0,48719.0,44254.0,1217975.0,,,,,,,,,,,,,,,,,,1.24,,,,56.51,42.34,37495.0,937375.0,,0.94,56.78,16.76,0.1868,32.82,0.7109,25.0
2021-12-29,81003.0,2025075.0,2.15,4.38,0.6,2.04,0.0,1106350.0,47924.0,44254.0,1198100.0,,,,,,,,0.02,,795.0,,,,,,,,1.21,,,,56.11,41.94,37484.0,937100.0,,0.94,56.4,16.94,0.1906,33.21,0.7089,25.0
2021-12-30,79747.0,1993675.0,2.12,4.39,0.59,2.01,0.0,1097750.0,47012.0,43910.0,1175300.0,,,950.0,0.02,,,,0.05,950.0,1862.0,,,0.02,950.0,,,1294.0,1.19,0.03,,,56.17,41.11,36685.0,917125.0,,0.92,56.47,16.98,0.198,33.38,0.6973,25.0
2021-12-31,78952.0,1973800.0,2.1,4.33,0.58,1.99,0.0,1077875.0,47012.0,43115.0,1175300.0,,,,,,,,,,,,,,,,,795.0,1.19,0.02,,,56.21,41.13,36623.0,915575.0,,0.92,56.51,17.16,0.202,33.73,0.6907,25.0
2022-01-03,78029.0,1942922.1,2.07,4.28,0.57,1.95,0.0,1073563.5,46089.0,43115.0,1147616.1,,,,,,,,0.02,,923.0,,,,,,,,1.16,,,,55.72,40.32,36623.0,911912.7,,0.92,55.82,17.46,0.2068,34.24,0.6827,24.9
2022-01-04,78241.0,1885608.1,2.08,4.32,0.58,1.94,0.0,1041626.1,46195.0,43221.0,1113299.5,,,106.0,0.0,,,,,106.0,,,,0.0,106.0,,,,1.16,,,,55.78,40.34,36623.0,882614.3,,0.91,55.88,17.49,0.2051,33.83,0.6833,24.1
2022-01-05,72446.0,1767682.4,1.92,3.98,0.53,1.76,0.0,1086458.8,47501.0,44527.0,1159024.4,,,3806.0,0.03,,,,0.07,1306.0,2500.0,,,0.03,3806.0,,,,1.15,,,,56.87,46.22,36023.0,878961.2,,0.87,57.03,18.96,0.2243,37.04,0.7049,24.4
2022-01-06,71462.0,1679357.0,1.9,3.98,0.53,1.73,0.0,1046384.5,46517.0,44527.0,1093149.5,,,,,,,,0.02,,984.0,,,,,,,,1.14,,,,56.36,45.21,36023.0,846540.5,,0.88,56.51,19.24,0.2283,37.11,0.6946,23.5
2022-01-07,72512.0,1682278.4,1.93,3.99,0.53,1.7,0.0,1057386.4,47567.0,45577.0,1103554.4,,,1050.0,0.02,,,,,1050.0,,,,0.02,1050.0,,,,1.13,,,,56.91,44.19,36023.0,835733.6,,0.85,57.11,18.83,0.2245,36.78,0.6737,23.2
2022-01-10,74769.0,1734640.8,1.99,4.16,0.55,1.74,0.0,1109748.8,49824.0,47834.0,1155916.8,,,2257.0,0.05,,,,,2257.0,,,,0.05,2257.0,,,,1.17,,,,58.04,45.46,36023.0,835733.6,,0.84,58.28,18.33,0.2181,35.86,0.6823,23.2
2022-01-11,73751.0,1666772.6,1.96,4.23,0.54,1.71,0.0,1027260.4,48261.0,45454.0,1090698.6,,,1617.0,0.02,,,,0.07,800.0,3180.0,,,0.02,1617.0,,,3180.0,1.13,0.07,,,100.0,41.49,0.0,0.0,,0.0,100.0,18.68,0.2283,36.25,0.634,22.6
2022-01-12,83783.0,1960522.2,2.23,4.81,0.62,1.94,0.0,1387292.4,52461.0,59286.0,1227587.4,,,9000.0,0.23,,8000.0,,0.13,10632.0,4800.0,,,0.23,9000.0,0.2,,4800.0,1.2,0.11,,,100.0,43.31,0.0,0.0,,0.0,100.0,22.4,0.1999,32.15,0.6917,23.4
2022-01-13,81958.0,1844055.0,2.18,4.87,0.6,1.91,0.0,1368022.5,49521.0,60801.0,1114222.5,,,4150.0,0.05,,,,0.16,1815.0,7090.0,,,0.05,4150.0,,,300.0,1.16,0.01,,,100.0,57.44,0.0,0.0,,0.0,100.0,20.49,0.1976,32.57,0.9506,22.5
2022-01-14,81958.0,1778488.6,2.18,4.87,0.6,1.84,0.0,1319381.7,49521.0,60801.0,1074605.7,,,,,,,,,,,,,,,,,,1.13,,,,100.0,57.44,0.0,0.0,,0.0,100.0,20.42,0.1967,32.46,0.9506,21.7
2022-01-17,78037.0,1748028.8,2.07,4.71,0.57,1.73,0.0,1336630.4,38261.0,59671.0,857046.4,,,,0.03,,130.0,,0.3,1700.0,11260.0,,,0.03,,0.0,,2960.0,0.84,0.07,,,100.0,51.08,0.0,0.0,,0.0,100.0,20.96,0.1811,27.57,1.0417,22.4
2022-01-18,68765.0,1499077.0,1.83,4.58,0.51,1.54,0.0,1199763.0,33625.0,55035.0,733025.0,,,,,,,,0.1,,4636.0,,,,,,,4636.0,0.75,0.11,,,100.0,47.85,0.0,0.0,,0.0,100.0,20.25,0.1677,24.12,0.9785,21.8
2022-01-19,70681.0,1562050.1,1.88,4.88,0.52,1.56,0.0,1283855.3,32483.0,58093.0,717874.3,,,,,,4000.0,,0.03,,1142.0,,,,,0.09,,942.0,0.71,0.02,,,100.0,46.99,0.0,0.0,,0.0,100.0,19.51,0.1527,23.2,1.0224,22.1
2022-01-20,66509.0,1556310.6,1.77,4.63,0.49,1.5,0.0,1377417.6,27540.0,58864.0,644436.0,,,,0.07,,,,0.11,3039.0,4943.0,,,0.07,,,,2268.0,0.61,0.05,,,100.0,42.9,0.0,0.0,,0.0,100.0,20.57,0.1754,29.06,1.0361,23.4
2022-01-21,73938.0,1678392.6,1.96,5.49,0.54,1.72,0.0,1523397.0,26323.0,67110.0,597532.1,,,,0.22,,,,0.0,10000.0,1217.0,,,0.22,,,,1754.0,0.62,0.02,,,100.0,41.53,0.0,0.0,,0.0,100.0,18.03,0.1557,24.12,1.1664,22.7
2022-01-24,73583.0,1567317.9,1.95,6.33,0.54,1.68,0.0,1421881.5,25968.0,66755.0,553118.4,,,,,,,,0.01,,355.0,,,,,,,355.0,0.59,0.02,,,100.0,40.97,0.0,0.0,,0.0,100.0,18.68,0.1559,23.63,1.1608,21.3
2022-01-25,83559.0,1804874.4,2.22,7.61,0.61,1.8,0.0,1639785.6,26783.0,75916.0,578512.8,,,815.0,0.18,,,,,9161.0,,,,0.18,815.0,,,,0.57,,,,100.0,42.25,0.0,0.0,,0.0,100.0,20.67,0.1691,26.55,1.3182,21.6
2022-01-26,66509.0,1489801.6,1.77,6.44,0.49,1.46,0.0,1318598.4,26783.0,58866.0,599939.2,,,,,,,,,,,,,,,,,17050.0,0.58,0.36,,,100.0,60.93,0.0,0.0,,0.0,100.0,20.61,0.1595,25.29,1.513,22.4
2022-01-27,66509.0,1503103.4,1.77,6.76,0.49,1.51,0.0,1330371.6,26783.0,58866.0,605295.8,,,,,,,,,,,,,,,,,,0.6,,,,100.0,60.93,0.0,0.0,,0.0,100.0,20.7,0.1599,25.45,1.513,22.6
2022-01-28,66509.0,1469848.9,1.77,6.94,0.49,1.51,0.0,1300938.6,26783.0,58866.0,591904.3,,,,,,,,,,,,,,,,,,0.61,,,,100.0,60.93,0.0,0.0,,0.0,100.0,20.9,0.1609,25.63,1.513,22.1
2022-01-31,66509.0,1483150.7,1.77,7.02,0.49,1.48,0.0,1312711.8,26783.0,58866.0,597260.9,,,,,,,,,,,,,,,,,,0.59,,,,100.0,60.93,0.0,0.0,,0.0,100.0,20.8,0.1603,25.48,1.513,22.3
2022-02-01,66509.0,1523056.1,1.77,7.1,0.49,1.5,0.0,1348031.4,26783.0,58866.0,613330.7,,,,,,,,,,,,,,,,,,0.6,,,,100.0,60.93,0.0,0.0,,0.0,100.0,20.71,0.1599,25.38,1.513,22.9
2022-02-02,66509.0,1562961.5,1.77,7.15,0.49,1.55,0.0,1383351.0,26783.0,58866.0,629400.5,,,,,,,,,,,,,,,,,,0.61,,,,100.0,60.93,0.0,0.0,,0.0,100.0,21.14,0.1605,25.24,1.513,23.5
