,AKE FP Equity_DX_SI_QTY,AKE FP Equity_DX_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AKE FP Equity_DX_SI_MV,AKE FP Equity_DX_DSS,AKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY,AKE FP Equity_DX_BROKER_SI_QTY,AKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AKE FP Equity_DX_BROKER_SI_MV_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,AKE FP Equity_DX_BROKER_SI_MV_INC_x,AKE FP Equity_DX_SUPPLY_SI_MV_NEW,AKE FP Equity_DX_BROKER_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_NEW,AKE FP Equity_DX_SUPPLY_SI_MV_DEC,AKE FP Equity_DX_BROKER_SI_QTY_INC,AKE FP Equity_DX_SUPPLY_SI_QTY_DEC,AKE FP Equity_DX_BROKER_SI_MV_NEW_y,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AKE FP Equity_DX_BROKER_SI_MV_INC_y,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,AKE FP Equity_DX_BROKER_SI_MV_ADD,AKE FP Equity_DX_SUPPLY_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_DEC,AKE FP Equity_DX_SUPPLY_SI_MV,AKE FP Equity_DX_BROKER_SI_MV_DEC,AKE FP Equity_DX_SUPPLY_SI_MV_RMV,AKE FP Equity_DX_BROKER_SI_MV_RMV,AKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AKE FP Equity_DX_UTILIZATION_QUANTITY,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AKE FP Equity_DX_ACTIVE_UTILIZATION_MV,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AKE FP Equity_DX_BROKER_SI_CON_RATIO,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AKE FP Equity_DX_DEMAND_SUPPLY_RATIO,AKE FP Equity_PX_LAST
2016-02-12,959447.0,45156476.46,1.43,2.7,1.29,48.73,1.0,36382975.59,682651.0,773035.0,32129042.89,,,,1.13,,30854.0,,4.56,24264.0,84053.0,,,1.13,,1.52,15000.0,111710.0,33.6,5.57,,,4.9,4.9,13254506.0,623824753.44,,650.41,4.91,21.97,0.2322,39.85,0.0688,49.37
2016-02-15,1080054.0,52191970.18,1.61,2.96,1.45,55.32,1.0,42317984.75,718920.0,875723.0,34740717.78,,,47437.0,5.43,,,,2.38,102688.0,48880.0,,,5.43,47437.0,,37712.0,,35.78,,,,5.16,5.16,13216142.0,638650001.9,,658.45,5.15,26.9,0.2191,34.99,0.0775,50.69
2016-02-16,1027853.0,49355878.79,1.53,2.75,1.38,53.06,1.0,39497360.69,727688.0,822546.0,34942429.24,,,23976.0,,,,,0.75,,15208.0,,,,23976.0,,,53177.0,36.73,2.8,,,5.22,5.22,13222004.0,634899763.65,,668.78,5.21,28.8,0.2173,32.85,0.0737,50.37
2016-02-17,1061190.0,53748815.15,1.58,2.86,1.42,54.86,1.0,43668842.01,688904.0,862176.0,34892690.05,,,1213.0,2.01,,,,1.96,39630.0,39997.0,,,2.01,1213.0,,,,35.06,,,,4.94,4.94,13253056.0,671261562.18,,677.95,4.92,27.65,0.2072,31.62,0.0761,53.13
2016-02-18,1043503.0,53310577.77,1.55,2.8,1.4,56.31,1.0,43751638.05,676997.0,856396.0,34586485.35,,,,1.48,,,,0.59,12224.0,11907.0,,,1.48,,,,18004.0,36.06,0.87,,,4.83,4.83,13341314.0,681582283.46,,710.65,4.83,28.13,0.2131,31.9,0.0744,53.59
2016-02-19,1060430.0,53882178.34,1.58,2.87,1.42,57.43,1.0,43769952.32,691126.0,861416.0,35117239.6,,,3456.0,0.58,,,,,10520.0,,,,0.58,3456.0,,10673.0,5500.0,36.9,0.16,,,4.95,4.95,13263571.0,673943681.33,,708.08,4.95,27.54,0.2117,32.23,0.076,53.3
2016-02-22,1069421.0,55531833.6,1.59,2.93,1.44,58.09,1.0,45191348.71,691247.0,870286.0,35894389.0,,,121.0,0.47,,,,,8870.0,,,,0.47,121.0,,,,37.1,,,,4.94,4.94,13299140.0,690584558.8,,714.43,4.94,27.08,0.2085,32.09,0.0764,54.47
2016-02-23,1066522.0,54944103.19,1.59,2.97,1.43,58.72,1.0,44691482.28,682008.0,867508.0,35135063.25,,,22153.0,1.96,,,,2.37,31746.0,44888.0,,,1.96,22153.0,,13496.0,34524.0,37.1,1.84,,,4.87,4.87,13319755.0,686194933.76,,723.7,4.88,27.38,0.223,35.18,0.0762,54.04
2016-02-24,1076952.0,53838749.05,1.6,3.02,1.45,58.93,1.0,43889684.65,705662.0,877938.0,35277300.51,,,20785.0,1.38,,,,,26430.0,,,,1.38,20785.0,,2869.0,16000.0,37.94,0.87,,,5.05,5.05,13268583.0,663320101.95,,711.5,5.06,27.05,0.2286,36.05,0.0771,52.44
2016-02-25,1078913.0,55860157.92,1.61,3.03,1.45,57.84,1.0,45556311.86,712918.0,879899.0,36910957.66,,,7256.0,0.12,,,,,4626.0,,,,0.12,7256.0,,,2665.0,37.62,0.24,,,5.07,5.07,13346273.0,690996324.46,,707.18,5.05,26.72,0.2272,36.03,0.0767,54.31
2016-02-26,1089583.0,58043373.58,1.62,3.09,1.46,60.17,1.0,47441662.69,729104.0,890569.0,38840231.4,,,12782.0,1.2,,,,,11313.0,,,,1.2,12782.0,,3404.0,643.0,39.91,0.0,,,5.19,5.19,13332431.0,710234349.48,,730.25,5.18,26.6,0.2271,36.22,0.0775,55.88
2016-02-29,1098816.0,59079935.01,1.63,3.1,1.48,61.95,1.0,48567752.43,747693.0,903302.0,40201138.18,,,5934.0,0.67,,13000.0,,0.0,5691.0,462.0,,,0.67,5934.0,0.73,13117.0,5958.0,41.81,0.28,,,5.33,5.33,13291126.0,714622703.29,,745.46,5.31,26.59,0.2271,36.33,0.0783,56.4
2016-03-01,1104816.0,61466879.91,1.64,3.1,1.48,62.93,1.0,50589380.34,747693.0,909302.0,41598199.01,,,,0.35,,,,,6000.0,,,,0.35,,,,,42.42,,,,5.36,5.36,13197648.0,734256423.38,,751.43,5.34,26.4,0.223,35.85,0.0792,58.36
2016-03-02,1194163.0,65925450.49,1.79,3.32,1.6,69.79,1.0,54866833.96,831178.0,993849.0,45886352.27,,,7354.0,5.34,,2800.0,,0.01,81747.0,189.0,,,5.34,7354.0,0.16,76320.0,,48.42,,,,5.95,5.95,13136958.0,725244270.81,,763.98,5.96,24.64,0.2249,37.7,0.0855,57.91
2016-03-03,1182862.0,71041244.35,1.77,3.25,1.59,69.05,1.0,59010630.62,835604.0,982548.0,50185353.78,,,6510.0,0.0,,,,0.2,5354.0,2340.0,,,0.0,6510.0,,256.0,16655.0,48.78,0.98,,,5.94,5.94,13221368.0,794059184.19,,782.37,5.87,24.7,0.2249,37.81,0.0841,63.0
2016-03-04,1213895.0,72280147.94,1.82,3.21,1.63,75.15,1.0,60612860.98,844699.0,1017951.0,50296746.17,,5000.0,12750.0,4.58,0.31,,,0.0,44618.0,7405.0,,5000.0,4.58,12750.0,,3750.0,9215.0,53.0,0.52,0.29,,6.02,6.02,13185336.0,785107473.68,5000.0,825.97,6.03,24.77,0.2177,36.73,0.0865,62.46
2016-03-07,1081785.0,64290038.15,1.62,2.86,1.45,66.89,1.0,52353545.73,849606.0,880934.0,50491735.56,,,1678.0,,,,,0.04,,444.0,,,,1678.0,,3673.0,137017.0,53.06,8.47,,,6.1,6.1,13080872.0,777390849.36,,815.78,6.11,20.28,0.2228,39.71,0.0777,62.34
2016-03-08,925377.0,54174352.43,1.39,2.43,1.24,57.25,1.0,37285924.24,773651.0,636898.0,45291856.11,,,3299.0,0.87,,,,5.52,14126.0,87738.0,,,0.87,3299.0,,8484.0,258162.0,48.09,15.82,,,5.6,5.6,13029653.0,762795070.24,,808.1,5.62,12.01,0.2616,46.97,0.067,61.41
2016-03-09,829183.0,49246386.2,1.25,2.18,1.11,50.91,1.0,32298499.52,770823.0,543824.0,45780300.79,,,15471.0,,,2000.0,,1.21,,18299.0,,,,15471.0,0.12,,95074.0,47.52,6.08,,,5.63,5.63,12932621.0,768087199.43,,798.12,5.62,13.34,0.2765,48.31,0.0605,62.3
2016-03-10,815812.0,47900078.33,1.22,2.18,1.1,50.07,1.0,31807873.3,712539.0,541737.0,41836445.05,,,1603.0,1.23,,,,4.82,18292.0,77519.0,,,1.23,1603.0,,4632.0,20379.0,44.02,1.42,,,5.19,5.19,13007491.0,763729680.09,,803.62,5.19,13.72,0.2786,48.06,0.0595,61.59
2016-03-11,808868.0,49150240.12,1.21,2.16,1.09,49.73,1.0,32628689.4,699360.0,536972.0,42496070.97,,,,0.32,,,,0.91,6235.0,13179.0,,,0.32,,,,11000.0,43.27,0.68,,,5.07,5.07,13090555.0,795437477.53,,813.49,5.05,13.68,0.2859,48.56,0.0587,63.74
2016-03-14,808868.0,49690013.7,1.21,2.16,1.09,51.11,1.0,32987021.42,706209.0,536972.0,43383512.37,,,6849.0,,,,,,,,,,,6849.0,,,,45.09,,,,5.11,5.11,13107066.0,805187359.55,,836.8,5.11,13.78,0.2865,48.61,0.0586,64.44
2016-03-15,790480.0,47859585.1,1.18,2.19,1.06,50.15,1.0,31397650.9,682821.0,518584.0,41341374.56,,,5000.0,0.67,,,,1.81,10000.0,28388.0,,,0.67,5000.0,,,28388.0,43.9,1.84,,,4.95,4.95,13120756.0,794395732.18,,841.94,4.96,14.22,0.3006,49.83,0.0573,63.51
2016-03-16,722842.0,43854027.05,1.08,2.06,0.97,45.4,0.0,27576925.92,609489.0,454548.0,36977025.54,,,3000.0,,,,,4.94,,76332.0,,,,3000.0,,,64036.0,38.53,4.2,,,4.4,4.4,13245115.0,803566521.48,,838.53,4.39,15.6,0.2739,45.95,0.0522,63.64
2016-03-17,726691.0,44073686.34,1.09,2.14,0.98,45.56,0.0,27801700.58,609489.0,458397.0,36965404.85,,,3297.0,0.26,,,,0.21,3849.0,3297.0,,,0.26,3297.0,,,,38.49,,,,4.41,4.41,13208786.0,801110638.72,,835.47,4.4,15.57,0.2712,45.48,0.0526,63.62
2016-03-18,711109.0,43542165.84,1.06,2.15,0.95,45.01,0.0,27114161.35,609489.0,442815.0,37319835.8,,,1349.0,,,,,0.41,,7092.0,,,,1349.0,,5743.0,15582.0,38.9,0.99,,,4.42,4.42,13172767.0,806586339.49,,841.27,4.42,15.79,0.2803,47.0,0.0516,64.23
2016-03-21,705079.0,43132611.09,1.05,2.14,0.95,44.95,0.0,26782962.08,608459.0,437815.0,37221964.36,,,7713.0,,,,,0.56,,8743.0,,,,7713.0,,,5000.0,39.14,0.33,,,4.41,4.41,13198986.0,807436797.7,,848.6,4.41,15.98,0.2854,47.49,0.0511,64.17
2016-03-22,705893.0,43626545.68,1.05,2.14,0.95,45.03,0.0,26959544.32,615010.0,436215.0,38009672.65,,,5814.0,0.22,,,,0.22,3400.0,3473.0,,,0.22,5814.0,,4210.0,5000.0,39.58,0.32,,,4.43,4.43,13254502.0,819172504.77,,853.82,4.43,15.93,0.2845,47.38,0.0509,64.83
2016-03-23,703409.0,43969247.67,1.05,2.16,0.94,45.32,0.0,27386039.9,616626.0,438115.0,38544547.07,,,,0.18,,,,0.28,1900.0,4384.0,,,0.18,,,6000.0,,40.1,,,,4.42,4.42,13319247.0,832570055.42,,866.88,4.42,16.0,0.2871,47.53,0.0505,65.57
2016-03-24,709661.0,43649696.46,1.06,2.23,0.95,45.93,0.0,27332042.57,617878.0,444367.0,38004324.81,,,,0.35,,1252.0,,,5000.0,,,,0.35,,0.09,1252.0,,40.42,,,,4.42,4.42,13356996.0,821559619.26,,871.59,4.43,15.96,0.282,47.02,0.0508,64.52
2016-03-25,709661.0,43649696.46,1.06,2.23,0.95,45.77,0.0,27332042.57,617878.0,444367.0,38004324.81,,,,,,,,,,,,,,,,,,39.93,,,,4.42,4.42,13357692.0,821602428.69,,861.64,4.43,15.76,0.2827,47.14,0.0508,
2016-03-28,714066.0,43920638.37,1.07,2.25,0.96,45.78,0.0,27602984.49,617878.0,448772.0,38004324.81,,,,0.2,,,,,4405.0,,,,0.2,,,,,39.83,,,,4.42,4.42,13360853.0,821796854.89,,861.57,4.42,15.74,0.2806,46.8,0.0511,
2016-03-29,638578.0,39667146.33,0.9,2.01,0.86,40.6,0.0,25796584.28,550259.0,415284.0,34180952.48,,,11805.0,1.1,,,,5.48,16795.0,85109.0,,,1.1,11805.0,,5685.0,50283.0,35.51,3.62,,,4.09,4.09,12916188.0,802326919.28,,833.05,4.09,16.07,0.2555,43.54,0.0474,65.16
2016-03-30,652829.0,41355221.76,0.92,2.09,0.88,41.87,0.0,27165208.17,552992.0,428827.0,35030776.5,,,975.0,0.9,,,,0.17,13543.0,2685.0,,,0.9,975.0,,4443.0,,35.99,,,,3.97,3.97,13378163.0,847475981.7,,873.05,3.96,15.68,0.2428,42.29,0.0469,66.45
2016-03-31,673770.0,42379898.42,0.95,2.21,0.9,43.92,0.0,27740507.65,575566.0,441028.0,36202901.01,,,26982.0,1.27,,,,0.5,12201.0,8979.0,,,1.27,26982.0,,4571.0,,38.15,,,,4.1,4.1,13457276.0,846457975.08,,891.66,4.1,15.91,0.2501,43.32,0.048,65.98
2016-04-01,683236.0,42923199.45,0.96,2.25,0.92,44.47,0.0,28301558.78,584555.0,450494.0,36723724.83,,,,1.77,,,,0.35,26266.0,5022.0,,,1.77,,,14011.0,16800.0,38.56,1.12,,,4.15,4.15,13492848.0,847666407.92,,889.78,4.15,15.57,0.2518,44.2,0.0485,65.9
2016-04-04,748582.0,47164046.87,1.06,2.46,1.01,48.67,1.0,28372697.85,566201.0,450328.0,35673220.17,,,3932.0,0.46,,5000.0,,2.16,6723.0,32377.0,,,0.46,3932.0,0.33,10091.0,11889.0,37.28,0.81,,,4.01,4.01,13539881.0,853073654.08,,891.82,4.01,13.95,0.2129,39.81,0.0531,66.09
2016-04-05,777783.0,47461581.34,1.1,2.59,1.04,50.58,1.0,29263834.84,591266.0,479565.0,36080011.2,,,18219.0,2.0,,,,0.88,29237.0,13425.0,,,2.0,18219.0,,20271.0,,38.91,,,,4.14,4.14,13692819.0,835558044.75,,896.66,4.16,14.05,0.2052,39.08,0.0545,64.01
2016-04-06,799713.0,48685428.91,1.13,2.67,1.07,50.69,1.0,30473709.6,600047.0,500565.0,36530037.1,,,20963.0,1.32,,,,0.97,21000.0,12912.0,,,1.32,20963.0,,730.0,,38.36,,,,4.21,4.21,13663739.0,831829661.08,,873.6,4.21,13.53,0.1949,37.81,0.0561,63.86
2016-04-07,813602.0,49538728.33,1.15,2.71,1.09,51.52,1.0,31383218.71,605445.0,515424.0,36864431.72,,,,0.99,,1600.0,,4.98,16168.0,77873.0,,,0.99,,0.1,83271.0,2909.0,38.68,0.18,,,4.22,4.22,13755931.0,837573320.6,,878.5,4.22,13.71,0.1879,36.76,0.0567,63.87
2016-04-08,834532.0,52229233.83,1.18,2.75,1.12,53.04,1.0,33567746.33,610885.0,536354.0,38232273.31,,,11297.0,1.91,,,,0.68,28000.0,10637.0,,,1.91,11297.0,,4780.0,7070.0,39.13,0.48,,,4.26,4.26,13724339.0,858938555.71,,883.48,4.24,13.28,0.1821,35.54,0.0582,65.65
2016-04-11,809226.0,51362901.5,1.14,2.7,1.09,52.45,1.0,32563998.05,610221.0,513048.0,38731727.74,,,4042.0,0.39,,,,0.62,5145.0,9851.0,,,0.39,4042.0,,5145.0,28451.0,40.12,1.62,,,4.25,4.25,13732260.0,871609065.63,,905.11,4.24,13.75,0.1884,36.58,0.0564,66.58
2016-04-12,816546.0,52878387.2,1.15,2.75,1.1,53.71,1.0,33718191.33,629299.0,520675.0,40752531.01,,,4735.0,2.19,,,,0.69,31000.0,10424.0,,,2.19,4735.0,,24767.0,23373.0,42.05,1.56,,,4.37,4.37,13755500.0,890787114.38,,922.18,4.36,13.61,0.1907,36.05,0.0568,67.93
2016-04-13,835971.0,55785994.84,1.18,2.82,1.12,56.2,1.0,35349060.94,651019.0,529717.0,43443782.82,,,22823.0,1.16,,,,0.06,12042.0,1103.0,,,1.16,22823.0,,,3000.0,44.55,0.19,,,4.48,4.48,13869425.0,925534105.15,,952.67,4.47,13.78,0.1842,34.87,0.0576,70.0
2016-04-14,902217.0,59940091.4,1.27,3.01,1.21,61.73,1.0,39588880.51,673225.0,595891.0,44726676.66,,,20855.0,4.92,,,,0.03,66174.0,2194.0,,,4.92,20855.0,,3545.0,,46.97,,,,4.57,4.57,14070835.0,934816275.94,,981.31,4.57,13.52,0.1926,36.7,0.0612,69.69
2016-04-15,1078783.0,71865908.59,1.52,3.63,1.45,74.21,1.0,53063763.91,763732.0,796543.0,50877974.62,,,27487.0,3.47,,180712.0,,0.57,47940.0,8106.0,,,3.47,27487.0,12.65,71126.0,28000.0,53.21,1.92,,,5.18,5.18,13993484.0,932211985.13,,975.99,5.17,18.3,0.192,35.07,0.0731,69.88
2016-04-18,1070639.0,71068211.28,1.51,3.64,1.44,73.67,1.0,52333332.44,761984.0,788399.0,50579924.61,,,,0.09,,,,0.64,999.0,9143.0,,,0.09,,,7395.0,9143.0,53.18,0.67,,,5.16,5.16,14008377.0,929865525.52,,977.3,5.16,18.45,0.1942,35.36,0.0725,69.63
2016-04-19,1076576.0,72878619.41,1.52,3.92,1.45,74.08,1.0,53910530.62,750944.0,796376.0,50835019.52,,,,1.7,,,,0.77,25977.0,11040.0,,,1.7,,,,18000.0,52.32,1.18,,,5.04,5.04,14160426.0,958587500.65,,991.11,5.01,18.33,0.1982,35.77,0.0722,71.01
2016-04-20,1071460.0,72726365.87,1.51,3.98,1.44,75.05,1.0,53566885.59,778864.0,789188.0,52866134.27,,,45179.0,0.92,,5000.0,,1.29,5812.0,18879.0,,,0.92,45179.0,0.36,1620.0,18000.0,55.47,1.25,,,5.19,5.19,14241564.0,966659692.42,,1013.92,5.19,18.47,0.2038,36.59,0.0713,71.2
2016-04-21,1033278.0,69996820.97,1.46,3.94,1.39,72.37,1.0,50875013.82,786528.0,751006.0,53281362.43,,,15463.0,0.51,,,,0.68,6818.0,9558.0,,,0.51,15463.0,,1759.0,45000.0,56.02,3.21,,,5.21,5.21,14301902.0,968846403.22,,1018.83,5.21,19.26,0.2224,38.38,0.0685,71.06
2016-04-22,1108434.0,74739369.05,1.56,4.29,1.49,77.85,1.0,55708520.56,778895.0,826194.0,52519248.65,,,,4.35,,20000.0,,1.58,61188.0,21933.0,,,4.35,,1.49,14300.0,6000.0,55.44,0.34,,,5.15,5.15,14359949.0,968261103.42,,1020.64,5.15,17.77,0.2023,35.52,0.0732,70.73
2016-04-25,1088703.0,72391831.1,1.53,4.27,1.46,75.81,1.0,53622536.86,776578.0,806431.0,51637502.07,,,760.0,,,,,0.22,,3077.0,,,,760.0,,,19763.0,54.76,1.73,,,5.1,5.1,14437076.0,959973810.44,,1016.61,5.11,18.18,0.1963,34.23,0.0716,69.75
2016-04-26,1022700.0,67642318.0,1.44,4.11,1.37,70.11,1.0,48972588.47,763305.0,740428.0,50485694.28,,,6080.0,0.49,,,,1.45,9300.0,19353.0,,,0.49,6080.0,,,75303.0,53.15,5.73,,,5.02,5.02,14440810.0,955128446.44,,1005.19,5.02,19.49,0.1868,30.55,0.0673,69.38
2016-04-27,1051299.0,70646344.08,1.48,4.27,1.41,71.9,1.0,47186399.93,745851.0,702188.0,50120514.13,,,654.0,,,,,3.63,,51800.0,,,,654.0,,33692.0,38240.0,51.8,2.72,,,4.9,4.9,14461849.0,971823202.07,,1007.56,4.89,18.74,0.1672,29.47,0.0691,70.49
2016-04-28,1047816.0,71261352.56,1.46,4.31,1.39,72.55,1.0,47518517.89,748059.0,698705.0,50875054.53,,,6231.0,,,,,0.35,,5022.0,,,,6231.0,,999.0,3483.0,52.72,0.25,,,4.92,4.92,14454868.0,983067107.9,,1020.74,4.91,18.87,0.1679,29.43,0.0689,71.34
2016-04-29,1055177.0,70092151.1,1.47,4.33,1.4,73.39,1.0,46891621.65,748212.0,705913.0,49701413.66,,,153.0,0.28,,5000.0,,,2208.0,,,,0.28,153.0,0.35,,,52.97,,,,4.91,4.91,14476433.0,961624759.89,,1022.33,4.93,18.97,0.1678,29.25,0.0693,69.68
2016-05-02,1055177.0,70082091.95,1.47,4.36,1.4,72.36,1.0,46884892.09,740013.0,705913.0,49149724.75,,,,,,,,0.63,,8199.0,,,,,,,,51.66,,,,4.84,4.84,14534092.0,965316313.77,,1013.31,4.85,18.79,0.1677,29.39,0.0691,69.67
2016-05-03,941911.0,61751117.8,1.31,3.99,1.25,64.27,1.0,43073638.76,670095.0,657017.0,43931024.57,,,5419.0,,,,,5.31,,75337.0,,,,5419.0,,,48896.0,46.64,3.53,,,4.38,4.38,14615176.0,958162135.09,,1015.07,4.39,21.38,0.1809,29.1,0.0616,68.77
2016-05-04,1008598.0,65594246.57,1.4,4.38,1.34,68.15,1.0,42223437.13,710064.0,649241.0,46179065.49,,,24319.0,,,,,4.11,,58728.0,,,,24319.0,,74378.0,7776.0,48.82,0.57,,,4.68,4.68,14447140.0,939570833.4,,992.36,4.69,21.35,0.1803,29.33,0.0665,68.22
2016-05-05,1028552.0,66872345.8,1.43,4.58,1.36,69.22,1.0,42467221.59,726078.0,653181.0,47206693.58,,,16938.0,0.28,,,,0.33,3940.0,4591.0,,,0.28,16938.0,,3667.0,,49.7,,,,4.79,4.79,14434770.0,938491132.18,,987.1,4.79,21.08,0.1775,29.18,0.0678,68.2
2016-05-06,927766.0,59673992.21,1.29,4.2,1.23,62.13,1.0,37042389.82,628109.0,575907.0,40400027.14,,,,0.1,,,,6.89,1426.0,99395.0,,,0.1,,,1426.0,78700.0,42.71,5.36,,,4.14,4.14,14547005.0,935664664.5,,989.03,4.14,22.64,0.1623,23.19,0.0611,67.47
2016-05-09,923192.0,59459000.39,1.28,4.21,1.22,61.39,1.0,36811185.18,627514.0,571550.0,40415596.29,,,233.0,,,,,0.1,,828.0,,,,233.0,,,4357.0,42.39,0.4,,,4.11,4.11,14631621.0,942362540.7,,988.83,4.11,22.87,0.1632,23.24,0.0605,67.56
2016-05-10,872559.0,56613848.38,1.21,3.86,1.16,58.03,1.0,34507132.61,608251.0,531840.0,39464872.74,,,,,,,,1.3,,19263.0,,,,,,,39710.0,41.17,2.7,,,3.99,3.99,14634070.0,949495701.97,,991.68,3.99,20.13,0.1666,24.83,0.0572,68.06
2016-05-11,788695.0,53758984.92,1.1,3.42,1.04,52.82,1.0,33639146.59,541112.0,493518.0,36883246.18,,,23.0,,,,,4.53,,67162.0,,,,23.0,,,38322.0,37.11,2.6,,,3.56,3.56,14656581.0,999021062.52,,1010.57,3.54,19.42,0.1718,27.0,0.0519,71.5
2016-05-12,690013.0,46789242.27,0.96,2.78,0.91,48.02,0.0,30671804.75,462633.0,452325.0,31370782.17,,,500.0,,,7000.0,,5.13,,78979.0,,,,500.0,0.5,,48193.0,33.07,2.79,,,3.05,3.05,14709327.0,997427968.21,,1051.33,3.05,20.15,0.1797,30.03,0.0455,71.13
2016-05-13,688413.0,46437926.26,0.96,2.73,0.91,47.7,0.0,30404327.51,462633.0,450725.0,31207599.42,,,,,,,,,,,,,,,,,1600.0,32.91,0.11,,,3.01,3.01,14926477.0,1006887781.28,,1062.95,3.0,20.17,0.1805,30.07,0.0447,70.76
2016-05-16,688413.0,46510116.36,0.96,2.75,0.91,47.53,0.0,30451592.57,462633.0,450725.0,31256113.21,,,,,,,,,,,,,,,,,,32.73,,,,2.96,2.96,15147556.0,1023389436.49,,1071.8,2.96,20.15,0.1809,30.19,0.0441,70.87
2016-05-17,688413.0,46451051.73,0.96,2.76,0.91,47.58,0.0,30412921.15,462633.0,450725.0,31216420.11,,,,,,,,,,,,,,,,,,32.79,,,,2.96,2.96,15165320.0,1023288438.49,,1074.95,2.96,20.16,0.1808,30.16,0.0441,70.78
2016-05-18,743098.0,50530575.76,1.03,2.99,0.98,51.58,0.0,30649246.48,458818.0,450725.0,31199569.52,,,2100.0,,,180712.0,,0.42,,5915.0,,,,2100.0,12.79,,180712.0,32.86,12.85,,,2.93,2.93,15186047.0,1032649392.81,,1081.24,2.95,18.46,0.1596,27.52,0.0475,71.33
2016-05-19,821726.0,55250580.17,1.14,3.28,1.09,57.2,1.0,35225921.05,466854.0,523905.0,31389969.84,,,8033.0,0.28,,69180.0,,,4000.0,,,,0.28,8033.0,4.9,3.0,,33.27,,,,2.98,2.98,15195813.0,1021724375.72,,1082.87,2.98,16.7,0.138,24.69,0.0525,70.53
2016-05-20,997787.0,68020614.28,1.39,4.04,1.32,69.45,1.0,40467407.26,577497.0,593612.0,39368823.89,,,69180.0,0.2,,65291.0,,0.74,4416.0,9293.0,,,0.2,69180.0,4.72,50756.0,,40.85,,,,3.67,3.67,15150489.0,1032831223.98,,1072.12,3.67,15.77,0.1277,21.62,0.0634,71.51
2016-05-23,886279.0,60131682.43,1.23,3.59,1.17,61.92,1.0,38227707.92,468125.0,563437.0,31761041.2,,,5797.0,0.07,,,,8.5,1000.0,122737.0,,,0.07,5797.0,,7568.0,31175.0,33.44,2.17,,,2.97,2.97,15282908.0,1036904823.91,,1090.83,2.97,18.32,0.1522,24.85,0.0563,71.17
2016-05-24,876770.0,60456092.93,1.22,3.55,1.16,61.32,1.0,37985556.73,461136.0,550889.0,31796800.61,,,5599.0,0.6,,,,0.9,8783.0,12588.0,,,0.6,5599.0,,,21331.0,32.98,1.56,,,2.92,2.92,15320412.0,1056391358.74,,1096.81,2.92,18.65,0.1533,25.13,0.0556,72.33
2016-05-25,1056770.0,73149749.45,1.47,4.39,1.4,74.85,1.0,50757593.4,486003.0,733278.0,33641187.47,,,9011.0,14.58,,,,4.58,200000.0,66144.0,,,14.58,9011.0,,82000.0,17611.0,35.2,1.31,,,3.08,3.08,15294419.0,1058681565.41,,1105.6,3.09,20.05,0.1949,33.44,0.067,72.61
2016-05-26,988249.0,69273460.0,1.37,4.26,1.31,71.89,1.0,46045780.74,534352.0,656885.0,37456563.98,,,68131.0,,,,,1.87,,25805.0,,,,68131.0,,6023.0,76393.0,38.85,5.46,,,3.37,3.37,15311578.0,1073298314.58,,1113.0,3.37,20.83,0.1712,27.73,0.0624,73.53
2016-05-27,1072734.0,74602481.26,1.49,4.62,1.42,80.17,1.0,46472249.48,646152.0,668240.0,44936156.09,,,7060.0,3.43,,,,0.41,45763.0,26518.0,,,3.43,7060.0,,131258.0,34408.0,49.06,2.31,,,4.07,4.07,15232378.0,1059324300.62,,1117.95,4.2,18.38,0.1883,31.64,0.0676,72.95
2016-05-30,1081614.0,75292212.44,1.5,4.64,1.43,80.59,1.0,46847494.62,650282.0,672990.0,45266768.45,,,5175.0,0.34,,,,0.46,4750.0,5795.0,,,0.34,5175.0,,4750.0,,48.99,,,,4.08,4.08,15278320.0,1063538854.99,,1113.15,4.22,18.64,0.1864,31.17,0.0679,73.02
2016-05-31,1026064.0,72129598.38,1.43,4.49,1.36,74.54,1.0,42162533.47,667948.0,599774.0,46954986.22,,,16672.0,,,,,0.23,,3217.0,,,,16672.0,,4211.0,73216.0,48.82,5.71,,,4.19,4.19,15269868.0,1073431526.83,,1117.24,4.19,20.27,0.2113,33.61,0.0644,73.74
