,AKE FP Equity_DX_SI_QTY,AKE FP Equity_DX_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AKE FP Equity_DX_SI_MV,AKE FP Equity_DX_DSS,AKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY,AKE FP Equity_DX_BROKER_SI_QTY,AKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AKE FP Equity_DX_BROKER_SI_MV_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,AKE FP Equity_DX_BROKER_SI_MV_INC_x,AKE FP Equity_DX_SUPPLY_SI_MV_NEW,AKE FP Equity_DX_BROKER_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_NEW,AKE FP Equity_DX_SUPPLY_SI_MV_DEC,AKE FP Equity_DX_BROKER_SI_QTY_INC,AKE FP Equity_DX_SUPPLY_SI_QTY_DEC,AKE FP Equity_DX_BROKER_SI_MV_NEW_y,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AKE FP Equity_DX_BROKER_SI_MV_INC_y,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,AKE FP Equity_DX_BROKER_SI_MV_ADD,AKE FP Equity_DX_SUPPLY_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_DEC,AKE FP Equity_DX_SUPPLY_SI_MV,AKE FP Equity_DX_BROKER_SI_MV_DEC,AKE FP Equity_DX_SUPPLY_SI_MV_RMV,AKE FP Equity_DX_BROKER_SI_MV_RMV,AKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AKE FP Equity_DX_UTILIZATION_QUANTITY,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AKE FP Equity_DX_ACTIVE_UTILIZATION_MV,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AKE FP Equity_DX_BROKER_SI_CON_RATIO,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AKE FP Equity_DX_DEMAND_SUPPLY_RATIO,AKE FP Equity_PX_LAST
2006-09-13,3529970.0,93973798.75,6.53,15.26,5.84,108.66,2.0,35205839.2,2689103.0,1322449.0,71588490.59,,,229048.0,0.63,,,,6.55,17506.0,225126.0,,,0.63,229048.0,,92140.0,970.0,83.16,0.03,,,31.03,31.03,5976083.0,159093482.71,,202.02,29.16,14.26,0.1633,30.89,0.4074,33.6
2006-09-14,2705281.0,75019975.46,5.0,10.03,4.47,92.68,1.0,34549280.43,1946074.0,1245875.0,53966454.4,,,49317.0,1.72,,,,19.67,23261.0,792346.0,,,1.72,49317.0,,,99836.0,67.66,3.35,,,22.54,22.54,6688727.0,185484663.29,,229.2,22.79,19.27,0.1245,19.41,0.3133,35.0
2006-09-15,2668778.0,75191836.49,4.94,9.59,4.41,95.55,1.0,35548918.58,1930600.0,1261735.0,54393943.42,,,1184.0,0.66,,9700.0,,0.0,9409.0,16658.0,,,0.66,1184.0,0.34,,3249.0,69.95,0.01,,,22.28,22.28,6735895.0,189781358.92,,232.47,23.13,19.55,0.1279,19.74,0.3079,35.56
2006-09-18,2718792.0,77010247.74,5.03,9.19,4.5,98.53,1.0,37840133.84,1906515.0,1335919.0,54002362.99,,,1278.0,4.28,,,,0.6,112237.0,25364.0,,,4.28,1278.0,,,38053.0,69.64,1.14,,,21.95,21.95,6778838.0,192011744.11,,238.73,22.58,19.05,0.1228,19.2,0.313,35.75
2006-09-19,2791496.0,78848427.25,5.16,9.33,4.62,101.97,1.0,39265499.69,1892182.0,1390129.0,53446458.38,,,19764.0,2.0,,,,1.49,54209.0,45397.0,,,2.0,19764.0,,11300.0,,69.76,,,,21.75,21.75,6806838.0,192265534.63,,238.41,22.64,18.67,0.119,18.83,0.3209,35.65
2006-09-20,2833467.0,79697188.89,5.24,9.37,4.69,102.66,1.0,38220612.39,1937373.0,1358854.0,54492669.91,,,84082.0,0.66,,,,3.87,19296.0,95155.0,,,0.66,84082.0,,56265.0,50571.0,70.75,1.89,,,22.23,22.23,6775875.0,190585664.06,,238.61,22.87,18.97,0.1223,19.01,0.3252,35.5
2006-09-21,2774328.0,79506530.99,5.13,9.51,4.59,99.79,1.0,38220065.6,1884022.0,1333664.0,53992193.25,,,17979.0,0.42,,,,2.55,14743.0,71330.0,,,0.42,17979.0,,,39933.0,68.34,1.51,,,21.66,21.66,6812710.0,195238248.23,,245.17,21.8,19.1,0.124,19.56,0.319,36.17
2006-09-22,2896974.0,83778764.79,5.36,9.8,4.79,106.43,1.0,39416079.19,1949327.0,1362963.0,56373377.27,,,92375.0,,,50000.0,,0.91,,35381.0,,,,92375.0,1.83,8312.0,20701.0,72.17,0.42,,,22.44,22.44,6738756.0,194880814.92,,241.73,22.99,18.08,0.1306,22.6,0.3334,36.5
2006-09-25,2640066.0,76349138.26,4.88,8.86,4.37,97.62,1.0,32045332.56,1897759.0,1108091.0,54882061.38,,,,0.24,,,,1.73,4762.0,51568.0,,,0.24,,,,259635.0,70.95,9.73,,,21.86,21.86,6784120.0,196192714.82,,242.45,22.64,15.65,0.1422,25.38,0.3041,36.5
2006-09-26,2669478.0,78595655.87,4.94,8.73,4.42,99.6,1.0,34506059.06,1862602.0,1171988.0,54839345.3,,,35532.0,,,159635.0,,3.08,,89892.0,,,,35532.0,6.15,19203.0,95738.0,70.0,3.31,,,21.37,21.37,6855062.0,201829006.98,,249.45,21.91,13.38,0.1284,23.52,0.3062,37.16
2006-09-27,2685409.0,79064701.65,4.97,8.7,4.44,101.23,1.0,33096065.81,1968411.0,1124098.0,57954608.94,,,61393.0,0.17,,,,0.24,2111.0,7013.0,,,0.17,61393.0,,51429.0,50000.0,74.62,1.78,,,22.78,22.78,6670675.0,196400223.83,,247.24,23.18,13.34,0.1266,23.45,0.3108,37.16
2006-09-28,2609286.0,77195589.63,4.83,8.42,4.32,98.71,1.0,32604653.64,1895672.0,1102069.0,56083356.82,,,4003.0,,,,,2.77,,76743.0,,,,4003.0,,,22030.0,72.0,0.67,,,22.04,22.04,6705800.0,198390741.73,,248.7,22.45,13.75,0.1286,24.18,0.3034,37.34
2006-09-29,2600908.0,76679831.8,4.81,8.58,4.3,98.83,1.0,32425837.33,1889053.0,1099854.0,55692960.42,,,531.0,,,,,0.19,,7150.0,,,,531.0,,,2215.0,72.12,0.04,,,21.72,21.72,6809501.0,200757347.55,,251.95,22.25,13.83,0.1294,24.31,0.299,37.21
2006-10-02,2572596.0,76640075.87,4.76,8.6,4.26,97.22,1.0,31714610.01,1894352.0,1064572.0,56434543.55,,,3776.0,0.13,,,,0.17,4757.0,3477.0,,,0.13,3776.0,,5000.0,40039.0,71.84,1.55,,,21.74,21.74,6817468.0,203098840.54,,253.99,22.05,13.97,0.1296,24.57,0.2953,37.6
2006-10-03,2509634.0,74406463.57,4.64,8.24,4.15,95.87,1.0,29686341.78,1893679.0,1001282.0,56144424.86,,,3985.0,,,,,0.0,,4657.0,,,,3985.0,,,63290.0,72.66,2.17,,,21.74,21.74,6815346.0,202063645.09,,254.14,22.23,14.43,0.1326,25.36,0.2882,37.42
2006-10-04,2511779.0,74410355.83,4.65,8.54,4.15,95.2,1.0,28577216.43,1914348.0,964646.0,56711723.39,,,8323.0,1.58,,,,3.44,43000.0,74081.0,,,1.58,8323.0,,86428.0,79637.0,72.39,3.26,,,21.92,21.92,6819562.0,202026545.74,,253.14,22.24,14.13,0.1399,26.56,0.2876,37.39
2006-10-05,2462581.0,72016342.43,4.56,8.41,4.07,93.12,1.0,28219944.04,1864843.0,964974.0,54535940.97,,,681.0,0.0,,,,1.88,328.0,50186.0,,,0.0,681.0,,,,70.41,,,,21.37,21.37,6859808.0,200609962.43,,253.93,21.71,14.48,0.1423,27.2,0.2823,36.91
2006-10-06,2447192.0,71702028.46,4.53,8.26,4.05,92.13,1.0,27860278.72,1858495.0,950872.0,54453374.07,,,4483.0,0.04,,,,0.45,2204.0,10832.0,,,0.04,4483.0,,,16305.0,69.82,0.61,,,21.28,21.28,6875965.0,201463815.73,,253.83,21.57,14.56,0.1429,27.24,0.2802,36.98
2006-10-09,2441440.0,71436777.33,4.52,8.27,4.04,91.61,1.0,27635608.04,1885352.0,944481.0,55165587.12,,,26950.0,0.02,,,,0.03,1350.0,120.0,,,0.02,26950.0,,27.0,7742.0,70.52,0.31,,,21.58,21.58,6849723.0,200423576.56,,252.83,21.81,14.58,0.1429,27.28,0.2795,36.93
2006-10-10,2375333.0,69634220.35,4.39,8.1,3.93,89.3,1.0,25902174.67,1879712.0,883564.0,55104812.51,,,578.0,,,,,0.19,,6217.0,,,,578.0,,,917.0,70.5,0.02,,2.25,21.53,21.53,6852323.0,200879695.48,,252.29,21.84,15.09,0.1516,28.22,0.272,37.0
2006-10-11,2572090.0,74872408.53,4.76,8.82,4.25,96.4,1.0,28490137.81,1976003.0,978721.0,57520578.16,2.26,,15119.0,1.27,,,60000.0,1.43,35157.0,36828.0,2.26,,1.27,15119.0,,118000.0,,73.85,,,,22.63,22.63,6757188.0,196698770.43,,245.73,23.11,16.41,0.1389,25.8,0.2945,36.74
2006-10-12,2474950.0,71672128.44,4.58,8.72,4.09,92.05,1.0,28345813.5,1879434.0,978825.0,54426568.23,,,91562.0,0.0,,,,7.77,104.0,206682.0,,,0.0,91562.0,,18551.0,,69.7,,,,21.59,21.59,6824873.0,197641638.93,,248.35,21.91,15.13,0.1411,26.93,0.2843,36.55
2006-10-13,2382004.0,70452590.65,4.41,8.51,3.94,88.91,1.0,24205748.11,1946710.0,818397.0,57577889.35,,,68530.0,,,,,0.0,,1481.0,,,,68530.0,,227.0,160428.0,72.37,5.93,,,22.38,22.38,6750393.0,199656539.09,,247.22,22.64,19.22,0.1569,28.14,0.2739,37.33
2006-10-16,2481127.0,73227087.82,4.59,8.89,4.1,93.86,1.0,27119315.98,1944319.0,918874.0,57383930.03,,,2739.0,4.08,,,,0.0,100476.0,5131.0,,,4.08,2739.0,,,,73.2,,,,22.38,22.38,6744400.0,199051790.21,,247.48,22.83,18.26,0.1507,26.8,0.2856,37.25
2006-10-17,2660535.0,78269113.85,4.92,9.61,4.4,100.24,1.0,32272280.19,1946320.0,1097004.0,57257935.59,,,3799.0,,,250000.0,,0.07,,1797.0,,,,3799.0,9.33,,71870.0,73.12,2.81,,,22.4,22.4,6742221.0,198346446.5,,248.93,22.7,16.88,0.1349,24.77,0.3062,37.13
2006-10-18,2670314.0,78302911.19,4.94,9.92,4.42,100.32,1.0,31871255.45,2041553.0,1086885.0,59865447.76,,,86450.0,,,,,1.58,,41217.0,,,,86450.0,,50000.0,10119.0,76.49,0.4,,,23.5,23.5,6644205.0,194831242.35,,244.26,23.85,16.68,0.1336,24.51,0.3074,37.01
2006-10-19,2598205.0,77608851.3,4.81,9.79,4.3,97.34,1.0,31839282.12,1990519.0,1065922.0,59457161.03,,,617.0,,,,,1.95,,51651.0,,,,617.0,,,20963.0,74.26,0.75,,,22.93,22.93,6688613.0,199790074.97,,249.73,22.92,17.04,0.1356,24.83,0.2994,37.7
2006-10-20,2592640.0,78880550.45,4.8,10.03,4.29,99.37,1.0,32413424.54,1983782.0,1065362.0,60356168.28,,,1484.0,,,,,0.0,,8221.0,,,,1484.0,,,560.0,75.68,0.0,,,23.0,23.0,6640042.0,202021942.11,,253.1,23.02,17.12,0.136,24.91,0.3006,38.4
2006-10-23,2571567.0,77424414.83,4.76,9.98,4.25,99.98,1.0,31511864.22,1976298.0,1046632.0,59502130.87,,,4184.0,0.34,,,,0.1,6269.0,11668.0,,,0.34,4184.0,,,25000.0,76.49,0.92,,,23.29,23.29,6508652.0,195961673.33,,247.01,23.64,17.21,0.1388,25.26,0.3031,38.0
2006-10-24,2568883.0,77689616.16,4.75,10.15,4.25,98.87,1.0,31530567.65,1978453.0,1042589.0,59833497.34,,,15049.0,,,,,0.59,,12894.0,,,,15049.0,,,4042.0,75.76,0.31,,,23.45,23.45,6457950.0,195304985.34,,245.0,23.62,17.25,0.1387,25.2,0.3045,38.17
2006-10-25,2433002.0,73618779.87,4.5,9.5,4.02,93.83,1.0,31407627.75,1824114.0,1037980.0,55194795.17,,,21873.0,0.03,,,,8.74,461.0,227982.0,,,0.03,21873.0,,51770.0,5071.0,69.9,0.19,,,21.7,21.7,6583298.0,199200151.21,,250.97,21.78,16.75,0.135,24.22,0.2894,38.19
2006-10-26,2492395.0,75534403.15,4.61,11.62,4.12,96.05,1.0,31464396.98,1883312.0,1038225.0,57075563.01,,,109198.0,0.0,,,,1.9,245.0,50000.0,,,0.0,109198.0,,,,72.08,,,,22.62,22.62,6444099.0,195294554.75,,245.99,22.66,17.11,0.1368,24.71,0.2993,38.25
2006-10-27,2492222.0,75351444.55,4.61,12.07,4.12,96.22,1.0,31388700.2,1883061.0,1038170.0,56933678.67,,,429.0,,,,,0.61,,16684.0,,,,429.0,,16004.0,55.0,72.25,0.0,,,22.68,22.68,6419796.0,194100245.6,,243.72,22.87,17.12,0.1369,24.75,0.3002,38.16
2006-10-30,2501732.0,75302009.92,4.63,13.33,4.14,96.55,1.0,31493698.84,1884673.0,1046304.0,56728564.43,,,1736.0,0.15,,4169.0,,0.0,3966.0,124.0,,,0.15,1736.0,0.16,,,72.34,,,,22.77,22.77,6391481.0,192383263.14,,240.02,23.16,17.23,0.1375,25.05,0.3023,37.99
2006-10-31,2494438.0,75596318.21,4.61,13.54,4.13,95.92,1.0,31474973.76,1885392.0,1038574.0,57138599.39,,,1444.0,,,,,0.05,,724.0,,,,1444.0,,,7730.0,72.1,0.32,,,22.84,22.84,6370578.0,193066430.85,,241.73,22.97,17.35,0.138,25.07,0.3021,38.25
2006-11-01,2444690.0,74088657.71,4.52,14.19,4.04,94.66,1.0,30885432.07,1854469.0,1019121.0,56201448.43,,,640.0,0.22,,,,1.12,4374.0,31564.0,,,0.22,640.0,,,23827.0,71.43,0.89,,,22.44,22.44,6407881.0,194196933.78,,243.22,22.7,17.68,0.1409,25.59,0.2959,38.25
2006-11-02,2426163.0,73046609.54,4.49,14.51,4.01,93.75,1.0,30390466.35,1845678.0,1009386.0,55569440.39,,,7.0,0.0,,,,0.04,365.0,1140.0,,,0.0,7.0,,,10100.0,70.97,0.41,0.28,,22.32,22.32,6424033.0,193413975.15,7658.0,242.96,22.61,17.82,0.1414,25.6,0.2934,38.0
2006-11-03,2420668.0,72900346.02,4.48,14.48,4.0,93.31,1.0,30267249.31,1844770.0,1005029.0,55556718.78,,,1364.0,0.03,,,,0.09,795.0,2272.0,,,0.03,1364.0,,,5152.0,70.82,0.21,,,22.33,22.33,6417124.0,193256803.53,,242.23,22.62,17.85,0.1416,25.64,0.293,38.01
2006-11-06,2134962.0,64617477.97,3.95,12.7,3.53,82.26,1.0,22938795.78,1782663.0,757898.0,53954677.94,,,,0.0,,,,2.41,158.0,62108.0,,,0.0,,,,247288.0,68.27,9.43,,,21.59,21.59,6475966.0,196003765.09,,245.3,21.77,20.21,0.1669,28.92,0.2585,38.2
2006-11-07,2157418.0,65314232.31,3.99,13.59,3.57,83.37,1.0,23301431.48,1793166.0,769678.0,54286772.75,,,11321.0,0.47,,,,0.0,11779.0,817.0,,,0.47,11321.0,,,,68.8,,,,21.97,21.97,6369031.0,192817697.04,,242.33,22.11,20.08,0.1659,28.69,0.2643,38.21
2006-11-08,2122835.0,64082243.24,3.93,13.42,3.51,82.32,1.0,23210291.55,1616442.0,768881.0,48795704.53,,2476.0,2079.0,,0.09,,,6.86,,181279.0,,2476.0,,2079.0,,,797.0,62.32,0.0,,,19.75,19.75,6567551.0,198255352.25,,249.34,20.0,20.17,0.166,28.57,0.2594,38.1
2006-11-09,2123503.0,63934160.44,3.93,13.53,3.51,81.8,1.0,23170959.5,1616397.0,769598.0,48666276.96,,,259.0,0.0,,,,0.05,717.0,304.0,,,0.0,259.0,,,,61.87,,,,19.77,19.77,6559692.0,197498379.21,,249.03,19.9,20.17,0.1659,28.51,0.2597,38.0
2006-11-10,2123357.0,65410243.45,3.93,13.92,3.51,81.83,1.0,23688635.8,1616870.0,768984.0,49807856.3,,,473.0,,,,,,,,,,,473.0,,,614.0,61.95,0.02,,,20.96,20.96,6097551.0,187835722.09,,232.96,21.01,20.19,0.1658,28.52,0.2752,38.88
2006-11-13,2129153.0,66297310.74,3.94,12.43,3.52,83.05,1.0,24154307.46,1615879.0,775721.0,50315046.49,,,2328.0,0.34,,,,0.02,6737.0,3319.0,,,0.34,2328.0,,,,62.29,,,,21.12,21.12,6034934.0,187915051.05,,233.63,21.05,20.09,0.1643,28.14,0.2783,39.3
2006-11-14,1916814.0,59533652.86,3.55,11.34,3.17,76.2,1.0,21965049.14,1471963.0,707212.0,45717181.88,,,5339.0,,,,,5.73,,172750.0,,,,5339.0,,23495.0,68509.0,58.02,2.56,,,19.42,19.42,6105924.0,189641749.18,,236.67,19.69,22.55,0.1555,23.82,0.2529,39.2
2006-11-15,1792403.0,56379686.93,3.32,10.62,2.96,71.29,1.0,18055687.19,1480941.0,574020.0,46582710.44,,,11118.0,,,,,0.08,,2139.0,,,,11118.0,,,133193.0,58.46,5.32,,,19.76,19.76,6014741.0,189192505.55,,236.02,19.85,24.54,0.1745,25.94,0.2391,39.7
2006-11-16,1789476.0,57747977.59,3.31,10.49,2.96,72.21,1.0,18517777.13,1478163.0,573823.0,47701630.98,,,294.0,,,,,0.0,,3072.0,,,,294.0,,,196.0,59.16,0.0,,,19.9,19.9,5951128.0,192048178.55,,238.09,19.9,24.58,0.1746,25.93,0.2409,40.73
2006-11-17,1785773.0,55308058.54,3.3,10.25,2.95,73.34,1.0,17763793.55,1474666.0,573553.0,45672609.82,,,736.0,,,,,0.0,,4233.0,,,,736.0,,,270.0,59.87,0.0,,,19.93,19.93,5926134.0,183541226.23,,233.52,20.41,24.37,0.1744,25.97,0.2413,39.09
2006-11-20,1768104.0,53864253.06,3.27,9.66,2.92,70.0,1.0,16549001.08,1477475.0,543224.0,45010410.75,,,12809.0,0.0,,,,0.41,628.0,10000.0,,,0.0,12809.0,,,30957.0,58.08,1.45,,,19.98,19.98,5915947.0,180225861.32,,231.99,20.02,24.91,0.1788,26.5,0.2391,38.45
2006-11-21,1771644.0,53621173.18,3.28,9.57,2.93,68.99,1.0,16448936.61,1490826.0,543473.0,45121841.14,,,3899.0,0.0,,,,0.12,249.0,548.0,,,0.0,3899.0,,10000.0,,57.7,,,,20.24,20.24,5874267.0,177792540.78,,225.83,20.35,24.95,0.1788,26.46,0.2405,38.2
2006-11-22,1767625.0,53513537.89,3.27,9.12,2.92,68.29,1.0,16457602.11,1486524.0,543617.0,45003413.28,,,5205.0,0.0,,,,0.5,144.0,9652.0,,,0.0,5205.0,,145.0,,57.04,,,,20.67,20.67,5706819.0,172769719.13,,217.46,20.78,24.96,0.178,26.32,0.2457,38.21
2006-11-23,1778019.0,53673246.41,3.29,8.96,2.94,68.88,1.0,16667659.14,1488379.0,552145.0,44929853.29,,,2579.0,0.4,,,,0.0,11073.0,724.0,,,0.4,2579.0,,,2545.0,57.35,0.09,,,20.8,20.8,5665928.0,171037963.99,,215.64,21.01,24.82,0.1765,26.22,0.2485,38.1
2006-11-24,1732600.0,51684436.02,3.21,8.78,2.87,66.4,1.0,16475808.56,1438851.0,552313.0,42921737.54,,56000.0,1369.0,0.0,2.11,,,0.27,168.0,6905.0,,56000.0,0.0,1369.0,,38945.0,,54.7,,5.39,,21.4,21.4,5284953.0,157653131.25,138938.0,198.14,21.64,27.48,0.2016,28.53,0.2577,37.65
2006-11-27,2928403.0,85685363.17,5.42,14.85,4.84,65.62,1.0,17952826.65,2561213.0,613560.0,74941347.23,,,1139021.0,0.0,,,,0.95,69441.0,24959.0,,,0.0,1139021.0,,8300.0,8194.0,53.98,0.31,,,30.03,30.03,5968588.0,174641478.78,,194.0,21.77,27.57,0.2024,28.57,0.3433,36.93
2006-11-28,1781821.0,51500968.21,3.3,8.93,2.95,66.42,1.0,15741774.18,1483559.0,544631.0,42880134.93,,,36765.0,,,,,0.12,,1128454.0,,,,36765.0,,14035.0,68929.0,54.99,0.0,,,22.22,22.22,5194616.0,150142889.48,,189.26,22.51,26.61,0.1908,27.61,0.2668,36.48
2006-11-29,1760729.0,52314282.84,3.26,8.72,2.91,65.38,1.0,15957064.2,1470037.0,537063.0,43677324.22,,,2233.0,0.0,,,,0.58,12.0,15755.0,,,0.0,2233.0,,,7581.0,54.53,0.39,,,22.32,22.3,5117417.0,152047248.81,,189.46,22.35,26.82,0.1941,28.08,0.2671,37.5
2006-11-30,2853705.0,84901528.41,5.28,13.85,4.72,66.27,1.0,15441715.48,2571050.0,519026.0,76492165.32,,,1101974.0,,,,,0.03,,961.0,,,,1101974.0,,,,55.35,,,0.67,31.34,31.32,5633562.0,167605980.37,,190.63,22.5,26.89,0.1954,28.13,0.3476,37.55
2006-12-01,3044579.0,91689923.03,5.63,14.7,5.04,67.65,2.0,45918037.5,1766233.0,1524716.0,53191514.43,7.86,,4854.0,,,,1006690.0,6.52,,810171.0,7.86,,,4854.0,,500.0,1000.0,49.17,0.0,,0.29,21.61,21.59,6408140.0,192986243.21,,198.57,19.85,23.81,0.1767,25.12,0.3722,38.01
2006-12-04,3048400.0,92239746.85,5.64,14.61,5.04,68.77,2.0,46376283.22,1762096.0,1532674.0,53318228.89,0.41,,775.0,0.27,,,11077.0,0.08,7958.0,10174.0,0.41,,0.27,775.0,,5262.0,,49.91,,,,21.69,21.68,6360979.0,192473131.04,,198.33,20.1,23.76,0.1754,24.98,0.375,38.19
2006-12-05,3038172.0,91593258.38,5.62,14.55,5.03,67.84,2.0,46390233.26,1745766.0,1538776.0,52630462.1,,,3638.0,0.04,,,,0.76,13502.0,19968.0,,,0.04,3638.0,,,7400.0,49.27,0.43,,,22.8,22.79,5909586.0,178159181.71,,194.28,20.23,24.21,0.1773,24.56,0.3966,38.05
2006-12-06,3053020.0,94193750.08,5.65,15.16,5.05,67.97,2.0,47227536.0,1768645.0,1530745.0,54567380.86,,,157938.0,,,,,1.06,,135059.0,,,,157938.0,,,8031.0,49.56,0.12,,,23.4,23.39,5789269.0,178614276.14,,195.61,20.22,24.29,0.1781,24.72,0.4037,38.94
2006-12-07,3060312.0,92939646.34,5.66,15.14,5.06,69.11,2.0,46912577.73,1761947.0,1544735.0,53509162.15,,,,0.19,,,,0.01,13990.0,6698.0,,,0.19,,,,,50.17,,,,23.52,23.5,5729213.0,173992400.12,,195.14,20.45,24.22,0.1776,24.58,0.4082,38.33
2006-12-08,3071144.0,94168930.1,5.68,15.18,5.08,67.96,2.0,47468236.81,1769426.0,1548088.0,54255011.59,,,9440.0,0.02,,,,0.08,12953.0,1961.0,,,0.02,9440.0,,,9600.0,49.98,0.76,,,23.65,23.63,5712266.0,175152313.82,,193.81,20.5,24.54,0.1817,24.96,0.4102,38.7
2006-12-11,3064586.0,92899477.2,5.67,15.24,5.07,68.07,2.0,46737417.28,1769173.0,1541783.0,53630489.33,,,,0.07,,,,0.0,1974.0,252.0,,,0.07,,,,8279.0,49.91,0.07,,,23.61,23.59,5725561.0,173563940.97,,193.56,20.5,24.45,0.1808,24.83,0.4086,38.26
2006-12-12,1807459.0,56323403.72,3.34,8.94,2.99,69.62,1.0,22292794.71,1338437.0,715392.0,41707904.58,,,36858.0,,,,,0.05,,482389.0,,,,36858.0,,14795.0,826390.0,51.6,0.0,,,21.23,21.21,4966938.0,154777980.7,,192.6,21.13,23.7,0.1806,24.2,0.2864,39.33
2006-12-13,1803190.0,56976154.1,3.34,8.8,2.98,71.4,1.0,22447092.46,1339150.0,710409.0,42313686.72,,,713.0,,,,,,,,,,,713.0,,,4983.0,53.06,0.0,,,21.41,21.41,4914884.0,155297660.34,,193.09,21.56,23.82,0.1808,24.27,0.2883,39.88
2006-12-14,1605038.0,50664194.21,2.97,7.64,2.65,64.35,1.0,15894196.72,1337881.0,503527.0,42231188.8,,,,,,,,0.0,,1269.0,,,,,,,206882.0,53.64,8.2,,,21.49,21.49,4889046.0,154326300.08,,193.17,21.73,27.03,0.1947,27.44,0.2578,39.84
2006-12-15,1657446.0,51609354.75,3.07,8.13,2.74,66.37,1.0,17297933.09,1390289.0,555527.0,43290652.13,,,52408.0,2.13,,,,,52000.0,,,,2.13,52408.0,,,,55.62,,,,22.37,22.37,4825812.0,150265555.24,,189.72,22.67,26.08,0.186,26.45,0.2666,39.3
2006-12-18,1655665.0,52275390.4,3.06,8.15,2.74,65.43,1.0,17540016.13,1388508.0,555527.0,43840268.27,,,876.0,,,,,0.11,,2658.0,,,,876.0,,,,54.81,,,,20.15,20.15,5502915.0,173747122.73,,214.26,20.37,26.08,0.1866,26.56,0.2403,39.85
2006-12-19,1838005.0,56809259.69,3.4,8.94,3.04,73.02,1.0,23112404.26,1388597.0,747778.0,42918908.05,,,89.0,,,192251.0,,,,,,,,89.0,7.63,,,54.98,,,,20.19,20.19,5490518.0,169701531.23,,211.22,20.65,23.25,0.1735,23.57,0.2672,39.01
2006-12-20,1651804.0,51237363.09,3.06,8.07,2.73,64.72,1.0,17355986.58,1384647.0,559527.0,42950411.25,,,51.0,,,4000.0,,0.16,,4000.0,,,,51.0,0.16,,192251.0,54.29,7.63,,,20.17,20.17,5479072.0,169955516.2,,210.42,20.51,26.19,0.1877,26.62,0.2407,39.15
2006-12-21,1832724.0,56631513.07,3.39,9.01,3.03,71.99,1.0,23212590.76,1383882.0,751212.0,42762211.64,,,,,,191685.0,,0.02,,766.0,,,,,7.54,,,54.31,,,,20.26,20.26,5445222.0,168258374.34,,208.33,20.68,23.36,0.1746,23.71,0.2684,39.0
2006-12-22,1620950.0,49445507.56,3.0,7.97,2.68,63.53,1.0,17067828.44,1301793.0,559527.0,39709932.83,,,560.0,,,,,3.27,,83463.0,,,,560.0,,814.0,191685.0,51.07,7.54,,,19.09,19.09,5517750.0,168313611.98,,215.01,19.19,25.17,0.1847,26.65,0.2377,38.5
2006-12-25,717502.0,21886702.59,1.33,3.94,1.19,27.96,1.0,13193816.62,306345.0,432527.0,9344757.1,,,,,,,,,,,,,,,,,,12.13,,38.95,5.11,12.08,12.08,2230524.0,68039971.19,995448.0,90.5,11.82,19.61,0.2102,35.02,0.2828,
2006-12-26,1622118.0,49481136.27,3.0,8.91,2.68,62.88,1.0,17067828.44,1302961.0,559527.0,39745561.54,5.07,996616.0,,,38.53,,127000.0,,,,5.07,996616.0,,,,,,50.59,,,,19.1,19.1,5518784.0,168345153.15,,213.91,19.13,25.17,0.1846,26.65,0.2378,
2006-12-27,1779919.0,54435727.92,3.29,9.77,2.94,68.83,1.0,21369136.36,1331569.0,698720.0,40723722.7,,,,,,191193.0,,0.07,,1392.0,,,,,7.41,30000.0,52000.0,51.53,2.04,,,19.77,19.75,5405040.0,165303750.81,,205.39,20.06,24.06,0.1818,24.53,0.264,38.6
2006-12-28,1780072.0,54525029.55,3.29,10.02,2.94,68.94,1.0,21409489.61,1331489.0,698953.0,40784573.36,,,,0.02,,,,0.0,233.0,80.0,,,0.02,,,,,51.59,,,,19.82,19.81,5385088.0,164949553.92,,204.92,20.11,24.05,0.1818,24.51,0.2648,38.66
