,CJ1 FP Equity_DX_SI_QTY,CJ1 FP Equity_DX_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CJ1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CJ1 FP Equity_DX_SI_MV,CJ1 FP Equity_DX_DSS,CJ1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SUPPLY_SI_QTY,CJ1 FP Equity_DX_BROKER_SI_QTY,CJ1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_x,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CJ1 FP Equity_DX_BROKER_SI_MV_INC_x,CJ1 FP Equity_DX_BROKER_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_NEW,CJ1 FP Equity_DX_SUPPLY_SI_MV_DEC,CJ1 FP Equity_DX_BROKER_SI_QTY_INC,CJ1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_y,CJ1 FP Equity_DX_BROKER_SI_MV_INC_y,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CJ1 FP Equity_DX_BROKER_SI_MV_ADD,CJ1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_DEC,CJ1 FP Equity_DX_SUPPLY_SI_MV,CJ1 FP Equity_DX_BROKER_SI_MV_DEC,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CJ1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CJ1 FP Equity_DX_BROKER_SI_CON_RATIO,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CJ1 FP Equity_DX_DEMAND_SUPPLY_RATIO,CJ1 FP Equity_PX_LAST
2013-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10000.0,0.0,1.24,0.0,0.0,87450.0,10724868.0,10.91,0.0,,0.0,,0.0,122.64
2013-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10685515.5,10.83,0.0,,0.0,,0.0,122.19
2013-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10665402.0,10.8,0.0,,0.0,,0.0,121.96
2013-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10461643.5,10.61,0.0,,0.0,,0.0,119.63
2013-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10368946.5,10.67,0.0,,0.0,,0.0,118.57
2013-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10454647.5,10.43,0.0,,0.0,,0.0,119.55
2013-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10532478.0,10.4,0.0,,0.0,,0.0,120.44
2013-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10521109.5,10.36,0.0,,0.0,,0.0,120.31
2013-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10401303.0,10.46,0.0,,0.0,,0.0,118.94
2013-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10410048.0,10.52,0.0,,0.0,,0.0,119.04
2013-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10535976.0,10.62,0.0,,0.0,,0.0,120.48
2013-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10312104.0,10.41,0.0,,0.0,,0.0,117.92
2013-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10500996.0,10.47,0.0,,0.0,,0.0,120.08
2013-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10605061.5,10.44,0.0,,0.0,,0.0,121.27
2013-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87435.0,10672316.1,10.41,0.0,,0.0,,0.0,122.06
2013-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10740609.0,10.7,0.0,,0.0,,0.0,122.82
2013-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87450.0,10721370.0,10.7,0.0,,0.0,,0.0,122.6
2013-09-09,15000.0,1860300.0,3.61,1.03,1.84,,1860300.0,0.0,15000.0,0.0,,,,15000.0,,,,,,,,1.84,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1715,124.02
2013-09-10,15000.0,1887900.0,3.6,1.03,1.86,,1887900.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1715,125.86
2013-09-11,15000.0,1863450.0,4.56,1.03,1.89,,1863450.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1715,124.23
2013-09-12,15000.0,1863150.0,4.59,1.03,1.86,,1863150.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1715,124.21
2013-09-13,15000.0,1865700.0,5.76,1.03,1.86,,1865700.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1715,124.38
2013-09-16,15000.0,1887750.0,5.93,1.03,1.87,,1887750.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1715,125.85
2013-09-17,3068.0,382334.16,1.32,0.21,0.39,,382334.16,0.0,3068.0,0.0,,,,,,,,,,,,,,11932.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0351,124.62
2013-09-18,3068.0,385218.08,1.26,0.21,0.39,,385218.08,0.0,3068.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0351,125.56
2013-09-19,3450.0,437701.5,1.57,0.24,0.43,,437701.5,382.0,3450.0,48464.34,,,,382.0,,,,,,,,0.05,382.0,,0.05,,100.0,0.43,0.0,0.0,0.0,100.0,11.07,0.8031,88.93,0.0393,126.87
2013-09-20,3450.0,435252.0,1.61,0.24,0.44,,435252.0,382.0,3450.0,48193.12,,,,,,,,,,,,,,,0.05,,100.0,0.43,0.0,0.0,0.0,100.0,11.07,0.8031,88.93,0.0393,126.16
2013-09-23,3450.0,434217.0,1.6,0.24,0.43,,434217.0,382.0,3450.0,48078.52,,,,,,,,,,,,,,,0.05,,100.0,0.43,0.0,0.0,0.0,100.0,11.07,0.8031,88.93,0.0393,125.86
2013-09-24,3450.0,437908.5,1.57,0.24,0.43,,437908.5,382.0,3450.0,48487.26,,,,,,,,,,,,,,,0.05,,100.0,0.43,0.0,0.0,0.0,100.0,11.07,0.8031,88.93,0.0393,126.93
2013-09-25,382.0,48200.76,0.18,0.03,0.05,,48200.76,382.0,382.0,48200.76,,,,,,,,,,,,,,3068.0,0.05,0.38,100.0,0.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043,126.18
2013-09-26,382.0,48911.28,0.18,0.03,0.05,,48911.28,382.0,382.0,48911.28,,,,,,,,,,,,,,,0.05,,100.0,0.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0043,128.04
2013-09-27,722.0,91650.68,0.33,0.05,0.09,,48491.08,722.0,382.0,91650.68,,,,,,,,,,,,,340.0,,0.09,,100.0,0.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082,126.94
2013-09-30,722.0,90618.22,0.33,0.05,0.09,,47944.82,722.0,382.0,90618.22,,,,,,,,,,,,,,,0.09,,100.0,0.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082,125.51
2013-10-01,340.0,42799.2,0.15,0.02,0.04,,0.0,340.0,0.0,42799.2,,,,,,0.05,,382.0,,,,,,382.0,0.04,0.05,100.0,0.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,125.88
2013-10-02,35340.0,4375445.4,15.3,2.27,4.45,,3528585.0,6840.0,28500.0,846860.4,,,,28500.0,,,,,,,,3.59,6500.0,,0.86,,100.0,7.2,0.0,0.0,0.0,100.0,18.39,0.6843,80.65,0.3722,123.81
2013-10-03,35340.0,4354948.2,14.82,2.27,4.37,,3512055.0,6840.0,28500.0,842893.2,,,,3500.0,,,,,,,,0.43,,3500.0,0.85,0.48,100.0,7.2,0.0,0.0,0.0,100.0,18.4,0.5446,70.78,0.3722,123.23
2013-10-04,35340.0,4339398.6,15.44,2.27,4.36,,3499515.0,6840.0,28500.0,839883.6,,,,,,,,,,,,,,,0.84,,100.0,7.2,0.0,0.0,0.0,100.0,18.4,0.5444,70.76,0.3722,122.79
2013-10-07,35340.0,4302291.6,12.51,2.27,4.34,,3469590.0,6840.0,28500.0,832701.6,,,,,,,,,,,,,,,0.84,,100.0,7.2,0.0,0.0,0.0,100.0,18.41,0.5449,70.8,0.3722,121.74
2013-10-08,34640.0,4195943.2,12.29,2.23,4.22,,3367414.0,6840.0,27800.0,828529.2,,,,,,,,,,,,,,700.0,0.83,0.11,100.0,7.2,0.0,0.0,0.0,100.0,18.77,0.5381,70.19,0.3648,121.13
2013-10-09,34640.0,4280811.2,12.68,2.2,4.21,,3435524.0,6840.0,27800.0,845287.2,,,,,,,,,,,,,,,0.83,,100.0,7.2,0.0,0.0,0.0,100.0,18.8,0.5351,69.94,0.3648,123.58
2013-10-10,34640.0,4358751.2,12.45,2.12,4.28,,3498074.0,6840.0,27800.0,860677.2,,,,,,,,,,,,,,,0.83,,100.0,7.2,0.0,0.0,0.0,100.0,18.52,0.5379,70.2,0.3648,125.83
2013-10-11,10340.0,1296739.4,3.66,0.63,1.27,,438935.0,6840.0,3500.0,857804.4,,,,,,,,,,,,,,24300.0,0.83,3.0,100.0,7.2,0.0,0.0,0.0,100.0,34.51,0.5063,62.13,0.1089,125.41
2013-10-14,10340.0,1294671.4,3.54,0.63,1.27,,438235.0,6840.0,3500.0,856436.4,,,,,,,,,,,,,,,0.83,,100.0,7.2,0.0,0.0,0.0,100.0,34.47,0.5065,62.18,0.1089,125.21
2013-10-15,10340.0,1303253.6,3.52,0.63,1.28,,441140.0,6840.0,3500.0,862113.6,,,,,,,,,,,,,,,0.84,,100.0,7.2,0.0,0.0,0.0,100.0,34.53,0.5062,62.12,0.1089,126.04
2013-10-16,36340.0,4599553.8,11.01,2.22,4.55,,3733815.0,6840.0,29500.0,865738.8,,,,26000.0,,,,,,,,3.27,,,0.83,,100.0,7.2,0.0,0.0,0.0,100.0,36.07,0.3051,36.77,0.3827,126.57
2013-10-17,36340.0,4575569.4,10.21,2.17,4.55,,3714345.0,6840.0,29500.0,861224.4,,,,,,,,,,,,,,,0.84,,100.0,7.2,0.0,0.0,0.0,100.0,36.17,0.3054,36.71,0.3827,125.91
2013-10-18,36340.0,4591922.4,10.49,2.17,4.57,,3727620.0,6840.0,29500.0,864302.4,,,,,,,,,,,,,,,0.86,,100.0,7.2,0.0,0.0,0.0,100.0,35.83,0.3036,36.56,0.3827,126.36
2013-10-21,32840.0,4147035.2,9.58,1.96,4.14,,3283280.0,6840.0,26000.0,863755.2,,,,,,,,,,,,,,3500.0,0.86,0.44,100.0,7.2,0.0,0.0,0.0,100.0,39.75,0.3607,40.43,0.3459,126.28
2013-10-22,32840.0,4133242.4,9.65,1.96,4.13,,3272360.0,6840.0,26000.0,860882.4,,,,,,,,,,,,,,,0.86,,100.0,7.2,0.0,0.0,0.0,100.0,39.74,0.3607,40.43,0.3459,125.86
2013-10-23,32500.0,4010825.0,9.71,1.94,4.08,,3208660.0,6500.0,26000.0,802165.0,,,,,,0.04,,340.0,,,,,,,0.82,,100.0,6.85,0.0,0.0,0.0,100.0,39.86,0.3597,40.07,0.3423,123.41
2013-10-24,26000.0,3240900.0,8.41,1.55,3.23,,3240900.0,0.0,26000.0,0.0,,,,,,0.82,,6500.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.64,0.5,50.36,0.2939,124.65
2013-10-25,26000.0,3194100.0,8.41,1.55,3.25,,3194100.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.89,0.5,50.11,0.2939,122.85
2013-10-28,26000.0,3207360.0,8.38,1.53,3.22,,3207360.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.52,0.5,50.48,0.2939,123.36
2013-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26000.0,0.0,3.23,0.0,0.0,88453.0,10999130.55,10.81,0.0,,0.0,,0.0,124.35
2013-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,10984978.07,10.95,0.0,,0.0,,0.0,124.19
2013-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11112350.39,11.02,0.0,,0.0,,0.0,125.63
2013-11-01,147.0,18285.33,0.05,0.01,0.02,,0.0,147.0,0.0,18285.33,,,,,,,,,,,,,147.0,,0.02,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017,124.39
2013-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,147.0,,,,,,,0.0,,0.0,0.0,88453.0,10998246.02,11.0,0.0,,0.0,,0.0,124.34
2013-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,10984093.54,11.05,0.0,,0.0,,0.0,124.18
2013-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11064585.77,10.96,0.0,,0.0,,0.0,125.09
2013-11-07,190.0,23649.3,0.06,0.01,0.02,,0.0,190.0,0.0,23649.3,,,,,,,,,,,,,190.0,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021,124.47
2013-11-08,190.0,23751.9,0.05,0.01,0.02,,0.0,190.0,0.0,23751.9,,,,,,,,,,,,,,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021,125.01
2013-11-11,190.0,23750.0,0.05,0.01,0.02,,0.0,190.0,0.0,23750.0,,,,,,,,,,,,,,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021,125.0
2013-11-12,2190.0,275677.2,0.54,0.13,0.27,,251760.0,190.0,2000.0,23917.2,,,,2000.0,,,,,,,,0.25,,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,8.66,0.8418,91.34,0.0248,125.88
2013-11-13,18590.0,2349961.9,4.66,1.07,2.35,,2325944.0,190.0,18400.0,24017.9,,,2.07,,,,16400.0,,,2.07,,,,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,1.02,0.9798,98.98,0.2102,126.41
2013-11-14,18590.0,2377103.3,4.68,1.07,2.35,,2352808.0,190.0,18400.0,24295.3,,,,,,,,,,,,,,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,1.02,0.9799,98.98,0.2102,127.87
2013-11-15,18590.0,2406847.3,4.46,1.07,2.38,,2382248.0,190.0,18400.0,24599.3,,,,,,,,,,,,,,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,1.02,0.9798,98.98,0.2102,129.47
2013-11-18,18590.0,2397738.2,4.99,1.07,2.41,,2373232.0,190.0,18400.0,24506.2,,,,,,,,,,,,,,,0.02,,100.0,0.21,0.0,0.0,0.0,100.0,1.02,0.9798,98.98,0.2102,128.98
2013-11-19,16590.0,2125510.8,4.42,0.96,2.14,,2101168.0,190.0,16400.0,24342.8,,,,,,,,,,,,,,2000.0,0.02,0.26,100.0,0.21,0.0,0.0,0.0,100.0,1.14,0.9774,98.86,0.1876,128.12
2013-11-20,190.0,24548.0,0.06,0.01,0.02,,0.0,190.0,0.0,24548.0,,,,,,,,,,,,,,16400.0,0.02,2.13,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021,129.2
2013-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,190.0,,,,,,,0.0,,0.0,0.0,88643.0,11457107.75,11.37,0.0,,0.0,,0.0,129.25
2013-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11340559.13,11.31,0.0,,0.0,,0.0,128.21
2013-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11346750.84,11.32,0.0,,0.0,,0.0,128.28
2013-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11225570.23,11.29,0.0,,0.0,,0.0,126.91
2013-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11245914.42,11.38,0.0,,0.0,,0.0,127.14
2013-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11216724.93,11.39,0.0,,0.0,,0.0,126.81
2013-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11255644.25,11.18,0.0,,0.0,,0.0,127.25
2013-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88453.0,11269796.73,11.27,0.0,,0.0,,0.0,127.41
2013-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11199093.4,11.24,0.0,,0.0,,0.0,125.8
2013-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11122533.62,11.22,0.0,,0.0,,0.0,124.94
2013-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,10984547.97,11.18,0.0,,0.0,,0.0,123.39
2013-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11092265.8,11.09,0.0,,0.0,,0.0,124.6
2013-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11072680.74,11.04,0.0,,0.0,,0.0,124.38
2013-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11012145.1,10.96,0.0,,0.0,,0.0,123.7
2013-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,10940926.7,10.98,0.0,,0.0,,0.0,122.9
2013-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11005913.49,11.06,0.0,,0.0,,0.0,123.63
2013-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,10922231.87,11.01,0.0,,0.0,,0.0,122.69
2013-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,10869708.3,10.91,0.0,,0.0,,0.0,122.1
2013-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,10826977.26,10.87,0.0,,0.0,,0.0,121.62
2013-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,10974755.44,10.85,0.0,,0.0,,0.0,123.28
2013-12-19,4000.0,496360.0,0.66,0.23,0.49,,496360.0,0.0,4000.0,0.0,,,,4000.0,,,,,,,,0.49,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0449,124.09
2013-12-20,4000.0,497840.0,0.75,0.23,0.5,,497840.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0449,124.46
2013-12-23,4000.0,500160.0,0.77,0.23,0.5,,500160.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0449,125.04
2013-12-24,4000.0,500160.0,0.68,0.23,0.5,,500160.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0449,
2013-12-25,4000.0,500160.0,0.68,0.23,0.5,,500160.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0449,
2013-12-26,4000.0,500160.0,0.68,0.23,0.5,,500160.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0449,
2013-12-27,4000.0,503520.0,0.68,0.23,0.5,,503520.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0449,125.88
2013-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,4000.0,0.0,0.5,0.0,0.0,89023.0,11270311.8,11.04,0.0,,0.0,,0.0,126.6
2013-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11270311.8,11.19,0.0,,0.0,,0.0,
2014-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11270311.8,11.2,0.0,,0.0,,0.0,
2014-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11297908.93,11.2,0.0,,0.0,,0.0,126.91
2014-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11281884.79,11.25,0.0,,0.0,,0.0,126.73
2014-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89023.0,11216898.0,11.26,0.0,,0.0,,0.0,126.0
2014-01-07,12000.0,1523880.0,1.52,0.68,1.52,,761940.0,6000.0,6000.0,761940.0,,,,6000.0,,,,,,,,0.76,6000.0,,0.76,,100.0,6.31,0.0,0.0,0.0,100.0,49.8,0.5,50.2,0.1263,126.99
2014-01-08,12000.0,1533120.0,1.48,0.68,1.53,,766560.0,6000.0,6000.0,766560.0,,,,,,,,,,,,,,,0.76,,100.0,6.31,0.0,0.0,0.0,100.0,49.85,0.5,50.15,0.1263,127.76
2014-01-09,12000.0,1521360.0,1.48,0.68,1.53,,760680.0,6000.0,6000.0,760680.0,,,,,,,,,,,,,,,0.77,,100.0,6.31,0.0,0.0,0.0,100.0,49.81,0.5,50.19,0.1263,126.78
2014-01-10,12000.0,1519080.0,1.48,0.66,1.52,,759540.0,6000.0,6000.0,759540.0,,,,,,,,,,,,,,,0.76,,100.0,6.73,0.0,0.0,0.0,100.0,49.96,0.5,50.04,0.1347,126.59
2014-01-13,12000.0,1523520.0,1.53,0.66,1.52,,761760.0,6000.0,6000.0,761760.0,,,,,,,,,,,,,,,0.76,,100.0,6.73,0.0,0.0,0.0,100.0,49.93,0.5,50.07,0.1347,126.96
2014-01-14,12000.0,1509840.0,1.43,0.7,1.52,,754920.0,6000.0,6000.0,754920.0,,,,,,,,,,,,,,,0.76,,100.0,6.73,0.0,0.0,0.0,100.0,49.77,0.5,50.23,0.1347,125.82
2014-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.77,,6000.0,,,,,,6000.0,0.0,0.76,0.0,0.0,75950.0,9704131.5,9.76,0.0,,0.0,100.0,0.0,127.77
2014-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,75950.0,9641093.0,9.52,0.0,,0.0,,0.0,126.94
2014-01-17,2500.0,321075.0,0.3,0.15,0.32,,321075.0,0.0,2500.0,0.0,,,,2500.0,,,,,,,,0.32,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0329,128.43
2014-01-20,2500.0,320650.0,0.31,0.15,0.32,,320650.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0329,128.26
2014-01-21,2500.0,319825.0,0.34,0.15,0.32,,319825.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0329,127.93
2014-01-22,2500.0,320300.0,0.34,0.15,0.32,,320300.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0329,128.12
2014-01-23,2500.0,313550.0,0.39,0.15,0.32,,313550.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0329,125.42
