,APX FP Equity_DX_SI_QTY,APX FP Equity_DX_SHORT_INTEREST_VALUE,APX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,APX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,APX FP Equity_DX_SI_MV,APX FP Equity_DX_DSS,APX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,APX FP Equity_DX_SUPPLY_SI_QTY,APX FP Equity_DX_BROKER_SI_QTY,APX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,APX FP Equity_DX_SUPPLY_SI_QTY_INC_x,APX FP Equity_DX_BROKER_SI_MV_INC_x,APX FP Equity_DX_BROKER_SI_QTY_ADD,APX FP Equity_DX_SUPPLY_SI_MV_DEC,APX FP Equity_DX_BROKER_SI_QTY_INC,APX FP Equity_DX_SUPPLY_SI_QTY_DEC,APX FP Equity_DX_BROKER_SI_MV_INC_y,APX FP Equity_DX_SUPPLY_SI_QTY_INC_y,APX FP Equity_DX_BROKER_SI_MV_ADD,APX FP Equity_DX_SUPPLY_SI_QTY_ADD,APX FP Equity_DX_BROKER_SI_QTY_DEC,APX FP Equity_DX_SUPPLY_SI_MV,APX FP Equity_DX_BROKER_SI_MV_DEC,APX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,APX FP Equity_DX_UTILIZATION_QUANTITY,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,APX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,APX FP Equity_DX_ACTIVE_UTILIZATION_MV,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,APX FP Equity_DX_BROKER_SI_CON_RATIO,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,APX FP Equity_DX_DEMAND_SUPPLY_RATIO,APX FP Equity_PX_LAST
2011-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1434763.0,1.61,0.0,,0.0,,0.0,56.71
2011-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1446148.0,1.61,0.0,,0.0,,0.0,57.16
2011-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1446148.0,1.61,0.0,,0.0,,0.0,
2011-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1429450.0,1.61,0.0,,0.0,,0.0,56.5
2011-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1428185.0,1.61,0.0,,0.0,,0.0,56.45
2011-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1444630.0,1.61,0.0,,0.0,,0.0,57.1
2011-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1440076.0,1.61,0.0,,0.0,,0.0,56.92
2012-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1439317.0,1.61,0.0,,0.0,,0.0,56.89
2012-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1479291.0,1.61,0.0,,0.0,,0.0,58.47
2012-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1473219.0,1.61,0.0,,0.0,,0.0,58.23
2012-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1487387.0,1.63,0.0,,0.0,,0.0,58.79
2012-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1488905.0,1.61,0.0,,0.0,,0.0,58.85
2012-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1484604.0,1.61,0.0,,0.0,,0.0,58.68
2012-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1518000.0,1.61,0.0,,0.0,,0.0,60.0
2012-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1514711.0,1.61,0.0,,0.0,,0.0,59.87
2012-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1510663.0,1.61,0.0,,0.0,,0.0,59.71
2012-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1532927.0,1.61,0.0,,0.0,,0.0,60.59
2012-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1530397.0,1.61,0.0,,0.0,,0.0,60.49
2012-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1553926.0,1.61,0.0,,0.0,,0.0,61.42
2012-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1551902.0,1.61,0.0,,0.0,,0.0,61.34
2012-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1576696.0,1.62,0.0,,0.0,,0.0,62.32
2012-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1575431.0,1.61,0.0,,0.0,,0.0,62.27
2012-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1582262.0,1.61,0.0,,0.0,,0.0,62.54
2012-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1589093.0,1.61,0.0,,0.0,,0.0,62.81
2012-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1590611.0,1.62,0.0,,0.0,,0.0,62.87
2012-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1585551.0,1.6,0.0,,0.0,,0.0,62.67
2012-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1580997.0,1.62,0.0,,0.0,,0.0,62.49
2012-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1558733.0,1.61,0.0,,0.0,,0.0,61.61
2012-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1570118.0,1.61,0.0,,0.0,,0.0,62.06
2012-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1585045.0,1.61,0.0,,0.0,,0.0,62.65
2012-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1598454.0,1.61,0.0,,0.0,,0.0,63.18
2012-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1613634.0,1.61,0.0,,0.0,,0.0,63.78
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.87
2012-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1581503.0,1.61,0.0,,0.0,,0.0,62.51
2012-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1593900.0,1.61,0.0,,0.0,,0.0,63.0
2012-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1585551.0,1.61,0.0,,0.0,,0.0,62.67
2012-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1566323.0,1.61,0.0,,0.0,,0.0,61.91
2012-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1589093.0,1.61,0.0,,0.0,,0.0,62.81
2012-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1597189.0,1.61,0.0,,0.0,,0.0,63.13
2012-02-15,13200.0,853512.0,11.4,4.5,0.85,,853512.0,0.0,13200.0,0.0,,,13200.0,,,,,,0.85,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,64.66
2012-02-16,13200.0,851004.0,11.28,4.5,0.85,,851004.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,64.47
2012-02-17,13200.0,853512.0,11.29,4.5,0.85,,853512.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,64.66
2012-02-20,13200.0,850476.0,11.25,4.5,0.85,,850476.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,64.43
2012-02-21,13200.0,848364.0,11.19,4.5,0.85,,848364.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,64.27
2012-02-22,13200.0,846780.0,3.63,4.5,0.85,,846780.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,64.15
2012-02-23,13200.0,839784.0,3.63,4.5,0.84,,839784.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,63.62
2012-02-24,13200.0,836880.0,2.04,3.63,0.84,,836880.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,63.4
2012-02-27,13200.0,829620.0,2.04,3.63,0.83,,829620.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,62.85
2012-02-28,13200.0,838992.0,2.37,3.63,0.84,,838992.0,0.0,13200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5217,63.56
2012-02-29,14400.0,928512.0,2.58,3.97,0.93,,928512.0,0.0,14400.0,0.0,,0.08,,,1200.0,,0.08,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5692,64.48
2012-03-01,14000.0,910140.0,2.51,3.7,0.91,,910140.0,0.0,14000.0,0.0,,,,,,,,,,,400.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5534,65.01
2012-03-02,14000.0,914200.0,2.44,3.7,0.91,,914200.0,0.0,14000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5534,65.3
2012-03-05,14000.0,894320.0,2.44,3.7,0.89,,894320.0,0.0,14000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5534,63.88
2012-03-06,14000.0,874860.0,2.42,3.7,0.87,,874860.0,0.0,14000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5534,62.49
2012-03-07,4900.0,309043.0,0.85,1.3,0.31,,309043.0,0.0,4900.0,0.0,,,,,,,,,,,9100.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,63.07
2012-03-08,4900.0,312277.0,0.85,1.3,0.31,,312277.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,63.73
2012-03-09,4900.0,318157.0,0.85,1.3,0.32,,318157.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,64.93
2012-03-12,4900.0,313992.0,0.85,1.3,0.31,,313992.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,64.08
2012-03-13,4900.0,321391.0,0.85,1.3,0.32,,321391.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,65.59
2012-03-14,4900.0,321342.0,0.81,1.3,0.32,,321342.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,65.58
2012-03-15,4900.0,321587.0,0.81,1.3,0.32,,321587.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,65.63
2012-03-16,4900.0,319627.0,0.81,1.3,0.32,,319627.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1937,65.23
2012-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,4900.0,0.0,0.32,0.0,0.0,25300.0,1630838.0,1.61,0.0,,0.0,,0.0,64.46
2012-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1598201.0,1.61,0.0,,0.0,,0.0,63.17
2012-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1612116.0,1.61,0.0,,0.0,,0.0,63.72
2012-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1601996.0,1.61,0.0,,0.0,,0.0,63.32
2012-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1603514.0,1.61,0.0,,0.0,,0.0,63.38
2012-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1598454.0,1.61,0.0,,0.0,,0.0,63.18
2012-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1607815.0,1.61,0.0,,0.0,,0.0,63.55
2012-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1598454.0,1.61,0.0,,0.0,,0.0,63.18
2012-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1579985.0,1.61,0.0,,0.0,,0.0,62.45
2012-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1595165.0,1.61,0.0,,0.0,,0.0,63.05
2012-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25300.0,1607056.0,1.61,0.0,,0.0,,0.0,63.52
2012-04-03,4000.0,255240.0,0.61,0.62,0.25,,255240.0,0.0,4000.0,0.0,,,4000.0,,,,,,0.25,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,63.81
2012-04-04,4000.0,254240.0,0.97,0.62,0.25,,254240.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,63.56
2012-04-05,4000.0,258480.0,0.94,0.62,0.25,,258480.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,64.62
2012-04-06,4000.0,258480.0,2.49,0.62,0.25,,258480.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,
2012-04-09,4000.0,258480.0,2.49,0.62,0.26,,258480.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,
2012-04-10,4000.0,251640.0,2.49,0.62,0.25,,251640.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,62.91
2012-04-11,4000.0,252160.0,2.48,0.62,0.25,,252160.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,63.04
2012-04-12,4000.0,255480.0,0.95,0.62,0.26,,255480.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,63.87
2012-04-13,4000.0,255720.0,0.88,0.62,0.26,,255720.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1581,63.93
2012-04-16,9000.0,574110.0,1.91,1.39,0.58,,574110.0,0.0,9000.0,0.0,,0.32,,,5000.0,,0.32,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.79
2012-04-17,9000.0,575190.0,1.91,1.39,0.58,,575190.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.91
2012-04-18,9000.0,573660.0,1.84,1.39,0.57,,573660.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.74
2012-04-19,9000.0,573300.0,1.86,1.39,0.57,,573300.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.7
2012-04-20,9000.0,571860.0,1.86,1.39,0.57,,571860.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.54
2012-04-23,9000.0,560520.0,1.87,1.39,0.56,,560520.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,62.28
2012-04-24,9000.0,563220.0,1.87,1.39,0.56,,563220.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,62.58
2012-04-25,9000.0,565920.0,1.87,1.39,0.57,,565920.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,62.88
2012-04-26,9000.0,567900.0,1.86,1.39,0.57,,567900.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.1
2012-04-27,9000.0,568710.0,1.99,1.39,0.57,,568710.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.19
2012-04-30,9000.0,569070.0,1.98,1.39,0.57,,569070.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.23
2012-05-01,9000.0,569070.0,1.99,1.39,0.57,,569070.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,
2012-05-02,9000.0,576810.0,1.99,1.39,0.58,,576810.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,64.09
2012-05-03,9000.0,578160.0,1.89,1.39,0.58,,578160.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,64.24
2012-05-04,9000.0,570510.0,1.89,1.39,0.57,,570510.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.39
2012-05-07,9000.0,570690.0,1.89,1.39,0.57,,570690.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3557,63.41
2012-05-08,15200.0,949392.0,3.29,2.35,0.95,,949392.0,0.0,15200.0,0.0,,,6200.0,,,,,,0.39,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.15,0.5156,58.85,0.6008,62.46
2012-05-09,15200.0,949088.0,3.41,2.35,0.95,,949088.0,0.0,15200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.5169,59.2,0.6008,62.44
2012-05-10,14200.0,887074.0,3.18,2.19,0.89,,887074.0,0.0,14200.0,0.0,,,,,,,,,,,1000.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,43.65,0.5081,56.35,0.5613,62.47
2012-05-11,14200.0,883098.0,3.3,2.19,0.88,,883098.0,0.0,14200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.77,0.5078,56.23,0.5613,62.19
2012-05-14,14200.0,870744.0,3.3,2.19,0.87,,870744.0,0.0,14200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.01,0.5072,55.99,0.5613,61.32
2012-05-15,14200.0,875430.0,3.33,2.19,0.87,,875430.0,0.0,14200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.53,0.5084,56.47,0.5613,61.65
2012-05-16,14200.0,858390.0,3.3,2.19,0.86,,858390.0,0.0,14200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.15,0.5069,55.85,0.5613,60.45
2012-05-17,14200.0,855834.0,3.32,2.19,0.86,,855834.0,0.0,14200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.74,0.5078,56.26,0.5613,60.27
2012-05-18,9000.0,535770.0,2.1,1.39,0.54,,535770.0,0.0,9000.0,0.0,,,,,,,,,,,5200.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,30.85,0.5734,69.15,0.3557,59.53
2012-05-21,9000.0,536130.0,2.1,1.39,0.54,,536130.0,0.0,9000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.13,0.5712,68.87,0.3557,59.57
2012-05-22,7500.0,451950.0,1.82,1.16,0.45,,451950.0,0.0,7500.0,0.0,,,,,,,,,,,1500.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.5307,62.4,0.2964,60.26
2012-05-23,7500.0,443925.0,1.9,1.16,0.45,,443925.0,0.0,7500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.92,0.5342,63.08,0.2964,59.19
2012-05-24,6000.0,358140.0,1.52,0.93,0.36,,358140.0,0.0,6000.0,0.0,,,,,,,,,,,1500.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,21.97,0.6571,78.03,0.2372,59.69
2012-05-25,6000.0,357300.0,4.48,0.93,0.36,,357300.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.83,0.6587,78.17,0.2372,59.55
2012-05-28,6000.0,361140.0,5.96,0.93,0.36,,361140.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.87,0.6583,78.13,0.2372,60.19
2012-05-29,6000.0,366720.0,7.14,0.93,0.36,,366720.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.93,0.6576,78.07,0.2372,61.12
2012-05-30,6000.0,363060.0,8.91,0.93,0.36,,363060.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.6625,78.5,0.2372,60.51
2012-05-31,6000.0,365880.0,11.93,0.93,0.36,,365880.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.6591,78.2,0.2372,60.98
2012-06-01,6000.0,357840.0,11.93,0.93,0.37,,357840.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.67,0.6606,78.33,0.2372,59.64
2012-06-04,6000.0,353340.0,11.7,0.93,0.36,,353340.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.05,0.6563,77.95,0.2372,58.89
2012-06-05,6000.0,355440.0,11.7,0.93,0.35,,355440.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.6594,78.23,0.2372,59.24
2012-06-06,6000.0,363780.0,11.66,0.93,0.36,,363780.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.06,0.6561,77.94,0.2372,60.63
2012-06-07,6000.0,368460.0,11.05,0.93,0.36,,368460.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.88,0.6581,78.12,0.2372,61.41
2012-06-08,4700.0,284209.0,6.57,0.73,0.29,,284209.0,0.0,4700.0,0.0,,,,,,,,,,,1300.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,60.47
2012-06-11,4700.0,285102.0,6.54,0.73,0.28,,285102.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,60.66
2012-06-12,4700.0,288768.0,6.68,0.73,0.29,,288768.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,61.44
