,APX FP Equity_DX_SI_QTY,APX FP Equity_DX_SHORT_INTEREST_VALUE,APX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,APX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,APX FP Equity_DX_SI_MV,APX FP Equity_DX_DSS,APX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,APX FP Equity_DX_SUPPLY_SI_QTY,APX FP Equity_DX_BROKER_SI_QTY,APX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,APX FP Equity_DX_SUPPLY_SI_QTY_INC_x,APX FP Equity_DX_BROKER_SI_MV_INC_x,APX FP Equity_DX_BROKER_SI_QTY_ADD,APX FP Equity_DX_SUPPLY_SI_MV_DEC,APX FP Equity_DX_BROKER_SI_QTY_INC,APX FP Equity_DX_SUPPLY_SI_QTY_DEC,APX FP Equity_DX_BROKER_SI_MV_INC_y,APX FP Equity_DX_SUPPLY_SI_QTY_INC_y,APX FP Equity_DX_BROKER_SI_MV_ADD,APX FP Equity_DX_SUPPLY_SI_QTY_ADD,APX FP Equity_DX_BROKER_SI_QTY_DEC,APX FP Equity_DX_SUPPLY_SI_MV,APX FP Equity_DX_BROKER_SI_MV_DEC,APX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,APX FP Equity_DX_UTILIZATION_QUANTITY,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,APX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,APX FP Equity_DX_ACTIVE_UTILIZATION_MV,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,APX FP Equity_DX_BROKER_SI_CON_RATIO,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,APX FP Equity_DX_DEMAND_SUPPLY_RATIO,APX FP Equity_PX_LAST
2022-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3482689.08,3.48,0.0,,0.0,,0.0,117.575
2022-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3373269.1,3.36,0.0,,0.0,,0.0,113.881
2022-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3412487.31,3.4,0.0,,0.0,,0.0,115.205
2022-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3450342.94,3.41,0.0,,0.0,,0.0,116.483
2022-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3508103.89,3.45,0.0,,0.0,,0.0,118.433
2022-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3546285.36,3.53,0.0,,0.0,,0.0,119.722
2022-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3577624.38,3.56,0.0,,0.0,,0.0,120.78
2022-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29621.0,3558104.14,3.54,0.0,,0.0,,0.0,120.121
2022-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2434862.33,2.42,0.0,,0.0,,0.0,121.011
2022-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2404781.44,2.38,0.0,,0.0,,0.0,119.516
2022-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2445365.49,2.39,0.0,,0.0,,0.0,121.533
2022-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2434258.7,2.41,0.0,,0.0,,0.0,120.981
2022-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2461844.59,2.44,0.0,,0.0,,0.0,122.352
2022-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2440013.31,2.41,0.0,,0.0,,0.0,121.267
2022-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2427377.32,2.42,0.0,,0.0,,0.0,120.639
2022-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2367799.04,2.34,0.0,,0.0,,0.0,117.678
2022-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2406974.63,2.39,0.0,,0.0,,0.0,119.625
2022-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2416230.29,2.41,0.0,,0.0,,0.0,120.085
2022-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2335706.04,2.4,0.0,,0.0,,0.0,116.083
2022-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2359911.61,2.36,0.0,,0.0,,0.0,117.286
2022-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2364680.28,2.34,0.0,,0.0,,0.0,117.523
2022-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2393594.16,2.38,0.0,,0.0,,0.0,118.96
2022-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2341541.13,2.32,0.0,,0.0,,0.0,116.373
2022-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2357879.38,2.28,0.0,,0.0,,0.0,117.185
2022-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2402527.88,2.39,0.0,,0.0,,0.0,119.404
2022-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2408946.48,2.27,0.0,,0.0,,0.0,119.723
2022-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2425606.67,2.28,0.0,,0.0,,0.0,120.551
2022-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2405727.12,2.39,0.0,,0.0,,0.0,119.563
2022-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2391159.52,2.28,0.0,,0.0,,0.0,118.839
2022-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2386229.87,2.37,0.0,,0.0,,0.0,118.594
2022-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2392266.17,2.37,0.0,,0.0,,0.0,118.894
2022-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2395606.26,2.38,0.0,,0.0,,0.0,119.06
2022-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2416954.64,2.4,0.0,,0.0,,0.0,120.121
2022-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2483172.85,2.47,0.0,,0.0,,0.0,123.412
2022-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2483253.34,2.47,0.0,,0.0,,0.0,123.416
2022-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2430013.17,2.41,0.0,,0.0,,0.0,120.77
2022-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2433292.89,2.4,0.0,,0.0,,0.0,120.933
2022-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2420415.45,2.4,0.0,,0.0,,0.0,120.293
2022-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2407678.86,2.41,0.0,,0.0,,0.0,119.66
2022-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2402890.06,2.39,0.0,,0.0,,0.0,119.422
2022-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2426632.84,2.4,0.0,,0.0,,0.0,120.602
2022-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2420978.84,2.4,0.0,,0.0,,0.0,120.321
2022-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2429329.06,2.41,0.0,,0.0,,0.0,120.736
2022-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2437880.48,2.43,0.0,,0.0,,0.0,121.161
2022-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2422065.38,2.41,0.0,,0.0,,0.0,120.375
2022-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2418121.66,2.4,0.0,,0.0,,0.0,120.179
2022-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2428886.39,2.4,0.0,,0.0,,0.0,120.714
2022-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2446753.84,2.45,0.0,,0.0,,0.0,121.602
2022-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2446633.12,2.43,0.0,,0.0,,0.0,121.596
2022-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2419530.13,2.43,0.0,,0.0,,0.0,120.249
2022-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20121.0,2393453.31,2.37,0.0,,0.0,,0.0,118.953
2022-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3291429.04,3.23,0.0,,0.0,,0.0,119.597
2022-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3320959.07,3.31,0.0,,0.0,,0.0,120.67
2022-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3324922.09,3.31,0.0,,0.0,,0.0,120.814
2022-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3339480.7,3.31,0.0,,0.0,,0.0,121.343
2022-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3330949.19,3.31,0.0,,0.0,,0.0,121.033
2022-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3309565.38,3.29,0.0,,0.0,,0.0,120.256
2022-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3293190.38,3.27,0.0,,0.0,,0.0,119.661
2022-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3334334.28,3.32,0.0,,0.0,,0.0,121.156
2022-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3352415.57,3.33,0.0,,0.0,,0.0,121.813
2022-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27521.0,3371322.5,3.35,0.0,,0.0,,0.0,122.5
2022-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4236691.22,4.24,0.0,,0.0,,0.0,122.515
2022-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4221440.99,4.22,0.0,,0.0,,0.0,122.074
2022-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4225417.81,4.21,0.0,,0.0,,0.0,122.189
2022-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4199620.38,4.22,0.0,,0.0,,0.0,121.443
2022-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4217602.5,4.18,0.0,,0.0,,0.0,121.963
2022-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4204323.4,4.18,0.0,,0.0,,0.0,121.579
2022-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4229048.81,4.22,0.0,,0.0,,0.0,122.294
2022-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4286626.18,4.27,0.0,,0.0,,0.0,123.959
2022-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4261831.6,4.25,0.0,,0.0,,0.0,123.242
2022-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4208715.19,4.18,0.0,,0.0,,0.0,121.706
2022-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4167148.82,4.15,0.0,,0.0,,0.0,120.504
2022-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4187586.2,4.17,0.0,,0.0,,0.0,121.095
2022-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4163517.82,4.15,0.0,,0.0,,0.0,120.399
2022-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4143115.03,4.12,0.0,,0.0,,0.0,119.809
2022-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4146711.45,4.13,0.0,,0.0,,0.0,119.913
2022-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4113444.53,4.13,0.0,,0.0,,0.0,118.951
2022-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4093352.97,4.09,0.0,,0.0,,0.0,118.37
2022-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34581.0,4097917.66,4.09,0.0,,0.0,,0.0,118.502
2022-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2850308.88,2.83,0.0,,0.0,,0.0,119.18
2022-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2862338.63,2.84,0.0,,0.0,,0.0,119.683
2022-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2834691.73,2.81,0.0,,0.0,,0.0,118.527
2022-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2822590.24,2.8,0.0,,0.0,,0.0,118.021
2022-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2805753.37,2.79,0.0,,0.0,,0.0,117.317
2022-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2764498.27,2.75,0.0,,0.0,,0.0,115.592
2022-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2763685.13,2.75,0.0,,0.0,,0.0,115.558
2022-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23916.0,2777102.0,2.76,0.0,,0.0,,0.0,116.119
2022-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,892130.05,0.87,0.0,,0.0,,0.0,115.846
2022-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,882087.94,0.87,0.0,,0.0,,0.0,114.542
2022-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,872692.72,0.86,0.0,,0.0,,0.0,113.322
2022-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,877790.78,0.85,0.0,,0.0,,0.0,113.984
2022-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,875103.14,0.86,0.0,,0.0,,0.0,113.635
2022-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,865831.13,0.85,0.0,,0.0,,0.0,112.431
2022-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,837753.29,0.85,0.0,,0.0,,0.0,108.785
2022-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,842735.83,0.83,0.0,,0.0,,0.0,109.432
2022-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,837992.02,0.81,0.0,,0.0,,0.0,108.816
2022-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,856289.59,0.81,0.0,,0.0,,0.0,111.192
2022-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,860555.95,0.85,0.0,,0.0,,0.0,111.746
2022-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,866085.26,0.81,0.0,,0.0,,0.0,112.464
2022-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,851384.06,0.83,0.0,,0.0,,0.0,110.555
2022-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,841395.86,0.83,0.0,,0.0,,0.0,109.258
2022-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,828173.24,0.81,0.0,,0.0,,0.0,107.541
2022-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,826871.77,0.81,0.0,,0.0,,0.0,107.372
2022-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,820426.04,0.81,0.0,,0.0,,0.0,106.535
2022-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,818831.93,0.76,0.0,,0.0,,0.0,106.328
2022-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,828565.99,0.81,0.0,,0.0,,0.0,107.592
2022-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,820318.22,0.8,0.0,,0.0,,0.0,106.521
2022-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,813325.71,0.8,0.0,,0.0,,0.0,105.613
2022-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,819555.82,0.75,0.0,,0.0,,0.0,106.422
2022-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,814188.23,0.8,0.0,,0.0,,0.0,105.725
2022-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,778632.71,0.76,0.0,,0.0,,0.0,101.108
2022-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,779526.02,0.77,0.0,,0.0,,0.0,101.224
2022-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,791131.43,0.78,0.0,,0.0,,0.0,102.731
2022-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,793287.71,0.78,0.0,,0.0,,0.0,103.011
2022-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,780711.98,0.77,0.0,,0.0,,0.0,101.378
2022-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,784624.09,0.76,0.0,,0.0,,0.0,101.886
2022-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,804446.46,0.79,0.0,,0.0,,0.0,104.46
2022-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,803745.67,0.78,0.0,,0.0,,0.0,104.369
2022-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7701.0,811154.03,0.76,0.0,,0.0,,0.0,105.331
2022-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2348125.91,2.34,0.0,,0.0,,0.0,107.51
2022-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2353476.96,2.34,0.0,,0.0,,0.0,107.755
2022-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2359767.16,2.17,0.0,,0.0,,0.0,108.043
2022-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2338581.39,2.32,0.0,,0.0,,0.0,107.073
2022-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2385757.95,2.35,0.0,,0.0,,0.0,109.233
2022-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2422057.69,2.17,0.0,,0.0,,0.0,110.895
2022-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2431864.3,2.41,0.0,,0.0,,0.0,111.344
2022-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2500641.61,2.47,0.0,,0.0,,0.0,114.493
2022-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2439901.79,2.42,0.0,,0.0,,0.0,111.712
2022-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21841.0,2455561.79,2.43,0.0,,0.0,,0.0,112.429
