,DEC FP Equity_DX_SI_QTY,DEC FP Equity_DX_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DEC FP Equity_DX_SI_MV,DEC FP Equity_DX_DSS,DEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY,DEC FP Equity_DX_BROKER_SI_QTY,DEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DEC FP Equity_DX_BROKER_SI_MV_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,DEC FP Equity_DX_BROKER_SI_MV_INC_x,DEC FP Equity_DX_SUPPLY_SI_MV_NEW,DEC FP Equity_DX_BROKER_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_NEW,DEC FP Equity_DX_SUPPLY_SI_MV_DEC,DEC FP Equity_DX_BROKER_SI_QTY_INC,DEC FP Equity_DX_SUPPLY_SI_QTY_DEC,DEC FP Equity_DX_BROKER_SI_MV_NEW_y,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DEC FP Equity_DX_BROKER_SI_MV_INC_y,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,DEC FP Equity_DX_BROKER_SI_MV_ADD,DEC FP Equity_DX_SUPPLY_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_DEC,DEC FP Equity_DX_SUPPLY_SI_MV,DEC FP Equity_DX_BROKER_SI_MV_DEC,DEC FP Equity_DX_SUPPLY_SI_MV_RMV,DEC FP Equity_DX_BROKER_SI_MV_RMV,DEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DEC FP Equity_DX_UTILIZATION_QUANTITY,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DEC FP Equity_DX_ACTIVE_UTILIZATION_MV,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DEC FP Equity_DX_BROKER_SI_CON_RATIO,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-04-08,1862623.0,37289712.46,2.55,12.29,0.87,37.26,0.0,26106540.46,1629255.0,1304023.0,32617685.1,,,56143.0,1.69,,,,1.86,81957.0,94159.0,,,1.69,56143.0,,4997.0,111376.0,32.12,2.13,,,5.87,5.87,26123692.0,522996313.84,,513.5,5.89,16.12,0.1157,18.48,0.0671
2022-04-11,1763615.0,35307572.3,2.41,11.56,0.83,35.72,0.0,25257252.02,1590433.0,1261601.0,31840468.66,,,,,,,,0.86,,44422.0,,,,,,5600.0,42422.0,31.85,0.84,,,5.77,5.77,25987864.0,520277037.28,,519.93,5.77,16.22,0.1154,17.24,0.0639
2022-04-12,1772824.0,35952870.72,2.42,11.42,0.83,36.21,0.0,24644742.72,1563539.0,1215224.0,31708570.92,,,26084.0,0.38,,12168.0,,0.98,17171.0,52978.0,,,0.38,26084.0,0.25,,75716.0,31.52,1.45,,,5.72,5.72,25752168.0,522253967.04,,518.72,5.73,17.52,0.1199,17.9,0.0649
2022-04-13,1821901.0,36474458.02,2.49,11.71,0.86,37.2,0.0,25190445.28,1598396.0,1258264.0,31999887.92,,,28937.0,0.95,,,,0.25,43284.0,7611.0,,,0.95,28937.0,,13531.0,244.0,32.3,0.01,,,5.79,5.79,26006250.0,520645125.0,,525.85,5.79,16.9,0.1172,18.52,0.066
2022-04-14,1846329.0,37812817.92,2.52,11.89,0.87,37.84,0.0,26417745.92,1627824.0,1289929.0,33337835.52,,,36917.0,0.64,,5700.0,,0.12,31217.0,7489.0,,,0.64,36917.0,0.11,,5252.0,32.74,0.1,,,5.9,5.9,25980220.0,532074905.6,,522.26,5.9,16.84,0.1155,18.24,0.0669
2022-04-15,1846329.0,37812817.92,2.52,11.98,0.87,38.07,0.0,26417745.92,1627824.0,1289929.0,33337835.52,,,,,,,,,,,,,,,,,,33.2,,,,5.9,5.9,25981452.0,532100136.96,,530.41,5.89,16.81,0.1151,18.13,0.0669
2022-04-18,1843932.0,37763727.36,2.52,11.97,0.87,38.25,0.0,26368655.36,1627824.0,1287532.0,33337835.52,,,,,,,,,,,,,,,,,2397.0,33.4,0.05,,,5.9,5.9,25977176.0,532012564.48,,531.97,5.91,16.6,0.115,18.19,0.0668
2022-04-19,1806576.0,36239914.56,2.47,11.72,0.85,37.2,0.0,25188700.08,1593319.0,1255668.0,31961979.14,,,,,,,,0.84,,34505.0,,,,,,,31864.0,32.48,0.63,,,5.77,5.77,26013484.0,521830489.04,,531.31,5.76,16.82,0.1186,18.7,0.0654
2022-04-20,1843314.0,37787937.0,2.52,12.2,0.87,37.75,0.0,26124687.5,1613614.0,1274375.0,33079087.0,,,20478.0,0.65,,,,0.1,28163.0,11429.0,,,0.65,20478.0,,11246.0,9456.0,32.49,0.2,,,5.85,5.85,25962342.0,532228011.0,,520.41,5.88,17.62,0.1175,17.98,0.0668
2022-04-21,1814681.0,37709071.18,2.48,12.68,0.85,37.9,0.0,25942915.68,1612695.0,1248456.0,33511802.1,,,5125.0,0.35,,,,0.12,13707.0,14626.0,,,0.35,5125.0,,8582.0,39626.0,33.21,0.78,,,5.85,5.85,25956216.0,539370168.48,,533.93,5.86,18.27,0.1219,18.38,0.0658
2022-04-22,1753095.0,36429314.1,2.4,12.47,0.82,36.9,0.0,26732680.36,1556415.0,1286462.0,32342303.7,,,25863.0,0.86,,1588.0,,1.87,39518.0,91547.0,,,0.86,25863.0,0.03,9404.0,3100.0,32.38,0.06,,,5.67,5.67,25876624.0,537716246.72,,539.11,5.67,18.77,0.1304,19.73,0.0639
2022-04-25,2073771.0,42097551.3,2.84,15.28,0.97,43.3,0.0,29749589.1,1716150.0,1465497.0,34837845.0,,,12614.0,3.86,,,,0.19,184735.0,2859.0,,,3.86,12614.0,,149980.0,5700.0,35.56,0.12,,,6.26,6.26,25714134.0,521996920.2,,534.48,6.24,17.23,0.1269,17.74,0.0756
2022-04-26,1877506.0,38413772.76,2.57,14.53,0.88,39.27,0.0,27925772.16,1609849.0,1364896.0,32937510.54,,,10018.0,0.11,,,,2.55,7044.0,116319.0,,,0.11,10018.0,,,107645.0,32.84,1.78,,,5.87,5.87,25802184.0,527912684.64,,526.68,5.87,15.89,0.1245,18.41,0.0685
2022-04-27,2103072.0,41914224.96,2.88,16.63,0.99,43.06,0.0,26768680.55,1784415.0,1343135.0,35563390.95,,,188825.0,0.01,,,,0.26,217.0,14259.0,,,0.01,188825.0,,,21978.0,36.32,1.2,,,6.46,6.46,25855292.0,515295969.56,,529.77,6.42,17.35,0.1312,17.87,0.0761
2022-04-28,2032465.0,40181833.05,2.78,16.08,0.95,40.85,0.0,26103359.04,1776848.0,1320352.0,35128284.96,,,52632.0,1.48,,,,1.62,76438.0,68516.0,,,1.48,52632.0,,8317.0,99221.0,35.39,2.37,,,6.42,6.42,25886168.0,511769541.36,,515.96,6.42,17.14,0.1283,18.55,0.0735
2022-04-29,2123095.0,42504361.9,2.9,16.95,1.0,42.63,0.0,27042935.92,1815299.0,1350796.0,36342285.98,,,40590.0,0.73,,,,0.0,38451.0,2139.0,,,0.73,40590.0,,,8007.0,36.05,0.09,,,6.57,6.57,25832296.0,517162565.92,,510.71,6.59,17.87,0.1278,19.2,0.0768
2022-05-02,2092431.0,40551312.78,2.86,16.64,0.98,41.8,0.0,25661581.26,1803871.0,1324127.0,34959019.98,,,11383.0,0.13,,,,0.39,6600.0,22811.0,,,0.13,11383.0,,,33269.0,35.83,0.81,,,6.52,6.52,25844532.0,500867030.16,,516.6,6.49,17.73,0.1263,18.68,0.0757
2022-05-03,2141777.0,41614727.11,2.93,16.85,1.01,42.01,1.0,26614495.09,1834154.0,1369763.0,35637612.22,,,13268.0,0.81,,,,0.2,45636.0,9485.0,,,0.81,13268.0,,26500.0,,35.64,,,,6.63,6.63,25823902.0,501758415.86,,500.64,6.65,17.6,0.1262,19.4,0.0774
2022-05-04,2143061.0,42154009.87,2.93,17.42,1.01,42.14,1.0,28037854.04,1893756.0,1425412.0,37250180.52,,,49798.0,1.27,,,,0.29,65909.0,12569.0,,,1.27,49798.0,,22373.0,10260.0,36.85,0.13,,,6.85,6.85,25768336.0,506863169.12,,499.4,6.87,16.15,0.1197,17.67,0.0775
2022-05-05,2129884.0,40915071.64,2.91,17.66,1.0,41.84,1.0,26838329.42,1857183.0,1397102.0,35676485.43,,,5560.0,0.57,,,,1.35,23503.0,60636.0,,,0.57,5560.0,,18503.0,51813.0,36.29,1.13,,,6.72,6.72,25798376.0,495586802.96,,506.09,6.69,15.18,0.1175,17.59,0.077
2022-05-06,2141965.0,36927476.6,2.93,17.58,1.01,39.77,1.0,24274075.16,1872604.0,1408009.0,32283692.96,,,21967.0,0.02,,,,0.4,16901.0,6546.0,,,0.02,21967.0,,,5994.0,34.74,0.2,,,6.79,6.79,25707912.0,443204402.88,,486.59,6.66,16.24,0.1166,16.89,0.0777
2022-05-09,2106280.0,35617194.8,2.88,15.73,0.99,36.35,0.0,23010688.34,1872461.0,1360774.0,31663315.51,,,20981.0,0.0,,,,0.56,15101.0,26124.0,,,0.0,20981.0,,5000.0,62336.0,32.1,1.76,,,6.79,6.79,25705704.0,434683454.64,,442.93,6.76,16.58,0.1203,17.86,0.0764
2022-05-10,2513576.0,42554841.68,3.44,18.49,1.18,43.1,1.0,29496190.92,2239512.0,1742244.0,37914938.16,,,325841.0,6.5,,10880.0,,0.12,380768.0,5100.0,,,6.5,325841.0,0.2,46310.0,10178.0,37.91,0.18,,,8.11,8.11,25367744.0,429475905.92,,429.06,8.12,15.32,0.1344,23.2,0.091
2022-05-11,2597521.0,46105997.75,3.55,18.75,1.22,45.09,1.0,30943930.0,2264451.0,1743320.0,40194005.25,,,147573.0,0.16,,5596.0,,2.47,8726.0,150291.0,,,0.16,147573.0,0.1,27657.0,13246.0,38.98,0.34,,,8.18,8.18,25424576.0,451286224.0,,434.11,8.24,16.33,0.1278,21.95,0.0938
2022-05-12,2698229.0,47866582.46,3.69,18.95,1.27,48.59,1.0,30958552.98,2370159.0,1745127.0,42046620.66,,,77214.0,0.72,,,,0.13,17687.0,13195.0,,,0.72,77214.0,,41689.0,15880.0,42.34,0.29,,,8.52,8.52,25436800.0,451248832.0,,456.29,8.49,15.24,0.1207,21.42,0.097
2022-05-13,2715220.0,49036873.2,3.71,19.2,1.28,48.91,1.0,31331986.98,2401888.0,1734883.0,43378097.28,,,75532.0,0.18,,699.0,,0.98,14253.0,52353.0,,,0.18,75532.0,0.01,8550.0,25196.0,42.88,0.46,,,8.65,8.65,25367748.0,458141528.88,,451.02,8.68,15.25,0.1199,20.97,0.0978
2022-05-16,2713266.0,49842696.42,3.71,19.17,1.27,49.72,1.0,31854847.53,2399417.0,1734069.0,44077290.29,,,4538.0,0.14,,,,0.11,4927.0,7594.0,,,0.14,4538.0,,585.0,5741.0,43.53,0.0,,,8.64,8.64,25380244.0,466235082.28,,458.23,8.68,15.26,0.1191,20.8,0.0977
2022-05-17,2911254.0,54964475.52,3.98,20.62,1.37,54.44,1.0,36047772.8,2658575.0,1909310.0,50193896.0,,,70616.0,5.55,,,,1.55,285907.0,91617.0,,,5.55,70616.0,,280159.0,110666.0,49.11,1.9,,,9.56,9.56,25153812.0,474903970.56,,459.47,9.66,19.3,0.1291,20.31,0.1047
2022-05-18,2704437.0,51708835.44,3.7,19.53,1.27,51.88,1.0,34468656.48,2521794.0,1802754.0,48216701.28,,,14492.0,,,5159.0,,2.74,,154968.0,,,,14492.0,0.11,3695.0,111715.0,47.95,1.84,,,9.03,9.03,25408478.0,485810099.36,,482.58,9.04,20.22,0.1372,20.92,0.0968
2022-05-19,2701658.0,50034706.16,3.69,19.34,1.27,51.26,1.0,33180135.68,2511438.0,1791584.0,46511831.76,,,11311.0,0.15,,5023.0,,0.5,7206.0,27667.0,,,0.15,11311.0,0.09,6000.0,23399.0,47.39,0.78,,,8.99,8.99,25419906.0,470776659.12,,481.95,8.95,20.41,0.1366,20.62,0.0967
2022-05-20,2876013.0,54184084.92,3.93,20.75,1.35,54.17,1.0,37017792.84,2707133.0,1964851.0,51002385.72,,,113022.0,3.29,,3048.0,,0.58,187512.0,26246.0,,,3.29,113022.0,0.06,108919.0,17293.0,50.51,0.33,,,9.67,9.67,25293264.0,476525093.76,,470.12,9.7,19.3,0.1471,24.58,0.1027
2022-05-23,2975686.0,56032167.38,4.07,21.86,1.4,56.2,1.0,38344282.2,2763333.0,2036340.0,52033560.39,,,69069.0,1.93,,,,0.42,97884.0,22933.0,,,1.93,69069.0,,10064.0,26395.0,51.8,0.5,,,9.84,9.84,25330360.0,476970678.8,,473.06,9.87,20.0,0.1504,24.93,0.1059
2022-05-24,3224816.0,57014746.88,4.41,23.93,1.51,59.74,1.0,38109169.28,3013426.0,2155496.0,53277371.68,,,283276.0,1.97,,,,1.72,137053.0,92677.0,,,1.97,283276.0,,59494.0,17897.0,55.62,0.43,,,10.68,10.68,25212314.0,445753711.52,,469.27,10.6,20.1,0.1593,27.44,0.1143
2022-05-25,3260892.0,57783006.24,4.46,24.17,1.53,58.37,1.0,40131299.12,2958959.0,2264746.0,52432753.48,,,16722.0,0.99,,11070.0,,1.75,103327.0,77913.0,,,0.99,16722.0,0.22,6724.0,5147.0,52.46,0.4,,,10.51,10.51,25182188.0,446228371.36,,446.96,10.5,19.4,0.1672,29.82,0.1159
2022-05-26,3222552.0,58231514.64,4.41,24.06,1.51,57.9,1.0,41419367.34,2913002.0,2292162.0,52637946.14,,,38156.0,0.5,,4787.0,,2.04,28629.0,116394.0,,,0.5,38156.0,0.08,32281.0,6000.0,51.87,0.08,,,10.34,10.34,25254374.0,456346538.18,,447.36,10.39,19.17,0.171,29.9,0.1144
2022-05-27,3148534.0,56484699.96,4.31,24.13,1.48,56.99,1.0,40101048.78,2824860.0,2235287.0,50677988.4,,,3495.0,0.48,,,,1.48,24295.0,91637.0,,,0.48,3495.0,,,81170.0,50.92,1.27,,,10.03,10.03,25347652.0,454736876.88,,457.5,10.02,19.5,0.1722,30.31,0.1118
2022-05-30,3163283.0,58046243.05,4.33,23.97,1.49,57.56,1.0,41122900.5,2829592.0,2241030.0,51923013.2,,,13272.0,0.13,,,,0.25,10225.0,15387.0,,,0.13,13272.0,,6847.0,4482.0,51.01,0.0,,,10.04,10.04,25341268.0,465012267.8,,453.94,10.1,19.24,0.1708,30.3,0.1123
2022-05-31,3169110.0,58279932.9,4.33,23.95,1.49,58.57,1.0,41121161.79,2842715.0,2236061.0,52277528.85,,,22330.0,0.4,,5600.0,,0.52,14436.0,36086.0,,,0.4,22330.0,0.1,26879.0,25005.0,52.26,0.0,,,10.1,10.1,25313372.0,465512911.08,,465.68,10.09,19.68,0.1712,29.91,0.1126
2022-06-01,3278812.0,60067835.84,4.48,24.5,1.54,60.81,1.0,42503682.4,2900436.0,2320070.0,53135987.52,,,37577.0,2.25,,,,0.08,117313.0,5102.0,,,2.25,37577.0,,25246.0,33304.0,53.42,0.55,,,10.3,10.3,25266696.0,462885870.72,,466.11,10.28,18.51,0.1723,31.32,0.1164
2022-06-02,3175316.0,58044776.48,4.34,23.95,1.49,58.34,1.0,40490894.64,2802993.0,2215038.0,51238712.04,,,8068.0,0.35,,5066.0,,2.09,19148.0,111274.0,,,0.35,8068.0,0.09,5763.0,129246.0,51.17,2.78,,,9.95,9.95,25362992.0,463635493.76,,462.34,9.96,15.73,0.1672,31.52,0.1127
2022-06-03,3187883.0,57445651.66,4.36,24.4,1.5,58.27,1.0,40152884.8,2803249.0,2228240.0,50514546.98,,,55367.0,0.72,,,,1.01,39576.0,55646.0,,,0.72,55367.0,,535.0,26374.0,51.0,0.45,,,9.95,9.95,25379228.0,457333688.56,,463.12,9.92,16.41,0.1663,31.25,0.1131
2022-06-06,3182639.0,58369599.26,4.35,24.27,1.49,58.28,1.0,40864949.58,2802226.0,2228187.0,51392824.84,,,9507.0,0.02,,,,0.22,5138.0,10591.0,,,0.02,9507.0,,61.0,5191.0,50.96,0.12,,,9.94,9.94,25387382.0,465604585.88,,458.94,9.99,16.23,0.1678,31.56,0.1129
2022-06-07,3185733.0,57088335.36,4.36,24.04,1.5,58.12,1.0,39768476.16,2843053.0,2219223.0,50947509.76,,,42328.0,0.84,,,,0.17,38419.0,9895.0,,,0.84,42328.0,,8394.0,47383.0,51.79,1.09,,,10.09,10.09,25341368.0,454117314.56,,463.78,10.04,16.27,0.1592,29.54,0.113
2022-06-08,2989866.0,53070121.5,4.09,22.76,1.4,53.78,1.0,36507081.75,2719199.0,2056737.0,48265782.25,,,28275.0,,,,,3.02,,152129.0,,,,28275.0,,,162486.0,48.56,3.31,,,9.65,9.65,25465488.0,452012412.0,,455.37,9.64,17.48,0.1598,28.71,0.1061
2022-06-09,2929058.0,51375677.32,4.01,22.45,1.38,52.38,1.0,35116360.42,2645642.0,2002073.0,46404560.68,,,771.0,0.56,,,,1.34,28275.0,74328.0,,,0.56,771.0,,,82939.0,46.98,1.62,,,9.39,9.39,25526374.0,447732599.96,,455.72,9.34,17.91,0.1521,26.7,0.104
2022-06-10,2927330.0,49413330.4,4.0,22.53,1.37,51.06,1.0,33765823.6,2572967.0,2000345.0,43431682.96,,,13718.0,0.18,,,,1.62,10577.0,88803.0,,,0.18,13718.0,,2410.0,12305.0,44.66,0.3,,,9.13,9.13,25600324.0,432133469.12,,450.68,9.02,18.15,0.1506,26.43,0.1039
2022-06-13,2941155.0,47793768.75,4.02,22.63,1.38,49.45,1.0,32734861.25,2583855.0,2014453.0,41987643.75,,,27760.0,0.2,,,,0.41,25942.0,16872.0,,,0.2,27760.0,,,11834.0,43.2,0.29,,,9.17,9.17,25597532.0,415959895.0,,433.66,9.06,18.01,0.1502,26.27,0.1044
2022-06-14,2992990.0,47558611.1,4.09,22.46,1.41,48.56,1.0,32595887.94,2621050.0,2051346.0,41648484.5,,,25113.0,0.31,,,,0.06,36893.0,2918.0,,,0.31,25113.0,,15000.0,,42.29,,,,9.3,9.3,25556360.0,406090560.4,,414.53,9.26,17.66,0.1484,26.21,0.1062
2022-06-15,3008634.0,49070820.54,4.11,21.68,1.41,48.77,1.0,33633927.46,2648692.0,2062166.0,43200166.52,,,48079.0,1.08,,7000.0,,1.36,75240.0,77164.0,,,1.08,48079.0,0.11,56727.0,71420.0,42.48,1.1,,,9.4,9.4,25520692.0,416242486.52,,406.13,9.47,17.15,0.142,24.49,0.1068
2022-06-16,2986633.0,47487464.7,4.08,21.27,1.4,48.24,1.0,32381796.9,2648139.0,2036591.0,42105410.1,,,22872.0,0.37,,,,0.34,28259.0,23425.0,,,0.37,22872.0,,,53834.0,42.64,0.87,,,9.4,9.4,25512076.0,405642008.4,,411.21,9.4,18.18,0.146,24.49,0.1061
2022-06-17,3109233.0,51146882.85,4.25,21.83,1.46,50.78,1.0,35459060.7,2714655.0,2155566.0,44656074.75,,,25728.0,2.15,,5883.0,,0.89,113092.0,55627.0,,,2.15,25728.0,0.09,96415.0,,43.8,,,,9.64,9.64,25435616.0,418415883.2,,406.41,9.73,17.18,0.1419,24.22,0.1105
2022-06-20,3162758.0,53577120.52,4.33,24.36,1.49,52.69,1.0,37332338.12,2756969.0,2203798.0,46703054.86,,,58046.0,1.24,,,,0.27,48232.0,22421.0,,,1.24,58046.0,,6689.0,,45.77,,,,9.79,9.79,25397204.0,430228635.76,,417.58,9.88,16.55,0.1422,24.48,0.1123
2022-06-21,3272473.0,55108445.32,4.48,26.33,1.54,55.57,1.0,37878986.64,2808942.0,2249346.0,47302583.28,,,97397.0,1.63,,,,0.7,64627.0,45424.0,,,1.63,97397.0,,,19079.0,47.47,0.31,,,9.97,9.97,25355610.0,426988472.4,,428.8,9.97,17.8,0.144,23.99,0.1162
2022-06-22,3421448.0,55974889.28,4.68,28.07,1.61,57.38,1.0,38488405.12,2919361.0,2352592.0,47760745.96,,,152128.0,1.5,,35000.0,,1.27,108618.0,71115.0,,,1.5,152128.0,0.57,29406.0,40372.0,48.66,0.72,,,10.36,10.36,25266632.0,413362099.52,,423.44,10.31,17.62,0.1385,23.15,0.1214
2022-06-23,3622980.0,58692276.0,4.95,31.28,1.7,59.54,1.0,39570930.0,2971406.0,2442650.0,48136777.2,,,145730.0,1.58,,,,1.59,117178.0,93685.0,,,1.58,145730.0,,,27120.0,48.57,0.81,,,10.54,10.54,25209160.0,408388392.0,,413.57,10.51,17.18,0.141,23.97,0.1286
2022-06-24,3608839.0,59473666.72,4.94,31.04,1.7,59.18,1.0,39797205.92,2957722.0,2414879.0,48743258.56,,,30849.0,0.35,,,,1.29,26412.0,77040.0,,,0.35,30849.0,,32507.0,54183.0,48.18,0.8,,,10.49,10.49,25239226.0,415942444.48,,409.09,10.54,17.05,0.139,24.0,0.128
2022-06-27,3400073.0,56611215.45,4.65,29.4,1.6,56.45,1.0,37317994.65,2812177.0,2241321.0,46822747.05,,,12959.0,1.51,,2426.0,,2.6,82285.0,165223.0,,,1.51,12959.0,0.04,6719.0,258269.0,46.47,4.17,,,9.99,9.99,25351608.0,422104273.2,,417.31,10.02,16.24,0.1247,18.3,0.1207
2022-06-28,3481830.0,58390289.1,4.76,30.27,1.64,58.38,1.0,38389431.21,2884944.0,2289173.0,48380510.88,,,70251.0,1.09,,11300.0,,0.28,55993.0,17682.0,,,1.09,70251.0,0.19,20198.0,19441.0,48.24,0.26,,,10.25,10.25,25272912.0,423826734.24,,423.21,10.23,16.5,0.1264,17.9,0.1237
2022-06-29,3393210.0,54393156.3,4.64,29.37,1.59,56.55,1.0,35125208.51,2862887.0,2191217.0,45892078.61,,114547.0,3606.0,0.31,1.93,,,2.57,14873.0,153924.0,,114547.0,0.31,3606.0,,13714.0,112829.0,47.46,2.11,,,10.16,10.16,25302540.0,405599716.2,,423.85,10.07,18.05,0.1282,18.89,0.1205
2022-06-30,3622244.0,58064571.32,4.95,31.72,1.7,58.53,1.0,31869964.35,3041557.0,1988145.0,48756158.71,,,161692.0,0.47,,,,4.51,50616.0,245700.0,,,0.47,161692.0,,262678.0,253688.0,49.0,4.28,,,10.76,10.76,25226100.0,404374383.0,,404.2,10.81,17.25,0.1395,22.22,0.1281
2022-07-01,3842010.0,61856361.0,5.25,33.6,1.8,62.03,1.0,35544630.1,3021660.0,2207741.0,48648726.0,,,17246.0,3.79,,,,0.7,244048.0,37143.0,,,3.79,17246.0,,,24452.0,48.61,0.39,,,10.69,10.69,25252856.0,406570981.6,,405.73,10.7,16.45,0.1524,26.81,0.1359
2022-07-04,3727610.0,60722766.9,5.1,32.46,1.75,60.49,1.0,34075812.96,3012584.0,2091824.0,49074993.36,,,32199.0,0.5,,,,0.71,28865.0,46434.0,,,0.5,32199.0,,5159.0,144782.0,48.76,2.32,,,10.65,10.65,25266290.0,411587864.1,,406.59,10.71,17.57,0.1618,27.79,0.1318
2022-07-05,3960758.0,58936079.04,5.42,34.53,1.86,63.4,1.0,34234773.12,3016825.0,2300724.0,44890356.0,,,37350.0,3.99,,,,0.48,233048.0,36860.0,,,3.99,37350.0,,3751.0,24148.0,47.56,0.18,,,10.67,10.67,25256684.0,375819457.92,,411.79,10.35,17.34,0.1803,31.97,0.1401
2022-07-06,4057933.0,61031312.32,5.55,32.9,1.91,62.04,1.0,35760141.76,2933697.0,2377669.0,44122802.88,,,61240.0,0.0,,21000.0,,3.31,57410.0,216566.0,,,0.0,61240.0,0.32,72198.0,1465.0,43.94,0.03,,,10.38,10.38,25332212.0,380996468.48,,379.48,10.38,17.01,0.1809,32.78,0.1436
2022-07-07,4239958.0,65337752.78,5.8,34.84,1.99,64.7,1.0,39227326.16,3195174.0,2545576.0,49237631.34,,,188576.0,2.86,,33188.0,,0.21,179647.0,17663.0,,,2.86,188576.0,0.54,90564.0,44928.0,48.6,1.47,,,11.28,11.28,25140952.0,387422070.32,,380.79,11.32,17.33,0.1722,30.39,0.1496
2022-07-08,4345047.0,69042796.83,5.94,35.47,2.04,67.81,1.0,42338730.21,3284356.0,2664489.0,52188416.84,,,135226.0,2.67,,,,0.72,153672.0,53947.0,,,2.67,135226.0,,7903.0,34759.0,51.24,0.19,,,11.57,11.57,25097672.0,398802008.08,,388.04,11.66,16.93,0.1615,29.29,0.1531
2022-07-11,4353100.0,67647174.0,5.95,36.68,2.04,69.13,1.0,40920161.1,3272756.0,2633215.0,50858628.24,,,64268.0,0.67,,,,1.18,8085.0,88953.0,,,0.67,64268.0,,13085.0,39359.0,51.84,0.16,,,11.51,11.51,25149292.0,390819997.68,,402.33,11.41,17.91,0.1642,29.07,0.1532
2022-07-12,4329404.0,67278938.16,5.92,36.16,2.03,68.01,1.0,40758436.32,3268564.0,2622808.0,50793484.56,,,64162.0,0.56,,,,1.53,54790.0,83692.0,,,0.56,64162.0,,15338.0,65197.0,50.88,1.06,,,11.47,11.47,25223300.0,391970082.0,,393.39,11.45,17.53,0.17,30.1,0.152
2022-07-13,4380183.0,68024241.99,5.99,36.96,2.06,68.53,1.0,41445547.73,3298099.0,2668741.0,51219477.47,,,50063.0,1.21,,,,0.56,76808.0,36257.0,,,1.21,50063.0,,15729.0,30875.0,51.25,0.69,,,11.55,11.55,25255592.0,392219343.76,,392.25,11.56,18.51,0.169,29.37,0.1534
2022-07-14,4358040.0,68334067.2,5.96,36.14,2.05,68.44,1.0,41403275.2,3304606.0,2640515.0,51816222.08,,,27716.0,0.14,,,,0.44,8371.0,29554.0,,,0.14,27716.0,,8345.0,36597.0,51.63,0.54,,,11.56,11.56,25278642.0,396369106.56,,395.52,11.55,18.66,0.1687,29.27,0.1525
2022-07-15,4410269.0,70123277.1,6.03,35.62,2.07,69.66,1.0,42490237.8,3322581.0,2672342.0,52829037.9,,,39668.0,1.05,,,,0.42,60156.0,25994.0,,,1.05,39668.0,,4301.0,28329.0,52.23,0.44,,,11.61,11.61,25298700.0,402249330.0,,395.31,11.67,19.69,0.1696,28.89,0.1541
2022-07-18,4534053.0,74267788.14,6.2,36.73,2.13,73.04,1.0,45388914.48,3426489.0,2770996.0,56125889.82,,,129902.0,2.25,,,,0.36,100192.0,25994.0,,,2.25,129902.0,,,1538.0,54.96,0.02,,,11.94,11.94,25262568.0,413800863.84,,401.45,12.04,20.29,0.1687,28.52,0.158
2022-07-19,4578159.0,76867289.61,6.26,37.93,2.15,75.82,1.0,47156158.94,3464561.0,2808586.0,58169979.19,,,48134.0,1.54,,,,0.1,51102.0,10062.0,,,1.54,48134.0,,,13512.0,57.15,0.0,,,12.06,12.06,25273668.0,424344885.72,,414.24,12.12,20.66,0.1676,28.02,0.1593
2022-07-20,4638154.0,78755854.92,6.34,38.14,2.18,78.71,1.0,48390843.54,3504495.0,2849873.0,59506325.1,,,58098.0,1.89,,,,0.22,58237.0,18164.0,,,1.89,58098.0,,,16950.0,58.97,0.05,,,12.25,12.25,25106156.0,426302528.88,,423.86,12.21,20.92,0.1678,27.93,0.1621
2022-07-21,4635696.0,81031966.08,6.34,37.17,2.18,79.69,1.0,49879564.56,3496209.0,2853522.0,61113733.32,,,28002.0,0.61,,,,0.65,24769.0,42691.0,,,0.61,28002.0,,6403.0,21120.0,59.91,0.34,,,12.2,12.2,25164320.0,439872313.6,,428.2,12.27,21.11,0.1685,28.09,0.1617
