,STP FP Equity_DX_SI_QTY,STP FP Equity_DX_SHORT_INTEREST_VALUE,STP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STP FP Equity_DX_SI_MV,STP FP Equity_DX_DSS,STP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STP FP Equity_DX_SUPPLY_SI_QTY,STP FP Equity_DX_BROKER_SI_QTY,STP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STP FP Equity_DX_SUPPLY_SI_QTY_INC_x,STP FP Equity_DX_BROKER_SI_MV_INC_x,STP FP Equity_DX_BROKER_SI_QTY_ADD,STP FP Equity_DX_SUPPLY_SI_MV_DEC,STP FP Equity_DX_BROKER_SI_QTY_INC,STP FP Equity_DX_SUPPLY_SI_QTY_DEC,STP FP Equity_DX_BROKER_SI_MV_INC_y,STP FP Equity_DX_SUPPLY_SI_QTY_INC_y,STP FP Equity_DX_BROKER_SI_MV_ADD,STP FP Equity_DX_SUPPLY_SI_QTY_ADD,STP FP Equity_DX_BROKER_SI_QTY_DEC,STP FP Equity_DX_SUPPLY_SI_MV,STP FP Equity_DX_BROKER_SI_MV_DEC,STP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STP FP Equity_DX_UTILIZATION_QUANTITY,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STP FP Equity_DX_ACTIVE_UTILIZATION_MV,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STP FP Equity_DX_BROKER_SI_CON_RATIO,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STP FP Equity_DX_DEMAND_SUPPLY_RATIO,STP FP Equity_PX_LAST
2010-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39101.0,4866120.0,4.88,0.0,,0.0,,0.0,124.45
2010-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39101.0,4785181.0,4.82,0.0,,0.0,,0.0,122.38
2010-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39101.0,4661230.0,4.76,0.0,,0.0,,0.0,119.21
2010-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4824165.0,4.88,0.0,,0.0,,0.0,119.23
2010-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4825784.0,4.84,0.0,,0.0,,0.0,119.27
2010-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4851679.0,4.84,0.0,,0.0,,0.0,119.91
2010-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4935838.0,4.9,0.0,,0.0,,0.0,121.99
2010-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4901850.0,4.89,0.0,,0.0,,0.0,121.15
2010-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4818501.0,4.87,0.0,,0.0,,0.0,119.09
2010-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4760237.0,4.89,0.0,,0.0,,0.0,117.65
2010-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4780063.0,4.9,0.0,,0.0,,0.0,118.14
2010-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4641686.0,4.7,0.0,,0.0,,0.0,114.72
2010-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4577758.0,4.6,0.0,,0.0,,0.0,113.14
2010-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4653420.0,4.61,0.0,,0.0,,0.0,115.01
2010-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4680124.0,4.67,0.0,,0.0,,0.0,115.67
2010-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4662321.0,4.68,0.0,,0.0,,0.0,115.23
2010-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4681338.0,4.67,0.0,,0.0,,0.0,115.7
2010-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4879192.0,4.79,0.0,,0.0,,0.0,120.59
2010-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4888903.0,4.88,0.0,,0.0,,0.0,120.83
2010-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40461.0,4934219.0,4.91,0.0,,0.0,,0.0,121.95
2010-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3195993.0,3.19,0.0,,0.0,,0.0,121.91
2010-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3182098.0,3.22,0.0,,0.0,,0.0,121.38
2010-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3227976.0,3.2,0.0,,0.0,,0.0,123.13
2010-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3265989.0,3.23,0.0,,0.0,,0.0,124.58
2010-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3259435.0,3.27,0.0,,0.0,,0.0,124.33
2010-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3320519.0,3.26,0.0,,0.0,,0.0,126.66
2010-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3311605.0,3.3,0.0,,0.0,,0.0,126.32
2010-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3294041.0,3.3,0.0,,0.0,,0.0,125.65
2010-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3272543.0,3.28,0.0,,0.0,,0.0,124.83
2010-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3281457.0,3.28,0.0,,0.0,,0.0,125.17
2010-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3313178.0,3.29,0.0,,0.0,,0.0,126.38
2010-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3293254.0,3.28,0.0,,0.0,,0.0,125.62
2010-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3288535.0,3.26,0.0,,0.0,,0.0,125.44
2010-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3287224.0,3.3,0.0,,0.0,,0.0,125.39
2010-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3316848.0,3.27,0.0,,0.0,,0.0,126.52
2010-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3316324.0,3.32,0.0,,0.0,,0.0,126.5
2010-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3332578.0,3.31,0.0,,0.0,,0.0,127.12
2010-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3297973.0,3.31,0.0,,0.0,,0.0,125.8
2010-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3280408.0,3.29,0.0,,0.0,,0.0,125.13
2010-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3289846.0,3.27,0.0,,0.0,,0.0,125.49
2010-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3262843.0,3.31,0.0,,0.0,,0.0,124.46
2010-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26216.0,3329956.0,3.26,0.0,,0.0,,0.0,127.02
2010-10-06,2100.0,271530.0,2.24,0.76,0.27,0.0,271530.0,0.0,2100.0,0.0,,,2100.0,,,,,,0.27,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,129.3
2010-10-07,2100.0,268296.0,1.83,0.76,0.27,0.0,268296.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,127.76
2010-10-08,2100.0,272433.0,2.16,0.76,0.27,0.0,272433.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,129.73
2010-10-11,2100.0,271992.0,2.14,0.76,0.27,0.0,271992.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,129.52
2010-10-12,2100.0,270207.0,2.14,0.76,0.27,0.0,270207.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,128.67
2010-10-13,2100.0,276696.0,2.13,0.76,0.27,0.0,276696.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,131.76
2010-10-14,2100.0,279258.0,2.75,0.76,0.28,0.0,279258.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,132.98
2010-10-15,2100.0,279531.0,2.8,0.76,0.28,0.0,279531.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,133.11
2010-10-18,2100.0,277683.0,2.72,0.76,0.28,0.0,277683.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,132.23
2010-10-19,2100.0,273021.0,3.0,0.76,0.28,0.0,273021.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1061,130.01
2010-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,2100.0,0.0,0.28,0.0,0.0,19799.0,2616834.0,2.56,0.0,,0.0,,0.0,132.17
2010-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19799.0,2637029.0,2.63,0.0,,0.0,,0.0,133.19
2010-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19799.0,2622180.0,2.64,0.0,,0.0,,0.0,132.44
2010-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19799.0,2664154.0,2.63,0.0,,0.0,,0.0,134.56
2010-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19799.0,2647325.0,2.68,0.0,,0.0,,0.0,133.71
2010-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19799.0,2609310.0,2.65,0.0,,0.0,,0.0,131.79
2010-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19799.0,2616636.0,2.59,0.0,,0.0,,0.0,132.16
2010-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19799.0,2608716.0,2.61,0.0,,0.0,,0.0,131.76
2010-11-01,1100.0,146003.0,1.29,0.4,0.14,0.0,146003.0,0.0,1100.0,0.0,,,1100.0,,,,,,0.14,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0556,132.73
2010-11-02,1100.0,147455.0,1.13,0.4,0.15,0.0,147455.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0556,134.05
2010-11-03,1100.0,147180.0,1.14,0.4,0.15,0.0,147180.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,133.8
2010-11-04,1100.0,152581.0,1.14,0.4,0.15,0.0,152581.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,138.71
2010-11-05,1100.0,155045.0,1.01,0.4,0.15,0.0,155045.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,140.95
2010-11-08,1100.0,154759.0,1.01,0.4,0.16,0.0,154759.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,140.69
2010-11-09,1100.0,157278.0,1.01,0.4,0.15,0.0,157278.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,142.98
2010-11-10,1100.0,155243.0,0.98,0.4,0.16,0.0,155243.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,141.13
2010-11-11,1100.0,156992.0,0.97,0.4,0.16,0.0,156992.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,142.72
2010-11-12,1100.0,153934.0,1.07,0.4,0.16,0.0,153934.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,139.94
2010-11-15,1100.0,155848.0,1.06,0.4,0.15,0.0,155848.0,0.0,1100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174,141.68
2010-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,1100.0,0.0,0.15,0.0,0.0,63113.0,8595360.0,8.69,0.0,,0.0,,0.0,136.19
2010-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,63113.0,8660997.0,8.65,0.0,,0.0,,0.0,137.23
2010-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,63113.0,8838976.0,8.78,0.0,,0.0,,0.0,140.05
2010-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,63113.0,8774600.0,8.78,0.0,,0.0,,0.0,139.03
2010-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,63113.0,8740520.0,8.8,0.0,,0.0,,0.0,138.49
2010-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2077886.0,2.14,0.0,,0.0,,0.0,136.38
2010-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2116585.0,2.09,0.0,,0.0,,0.0,138.92
2010-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2150409.0,2.12,0.0,,0.0,,0.0,141.14
2010-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2125727.0,2.17,0.0,,0.0,,0.0,139.52
2010-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2083523.0,2.14,0.0,,0.0,,0.0,136.75
2010-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2100130.0,2.1,0.0,,0.0,,0.0,137.84
2010-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2154827.0,2.08,0.0,,0.0,,0.0,141.43
2010-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2193832.0,2.13,0.0,,0.0,,0.0,143.99
2010-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2198707.0,2.16,0.0,,0.0,,0.0,144.31
2010-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2225980.0,2.21,0.0,,0.0,,0.0,146.1
2010-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2244872.0,2.23,0.0,,0.0,,0.0,147.34
2010-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2233750.0,2.26,0.0,,0.0,,0.0,146.61
2010-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2230550.0,2.23,0.0,,0.0,,0.0,146.4
2010-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2240606.0,2.22,0.0,,0.0,,0.0,147.06
2010-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2260718.0,2.22,0.0,,0.0,,0.0,148.38
2010-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2255842.0,2.26,0.0,,0.0,,0.0,148.06
2010-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2255233.0,2.28,0.0,,0.0,,0.0,148.02
2010-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2266203.0,2.27,0.0,,0.0,,0.0,148.74
2010-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2267726.0,2.27,0.0,,0.0,,0.0,148.84
2010-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2283724.0,2.27,0.0,,0.0,,0.0,149.89
2010-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2327756.0,2.28,0.0,,0.0,,0.0,152.78
2010-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2332784.0,2.33,0.0,,0.0,,0.0,153.11
2010-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2321662.0,2.33,0.0,,0.0,,0.0,152.38
2010-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2327299.0,2.31,0.0,,0.0,,0.0,152.75
2010-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2315872.0,2.32,0.0,,0.0,,0.0,152.0
2010-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2302312.0,2.32,0.0,,0.0,,0.0,151.11
2010-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2335831.0,2.29,0.0,,0.0,,0.0,153.31
2010-12-30,3300.0,499587.0,8.41,1.32,0.51,0.0,499587.0,0.0,3300.0,0.0,,,3300.0,,,,,,0.51,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,151.39
2010-12-31,3300.0,497244.0,8.79,1.32,0.5,0.0,497244.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,150.68
2011-01-03,3300.0,507243.0,10.69,1.32,0.5,,507243.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,153.71
2011-01-04,3300.0,505758.0,10.71,1.32,0.51,,505758.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,153.26
2011-01-05,3300.0,495561.0,10.92,1.32,0.5,,495561.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,150.17
2011-01-06,3300.0,496419.0,10.99,1.32,0.49,,496419.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,150.43
2011-01-07,3300.0,495132.0,11.03,1.32,0.5,,495132.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,150.04
2011-01-10,3300.0,491139.0,9.84,1.32,0.5,,491139.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,148.83
2011-01-11,3300.0,499488.0,9.7,1.32,0.49,,499488.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,151.36
2011-01-12,3300.0,508167.0,10.01,1.32,0.5,,508167.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,153.99
2011-01-13,3300.0,500841.0,10.05,1.32,0.51,,500841.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,151.77
2011-01-14,3300.0,498795.0,9.27,1.32,0.5,,498795.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,151.15
2011-01-17,3300.0,493152.0,9.31,1.32,0.5,,493152.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,149.44
2011-01-18,3300.0,498036.0,9.69,1.32,0.49,,498036.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,150.92
2011-01-19,3300.0,487707.0,5.29,1.32,0.5,,487707.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,147.79
2011-01-20,3300.0,473286.0,5.28,1.32,0.49,,473286.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,143.42
2011-01-21,3300.0,477939.0,5.07,1.32,0.47,,477939.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,144.83
2011-01-24,3300.0,478797.0,5.08,1.32,0.47,,478797.0,0.0,3300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2166,145.09
2011-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,3300.0,0.0,0.47,0.0,0.0,15236.0,2188194.0,2.22,0.0,,0.0,,0.0,143.62
2011-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2217905.0,2.19,0.0,,0.0,,0.0,145.57
2011-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2246243.0,2.22,0.0,,0.0,,0.0,147.43
2011-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2211353.0,2.26,0.0,,0.0,,0.0,145.14
2011-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2171282.0,2.2,0.0,,0.0,,0.0,142.51
