,STP FP Equity_DX_SI_QTY,STP FP Equity_DX_SHORT_INTEREST_VALUE,STP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STP FP Equity_DX_SI_MV,STP FP Equity_DX_DSS,STP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STP FP Equity_DX_SUPPLY_SI_QTY,STP FP Equity_DX_BROKER_SI_QTY,STP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STP FP Equity_DX_SUPPLY_SI_QTY_INC_x,STP FP Equity_DX_BROKER_SI_MV_INC_x,STP FP Equity_DX_BROKER_SI_QTY_ADD,STP FP Equity_DX_SUPPLY_SI_MV_DEC,STP FP Equity_DX_BROKER_SI_QTY_INC,STP FP Equity_DX_SUPPLY_SI_QTY_DEC,STP FP Equity_DX_BROKER_SI_MV_INC_y,STP FP Equity_DX_SUPPLY_SI_QTY_INC_y,STP FP Equity_DX_BROKER_SI_MV_ADD,STP FP Equity_DX_SUPPLY_SI_QTY_ADD,STP FP Equity_DX_BROKER_SI_QTY_DEC,STP FP Equity_DX_SUPPLY_SI_MV,STP FP Equity_DX_BROKER_SI_MV_DEC,STP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STP FP Equity_DX_UTILIZATION_QUANTITY,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STP FP Equity_DX_ACTIVE_UTILIZATION_MV,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STP FP Equity_DX_BROKER_SI_CON_RATIO,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STP FP Equity_DX_DEMAND_SUPPLY_RATIO,STP FP Equity_PX_LAST
2004-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6
2004-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7
2004-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.46
2004-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.45
2004-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.51
2004-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3
2004-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75
2004-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9
2004-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2
2004-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7
2004-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2
2004-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25
2004-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.65
2004-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7
2004-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8
2004-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.45
2004-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.95
2004-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3
2004-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.78
2004-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8
2004-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85
2004-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3
2004-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15
2004-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75
2004-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.26
2004-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2004-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.35
2004-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.35
2004-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.15
2004-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2
2004-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3
2004-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2004-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.72
2004-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.82
2004-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.18
2004-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46
2004-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.43
2004-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.65
2004-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5
2004-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.75
2004-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6
2004-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3
2004-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85
2004-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1
2004-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
2004-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.05
2004-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.34
2004-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.64
2004-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
2004-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.65
2004-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5
2004-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.75
2004-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6
2004-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8
2004-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9
2004-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.85
2004-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2004-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.75
2004-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9
2004-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2
2004-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2004-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.85
2004-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.73
2004-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2004-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6
2004-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
2004-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.44
2004-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.55
2004-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.52
2004-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2
2004-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.75
2004-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2
2004-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.45
2004-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.55
2004-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.45
2004-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9
2004-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.24
2004-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.24
2004-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3
2004-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1
2004-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7
2004-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.75
2004-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2004-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.44
2004-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9
2004-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.75
2004-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4
2004-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.66
2004-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.29
2004-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9
2004-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.43
2004-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.43
2004-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.02
2004-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08
2004-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
2004-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.82
2004-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.96
2004-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.65
2004-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.14
2004-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.94
2004-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3
2004-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.55
2004-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7
2004-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.95
2004-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.85
2004-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7
2004-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.65
2004-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2004-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.05
2004-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2004-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3
2004-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3
2004-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3
2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3
2005-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.85
2005-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72
2005-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1
2005-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.35
2005-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.09
2005-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15
2005-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.96
2005-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68
2005-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6
2005-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.75
2005-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.95
2005-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05
2005-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.25
2005-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.45
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.45
2005-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5
2005-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.25
2005-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.25
2005-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.95
2005-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2
2005-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.15
2005-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9
2005-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3
2005-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2005-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6
2005-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.18
2005-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8
2005-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75
2005-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55
2005-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65
2005-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.65
2005-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.86
2005-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.95
2005-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.55
2005-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85
2005-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7
2005-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45
2005-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
2005-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6
2005-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95
2005-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95
2005-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8
2005-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6
2005-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.05
2005-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.25
2005-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6
2005-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.05
2005-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.65
2005-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.85
2005-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2
2005-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
2005-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1
2005-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2
2005-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5
2005-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2
2005-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5
2005-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.94
2005-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.25
2005-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15
2005-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25
2005-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8
2005-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2005-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9
2005-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.55
2005-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.35
2005-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4
2005-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05
2005-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.55
2005-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7
2005-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.05
2005-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1
2005-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6
2005-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.15
2005-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.85
2005-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2005-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2005-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2
2005-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.12
2005-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
2005-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15
2005-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.65
2005-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.75
2005-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.25
2005-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.65
2005-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2005-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1
2005-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9
2005-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.85
2005-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65
2005-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.65
2005-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.05
2005-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.2
2005-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.03
2005-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.35
2005-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.75
2005-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64
2005-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.85
2005-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6
2005-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6
2005-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
2005-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.45
2005-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25
2005-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.95
2005-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8
2005-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.15
2005-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
2005-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.95
2005-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9
2005-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.75
2005-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2
2005-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.75
2005-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2
2005-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.55
2005-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.86
2005-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5
2005-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1
2005-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6
2005-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.28
2005-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.95
2005-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.44
2005-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6
2005-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.54
2005-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.02
2005-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.75
2005-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.56
2005-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.17
2005-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
2005-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.14
2005-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.64
2005-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.65
2005-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9
2005-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.55
2005-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.78
2005-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.35
2005-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.46
2005-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.85
2005-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.28
2005-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5
2005-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.58
2005-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4
2005-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.74
2005-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.95
2005-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.88
2005-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5
2005-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.82
2005-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.48
2005-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4
2005-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.65
2005-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.05
2005-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
2005-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.52
2005-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9
2005-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9
2005-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.75
2005-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.44
2005-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.98
2005-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2
2005-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2005-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.86
2005-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.75
2005-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.75
2005-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.74
2005-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.28
2005-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1
2005-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.36
2005-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.8
2005-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2
2005-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4
2005-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.74
2005-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3
2005-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3
2005-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6
2005-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
2005-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4
2005-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.62
2005-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
2005-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.95
