,ACA FP Equity_DX_SI_QTY,ACA FP Equity_DX_SHORT_INTEREST_VALUE,ACA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ACA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ACA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ACA FP Equity_DX_SI_MV,ACA FP Equity_DX_DSS,ACA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ACA FP Equity_DX_SUPPLY_SI_QTY,ACA FP Equity_DX_BROKER_SI_QTY,ACA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ACA FP Equity_DX_BROKER_SI_MV_NEW_x,ACA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ACA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ACA FP Equity_DX_BROKER_SI_MV_INC_x,ACA FP Equity_DX_SUPPLY_SI_MV_NEW,ACA FP Equity_DX_BROKER_SI_QTY_ADD,ACA FP Equity_DX_BROKER_SI_QTY_NEW,ACA FP Equity_DX_SUPPLY_SI_MV_DEC,ACA FP Equity_DX_BROKER_SI_QTY_INC,ACA FP Equity_DX_SUPPLY_SI_QTY_DEC,ACA FP Equity_DX_BROKER_SI_MV_NEW_y,ACA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ACA FP Equity_DX_BROKER_SI_MV_INC_y,ACA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ACA FP Equity_DX_BROKER_SI_MV_ADD,ACA FP Equity_DX_SUPPLY_SI_QTY_ADD,ACA FP Equity_DX_BROKER_SI_QTY_DEC,ACA FP Equity_DX_SUPPLY_SI_MV,ACA FP Equity_DX_BROKER_SI_MV_DEC,ACA FP Equity_DX_SUPPLY_SI_MV_RMV,ACA FP Equity_DX_BROKER_SI_MV_RMV,ACA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ACA FP Equity_DX_UTILIZATION_QUANTITY,ACA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ACA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ACA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ACA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ACA FP Equity_DX_ACTIVE_UTILIZATION_MV,ACA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ACA FP Equity_DX_BROKER_SI_CON_RATIO,ACA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ACA FP Equity_DX_DEMAND_SUPPLY_RATIO,ACA FP Equity_PX_LAST
2010-06-07,122171776.0,817663450.6,11.87,7.6,5.27,1095.61,2.0,620127934.79,64824524.0,92656864.0,433853429.27,,,559619.0,0.91,,,,53.83,125600.0,5655377.0,,,0.91,559619.0,,371340.0,10140686.0,546.76,114.41,,,58.48,38.31,46019460.0,307996099.35,,382.07,58.87,12.73,0.0909,19.31,0.722,8.207
2010-06-08,128758304.0,842530113.4,12.51,7.92,5.55,1121.82,2.0,657922659.66,64381480.0,100545968.0,421280289.97,,,1214376.0,77.14,,,,19.88,10693038.0,2242516.0,,,77.14,1214376.0,,595000.0,2803930.0,530.25,29.89,0.08,,59.57,38.46,43700624.0,285955084.45,9900.0,354.97,59.9,14.83,0.0982,18.5,0.7693,8.024
2010-06-09,125063984.0,835388418.17,12.15,7.69,5.39,1075.74,2.0,660542609.85,60802632.0,98888240.0,406142623.5,,,365750.0,21.95,,,,33.85,3017256.0,3998849.0,,,21.95,365750.0,,54248.0,4674987.0,493.07,47.66,,,55.95,36.69,47869384.0,319752559.45,,387.29,56.01,14.06,0.1022,18.84,0.7547,8.191
2010-06-10,119228168.0,824311858.74,11.58,7.62,5.14,1027.08,2.0,678457952.84,52485576.0,98131912.0,362871320.05,,,485652.0,53.31,,3450000.0,,76.59,6047388.0,9726890.0,,,53.31,485652.0,27.7,924180.0,10253716.0,434.49,94.21,,,50.39,31.09,51673328.0,357255653.3,,428.94,50.32,14.07,0.1114,18.91,0.7062,8.478
2010-06-11,125368784.0,922383447.77,12.18,8.15,5.4,1112.36,2.0,766587436.18,48819052.0,104193256.0,359179407.06,,,783238.0,63.27,,,,51.25,6065543.0,6395240.0,,,63.27,783238.0,,1951765.0,4200.0,419.75,0.04,0.05,,48.73,29.19,51372244.0,377964163.24,6285.0,445.44,48.52,14.25,0.1179,20.27,0.7496,9.022
2010-06-14,115172128.0,871594803.14,11.19,7.45,4.97,1051.73,1.0,720091797.67,47026820.0,95152592.0,355887597.39,,,594690.0,6.02,,132596.0,,19.08,392885.0,2391679.0,,,6.02,594690.0,1.18,4757.0,9566146.0,423.99,73.19,,,28.18,28.18,119871280.0,907156848.7,,1082.07,28.15,15.46,0.1242,21.57,0.6901,9.28
2010-06-15,114508312.0,872360796.34,11.12,7.38,4.94,1066.79,1.0,719842790.52,46447940.0,94488408.0,353855202.47,,1313.0,473269.0,18.68,0.01,5000.0,,11.33,1269719.0,1290341.0,,1313.0,18.68,473269.0,0.04,239059.0,1938900.0,428.87,11.81,0.02,,27.93,27.93,119868288.0,913194800.88,2180.0,1098.47,28.08,15.28,0.1216,20.23,0.6885,9.342
2010-06-16,111270456.0,852140041.6,10.81,7.33,4.8,1045.45,1.0,701050250.28,44152504.0,91541504.0,338132132.72,,,737909.0,10.14,,,,28.8,542331.0,3161867.0,,,10.14,737909.0,,128520.0,3489233.0,409.64,30.31,,,26.62,26.62,121687160.0,931914052.6,,1121.59,26.75,15.44,0.1198,20.51,0.671,9.391
2010-06-17,108402952.0,823196169.54,10.53,7.29,4.67,1017.98,1.0,683487727.78,38799584.0,90005384.0,294638368.6,,,153439.0,3.62,,,,53.13,505782.0,5689836.0,,,3.62,153439.0,,183478.0,2041908.0,361.39,18.47,,,23.43,23.43,126797504.0,962881708.24,,1185.56,23.36,15.61,0.119,20.37,0.6546,9.312
2010-06-18,108768880.0,876001808.0,10.57,7.58,4.69,1029.44,1.0,710399374.43,38790836.0,88206832.0,312413279.14,,,2782654.0,2.76,,,,32.99,288195.0,3584814.0,,,2.76,2782654.0,,793412.0,2086745.0,364.47,13.13,,,23.56,23.56,125832288.0,1013426926.82,,1195.99,23.36,15.78,0.1205,20.57,0.6607,9.876
2010-06-21,108630808.0,882419739.52,10.55,7.77,4.68,1050.71,1.0,716727840.42,36601020.0,88233208.0,297314022.87,,,625031.0,29.95,,16894.0,,34.07,2505849.0,3751961.0,,,29.95,625031.0,0.17,937115.0,2496368.0,362.61,23.41,,,22.15,22.15,128631056.0,1044883905.58,,1275.45,22.14,16.62,0.1154,20.1,0.6574,9.961
2010-06-22,99471048.0,770132028.98,9.08,7.64,4.17,982.34,1.0,612679958.4,36950304.0,79134376.0,286079348.34,,,383245.0,10.15,,499582.0,,3.06,798233.0,309557.0,,,10.15,383245.0,5.03,275594.0,10396647.0,366.8,91.47,,,22.43,22.43,127767440.0,989210426.38,,1251.41,22.67,14.51,0.1124,21.78,0.6039,9.494
2010-06-23,98572904.0,743483946.14,8.99,7.66,4.13,953.53,1.0,607419516.06,35500144.0,80533152.0,267759050.19,,,1278166.0,57.5,,10622.0,,27.55,5875068.0,2738154.0,,,57.5,1278166.0,0.1,9831.0,3498436.0,335.33,39.51,,10.04,21.44,21.44,130080960.0,981132760.98,,1221.39,21.54,14.68,0.1127,21.3,0.5953,9.249
2010-06-24,96814376.0,695718583.05,8.83,7.57,4.06,911.51,1.0,575683613.52,33914544.0,80110624.0,243713583.37,9.27,,546039.0,0.0,,,988477.0,21.87,550613.0,2194973.0,9.27,,0.0,546039.0,,63331.0,1961618.0,310.21,30.57,,,20.31,20.31,133039248.0,956034433.45,,1207.52,20.44,14.6,0.1135,22.28,0.5799,8.812
2010-06-25,88897872.0,655358686.62,8.11,6.92,3.73,822.97,1.0,541046533.7,31324872.0,73391696.0,230928215.83,,,927461.0,0.3,,,,34.62,243618.0,3688221.0,,,0.3,927461.0,,171090.0,6962545.0,280.42,71.54,,,19.0,19.0,133548008.0,984521284.42,,1195.61,19.0,15.77,0.1289,24.67,0.5392,9.04
2010-06-28,87107240.0,644289131.08,7.95,6.85,3.65,808.94,1.0,533379545.41,30841404.0,72112376.0,228118597.08,,,59735.0,,,,,4.3,,543417.0,,,,59735.0,,215.0,1279324.0,281.63,15.3,,,18.59,18.59,135017504.0,998657635.49,,1223.43,18.71,14.98,0.1296,25.15,0.5252,9.07
2010-06-29,88373400.0,601765525.87,8.06,7.0,3.7,813.1,1.0,495540789.62,31091484.0,72773568.0,211712836.89,,,26461.0,12.84,,,,4.04,1531173.0,411469.0,,,12.84,26461.0,,635086.0,869974.0,281.66,14.52,,,19.1,19.1,131685040.0,896689697.86,,1176.77,19.31,16.36,0.1309,25.24,0.5429,8.35
2010-06-30,86681208.0,610388807.68,7.91,6.73,3.63,764.91,1.0,495621255.83,29692228.0,70383088.0,209085729.94,,,115342.0,2.7,,,,15.0,522592.0,1518912.0,,,2.7,115342.0,,4315.0,2913076.0,254.81,48.52,,,18.14,18.14,133977792.0,943440298.1,,1142.5,18.24,17.59,0.1204,21.43,0.5296,8.635
2010-07-01,78166728.0,529077496.82,7.13,6.1,3.28,676.8,1.0,418045655.71,28061884.0,61762712.0,189939015.26,,48291.0,63393.0,0.0,0.41,,,16.11,325000.0,1844279.0,,48291.0,0.0,63393.0,,102250.0,8945376.0,241.55,90.28,,,16.88,16.88,138220960.0,935559174.54,,1180.7,16.98,17.94,0.1232,22.17,0.4701,8.3
2010-07-02,73908456.0,498025003.36,6.74,5.86,3.1,634.92,1.0,397020215.24,26562074.0,58919032.0,178985974.12,,,,,,23643.0,,13.15,,1499809.0,,,,,0.2,,2867324.0,225.31,25.06,,,15.99,15.99,139516320.0,940117267.99,,1173.1,16.11,16.88,0.1272,23.59,0.445,8.263
2010-07-05,73619904.0,489776803.43,6.72,5.92,3.09,626.95,1.0,398108987.6,19664704.0,59841024.0,130824890.31,,,75831.0,5.98,,,,58.56,962896.0,6975960.0,,,5.98,75831.0,,2760.0,40900.0,165.53,0.34,,,11.75,11.75,147663008.0,982369062.09,,1225.29,11.9,17.44,0.1282,23.51,0.44,8.158
2010-07-06,63991560.0,448839334.69,5.84,5.2,2.68,548.78,1.0,353256660.6,20470566.0,50364224.0,143581360.17,,,514464.0,0.09,,,,2.54,12200.0,314274.0,,,0.09,514464.0,,1025671.0,9489000.0,171.97,79.14,3.46,,12.23,12.23,146843568.0,1029966598.17,420000.0,1226.66,12.3,14.15,0.1348,27.04,0.3825,8.601
2010-07-07,61520368.0,461507547.8,5.61,5.16,2.58,545.25,1.0,363267131.78,18737768.0,48424620.0,140565176.09,,,699.0,14.63,,,,15.85,1042764.0,1737282.0,,,14.63,699.0,,3785.0,2982370.0,163.37,18.28,,,10.98,10.98,151860800.0,1139214664.9,,1335.91,10.9,13.79,0.1427,29.65,0.3606,9.199
2010-07-08,62439420.0,477109117.32,5.7,5.26,2.62,567.01,1.0,377042512.46,20221278.0,49343672.0,154513864.76,,,1837530.0,25.57,,,,3.23,2349051.0,354020.0,,,25.57,1837530.0,,,1430000.0,186.14,12.44,,,11.98,11.98,148591936.0,1135413612.52,,1368.52,11.97,13.59,0.1392,28.38,0.3699,9.37
2010-07-09,61071080.0,461374312.77,5.57,5.21,2.56,557.37,1.0,363581459.64,20165368.0,48126460.0,152343511.9,,,83428.0,2.2,,23643.0,,1.05,182824.0,139338.0,,,2.2,83428.0,0.2,,1423677.0,188.69,12.61,,,12.09,12.09,146559840.0,1107217122.39,,1368.12,12.12,13.32,0.14,28.8,0.3663,9.264
2010-07-12,45376880.0,342513143.93,4.14,3.89,1.9,424.44,1.0,249209982.89,19600704.0,33015876.0,147949765.39,,,276045.0,,,,,8.2,,859978.0,,,,276045.0,,19269.0,15110585.0,181.85,127.42,,,11.61,11.61,149290736.0,1126874288.12,,1383.0,11.62,17.76,0.1046,17.84,0.2687,9.256
2010-07-13,48820204.0,382199476.2,4.45,4.17,2.05,458.16,1.0,281088581.04,20127092.0,35904816.0,157569272.34,,,1256094.0,34.5,,,,1.28,3437642.0,135804.0,,,34.5,1256094.0,,41183.0,548702.0,186.78,5.8,5.88,,11.83,11.83,150054064.0,1174730541.13,635086.0,1398.4,11.78,16.39,0.1087,17.92,0.2869,9.6
2010-07-14,43759772.0,342582794.97,3.99,3.79,1.83,420.3,1.0,238965677.53,20188760.0,30524252.0,158052053.55,,,13131.0,0.13,,,,1.88,13131.0,286461.0,,,0.13,13131.0,,335000.0,5393696.0,193.3,47.22,,,11.83,11.83,150539776.0,1178533042.07,,1441.02,11.83,15.71,0.0971,15.77,0.2563,9.6
2010-07-15,42670912.0,323166723.66,3.89,3.76,1.79,407.45,1.0,226139469.32,20267712.0,29859440.0,153496838.39,,,75254.0,1.06,,,,1.11,110884.0,97000.0,,,1.06,75254.0,,100698.0,775696.0,192.02,8.71,,,11.75,11.75,152231008.0,1152916443.29,,1438.17,11.78,14.58,0.0965,16.11,0.2474,9.287
2010-07-16,42027360.0,306194455.92,3.83,3.74,1.76,390.35,1.0,215282372.63,20114448.0,29549032.0,146545784.97,,,588732.0,0.12,,,,11.21,325254.0,1126683.0,,,0.12,588732.0,,384685.0,635660.0,184.76,6.67,,,11.78,11.78,150705856.0,1097982304.42,,1381.48,11.8,15.41,0.0991,16.33,0.246,8.934
2010-07-19,41775248.0,301087203.98,3.81,3.78,1.75,379.39,1.0,213843799.97,19759104.0,29670400.0,142410007.39,,,163269.0,4.8,,,,4.89,711250.0,518611.0,,,4.8,163269.0,,,589883.0,176.39,5.47,,,11.51,11.51,151882912.0,1094667380.71,,1352.81,11.53,16.35,0.1022,16.87,0.2434,8.838
2010-07-20,40840504.0,294216993.0,3.73,3.8,1.71,366.72,1.0,213813754.48,18885096.0,29679664.0,136049157.41,,,938982.0,6.23,,27870.0,,17.22,818395.0,1926881.0,,,6.23,938982.0,0.25,113889.0,837000.0,167.4,7.96,,,10.98,10.98,153047520.0,1102561837.14,,1355.68,10.99,16.63,0.1058,18.71,0.2375,8.834
2010-07-21,41962880.0,306717070.94,3.83,4.03,1.76,378.52,1.0,225083127.53,20070840.0,30794296.0,146702734.8,,,1222539.0,12.18,,,,0.97,1308379.0,107786.0,,,12.18,1222539.0,,70991.0,193747.0,178.4,0.89,,,11.65,11.65,152246400.0,1112806601.19,,1356.17,11.63,16.13,0.1021,18.3,0.2435,8.963
2010-07-22,41843488.0,322803533.85,3.82,4.09,1.75,383.52,1.0,238360632.46,19901496.0,30897556.0,153531016.29,,,53309.0,4.61,,67136.0,,1.85,384625.0,222651.0,,,4.61,53309.0,0.6,,348501.0,179.14,3.42,,,11.54,11.54,152571872.0,1177022800.96,,1387.67,11.43,16.76,0.1062,19.02,0.2426,9.46
2010-07-23,41101696.0,313561547.59,3.75,4.04,1.72,386.22,1.0,228228843.56,19843524.0,29916272.0,151384655.64,,,85746.0,0.38,,,,1.16,42754.0,143720.0,,,0.38,85746.0,,,1024038.0,187.34,8.78,,,11.67,11.67,150188928.0,1145779305.43,,1404.77,11.77,17.41,0.1026,17.43,0.2417,9.355
2010-07-26,49580700.0,390053516.14,4.52,5.02,2.08,468.63,1.0,298910483.32,20550448.0,37995276.0,161671265.24,,,120988.0,82.62,,,,2.13,8468462.0,191252.0,,,82.62,120988.0,,777189.0,389459.0,191.78,2.35,,,11.95,11.95,151461392.0,1191553336.45,,1427.31,11.84,14.02,0.1246,24.77,0.2882,9.647
2010-07-27,42397748.0,367359260.88,3.87,4.34,1.78,418.65,1.0,266924281.33,22014448.0,30806324.0,190746247.79,,,950428.0,14.34,,,,1.04,797695.0,136561.0,,,14.34,950428.0,,650133.0,7986647.0,214.18,73.7,,,12.51,12.51,153961936.0,1334017623.12,,1534.88,12.25,16.55,0.1057,19.38,0.2409,10.625
2010-07-28,42472904.0,372513173.27,3.88,4.16,1.78,447.0,1.0,270901930.77,21634916.0,30887476.0,189751358.01,,,29263.0,6.58,,,,3.65,81153.0,408794.0,,,6.58,29263.0,,,,227.93,,,,12.25,12.25,154962032.0,1359111170.64,,1649.55,12.14,16.84,0.1041,18.42,0.2405,10.755
2010-07-29,41315084.0,356125352.44,3.72,4.02,1.72,437.26,1.0,256298072.3,21630730.0,29733846.0,186451305.41,,,36874.0,0.75,,,,0.43,27316.0,41142.0,,,0.75,36874.0,,81.0,1180947.0,230.34,11.48,,,12.18,12.18,156019392.0,1344846859.41,,1665.57,12.15,16.53,0.1008,17.32,0.2326,10.57
2010-07-30,43594236.0,373638011.1,3.92,4.27,1.82,458.43,1.0,274727169.65,21074768.0,32053808.0,180627879.33,,,87039.0,24.95,,,,7.17,2392663.0,658421.0,,,24.95,87039.0,,15419.0,72700.0,222.03,0.89,,,12.04,12.04,153986368.0,1319788246.22,,1632.85,11.97,15.57,0.1023,16.19,0.249,10.51
2010-08-02,42352136.0,376461944.53,3.81,4.26,1.76,445.04,1.0,275561507.41,20830592.0,31000792.0,185160086.61,,,10998.0,0.49,,,,2.72,77266.0,255173.0,,,0.49,10998.0,,,1130284.0,218.11,12.97,,,11.73,11.73,156819920.0,1393949339.97,,1663.26,11.59,16.64,0.1049,16.68,0.2384,10.9
2010-08-03,42171692.0,371762846.36,3.79,4.29,1.76,452.73,1.0,272233257.52,21369594.0,30881346.0,188382792.21,,,10000.0,8.41,,,,0.26,615800.0,70998.0,,,8.41,10000.0,,600000.0,735245.0,231.27,7.92,,,12.04,12.04,156089840.0,1376003675.79,,1693.58,12.02,16.86,0.1098,17.86,0.2376,10.81
2010-08-04,41965844.0,372857137.54,3.78,4.41,1.75,450.53,1.0,275277789.2,20792008.0,30983086.0,184732340.58,,,,0.46,,,,6.28,101740.0,577586.0,,,0.46,,,,,224.72,,,,11.69,11.69,157022560.0,1395110324.75,,1703.38,11.65,16.97,0.1112,18.1,0.236,10.895
2010-08-05,41180420.0,369740781.91,3.7,4.4,1.71,444.41,1.0,279698578.6,19837372.0,31151838.0,178110991.45,,,,2.32,,,,10.62,178252.0,971636.0,,,2.32,,,17000.0,9500.0,214.98,0.1,,,11.14,11.14,158219584.0,1420583682.78,,1723.67,11.09,17.35,0.1162,18.55,0.2313,11.01
2010-08-06,41132000.0,368802898.4,3.7,4.47,1.71,445.78,1.0,279736585.99,19702212.0,31198576.0,176656444.87,,,1000.0,1.61,,,,1.37,86738.0,136159.0,,,1.61,1000.0,,,40000.0,214.81,0.12,,,10.91,10.91,160870624.0,1442418370.09,,1763.29,10.86,17.28,0.1167,18.43,0.2278,10.995
2010-08-09,39870176.0,365454849.02,3.59,4.42,1.66,433.34,1.0,274633037.83,18403934.0,29961752.0,168692682.0,,,,0.32,,,,13.96,36915.0,1298279.0,,,0.32,,,,1273738.0,202.34,13.45,,,10.36,10.36,159278912.0,1459969746.25,,1765.02,10.28,16.26,0.1137,19.04,0.2244,11.24
2010-08-10,37720892.0,337756378.11,3.39,4.25,1.57,414.48,1.0,248363870.34,18478934.0,27737468.0,165462095.1,,,76000.0,1.02,,,,0.0,82577.0,1000.0,,,1.02,76000.0,,,2306863.0,206.42,24.45,,,10.37,10.37,159713264.0,1430087432.31,,1781.59,10.38,15.3,0.1083,19.08,0.2117,10.98
2010-08-11,38132684.0,325117746.72,3.43,4.51,1.59,416.27,1.0,238932037.71,18604134.0,28024062.0,158618106.34,,,125200.0,4.53,,,,,325000.0,,,,4.53,125200.0,,,38405.0,203.86,0.0,,,10.43,10.43,159754176.0,1362057748.95,,1743.02,10.47,14.9,0.1105,20.22,0.2138,10.455
2010-08-12,46553756.0,387234606.41,4.19,5.67,1.94,490.09,1.0,300239667.74,18954134.0,36095132.0,157660675.53,,,,80.19,,,,,8071070.0,,,,80.19,,,350000.0,,198.11,,,,10.59,10.59,160038000.0,1331197679.1,,1677.13,10.56,16.82,0.1398,27.37,0.2601,10.2
2010-08-13,46186832.0,388137349.07,4.15,5.69,1.92,472.31,1.0,298356056.04,18821576.0,35503208.0,158169683.82,,,303831.0,0.0,,,,4.81,90634.0,436388.0,,,0.0,303831.0,,,682557.0,192.69,13.64,,,11.06,11.06,151377408.0,1272120717.23,,1562.25,10.98,15.56,0.1408,28.07,0.2714,10.305
2010-08-16,47640448.0,398993246.84,4.29,6.0,1.98,487.87,1.0,312251322.65,19995086.0,37283320.0,167460731.77,,,1568170.0,18.16,,,,4.12,1800000.0,400170.0,,,18.16,1568170.0,,5509.0,19890.0,205.0,0.76,,,11.23,11.23,158066352.0,1323820611.43,,1632.03,11.16,19.11,0.1467,27.39,0.2676,10.27
2010-08-17,49067312.0,423547764.81,4.41,6.22,2.04,504.78,1.0,330990352.49,20370576.0,38344688.0,175838283.8,,,10000.0,11.74,,,,0.02,1141229.0,1509.0,,,11.74,10000.0,,367000.0,79860.0,209.26,0.9,,,11.5,11.5,156728544.0,1352876727.64,,1629.62,11.38,18.96,0.1411,26.29,0.2771,10.585
2010-08-18,48621664.0,418511426.69,4.37,6.32,2.02,509.9,1.0,326369209.9,20021918.0,37916800.0,172338846.06,,,41100.0,4.1,,,,1.09,35483.0,167992.0,,,4.1,41100.0,,12481.0,463369.0,211.39,3.75,2.41,,11.37,11.37,156062960.0,1343313384.82,234248.0,1649.91,11.36,18.76,0.1435,26.93,0.2761,10.555
2010-08-19,48700236.0,405883340.7,4.38,6.62,2.03,507.02,1.0,316333408.16,20061780.0,37955516.0,167201290.09,,,68656.0,0.05,,,,0.31,38713.0,28793.0,,,0.05,68656.0,,,,210.62,,,,11.4,11.4,155868784.0,1299060291.21,,1629.1,11.45,18.27,0.143,27.1,0.2768,10.22
2010-08-20,44780312.0,366092440.44,4.03,6.25,1.86,454.96,1.0,305411872.15,16394311.0,37357884.0,134028394.52,,,6627.0,0.0,,,,39.89,32369.0,3674097.0,,,0.0,6627.0,,,630000.0,167.7,7.13,,,9.33,9.33,159290688.0,1302249004.18,,1623.34,9.36,19.21,0.1526,28.21,0.2549,10.025
2010-08-23,47195012.0,391221531.16,4.25,6.65,1.97,473.4,1.0,326824999.69,16740359.0,39426536.0,138768666.49,,,309905.0,21.23,,,,0.09,2343548.0,8626.0,,,21.23,309905.0,,44769.0,274895.0,168.71,4.0,,,9.53,9.53,158996080.0,1317992881.67,,1609.4,9.49,18.6,0.1645,31.24,0.2686,10.165
2010-08-24,37759332.0,309309677.62,3.4,5.33,1.57,380.34,1.0,241386528.25,17196764.0,29467536.0,140869163.92,,,68945.0,,,,,4.54,,416916.0,,,,68945.0,,804376.0,9959000.0,174.26,99.29,,,9.78,9.78,158638336.0,1299503194.78,,1607.07,9.78,14.57,0.1238,23.45,0.2147,10.045
2010-08-25,37670320.0,304126153.19,3.39,5.35,1.57,375.94,1.0,237183477.35,17641012.0,29378524.0,142422286.77,,234248.0,210000.0,0.0,2.35,262700.0,,,10856.0,,,234248.0,0.0,210000.0,2.64,,362570.0,176.69,3.78,,,10.03,10.03,158250576.0,1277614284.09,,1584.47,10.03,14.57,0.123,23.44,0.2142,9.9
2010-08-26,37603668.0,311867721.44,3.38,5.28,1.57,375.13,1.0,241765866.89,17484572.0,29151088.0,145009088.74,,,86272.0,1.47,,,,4.48,177000.0,445597.0,,,1.47,86272.0,,202886.0,404436.0,172.99,4.61,,,9.92,9.92,158688672.0,1316091679.01,,1584.82,9.84,14.7,0.1265,24.16,0.2134,10.17
2010-08-27,37843500.0,316171357.0,3.4,5.38,1.58,381.87,1.0,246062147.53,17396756.0,29451918.0,145344800.35,,,123184.0,6.07,,,,2.03,510831.0,211000.0,,,6.07,123184.0,,,210000.0,176.45,1.92,,,9.88,9.88,158606384.0,1325109877.73,,1613.82,9.86,14.74,0.1239,23.65,0.215,10.245
2010-08-30,37792748.0,313898159.76,3.4,5.53,1.57,384.16,1.0,244217204.04,17567916.0,29403292.0,145915203.18,,,181180.0,3.02,,,,0.55,236373.0,68945.0,,,3.02,181180.0,,58924.0,285000.0,179.79,2.8,,,10.02,10.02,157770144.0,1310403727.9,,1613.86,10.02,14.71,0.1233,23.63,0.2155,10.185
2010-08-31,37635312.0,305224627.82,3.39,5.55,1.57,378.83,1.0,237223107.14,17350812.0,29250476.0,140716121.47,,,351934.0,1.31,,,,6.09,123184.0,569037.0,,,1.31,351934.0,,,276000.0,175.63,2.85,,,9.9,9.9,157859616.0,1280250912.8,,1595.42,9.92,14.78,0.1232,23.39,0.2148,9.945
2010-09-01,37969552.0,322023878.88,3.42,5.46,1.58,381.55,1.0,250826366.43,17411508.0,29574716.0,147668883.3,,,60694.0,4.38,,,,,604423.0,,,,4.38,60694.0,,,280181.0,173.39,3.74,,,9.94,9.94,157796944.0,1338292955.96,,1590.96,9.83,14.14,0.1262,24.24,0.2167,10.4
2010-09-02,37882624.0,325611645.48,3.41,5.24,1.58,391.05,1.0,252783210.5,17402264.0,29409548.0,149577278.91,,,311099.0,,,,,1.37,,320342.0,,,,311099.0,,,165168.0,180.61,0.97,,,9.95,9.95,157524352.0,1353965434.32,,1644.05,9.9,14.48,0.1264,24.05,0.2166,10.54
2010-09-03,36242160.0,321707933.79,3.26,5.03,1.51,380.11,1.0,247774784.77,17023244.0,27913186.0,151108892.34,,,72826.0,1.57,,,,7.28,86672.0,715393.0,,,1.57,72826.0,,263548.0,1583035.0,178.96,14.3,,,9.66,9.66,159112176.0,1412378549.78,,1693.25,9.56,15.01,0.1193,21.34,0.2058,10.885
2010-09-06,35770376.0,319270311.38,3.22,4.96,1.49,380.15,1.0,247803907.38,16620757.0,27763430.0,148349412.45,,,,1.55,,,,3.65,89821.0,402488.0,,,1.55,,,,239577.0,180.04,2.1,,,9.4,9.4,160143168.0,1429365995.85,,1745.16,9.35,14.92,0.119,21.34,0.2024,10.945
2010-09-07,35386440.0,307041985.59,3.18,5.02,1.47,378.9,1.0,236993951.26,16746087.0,27313438.0,145302884.47,,,24200.0,,,,,0.02,,3176.0,,,,24200.0,,104306.0,449992.0,183.2,4.33,,,9.38,9.38,161809760.0,1403995146.09,,1761.49,9.42,15.49,0.1207,20.9,0.1982,10.64
2010-09-08,35040736.0,298898798.14,3.15,5.36,1.46,367.31,1.0,230532320.44,16687880.0,27025944.0,142348245.07,,,7847.0,1.32,,,,0.77,162505.0,66054.0,,,1.32,7847.0,,,450000.0,176.62,5.92,,,9.27,9.27,163256704.0,1392585835.34,,1728.93,9.27,15.29,0.1192,21.11,0.1947,10.46
2010-09-09,34559680.0,308323267.05,3.11,5.23,1.44,363.06,1.0,232858057.75,17097046.0,26100852.0,152530841.71,,,2281.0,0.35,,509312.0,,1.26,109572.0,102427.0,,,0.35,2281.0,5.35,509312.0,1543976.0,179.6,16.53,,,9.5,9.5,162890560.0,1453223803.89,,1731.31,9.4,15.37,0.1191,22.32,0.192,10.94
2010-09-10,34687256.0,310027175.97,3.12,5.1,1.44,373.6,1.0,234424004.68,17156716.0,26228428.0,153343009.04,,,65564.0,2.82,,,,0.0,168342.0,35363.0,,,2.82,65564.0,,29469.0,40766.0,187.21,0.0,,,9.58,9.58,161904528.0,1447067579.87,,1772.79,9.55,15.43,0.1179,21.76,0.1937,10.96
2010-09-13,34522240.0,326288425.39,3.11,5.0,1.44,378.19,1.0,246045962.07,17445104.0,26032360.0,164883145.32,,,191968.0,,,,,2.07,,274101.0,,,,191968.0,,370522.0,196068.0,191.6,1.83,,,9.71,9.71,162250160.0,1533514314.97,,1805.49,9.59,15.43,0.1205,22.65,0.1921,11.59
2010-09-14,34774144.0,331363317.51,3.13,4.77,1.45,394.55,1.0,248779485.65,17828584.0,26107578.0,169888832.94,,,115000.0,4.0,,,,0.0,300000.0,93203.0,,,4.0,115000.0,,361683.0,224781.0,205.5,0.04,,,9.94,9.94,161492928.0,1538868429.84,,1869.53,9.9,15.36,0.1219,22.9,0.1939,11.685
