,FMONC FP Equity_DX_SI_QTY,FMONC FP Equity_DX_SHORT_INTEREST_VALUE,FMONC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FMONC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FMONC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FMONC FP Equity_DX_SI_MV,FMONC FP Equity_DX_DSS,FMONC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FMONC FP Equity_DX_SUPPLY_SI_QTY,FMONC FP Equity_DX_BROKER_SI_QTY,FMONC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FMONC FP Equity_DX_BROKER_SI_MV_NEW_x,FMONC FP Equity_DX_SUPPLY_SI_QTY_INC_x,FMONC FP Equity_DX_BROKER_SI_MV_INC_x,FMONC FP Equity_DX_BROKER_SI_QTY_ADD,FMONC FP Equity_DX_BROKER_SI_QTY_NEW,FMONC FP Equity_DX_SUPPLY_SI_MV_DEC,FMONC FP Equity_DX_BROKER_SI_QTY_INC,FMONC FP Equity_DX_SUPPLY_SI_QTY_DEC,FMONC FP Equity_DX_BROKER_SI_MV_NEW_y,FMONC FP Equity_DX_BROKER_SI_MV_INC_y,FMONC FP Equity_DX_SUPPLY_SI_QTY_INC_y,FMONC FP Equity_DX_BROKER_SI_MV_ADD,FMONC FP Equity_DX_SUPPLY_SI_QTY_ADD,FMONC FP Equity_DX_BROKER_SI_QTY_DEC,FMONC FP Equity_DX_SUPPLY_SI_MV,FMONC FP Equity_DX_BROKER_SI_MV_DEC,FMONC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FMONC FP Equity_DX_UTILIZATION_QUANTITY,FMONC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FMONC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FMONC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FMONC FP Equity_DX_ACTIVE_UTILIZATION_MV,FMONC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FMONC FP Equity_DX_BROKER_SI_CON_RATIO,FMONC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FMONC FP Equity_DX_DEMAND_SUPPLY_RATIO,FMONC FP Equity_PX_LAST
1997-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.823
1997-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.102
1997-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1997-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1997-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.48
1997-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.543
1997-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.062
1997-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.062
1997-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.725
1997-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.305
1997-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.744
1997-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.744
1997-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.744
1997-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.91
1997-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.744
1997-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.744
1997-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.744
1997-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.115
1997-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.372
1997-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.725
1997-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.619
1997-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.402
1997-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5
1997-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.249
1997-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.234
1997-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.18
1997-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.045
1997-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.18
1997-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.143
1997-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.808
1997-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.808
1997-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.808
1997-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.857
1997-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.466
1997-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.174
1997-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.655
1997-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.263
1997-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.35
1997-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.026
1997-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1997-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1997-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1997-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.746
1997-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.508
1997-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.508
1997-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1997-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.459
1997-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1997-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1997-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.935
1997-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.935
1997-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.935
1997-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.445
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1997-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1997-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.445
1997-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.617
1997-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.165
1997-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1997-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1997-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.122
1997-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1997-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.732
1997-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.55
1997-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.732
1997-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.732
1997-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.817
1997-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.732
1997-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.732
1997-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.382
1997-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.801
1997-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.215
1997-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.52
1997-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.52
1997-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.408
1997-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.995
1997-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1997-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.745
1997-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.745
1997-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.653
1997-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.653
1997-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.738
1997-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5
1997-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.805
1997-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5
1997-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.03
1997-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.983
1997-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.97
1998-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.97
1998-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.818
1998-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.97
1998-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.123
1998-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.556
1998-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1998-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.941
1998-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.99
1998-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.703
1998-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.647
1998-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.696
1998-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.745
1998-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.653
1998-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.123
1998-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.123
1998-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.653
1998-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5
1998-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.939
1998-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.262
1998-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.885
1998-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.318
1998-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.367
1998-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.632
1998-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.242
1998-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.102
1998-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.394
1998-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.547
1998-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.699
1998-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.823
1998-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.432
1998-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.151
1998-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.053
1998-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.053
1998-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.053
1998-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.102
1998-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1998-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97
1998-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97
1998-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97
1998-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.024
1998-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.414
1998-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97
1998-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.634
1998-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.592
1998-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.269
1998-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.367
1998-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.891
1998-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.519
1998-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.891
1998-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.672
1998-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.129
1998-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.367
1998-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.891
1998-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.891
1998-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.129
1998-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.044
1998-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.55
1998-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.703
1998-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.075
1998-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.196
1998-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.557
1998-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.062
1998-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.255
1998-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.981
1998-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.981
1998-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.151
1998-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.024
1998-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.262
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5
1998-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.785
1998-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.298
1998-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.536
1998-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.207
1998-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.817
1998-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.304
1998-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.347
1998-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.877
1998-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.327
1998-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.69
1998-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.214
1998-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1998-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1998-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.501
1998-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.026
1998-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.704
1998-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.18
1998-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.082
1998-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1998-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1998-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1998-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
1998-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.837
