,ALGEC FP Equity_DX_SI_QTY,ALGEC FP Equity_DX_SHORT_INTEREST_VALUE,ALGEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEC FP Equity_DX_SI_MV,ALGEC FP Equity_DX_DSS,ALGEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEC FP Equity_DX_SUPPLY_SI_QTY,ALGEC FP Equity_DX_BROKER_SI_QTY,ALGEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEC FP Equity_DX_BROKER_SI_MV_NEW_x,ALGEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALGEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEC FP Equity_DX_BROKER_SI_MV_INC_x,ALGEC FP Equity_DX_SUPPLY_SI_MV_NEW,ALGEC FP Equity_DX_BROKER_SI_QTY_ADD,ALGEC FP Equity_DX_BROKER_SI_QTY_NEW,ALGEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEC FP Equity_DX_BROKER_SI_QTY_INC,ALGEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEC FP Equity_DX_BROKER_SI_MV_NEW_y,ALGEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALGEC FP Equity_DX_BROKER_SI_MV_INC_y,ALGEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEC FP Equity_DX_BROKER_SI_MV_ADD,ALGEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEC FP Equity_DX_BROKER_SI_QTY_DEC,ALGEC FP Equity_DX_SUPPLY_SI_MV,ALGEC FP Equity_DX_BROKER_SI_MV_DEC,ALGEC FP Equity_DX_SUPPLY_SI_MV_RMV,ALGEC FP Equity_DX_BROKER_SI_MV_RMV,ALGEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEC FP Equity_DX_UTILIZATION_QUANTITY,ALGEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALGEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGEC FP Equity_DX_BROKER_SI_CON_RATIO,ALGEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-03-28,88998.0,248304.42,0.52,0.43,0.3,0.25,0.0,138102.21,39499.0,49499.0,110202.21,,,,,,,,,,,,,,,,,1108.0,0.11,0.0,,,100.0,67.18,0.0,0.0,,0.0,100.0,20.41,0.6751,79.59,1.5136
2011-03-29,88998.0,248304.42,0.52,0.44,0.3,0.25,0.0,138102.21,39499.0,49499.0,110202.21,,,,,,,,,,,,,,,,,,0.11,,,,100.0,67.18,0.0,0.0,,0.0,100.0,21.02,0.6679,78.98,1.5136
2011-03-30,87498.0,246744.36,0.51,0.44,0.29,0.25,0.0,135357.18,39499.0,47999.0,111387.18,,,,,,,,,,,,,,,,,1500.0,0.11,0.0,,,100.0,67.18,0.0,0.0,,0.0,100.0,21.3,0.6647,78.7,1.4881
2011-03-31,86901.0,266786.07,0.51,0.43,0.29,0.25,0.0,145524.14,39499.0,47402.0,121261.93,,,,,,,,,,,,,,,,,597.0,0.11,0.0,,,100.0,67.18,0.0,0.0,,0.0,100.0,21.56,0.6618,78.44,1.478
2011-04-01,86901.0,257226.96,0.51,0.41,0.29,0.26,0.0,140309.92,39499.0,47402.0,116917.04,,,,,,,,,,,,,,,,,,0.12,,,,100.0,67.18,0.0,0.0,,0.0,100.0,22.94,0.6464,77.06,1.478
2011-04-04,86901.0,254619.93,0.51,0.43,0.29,0.27,0.0,138887.86,39499.0,47402.0,115732.07,,,,,,,,,,,,,,,,,,0.12,,,,100.0,67.18,0.0,0.0,,0.0,100.0,21.21,0.6657,78.79,1.478
2011-04-05,58203.0,168788.7,0.34,0.29,0.2,0.18,0.0,139788.7,10000.0,48203.0,29000.0,,,,,,801.0,,0.09,,29499.0,,,,,0.0,,,0.03,,,,100.0,17.01,0.0,0.0,,0.0,100.0,20.95,0.6444,77.48,0.9899
2011-04-06,25500.0,73950.0,0.15,0.13,0.09,0.08,0.0,44950.0,10000.0,15500.0,29000.0,,,,,,,,,,,,,,,,,32703.0,0.03,0.1,,,100.0,17.01,0.0,0.0,,0.0,100.0,33.47,0.5546,66.53,0.4337
2011-04-07,20000.0,56800.0,0.12,0.1,0.07,0.06,0.0,28400.0,10000.0,10000.0,28400.0,,,,,,,,,,,,,,,,,5500.0,0.03,0.02,,,100.0,17.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3401
2011-04-08,20000.0,58000.0,0.12,0.1,0.07,0.06,0.0,29000.0,10000.0,10000.0,29000.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3401
2011-04-11,20000.0,58800.0,0.12,0.1,0.07,0.06,0.0,29400.0,10000.0,10000.0,29400.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3401
2011-04-12,20000.0,62000.0,0.12,0.09,0.07,0.06,0.0,31000.0,10000.0,10000.0,31000.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3401
2011-04-13,50000.0,154000.0,0.29,0.2,0.17,0.16,0.0,77000.0,25000.0,25000.0,77000.0,,,15000.0,,,15000.0,,,,,,,,15000.0,0.05,,,0.08,,,,100.0,42.52,0.0,0.0,,0.0,100.0,40.25,0.519,59.75,0.8504
2011-04-14,50000.0,164000.0,0.29,0.19,0.17,0.16,0.0,82000.0,25000.0,25000.0,82000.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,42.52,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.8504
2011-04-15,50000.0,157500.0,0.29,0.16,0.17,0.17,0.0,78750.0,25000.0,25000.0,78750.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,42.52,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.8504
2011-04-18,50000.0,149500.0,0.29,0.15,0.17,0.16,0.0,74750.0,25000.0,25000.0,74750.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,42.52,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.8504
2011-04-19,70000.0,210700.0,0.41,0.22,0.23,0.21,0.0,105350.0,35000.0,35000.0,105350.0,,,10000.0,0.03,,,,,10000.0,,,,0.03,10000.0,,,,0.1,,,,100.0,53.19,0.0,0.0,,0.0,100.0,28.57,0.5918,71.43,1.0639
2011-04-20,70000.0,210700.0,0.41,0.22,0.23,0.22,0.0,105350.0,35000.0,35000.0,105350.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,53.19,0.0,0.0,,0.0,100.0,28.79,0.5899,71.21,1.0639
2011-04-21,70000.0,207900.0,0.41,0.21,0.23,0.22,0.0,103950.0,35000.0,35000.0,103950.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,53.19,0.0,0.0,,0.0,100.0,28.57,0.5918,71.43,1.0639
2011-04-22,70000.0,207900.0,0.41,0.21,0.23,0.21,0.0,103950.0,35000.0,35000.0,103950.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,53.19,0.0,0.0,,0.0,100.0,28.57,0.5918,71.43,1.0639
2011-04-25,70000.0,207900.0,0.41,0.21,0.23,0.21,0.0,103950.0,35000.0,35000.0,103950.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,53.19,0.0,0.0,,0.0,100.0,28.79,0.5899,71.21,1.0639
2011-04-26,70000.0,213500.0,0.41,0.21,0.23,0.21,0.0,106750.0,35000.0,35000.0,106750.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,53.19,0.0,0.0,,0.0,100.0,28.79,0.5899,71.21,1.0639
2011-04-27,70000.0,210700.0,0.41,0.21,0.23,0.22,0.0,105350.0,35000.0,35000.0,105350.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,53.19,0.0,0.0,,0.0,100.0,28.57,0.5918,71.43,1.0639
2011-04-28,50000.0,148500.0,0.29,0.15,0.17,0.15,0.0,74250.0,25000.0,25000.0,74250.0,,,,,,,,0.03,,10000.0,,,,,,,10000.0,0.08,0.03,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.26,0.519,59.74,0.7599
2011-04-29,50000.0,150500.0,0.29,0.16,0.17,0.15,0.0,75250.0,25000.0,25000.0,75250.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.26,0.519,59.74,0.7599
2011-05-02,50000.0,149000.0,0.29,0.16,0.17,0.15,0.0,74500.0,25000.0,25000.0,74500.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-03,50000.0,148500.0,0.29,0.16,0.17,0.15,0.0,74250.0,25000.0,25000.0,74250.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.26,0.519,59.74,0.7599
2011-05-04,50000.0,151000.0,0.29,0.17,0.17,0.15,0.0,75500.0,25000.0,25000.0,75500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.26,0.519,59.74,0.7599
2011-05-05,50000.0,152000.0,0.29,0.16,0.17,0.16,0.0,76000.0,25000.0,25000.0,76000.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.25,0.519,59.75,0.7599
2011-05-06,50000.0,153500.0,0.29,0.16,0.17,0.16,0.0,76750.0,25000.0,25000.0,76750.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,37.91,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7582
2011-05-09,50000.0,151500.0,0.29,0.16,0.17,0.16,0.0,75750.0,25000.0,25000.0,75750.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.26,0.519,59.74,0.7599
2011-05-10,50000.0,147500.0,0.29,0.16,0.17,0.16,0.0,73750.0,25000.0,25000.0,73750.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-11,50000.0,149000.0,0.29,0.16,0.17,0.15,0.0,74500.0,25000.0,25000.0,74500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.27,0.5189,59.73,0.7599
2011-05-12,50000.0,148500.0,0.29,0.16,0.17,0.15,0.0,74250.0,25000.0,25000.0,74250.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.27,0.5189,59.73,0.7599
2011-05-13,50000.0,147500.0,0.29,0.16,0.17,0.15,0.0,73750.0,25000.0,25000.0,73750.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.27,0.5189,59.73,0.7599
2011-05-16,50000.0,146500.0,0.29,0.16,0.17,0.15,0.0,73250.0,25000.0,25000.0,73250.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-17,50000.0,145500.0,0.29,0.16,0.17,0.15,0.0,72750.0,25000.0,25000.0,72750.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-18,50000.0,146000.0,0.29,0.17,0.17,0.15,0.0,73000.0,25000.0,25000.0,73000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.27,0.5189,59.73,0.7599
2011-05-19,50000.0,145500.0,0.29,0.17,0.17,0.15,0.0,72750.0,25000.0,25000.0,72750.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-20,50000.0,148000.0,0.29,0.17,0.17,0.15,0.0,74000.0,25000.0,25000.0,74000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-23,50000.0,146000.0,0.29,0.17,0.17,0.15,0.0,73000.0,25000.0,25000.0,73000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.27,0.5189,59.73,0.7599
2011-05-24,50000.0,145000.0,0.29,0.17,0.17,0.15,0.0,72500.0,25000.0,25000.0,72500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.27,0.5189,59.73,0.7599
2011-05-25,50000.0,146500.0,0.29,0.17,0.17,0.15,0.0,73250.0,25000.0,25000.0,73250.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-26,50000.0,148000.0,0.28,0.18,0.17,0.15,0.0,74000.0,25000.0,25000.0,74000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.27,0.5189,59.73,0.7599
2011-05-27,50000.0,147000.0,0.28,0.2,0.17,0.15,0.0,73500.0,25000.0,25000.0,73500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-30,50000.0,149000.0,0.28,0.21,0.17,0.15,0.0,74500.0,25000.0,25000.0,74500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-05-31,50000.0,149000.0,0.28,0.27,0.17,0.15,0.0,74500.0,25000.0,25000.0,74500.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-06-01,50000.0,151500.0,0.28,0.29,0.17,0.15,0.0,75750.0,25000.0,25000.0,75750.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-06-02,50000.0,150500.0,0.28,0.28,0.17,0.16,0.0,75250.0,25000.0,25000.0,75250.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-06-03,50000.0,158000.0,0.28,0.28,0.17,0.15,0.0,79000.0,25000.0,25000.0,79000.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-06-06,50000.0,158000.0,0.28,0.24,0.17,0.16,0.0,79000.0,25000.0,25000.0,79000.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-06-07,50000.0,155500.0,0.28,0.24,0.17,0.16,0.0,77750.0,25000.0,25000.0,77750.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.25,0.519,59.75,0.7599
2011-06-08,50000.0,152500.0,0.28,0.23,0.17,0.16,0.0,76250.0,25000.0,25000.0,76250.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,38.0,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.7599
2011-06-09,60000.0,184200.0,0.33,0.28,0.2,0.19,0.0,92100.0,30000.0,30000.0,92100.0,,,5000.0,0.02,,,,,5000.0,,,,0.02,5000.0,,,,0.09,,,,100.0,45.59,0.0,0.0,,0.0,100.0,32.98,0.5579,67.02,0.9119
2011-06-10,60000.0,183000.0,0.33,0.29,0.2,0.19,0.0,91500.0,30000.0,30000.0,91500.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,45.59,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.9119
2011-06-13,60000.0,178200.0,0.33,0.29,0.2,0.19,0.0,89100.0,30000.0,30000.0,89100.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,45.59,0.0,0.0,,0.0,100.0,33.57,0.554,66.43,0.9119
2011-06-14,80000.0,227200.0,0.44,0.37,0.27,0.24,0.0,113600.0,40000.0,40000.0,113600.0,,,10000.0,0.03,,,,,10000.0,,,,0.03,10000.0,,,,0.12,,,,100.0,60.79,0.0,0.0,,0.0,100.0,25.0,0.625,75.0,1.2158
2011-06-15,80000.0,220800.0,0.44,0.35,0.27,0.24,0.0,110400.0,40000.0,40000.0,110400.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,60.79,0.0,0.0,,0.0,100.0,25.21,0.6229,74.79,1.2158
2011-06-16,80000.0,232800.0,0.38,0.35,0.24,0.23,0.0,116400.0,40000.0,40000.0,116400.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,54.95,0.0,0.0,,0.0,100.0,25.23,0.6228,74.77,1.0989
2011-06-17,80000.0,232800.0,0.38,0.33,0.24,0.24,0.0,116400.0,40000.0,40000.0,116400.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,54.95,0.0,0.0,,0.0,100.0,25.21,0.6229,74.79,1.0989
2011-06-20,80000.0,228800.0,0.35,0.32,0.24,0.24,0.0,114400.0,40000.0,40000.0,114400.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,54.95,0.0,0.0,,0.0,100.0,25.0,0.625,75.0,1.0989
2011-06-21,80000.0,224800.0,0.35,0.31,0.24,0.23,0.0,112400.0,40000.0,40000.0,112400.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,54.95,0.0,0.0,,0.0,100.0,25.0,0.625,75.0,1.0989
2011-06-22,80000.0,225600.0,0.35,0.31,0.24,0.23,0.0,112800.0,40000.0,40000.0,112800.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,54.95,0.0,0.0,,0.0,100.0,25.22,0.6228,74.78,1.0989
2011-06-23,80000.0,216800.0,0.35,0.29,0.24,0.23,0.0,108400.0,40000.0,40000.0,108400.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,54.95,0.0,0.0,,0.0,100.0,25.0,0.625,75.0,1.0989
2011-06-24,50000.0,129000.0,0.22,0.17,0.15,0.14,0.0,64500.0,25000.0,25000.0,64500.0,,,,,,,,0.05,,15000.0,,,,,,,15000.0,0.07,0.05,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.29,0.5188,59.71,0.6868
2011-06-27,50000.0,120000.0,0.22,0.17,0.15,0.13,0.0,60000.0,25000.0,25000.0,60000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.31,0.5188,59.69,0.6868
2011-06-28,50000.0,115000.0,0.22,0.16,0.15,0.12,0.0,57500.0,25000.0,25000.0,57500.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.6868
2011-06-29,50000.0,116500.0,0.22,0.15,0.15,0.12,0.0,58250.0,25000.0,25000.0,58250.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.6868
2011-06-30,50000.0,120000.0,0.22,0.15,0.15,0.12,0.0,60000.0,25000.0,25000.0,60000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.34,0.5187,59.66,0.6868
2011-07-01,50000.0,123000.0,0.22,0.14,0.15,0.12,0.0,61500.0,25000.0,25000.0,61500.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.6868
2011-07-04,50000.0,121000.0,0.22,0.14,0.15,0.13,0.0,60500.0,25000.0,25000.0,60500.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.6868
2011-07-05,50000.0,118500.0,0.22,0.14,0.15,0.12,0.0,59250.0,25000.0,25000.0,59250.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.6868
2011-07-06,50000.0,117500.0,0.22,0.14,0.15,0.12,0.0,58750.0,25000.0,25000.0,58750.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.34,0.0,0.0,,0.0,100.0,40.33,0.5187,59.67,0.6868
2011-07-07,40000.0,94000.0,0.18,0.12,0.12,0.1,0.0,47000.0,20000.0,20000.0,47000.0,,,,,,,,0.01,,5000.0,,,,,,,5000.0,0.05,0.01,,,100.0,27.47,0.0,0.0,,0.0,100.0,49.65,0.5,50.35,0.5495
2011-07-08,40000.0,90800.0,0.18,0.12,0.12,0.1,0.0,45400.0,20000.0,20000.0,45400.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,27.47,0.0,0.0,,0.0,100.0,49.65,0.5,50.35,0.5495
2011-07-11,20000.0,42600.0,0.09,0.06,0.06,0.05,0.0,21300.0,10000.0,10000.0,21300.0,,,,,,,,0.02,,10000.0,,,,,,,10000.0,0.02,0.02,,,100.0,13.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2747
2011-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.02,,10000.0,,,,,,,10000.0,0.0,0.02,,,0.0,0.0,72798.0,149235.9,,0.16,0.0,,0.0,,0.0
2011-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,153603.78,,0.15,0.0,,0.0,,0.0
2011-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,162339.54,,0.15,0.0,,0.0,,0.0
2011-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,156515.7,,0.16,0.0,,0.0,,0.0
2011-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,139772.16,,0.16,0.0,,0.0,,0.0
2011-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,144868.02,,0.14,0.0,,0.0,,0.0
2011-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,150691.86,,0.14,0.0,,0.0,,0.0
2011-07-21,24000.0,50880.0,0.11,0.08,0.07,0.05,0.0,25440.0,12000.0,12000.0,25440.0,,,,,,12000.0,,,,,,,,,0.02,12000.0,,0.02,,,,100.0,16.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3297
2011-07-22,64000.0,134400.0,0.28,0.21,0.19,0.14,0.0,67200.0,32000.0,32000.0,67200.0,,,,0.05,,,,,20000.0,,,,0.05,,,20000.0,,0.07,,,,100.0,27.75,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5551
2011-07-25,64000.0,130560.0,0.28,0.21,0.19,0.14,0.0,65280.0,32000.0,32000.0,65280.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-07-26,64000.0,128000.0,0.28,0.21,0.19,0.13,0.0,64000.0,32000.0,32000.0,64000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,31.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.628
2011-07-27,64000.0,126720.0,0.28,0.22,0.19,0.13,0.0,63360.0,32000.0,32000.0,63360.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-07-28,64000.0,121600.0,0.28,0.23,0.19,0.13,0.0,60800.0,32000.0,32000.0,60800.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,30.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6143
2011-07-29,64000.0,118400.0,0.28,0.24,0.19,0.12,0.0,59200.0,32000.0,32000.0,59200.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,28.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.56
2011-08-01,64000.0,118400.0,0.28,0.24,0.19,0.12,0.0,59200.0,32000.0,32000.0,59200.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-08-02,64000.0,113280.0,0.28,0.24,0.19,0.12,0.0,56640.0,32000.0,32000.0,56640.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-08-03,64000.0,103040.0,0.28,0.25,0.19,0.11,0.0,51520.0,32000.0,32000.0,51520.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-08-04,64000.0,93440.0,0.28,0.25,0.19,0.11,0.0,46720.0,32000.0,32000.0,46720.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-08-05,64000.0,96000.0,0.28,0.26,0.19,0.1,0.0,48000.0,32000.0,32000.0,48000.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-08-08,64000.0,86400.0,0.28,0.26,0.19,0.1,0.0,43200.0,32000.0,32000.0,43200.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-08-09,64000.0,88320.0,0.28,0.26,0.19,0.09,0.0,44160.0,32000.0,32000.0,44160.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8791
2011-08-10,52000.0,71760.0,0.23,0.22,0.16,0.07,0.0,44160.0,20000.0,32000.0,27600.0,,,,,,,,0.02,,12000.0,,,,,,,,0.03,,,,100.0,27.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7143
2011-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.03,,20000.0,,,,,,,32000.0,0.0,0.05,,,0.0,0.0,72798.0,107013.06,,0.1,0.0,,0.0,,0.0
2011-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,114292.86,,0.11,0.0,,0.0,,0.0
2011-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,118660.74,,0.11,0.0,,0.0,,0.0
2011-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72798.0,123756.6,,0.12,0.0,,0.0,,0.0
