DATE,CEN FP Equity_DX_SI_QTY,CEN FP Equity_DX_SHORT_INTEREST_VALUE,CEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEN FP Equity_DX_SI_MV,CEN FP Equity_DX_DSS,CEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEN FP Equity_DX_SUPPLY_SI_QTY,CEN FP Equity_DX_BROKER_SI_QTY,CEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEN FP Equity_DX_BROKER_SI_MV_NEW_x,CEN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEN FP Equity_DX_BROKER_SI_MV_INC_x,CEN FP Equity_DX_SUPPLY_SI_MV_NEW,CEN FP Equity_DX_BROKER_SI_QTY_ADD,CEN FP Equity_DX_BROKER_SI_QTY_NEW,CEN FP Equity_DX_SUPPLY_SI_MV_DEC,CEN FP Equity_DX_BROKER_SI_QTY_INC,CEN FP Equity_DX_SUPPLY_SI_QTY_DEC,CEN FP Equity_DX_BROKER_SI_MV_NEW_y,CEN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEN FP Equity_DX_BROKER_SI_MV_INC_y,CEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEN FP Equity_DX_BROKER_SI_MV_ADD,CEN FP Equity_DX_SUPPLY_SI_QTY_ADD,CEN FP Equity_DX_BROKER_SI_QTY_DEC,CEN FP Equity_DX_SUPPLY_SI_MV,CEN FP Equity_DX_BROKER_SI_MV_DEC,CEN FP Equity_DX_SUPPLY_SI_MV_RMV,CEN FP Equity_DX_BROKER_SI_MV_RMV,CEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEN FP Equity_DX_UTILIZATION_QUANTITY,CEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEN FP Equity_DX_ACTIVE_UTILIZATION_MV,CEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEN FP Equity_DX_BROKER_SI_CON_RATIO,CEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEN FP Equity_DX_DEMAND_SUPPLY_RATIO,CEN FP Equity_PX_LAST
2007-10-15,23751.0,769316.93,0.87,1.96,0.21,0.88,0.0,627962.92,4364.0,19387.0,141354.01,0.0,4364.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4364.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,12.23,3.89,31322.0,1014548.65,0.0,1.16,12.24,10.01,0.6638,80.3,0.2119,36.27
2007-10-16,23751.0,763590.01,0.87,1.94,0.21,0.88,0.0,623288.26,4364.0,19387.0,140301.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,12.23,3.85,31322.0,1006996.18,0.0,1.16,12.07,9.97,0.6655,80.42,0.2097,36.0
2007-10-17,23751.0,711623.47,0.87,1.94,0.21,0.87,0.0,580870.03,4364.0,19387.0,130753.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,12.23,3.87,31322.0,938464.49,0.0,1.13,12.24,9.36,0.675,81.09,0.2107,33.55
2007-10-18,23751.0,670262.34,0.87,1.85,0.21,0.86,0.0,547108.59,4364.0,19387.0,123153.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,13.27,4.02,28522.0,804901.79,0.0,0.96,13.26,8.95,0.6886,82.03,0.2185,31.6
2007-10-19,24751.0,695609.22,0.91,1.73,0.22,0.88,0.0,572962.11,4364.0,20387.0,122647.11,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.14,0.0,0.0,0.0,13.27,4.26,28522.0,801590.49,0.0,0.9,13.29,8.57,0.6408,79.08,0.2415,31.47
2007-10-22,25291.0,720045.85,0.93,1.75,0.22,0.9,0.0,580426.82,4904.0,20387.0,139619.03,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,14.91,4.79,27982.0,796659.8,0.0,0.88,15.12,8.68,0.6388,78.94,0.2469,31.88
2007-10-23,26784.0,782166.17,0.98,1.82,0.24,0.95,0.0,638955.93,4904.0,21880.0,143210.23,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1493.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,14.91,4.77,27982.0,817151.05,0.0,0.89,14.89,8.37,0.6061,76.7,0.2605,32.7
2007-10-24,37784.0,1091923.67,1.39,2.54,0.34,1.3,0.0,950202.48,4904.0,32880.0,141721.2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,14.91,4.71,27982.0,808654.68,0.0,0.89,14.89,32.53,0.4093,54.28,0.363,32.36
2007-10-25,53892.0,1567056.06,1.98,3.61,0.48,1.83,0.0,1424458.96,4904.0,48988.0,142597.1,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,16108.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,14.91,4.7,27982.0,813652.54,0.0,0.89,14.89,24.21,0.3535,49.12,0.5169,32.56
2007-10-26,53892.0,1563205.8,1.98,3.57,0.48,1.83,0.0,1420959.06,4904.0,48988.0,142246.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,14.91,4.7,27982.0,811653.4,0.0,0.89,14.89,24.23,0.3538,49.16,0.516,32.48
2007-10-29,62892.0,1797302.68,2.31,4.2,0.56,2.12,0.0,1371382.06,14904.0,47988.0,425920.61,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,1000.0,0.48,0.03,0.0,0.0,100.0,14.25,0.0,0.0,0.0,0.0,100.0,22.98,0.3586,50.24,0.6015,32.0
2007-10-30,62871.0,1761891.43,2.31,4.18,0.56,2.1,0.0,1344811.54,14883.0,47988.0,417079.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,100.0,14.19,0.0,0.0,0.0,0.0,100.0,22.9,0.3601,50.49,0.5996,31.38
2007-10-31,50978.0,1421318.89,1.87,3.62,0.45,1.71,0.0,1006365.6,14883.0,36095.0,414953.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.39,100.0,14.41,0.0,0.0,0.0,0.0,100.0,29.48,0.5181,65.49,0.4935,31.22
2007-11-01,65871.0,1830080.13,2.42,4.7,0.59,2.18,0.0,1416588.87,14883.0,50988.0,413491.26,0.48,0.0,0.0,0.0,0.0,0.0,14893.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,100.0,14.63,0.0,0.0,0.0,0.0,100.0,27.05,0.3497,47.94,0.6475,31.11
2007-11-02,65850.0,1812442.55,2.42,4.77,0.59,2.17,0.0,1402805.77,14883.0,50967.0,409636.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.46,0.0,0.0,0.0,100.0,14.88,0.0,0.0,0.0,0.0,100.0,27.12,0.3509,48.08,0.6586,30.82
2007-11-05,48850.0,1308764.96,1.79,3.72,0.43,1.53,0.0,910027.01,14883.0,33967.0,398737.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.46,0.63,0.0,0.0,100.0,15.13,0.0,0.0,0.0,0.0,100.0,32.38,0.3265,42.52,0.4967,30.0
2007-11-06,49350.0,1315549.91,1.81,4.18,0.44,1.53,0.0,905476.88,15383.0,33967.0,410073.03,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,100.0,15.71,0.0,0.0,0.0,0.0,100.0,32.37,0.3274,42.61,0.5039,29.85
2007-11-07,49350.0,1305854.07,1.81,4.42,0.44,1.52,0.0,898803.34,15383.0,33967.0,407050.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,100.0,15.72,0.0,0.0,0.0,0.0,100.0,32.2,0.3276,42.76,0.5042,29.63
2007-11-08,49350.0,1286462.37,1.81,4.41,0.44,1.51,0.0,885456.28,15383.0,33967.0,401006.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,100.0,15.72,0.0,0.0,0.0,0.0,100.0,31.89,0.3279,42.97,0.5044,29.19
2007-11-09,53652.0,1312362.42,1.97,5.03,0.48,1.63,0.0,936084.35,15383.0,38269.0,376278.07,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,4302.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,100.0,15.76,0.0,0.0,0.0,0.0,100.0,28.43,0.3113,38.74,0.5495,27.39
2007-11-12,53652.0,1290322.01,1.97,5.49,0.48,1.6,0.0,920363.32,15383.0,38269.0,369958.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,100.0,15.93,0.0,0.0,0.0,0.0,100.0,28.43,0.3124,38.74,0.5555,26.93
2007-11-13,55954.0,1331193.52,2.05,5.68,0.5,1.63,0.0,965218.79,15383.0,40571.0,365974.73,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2302.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,100.0,15.91,0.0,0.0,0.0,0.0,100.0,27.3,0.2873,37.84,0.5787,26.64
2007-11-14,55855.0,1437579.49,2.05,6.08,0.5,1.65,0.0,1044204.42,15284.0,40571.0,393375.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,100.0,15.92,0.0,0.0,0.0,0.0,100.0,27.09,0.2869,37.1,0.5817,28.82
2007-11-15,57355.0,1463893.04,2.1,6.15,0.51,1.73,0.0,1073793.81,15284.0,42071.0,390099.23,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,100.0,15.7,0.0,0.0,0.0,0.0,100.0,29.06,0.285,35.82,0.5892,28.58
2007-11-16,57855.0,1478204.75,2.12,6.41,0.51,1.73,0.0,1087696.04,15284.0,42571.0,390508.71,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,100.0,15.71,0.0,0.0,0.0,0.0,100.0,29.73,0.2854,35.58,0.5948,28.61
2007-11-19,55855.0,1396676.82,2.05,6.29,0.5,1.68,0.0,1014494.23,15284.0,40571.0,382182.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.44,0.05,0.0,0.0,100.0,15.72,0.0,0.0,0.0,0.0,100.0,30.96,0.307,37.05,0.5746,28.0
2007-11-20,55855.0,1381712.42,2.05,6.55,0.5,1.66,0.0,1003624.65,15284.0,40571.0,378087.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,100.0,15.76,0.0,0.0,0.0,0.0,100.0,31.24,0.3082,37.38,0.576,27.7
2007-11-21,62355.0,1489604.26,2.29,7.84,0.55,1.82,0.0,1124483.4,15284.0,47071.0,365120.87,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,100.0,15.75,0.0,0.0,0.0,0.0,100.0,27.61,0.3348,45.48,0.6424,26.75
2007-11-22,62355.0,1487933.68,2.29,8.15,0.55,1.82,0.0,1123222.3,15284.0,47071.0,364711.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,100.0,15.88,0.0,0.0,0.0,0.0,100.0,27.62,0.3347,45.48,0.648,26.72
2007-11-23,71155.0,1668691.22,2.61,8.73,0.63,2.04,0.0,1310258.55,15284.0,55871.0,358432.67,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,8800.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,15.86,15.86,81109.0,1902127.42,0.0,2.21,15.6,37.78,0.3343,39.13,0.7382,26.26
2007-11-26,77155.0,1846607.97,2.83,9.37,0.69,2.19,0.0,1480804.64,15284.0,61871.0,365803.33,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,15.96,15.96,80466.0,1925852.6,0.0,2.17,15.61,34.52,0.3172,35.7,0.8058,26.8
2007-11-27,78655.0,1882508.59,2.89,9.59,0.7,2.25,0.0,1516705.25,15284.0,63371.0,365803.33,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,15.89,15.89,80881.0,1935785.1,0.0,2.21,15.66,34.96,0.3182,35.86,0.8179,26.8
2007-11-28,78655.0,1913415.45,2.89,9.48,0.7,2.25,0.0,1541606.39,15284.0,63371.0,371809.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,15.9,15.9,80852.0,1966861.17,0.0,2.21,15.63,34.91,0.3181,35.81,0.8182,27.24
2007-11-29,68654.0,1680547.21,2.52,9.17,0.61,1.99,0.0,1551202.8,5284.0,63370.0,129344.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,0.0,0.0,0.0,5.49,5.49,90878.0,2224557.49,0.0,2.5,5.47,34.77,0.3173,35.61,0.7139,27.41
2007-11-30,68242.0,1744203.74,2.5,11.49,0.61,2.01,0.0,1609149.48,5284.0,62958.0,135054.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.15,0.01,0.0,0.0,5.5,5.5,90719.0,2318695.51,0.0,2.54,5.42,34.68,0.3156,34.72,0.7108,28.62
2007-12-03,67914.0,1792831.92,2.49,10.71,0.6,2.0,0.0,1653341.92,5284.0,62630.0,139490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.15,0.01,0.0,0.0,5.79,5.79,85970.0,2269484.36,0.0,2.49,5.73,34.27,0.3146,34.85,0.7442,29.56
2007-12-04,69953.0,1836663.15,2.57,11.73,0.62,2.08,0.0,1644392.85,7323.0,62630.0,192270.3,0.0,0.0,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,8.07,8.07,83456.0,2191193.51,0.0,2.47,8.05,33.97,0.3137,34.66,0.7706,29.4
2007-12-05,61692.0,1619765.02,2.26,10.61,0.55,1.84,0.0,1427494.73,7323.0,54369.0,192270.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8261.0,0.21,0.24,0.0,0.0,8.08,8.08,83306.0,2187255.16,0.0,2.46,8.05,38.33,0.3377,39.68,0.6807,29.4
2007-12-06,58336.0,1544675.23,2.14,10.18,0.52,1.73,0.0,1350769.98,7323.0,51013.0,193905.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3356.0,0.22,0.11,0.0,0.0,8.08,8.08,83313.0,2206039.62,0.0,2.46,8.06,34.09,0.3332,42.26,0.6436,29.65
2007-12-07,56963.0,1508319.65,2.09,10.13,0.51,1.69,0.0,1314414.4,7323.0,49640.0,193905.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0.22,0.04,0.0,0.0,8.08,8.08,83329.0,2206463.28,0.0,2.48,8.07,32.79,0.3369,43.44,0.6284,29.65
2007-12-10,56134.0,1447266.84,2.06,9.94,0.5,1.66,0.0,1258462.64,7323.0,48811.0,188804.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,0.22,0.03,0.0,0.0,8.13,8.13,82734.0,2133077.54,0.0,2.45,8.16,31.79,0.3389,44.44,0.6233,28.87
2007-12-11,56134.0,1448269.45,2.06,9.93,0.5,1.65,0.0,1259334.45,7323.0,48811.0,188935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,7.93,7.93,84988.0,2192708.94,0.0,2.46,7.95,31.85,0.3391,44.4,0.6081,28.89
2007-12-12,55334.0,1400944.61,2.03,9.82,0.49,1.63,0.0,1215541.11,7323.0,48011.0,185403.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.21,0.02,0.0,0.0,7.93,7.93,84988.0,2151723.73,0.0,2.45,7.97,30.98,0.3409,45.21,0.5994,28.35
2007-12-13,50334.0,1244687.24,1.85,8.94,0.45,1.48,0.0,1063600.01,7323.0,43011.0,181087.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.21,0.15,0.0,0.0,7.93,7.93,84988.0,2101630.69,0.0,2.41,7.97,34.36,0.3845,50.26,0.5453,27.69
2007-12-14,55334.0,1355481.86,2.03,9.81,0.49,1.61,0.0,1176094.98,7323.0,48011.0,179386.88,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7.93,7.93,84988.0,2081897.07,0.0,2.35,8.01,31.19,0.411,55.0,0.5994,27.43
2007-12-17,51290.0,1236722.61,1.88,9.56,0.46,1.49,0.0,1060147.84,7323.0,43967.0,176574.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044.0,0.2,0.11,0.0,0.0,8.09,8.09,83216.0,2006533.6,0.0,2.28,8.12,25.44,0.4351,59.8,0.5665,27.0
2007-12-18,51045.0,1230815.08,1.87,9.71,0.45,1.48,0.0,1054240.32,7323.0,43722.0,176574.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.2,0.01,0.0,0.0,8.09,8.09,83216.0,2006533.6,0.0,2.24,8.11,25.08,0.4379,60.18,0.5638,27.0
2007-12-19,52652.0,1256868.0,1.93,9.54,0.47,1.52,0.0,1022380.91,9823.0,42829.0,234487.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,893.0,0.27,0.03,0.0,0.0,10.85,10.85,80716.0,1926790.19,0.0,2.18,10.88,25.64,0.4312,59.35,0.5815,26.73
2007-12-20,49633.0,1177265.55,1.82,9.12,0.44,1.42,0.0,944269.77,9823.0,39810.0,232995.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0,0.26,0.09,0.0,0.0,10.85,10.85,80716.0,1914536.01,0.0,2.16,10.86,27.62,0.4081,56.25,0.5482,26.56
2007-12-21,39643.0,941724.75,1.45,7.39,0.35,1.14,0.0,708378.08,9823.0,29820.0,233346.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9990.0,0.26,0.27,0.0,0.0,10.85,10.85,80716.0,1917419.35,0.0,2.15,10.83,14.87,0.4724,65.4,0.4379,26.6
2007-12-24,39643.0,921898.97,1.45,7.53,0.35,1.14,0.0,693464.86,9823.0,29820.0,228434.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,11.13,0.0,0.0,0.0,0.0,100.0,14.85,0.4714,65.31,0.4492,26.04
2007-12-25,39643.0,921898.97,1.45,7.83,0.35,1.14,0.0,693464.86,9823.0,29820.0,228434.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,11.13,0.0,0.0,0.0,0.0,100.0,14.87,0.4724,65.39,0.4492,0.0
2007-12-26,39643.0,921898.97,1.45,7.83,0.35,1.14,0.0,693464.86,9823.0,29820.0,228434.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,11.13,0.0,0.0,0.0,0.0,100.0,14.79,0.4744,65.58,0.4492,0.0
2007-12-27,39643.0,927563.48,1.45,7.83,0.35,1.14,0.0,697725.78,9823.0,29820.0,229837.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,11.63,0.0,0.0,0.0,0.0,100.0,14.7,0.4751,65.65,0.4692,26.2
2007-12-28,39643.0,941370.72,1.45,8.5,0.35,1.14,0.0,708111.77,9823.0,29820.0,233258.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,11.63,0.0,0.0,0.0,0.0,100.0,14.6,0.4755,65.7,0.4692,26.59
2007-12-31,37543.0,962247.31,1.38,8.27,0.33,1.1,0.0,710478.53,9823.0,27720.0,251768.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.26,0.06,0.0,0.0,100.0,11.63,0.0,0.0,0.0,0.0,100.0,16.91,0.5173,69.22,0.4444,28.7
2008-01-01,37543.0,962247.31,1.38,8.23,0.33,1.11,0.0,710478.53,9823.0,27720.0,251768.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,100.0,11.63,0.0,0.0,0.0,0.0,100.0,16.83,0.5136,68.94,0.4444,0.0
2008-01-02,37543.0,957553.42,1.38,8.23,0.33,1.11,0.0,707012.78,9823.0,27720.0,250540.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,29.25,11.63,23759.0,605985.45,0.0,0.68,29.21,16.83,0.5133,68.92,0.4444,28.56
2008-01-03,34440.0,845807.78,1.26,7.78,0.31,1.02,0.0,604565.91,9823.0,24617.0,241241.86,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,4200.0,0.28,0.14,0.0,0.0,29.25,11.63,23759.0,583494.39,0.0,0.68,29.25,18.13,0.4075,59.84,0.4077,27.5
2008-01-04,34407.0,814884.7,1.26,7.86,0.31,1.01,0.0,582239.82,9823.0,24584.0,232644.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.27,0.0,0.0,0.0,29.25,11.63,23759.0,562700.78,0.0,0.68,28.69,18.21,0.4102,60.09,0.4073,26.52
2008-01-07,36220.0,826447.34,1.33,8.19,0.32,1.04,0.0,602311.72,11792.0,26397.0,269063.14,0.0,0.0,1969.0,0.05,0.0,0.0,0.0,0.0,1969.0,0.0,0.0,0.0,0.05,1969.0,0.0,0.0,156.0,0.32,0.0,0.0,0.0,13.96,13.96,72692.0,1658644.68,0.0,1.97,13.9,16.18,0.4467,63.79,0.4287,25.55
2008-01-08,33220.0,728921.27,1.22,7.6,0.3,0.92,0.0,513382.63,11792.0,23397.0,258742.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.3,0.1,0.0,0.0,13.96,13.96,72692.0,1595025.43,0.0,1.85,14.02,17.88,0.4027,59.42,0.3932,24.57
2008-01-09,33220.0,692727.37,1.22,8.55,0.3,0.91,0.0,487891.1,11792.0,23397.0,245895.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,13.96,13.96,72692.0,1515825.96,0.0,1.77,14.07,17.92,0.4036,59.5,0.3932,23.35
2008-01-10,33220.0,684717.25,1.22,8.46,0.3,0.89,0.0,482249.53,11792.0,23397.0,243051.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,13.96,13.96,72692.0,1498298.21,0.0,1.72,13.76,17.96,0.406,59.72,0.3932,23.08
2008-01-11,33220.0,686200.61,1.22,8.64,0.3,0.89,0.0,483294.27,11792.0,23397.0,243578.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,14.1,14.1,71858.0,1484316.77,0.0,1.66,14.08,17.94,0.4055,59.67,0.3971,23.13
