DATE,STMPA FP Equity_DX_SI_QTY,STMPA FP Equity_DX_SHORT_INTEREST_VALUE,STMPA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,STMPA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STMPA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STMPA FP Equity_DX_SI_MV,STMPA FP Equity_DX_DSS,STMPA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STMPA FP Equity_DX_SUPPLY_SI_QTY,STMPA FP Equity_DX_BROKER_SI_QTY,STMPA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STMPA FP Equity_DX_BROKER_SI_MV_NEW_x,STMPA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STMPA FP Equity_DX_SUPPLY_SI_QTY_INC_x,STMPA FP Equity_DX_BROKER_SI_MV_INC_x,STMPA FP Equity_DX_SUPPLY_SI_MV_NEW,STMPA FP Equity_DX_BROKER_SI_QTY_ADD,STMPA FP Equity_DX_BROKER_SI_QTY_NEW,STMPA FP Equity_DX_SUPPLY_SI_MV_DEC,STMPA FP Equity_DX_BROKER_SI_QTY_INC,STMPA FP Equity_DX_SUPPLY_SI_QTY_DEC,STMPA FP Equity_DX_BROKER_SI_MV_NEW_y,STMPA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STMPA FP Equity_DX_BROKER_SI_MV_INC_y,STMPA FP Equity_DX_SUPPLY_SI_QTY_INC_y,STMPA FP Equity_DX_BROKER_SI_MV_ADD,STMPA FP Equity_DX_SUPPLY_SI_QTY_ADD,STMPA FP Equity_DX_BROKER_SI_QTY_DEC,STMPA FP Equity_DX_SUPPLY_SI_MV,STMPA FP Equity_DX_BROKER_SI_MV_DEC,STMPA FP Equity_DX_SUPPLY_SI_MV_RMV,STMPA FP Equity_DX_BROKER_SI_MV_RMV,STMPA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STMPA FP Equity_DX_UTILIZATION_QUANTITY,STMPA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STMPA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STMPA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STMPA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STMPA FP Equity_DX_ACTIVE_UTILIZATION_MV,STMPA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STMPA FP Equity_DX_BROKER_SI_CON_RATIO,STMPA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STMPA FP Equity_DX_DEMAND_SUPPLY_RATIO,STMPA FP Equity_PX_LAST
2009-10-14,61998524.0,297351400.47,9.4,12.32,6.81,405.94,2.0,256594334.57,27600680.0,53500572.0,132375745.78,0.0,0.0,422884.0,2.53,0.0,0.0,0.0,7.61,381765.0,1171567.0,0.0,0.0,2.53,422884.0,0.0,108243.0,1730456.0,184.25,11.14,0.0,0.0,25.22,25.22,81852544.0,392573355.31,0.0,550.98,25.06,11.63,0.1335,28.22,0.5664,6.828
2009-10-15,62833888.0,295708536.41,9.53,12.47,6.9,418.93,2.0,254507680.7,27768026.0,54079288.0,130681748.16,0.0,0.0,150383.0,8.58,0.0,0.0,0.0,0.8,889100.0,147025.0,0.0,0.0,8.58,150383.0,0.0,163988.0,310385.0,188.7,0.0,0.0,0.0,25.17,25.17,82535176.0,388426641.64,0.0,558.8,25.24,11.59,0.1318,27.59,0.5696,6.7
2009-10-16,63765776.0,292121531.72,9.67,12.61,7.0,420.77,2.0,252546314.54,28270372.0,55127096.0,129511234.54,0.0,0.0,300000.0,6.68,0.0,0.0,0.0,1.13,1303783.0,126020.0,0.0,0.0,6.68,300000.0,0.0,328365.0,255975.0,188.45,1.64,0.0,0.0,25.48,25.48,82682368.0,378781558.1,0.0,549.86,25.52,11.55,0.1327,27.72,0.5747,6.522
2009-10-19,63168624.0,292403089.39,9.58,12.56,6.94,408.21,2.0,253374513.38,29275576.0,54737176.0,135514569.16,0.0,0.0,804701.0,0.8,0.0,0.0,0.0,2.37,545000.0,285547.0,0.0,0.0,0.8,804701.0,0.0,486051.0,934920.0,190.95,8.57,0.0,0.0,26.37,26.37,81724400.0,378296463.11,0.0,535.32,26.29,11.98,0.1307,27.01,0.5691,6.59
2009-10-20,64817088.0,299942655.29,9.83,13.11,7.12,422.32,2.0,260570752.32,29337456.0,56308888.0,135759793.04,0.0,0.0,36000.0,12.36,0.0,0.0,0.0,0.51,1752952.0,94609.0,0.0,0.0,12.36,36000.0,0.0,120490.0,181241.0,193.31,1.0,0.0,0.0,26.38,26.38,81890064.0,378948268.06,0.0,539.47,26.38,11.7,0.1309,27.44,0.5827,6.588
2009-10-21,71351640.0,312690056.41,10.82,15.49,7.84,463.84,2.0,274023644.58,30044034.0,62528488.0,131664397.43,47.86,0.0,795814.0,5.22,0.0,0.0,7265318.0,1.74,794342.0,238759.0,47.86,0.0,5.22,795814.0,0.0,149522.0,1840062.0,195.28,11.96,0.0,0.0,27.3,27.3,80008184.0,350626328.53,0.0,514.46,27.51,11.09,0.117,24.59,0.6483,6.239
2009-10-22,71797008.0,307783151.11,10.89,14.86,7.89,450.51,2.0,271234410.77,30577212.0,63271232.0,131079984.02,0.0,0.0,111621.0,5.52,0.0,0.0,0.0,2.76,1217806.0,290966.0,0.0,0.0,5.52,111621.0,0.0,712523.0,475062.0,190.25,6.51,0.0,0.0,27.92,27.92,78939920.0,338403758.08,0.0,489.99,27.97,11.87,0.1178,24.64,0.6556,6.103
2009-10-23,72431032.0,301190663.57,10.98,15.02,7.96,445.92,2.0,265958469.73,30436296.0,63958312.0,126563545.15,0.0,0.0,40856.0,1.27,0.0,0.0,0.0,1.89,745351.0,277389.0,0.0,0.0,1.27,40856.0,0.0,95616.0,58267.0,185.22,0.59,0.0,0.0,27.95,27.95,78472024.0,326310979.25,0.0,474.27,28.09,12.09,0.1206,25.26,0.6651,5.92
2009-10-26,72200128.0,294398313.03,10.95,14.43,7.93,439.3,2.0,258008984.56,31737960.0,63275776.0,129412539.03,0.0,0.0,1548932.0,0.79,0.0,0.0,0.0,1.9,370000.0,297767.0,0.0,0.0,0.79,1548932.0,0.0,50500.0,1052537.0,190.0,8.66,0.0,0.0,29.01,29.01,77656264.0,316645880.71,0.0,462.58,29.12,12.36,0.1201,25.05,0.66,5.805
2009-10-27,73408488.0,293395650.21,11.13,14.49,8.06,439.26,2.0,257064215.33,32447796.0,64318252.0,129685850.57,0.0,0.0,842969.0,7.69,0.0,0.0,0.0,1.88,1643239.0,294402.0,0.0,0.0,7.69,842969.0,0.0,161270.0,600762.0,189.8,4.68,0.0,0.0,29.54,29.54,77384864.0,309288245.93,0.0,450.91,29.62,13.12,0.1249,25.99,0.6684,5.69
2009-10-28,71446192.0,279831742.57,10.83,13.73,7.85,421.28,2.0,247640329.46,31404864.0,63227132.0,123002746.15,0.0,0.0,205765.0,3.51,0.0,0.0,0.0,9.95,602229.0,1355845.0,0.0,0.0,3.51,205765.0,0.0,107147.0,1693349.0,178.78,11.4,0.0,0.0,28.63,28.63,78293432.0,306650178.2,0.0,443.11,28.75,13.32,0.1291,26.74,0.6513,5.576
2009-10-29,71696416.0,286401837.63,10.87,13.53,7.88,416.25,2.0,253686753.32,30964052.0,63506684.0,123690442.12,0.0,0.0,186556.0,3.1,0.0,0.0,0.0,7.09,1000292.0,1245102.0,0.0,0.0,3.1,186556.0,0.0,617735.0,720740.0,172.95,5.04,0.0,0.0,28.03,28.03,79490048.0,317534642.46,0.0,447.54,27.87,13.62,0.1332,27.44,0.6491,5.687
2009-10-30,69895720.0,269487694.64,10.6,13.12,7.68,409.04,2.0,237974534.25,30930240.0,61722304.0,119253640.6,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.03,109792.0,55566.0,0.0,0.0,0.36,0.0,0.0,21752.0,1894175.0,175.11,9.27,0.0,0.0,28.02,28.02,79436752.0,306273791.39,0.0,444.1,28.28,13.1,0.1303,26.79,0.6333,5.489
2009-11-02,70887656.0,274457403.52,10.75,13.45,7.79,407.01,2.0,240998123.91,31063624.0,62245696.0,120269763.0,0.0,0.0,520923.0,0.34,0.0,0.0,0.0,2.67,731900.0,387538.0,0.0,0.0,0.34,520923.0,0.0,0.0,208507.0,171.01,2.01,0.0,0.0,28.3,28.3,78709096.0,304739856.56,0.0,435.91,28.18,12.86,0.1306,27.0,0.6458,5.512
2009-11-03,70398560.0,267915538.19,10.68,13.25,7.73,403.58,2.0,234700273.5,30061192.0,61670784.0,114403766.69,0.0,0.0,228277.0,3.57,0.0,200000.0,0.0,6.43,610154.0,1263255.0,0.0,0.0,3.57,228277.0,1.1,32546.0,1385065.0,165.54,8.38,0.0,0.0,27.42,27.42,79563960.0,302796266.91,0.0,436.97,27.47,12.92,0.1326,27.57,0.6422,5.418
2009-11-04,70052000.0,272402912.03,10.62,13.28,7.7,396.92,2.0,237320814.02,30291692.0,61030176.0,117791713.46,0.0,0.0,452772.0,0.91,0.0,0.0,0.0,2.83,341252.0,499849.0,0.0,0.0,0.91,452772.0,0.0,277577.0,981858.0,164.74,6.53,0.0,0.0,27.91,27.91,78245168.0,304262713.63,0.0,422.94,28.03,13.04,0.1306,27.01,0.6454,5.536
2009-11-05,70218720.0,276207877.8,10.65,13.18,7.71,401.83,2.0,240598896.15,30444534.0,61166056.0,119754676.91,0.0,12000.0,34922.0,2.06,0.07,0.0,0.0,0.01,358578.0,4080.0,0.0,12000.0,2.06,34922.0,0.0,110000.0,222700.0,167.39,0.22,0.0,0.0,27.91,27.91,78639000.0,309329354.08,0.0,433.59,27.85,12.9,0.1285,26.63,0.6437,5.6
2009-11-06,71647000.0,282681612.32,10.86,13.55,7.87,414.97,2.0,245893476.93,31664556.0,62322872.0,124931787.0,0.0,0.0,1309482.0,9.6,0.0,0.0,0.0,0.32,1230815.0,89460.0,0.0,0.0,9.6,1309482.0,0.0,0.0,74000.0,177.31,0.4,0.0,0.0,28.93,28.93,77785984.0,306902834.35,0.0,436.11,28.91,13.77,0.1278,25.98,0.6546,5.617
2009-11-09,70681096.0,282842469.3,10.72,13.47,7.76,410.02,2.0,243535210.72,31850508.0,60858384.0,127455243.92,0.0,0.0,230300.0,1.09,0.0,0.0,0.0,0.25,184800.0,44347.0,0.0,0.0,1.09,230300.0,0.0,0.0,1119287.0,178.82,6.1,0.0,0.0,29.05,29.05,77772448.0,311219724.66,0.0,437.29,29.02,14.21,0.1241,24.84,0.6448,5.697
2009-11-10,63171488.0,247644253.51,9.58,12.08,6.94,366.55,2.0,210901250.82,31724680.0,53798728.0,124366782.31,0.0,0.0,78014.0,0.0,0.0,0.0,0.0,3.15,0.0,713258.0,0.0,0.0,0.0,78014.0,0.0,509416.0,324338.0,179.92,0.34,0.0,45.58,29.05,29.05,77499800.0,303813963.0,0.0,437.53,29.14,16.24,0.141,27.85,0.5784,5.581
2009-11-11,64839188.0,262061094.46,9.83,12.34,7.12,371.92,2.0,224567911.12,31625492.0,55562620.0,127821018.46,0.0,0.0,7000.0,10.39,0.0,0.0,0.0,0.62,1975893.0,106190.0,0.0,0.0,10.39,7000.0,0.0,0.0,212000.0,177.22,2.48,0.0,0.0,28.93,28.93,77680128.0,313960430.25,0.0,438.91,28.76,15.28,0.1467,29.67,0.5932,5.754
2009-11-12,64524092.0,262645804.35,9.78,12.22,7.09,378.81,2.0,226391942.73,31214240.0,55617620.0,127057799.93,0.0,0.0,33000.0,3.73,0.0,0.0,0.0,2.19,58000.0,444251.0,0.0,0.0,3.73,33000.0,0.0,0.0,3000.0,180.53,0.01,0.0,0.0,28.53,28.53,78189224.0,318269827.48,0.0,451.07,28.58,15.53,0.1475,29.59,0.5898,5.795
2009-11-13,62749916.0,254454321.91,9.52,11.77,6.89,369.24,2.0,219906426.42,30856412.0,54230204.0,125124428.72,0.0,0.0,5335.0,0.0,0.0,46474.0,0.0,2.39,0.0,413164.0,0.0,0.0,0.0,5335.0,0.28,50000.0,1433891.0,178.4,7.96,0.0,0.0,28.2,28.2,78577600.0,318636441.29,0.0,453.35,28.24,16.04,0.1482,29.2,0.5734,5.773
2009-11-16,60968916.0,252456994.97,9.25,11.64,6.7,358.53,2.0,219294346.83,28909080.0,52960064.0,119705252.17,0.0,0.0,17441.0,1.23,0.0,0.0,0.0,11.81,245400.0,1994771.0,0.0,0.0,1.23,17441.0,0.0,30000.0,1515541.0,167.18,8.99,0.0,0.0,26.41,26.41,80547456.0,333526820.36,0.0,467.34,26.35,16.46,0.1534,30.35,0.557,5.895
2009-11-17,63922600.0,263969054.55,9.69,12.17,7.02,380.47,2.0,209238668.34,34152680.0,50669120.0,141033854.22,0.0,0.0,627597.0,2.82,0.0,0.0,0.0,1.73,333170.0,305281.0,0.0,0.0,2.82,627597.0,0.0,4921284.0,2624110.0,201.73,14.43,0.0,0.0,31.01,31.01,75965768.0,313701444.51,0.0,446.79,31.11,11.65,0.1341,29.13,0.5805,5.879
2009-11-18,62243504.0,262150555.88,9.44,11.94,6.84,367.27,2.0,200671692.16,34404728.0,47646320.0,144902166.34,0.0,0.0,559069.0,0.24,0.0,0.0,0.0,3.61,84000.0,607023.0,0.0,0.0,0.24,559069.0,0.0,300000.0,3106800.0,201.91,20.39,0.0,0.0,31.32,31.32,75447144.0,317760239.51,0.0,444.99,31.21,9.83,0.1358,30.39,0.5666,5.996
2009-11-19,55678204.0,226051910.46,8.44,10.44,6.12,332.06,2.0,182362137.03,29790786.0,44917100.0,120949736.26,0.0,0.0,147079.0,0.0,0.0,0.0,0.0,27.82,0.0,4807252.0,0.0,0.0,0.0,147079.0,0.0,46232.0,2729223.0,177.09,13.01,0.0,0.0,27.42,27.42,78863536.0,320183693.04,0.0,464.23,27.61,11.08,0.1534,32.85,0.5124,5.78
2009-11-20,53901396.0,211265867.65,8.17,9.92,5.92,314.0,2.0,169349908.04,27326240.0,43207152.0,107104866.14,0.0,0.0,405873.0,9.62,0.0,0.0,0.0,21.14,1825324.0,3327196.0,0.0,0.0,9.62,405873.0,0.0,456776.0,3535271.0,157.46,24.69,0.0,0.0,24.94,24.94,82259000.0,322413152.47,0.0,470.36,25.08,11.04,0.13,28.8,0.4919,5.58
2009-11-23,51964664.0,205147603.91,7.88,9.33,5.71,295.91,2.0,164473959.38,25208006.0,41661876.0,99516895.37,0.0,0.0,36736.0,4.29,0.0,0.0,0.0,14.67,830652.0,2255440.0,0.0,0.0,4.29,36736.0,0.0,100471.0,2375929.0,141.42,18.12,0.0,0.0,23.66,23.66,81333136.0,321089307.32,0.0,454.37,23.74,10.62,0.1287,28.42,0.4877,5.6
2009-11-24,53087160.0,208119457.88,8.05,9.48,5.83,302.69,2.0,170871820.72,25348184.0,43586024.0,99373376.01,0.0,0.0,810311.0,15.19,0.0,92000.0,0.0,3.89,2601610.0,694700.0,0.0,0.0,15.19,810311.0,0.54,24566.0,769464.0,142.65,4.38,0.0,0.0,23.51,23.51,82470944.0,323313738.31,0.0,461.29,23.62,10.01,0.1317,28.76,0.4924,5.561
2009-11-25,51897092.0,203783265.28,7.87,9.35,5.7,294.2,2.0,166926914.21,24469772.0,42510956.0,96084960.58,0.0,0.0,81294.0,0.0,0.0,0.0,0.0,6.05,66100.0,1067256.0,0.0,0.0,0.0,81294.0,0.0,107551.0,1141166.0,136.27,7.05,0.0,0.0,22.7,22.7,83336928.0,327237435.7,0.0,462.97,22.74,9.57,0.1297,28.32,0.4814,5.57
2009-11-26,51755864.0,194836858.43,7.85,9.58,5.69,292.84,2.0,160299822.62,23881950.0,42581552.0,89904481.38,0.0,0.0,0.0,3.27,0.0,0.0,0.0,3.39,589760.0,618045.0,0.0,0.0,3.27,0.0,0.0,30223.0,519165.0,132.96,2.93,0.0,0.0,22.17,22.17,83836880.0,315607026.09,0.0,460.4,22.41,9.71,0.1312,28.75,0.4805,5.34
2009-11-27,48145852.0,184946442.83,7.3,8.98,5.29,266.56,2.0,149453411.15,23936380.0,38906192.0,91948696.54,0.0,0.0,321627.0,0.56,0.0,0.0,0.0,2.09,140600.0,359139.0,0.0,0.0,0.56,321627.0,0.0,91943.0,3815959.0,129.78,24.12,0.0,0.0,22.15,22.15,84134144.0,323191095.53,0.0,454.65,22.21,10.29,0.1211,25.86,0.4455,5.449
2009-11-30,45653096.0,172152419.61,6.92,8.51,5.02,254.77,2.0,138131948.17,24118088.0,36631208.0,90946454.22,0.0,0.0,68179.0,0.0,0.0,0.0,0.0,1.74,0.0,397863.0,0.0,0.0,0.0,68179.0,0.0,511392.0,2274984.0,131.96,11.29,0.0,0.0,22.33,22.33,83868728.0,316259043.08,0.0,454.73,22.49,10.83,0.1257,26.81,0.4228,5.349
2009-12-01,52737236.0,205409225.48,8.0,9.87,5.79,288.18,2.0,168360838.13,23572176.0,43225348.0,91812593.57,41.69,0.0,168900.0,8.35,0.0,0.0,7793589.0,5.96,1612960.0,1114812.0,41.69,0.0,8.35,168900.0,0.0,400000.0,2812408.0,126.97,17.8,0.0,0.0,21.83,21.83,84407552.0,328763719.83,0.0,457.27,21.73,14.93,0.1043,20.24,0.4884,5.525
2009-12-02,50487432.0,197286995.14,7.66,9.46,5.55,280.79,2.0,161700394.25,23314384.0,41380516.0,91104351.73,0.0,0.0,322422.0,0.11,0.0,0.0,0.0,3.57,20000.0,673947.0,0.0,0.0,0.11,322422.0,0.0,93732.0,1864831.0,129.06,9.71,0.0,0.0,21.57,21.57,84791472.0,331335028.57,0.0,469.28,21.57,15.47,0.0983,17.3,0.467,5.543
2009-12-03,50198336.0,200156187.56,7.61,9.9,5.51,280.21,2.0,164033895.52,22902992.0,41139016.0,91321265.36,0.0,0.0,76685.0,0.1,0.0,0.0,0.0,2.62,8500.0,488078.0,0.0,0.0,0.1,76685.0,0.0,0.0,250000.0,127.73,1.36,0.0,0.0,21.21,21.21,85071080.0,339204531.49,0.0,475.5,21.17,15.42,0.0985,17.39,0.4649,5.656
2009-12-04,51834708.0,209019586.14,7.86,10.35,5.69,293.68,2.0,173251957.91,22111704.0,42964704.0,89163793.86,0.0,0.0,73305.0,12.01,0.0,0.0,0.0,4.49,1864162.0,888232.0,0.0,0.0,12.01,73305.0,0.0,23639.0,38477.0,126.09,0.05,0.0,0.0,20.44,20.44,86074024.0,347087069.03,0.0,490.42,20.45,14.79,0.099,17.29,0.4791,5.72
2009-12-07,51346168.0,207483954.86,7.79,10.61,5.64,292.17,2.0,171724079.3,22151284.0,42496652.0,89510788.99,0.0,0.0,60074.0,0.0,0.0,0.0,0.0,0.12,0.0,20492.0,0.0,0.0,0.0,60074.0,0.0,0.0,468049.0,126.97,2.62,0.0,0.0,20.51,20.51,85850240.0,346910938.33,0.0,491.18,20.54,14.89,0.0982,16.7,0.4754,5.732
2009-12-08,51916516.0,211582043.81,7.87,10.95,5.7,296.38,2.0,171948404.8,22571860.0,42191492.0,91989999.32,0.0,0.0,717816.0,0.29,0.0,0.0,0.0,2.91,41800.0,508984.0,0.0,0.0,0.29,717816.0,0.0,211742.0,346961.0,129.96,1.48,0.0,0.0,20.89,20.89,85503968.0,348465299.62,0.0,491.81,20.9,14.67,0.0967,16.5,0.4804,5.781
2009-12-09,51665288.0,206442445.26,7.83,11.08,5.68,295.11,2.0,167545429.06,22504390.0,41930732.0,89922295.62,0.0,0.0,255909.0,1.63,0.0,0.0,0.0,1.84,254250.0,323378.0,0.0,0.0,1.63,255909.0,0.0,0.0,515012.0,129.46,2.81,0.0,0.0,20.76,20.76,85881176.0,343161156.39,0.0,491.55,20.85,14.69,0.0972,16.75,0.4767,5.668
2009-12-10,52761912.0,215734109.87,8.0,11.59,5.8,299.47,2.0,173511551.57,22929848.0,42435576.0,93756085.79,0.0,0.0,1714073.0,2.48,0.0,0.0,0.0,8.92,504846.0,1490652.0,0.0,0.0,2.48,1714073.0,0.0,202036.0,0.0,130.84,0.0,0.0,0.0,21.28,21.28,84807880.0,346764395.15,0.0,484.27,21.27,14.46,0.0986,16.94,0.4897,5.8
2009-12-11,53031096.0,215750581.77,8.04,11.76,5.83,304.94,2.0,174712129.72,21337324.0,42943920.0,86808314.62,0.0,0.0,41859.0,12.48,0.0,0.0,0.0,9.24,2095000.0,1634381.0,0.0,0.0,12.48,41859.0,0.0,0.0,1586659.0,123.87,8.51,0.0,0.0,19.93,19.93,85730368.0,348783603.71,0.0,495.67,19.99,14.23,0.108,20.8,0.4953,5.771
2009-12-14,50012656.0,208371202.61,7.58,11.34,5.49,287.13,2.0,170681524.52,18703024.0,40966488.0,77923708.02,0.0,0.0,28754.0,0.0,0.0,0.0,0.0,15.5,0.0,2663054.0,0.0,0.0,0.0,28754.0,0.0,0.0,1977430.0,108.66,12.04,0.0,0.0,17.51,17.51,88101808.0,367064682.29,0.0,512.61,17.49,15.12,0.1131,21.42,0.4683,5.91
2009-12-15,47754228.0,200981673.48,7.24,10.92,5.25,278.02,2.0,171105402.57,16811252.0,40655480.0,70752972.08,0.0,0.0,58741.0,0.4,0.0,0.0,0.0,11.58,39922.0,1991655.0,0.0,0.0,0.4,58741.0,0.0,41142.0,350932.0,99.89,1.48,0.0,0.0,15.71,15.71,90224528.0,379725050.23,0.0,535.29,15.73,15.73,0.1172,21.91,0.4462,5.97
2009-12-16,39587336.0,168647213.46,6.0,9.14,4.35,235.18,1.0,138941835.41,16312109.0,32614456.0,69491711.4,0.0,0.0,142429.0,1.0,0.0,0.0,0.0,3.97,102567.0,688327.0,0.0,0.0,1.0,142429.0,0.0,46754.0,350000.0,97.72,2.14,0.0,42.37,15.41,15.41,89545776.0,381476682.34,0.0,536.06,15.42,15.27,0.133,26.4,0.374,6.043
2009-12-17,38979288.0,164435576.46,5.91,9.08,4.28,233.74,1.0,135996004.19,16087593.0,32237716.0,67866109.53,0.0,0.0,236520.0,2.15,0.0,0.0,0.0,2.77,356800.0,461036.0,0.0,0.0,2.15,236520.0,0.0,0.0,733540.0,97.51,3.75,0.0,0.0,15.15,15.15,90130136.0,380217331.57,0.0,541.95,15.25,15.7,0.1307,25.32,0.367,5.984
2009-12-18,40323856.0,170278249.11,6.11,9.49,4.43,239.94,1.0,138413848.83,17098108.0,32777998.0,72201326.51,0.0,0.0,1334891.0,3.31,0.0,0.0,0.0,2.08,620000.0,324377.0,0.0,0.0,3.31,1334891.0,0.0,0.0,79718.0,102.28,0.44,0.0,0.0,16.05,16.05,89432224.0,377651445.75,0.0,533.78,16.08,14.93,0.1265,25.05,0.3785,5.99
2009-12-21,39153772.0,166827776.5,5.94,9.2,4.3,233.35,1.0,138330142.1,16040084.0,32465498.0,68344157.2,0.0,0.0,65684.0,0.0,0.0,0.0,0.0,6.94,0.0,1163234.0,0.0,0.0,0.0,65684.0,0.0,39527.0,312500.0,96.27,1.87,0.0,0.0,14.81,14.81,92280416.0,393191660.2,0.0,553.81,14.81,15.46,0.1296,24.97,0.3615,6.044
2009-12-22,39565304.0,173573973.79,6.0,9.32,4.35,238.05,1.0,145326973.35,15793004.0,33126544.0,69284301.78,0.0,0.0,0.0,7.08,0.0,0.0,0.0,2.77,1145000.0,469730.0,0.0,0.0,7.08,0.0,0.0,222650.0,483953.0,96.22,2.98,0.0,0.0,14.34,14.34,94340912.0,413875929.96,0.0,575.79,14.32,15.21,0.14,27.38,0.3592,6.223
2009-12-23,41976936.0,187468218.67,6.37,9.85,4.61,257.96,1.0,155678004.85,16141151.0,34858632.0,72086081.4,0.0,0.0,553175.0,26.62,0.0,0.0,0.0,1.16,4010886.0,229402.0,0.0,0.0,26.62,553175.0,0.0,24374.0,2278800.0,100.36,13.29,0.0,0.0,14.69,14.69,93766488.0,418759398.65,0.0,581.84,14.71,14.31,0.1709,35.0,0.3819,6.335
2009-12-24,44279028.0,197780534.27,6.71,10.4,4.86,275.23,1.0,156461451.28,17453048.0,35028528.0,77957292.96,0.0,0.0,912836.0,4.62,0.0,0.0,0.0,0.9,545000.0,194216.0,0.0,0.0,4.62,912836.0,0.0,593276.0,375102.0,110.13,2.29,0.0,0.0,15.9,15.9,92293696.0,412247001.09,0.0,578.53,15.99,13.54,0.1593,33.68,0.4035,6.336
2009-12-25,44169028.0,197289198.76,6.7,10.75,4.85,274.47,1.0,155970115.78,17453048.0,34918528.0,77957292.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,110.07,0.65,0.0,0.0,15.9,15.9,92307688.0,412309498.97,0.0,580.14,15.95,13.56,0.1598,33.78,0.4024,0.0
2009-12-28,44422996.0,199206515.56,6.74,10.81,4.88,277.24,1.0,157984310.23,17453048.0,35230456.0,78264889.61,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,502313.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,190385.0,110.53,1.21,0.0,0.0,15.88,15.88,92446400.0,414558379.18,0.0,582.51,15.95,13.51,0.1596,33.56,0.4042,6.361
2009-12-29,42008320.0,186571868.65,6.37,10.35,4.61,262.54,1.0,148876857.1,16614407.0,33520952.0,73789691.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,953629.0,0.0,0.0,0.0,0.0,0.0,114989.0,1709506.0,105.22,10.25,0.0,0.0,15.04,15.04,93836360.0,416756133.85,0.0,590.9,15.12,14.41,0.158,32.64,0.3803,6.3
2009-12-30,40448648.0,180072611.55,6.13,10.11,4.44,252.2,1.0,141952462.98,16664868.0,31885944.0,74190027.36,0.0,0.0,50828.0,0.0,0.0,0.0,0.0,0.65,0.0,99198.0,0.0,0.0,0.0,50828.0,0.0,98831.0,1635007.0,105.37,10.21,0.0,0.0,15.05,15.05,94064992.0,418766253.06,0.0,591.02,15.13,14.95,0.149,30.58,0.3653,6.315
2009-12-31,40013184.0,181236865.13,6.07,10.13,4.4,250.36,1.0,141936769.47,16759281.0,31336572.0,75909968.83,0.0,0.0,94413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94413.0,0.0,0.0,549373.0,106.42,3.15,0.0,0.0,15.9,15.9,88675680.0,401650172.51,0.0,561.67,15.93,15.03,0.1453,29.79,0.3795,6.425
2010-01-01,39152884.0,177340197.59,5.94,10.4,4.3,245.91,1.0,141936769.47,15898981.0,31336572.0,72013301.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,0.0,860300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.29,0.0,0.0,0.0,15.09,15.09,89460744.0,405206063.94,0.0,569.83,15.09,15.31,0.1514,30.62,0.3716,0.0
2010-01-04,35666008.0,162828957.02,5.41,9.47,3.92,225.43,1.0,127160420.5,15895494.0,27853182.0,72569004.9,0.0,0.0,100000.0,0.0,0.0,15900.0,0.0,0.65,0.0,103487.0,0.0,0.0,0.0,100000.0,0.1,0.0,3499289.0,101.93,22.07,0.0,0.0,15.06,15.06,89623544.0,409165729.84,0.0,573.9,15.08,17.03,0.1302,24.7,0.338,6.476
2010-01-05,36186428.0,165179362.88,5.49,9.87,3.98,230.35,1.0,126944932.81,16541913.0,27810276.0,75508493.13,0.0,0.0,660785.0,0.86,0.0,0.0,0.0,0.81,135397.0,125909.0,0.0,0.0,0.86,660785.0,0.0,111543.0,178304.0,106.97,0.79,0.0,0.0,14.96,14.96,94022824.0,429183841.09,0.0,606.6,14.99,17.17,0.129,24.3,0.3273,6.475
2010-01-06,42965144.0,198423985.92,6.52,12.2,4.72,274.52,1.0,161004982.17,17378272.0,34862732.0,80257289.46,51.72,0.0,65000.0,0.83,0.0,0.0,7987048.0,0.56,128000.0,88642.0,51.72,0.0,0.83,65000.0,0.0,860000.0,1062590.0,112.48,6.89,0.0,0.0,15.81,15.81,92506992.0,427220867.18,0.0,599.62,15.8,19.67,0.1255,20.48,0.391,6.551
