DATE,QDT FP Equity_DX_SI_QTY,QDT FP Equity_DX_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,QDT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,QDT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,QDT FP Equity_DX_SI_MV,QDT FP Equity_DX_DSS,QDT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY,QDT FP Equity_DX_BROKER_SI_QTY,QDT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,QDT FP Equity_DX_BROKER_SI_MV_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_x,QDT FP Equity_DX_BROKER_SI_MV_INC_x,QDT FP Equity_DX_SUPPLY_SI_MV_NEW,QDT FP Equity_DX_BROKER_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_NEW,QDT FP Equity_DX_SUPPLY_SI_MV_DEC,QDT FP Equity_DX_BROKER_SI_QTY_INC,QDT FP Equity_DX_SUPPLY_SI_QTY_DEC,QDT FP Equity_DX_BROKER_SI_MV_NEW_y,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,QDT FP Equity_DX_BROKER_SI_MV_INC_y,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_y,QDT FP Equity_DX_BROKER_SI_MV_ADD,QDT FP Equity_DX_SUPPLY_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_DEC,QDT FP Equity_DX_SUPPLY_SI_MV,QDT FP Equity_DX_BROKER_SI_MV_DEC,QDT FP Equity_DX_SUPPLY_SI_MV_RMV,QDT FP Equity_DX_BROKER_SI_MV_RMV,QDT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,QDT FP Equity_DX_UTILIZATION_QUANTITY,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,QDT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,QDT FP Equity_DX_ACTIVE_UTILIZATION_MV,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,QDT FP Equity_DX_BROKER_SI_CON_RATIO,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,QDT FP Equity_DX_DEMAND_SUPPLY_RATIO,QDT FP Equity_PX_LAST
2012-03-22,4332045.0,134097962.33,14.86,41.26,12.95,216.73,3.0,97532533.32,3715903.0,3150796.0,115025356.51,4.67,0.0,8990.0,0.0,0.0,0.0,90023.0,1.71,3414.0,33258.0,4.67,0.0,0.0,8990.0,0.0,20007.0,38955.0,183.17,2.08,0.0,4.73,44.38,44.38,4657217.0,144163624.76,0.0,233.18,43.99,28.15,0.2217,29.28,0.5174,49.2
2012-03-23,4390720.0,136052364.54,15.07,41.36,13.13,217.53,3.0,99368808.22,3773014.0,3206858.0,116911913.34,0.0,0.0,73656.0,2.23,0.0,0.0,0.0,0.94,56062.0,16545.0,0.0,0.0,2.23,73656.0,0.0,0.0,0.0,184.4,0.0,0.0,0.0,44.92,44.92,4625999.0,143342800.8,0.0,230.1,44.49,28.66,0.2211,28.76,0.5228,49.25
2012-03-26,4374758.0,135805480.27,15.01,41.05,13.08,216.16,3.0,98503223.4,3879240.0,3173125.0,120423129.98,0.0,88739.0,7073.0,0.0,4.37,0.0,0.0,0.01,0.0,284.0,0.0,88739.0,0.0,7073.0,0.0,10698.0,33733.0,189.82,2.31,0.0,0.0,45.06,45.06,4729536.0,146818842.99,0.0,235.3,44.65,28.6,0.223,28.97,0.5082,49.34
2012-03-27,4299041.0,136430283.47,14.75,40.26,12.86,213.91,3.0,98074857.08,3889749.0,3090427.0,123441381.16,0.0,0.0,14638.0,0.0,0.0,0.0,0.0,0.2,0.0,4129.0,0.0,0.0,0.0,14638.0,0.0,0.0,82698.0,191.88,3.74,0.0,0.0,44.94,44.94,4766327.0,151259628.3,0.0,239.37,44.49,29.07,0.2313,29.55,0.4967,50.44
2012-03-28,4068217.0,125227312.75,13.96,37.37,12.17,205.22,3.0,94810519.15,3613772.0,3080077.0,111238647.41,0.0,0.0,14027.0,2.53,0.0,0.0,0.0,14.77,25638.0,310004.0,0.0,0.0,2.53,14027.0,0.0,20282.0,35988.0,180.77,1.76,0.01,0.0,42.81,42.81,4826788.0,148577544.04,282.0,244.8,42.48,30.51,0.2384,31.99,0.482,48.925
2012-03-29,4260819.0,128676263.0,14.62,37.81,12.74,211.83,3.0,92260813.43,3837633.0,3055005.0,115896092.56,0.0,0.0,289513.0,0.0,0.0,0.0,0.0,4.4,0.0,70828.0,0.0,0.0,0.0,289513.0,0.0,5176.0,25072.0,186.74,3.11,0.0,0.0,45.05,45.05,4680134.0,141339529.66,0.0,230.53,44.75,29.51,0.2363,30.14,0.5002,48.0
2012-03-30,4454956.0,135155816.85,15.29,37.18,13.32,216.33,3.0,98701430.11,4024907.0,3253360.0,122108858.83,0.0,0.0,221760.0,7.96,0.0,0.0,0.0,1.9,198355.0,34486.0,0.0,0.0,7.96,221760.0,0.0,0.0,0.0,192.84,0.0,0.0,0.0,47.08,47.08,4524803.0,137274856.48,0.0,220.57,46.65,28.54,0.2424,32.72,0.5211,48.22
2012-04-02,4461140.0,138108117.39,15.31,36.04,13.34,216.32,3.0,100310743.4,4092226.0,3240217.0,126687265.76,0.0,0.0,46174.0,0.59,0.0,0.0,0.0,0.12,189.0,2527.0,0.0,0.0,0.59,46174.0,0.0,23672.0,13332.0,196.94,0.65,0.0,0.0,48.09,48.09,4417655.0,136761907.34,0.0,216.25,47.66,27.73,0.2417,32.69,0.5242,49.205
2012-04-03,4441051.0,138841364.72,15.24,34.72,13.28,219.53,3.0,101218194.24,4072137.0,3237617.0,127307940.94,0.0,0.0,9303.0,0.0,0.0,0.0,0.0,0.48,0.0,29392.0,0.0,0.0,0.0,9303.0,0.0,0.0,2600.0,200.41,0.07,0.0,0.0,47.0,47.0,4591841.0,143555539.22,0.0,229.74,46.59,27.58,0.242,32.97,0.5126,49.69
2012-04-04,4609823.0,139056626.73,15.82,34.35,13.79,231.13,3.0,103259301.48,4126344.0,3423117.0,124472344.68,0.0,0.0,80647.0,9.6,0.0,15500.0,0.0,2.22,170000.0,46440.0,0.0,0.0,9.6,80647.0,0.77,20000.0,0.0,204.65,0.0,0.0,0.0,47.6,47.6,4542778.0,137034195.17,0.0,227.79,47.32,26.78,0.2348,33.53,0.5318,47.945
2012-04-05,4650487.0,137137903.15,15.96,33.5,13.91,227.22,3.0,102301092.26,4172456.0,3469135.0,123041278.65,0.0,0.0,52560.0,0.0,0.0,0.0,0.0,1.6,62864.0,27448.0,0.0,0.0,0.0,52560.0,0.0,21000.0,16846.0,199.19,0.26,0.0,0.0,48.23,48.23,4477860.0,132047316.98,0.0,216.68,47.9,27.13,0.2377,33.77,0.5376,46.87
2012-04-06,4654717.0,137262641.34,15.97,33.17,13.92,222.27,3.0,104594476.13,4065316.0,3546906.0,119881834.28,0.0,0.0,0.0,4.08,0.0,0.0,0.0,5.04,88739.0,107140.0,0.0,0.0,4.08,0.0,0.0,0.0,10968.0,189.85,2.98,0.0,0.0,46.95,46.95,4593490.0,135457122.39,0.0,218.24,46.52,26.35,0.2305,34.1,0.5376,0.0
2012-04-09,4725932.0,139362695.76,16.22,33.68,14.13,223.66,3.0,104525884.87,4172456.0,3544580.0,123041278.65,0.0,0.0,77818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77818.0,0.0,29322.0,2326.0,194.62,1.18,0.0,0.0,47.58,47.58,4597799.0,135584190.21,0.0,218.0,47.17,25.97,0.2288,33.34,0.5389,0.0
2012-04-10,4719217.0,135260228.0,16.19,33.63,14.11,222.96,3.0,101534115.06,4101539.0,3542516.0,117556598.97,0.0,0.0,20341.0,0.0,0.0,0.0,0.0,4.45,0.0,95258.0,0.0,0.0,0.0,20341.0,0.0,4000.0,2064.0,190.88,0.07,0.0,0.0,46.96,46.96,4632424.0,132772603.26,0.0,218.28,46.65,26.0,0.2292,33.31,0.5403,45.555
2012-04-11,4644695.0,134424722.62,15.94,32.78,13.89,214.32,3.0,100202889.85,4144651.0,3462249.0,119952668.81,0.0,0.0,75652.0,2.96,0.0,0.0,0.0,4.13,110000.0,66249.0,0.0,0.0,2.96,75652.0,0.0,33709.0,190267.0,188.2,10.1,0.0,0.0,47.42,47.42,4596115.0,133018741.6,0.0,212.52,46.97,25.05,0.2329,34.57,0.5314,46.0
2012-04-12,4484275.0,129781917.44,15.39,30.65,13.41,206.35,3.0,96240211.35,3982954.0,3325329.0,115272905.25,0.0,0.0,6558.0,0.56,0.0,0.0,0.0,7.41,2326.0,168255.0,0.0,0.0,0.56,6558.0,0.0,0.0,139246.0,181.97,7.96,0.21,0.0,45.31,45.31,4806748.0,139114789.37,4705.0,223.6,44.87,23.64,0.2401,36.19,0.5102,46.0
2012-04-13,4441031.0,126658295.83,15.24,30.02,13.28,206.01,3.0,93091771.6,4001387.0,3264085.0,114119639.87,0.0,4724.0,19157.0,0.0,0.22,0.0,0.0,0.08,0.0,1680.0,0.0,4724.0,0.0,19157.0,0.0,956.0,61244.0,183.63,2.27,0.0,0.0,45.44,45.44,4804581.0,137026749.33,0.0,223.44,45.11,22.77,0.2416,36.59,0.5043,45.33
2012-04-16,4402570.0,122375956.13,15.11,30.71,13.17,200.74,3.0,90308684.08,3979378.0,3248925.0,110612707.48,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,1.67,32325.0,33162.0,0.0,0.0,0.0,2353.0,0.0,8800.0,47485.0,178.72,2.33,0.0,0.0,45.01,45.01,4861144.0,135122699.9,0.0,221.44,44.66,23.32,0.2446,36.78,0.498,44.18
2012-04-17,4568370.0,128335512.92,15.68,31.43,13.66,204.4,3.0,96347724.02,4091570.0,3429698.0,114941157.26,0.0,0.0,37877.0,6.76,0.0,0.0,0.0,3.05,185636.0,50947.0,0.0,0.0,6.76,37877.0,0.0,142496.0,0.0,180.12,0.0,0.78,0.23,46.2,46.2,4765326.0,133868438.08,17234.0,213.32,45.78,22.53,0.2291,35.68,0.5158,44.65
2012-04-18,4644474.0,127843517.09,15.94,31.94,13.89,208.66,3.0,96088986.03,4105669.0,3490852.0,113012402.47,0.0,0.0,20992.0,3.7,0.0,6000.0,0.0,0.28,55154.0,7183.0,0.0,0.0,3.7,20992.0,0.27,290.0,0.0,182.33,0.0,0.0,0.0,46.35,46.35,4752499.0,130817006.86,0.0,213.61,46.05,21.58,0.2246,35.55,0.5243,43.75
2012-04-19,4582580.0,124842388.28,15.72,31.96,13.7,202.99,3.0,93641653.11,4096565.0,3437297.0,111601970.58,0.0,0.0,13656.0,0.0,0.0,0.0,0.0,1.27,8485.0,23697.0,0.0,0.0,0.0,13656.0,0.0,937.0,62040.0,178.24,2.51,0.0,0.0,46.34,46.34,4743624.0,129229680.5,0.0,209.64,45.95,22.42,0.2275,35.75,0.5184,43.3
2012-04-20,4577589.0,124274411.0,15.71,30.25,13.69,199.7,3.0,93080823.61,4092383.0,3428588.0,111101823.89,0.0,0.0,10715.0,0.09,0.0,0.0,0.0,0.7,2380.0,14897.0,0.0,0.0,0.09,10715.0,0.0,0.0,11089.0,175.92,0.65,0.0,0.0,45.97,45.97,4810593.0,130600106.66,0.0,210.87,45.48,22.26,0.2273,35.83,0.5142,43.15
2012-04-23,4572427.0,123947278.21,15.69,29.75,13.67,199.71,3.0,92844052.08,4145144.0,3425026.0,112364684.36,0.0,20050.0,57781.0,0.1,0.86,0.0,0.0,1.08,2400.0,25070.0,0.0,20050.0,0.1,57781.0,0.0,0.0,5962.0,178.55,0.29,0.0,0.0,47.12,47.12,4651599.0,126093436.9,0.0,203.48,46.74,22.09,0.2278,36.02,0.5198,43.085
2012-04-24,4605713.0,124603271.22,15.8,29.74,13.77,200.01,3.0,94238110.3,4139106.0,3483325.0,111979653.86,0.0,0.0,20895.0,3.16,0.0,0.0,0.0,1.3,76000.0,22722.0,0.0,0.0,3.16,20895.0,0.0,1014.0,17701.0,177.13,1.38,0.23,0.0,46.93,46.93,4681392.0,126650696.01,5225.0,203.96,46.48,22.68,0.2243,35.64,0.5222,43.0
2012-04-25,4662139.0,128051103.92,16.0,29.81,13.94,202.2,3.0,97135045.25,4197659.0,3536534.0,115293617.12,0.0,0.0,111330.0,4.33,0.0,0.0,0.0,2.3,100290.0,53813.0,0.0,0.0,4.33,111330.0,0.0,1036.0,47081.0,179.96,2.16,0.0,0.0,47.31,47.31,4675178.0,128409235.31,0.0,204.4,46.82,22.31,0.2168,34.54,0.5254,43.655
2012-04-26,4762745.0,131593468.3,16.34,30.0,14.24,208.94,3.0,100571140.74,4252872.0,3639958.0,117505803.22,0.0,0.0,81467.0,4.76,0.0,0.0,0.0,0.67,103424.0,26671.0,0.0,0.0,4.76,81467.0,0.0,417.0,0.0,184.66,0.0,0.0,0.0,47.85,47.85,4635358.0,128073796.95,0.0,204.65,47.43,21.73,0.2093,33.96,0.5358,43.915
2012-04-27,4759793.0,130957887.23,16.33,29.89,14.23,210.26,3.0,100087184.58,4262376.0,3637767.0,117272275.4,0.0,0.0,44760.0,0.09,0.0,0.0,0.0,1.64,191.0,40388.0,0.0,0.0,0.09,44760.0,0.0,5132.0,2382.0,186.21,0.09,0.0,0.0,47.99,47.99,4619429.0,127096002.29,0.0,205.11,47.59,21.89,0.2091,33.87,0.5359,43.73
2012-04-30,4871974.0,133140107.84,16.72,30.45,14.57,215.22,3.0,102379687.13,4348663.0,3746363.0,118839193.47,0.0,0.0,55877.0,5.23,0.0,0.0,0.0,0.47,109477.0,10400.0,0.0,0.0,5.23,55877.0,0.0,40810.0,881.0,189.4,0.05,0.0,0.0,48.65,48.65,4590668.0,125452646.62,0.0,203.32,48.23,21.89,0.2036,33.01,0.545,43.435
2012-05-01,4871974.0,133140107.84,16.72,30.5,14.57,213.97,3.0,102379687.13,4350098.0,3746363.0,118878408.8,0.0,0.0,3996.0,0.0,0.0,0.0,0.0,0.24,0.0,4916.0,0.0,0.0,0.0,3996.0,0.0,2355.0,0.0,188.42,0.0,0.0,0.0,48.65,48.65,4591306.0,125470081.73,0.0,201.96,48.27,21.95,0.2035,32.95,0.5449,0.0
2012-05-02,4906777.0,133226788.28,16.84,30.71,14.67,215.82,3.0,102542398.38,4381695.0,3776663.0,118969978.07,0.0,0.0,11223.0,1.35,0.0,0.0,0.0,0.11,30300.0,2520.0,0.0,0.0,1.35,11223.0,0.0,22894.0,0.0,189.97,0.0,0.0,0.0,49.01,49.01,4558543.0,123771682.13,0.0,200.65,48.63,21.87,0.2026,32.86,0.5488,43.155
2012-05-03,4923392.0,132779601.31,16.89,30.66,14.72,214.84,3.0,102181450.68,4379643.0,3788830.0,118115163.57,0.0,0.0,15434.0,0.49,0.0,0.0,0.0,1.23,12167.0,27447.0,0.0,0.0,0.49,15434.0,0.0,9961.0,0.0,188.16,0.0,0.0,0.0,49.24,49.24,4515136.0,121769291.97,0.0,197.32,48.81,21.9,0.2017,32.6,0.5535,42.865
2012-05-04,4979907.0,132204531.1,17.09,30.62,14.89,216.82,3.0,102377463.8,4426436.0,3856375.0,117511209.71,0.0,0.0,51441.0,1.22,0.0,40100.0,0.0,1.3,28873.0,29648.0,0.0,0.0,1.22,51441.0,1.81,25000.0,1428.0,189.29,0.08,0.0,0.0,49.61,49.61,4496384.0,119368160.56,0.0,194.97,49.26,21.77,0.1975,32.21,0.5581,42.195
2012-05-07,5203260.0,138526859.74,17.85,31.68,15.56,223.68,4.0,109314221.55,4579356.0,4105993.0,121916607.34,0.0,0.0,134842.0,10.05,0.0,0.0,0.0,2.14,251892.0,38152.0,0.0,0.0,10.05,134842.0,0.0,56230.0,2274.0,193.02,1.21,0.0,0.0,50.32,50.32,4520774.0,120356973.48,0.0,193.74,49.91,21.68,0.1833,30.64,0.5718,42.315
2012-05-08,5211848.0,138443983.48,17.88,31.34,15.59,223.71,4.0,109061498.91,4588212.0,4105718.0,121878141.18,0.0,0.0,14418.0,0.13,0.0,0.0,0.0,0.62,2753.0,14858.0,0.0,0.0,0.13,14418.0,0.0,9296.0,3028.0,193.69,0.13,0.0,0.0,50.48,50.48,4500424.0,119546200.49,0.0,193.13,50.07,21.43,0.183,30.76,0.5734,42.22
2012-05-09,5228022.0,137311208.17,17.94,31.21,15.63,224.27,4.0,108557894.67,4588455.0,4133261.0,120513322.19,0.0,0.0,14947.0,0.98,0.0,5000.0,0.0,2.33,23452.0,54770.0,0.0,0.0,0.98,14947.0,0.21,40066.0,909.0,193.43,0.05,0.0,0.0,51.71,51.71,4284315.0,112525247.38,0.0,183.61,51.3,21.4,0.1825,30.65,0.5892,41.745
2012-05-10,5139168.0,137661211.81,17.63,30.14,15.37,218.08,4.0,108985998.19,4555423.0,4068665.0,122024625.48,0.0,0.0,21970.0,0.25,0.0,0.0,0.0,2.51,6000.0,55293.0,0.0,0.0,0.25,21970.0,0.0,291.0,70596.0,189.8,3.57,0.0,0.0,51.37,51.37,4312898.0,115528187.66,0.0,183.7,50.82,21.85,0.1856,31.04,0.5795,42.575
2012-05-11,4632867.0,126124902.77,15.9,26.53,13.85,198.76,3.0,97923022.27,4128616.0,3596945.0,112397202.77,0.0,0.0,0.0,0.45,0.0,0.0,0.0,16.63,8000.0,426807.0,0.0,0.0,0.45,0.0,0.0,0.0,479720.0,174.99,19.72,0.0,0.0,46.6,46.6,4731995.0,128823557.7,0.0,205.1,46.04,23.66,0.1647,24.28,0.5229,43.27
2012-05-14,4613843.0,124286190.65,15.83,26.44,13.8,201.27,3.0,96445567.61,4104337.0,3580323.0,110561285.0,0.0,0.0,51265.0,0.0,0.0,0.0,0.0,3.25,0.0,77744.0,0.0,0.0,0.0,51265.0,0.0,2200.0,16622.0,176.65,0.0,0.0,0.0,46.38,46.38,4745926.0,127844199.22,0.0,208.81,45.83,23.73,0.1651,24.27,0.5213,42.815
2012-05-15,4569451.0,122184768.75,15.68,26.38,13.66,199.03,3.0,94432204.36,4027097.0,3531564.0,107682501.83,0.0,0.0,36468.0,0.0,0.0,0.0,0.0,4.68,0.0,114428.0,0.0,0.0,0.0,36468.0,0.0,720.0,48759.0,172.46,2.03,0.0,0.0,45.04,45.04,4913430.0,131382590.23,0.0,213.78,44.65,23.63,0.1642,23.95,0.5111,42.5
2012-05-16,4611575.0,116927977.79,15.82,27.07,13.79,197.8,3.0,88751772.69,4156589.0,3500321.0,105391660.4,0.0,0.0,98684.0,0.59,0.0,0.0,0.0,7.46,36362.0,167039.0,0.0,0.0,0.59,98684.0,0.0,197847.0,67605.0,175.13,3.3,0.0,0.0,46.11,46.11,4857212.0,123156183.49,0.0,207.31,45.79,23.49,0.1667,23.92,0.5116,40.3
2012-05-17,4734912.0,117969900.85,16.25,26.93,14.16,195.2,3.0,91290194.27,4241168.0,3664079.0,105668314.1,0.0,0.0,144601.0,6.93,0.0,0.0,0.0,2.69,232081.0,60022.0,0.0,0.0,6.93,144601.0,0.0,0.0,15285.0,170.03,0.83,0.0,2.34,46.98,46.98,4787149.0,119271380.94,0.0,195.01,46.58,25.59,0.1822,26.02,0.5245,39.6
2012-05-18,4724860.0,119904400.64,16.21,26.77,14.13,189.42,3.0,92268091.65,4231116.0,3635845.0,107374488.98,0.0,0.0,19487.0,0.0,0.0,0.0,0.0,1.25,0.0,29539.0,0.0,0.0,0.0,19487.0,0.0,0.0,28234.0,166.86,1.49,0.0,0.0,47.07,47.07,4758494.0,120757942.25,0.0,192.23,46.47,25.31,0.1803,25.79,0.5256,40.335
2012-05-21,4734022.0,123606834.67,16.24,26.75,14.16,191.22,3.0,94828639.26,4224270.0,3631845.0,110297046.25,0.0,0.0,23684.0,0.05,0.0,0.0,0.0,1.18,1000.0,30530.0,0.0,0.0,0.05,23684.0,0.0,0.0,5000.0,169.53,0.2,0.0,0.0,47.52,47.52,4666104.0,121833473.88,0.0,191.93,46.9,24.72,0.1802,26.18,0.5325,41.5
2012-05-22,4714694.0,126483776.28,16.18,26.46,14.1,197.01,3.0,96224934.94,4286974.0,3586793.0,115009088.68,0.0,0.0,155293.0,4.88,0.0,0.0,0.0,3.84,79980.0,131715.0,0.0,0.0,4.88,155293.0,0.0,38945.0,125032.0,178.15,2.38,0.0,0.0,48.46,48.46,4559132.0,122310426.07,0.0,193.77,47.9,25.31,0.1833,26.41,0.533,42.64
2012-05-23,4738258.0,120497803.46,16.26,26.34,14.17,202.54,3.0,91304794.66,4288261.0,3590320.0,109054009.13,0.0,0.0,81465.0,2.79,0.0,0.0,0.0,3.27,27000.0,80306.0,0.0,0.0,2.79,81465.0,0.0,0.0,23473.0,181.8,0.32,0.0,0.0,48.21,48.21,4606296.0,117141901.12,0.0,196.56,48.05,25.3,0.1858,26.15,0.5327,40.42
2012-05-24,4814982.0,125599549.67,16.52,26.46,14.4,200.43,3.0,94616776.91,4399678.0,3627227.0,114766280.64,0.0,0.0,84227.0,0.9,0.0,0.0,0.0,0.05,42820.0,794.0,0.0,0.0,0.9,84227.0,0.0,27484.0,6413.0,178.59,1.83,0.0,0.0,49.85,49.85,4426419.0,115463823.76,0.0,184.22,49.22,24.86,0.1855,26.2,0.5455,41.46
2012-05-25,4817823.0,124279304.42,16.53,26.43,14.41,200.35,3.0,93285027.59,4617195.0,3616296.0,119103956.91,0.0,0.0,53715.0,0.0,0.0,60000.0,0.0,1.84,0.0,44170.0,0.0,0.0,0.0,53715.0,2.46,207972.0,70931.0,190.87,2.59,0.0,0.0,52.36,52.36,4200574.0,108356910.35,0.0,176.59,51.94,24.79,0.1827,25.52,0.5464,41.0
2012-05-28,4801308.0,125998064.24,16.47,26.6,14.36,199.49,3.0,94172407.06,4628558.0,3588553.0,121464681.75,0.0,72403.0,6956.0,0.0,2.96,0.0,0.0,0.58,0.0,13772.0,0.0,72403.0,0.0,6956.0,0.0,18179.0,27743.0,189.15,0.03,3.02,0.0,51.98,51.98,4275795.0,112207317.9,72403.0,178.91,51.39,25.13,0.1825,25.27,0.5392,41.71
2012-05-29,4943110.0,133218077.76,16.96,27.49,14.78,207.99,3.0,100630798.95,4594281.0,3733946.0,123817047.07,0.0,0.0,19030.0,7.64,0.0,0.0,0.0,1.98,174308.0,53938.0,0.0,0.0,7.64,19030.0,0.0,631.0,28915.0,191.56,0.27,0.0,0.0,52.4,52.4,4172899.0,112460694.48,0.0,178.5,51.76,23.81,0.1685,24.0,0.5638,42.835
2012-05-30,4948033.0,134673832.44,16.98,27.27,14.8,213.54,3.0,102048388.71,4401437.0,3749346.0,119796773.59,0.0,0.0,75062.0,0.8,0.0,0.0,0.0,11.47,15400.0,270648.0,0.0,0.0,0.8,75062.0,0.0,2400.0,0.0,188.84,0.0,0.0,0.0,51.04,51.04,4222391.0,114923562.15,0.0,183.01,50.78,23.52,0.1678,24.08,0.5738,43.26
2012-05-31,4904518.0,129601413.96,16.83,26.47,14.67,213.12,3.0,98374154.42,4425835.0,3722782.0,116952261.97,0.0,0.0,36514.0,0.93,0.0,0.0,0.0,1.49,28000.0,33953.0,0.0,0.0,0.93,36514.0,0.0,18264.0,58927.0,190.62,2.35,0.0,0.0,53.04,53.04,3918064.0,103534462.38,0.0,169.02,53.0,23.12,0.1664,24.14,0.5878,42.0
2012-06-01,4913039.0,125514483.42,16.86,20.67,14.69,208.72,3.0,95964985.97,4502221.0,3756377.0,115019226.0,0.0,0.0,143869.0,4.34,0.0,0.0,0.0,5.71,117000.0,103336.0,0.0,0.0,4.34,143869.0,0.0,35853.0,83405.0,189.26,5.6,0.0,0.0,55.6,55.6,3594799.0,91837117.41,0.0,150.93,55.63,21.06,0.1594,24.5,0.6068,40.605
2012-06-04,4869496.0,122640445.68,16.71,20.48,14.56,200.41,3.0,94869936.44,4504642.0,3766855.0,113451433.68,0.0,0.0,98544.0,0.76,0.0,0.0,0.0,7.69,24432.0,157787.0,0.0,0.0,0.76,98544.0,0.0,69536.0,13954.0,181.57,2.1,0.34,0.0,56.21,56.21,3509490.0,88388083.23,7872.0,142.23,56.07,20.89,0.1561,24.76,0.6076,40.03
2012-06-05,4737674.0,119380064.87,16.26,20.03,14.17,193.77,3.0,93729273.81,4443036.0,3719706.0,111955766.88,0.0,0.0,7777.0,0.0,0.0,0.0,0.0,5.35,0.0,125662.0,0.0,0.0,0.0,7777.0,0.0,56279.0,47149.0,178.25,2.79,0.0,0.0,55.95,55.95,3498292.0,88150076.58,0.0,141.31,55.78,21.51,0.1585,24.4,0.5966,40.05
2012-06-06,4516969.0,111474152.4,15.5,19.08,13.51,181.84,3.0,88630086.45,4249960.0,3591320.0,104884644.71,0.0,0.0,15228.0,0.0,0.0,0.0,0.0,10.26,0.0,240790.0,0.0,0.0,0.0,15228.0,0.0,32486.0,128386.0,168.92,6.15,0.0,0.0,54.57,54.57,3537740.0,87307787.12,0.0,141.27,54.46,22.5,0.1636,25.49,0.58,39.225
2012-06-07,4505366.0,112619283.23,15.46,18.88,13.47,179.56,3.0,88293219.49,4092715.0,3532195.0,102304369.89,0.0,0.0,10206.0,0.0,0.0,20000.0,0.0,9.13,0.0,221934.0,0.0,0.0,0.0,10206.0,0.78,54483.0,79125.0,160.03,4.42,0.0,0.0,53.17,53.17,3604965.0,90112229.37,0.0,142.21,52.95,22.13,0.1613,25.61,0.5853,39.73
2012-06-08,4194308.0,102930650.54,14.39,17.44,12.54,167.56,3.0,79229037.94,3814454.0,3228494.0,93608822.16,0.0,0.0,74542.0,0.0,0.0,0.0,0.0,13.85,0.0,357855.0,0.0,0.0,0.0,74542.0,0.0,5052.0,303701.0,151.32,13.22,0.0,0.0,50.75,50.75,3701662.0,90840843.77,0.0,147.23,50.68,24.15,0.1808,27.08,0.558,39.005
2012-06-11,4218805.0,102828425.27,14.48,17.54,12.62,167.74,3.0,79287841.45,3800044.0,3252991.0,92621616.9,0.0,0.0,5101.0,0.06,0.0,42000.0,0.0,0.91,3600.0,21071.0,0.0,0.0,0.06,5101.0,2.07,1560.0,21103.0,148.16,0.19,0.0,0.0,50.74,50.74,3688731.0,89908493.04,0.0,144.73,50.59,23.66,0.1787,27.33,0.5634,38.74
2012-06-12,4226257.0,99938902.14,14.5,17.62,12.64,165.65,3.0,75235559.86,3790874.0,3181592.0,89643338.23,0.0,0.0,160740.0,0.0,0.0,0.0,0.0,9.34,0.0,229753.0,0.0,0.0,0.0,160740.0,0.0,59843.0,71399.0,146.25,3.75,0.0,0.0,50.79,50.79,3672722.0,86849381.03,0.0,141.89,50.76,23.79,0.1835,26.88,0.5662,37.585
2012-06-13,4171085.0,98214354.3,14.31,17.14,12.47,159.92,3.0,75466692.16,3714297.0,3205010.0,87458606.46,0.0,0.0,28214.0,3.44,0.0,0.0,0.0,4.15,93169.0,105465.0,0.0,0.0,3.44,28214.0,0.0,674.0,69751.0,138.67,3.21,0.0,0.0,50.0,50.0,3714638.0,87466635.81,0.0,140.0,49.76,24.05,0.196,30.02,0.5615,37.425
2012-06-14,3995950.0,91199316.42,13.71,16.44,11.95,150.79,3.0,72719469.95,3560166.0,3186245.0,81253445.5,0.0,0.0,9371.0,0.0,0.0,0.0,0.0,6.32,3059.0,167935.0,0.0,0.0,0.0,9371.0,0.0,4433.0,21824.0,132.29,0.87,0.0,0.0,49.35,49.35,3654397.0,83404073.7,0.0,136.41,49.23,25.16,0.1984,30.91,0.5539,36.275
